"pli0082","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Nie","2012","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2012","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2012","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2013","kein Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2013","kein Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2013","direkter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2013","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2013","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2013","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2013","kein Migrationshintergrund","Westdeutschland","724","0.0390171153254967","0.0360270152366178","0.0420072154143756"
"Min 1x pro Woche","2013","kein Migrationshintergrund","Ostdeutschland","232","0.0338811294094931","0.0290944398570934","0.0386678189618929"
"Min 1x pro Woche","2013","direkter Migrationshintergrund","Westdeutschland","127","0.0386153470943481","0.0310955847757788","0.0461351094129174"
"Min 1x pro Woche","2013","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2013","indirekter Migrationshintergrund","Westdeutschland","47","0.0324198554024305","0.0219818014295721","0.0428579093752889"
"Min 1x pro Woche","2013","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2013","kein Migrationshintergrund","Westdeutschland","4847","0.278540488139886","0.27161818731285","0.285462788966921"
"Min 1x pro Monat","2013","kein Migrationshintergrund","Ostdeutschland","1426","0.247155665737887","0.235743214941463","0.258568116534312"
"Min 1x pro Monat","2013","direkter Migrationshintergrund","Westdeutschland","521","0.200285523886517","0.184665999372894","0.215905048400139"
"Min 1x pro Monat","2013","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2013","indirekter Migrationshintergrund","Westdeutschland","306","0.253047357205341","0.227425065892248","0.278669648518435"
"Min 1x pro Monat","2013","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2013","kein Migrationshintergrund","Westdeutschland","8740","0.550121671925228","0.542439620074431","0.557803723776025"
"Seltener","2013","kein Migrationshintergrund","Ostdeutschland","3009","0.560898798550957","0.547768771910953","0.574028825190961"
"Seltener","2013","direkter Migrationshintergrund","Westdeutschland","1356","0.528417270265102","0.50893484596144","0.547899694568764"
"Seltener","2013","direkter Migrationshintergrund","Ostdeutschland","75","0.640672985747018","0.560329448573351","0.721016522920685"
"Seltener","2013","indirekter Migrationshintergrund","Westdeutschland","624","0.60244819819425","0.573606073805715","0.631290322582786"
"Seltener","2013","indirekter Migrationshintergrund","Ostdeutschland","42","0.68666981375605","0.580986279708425","0.792353347803674"
"Nie","2013","kein Migrationshintergrund","Westdeutschland","1781","0.130836389219327","0.125629056067836","0.136043722370818"
"Nie","2013","kein Migrationshintergrund","Ostdeutschland","811","0.156828072571571","0.147207276448032","0.16644886869511"
"Nie","2013","direkter Migrationshintergrund","Westdeutschland","515","0.231164007532032","0.214710726699593","0.247617288364471"
"Nie","2013","direkter Migrationshintergrund","Ostdeutschland","32","0.226025313217553","0.155987959907653","0.296062666527454"
"Nie","2013","indirekter Migrationshintergrund","Westdeutschland","126","0.108331416731419","0.0900146222950479","0.12664821116779"
"Nie","2013","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2014","kein Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2014","kein Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2014","direkter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2014","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2014","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2014","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2014","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2014","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2014","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2014","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2014","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2014","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2014","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2014","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2014","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2014","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2014","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2014","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2014","kein Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2014","kein Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2014","direkter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2014","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2014","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2014","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2014","kein Migrationshintergrund","Westdeutschland","","","",""
"Nie","2014","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2014","direkter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2014","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2014","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2014","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2015","kein Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2015","kein Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2015","direkter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2015","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2015","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2015","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2015","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2015","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2015","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2015","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2015","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2015","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2015","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2015","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2015","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2015","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2015","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2015","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2015","kein Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2015","kein Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2015","direkter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2015","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2015","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2015","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2015","kein Migrationshintergrund","Westdeutschland","","","",""
"Nie","2015","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2015","direkter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2015","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2015","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2015","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2016","kein Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2016","kein Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2016","direkter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2016","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2016","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2016","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2016","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2016","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2016","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2016","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2016","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2016","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2016","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2016","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2016","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2016","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2016","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2016","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2016","kein Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2016","kein Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2016","direkter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2016","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2016","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2016","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2016","kein Migrationshintergrund","Westdeutschland","","","",""
"Nie","2016","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2016","direkter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2016","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2016","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2016","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2017","kein Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2017","kein Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2017","direkter Migrationshintergrund","Westdeutschland","41","0.0152515944024335","0.0111219052883041","0.0193812835165628"
"Taeglich","2017","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2017","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2017","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2017","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2017","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2017","direkter Migrationshintergrund","Westdeutschland","286","0.08602635334811","0.0765774874429145","0.0954752192533054"
"Min 1x pro Woche","2017","direkter Migrationshintergrund","Ostdeutschland","53","0.093314134792967","0.0696624455443511","0.116965824041583"
"Min 1x pro Woche","2017","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2017","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2017","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2017","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2017","direkter Migrationshintergrund","Westdeutschland","585","0.189023804051205","0.175830323079834","0.202217285022576"
"Min 1x pro Monat","2017","direkter Migrationshintergrund","Ostdeutschland","78","0.123275986077906","0.096544031253604","0.150007940902209"
"Min 1x pro Monat","2017","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2017","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2017","kein Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2017","kein Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2017","direkter Migrationshintergrund","Westdeutschland","1166","0.315839471423763","0.300175232397166","0.331503710450359"
"Seltener","2017","direkter Migrationshintergrund","Ostdeutschland","222","0.378199016043288","0.338767277582782","0.417630754503794"
"Seltener","2017","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2017","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2017","kein Migrationshintergrund","Westdeutschland","","","",""
"Nie","2017","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2017","direkter Migrationshintergrund","Westdeutschland","1305","0.393858776774489","0.377394059918614","0.410323493630364"
"Nie","2017","direkter Migrationshintergrund","Ostdeutschland","222","0.392648476970009","0.352940108256822","0.432356845683196"
"Nie","2017","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2017","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2018","kein Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2018","kein Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2018","direkter Migrationshintergrund","Westdeutschland","55","0.0233167695079998","0.0176214423933046","0.029012096622695"
"Taeglich","2018","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2018","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2018","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2018","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2018","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2018","direkter Migrationshintergrund","Westdeutschland","448","0.162391374402699","0.148472322090996","0.176310426714401"
"Min 1x pro Woche","2018","direkter Migrationshintergrund","Ostdeutschland","84","0.20768830591333","0.171208262952926","0.244168348873735"
"Min 1x pro Woche","2018","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2018","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2018","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2018","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2018","direkter Migrationshintergrund","Westdeutschland","708","0.265735313609024","0.249064431721487","0.282406195496562"
"Min 1x pro Monat","2018","direkter Migrationshintergrund","Ostdeutschland","98","0.181036407384577","0.146409273573252","0.215663541195902"
"Min 1x pro Monat","2018","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2018","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2018","kein Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2018","kein Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2018","direkter Migrationshintergrund","Westdeutschland","971","0.334316908202157","0.316512786605224","0.35212102979909"
"Seltener","2018","direkter Migrationshintergrund","Ostdeutschland","176","0.369052113401743","0.325656894890254","0.412447331913233"
"Seltener","2018","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2018","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2018","kein Migrationshintergrund","Westdeutschland","","","",""
"Nie","2018","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2018","direkter Migrationshintergrund","Westdeutschland","515","0.21423963427812","0.198754941742975","0.229724326813265"
"Nie","2018","direkter Migrationshintergrund","Ostdeutschland","109","0.223565937637688","0.186098292888948","0.261033582386427"
"Nie","2018","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2018","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2019","kein Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2019","kein Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2019","direkter Migrationshintergrund","Westdeutschland","91","0.00232604120206959","0.00112954402577169","0.00352253837836749"
"Taeglich","2019","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2019","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2019","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2019","kein Migrationshintergrund","Westdeutschland","796","0.0464691173152885","0.0430924962520335","0.0498457383785434"
"Min 1x pro Woche","2019","kein Migrationshintergrund","Ostdeutschland","273","0.0467584313453806","0.0409710230656481","0.0525458396251132"
"Min 1x pro Woche","2019","direkter Migrationshintergrund","Westdeutschland","586","0.0483180257230099","0.0429919275139143","0.0536441239321055"
"Min 1x pro Woche","2019","direkter Migrationshintergrund","Ostdeutschland","63","0.058442815127379","0.0413202284575294","0.0755654017972286"
"Min 1x pro Woche","2019","indirekter Migrationshintergrund","Westdeutschland","108","0.0524520632307254","0.041730819775199","0.0631733066862518"
"Min 1x pro Woche","2019","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2019","kein Migrationshintergrund","Westdeutschland","5417","0.334955465444676","0.327384493608485","0.342526437280867"
"Min 1x pro Monat","2019","kein Migrationshintergrund","Ostdeutschland","1703","0.29268542036481","0.280212747889906","0.305158092839714"
"Min 1x pro Monat","2019","direkter Migrationshintergrund","Westdeutschland","1950","0.28484731720092","0.27363709783866","0.29605753656318"
"Min 1x pro Monat","2019","direkter Migrationshintergrund","Ostdeutschland","190","0.292853681197357","0.259636678261907","0.326070684132808"
"Min 1x pro Monat","2019","indirekter Migrationshintergrund","Westdeutschland","542","0.296099182812734","0.274143971880582","0.318054393744886"
"Min 1x pro Monat","2019","indirekter Migrationshintergrund","Ostdeutschland","63","0.360482411216899","0.285615858888468","0.435348963545329"
"Seltener","2019","kein Migrationshintergrund","Westdeutschland","7462","0.512507836673623","0.504489822741411","0.520525850605834"
"Seltener","2019","kein Migrationshintergrund","Ostdeutschland","2583","0.530650685136256","0.516970085695677","0.544331284576835"
"Seltener","2019","direkter Migrationshintergrund","Westdeutschland","2595","0.489794672034354","0.477378486853965","0.502210857214743"
"Seltener","2019","direkter Migrationshintergrund","Ostdeutschland","339","0.47047174899579","0.43403901178564","0.50690448620594"
"Seltener","2019","indirekter Migrationshintergrund","Westdeutschland","869","0.561811197522874","0.537950171853797","0.585672223191952"
"Seltener","2019","indirekter Migrationshintergrund","Ostdeutschland","73","0.524216405229083","0.446344718249254","0.602088092208911"
"Nie","2019","kein Migrationshintergrund","Westdeutschland","1225","0.104634439684603","0.0997245667687324","0.109544312600473"
"Nie","2019","kein Migrationshintergrund","Ostdeutschland","542","0.128732102680467","0.11955148385458","0.137912721506355"
"Nie","2019","direkter Migrationshintergrund","Westdeutschland","1005","0.174713943839646","0.165282575738063","0.184145311941229"
"Nie","2019","direkter Migrationshintergrund","Ostdeutschland","123","0.176275129059292","0.148460897316289","0.204089360802294"
"Nie","2019","indirekter Migrationshintergrund","Westdeutschland","136","0.0870690318646011","0.0735104551656058","0.100627608563596"
"Nie","2019","indirekter Migrationshintergrund","Ostdeutschland","","","",""
