,Unnamed: 0,year,bula_h,pgisced97,ple0012,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
558,558,2021,Lower Saxony,Post-secondary Non-tertiary Level,No,1.0,151,17148,0.82592,1.2136
559,559,2021,Lower Saxony,First Stage of Tertiary Education,No,1.0,79,17148,0.71661,1.34707
560,560,2021,Lower Saxony,Second Stage of Tertiary Education,No,1.0,449,17148,0.85983,1.15618
561,561,2021,Bremen,Upper Secondary Level,No,1.0,37,17148,0.5762,1.58333
562,562,2021,Bremen,Second Stage of Tertiary Education,No,1.0,45,17148,0.66095,1.40072
563,563,2021,North Rhine-Westphalia,Pre-primary Level,No,1.0,38,17148,0.53828,1.6489
564,564,2021,North Rhine-Westphalia,Primary Level,No,1.0,228,17148,0.74335,1.35844
565,565,2021,North Rhine-Westphalia,Lower Secondary Level,Yes,0.13485,37,17148,0.09267,0.18392
566,566,2021,North Rhine-Westphalia,Lower Secondary Level,No,0.86515,366,17148,0.72478,1.02137
567,567,2021,North Rhine-Westphalia,Upper Secondary Level,Yes,0.09834,129,17148,0.08266,0.1145
568,568,2021,North Rhine-Westphalia,Upper Secondary Level,No,0.90166,1361,17148,0.84429,0.96972
569,569,2021,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,1.0,431,17148,0.89011,1.17243
570,570,2021,North Rhine-Westphalia,First Stage of Tertiary Education,No,1.0,162,17148,0.80988,1.1736
571,571,2021,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.04422,55,17148,0.03044,0.06136
572,572,2021,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.95578,1035,17148,0.87173,1.03462
573,573,2021,Hesse,Primary Level,No,1.0,98,17148,0.37382,1.89431
574,574,2021,Hesse,Lower Secondary Level,No,1.0,122,17148,0.72385,1.31486
575,575,2021,Hesse,Upper Secondary Level,Yes,0.10445,38,17148,0.0759,0.13963
576,576,2021,Hesse,Upper Secondary Level,No,0.89555,393,17148,0.77482,1.02229
577,577,2021,Hesse,Post-secondary Non-tertiary Level,No,1.0,102,17148,0.75574,1.2448
578,578,2021,Hesse,First Stage of Tertiary Education,No,1.0,50,17148,0.68765,1.33933
579,579,2021,Hesse,Second Stage of Tertiary Education,No,1.0,397,17148,0.89118,1.13857
580,580,2021,"Rhineland-Palatinate, Saarland",Primary Level,No,1.0,49,17148,0.61381,1.46186
581,581,2021,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,1.0,104,17148,0.72599,1.26633
582,582,2021,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.11646,40,17148,0.088,0.15185
583,583,2021,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.88354,343,17148,0.77316,0.9831
584,584,2021,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,1.0,75,17148,0.69347,1.2799
585,585,2021,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,1.0,50,17148,0.75664,1.30432
586,586,2021,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,1.0,220,17148,0.84825,1.19821
587,587,2021,Baden-Wuerttemberg,Primary Level,No,1.0,76,17148,0.5446,1.43127
588,588,2021,Baden-Wuerttemberg,Lower Secondary Level,No,1.0,159,17148,0.78273,1.24364
589,589,2021,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.08024,67,17148,0.05787,0.10295
590,590,2021,Baden-Wuerttemberg,Upper Secondary Level,No,0.91976,726,17148,0.83462,0.99947
591,591,2021,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,1.0,171,17148,0.84335,1.19157
592,592,2021,Baden-Wuerttemberg,First Stage of Tertiary Education,No,1.0,101,17148,0.78122,1.29532
593,593,2021,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,1.0,693,17148,0.90871,1.093
594,594,2021,Bavaria,Primary Level,No,1.0,72,17148,0.49427,1.72783
595,595,2021,Bavaria,Lower Secondary Level,No,1.0,227,17148,0.80696,1.17783
596,596,2021,Bavaria,Upper Secondary Level,Yes,0.07063,94,17148,0.05857,0.09005
597,597,2021,Bavaria,Upper Secondary Level,No,0.92937,1078,17148,0.85479,0.99865
598,598,2021,Bavaria,Post-secondary Non-tertiary Level,No,1.0,204,17148,0.82342,1.23278
599,599,2021,Bavaria,First Stage of Tertiary Education,No,1.0,152,17148,0.79405,1.19969
600,600,2021,Bavaria,Second Stage of Tertiary Education,Yes,0.03987,47,17148,0.0266,0.05574
601,601,2021,Bavaria,Second Stage of Tertiary Education,No,0.96013,806,17148,0.87157,1.07496
602,602,2021,Berlin,Lower Secondary Level,No,1.0,56,17148,0.50061,1.52624
603,603,2021,Berlin,Upper Secondary Level,No,1.0,225,17148,0.83175,1.17926
604,604,2021,Berlin,Post-secondary Non-tertiary Level,No,1.0,65,17148,0.75221,1.31504
605,605,2021,Berlin,Second Stage of Tertiary Education,No,1.0,382,17148,0.88251,1.14686
606,606,2021,Brandenburg,Lower Secondary Level,No,1.0,43,17148,0.60025,1.53927
607,607,2021,Brandenburg,Upper Secondary Level,No,1.0,269,17148,0.84139,1.14636
608,608,2021,Brandenburg,Post-secondary Non-tertiary Level,No,1.0,43,17148,0.5766,1.67038
609,609,2021,Brandenburg,First Stage of Tertiary Education,No,1.0,41,17148,0.72614,1.31461
610,610,2021,Brandenburg,Second Stage of Tertiary Education,No,1.0,186,17148,0.83864,1.15629
611,611,2021,Mecklenburg-Western Pomerania,Upper Secondary Level,No,1.0,157,17148,0.82531,1.18725
612,612,2021,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,No,1.0,32,17148,0.65254,1.42663
613,613,2021,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,1.0,102,17148,0.75898,1.22475
614,614,2021,Saxony,Lower Secondary Level,No,1.0,64,17148,0.70599,1.42895
615,615,2021,Saxony,Upper Secondary Level,Yes,0.10906,61,17148,0.08752,0.13689
616,616,2021,Saxony,Upper Secondary Level,No,0.89094,452,17148,0.81158,0.9838
617,617,2021,Saxony,Post-secondary Non-tertiary Level,No,1.0,58,17148,0.68028,1.37054
618,618,2021,Saxony,First Stage of Tertiary Education,No,1.0,71,17148,0.71613,1.35626
619,619,2021,Saxony,Second Stage of Tertiary Education,No,1.0,335,17148,0.87872,1.18095
620,620,2021,Saxony-Anhalt,Lower Secondary Level,No,1.0,42,17148,0.51134,1.5778
621,621,2021,Saxony-Anhalt,Upper Secondary Level,Yes,0.1241,36,17148,0.08621,0.16216
622,622,2021,Saxony-Anhalt,Upper Secondary Level,No,0.8759,241,17148,0.7081,1.01808
623,623,2021,Saxony-Anhalt,Post-secondary Non-tertiary Level,No,1.0,33,17148,0.62153,1.3886
624,624,2021,Saxony-Anhalt,First Stage of Tertiary Education,No,1.0,32,17148,0.528,1.69033
625,625,2021,Saxony-Anhalt,Second Stage of Tertiary Education,No,1.0,137,17148,0.76445,1.26507
626,626,2021,Thuringa,Upper Secondary Level,No,1.0,267,17148,0.81498,1.15028
627,627,2021,Thuringa,Post-secondary Non-tertiary Level,No,1.0,35,17148,0.67848,1.38275
628,628,2021,Thuringa,First Stage of Tertiary Education,No,1.0,46,17148,0.58967,1.62061
629,629,2021,Thuringa,Second Stage of Tertiary Education,No,1.0,167,17148,0.80869,1.2248
