,Unnamed: 0,year,bula_h,migback,plh0190,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
584,584,2018,Bavaria,Indirect migration background,Agree,0.18458,37,21808,0.10746,0.29808
585,585,2018,Bavaria,Indirect migration background,Disagree,0.38847,79,21808,0.24873,0.51462
586,586,2018,Bavaria,Indirect migration background,Disagree completely,0.42696,99,21808,0.32804,0.53112
587,587,2018,Berlin,No migration background,Agree completely,0.06461,32,21808,0.0443,0.08608
588,588,2018,Berlin,No migration background,Agree,0.11713,65,21808,0.09436,0.14319
589,589,2018,Berlin,No migration background,Disagree,0.41025,286,21808,0.36318,0.4571
590,590,2018,Berlin,No migration background,Disagree completely,0.408,289,21808,0.36906,0.45712
591,591,2018,Berlin,Direct migration background,Disagree,0.4612,54,21808,0.33607,0.57697
592,592,2018,Berlin,Direct migration background,Disagree completely,0.5388,58,21808,0.38291,0.68177
593,593,2018,Brandenburg,No migration background,Agree completely,0.04537,41,21808,0.03636,0.05572
594,594,2018,Brandenburg,No migration background,Agree,0.17649,87,21808,0.12907,0.21317
595,595,2018,Brandenburg,No migration background,Disagree,0.39198,290,21808,0.34617,0.44382
596,596,2018,Brandenburg,No migration background,Disagree completely,0.38616,293,21808,0.33868,0.44483
597,597,2018,Brandenburg,Direct migration background,Disagree completely,1.0,36,21808,0.59673,1.49779
598,598,2018,Mecklenburg-Western Pomerania,No migration background,Agree,0.12988,45,21808,0.09485,0.17014
599,599,2018,Mecklenburg-Western Pomerania,No migration background,Disagree,0.40244,178,21808,0.33789,0.4793
600,600,2018,Mecklenburg-Western Pomerania,No migration background,Disagree completely,0.46768,221,21808,0.40532,0.53946
601,601,2018,Saxony,No migration background,Agree completely,0.05177,54,21808,0.03723,0.06794
602,602,2018,Saxony,No migration background,Agree,0.12847,152,21808,0.10868,0.14831
603,603,2018,Saxony,No migration background,Disagree,0.41319,544,21808,0.3775,0.45279
604,604,2018,Saxony,No migration background,Disagree completely,0.40657,577,21808,0.37112,0.44942
605,605,2018,Saxony-Anhalt,No migration background,Agree completely,0.07128,48,21808,0.05161,0.09338
606,606,2018,Saxony-Anhalt,No migration background,Agree,0.11652,70,21808,0.08215,0.1551
607,607,2018,Saxony-Anhalt,No migration background,Disagree,0.41136,293,21808,0.35382,0.46314
608,608,2018,Saxony-Anhalt,No migration background,Disagree completely,0.40084,299,21808,0.34883,0.44509
609,609,2018,Thuringa,No migration background,Agree completely,0.0493,35,21808,0.02707,0.07426
610,610,2018,Thuringa,No migration background,Agree,0.13861,102,21808,0.11087,0.17532
611,611,2018,Thuringa,No migration background,Disagree,0.42772,326,21808,0.36539,0.50346
612,612,2018,Thuringa,No migration background,Disagree completely,0.38438,307,21808,0.34921,0.42397
