"beruf","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"In Ausbildung","2001","16-34 J.","AkademikerIn","42","0.0757778642998939","0.055063401063844","0.0964923275359439"
"In Ausbildung","2001","35-65 J.","(noch) kein Abschluss","","","",""
"In Ausbildung","2001","35-65 J.","Hauptschule","","","",""
"In Ausbildung","2001","35-65 J.","Realschule","","","",""
"In Ausbildung","2001","35-65 J.","(Fach-)Abitur","","","",""
"In Ausbildung","2001","35-65 J.","AkademikerIn","","","",""
"In Ausbildung","2001","66 und älter","(noch) kein Abschluss","","","",""
"In Ausbildung","2001","66 und älter","Hauptschule","","","",""
"In Ausbildung","2001","66 und älter","Realschule","","","",""
"In Ausbildung","2001","66 und älter","(Fach-)Abitur","","","",""
"In Ausbildung","2001","66 und älter","AkademikerIn","","","",""
"In Rente oder Pension","2001","16-34 J.","(noch) kein Abschluss","","","",""
"In Rente oder Pension","2001","16-34 J.","Hauptschule","","","",""
"In Rente oder Pension","2001","16-34 J.","Realschule","","","",""
"In Rente oder Pension","2001","16-34 J.","(Fach-)Abitur","","","",""
"In Rente oder Pension","2001","16-34 J.","AkademikerIn","","","",""
"In Rente oder Pension","2001","35-65 J.","(noch) kein Abschluss","40","0.204543075737735","0.148499959331929","0.260586192143541"
"In Rente oder Pension","2001","35-65 J.","Hauptschule","1164","0.206426214040613","0.195701374232524","0.217151053848701"
"In Rente oder Pension","2001","35-65 J.","Realschule","221","0.0839352113975041","0.0743081830935327","0.0935622397014754"
"In Rente oder Pension","2001","35-65 J.","(Fach-)Abitur","59","0.0809351608543247","0.0629051766460268","0.0989651450626227"
"In Rente oder Pension","2001","35-65 J.","AkademikerIn","220","0.0892664695908408","0.0780874219832322","0.100445517198449"
"In Rente oder Pension","2001","66 und älter","(noch) kein Abschluss","63","0.968160540689844","0.925802812969728","1.01051826840996"
"In Rente oder Pension","2001","66 und älter","Hauptschule","2248","0.959156522371322","0.951152419137152","0.967160625605492"
"In Rente oder Pension","2001","66 und älter","Realschule","366","0.939565206968073","0.916065820385021","0.963064593551125"
"In Rente oder Pension","2001","66 und älter","(Fach-)Abitur","140","0.909201296519275","0.863822018981344","0.954580574057205"
"In Rente oder Pension","2001","66 und älter","AkademikerIn","380","0.882188042180799","0.851429401727866","0.912946682633733"
"Arbeitslose","2001","16-34 J.","(noch) kein Abschluss","","","",""
"Arbeitslose","2001","16-34 J.","Hauptschule","145","0.0991906682022524","0.0843335444587815","0.114047791945723"
"Arbeitslose","2001","16-34 J.","Realschule","185","0.0762668862064649","0.0651376942205753","0.0873960781923546"
"Arbeitslose","2001","16-34 J.","(Fach-)Abitur","40","0.0326582492320261","0.0225255356096879","0.0427909628543643"
"Arbeitslose","2001","16-34 J.","AkademikerIn","","","",""
"Arbeitslose","2001","35-65 J.","(noch) kein Abschluss","","","",""
"Arbeitslose","2001","35-65 J.","Hauptschule","468","0.080086803680074","0.0728944896939506","0.0872791176661974"
"Arbeitslose","2001","35-65 J.","Realschule","226","0.0668448884849803","0.058173910561514","0.0755158664084465"
"Arbeitslose","2001","35-65 J.","(Fach-)Abitur","58","0.0658919064459658","0.0494909846580909","0.0822928282338407"
"Arbeitslose","2001","35-65 J.","AkademikerIn","120","0.0474673552084351","0.0391304970148186","0.0558042134020516"
"Arbeitslose","2001","66 und älter","(noch) kein Abschluss","","","",""
"Arbeitslose","2001","66 und älter","Hauptschule","","","",""
"Arbeitslose","2001","66 und älter","Realschule","","","",""
"Arbeitslose","2001","66 und älter","(Fach-)Abitur","","","",""
"Arbeitslose","2001","66 und älter","AkademikerIn","","","",""
"Sonstige Nichterwerbspersonen","2001","16-34 J.","(noch) kein Abschluss","","","",""
"Sonstige Nichterwerbspersonen","2001","16-34 J.","Hauptschule","259","0.151354988868493","0.133541692405816","0.16916828533117"
"Sonstige Nichterwerbspersonen","2001","16-34 J.","Realschule","236","0.102902462913023","0.0901628835899636","0.115642042236083"
"Sonstige Nichterwerbspersonen","2001","16-34 J.","(Fach-)Abitur","141","0.11156319680904","0.0936153192419565","0.129511074376123"
"Sonstige Nichterwerbspersonen","2001","16-34 J.","AkademikerIn","50","0.071787179129401","0.0515820539210058","0.0919923043377961"
"Sonstige Nichterwerbspersonen","2001","35-65 J.","(noch) kein Abschluss","48","0.194264727285483","0.139296122062373","0.249233332508594"
"Sonstige Nichterwerbspersonen","2001","35-65 J.","Hauptschule","673","0.118609173377851","0.110041594010429","0.127176752745274"
"Sonstige Nichterwerbspersonen","2001","35-65 J.","Realschule","286","0.0871209873024598","0.077330032069987","0.0969119425349327"
"Sonstige Nichterwerbspersonen","2001","35-65 J.","(Fach-)Abitur","107","0.113709064568062","0.0927225967018094","0.134695532434315"
"Sonstige Nichterwerbspersonen","2001","35-65 J.","AkademikerIn","118","0.0508220183176561","0.0422107971278172","0.0594332395074949"
"Sonstige Nichterwerbspersonen","2001","66 und älter","(noch) kein Abschluss","","","",""
"Sonstige Nichterwerbspersonen","2001","66 und älter","Hauptschule","51","0.0186464113373875","0.013176037954133","0.024116784720642"
"Sonstige Nichterwerbspersonen","2001","66 und älter","Realschule","","","",""
"Sonstige Nichterwerbspersonen","2001","66 und älter","(Fach-)Abitur","","","",""
"Sonstige Nichterwerbspersonen","2001","66 und älter","AkademikerIn","","","",""
"Beamte","2001","16-34 J.","(noch) kein Abschluss","","","",""
"Beamte","2001","16-34 J.","Hauptschule","","","",""
"Beamte","2001","16-34 J.","Realschule","63","0.0297770572860872","0.0226501841408818","0.0369039304312925"
"Beamte","2001","16-34 J.","(Fach-)Abitur","32","0.0317889658232899","0.0217875250763327","0.0417904065702472"
"Beamte","2001","16-34 J.","AkademikerIn","70","0.0901377503872482","0.067721885444003","0.112553615330493"
"Beamte","2001","35-65 J.","(noch) kein Abschluss","","","",""
"Beamte","2001","35-65 J.","Hauptschule","56","0.00963475547629581","0.00704634721279585","0.0122231637397958"
"Beamte","2001","35-65 J.","Realschule","143","0.0475210166688891","0.0401347051216296","0.0549073282161487"
"Beamte","2001","35-65 J.","(Fach-)Abitur","40","0.0463189320569856","0.0324247014431019","0.0602131626708693"
"Beamte","2001","35-65 J.","AkademikerIn","359","0.147322465022545","0.13342639922144","0.161218530823651"
"Beamte","2001","66 und älter","(noch) kein Abschluss","","","",""
"Beamte","2001","66 und älter","Hauptschule","","","",""
"Beamte","2001","66 und älter","Realschule","","","",""
"Beamte","2001","66 und älter","(Fach-)Abitur","","","",""
"Beamte","2001","66 und älter","AkademikerIn","","","",""
"Angestellte, einfache Tätigkeiten","2002","16-34 J.","(noch) kein Abschluss","80","0.108911612349273","0.0852163491459318","0.132606875552615"
"Angestellte, einfache Tätigkeiten","2002","16-34 J.","Hauptschule","373","0.288003709630296","0.263803180863305","0.312204238397286"
"Angestellte, einfache Tätigkeiten","2002","16-34 J.","Realschule","365","0.183393358630882","0.166718348685749","0.200068368576014"
"Angestellte, einfache Tätigkeiten","2002","16-34 J.","(Fach-)Abitur","185","0.158556341551242","0.138443931597236","0.178668751505247"
"Angestellte, einfache Tätigkeiten","2002","16-34 J.","AkademikerIn","","","",""
"Angestellte, einfache Tätigkeiten","2002","35-65 J.","(noch) kein Abschluss","62","0.367829882223282","0.296588515465811","0.439071248980753"
"Angestellte, einfache Tätigkeiten","2002","35-65 J.","Hauptschule","1378","0.274298414491149","0.262139088066464","0.286457740915835"
"Angestellte, einfache Tätigkeiten","2002","35-65 J.","Realschule","573","0.17305941159602","0.160503250383727","0.185615572808312"
"Angestellte, einfache Tätigkeiten","2002","35-65 J.","(Fach-)Abitur","155","0.170521453329697","0.147586913956434","0.193455992702961"
"Angestellte, einfache Tätigkeiten","2002","35-65 J.","AkademikerIn","133","0.0550171296698004","0.0473359188147099","0.0626983405248909"
"Angestellte, einfache Tätigkeiten","2002","66 und älter","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeiten","2002","66 und älter","Hauptschule","","","",""
"Angestellte, einfache Tätigkeiten","2002","66 und älter","Realschule","","","",""
"Angestellte, einfache Tätigkeiten","2002","66 und älter","(Fach-)Abitur","","","",""
"Angestellte, einfache Tätigkeiten","2002","66 und älter","AkademikerIn","","","",""
"Angestellte, qualifizierte Tätigkeiten","2002","16-34 J.","(noch) kein Abschluss","","","",""
"Angestellte, qualifizierte Tätigkeiten","2002","16-34 J.","Hauptschule","325","0.244626986841427","0.221653873020265","0.267600100662589"
"Angestellte, qualifizierte Tätigkeiten","2002","16-34 J.","Realschule","746","0.358436044006208","0.337773030396648","0.379099057615769"
"Angestellte, qualifizierte Tätigkeiten","2002","16-34 J.","(Fach-)Abitur","291","0.264106125716324","0.239831272379315","0.288380979053333"
"Angestellte, qualifizierte Tätigkeiten","2002","16-34 J.","AkademikerIn","361","0.584095403633713","0.545361465637075","0.622829341630351"
"Angestellte, qualifizierte Tätigkeiten","2002","35-65 J.","(noch) kein Abschluss","","","",""
"Angestellte, qualifizierte Tätigkeiten","2002","35-65 J.","Hauptschule","1241","0.248830573232676","0.237048013376762","0.260613133088591"
"Angestellte, qualifizierte Tätigkeiten","2002","35-65 J.","Realschule","1534","0.43759607763231","0.421130271487327","0.454061883777293"
"Angestellte, qualifizierte Tätigkeiten","2002","35-65 J.","(Fach-)Abitur","436","0.404058861304046","0.374134703846619","0.433983018761473"
"Angestellte, qualifizierte Tätigkeiten","2002","35-65 J.","AkademikerIn","1406","0.421176743740277","0.404543615655378","0.437809871825177"
"Angestellte, qualifizierte Tätigkeiten","2002","66 und älter","(noch) kein Abschluss","","","",""
"Angestellte, qualifizierte Tätigkeiten","2002","66 und älter","Hauptschule","","","",""
"Angestellte, qualifizierte Tätigkeiten","2002","66 und älter","Realschule","","","",""
"Angestellte, qualifizierte Tätigkeiten","2002","66 und älter","(Fach-)Abitur","","","",""
"Angestellte, qualifizierte Tätigkeiten","2002","66 und älter","AkademikerIn","","","",""
"Selbstständige/ManagerInnen","2002","16-34 J.","(noch) kein Abschluss","","","",""
"Selbstständige/ManagerInnen","2002","16-34 J.","Hauptschule","40","0.0282077848756713","0.0193595193232556","0.037056050428087"
"Selbstständige/ManagerInnen","2002","16-34 J.","Realschule","72","0.0372849046913976","0.0291212757790062","0.0454485336037891"
"Selbstständige/ManagerInnen","2002","16-34 J.","(Fach-)Abitur","47","0.0400968625415199","0.029294252847025","0.0508994722360147"
"Selbstständige/ManagerInnen","2002","16-34 J.","AkademikerIn","53","0.092366474235425","0.0696120764271121","0.115120872043738"
"Selbstständige/ManagerInnen","2002","35-65 J.","(noch) kein Abschluss","","","",""
"Selbstständige/ManagerInnen","2002","35-65 J.","Hauptschule","338","0.0581120927608673","0.0517360429478909","0.0644881425738438"
"Selbstständige/ManagerInnen","2002","35-65 J.","Realschule","333","0.0812930422062539","0.0722224152086321","0.0903636692038757"
"Selbstständige/ManagerInnen","2002","35-65 J.","(Fach-)Abitur","129","0.10474030173245","0.0860666455745359","0.123413957890363"
"Selbstständige/ManagerInnen","2002","35-65 J.","AkademikerIn","653","0.182798692945229","0.169778427933792","0.195818957956667"
"Selbstständige/ManagerInnen","2002","66 und älter","(noch) kein Abschluss","","","",""
"Selbstständige/ManagerInnen","2002","66 und älter","Hauptschule","","","",""
"Selbstständige/ManagerInnen","2002","66 und älter","Realschule","","","",""
"Selbstständige/ManagerInnen","2002","66 und älter","(Fach-)Abitur","","","",""
"Selbstständige/ManagerInnen","2002","66 und älter","AkademikerIn","37","0.0403647930564767","0.0238108053699618","0.0569187807429916"
"In Ausbildung","2002","16-34 J.","(noch) kein Abschluss","543","0.806888868878765","0.776864452976174","0.836913284781356"
"In Ausbildung","2002","16-34 J.","Hauptschule","231","0.164558380176657","0.144742881591802","0.184373878761511"
"In Ausbildung","2002","16-34 J.","Realschule","448","0.208183881259339","0.190689299458984","0.225678463059693"
"In Ausbildung","2002","16-34 J.","(Fach-)Abitur","529","0.367649869270773","0.341100402812833","0.394199335728713"
"In Ausbildung","2002","16-34 J.","AkademikerIn","41","0.0590260271272203","0.0405050676822943","0.0775469865721463"
"In Ausbildung","2002","35-65 J.","(noch) kein Abschluss","","","",""
"In Ausbildung","2002","35-65 J.","Hauptschule","","","",""
"In Ausbildung","2002","35-65 J.","Realschule","","","",""
"In Ausbildung","2002","35-65 J.","(Fach-)Abitur","","","",""
"In Ausbildung","2002","35-65 J.","AkademikerIn","","","",""
"In Ausbildung","2002","66 und älter","(noch) kein Abschluss","","","",""
"In Ausbildung","2002","66 und älter","Hauptschule","","","",""
"In Ausbildung","2002","66 und älter","Realschule","","","",""
"In Ausbildung","2002","66 und älter","(Fach-)Abitur","","","",""
"In Ausbildung","2002","66 und älter","AkademikerIn","","","",""
"In Rente oder Pension","2002","16-34 J.","(noch) kein Abschluss","","","",""
"In Rente oder Pension","2002","16-34 J.","Hauptschule","","","",""
"In Rente oder Pension","2002","16-34 J.","Realschule","","","",""
"In Rente oder Pension","2002","16-34 J.","(Fach-)Abitur","","","",""
"In Rente oder Pension","2002","16-34 J.","AkademikerIn","","","",""
"In Rente oder Pension","2002","35-65 J.","(noch) kein Abschluss","36","0.182381752840026","0.125331478469924","0.239432027210128"
"In Rente oder Pension","2002","35-65 J.","Hauptschule","1084","0.203314380221601","0.192345902171522","0.214282858271681"
"In Rente oder Pension","2002","35-65 J.","Realschule","234","0.0776076429552281","0.0687272494204267","0.0864880364900294"
"In Rente oder Pension","2002","35-65 J.","(Fach-)Abitur","71","0.0904945000340688","0.0729995910440905","0.107989409024047"
"In Rente oder Pension","2002","35-65 J.","AkademikerIn","266","0.0963834230422722","0.0864416917134399","0.106325154371104"
"In Rente oder Pension","2002","66 und älter","(noch) kein Abschluss","62","0.919322865971728","0.854593269919938","0.984052462023518"
"In Rente oder Pension","2002","66 und älter","Hauptschule","2289","0.959510656730578","0.951610175046798","0.967411138414357"
"In Rente oder Pension","2002","66 und älter","Realschule","392","0.941015934291294","0.918669923993181","0.963361944589408"
"In Rente oder Pension","2002","66 und älter","(Fach-)Abitur","139","0.941835051486649","0.904126892290745","0.979543210682553"
"In Rente oder Pension","2002","66 und älter","AkademikerIn","479","0.903577964470315","0.878751256282372","0.928404672658258"
"Arbeitslose","2002","16-34 J.","(noch) kein Abschluss","","","",""
"Arbeitslose","2002","16-34 J.","Hauptschule","142","0.122322764849923","0.104811883302956","0.139833646396891"
"Arbeitslose","2002","16-34 J.","Realschule","170","0.0902352785684635","0.0778894405855271","0.1025811165514"
"Arbeitslose","2002","16-34 J.","(Fach-)Abitur","40","0.0264478931092462","0.0176123159350458","0.0352834702834466"
"Arbeitslose","2002","16-34 J.","AkademikerIn","","","",""
"Arbeitslose","2002","35-65 J.","(noch) kein Abschluss","","","",""
"Arbeitslose","2002","35-65 J.","Hauptschule","443","0.0868381291680063","0.0791636670492077","0.094512591286805"
"Arbeitslose","2002","35-65 J.","Realschule","277","0.0848124913760339","0.0755653591084864","0.0940596236435814"
"Arbeitslose","2002","35-65 J.","(Fach-)Abitur","49","0.0536203970536644","0.0398832790538079","0.0673575150535209"
"Arbeitslose","2002","35-65 J.","AkademikerIn","121","0.0490133704755551","0.0417403762256409","0.0562863647254694"
"Arbeitslose","2002","66 und älter","(noch) kein Abschluss","","","",""
"Arbeitslose","2002","66 und älter","Hauptschule","","","",""
"Arbeitslose","2002","66 und älter","Realschule","","","",""
"Arbeitslose","2002","66 und älter","(Fach-)Abitur","","","",""
"Arbeitslose","2002","66 und älter","AkademikerIn","","","",""
"Sonstige Nichterwerbspersonen","2002","16-34 J.","(noch) kein Abschluss","","","",""
"Sonstige Nichterwerbspersonen","2002","16-34 J.","Hauptschule","218","0.139807259055392","0.121274089620822","0.158340428489961"
"Sonstige Nichterwerbspersonen","2002","16-34 J.","Realschule","203","0.0913773176020738","0.0789613996121827","0.103793235591965"
"Sonstige Nichterwerbspersonen","2002","16-34 J.","(Fach-)Abitur","145","0.116968326251982","0.0992720429579948","0.134664609545969"
"Sonstige Nichterwerbspersonen","2002","16-34 J.","AkademikerIn","49","0.0837251241976792","0.0619583692430415","0.105491879152317"
"Sonstige Nichterwerbspersonen","2002","35-65 J.","(noch) kein Abschluss","43","0.224524655856736","0.162878248195352","0.28617106351812"
"Sonstige Nichterwerbspersonen","2002","35-65 J.","Hauptschule","619","0.115899439115764","0.107175546058766","0.124623332172763"
"Sonstige Nichterwerbspersonen","2002","35-65 J.","Realschule","347","0.0919603532576948","0.0823691114929339","0.101551595022456"
"Sonstige Nichterwerbspersonen","2002","35-65 J.","(Fach-)Abitur","121","0.116418604772905","0.0968602460778948","0.135976963467915"
"Sonstige Nichterwerbspersonen","2002","35-65 J.","AkademikerIn","156","0.0515258680637918","0.0440786484956695","0.0589730876319141"
"Sonstige Nichterwerbspersonen","2002","66 und älter","(noch) kein Abschluss","","","",""
"Sonstige Nichterwerbspersonen","2002","66 und älter","Hauptschule","59","0.0213728359131175","0.0155759065028984","0.0271697653233366"
"Sonstige Nichterwerbspersonen","2002","66 und älter","Realschule","","","",""
"Sonstige Nichterwerbspersonen","2002","66 und älter","(Fach-)Abitur","","","",""
"Sonstige Nichterwerbspersonen","2002","66 und älter","AkademikerIn","","","",""
"Beamte","2002","16-34 J.","(noch) kein Abschluss","","","",""
"Beamte","2002","16-34 J.","Hauptschule","","","",""
"Beamte","2002","16-34 J.","Realschule","60","0.0293280979056359","0.0220579035086624","0.0365982923026094"
"Beamte","2002","16-34 J.","(Fach-)Abitur","","","",""
"Beamte","2002","16-34 J.","AkademikerIn","69","0.0894244390390968","0.0669991006057609","0.111849777472433"
"Beamte","2002","35-65 J.","(noch) kein Abschluss","","","",""
"Beamte","2002","35-65 J.","Hauptschule","56","0.0102641780753448","0.00751729251406857","0.013011063636621"
"Beamte","2002","35-65 J.","Realschule","163","0.0457138535231874","0.0387814259158904","0.0526462811304844"
"Beamte","2002","35-65 J.","(Fach-)Abitur","52","0.0338517266479466","0.0228233844349132","0.0448800688609801"
"Beamte","2002","35-65 J.","AkademikerIn","631","0.139107404418927","0.127449557065792","0.150765251772063"
"Beamte","2002","66 und älter","(noch) kein Abschluss","","","",""
"Beamte","2002","66 und älter","Hauptschule","","","",""
"Beamte","2002","66 und älter","Realschule","","","",""
"Beamte","2002","66 und älter","(Fach-)Abitur","","","",""
"Beamte","2002","66 und älter","AkademikerIn","","","",""
"Angestellte, einfache Tätigkeiten","2003","16-34 J.","(noch) kein Abschluss","63","0.114010732045196","0.0898729103872952","0.138148553703096"
"Angestellte, einfache Tätigkeiten","2003","16-34 J.","Hauptschule","366","0.29140219962566","0.266261778926402","0.316542620324917"
"Angestellte, einfache Tätigkeiten","2003","16-34 J.","Realschule","332","0.185211397796613","0.167674662728582","0.202748132864644"
"Angestellte, einfache Tätigkeiten","2003","16-34 J.","(Fach-)Abitur","224","0.185783478864001","0.164153265981894","0.207413691746107"
"Angestellte, einfache Tätigkeiten","2003","16-34 J.","AkademikerIn","","","",""
"Angestellte, einfache Tätigkeiten","2003","35-65 J.","(noch) kein Abschluss","57","0.369797225246228","0.295913608546531","0.443680841945924"
"Angestellte, einfache Tätigkeiten","2003","35-65 J.","Hauptschule","1222","0.264464383338007","0.251942878617092","0.276985888058922"
"Angestellte, einfache Tätigkeiten","2003","35-65 J.","Realschule","559","0.162176275997993","0.149913444156348","0.174439107839638"
"Angestellte, einfache Tätigkeiten","2003","35-65 J.","(Fach-)Abitur","143","0.159060806522022","0.136527666164974","0.18159394687907"
"Angestellte, einfache Tätigkeiten","2003","35-65 J.","AkademikerIn","128","0.0539072127147272","0.0460996504003018","0.0617147750291526"
"Angestellte, einfache Tätigkeiten","2003","66 und älter","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeiten","2003","66 und älter","Hauptschule","","","",""
"Angestellte, einfache Tätigkeiten","2003","66 und älter","Realschule","","","",""
"Angestellte, einfache Tätigkeiten","2003","66 und älter","(Fach-)Abitur","","","",""
"Angestellte, einfache Tätigkeiten","2003","66 und älter","AkademikerIn","","","",""
"Angestellte, qualifizierte Tätigkeiten","2003","16-34 J.","(noch) kein Abschluss","","","",""
"Angestellte, qualifizierte Tätigkeiten","2003","16-34 J.","Hauptschule","283","0.21371743164561","0.191037824623356","0.236397038667865"
"Angestellte, qualifizierte Tätigkeiten","2003","16-34 J.","Realschule","680","0.378702706163987","0.356805366804434","0.400600045523541"
"Angestellte, qualifizierte Tätigkeiten","2003","16-34 J.","(Fach-)Abitur","284","0.249461798647515","0.225397360913769","0.27352623638126"
"Angestellte, qualifizierte Tätigkeiten","2003","16-34 J.","AkademikerIn","326","0.59993518884365","0.559358984198469","0.640511393488831"
"Angestellte, qualifizierte Tätigkeiten","2003","35-65 J.","(noch) kein Abschluss","","","",""
"Angestellte, qualifizierte Tätigkeiten","2003","35-65 J.","Hauptschule","1213","0.261649549993511","0.249171051238042","0.27412804874898"
"Angestellte, qualifizierte Tätigkeiten","2003","35-65 J.","Realschule","1524","0.433998635997891","0.417510418585927","0.450486853409855"
"Angestellte, qualifizierte Tätigkeiten","2003","35-65 J.","(Fach-)Abitur","422","0.413883890510774","0.383538765897998","0.44422901512355"
"Angestellte, qualifizierte Tätigkeiten","2003","35-65 J.","AkademikerIn","1338","0.418417920960114","0.401363546234968","0.435472295685259"
"Angestellte, qualifizierte Tätigkeiten","2003","66 und älter","(noch) kein Abschluss","","","",""
"Angestellte, qualifizierte Tätigkeiten","2003","66 und älter","Hauptschule","","","",""
"Angestellte, qualifizierte Tätigkeiten","2003","66 und älter","Realschule","","","",""
"Angestellte, qualifizierte Tätigkeiten","2003","66 und älter","(Fach-)Abitur","","","",""
"Angestellte, qualifizierte Tätigkeiten","2003","66 und älter","AkademikerIn","","","",""
"Selbstständige/ManagerInnen","2003","16-34 J.","(noch) kein Abschluss","","","",""
"Selbstständige/ManagerInnen","2003","16-34 J.","Hauptschule","","","",""
"Selbstständige/ManagerInnen","2003","16-34 J.","Realschule","68","0.0336759376588209","0.0255323896844284","0.0418194856332133"
"Selbstständige/ManagerInnen","2003","16-34 J.","(Fach-)Abitur","46","0.0422697985842189","0.0310799560850784","0.0534596410833595"
"Selbstständige/ManagerInnen","2003","16-34 J.","AkademikerIn","41","0.0728127093320215","0.0512927518901708","0.0943326667738722"
"Selbstständige/ManagerInnen","2003","35-65 J.","(noch) kein Abschluss","","","",""
"Selbstständige/ManagerInnen","2003","35-65 J.","Hauptschule","276","0.0523632920387185","0.0460390937120953","0.0586874903653416"
"Selbstständige/ManagerInnen","2003","35-65 J.","Realschule","322","0.0829267211223609","0.0737524821005334","0.0921009601441883"
"Selbstständige/ManagerInnen","2003","35-65 J.","(Fach-)Abitur","117","0.0970701355998227","0.0788300168383924","0.115310254361253"
"Selbstständige/ManagerInnen","2003","35-65 J.","AkademikerIn","611","0.184427580287351","0.171019415021077","0.197835745553624"
"Selbstständige/ManagerInnen","2003","66 und älter","(noch) kein Abschluss","","","",""
"Selbstständige/ManagerInnen","2003","66 und älter","Hauptschule","","","",""
"Selbstständige/ManagerInnen","2003","66 und älter","Realschule","","","",""
"Selbstständige/ManagerInnen","2003","66 und älter","(Fach-)Abitur","","","",""
"Selbstständige/ManagerInnen","2003","66 und älter","AkademikerIn","37","0.0536030532553616","0.0351612999027051","0.0720448066080181"
"In Ausbildung","2003","16-34 J.","(noch) kein Abschluss","556","0.796906519718529","0.766352900815951","0.827460138621106"
"In Ausbildung","2003","16-34 J.","Hauptschule","210","0.16202057456637","0.141634763732528","0.182406385400212"
"In Ausbildung","2003","16-34 J.","Realschule","387","0.185601786010328","0.168050784825052","0.203152787195605"
"In Ausbildung","2003","16-34 J.","(Fach-)Abitur","483","0.352083266251356","0.325520727336149","0.378645805166563"
"In Ausbildung","2003","16-34 J.","AkademikerIn","36","0.0615370610195367","0.0416334893891638","0.0814406326499095"
"In Ausbildung","2003","35-65 J.","(noch) kein Abschluss","","","",""
"In Ausbildung","2003","35-65 J.","Hauptschule","","","",""
"In Ausbildung","2003","35-65 J.","Realschule","","","",""
"In Ausbildung","2003","35-65 J.","(Fach-)Abitur","","","",""
"In Ausbildung","2003","35-65 J.","AkademikerIn","","","",""
"In Ausbildung","2003","66 und älter","(noch) kein Abschluss","","","",""
"In Ausbildung","2003","66 und älter","Hauptschule","","","",""
"In Ausbildung","2003","66 und älter","Realschule","","","",""
"In Ausbildung","2003","66 und älter","(Fach-)Abitur","","","",""
"In Ausbildung","2003","66 und älter","AkademikerIn","","","",""
"In Rente oder Pension","2003","16-34 J.","(noch) kein Abschluss","","","",""
"In Rente oder Pension","2003","16-34 J.","Hauptschule","","","",""
"In Rente oder Pension","2003","16-34 J.","Realschule","","","",""
"In Rente oder Pension","2003","16-34 J.","(Fach-)Abitur","","","",""
"In Rente oder Pension","2003","16-34 J.","AkademikerIn","","","",""
"In Rente oder Pension","2003","35-65 J.","(noch) kein Abschluss","33","0.193923116372445","0.133412832373753","0.254433400371137"
"In Rente oder Pension","2003","35-65 J.","Hauptschule","1018","0.206901844812874","0.195401344785181","0.218402344840568"
"In Rente oder Pension","2003","35-65 J.","Realschule","249","0.0846743467732751","0.0754127785809051","0.0939359149656451"
"In Rente oder Pension","2003","35-65 J.","(Fach-)Abitur","64","0.0772312234538589","0.0607836915441148","0.093678755363603"
"In Rente oder Pension","2003","35-65 J.","AkademikerIn","264","0.0936002903422582","0.0835304257287998","0.103670154955716"
"In Rente oder Pension","2003","66 und älter","(noch) kein Abschluss","60","0.919783096761673","0.853749178046804","0.985817015476542"
"In Rente oder Pension","2003","66 und älter","Hauptschule","2311","0.953581851377877","0.945213370161585","0.96195033259417"
"In Rente oder Pension","2003","66 und älter","Realschule","389","0.943353308970805","0.921271659847907","0.965434958093704"
"In Rente oder Pension","2003","66 und älter","(Fach-)Abitur","143","0.93990596563459","0.902247704802223","0.977564226466958"
"In Rente oder Pension","2003","66 und älter","AkademikerIn","513","0.898946036289584","0.874267791524246","0.923624281054922"
"Arbeitslose","2003","16-34 J.","(noch) kein Abschluss","","","",""
"Arbeitslose","2003","16-34 J.","Hauptschule","155","0.150987703671925","0.131179093363341","0.170796313980509"
"Arbeitslose","2003","16-34 J.","Realschule","165","0.0858976162046112","0.0732479114161348","0.0985473209930876"
"Arbeitslose","2003","16-34 J.","(Fach-)Abitur","36","0.0296249510718787","0.0201955105705943","0.0390543915731631"
"Arbeitslose","2003","16-34 J.","AkademikerIn","","","",""
"Arbeitslose","2003","35-65 J.","(noch) kein Abschluss","","","",""
"Arbeitslose","2003","35-65 J.","Hauptschule","442","0.0982608265005304","0.0898099501606816","0.106711702840379"
"Arbeitslose","2003","35-65 J.","Realschule","313","0.0925395831712835","0.0828991089241592","0.102180057418408"
"Arbeitslose","2003","35-65 J.","(Fach-)Abitur","64","0.0729732468568425","0.0569486982919762","0.0889977954217088"
"Arbeitslose","2003","35-65 J.","AkademikerIn","134","0.050450150428095","0.0428832978612656","0.0580170029949243"
"Arbeitslose","2003","66 und älter","(noch) kein Abschluss","","","",""
"Arbeitslose","2003","66 und älter","Hauptschule","","","",""
"Arbeitslose","2003","66 und älter","Realschule","","","",""
"Arbeitslose","2003","66 und älter","(Fach-)Abitur","","","",""
"Arbeitslose","2003","66 und älter","AkademikerIn","","","",""
"Sonstige Nichterwerbspersonen","2003","16-34 J.","(noch) kein Abschluss","","","",""
"Sonstige Nichterwerbspersonen","2003","16-34 J.","Hauptschule","198","0.151272006302386","0.131448075413488","0.171095937191284"
"Sonstige Nichterwerbspersonen","2003","16-34 J.","Realschule","197","0.100506494675198","0.0869330995101697","0.114079889840227"
"Sonstige Nichterwerbspersonen","2003","16-34 J.","(Fach-)Abitur","135","0.111529199564989","0.0940225448821573","0.129035854247821"
"Sonstige Nichterwerbspersonen","2003","16-34 J.","AkademikerIn","46","0.0794836022003786","0.0570804766502293","0.101886727750528"
