"beruf","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Arbeitslose","2002","Sachsen-Anhalt","männlich","56","0.136089131165231","0.104823061379702","0.167355200950761"
"Arbeitslose","2002","Sachsen-Anhalt","weiblich","60","0.116620370509863","0.0887092588946124","0.144531482125114"
"Arbeitslose","2002","Thüringen","männlich","59","0.141840448064316","0.110661631959182","0.173019264169449"
"Arbeitslose","2002","Thüringen","weiblich","59","0.138462715146199","0.107755996003339","0.169169434289058"
"Sonstige Nichterwerbspersonen","2002","Schleswig-Holstein","männlich","","","",""
"Sonstige Nichterwerbspersonen","2002","Schleswig-Holstein","weiblich","55","0.140391679718597","0.105137171130502","0.175646188306693"
"Sonstige Nichterwerbspersonen","2002","Hamburg","männlich","","","",""
"Sonstige Nichterwerbspersonen","2002","Hamburg","weiblich","","","",""
"Sonstige Nichterwerbspersonen","2002","Niedersachsen","männlich","","","",""
"Sonstige Nichterwerbspersonen","2002","Niedersachsen","weiblich","192","0.173999723630029","0.150630897960023","0.197368549300036"
"Sonstige Nichterwerbspersonen","2002","Bremen","männlich","","","",""
"Sonstige Nichterwerbspersonen","2002","Bremen","weiblich","","","",""
"Sonstige Nichterwerbspersonen","2002","Nordrhein-Westfalen","männlich","50","0.0218983659634249","0.0159875085617496","0.0278092233651003"
"Sonstige Nichterwerbspersonen","2002","Nordrhein-Westfalen","weiblich","501","0.183179373704855","0.168019594429645","0.198339152980066"
"Sonstige Nichterwerbspersonen","2002","Hessen","männlich","","","",""
"Sonstige Nichterwerbspersonen","2002","Hessen","weiblich","140","0.172696289712656","0.147240863360276","0.198151716065037"
"Sonstige Nichterwerbspersonen","2002","Rheinland-Pfalz,Saarland","männlich","","","",""
"Sonstige Nichterwerbspersonen","2002","Rheinland-Pfalz,Saarland","weiblich","119","0.206949187382094","0.173335716341966","0.240562658422222"
"Sonstige Nichterwerbspersonen","2002","Baden-Württemberg","männlich","32","0.0242417073954933","0.0161183820248014","0.0323650327661853"
"Sonstige Nichterwerbspersonen","2002","Baden-Württemberg","weiblich","271","0.161345167153783","0.142226047090164","0.180464287217401"
"Sonstige Nichterwerbspersonen","2002","Bayern","männlich","38","0.0281582848928835","0.0199308731769371","0.03638569660883"
"Sonstige Nichterwerbspersonen","2002","Bayern","weiblich","313","0.155128469353144","0.13791910925715","0.172337829449138"
"Sonstige Nichterwerbspersonen","2002","Saarland","männlich","","","",""
"Sonstige Nichterwerbspersonen","2002","Saarland","weiblich","37","0.224359008402637","0.16108986015848","0.287628156646793"
"Sonstige Nichterwerbspersonen","2002","Berlin","männlich","","","",""
"Sonstige Nichterwerbspersonen","2002","Berlin","weiblich","31","0.0850956008131713","0.0585369153784074","0.111654286247935"
"Sonstige Nichterwerbspersonen","2002","Brandenburg","männlich","","","",""
"Sonstige Nichterwerbspersonen","2002","Brandenburg","weiblich","","","",""
"Sonstige Nichterwerbspersonen","2002","Mecklenburg-Vorpommern","männlich","","","",""
"Sonstige Nichterwerbspersonen","2002","Mecklenburg-Vorpommern","weiblich","","","",""
"Sonstige Nichterwerbspersonen","2002","Sachsen","männlich","","","",""
"Sonstige Nichterwerbspersonen","2002","Sachsen","weiblich","51","0.0555367496360281","0.0400304260385231","0.0710430732335332"
"Sonstige Nichterwerbspersonen","2002","Sachsen-Anhalt","männlich","","","",""
"Sonstige Nichterwerbspersonen","2002","Sachsen-Anhalt","weiblich","","","",""
"Sonstige Nichterwerbspersonen","2002","Thüringen","männlich","","","",""
"Sonstige Nichterwerbspersonen","2002","Thüringen","weiblich","","","",""
"Beamte","2002","Schleswig-Holstein","männlich","","","",""
"Beamte","2002","Schleswig-Holstein","weiblich","","","",""
"Beamte","2002","Hamburg","männlich","","","",""
"Beamte","2002","Hamburg","weiblich","","","",""
"Beamte","2002","Niedersachsen","männlich","74","0.0667815279037156","0.0510225004198979","0.0825405553875333"
"Beamte","2002","Niedersachsen","weiblich","40","0.0194802282445787","0.0109610498720823","0.0279994066170751"
"Beamte","2002","Bremen","männlich","","","",""
"Beamte","2002","Bremen","weiblich","","","",""
"Beamte","2002","Nordrhein-Westfalen","männlich","154","0.0401918683247642","0.0322592977386447","0.0481244389108838"
"Beamte","2002","Nordrhein-Westfalen","weiblich","113","0.0255755383032584","0.0193885723553189","0.0317625042511978"
"Beamte","2002","Hessen","männlich","52","0.0506674741479611","0.0353545267738892","0.065980421522033"
"Beamte","2002","Hessen","weiblich","42","0.0310877494193811","0.0193996673957436","0.0427758314430187"
"Beamte","2002","Rheinland-Pfalz,Saarland","männlich","31","0.0355756011654694","0.0193560270559389","0.051795175275"
"Beamte","2002","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Beamte","2002","Baden-Württemberg","männlich","81","0.0421845871469982","0.0315676576572208","0.0528015166367756"
"Beamte","2002","Baden-Württemberg","weiblich","42","0.0188380285228214","0.0117718212654272","0.0259042357802157"
"Beamte","2002","Bayern","männlich","115","0.0585622134366841","0.0468842552067431","0.070240171666625"
"Beamte","2002","Bayern","weiblich","77","0.0235076801309644","0.016305517355462","0.0307098429064667"
"Beamte","2002","Saarland","männlich","","","",""
"Beamte","2002","Saarland","weiblich","","","",""
"Beamte","2002","Berlin","männlich","","","",""
"Beamte","2002","Berlin","weiblich","","","",""
"Beamte","2002","Brandenburg","männlich","","","",""
"Beamte","2002","Brandenburg","weiblich","","","",""
"Beamte","2002","Mecklenburg-Vorpommern","männlich","","","",""
"Beamte","2002","Mecklenburg-Vorpommern","weiblich","","","",""
"Beamte","2002","Sachsen","männlich","","","",""
"Beamte","2002","Sachsen","weiblich","","","",""
"Beamte","2002","Sachsen-Anhalt","männlich","","","",""
"Beamte","2002","Sachsen-Anhalt","weiblich","","","",""
"Beamte","2002","Thüringen","männlich","","","",""
"Beamte","2002","Thüringen","weiblich","","","",""
"Angestellte, einfache Tätigkeiten","2003","Schleswig-Holstein","männlich","46","0.167738240245205","0.126864762992944","0.208611717497465"
"Angestellte, einfache Tätigkeiten","2003","Schleswig-Holstein","weiblich","72","0.198555423084643","0.156522686554788","0.240588159614498"
"Angestellte, einfache Tätigkeiten","2003","Hamburg","männlich","","","",""
"Angestellte, einfache Tätigkeiten","2003","Hamburg","weiblich","","","",""
"Angestellte, einfache Tätigkeiten","2003","Niedersachsen","männlich","112","0.13031463528876","0.108560999420049","0.152068271157472"
"Angestellte, einfache Tätigkeiten","2003","Niedersachsen","weiblich","189","0.185048468676679","0.160784648445955","0.209312288907402"
"Angestellte, einfache Tätigkeiten","2003","Bremen","männlich","","","",""
"Angestellte, einfache Tätigkeiten","2003","Bremen","weiblich","","","",""
"Angestellte, einfache Tätigkeiten","2003","Nordrhein-Westfalen","männlich","275","0.137951199443931","0.123733722329483","0.152168676558379"
"Angestellte, einfache Tätigkeiten","2003","Nordrhein-Westfalen","weiblich","408","0.172484608043105","0.157366544014587","0.187602672071623"
"Angestellte, einfache Tätigkeiten","2003","Hessen","männlich","92","0.137099956682472","0.112166166147024","0.16203374721792"
"Angestellte, einfache Tätigkeiten","2003","Hessen","weiblich","135","0.174213470772502","0.147335768615288","0.201091172929716"
"Angestellte, einfache Tätigkeiten","2003","Rheinland-Pfalz,Saarland","männlich","40","0.103450865892508","0.0765404969249226","0.130361234860093"
"Angestellte, einfache Tätigkeiten","2003","Rheinland-Pfalz,Saarland","weiblich","99","0.187021285319231","0.154463309383386","0.219579261255076"
"Angestellte, einfache Tätigkeiten","2003","Baden-Württemberg","männlich","185","0.153798248977789","0.134217831346676","0.173378666608901"
"Angestellte, einfache Tätigkeiten","2003","Baden-Württemberg","weiblich","286","0.208632540731334","0.187178771745002","0.230086309717666"
"Angestellte, einfache Tätigkeiten","2003","Bayern","männlich","155","0.120497998962635","0.103884526564078","0.137111471361192"
"Angestellte, einfache Tätigkeiten","2003","Bayern","weiblich","328","0.194159796182553","0.175074001918684","0.213245590446421"
"Angestellte, einfache Tätigkeiten","2003","Saarland","männlich","","","",""
"Angestellte, einfache Tätigkeiten","2003","Saarland","weiblich","30","0.211277038104049","0.148221455141182","0.274332621066917"
"Angestellte, einfache Tätigkeiten","2003","Berlin","männlich","47","0.127204406102866","0.0949124921235315","0.159496320082201"
"Angestellte, einfache Tätigkeiten","2003","Berlin","weiblich","58","0.133623402123758","0.100848414275524","0.166398389971993"
"Angestellte, einfache Tätigkeiten","2003","Brandenburg","männlich","43","0.0957559871979601","0.06874804722912","0.1227639271668"
"Angestellte, einfache Tätigkeiten","2003","Brandenburg","weiblich","78","0.148564443755722","0.116911758915325","0.180217128596119"
"Angestellte, einfache Tätigkeiten","2003","Mecklenburg-Vorpommern","männlich","","","",""
"Angestellte, einfache Tätigkeiten","2003","Mecklenburg-Vorpommern","weiblich","49","0.169850580920285","0.126101742581109","0.213599419259461"
"Angestellte, einfache Tätigkeiten","2003","Sachsen","männlich","62","0.0757488287223597","0.057321241904221","0.0941764155404985"
"Angestellte, einfache Tätigkeiten","2003","Sachsen","weiblich","113","0.131892545120855","0.108704277367318","0.155080812874393"
"Angestellte, einfache Tätigkeiten","2003","Sachsen-Anhalt","männlich","35","0.0801731055354639","0.0547412269931307","0.105604984077797"
"Angestellte, einfache Tätigkeiten","2003","Sachsen-Anhalt","weiblich","45","0.0875098869370286","0.0626162622996673","0.11240351157439"
"Angestellte, einfache Tätigkeiten","2003","Thüringen","männlich","51","0.120650758519176","0.0911090658525522","0.1501924511858"
"Angestellte, einfache Tätigkeiten","2003","Thüringen","weiblich","72","0.126634763845403","0.0971587953005214","0.156110732390285"
"Angestellte, qualifizierte Tätigkeiten","2003","Schleswig-Holstein","männlich","89","0.280792797374096","0.231632378959767","0.329953215788425"
"Angestellte, qualifizierte Tätigkeiten","2003","Schleswig-Holstein","weiblich","69","0.183613293499494","0.142817999798159","0.224408587200828"
"Angestellte, qualifizierte Tätigkeiten","2003","Hamburg","männlich","50","0.349371924025982","0.268946824390575","0.429797023661389"
"Angestellte, qualifizierte Tätigkeiten","2003","Hamburg","weiblich","52","0.301221060698161","0.229909145680784","0.372532975715539"
"Angestellte, qualifizierte Tätigkeiten","2003","Niedersachsen","männlich","280","0.279045945250699","0.250062778877347","0.308029111624051"
"Angestellte, qualifizierte Tätigkeiten","2003","Niedersachsen","weiblich","212","0.205325859613568","0.180087163934878","0.230564555292258"
"Angestellte, qualifizierte Tätigkeiten","2003","Bremen","männlich","","","",""
"Angestellte, qualifizierte Tätigkeiten","2003","Bremen","weiblich","","","",""
"Angestellte, qualifizierte Tätigkeiten","2003","Nordrhein-Westfalen","männlich","719","0.327664020846139","0.3083131093842","0.347014932308078"
"Angestellte, qualifizierte Tätigkeiten","2003","Nordrhein-Westfalen","weiblich","527","0.201067084915959","0.185028774502362","0.217105395329556"
"Angestellte, qualifizierte Tätigkeiten","2003","Hessen","männlich","239","0.309668157393535","0.276151042300557","0.343185272486512"
"Angestellte, qualifizierte Tätigkeiten","2003","Hessen","weiblich","185","0.198293725654534","0.17003975426814","0.226547697040928"
"Angestellte, qualifizierte Tätigkeiten","2003","Rheinland-Pfalz,Saarland","männlich","170","0.314340710628185","0.273318407723988","0.355363013532383"
"Angestellte, qualifizierte Tätigkeiten","2003","Rheinland-Pfalz,Saarland","weiblich","113","0.173059858726136","0.141472922687703","0.20464679476457"
"Angestellte, qualifizierte Tätigkeiten","2003","Baden-Württemberg","männlich","466","0.366186049705977","0.340037892346306","0.392334207065647"
"Angestellte, qualifizierte Tätigkeiten","2003","Baden-Württemberg","weiblich","280","0.192333705150602","0.171523940862973","0.21314346943823"
"Angestellte, qualifizierte Tätigkeiten","2003","Bayern","männlich","515","0.333062801259238","0.309010445626264","0.357115156892212"
"Angestellte, qualifizierte Tätigkeiten","2003","Bayern","weiblich","385","0.212894581037173","0.193142863162579","0.232646298911767"
"Angestellte, qualifizierte Tätigkeiten","2003","Saarland","männlich","41","0.338092955842894","0.260827849329678","0.415358062356111"
"Angestellte, qualifizierte Tätigkeiten","2003","Saarland","weiblich","","","",""
"Angestellte, qualifizierte Tätigkeiten","2003","Berlin","männlich","124","0.305154435562576","0.260528182353827","0.349780688771326"
"Angestellte, qualifizierte Tätigkeiten","2003","Berlin","weiblich","98","0.216078245693734","0.176433119795625","0.255723371591842"
"Angestellte, qualifizierte Tätigkeiten","2003","Brandenburg","männlich","138","0.276531674937378","0.235478393875401","0.317584955999355"
"Angestellte, qualifizierte Tätigkeiten","2003","Brandenburg","weiblich","119","0.214279192057827","0.177761665894652","0.250796718221003"
"Angestellte, qualifizierte Tätigkeiten","2003","Mecklenburg-Vorpommern","männlich","73","0.273963650833233","0.21777274119511","0.330154560471356"
"Angestellte, qualifizierte Tätigkeiten","2003","Mecklenburg-Vorpommern","weiblich","63","0.198764858537498","0.152270027948281","0.245259689126714"
"Angestellte, qualifizierte Tätigkeiten","2003","Sachsen","männlich","273","0.330034800231372","0.297286294346605","0.362783306116139"
"Angestellte, qualifizierte Tätigkeiten","2003","Sachsen","weiblich","233","0.238281910470259","0.209086531924372","0.267477289016145"
"Angestellte, qualifizierte Tätigkeiten","2003","Sachsen-Anhalt","männlich","145","0.298143074140252","0.255303248628684","0.34098289965182"
"Angestellte, qualifizierte Tätigkeiten","2003","Sachsen-Anhalt","weiblich","139","0.220457567537386","0.183937810703977","0.256977324370794"
"Angestellte, qualifizierte Tätigkeiten","2003","Thüringen","männlich","150","0.28881382356097","0.247709236268563","0.329918410853377"
"Angestellte, qualifizierte Tätigkeiten","2003","Thüringen","weiblich","109","0.176500619064403","0.14270982352973","0.210291414599076"
"Selbstständige/ManagerInnen","2003","Schleswig-Holstein","männlich","46","0.129886593093716","0.093110493423833","0.1666626927636"
"Selbstständige/ManagerInnen","2003","Schleswig-Holstein","weiblich","","","",""
"Selbstständige/ManagerInnen","2003","Hamburg","männlich","","","",""
"Selbstständige/ManagerInnen","2003","Hamburg","weiblich","","","",""
"Selbstständige/ManagerInnen","2003","Niedersachsen","männlich","103","0.0931049519123277","0.0743282599029782","0.111881643921677"
"Selbstständige/ManagerInnen","2003","Niedersachsen","weiblich","36","0.0235405439406857","0.0140675797329883","0.0330135081483831"
"Selbstständige/ManagerInnen","2003","Bremen","männlich","","","",""
"Selbstständige/ManagerInnen","2003","Bremen","weiblich","","","",""
"Selbstständige/ManagerInnen","2003","Nordrhein-Westfalen","männlich","227","0.0679665094971797","0.0575898608010335","0.0783431581933259"
"Selbstständige/ManagerInnen","2003","Nordrhein-Westfalen","weiblich","91","0.0323656994728348","0.025284104351872","0.0394472945937975"
"Selbstständige/ManagerInnen","2003","Hessen","männlich","98","0.111531284108278","0.0887116422594646","0.134350925957092"
"Selbstständige/ManagerInnen","2003","Hessen","weiblich","47","0.0447010845101362","0.0300575455937348","0.0593446234265377"
"Selbstständige/ManagerInnen","2003","Rheinland-Pfalz,Saarland","männlich","49","0.0973457529713944","0.0711527821620131","0.123538723780776"
"Selbstständige/ManagerInnen","2003","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Selbstständige/ManagerInnen","2003","Baden-Württemberg","männlich","141","0.0932359732071101","0.0774544764382956","0.109017469975925"
"Selbstständige/ManagerInnen","2003","Baden-Württemberg","weiblich","63","0.034376422566703","0.0247568062021767","0.0439960389312294"
"Selbstständige/ManagerInnen","2003","Bayern","männlich","173","0.0888188938432768","0.0743008830865527","0.103336904600001"
"Selbstständige/ManagerInnen","2003","Bayern","weiblich","77","0.0433267399278128","0.0335032468685206","0.053150232987105"
"Selbstständige/ManagerInnen","2003","Saarland","männlich","","","",""
"Selbstständige/ManagerInnen","2003","Saarland","weiblich","","","",""
"Selbstständige/ManagerInnen","2003","Berlin","männlich","40","0.091006444212272","0.0631322120964329","0.118880676328111"
"Selbstständige/ManagerInnen","2003","Berlin","weiblich","","","",""
"Selbstständige/ManagerInnen","2003","Brandenburg","männlich","33","0.064358981024305","0.0418360515970519","0.086881910451558"
"Selbstständige/ManagerInnen","2003","Brandenburg","weiblich","","","",""
"Selbstständige/ManagerInnen","2003","Mecklenburg-Vorpommern","männlich","","","",""
"Selbstständige/ManagerInnen","2003","Mecklenburg-Vorpommern","weiblich","","","",""
"Selbstständige/ManagerInnen","2003","Sachsen","männlich","73","0.0761317309464091","0.057661455254311","0.0946020066385071"
"Selbstständige/ManagerInnen","2003","Sachsen","weiblich","","","",""
"Selbstständige/ManagerInnen","2003","Sachsen-Anhalt","männlich","","","",""
"Selbstständige/ManagerInnen","2003","Sachsen-Anhalt","weiblich","","","",""
"Selbstständige/ManagerInnen","2003","Thüringen","männlich","40","0.0807913254732406","0.0560752749425579","0.105507376003923"
"Selbstständige/ManagerInnen","2003","Thüringen","weiblich","","","",""
"In Ausbildung","2003","Schleswig-Holstein","männlich","","","",""
"In Ausbildung","2003","Schleswig-Holstein","weiblich","","","",""
"In Ausbildung","2003","Hamburg","männlich","","","",""
"In Ausbildung","2003","Hamburg","weiblich","","","",""
"In Ausbildung","2003","Niedersachsen","männlich","72","0.0659726188396214","0.0499321948610965","0.0820130428181463"
"In Ausbildung","2003","Niedersachsen","weiblich","73","0.0633556206944236","0.0481350659146359","0.0785761754742114"
"In Ausbildung","2003","Bremen","männlich","","","",""
"In Ausbildung","2003","Bremen","weiblich","","","",""
"In Ausbildung","2003","Nordrhein-Westfalen","männlich","182","0.0715898106693372","0.0609608835917201","0.0822187377469543"
"In Ausbildung","2003","Nordrhein-Westfalen","weiblich","188","0.0599056355669556","0.0504093769884927","0.0694018941454184"
"In Ausbildung","2003","Hessen","männlich","69","0.0947889638152659","0.073554406548711","0.116023521081821"
"In Ausbildung","2003","Hessen","weiblich","51","0.0576672192757735","0.0411482088200286","0.0741862297315184"
"In Ausbildung","2003","Rheinland-Pfalz,Saarland","männlich","49","0.105309393390726","0.0781865301572869","0.132432256624165"
"In Ausbildung","2003","Rheinland-Pfalz,Saarland","weiblich","45","0.0718768568737757","0.050310855359071","0.0934428583884805"
"In Ausbildung","2003","Baden-Württemberg","männlich","126","0.079831555737061","0.0651209600403727","0.0945421514337492"
"In Ausbildung","2003","Baden-Württemberg","weiblich","113","0.0626970469228885","0.0498977233681636","0.0754963704776134"
"In Ausbildung","2003","Bayern","männlich","116","0.0683195966986455","0.0554442714649019","0.0811949219323892"
"In Ausbildung","2003","Bayern","weiblich","130","0.0566452313323806","0.0454913679471666","0.0677990947175945"
"In Ausbildung","2003","Saarland","männlich","","","",""
"In Ausbildung","2003","Saarland","weiblich","","","",""
"In Ausbildung","2003","Berlin","männlich","47","0.110255005048184","0.0799008344542327","0.140609175642136"
"In Ausbildung","2003","Berlin","weiblich","36","0.061387237663484","0.0382649822827792","0.0845094930441889"
"In Ausbildung","2003","Brandenburg","männlich","39","0.0679180472370439","0.0448247835459044","0.0910113109281834"
"In Ausbildung","2003","Brandenburg","weiblich","49","0.095594198176701","0.0694259494559205","0.121762446897482"
"In Ausbildung","2003","Mecklenburg-Vorpommern","männlich","","","",""
"In Ausbildung","2003","Mecklenburg-Vorpommern","weiblich","31","0.0861182265585174","0.0534333070308838","0.118803146086151"
"In Ausbildung","2003","Sachsen","männlich","76","0.0876716546226031","0.067975080901162","0.107368228344044"
"In Ausbildung","2003","Sachsen","weiblich","68","0.0794889022759915","0.0609519128024433","0.0980258917495396"
"In Ausbildung","2003","Sachsen-Anhalt","männlich","40","0.0627610634213018","0.0400477055398175","0.0854744213027862"
"In Ausbildung","2003","Sachsen-Anhalt","weiblich","54","0.0923805038767465","0.0668718487052728","0.11788915904822"
"In Ausbildung","2003","Thüringen","männlich","43","0.0713543589660856","0.0480076904311931","0.0947010275009782"
"In Ausbildung","2003","Thüringen","weiblich","55","0.0945409204273746","0.0686088024614752","0.120473038393274"
"In Rente oder Pension","2003","Schleswig-Holstein","männlich","70","0.223143036654286","0.177596246540515","0.268689826768057"
"In Rente oder Pension","2003","Schleswig-Holstein","weiblich","88","0.307300089656512","0.25868579927022","0.355914380042805"
"In Rente oder Pension","2003","Hamburg","männlich","","","",""
"In Rente oder Pension","2003","Hamburg","weiblich","42","0.346829584896961","0.272848473783861","0.420810696010061"
"In Rente oder Pension","2003","Niedersachsen","männlich","224","0.294449862816382","0.264997252195678","0.323902473437086"
"In Rente oder Pension","2003","Niedersachsen","weiblich","229","0.298612492697515","0.270017924591033","0.327207060803998"
"In Rente oder Pension","2003","Bremen","männlich","","","",""
"In Rente oder Pension","2003","Bremen","weiblich","","","",""
"In Rente oder Pension","2003","Nordrhein-Westfalen","männlich","532","0.255015560254086","0.23704544706397","0.272985673444201"
"In Rente oder Pension","2003","Nordrhein-Westfalen","weiblich","506","0.282854396036411","0.264831768655635","0.300877023417188"
"In Rente oder Pension","2003","Hessen","männlich","139","0.212777918512373","0.183109027422265","0.242446809602481"
"In Rente oder Pension","2003","Hessen","weiblich","155","0.277165735449855","0.245447683293062","0.308883787606648"
"In Rente oder Pension","2003","Rheinland-Pfalz,Saarland","männlich","120","0.256152366834756","0.217581738045114","0.294722995624398"
"In Rente oder Pension","2003","Rheinland-Pfalz,Saarland","weiblich","118","0.273823604105179","0.236590538385286","0.311056669825072"
"In Rente oder Pension","2003","Baden-Württemberg","männlich","244","0.21693533368382","0.194564959091368","0.239305708276273"
"In Rente oder Pension","2003","Baden-Württemberg","weiblich","285","0.278111985069624","0.254454517660618","0.301769452478631"
"In Rente oder Pension","2003","Bayern","männlich","328","0.266350787680414","0.243791608101372","0.288909967259457"
"In Rente oder Pension","2003","Bayern","weiblich","331","0.281776844220477","0.260070410784946","0.303483277656008"
"In Rente oder Pension","2003","Saarland","männlich","40","0.275415698617445","0.202452199911298","0.348379197323591"
"In Rente oder Pension","2003","Saarland","weiblich","43","0.295019957751904","0.22457510552161","0.365464809982198"
"In Rente oder Pension","2003","Berlin","männlich","77","0.19746236395469","0.158882445338914","0.236042282570465"
"In Rente oder Pension","2003","Berlin","weiblich","103","0.305195412253503","0.260837789850958","0.349553034656048"
"In Rente oder Pension","2003","Brandenburg","männlich","121","0.289916225525064","0.248271814413902","0.331560636636227"
"In Rente oder Pension","2003","Brandenburg","weiblich","155","0.389319038183587","0.345924283950913","0.43271379241626"
"In Rente oder Pension","2003","Mecklenburg-Vorpommern","männlich","53","0.267897698853051","0.212100707018383","0.323694690687719"
"In Rente oder Pension","2003","Mecklenburg-Vorpommern","weiblich","71","0.32450067828715","0.269953142441955","0.379048214132345"
"In Rente oder Pension","2003","Sachsen","männlich","175","0.264979979335207","0.234244384999991","0.295715573670422"
"In Rente oder Pension","2003","Sachsen","weiblich","234","0.369468192187174","0.336392155351515","0.402544229022832"
"In Rente oder Pension","2003","Sachsen-Anhalt","männlich","113","0.310703202537901","0.267363389750447","0.354043015325356"
"In Rente oder Pension","2003","Sachsen-Anhalt","weiblich","152","0.412547836260419","0.369179885391621","0.455915787129217"
"In Rente oder Pension","2003","Thüringen","männlich","115","0.2804814390008","0.239737527953565","0.321225350048035"
"In Rente oder Pension","2003","Thüringen","weiblich","133","0.369512897110698","0.326732327219051","0.412293467002345"
"Arbeitslose","2003","Schleswig-Holstein","männlich","","","",""
"Arbeitslose","2003","Schleswig-Holstein","weiblich","","","",""
"Arbeitslose","2003","Hamburg","männlich","","","",""
"Arbeitslose","2003","Hamburg","weiblich","","","",""
"Arbeitslose","2003","Niedersachsen","männlich","46","0.064304672438101","0.0484541831524453","0.0801551617237566"
"Arbeitslose","2003","Niedersachsen","weiblich","34","0.0456123939103491","0.032576093184813","0.0586486946358852"
"Arbeitslose","2003","Bremen","männlich","","","",""
"Arbeitslose","2003","Bremen","weiblich","","","",""
"Arbeitslose","2003","Nordrhein-Westfalen","männlich","142","0.0787246489465447","0.0676215563014148","0.0898277415916746"
"Arbeitslose","2003","Nordrhein-Westfalen","weiblich","101","0.0462288754389008","0.0378263136161959","0.0546314372616058"
"Arbeitslose","2003","Hessen","männlich","41","0.0710738762077579","0.0524472160240769","0.0897005363914389"
"Arbeitslose","2003","Hessen","weiblich","","","",""
"Arbeitslose","2003","Rheinland-Pfalz,Saarland","männlich","","","",""
"Arbeitslose","2003","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Arbeitslose","2003","Baden-Württemberg","männlich","47","0.0360304644510703","0.0259152317058401","0.0461456971963005"
"Arbeitslose","2003","Baden-Württemberg","weiblich","54","0.0421142505655103","0.0315096362829095","0.0527188648481111"
"Arbeitslose","2003","Bayern","männlich","56","0.0417081438481583","0.0315055309096655","0.0519107567866511"
"Arbeitslose","2003","Bayern","weiblich","62","0.0401755779623587","0.0307004936415422","0.0496506622831753"
"Arbeitslose","2003","Saarland","männlich","","","",""
"Arbeitslose","2003","Saarland","weiblich","","","",""
"Arbeitslose","2003","Berlin","männlich","40","0.105424746217989","0.0756624688814516","0.135187023554527"
"Arbeitslose","2003","Berlin","weiblich","39","0.109387418491257","0.0793213930861379","0.139453443896376"
"Arbeitslose","2003","Brandenburg","männlich","52","0.135177577710993","0.103795516137614","0.166559639284373"
"Arbeitslose","2003","Brandenburg","weiblich","42","0.0705920642408637","0.0477960798600689","0.0933880486216584"
"Arbeitslose","2003","Mecklenburg-Vorpommern","männlich","37","0.162045501005447","0.115618662002613","0.208472340008281"
"Arbeitslose","2003","Mecklenburg-Vorpommern","weiblich","39","0.140187240162468","0.0997379356087269","0.180636544716208"
"Arbeitslose","2003","Sachsen","männlich","101","0.136846906359156","0.11291116364794","0.160782649070372"
"Arbeitslose","2003","Sachsen","weiblich","98","0.1082938534664","0.0869985308852416","0.129589176047558"
"Arbeitslose","2003","Sachsen-Anhalt","männlich","60","0.162641708719182","0.128080998196642","0.197202419241722"
"Arbeitslose","2003","Sachsen-Anhalt","weiblich","68","0.133102907487631","0.103178673920701","0.163027141054561"
"Arbeitslose","2003","Thüringen","männlich","49","0.116737080744053","0.087613882647551","0.145860278840556"
"Arbeitslose","2003","Thüringen","weiblich","60","0.141690729378616","0.11078163496662","0.172599823790612"
"Sonstige Nichterwerbspersonen","2003","Schleswig-Holstein","männlich","","","",""
"Sonstige Nichterwerbspersonen","2003","Schleswig-Holstein","weiblich","53","0.139233482690603","0.102756024579009","0.175710940802196"
"Sonstige Nichterwerbspersonen","2003","Hamburg","männlich","","","",""
"Sonstige Nichterwerbspersonen","2003","Hamburg","weiblich","","","",""
"Sonstige Nichterwerbspersonen","2003","Niedersachsen","männlich","","","",""
"Sonstige Nichterwerbspersonen","2003","Niedersachsen","weiblich","175","0.159222126402709","0.136361249317289","0.18208300348813"
"Sonstige Nichterwerbspersonen","2003","Bremen","männlich","","","",""
"Sonstige Nichterwerbspersonen","2003","Bremen","weiblich","","","",""
"Sonstige Nichterwerbspersonen","2003","Nordrhein-Westfalen","männlich","45","0.0203573444240528","0.0145351289102852","0.0261795599378204"
"Sonstige Nichterwerbspersonen","2003","Nordrhein-Westfalen","weiblich","470","0.178170729554684","0.162858375980361","0.193483083129008"
"Sonstige Nichterwerbspersonen","2003","Hessen","männlich","","","",""
"Sonstige Nichterwerbspersonen","2003","Hessen","weiblich","125","0.18508188054655","0.157561381030675","0.212602380062425"
"Sonstige Nichterwerbspersonen","2003","Rheinland-Pfalz,Saarland","männlich","","","",""
"Sonstige Nichterwerbspersonen","2003","Rheinland-Pfalz,Saarland","weiblich","119","0.192790853364877","0.159851995089781","0.225729711639973"
"Sonstige Nichterwerbspersonen","2003","Baden-Württemberg","männlich","","","",""
"Sonstige Nichterwerbspersonen","2003","Baden-Württemberg","weiblich","257","0.160310720867895","0.140939184337102","0.179682257398687"
"Sonstige Nichterwerbspersonen","2003","Bayern","männlich","","","",""
"Sonstige Nichterwerbspersonen","2003","Bayern","weiblich","265","0.148277415946346","0.13113023602274","0.165424595869953"
"Sonstige Nichterwerbspersonen","2003","Saarland","männlich","","","",""
"Sonstige Nichterwerbspersonen","2003","Saarland","weiblich","38","0.212924782621615","0.149689949283403","0.276159615959826"
