"beruf","year","bildungsniveau","bula_h","n","percent","lower_confidence","upper_confidence"
"Beamte","1999","Hauptschule","Hamburg","","","",""
"Beamte","1999","Hauptschule","Niedersachsen","","","",""
"Beamte","1999","Hauptschule","Bremen","","","",""
"Beamte","1999","Hauptschule","Nordrhein-Westfalen","","","",""
"Beamte","1999","Hauptschule","Hessen","","","",""
"Beamte","1999","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Beamte","1999","Hauptschule","Baden-Württemberg","","","",""
"Beamte","1999","Hauptschule","Bayern","","","",""
"Beamte","1999","Hauptschule","Saarland","","","",""
"Beamte","1999","Hauptschule","Berlin","","","",""
"Beamte","1999","Hauptschule","Brandenburg","","","",""
"Beamte","1999","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Beamte","1999","Hauptschule","Sachsen","","","",""
"Beamte","1999","Hauptschule","Sachsen-Anhalt","","","",""
"Beamte","1999","Hauptschule","Thüringen","","","",""
"Beamte","1999","Realschule","Schleswig-Holstein","","","",""
"Beamte","1999","Realschule","Hamburg","","","",""
"Beamte","1999","Realschule","Niedersachsen","","","",""
"Beamte","1999","Realschule","Bremen","","","",""
"Beamte","1999","Realschule","Nordrhein-Westfalen","36","0.0615945423215167","0.0408506801138669","0.0823384045291665"
"Beamte","1999","Realschule","Hessen","","","",""
"Beamte","1999","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Beamte","1999","Realschule","Baden-Württemberg","","","",""
"Beamte","1999","Realschule","Bayern","","","",""
"Beamte","1999","Realschule","Saarland","","","",""
"Beamte","1999","Realschule","Berlin","","","",""
"Beamte","1999","Realschule","Brandenburg","","","",""
"Beamte","1999","Realschule","Mecklenburg-Vorpommern","","","",""
"Beamte","1999","Realschule","Sachsen","","","",""
"Beamte","1999","Realschule","Sachsen-Anhalt","","","",""
"Beamte","1999","Realschule","Thüringen","","","",""
"Beamte","1999","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Beamte","1999","(Fach-)Abitur","Hamburg","","","",""
"Beamte","1999","(Fach-)Abitur","Niedersachsen","","","",""
"Beamte","1999","(Fach-)Abitur","Bremen","","","",""
"Beamte","1999","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Beamte","1999","(Fach-)Abitur","Hessen","","","",""
"Beamte","1999","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Beamte","1999","(Fach-)Abitur","Baden-Württemberg","","","",""
"Beamte","1999","(Fach-)Abitur","Bayern","","","",""
"Beamte","1999","(Fach-)Abitur","Saarland","","","",""
"Beamte","1999","(Fach-)Abitur","Berlin","","","",""
"Beamte","1999","(Fach-)Abitur","Brandenburg","","","",""
"Beamte","1999","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Beamte","1999","(Fach-)Abitur","Sachsen","","","",""
"Beamte","1999","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Beamte","1999","(Fach-)Abitur","Thüringen","","","",""
"Beamte","1999","AkademikerIn","Schleswig-Holstein","","","",""
"Beamte","1999","AkademikerIn","Hamburg","","","",""
"Beamte","1999","AkademikerIn","Niedersachsen","","","",""
"Beamte","1999","AkademikerIn","Bremen","","","",""
"Beamte","1999","AkademikerIn","Nordrhein-Westfalen","53","0.178184439136174","0.135517555969732","0.220851322302616"
"Beamte","1999","AkademikerIn","Hessen","","","",""
"Beamte","1999","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Beamte","1999","AkademikerIn","Baden-Württemberg","","","",""
"Beamte","1999","AkademikerIn","Bayern","30","0.15208564213697","0.102927975165127","0.201243309108812"
"Beamte","1999","AkademikerIn","Saarland","","","",""
"Beamte","1999","AkademikerIn","Berlin","","","",""
"Beamte","1999","AkademikerIn","Brandenburg","","","",""
"Beamte","1999","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Beamte","1999","AkademikerIn","Sachsen","","","",""
"Beamte","1999","AkademikerIn","Sachsen-Anhalt","","","",""
"Beamte","1999","AkademikerIn","Thüringen","","","",""
"Angestellte, einfache Tätigkeiten","2000","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Angestellte, einfache Tätigkeiten","2000","(noch) kein Abschluss","Hamburg","","","",""
"Angestellte, einfache Tätigkeiten","2000","(noch) kein Abschluss","Niedersachsen","","","",""
"Angestellte, einfache Tätigkeiten","2000","(noch) kein Abschluss","Bremen","","","",""
"Angestellte, einfache Tätigkeiten","2000","(noch) kein Abschluss","Nordrhein-Westfalen","46","0.181881460033318","0.135437687723797","0.22832523234284"
"Angestellte, einfache Tätigkeiten","2000","(noch) kein Abschluss","Hessen","","","",""
"Angestellte, einfache Tätigkeiten","2000","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Angestellte, einfache Tätigkeiten","2000","(noch) kein Abschluss","Baden-Württemberg","45","0.364218875608471","0.288217269471982","0.440220481744961"
"Angestellte, einfache Tätigkeiten","2000","(noch) kein Abschluss","Bayern","","","",""
"Angestellte, einfache Tätigkeiten","2000","(noch) kein Abschluss","Saarland","","","",""
"Angestellte, einfache Tätigkeiten","2000","(noch) kein Abschluss","Berlin","","","",""
"Angestellte, einfache Tätigkeiten","2000","(noch) kein Abschluss","Brandenburg","","","",""
"Angestellte, einfache Tätigkeiten","2000","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Angestellte, einfache Tätigkeiten","2000","(noch) kein Abschluss","Sachsen","","","",""
"Angestellte, einfache Tätigkeiten","2000","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Angestellte, einfache Tätigkeiten","2000","(noch) kein Abschluss","Thüringen","","","",""
"Angestellte, einfache Tätigkeiten","2000","Hauptschule","Schleswig-Holstein","73","0.215472051621216","0.171833474174633","0.259110629067799"
"Angestellte, einfache Tätigkeiten","2000","Hauptschule","Hamburg","","","",""
"Angestellte, einfache Tätigkeiten","2000","Hauptschule","Niedersachsen","194","0.187353627904112","0.162606303051576","0.212100952756648"
"Angestellte, einfache Tätigkeiten","2000","Hauptschule","Bremen","","","",""
"Angestellte, einfache Tätigkeiten","2000","Hauptschule","Nordrhein-Westfalen","532","0.197952762604489","0.182203885869608","0.21370163933937"
"Angestellte, einfache Tätigkeiten","2000","Hauptschule","Hessen","169","0.208490510739621","0.17910242686736","0.237878594611882"
"Angestellte, einfache Tätigkeiten","2000","Hauptschule","Rheinland-Pfalz,Saarland","127","0.190301158636611","0.159960494727911","0.220641822545311"
"Angestellte, einfache Tätigkeiten","2000","Hauptschule","Baden-Württemberg","395","0.239133567248598","0.217416635184793","0.260850499312403"
"Angestellte, einfache Tätigkeiten","2000","Hauptschule","Bayern","408","0.214369822008244","0.195191700156105","0.233547943860384"
"Angestellte, einfache Tätigkeiten","2000","Hauptschule","Saarland","41","0.197743246151549","0.142264962529911","0.253221529773186"
"Angestellte, einfache Tätigkeiten","2000","Hauptschule","Berlin","37","0.198914281861599","0.142450501151933","0.255378062571265"
"Angestellte, einfache Tätigkeiten","2000","Hauptschule","Brandenburg","","","",""
"Angestellte, einfache Tätigkeiten","2000","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Angestellte, einfache Tätigkeiten","2000","Hauptschule","Sachsen","55","0.0956092269341513","0.070527404179291","0.120691049689012"
"Angestellte, einfache Tätigkeiten","2000","Hauptschule","Sachsen-Anhalt","41","0.0911269829715065","0.0616432377726127","0.1206107281704"
"Angestellte, einfache Tätigkeiten","2000","Hauptschule","Thüringen","35","0.0902331813453716","0.0607994324522576","0.119666930238486"
"Angestellte, einfache Tätigkeiten","2000","Realschule","Schleswig-Holstein","","","",""
"Angestellte, einfache Tätigkeiten","2000","Realschule","Hamburg","","","",""
"Angestellte, einfache Tätigkeiten","2000","Realschule","Niedersachsen","79","0.1286569709141","0.100776221037163","0.156537720791036"
"Angestellte, einfache Tätigkeiten","2000","Realschule","Bremen","","","",""
"Angestellte, einfache Tätigkeiten","2000","Realschule","Nordrhein-Westfalen","151","0.142042064478597","0.120733203105578","0.163350925851615"
"Angestellte, einfache Tätigkeiten","2000","Realschule","Hessen","59","0.133549790470465","0.100003619640785","0.167095961300146"
"Angestellte, einfache Tätigkeiten","2000","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Angestellte, einfache Tätigkeiten","2000","Realschule","Baden-Württemberg","75","0.111595314929139","0.0861019193957354","0.137088710462542"
"Angestellte, einfache Tätigkeiten","2000","Realschule","Bayern","98","0.108853381845715","0.0866811693092184","0.131025594382212"
"Angestellte, einfache Tätigkeiten","2000","Realschule","Saarland","","","",""
"Angestellte, einfache Tätigkeiten","2000","Realschule","Berlin","38","0.161198493842871","0.115888091242473","0.20650889644327"
"Angestellte, einfache Tätigkeiten","2000","Realschule","Brandenburg","75","0.188033783870763","0.148327106807714","0.227740460933812"
"Angestellte, einfache Tätigkeiten","2000","Realschule","Mecklenburg-Vorpommern","51","0.260040190204863","0.203594810074707","0.316485570335019"
"Angestellte, einfache Tätigkeiten","2000","Realschule","Sachsen","121","0.175839700558213","0.148071751421577","0.203607649694849"
"Angestellte, einfache Tätigkeiten","2000","Realschule","Sachsen-Anhalt","64","0.181427207087864","0.141563220581862","0.221291193593867"
"Angestellte, einfache Tätigkeiten","2000","Realschule","Thüringen","92","0.209364071725196","0.171086658810251","0.24764148464014"
"Angestellte, einfache Tätigkeiten","2000","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Angestellte, einfache Tätigkeiten","2000","(Fach-)Abitur","Hamburg","","","",""
"Angestellte, einfache Tätigkeiten","2000","(Fach-)Abitur","Niedersachsen","42","0.189587415190122","0.135798739934119","0.243376090446125"
"Angestellte, einfache Tätigkeiten","2000","(Fach-)Abitur","Bremen","","","",""
"Angestellte, einfache Tätigkeiten","2000","(Fach-)Abitur","Nordrhein-Westfalen","99","0.139923358518919","0.113596510826591","0.166250206211247"
"Angestellte, einfache Tätigkeiten","2000","(Fach-)Abitur","Hessen","","","",""
"Angestellte, einfache Tätigkeiten","2000","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Angestellte, einfache Tätigkeiten","2000","(Fach-)Abitur","Baden-Württemberg","45","0.131467545717534","0.0942106339692549","0.168724457465813"
"Angestellte, einfache Tätigkeiten","2000","(Fach-)Abitur","Bayern","","","",""
"Angestellte, einfache Tätigkeiten","2000","(Fach-)Abitur","Saarland","","","",""
"Angestellte, einfache Tätigkeiten","2000","(Fach-)Abitur","Berlin","","","",""
"Angestellte, einfache Tätigkeiten","2000","(Fach-)Abitur","Brandenburg","","","",""
"Angestellte, einfache Tätigkeiten","2000","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Angestellte, einfache Tätigkeiten","2000","(Fach-)Abitur","Sachsen","","","",""
"Angestellte, einfache Tätigkeiten","2000","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Angestellte, einfache Tätigkeiten","2000","(Fach-)Abitur","Thüringen","","","",""
"Angestellte, einfache Tätigkeiten","2000","AkademikerIn","Schleswig-Holstein","","","",""
"Angestellte, einfache Tätigkeiten","2000","AkademikerIn","Hamburg","","","",""
"Angestellte, einfache Tätigkeiten","2000","AkademikerIn","Niedersachsen","","","",""
"Angestellte, einfache Tätigkeiten","2000","AkademikerIn","Bremen","","","",""
"Angestellte, einfache Tätigkeiten","2000","AkademikerIn","Nordrhein-Westfalen","32","0.0472852135103417","0.0314254027159356","0.0631450243047478"
"Angestellte, einfache Tätigkeiten","2000","AkademikerIn","Hessen","","","",""
"Angestellte, einfache Tätigkeiten","2000","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Angestellte, einfache Tätigkeiten","2000","AkademikerIn","Baden-Württemberg","","","",""
"Angestellte, einfache Tätigkeiten","2000","AkademikerIn","Bayern","","","",""
"Angestellte, einfache Tätigkeiten","2000","AkademikerIn","Saarland","","","",""
"Angestellte, einfache Tätigkeiten","2000","AkademikerIn","Berlin","","","",""
"Angestellte, einfache Tätigkeiten","2000","AkademikerIn","Brandenburg","","","",""
"Angestellte, einfache Tätigkeiten","2000","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Angestellte, einfache Tätigkeiten","2000","AkademikerIn","Sachsen","","","",""
"Angestellte, einfache Tätigkeiten","2000","AkademikerIn","Sachsen-Anhalt","","","",""
"Angestellte, einfache Tätigkeiten","2000","AkademikerIn","Thüringen","","","",""
"Angestellte, qualifizierte Tätigkeiten","2000","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Angestellte, qualifizierte Tätigkeiten","2000","(noch) kein Abschluss","Hamburg","","","",""
"Angestellte, qualifizierte Tätigkeiten","2000","(noch) kein Abschluss","Niedersachsen","","","",""
"Angestellte, qualifizierte Tätigkeiten","2000","(noch) kein Abschluss","Bremen","","","",""
"Angestellte, qualifizierte Tätigkeiten","2000","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Angestellte, qualifizierte Tätigkeiten","2000","(noch) kein Abschluss","Hessen","","","",""
"Angestellte, qualifizierte Tätigkeiten","2000","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Angestellte, qualifizierte Tätigkeiten","2000","(noch) kein Abschluss","Baden-Württemberg","","","",""
"Angestellte, qualifizierte Tätigkeiten","2000","(noch) kein Abschluss","Bayern","","","",""
"Angestellte, qualifizierte Tätigkeiten","2000","(noch) kein Abschluss","Saarland","","","",""
"Angestellte, qualifizierte Tätigkeiten","2000","(noch) kein Abschluss","Berlin","","","",""
"Angestellte, qualifizierte Tätigkeiten","2000","(noch) kein Abschluss","Brandenburg","","","",""
"Angestellte, qualifizierte Tätigkeiten","2000","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Angestellte, qualifizierte Tätigkeiten","2000","(noch) kein Abschluss","Sachsen","","","",""
"Angestellte, qualifizierte Tätigkeiten","2000","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Angestellte, qualifizierte Tätigkeiten","2000","(noch) kein Abschluss","Thüringen","","","",""
"Angestellte, qualifizierte Tätigkeiten","2000","Hauptschule","Schleswig-Holstein","61","0.198713039393195","0.156360629970159","0.241065448816231"
"Angestellte, qualifizierte Tätigkeiten","2000","Hauptschule","Hamburg","","","",""
"Angestellte, qualifizierte Tätigkeiten","2000","Hauptschule","Niedersachsen","201","0.209036705562788","0.183247625741953","0.234825785383624"
"Angestellte, qualifizierte Tätigkeiten","2000","Hauptschule","Bremen","","","",""
"Angestellte, qualifizierte Tätigkeiten","2000","Hauptschule","Nordrhein-Westfalen","463","0.188657467555775","0.173193962221615","0.204120972889934"
"Angestellte, qualifizierte Tätigkeiten","2000","Hauptschule","Hessen","147","0.189928038289174","0.161551696753143","0.218304379825206"
"Angestellte, qualifizierte Tätigkeiten","2000","Hauptschule","Rheinland-Pfalz,Saarland","127","0.188687302670949","0.158445471880472","0.218929133461426"
"Angestellte, qualifizierte Tätigkeiten","2000","Hauptschule","Baden-Württemberg","296","0.19540673652506","0.17521926388516","0.21559420916496"
"Angestellte, qualifizierte Tätigkeiten","2000","Hauptschule","Bayern","397","0.21935422246042","0.200016061169315","0.238692383751525"
"Angestellte, qualifizierte Tätigkeiten","2000","Hauptschule","Saarland","34","0.165228036472191","0.113498177541709","0.216957895402674"
"Angestellte, qualifizierte Tätigkeiten","2000","Hauptschule","Berlin","33","0.14942822553916","0.0990005116943768","0.199855939383943"
"Angestellte, qualifizierte Tätigkeiten","2000","Hauptschule","Brandenburg","","","",""
"Angestellte, qualifizierte Tätigkeiten","2000","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Angestellte, qualifizierte Tätigkeiten","2000","Hauptschule","Sachsen","49","0.0873517169886412","0.0632682740479724","0.11143515992931"
"Angestellte, qualifizierte Tätigkeiten","2000","Hauptschule","Sachsen-Anhalt","40","0.0937400460419307","0.0638795839324361","0.123600508151425"
"Angestellte, qualifizierte Tätigkeiten","2000","Hauptschule","Thüringen","40","0.0999140634691345","0.0691068301162212","0.130721296822048"
"Angestellte, qualifizierte Tätigkeiten","2000","Realschule","Schleswig-Holstein","72","0.389081141868984","0.316847265216206","0.461315018521761"
"Angestellte, qualifizierte Tätigkeiten","2000","Realschule","Hamburg","34","0.423384380088022","0.313023959833705","0.53374480034234"
"Angestellte, qualifizierte Tätigkeiten","2000","Realschule","Niedersachsen","203","0.369247185888579","0.329060572933339","0.409433798843819"
"Angestellte, qualifizierte Tätigkeiten","2000","Realschule","Bremen","","","",""
"Angestellte, qualifizierte Tätigkeiten","2000","Realschule","Nordrhein-Westfalen","407","0.400213959638202","0.370307634427285","0.430120284849119"
"Angestellte, qualifizierte Tätigkeiten","2000","Realschule","Hessen","140","0.34517851170432","0.298293623969996","0.392063399438643"
"Angestellte, qualifizierte Tätigkeiten","2000","Realschule","Rheinland-Pfalz,Saarland","96","0.41321424655354","0.347998351763292","0.478430141343787"
"Angestellte, qualifizierte Tätigkeiten","2000","Realschule","Baden-Württemberg","231","0.38849898380999","0.349035736592594","0.427962231027385"
"Angestellte, qualifizierte Tätigkeiten","2000","Realschule","Bayern","312","0.401300814619114","0.366406647036349","0.436194982201879"
"Angestellte, qualifizierte Tätigkeiten","2000","Realschule","Saarland","31","0.400588958613031","0.285797142296775","0.515380774929286"
"Angestellte, qualifizierte Tätigkeiten","2000","Realschule","Berlin","90","0.346465466971001","0.287831122001472","0.40509981194053"
"Angestellte, qualifizierte Tätigkeiten","2000","Realschule","Brandenburg","144","0.385890506801663","0.33642168419966","0.435359329403667"
"Angestellte, qualifizierte Tätigkeiten","2000","Realschule","Mecklenburg-Vorpommern","92","0.376554202003329","0.314206966885147","0.438901437121511"
"Angestellte, qualifizierte Tätigkeiten","2000","Realschule","Sachsen","295","0.392755293991063","0.357132958894141","0.428377629087984"
"Angestellte, qualifizierte Tätigkeiten","2000","Realschule","Sachsen-Anhalt","142","0.396592041969654","0.345988795365972","0.447195288573336"
"Angestellte, qualifizierte Tätigkeiten","2000","Realschule","Thüringen","167","0.368838229115728","0.323444952406865","0.414231505824591"
"Angestellte, qualifizierte Tätigkeiten","2000","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Angestellte, qualifizierte Tätigkeiten","2000","(Fach-)Abitur","Hamburg","","","",""
"Angestellte, qualifizierte Tätigkeiten","2000","(Fach-)Abitur","Niedersachsen","61","0.308118915212355","0.244759973261908","0.371477857162803"
"Angestellte, qualifizierte Tätigkeiten","2000","(Fach-)Abitur","Bremen","","","",""
"Angestellte, qualifizierte Tätigkeiten","2000","(Fach-)Abitur","Nordrhein-Westfalen","241","0.375990265689119","0.339230802807201","0.412749728571037"
"Angestellte, qualifizierte Tätigkeiten","2000","(Fach-)Abitur","Hessen","60","0.315645896821299","0.249904642124047","0.38138715151855"
"Angestellte, qualifizierte Tätigkeiten","2000","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Angestellte, qualifizierte Tätigkeiten","2000","(Fach-)Abitur","Baden-Württemberg","88","0.296334988398226","0.24598736277631","0.346682614020143"
"Angestellte, qualifizierte Tätigkeiten","2000","(Fach-)Abitur","Bayern","75","0.240076858558639","0.18995744575225","0.290196271365028"
"Angestellte, qualifizierte Tätigkeiten","2000","(Fach-)Abitur","Saarland","","","",""
"Angestellte, qualifizierte Tätigkeiten","2000","(Fach-)Abitur","Berlin","","","",""
"Angestellte, qualifizierte Tätigkeiten","2000","(Fach-)Abitur","Brandenburg","","","",""
"Angestellte, qualifizierte Tätigkeiten","2000","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Angestellte, qualifizierte Tätigkeiten","2000","(Fach-)Abitur","Sachsen","32","0.325216308252186","0.236866693516502","0.41356592298787"
"Angestellte, qualifizierte Tätigkeiten","2000","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Angestellte, qualifizierte Tätigkeiten","2000","(Fach-)Abitur","Thüringen","","","",""
"Angestellte, qualifizierte Tätigkeiten","2000","AkademikerIn","Schleswig-Holstein","","","",""
"Angestellte, qualifizierte Tätigkeiten","2000","AkademikerIn","Hamburg","","","",""
"Angestellte, qualifizierte Tätigkeiten","2000","AkademikerIn","Niedersachsen","87","0.343718376391585","0.283123125597178","0.404313627185992"
"Angestellte, qualifizierte Tätigkeiten","2000","AkademikerIn","Bremen","","","",""
"Angestellte, qualifizierte Tätigkeiten","2000","AkademikerIn","Nordrhein-Westfalen","280","0.412007764370214","0.375229403669348","0.44878612507108"
"Angestellte, qualifizierte Tätigkeiten","2000","AkademikerIn","Hessen","106","0.364057260776585","0.306557530675794","0.421556990877376"
"Angestellte, qualifizierte Tätigkeiten","2000","AkademikerIn","Rheinland-Pfalz,Saarland","45","0.372030110375817","0.284820259659027","0.459239961092607"
"Angestellte, qualifizierte Tätigkeiten","2000","AkademikerIn","Baden-Württemberg","153","0.386928049451106","0.33966858021842","0.434187518683792"
"Angestellte, qualifizierte Tätigkeiten","2000","AkademikerIn","Bayern","177","0.361090121733232","0.317433591068523","0.404746652397941"
"Angestellte, qualifizierte Tätigkeiten","2000","AkademikerIn","Saarland","","","",""
"Angestellte, qualifizierte Tätigkeiten","2000","AkademikerIn","Berlin","101","0.392962551720491","0.329979249715714","0.455945853725269"
"Angestellte, qualifizierte Tätigkeiten","2000","AkademikerIn","Brandenburg","117","0.426523263202438","0.366751030156678","0.486295496248198"
"Angestellte, qualifizierte Tätigkeiten","2000","AkademikerIn","Mecklenburg-Vorpommern","48","0.323692086551702","0.241339826169485","0.406044346933918"
"Angestellte, qualifizierte Tätigkeiten","2000","AkademikerIn","Sachsen","185","0.431887513331083","0.381483672944935","0.482291353717231"
"Angestellte, qualifizierte Tätigkeiten","2000","AkademikerIn","Sachsen-Anhalt","113","0.426047570140365","0.362416226431435","0.489678913849295"
"Angestellte, qualifizierte Tätigkeiten","2000","AkademikerIn","Thüringen","95","0.475975024223074","0.401768593559717","0.550181454886432"
"Selbstständige/ManagerInnen","2000","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Selbstständige/ManagerInnen","2000","(noch) kein Abschluss","Hamburg","","","",""
"Selbstständige/ManagerInnen","2000","(noch) kein Abschluss","Niedersachsen","","","",""
"Selbstständige/ManagerInnen","2000","(noch) kein Abschluss","Bremen","","","",""
"Selbstständige/ManagerInnen","2000","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Selbstständige/ManagerInnen","2000","(noch) kein Abschluss","Hessen","","","",""
"Selbstständige/ManagerInnen","2000","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Selbstständige/ManagerInnen","2000","(noch) kein Abschluss","Baden-Württemberg","","","",""
"Selbstständige/ManagerInnen","2000","(noch) kein Abschluss","Bayern","","","",""
"Selbstständige/ManagerInnen","2000","(noch) kein Abschluss","Saarland","","","",""
"Selbstständige/ManagerInnen","2000","(noch) kein Abschluss","Berlin","","","",""
"Selbstständige/ManagerInnen","2000","(noch) kein Abschluss","Brandenburg","","","",""
"Selbstständige/ManagerInnen","2000","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Selbstständige/ManagerInnen","2000","(noch) kein Abschluss","Sachsen","","","",""
"Selbstständige/ManagerInnen","2000","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Selbstständige/ManagerInnen","2000","(noch) kein Abschluss","Thüringen","","","",""
"Selbstständige/ManagerInnen","2000","Hauptschule","Schleswig-Holstein","","","",""
"Selbstständige/ManagerInnen","2000","Hauptschule","Hamburg","","","",""
"Selbstständige/ManagerInnen","2000","Hauptschule","Niedersachsen","53","0.0516225125788469","0.0375893165240712","0.0656557086336226"
"Selbstständige/ManagerInnen","2000","Hauptschule","Bremen","","","",""
"Selbstständige/ManagerInnen","2000","Hauptschule","Nordrhein-Westfalen","100","0.0421135454969968","0.0341750766374283","0.0500520143565654"
"Selbstständige/ManagerInnen","2000","Hauptschule","Hessen","33","0.0481311084088234","0.0326464524884191","0.0636157643292277"
"Selbstständige/ManagerInnen","2000","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Selbstständige/ManagerInnen","2000","Hauptschule","Baden-Württemberg","77","0.0452029989573114","0.0346259835576492","0.0557800143569735"
"Selbstständige/ManagerInnen","2000","Hauptschule","Bayern","103","0.0578790194685844","0.0469663979832273","0.0687916409539416"
"Selbstständige/ManagerInnen","2000","Hauptschule","Saarland","","","",""
"Selbstständige/ManagerInnen","2000","Hauptschule","Berlin","","","",""
"Selbstständige/ManagerInnen","2000","Hauptschule","Brandenburg","","","",""
"Selbstständige/ManagerInnen","2000","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Selbstständige/ManagerInnen","2000","Hauptschule","Sachsen","","","",""
"Selbstständige/ManagerInnen","2000","Hauptschule","Sachsen-Anhalt","","","",""
"Selbstständige/ManagerInnen","2000","Hauptschule","Thüringen","","","",""
"Selbstständige/ManagerInnen","2000","Realschule","Schleswig-Holstein","","","",""
"Selbstständige/ManagerInnen","2000","Realschule","Hamburg","","","",""
"Selbstständige/ManagerInnen","2000","Realschule","Niedersachsen","","","",""
"Selbstständige/ManagerInnen","2000","Realschule","Bremen","","","",""
"Selbstständige/ManagerInnen","2000","Realschule","Nordrhein-Westfalen","55","0.0527941410998358","0.039144104664246","0.0664441775354256"
"Selbstständige/ManagerInnen","2000","Realschule","Hessen","","","",""
"Selbstständige/ManagerInnen","2000","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Selbstständige/ManagerInnen","2000","Realschule","Baden-Württemberg","43","0.0780086742450759","0.0562949584502103","0.0997223900399416"
"Selbstständige/ManagerInnen","2000","Realschule","Bayern","43","0.056625642593231","0.0401719987037411","0.073079286482721"
"Selbstständige/ManagerInnen","2000","Realschule","Saarland","","","",""
"Selbstständige/ManagerInnen","2000","Realschule","Berlin","","","",""
"Selbstständige/ManagerInnen","2000","Realschule","Brandenburg","","","",""
"Selbstständige/ManagerInnen","2000","Realschule","Mecklenburg-Vorpommern","","","",""
"Selbstständige/ManagerInnen","2000","Realschule","Sachsen","50","0.0747528498175698","0.0555695971385751","0.0939361024965646"
"Selbstständige/ManagerInnen","2000","Realschule","Sachsen-Anhalt","","","",""
"Selbstständige/ManagerInnen","2000","Realschule","Thüringen","45","0.112394085811218","0.082678448464617","0.142109723157819"
"Selbstständige/ManagerInnen","2000","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Selbstständige/ManagerInnen","2000","(Fach-)Abitur","Hamburg","","","",""
"Selbstständige/ManagerInnen","2000","(Fach-)Abitur","Niedersachsen","","","",""
"Selbstständige/ManagerInnen","2000","(Fach-)Abitur","Bremen","","","",""
"Selbstständige/ManagerInnen","2000","(Fach-)Abitur","Nordrhein-Westfalen","46","0.0861941740562866","0.0648955723768467","0.107492775735726"
"Selbstständige/ManagerInnen","2000","(Fach-)Abitur","Hessen","","","",""
"Selbstständige/ManagerInnen","2000","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Selbstständige/ManagerInnen","2000","(Fach-)Abitur","Baden-Württemberg","","","",""
"Selbstständige/ManagerInnen","2000","(Fach-)Abitur","Bayern","","","",""
"Selbstständige/ManagerInnen","2000","(Fach-)Abitur","Saarland","","","",""
"Selbstständige/ManagerInnen","2000","(Fach-)Abitur","Berlin","","","",""
"Selbstständige/ManagerInnen","2000","(Fach-)Abitur","Brandenburg","","","",""
"Selbstständige/ManagerInnen","2000","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Selbstständige/ManagerInnen","2000","(Fach-)Abitur","Sachsen","","","",""
"Selbstständige/ManagerInnen","2000","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Selbstständige/ManagerInnen","2000","(Fach-)Abitur","Thüringen","","","",""
"Selbstständige/ManagerInnen","2000","AkademikerIn","Schleswig-Holstein","","","",""
"Selbstständige/ManagerInnen","2000","AkademikerIn","Hamburg","","","",""
