"beruf","year","migback","n","percent","lower_confidence","upper_confidence"
"Beamte","2004","direkter Migrationshintergrund","","","",""
"Beamte","2004","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2005","kein Migrationshintergrund","2177","0.137659044698149","0.132555356815347","0.142762732580952"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2005","direkter Migrationshintergrund","618","0.265879334535444","0.248111180914529","0.283647488156358"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2005","indirekter Migrationshintergrund","143","0.152155830402698","0.127632084735969","0.176679576069428"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2005","kein Migrationshintergrund","4982","0.26659464589918","0.260044665886186","0.273144625912175"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2005","direkter Migrationshintergrund","433","0.167205873736187","0.152198286533094","0.182213460939279"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2005","indirekter Migrationshintergrund","204","0.256177420564744","0.226372388854718","0.285982452274771"
"Selbstständige/ManagerInnen","2005","kein Migrationshintergrund","1356","0.0654721728933934","0.0618080779264912","0.0691362678602956"
"Selbstständige/ManagerInnen","2005","direkter Migrationshintergrund","107","0.0403083404595768","0.0323982836364027","0.0482183972827509"
"Selbstständige/ManagerInnen","2005","indirekter Migrationshintergrund","39","0.0404393830151559","0.0269893623024022","0.0538894037279096"
"In Ausbildung","2005","kein Migrationshintergrund","1413","0.0693252939057795","0.0655627026637598","0.0730878851477991"
"In Ausbildung","2005","direkter Migrationshintergrund","130","0.0627533340614851","0.0529998082308345","0.0725068598921358"
"In Ausbildung","2005","indirekter Migrationshintergrund","245","0.316915601118005","0.28514733749361","0.3486838647424"
"In Rente oder Pension","2005","kein Migrationshintergrund","4481","0.294366497222445","0.287615374364486","0.301117620080405"
"In Rente oder Pension","2005","direkter Migrationshintergrund","501","0.212655421464566","0.196198941919106","0.229111901010026"
"In Rente oder Pension","2005","indirekter Migrationshintergrund","","","",""
"Arbeitslose","2005","kein Migrationshintergrund","1036","0.0649650166940917","0.0613141503646264","0.068615883023557"
"Arbeitslose","2005","direkter Migrationshintergrund","225","0.108559493934691","0.0960483687060313","0.12107061916335"
"Arbeitslose","2005","indirekter Migrationshintergrund","77","0.0985123398645763","0.0781649036551372","0.118859776074015"
"Sonstige Nichterwerbspersonen","2005","kein Migrationshintergrund","1176","0.0644658369113565","0.0608280532889276","0.0681036205337855"
"Sonstige Nichterwerbspersonen","2005","direkter Migrationshintergrund","343","0.136182997077453","0.122389048519272","0.149976945635634"
"Sonstige Nichterwerbspersonen","2005","indirekter Migrationshintergrund","85","0.0926404181886421","0.0728445545538064","0.112436281823478"
"Beamte","2005","kein Migrationshintergrund","886","0.0371514917756041","0.03434987109473","0.0399531124564782"
"Beamte","2005","direkter Migrationshintergrund","","","",""
"Beamte","2005","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2006","kein Migrationshintergrund","2253","0.126768360522647","0.122047785173222","0.131488935872071"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2006","direkter Migrationshintergrund","617","0.262444362160879","0.244827818620664","0.280060905701093"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2006","indirekter Migrationshintergrund","138","0.16394118234232","0.139168850197864","0.188713514486777"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2006","kein Migrationshintergrund","5348","0.271255091730881","0.264946949424365","0.277563234037397"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2006","direkter Migrationshintergrund","441","0.162563230271244","0.147789442456161","0.177337018086326"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2006","indirekter Migrationshintergrund","204","0.234380921937456","0.206036216399324","0.262725627475588"
"Selbstständige/ManagerInnen","2006","kein Migrationshintergrund","1527","0.0699589297625726","0.0663398562236166","0.0735780033015287"
"Selbstständige/ManagerInnen","2006","direkter Migrationshintergrund","124","0.0449290286284918","0.036634608654196","0.0532234486027875"
"Selbstständige/ManagerInnen","2006","indirekter Migrationshintergrund","46","0.0441912325588588","0.0304394812613614","0.0579429838563562"
"In Ausbildung","2006","kein Migrationshintergrund","1251","0.0592130390425731","0.0558643171119551","0.062561760973191"
"In Ausbildung","2006","direkter Migrationshintergrund","111","0.0549521099125896","0.0458273009966564","0.0640769188285227"
"In Ausbildung","2006","indirekter Migrationshintergrund","213","0.255379792700398","0.226201147645153","0.284558437755643"
"In Rente oder Pension","2006","kein Migrationshintergrund","5161","0.299084770869745","0.292588641521179","0.305580900218311"
"In Rente oder Pension","2006","direkter Migrationshintergrund","508","0.20684828137449","0.190629852618431","0.223066710130548"
"In Rente oder Pension","2006","indirekter Migrationshintergrund","","","",""
"Arbeitslose","2006","kein Migrationshintergrund","1113","0.0630437731919539","0.0595954694317609","0.0664920769521469"
"Arbeitslose","2006","direkter Migrationshintergrund","233","0.11250313395371","0.0998508069313011","0.125155460976118"
"Arbeitslose","2006","indirekter Migrationshintergrund","91","0.107267959569497","0.0865617780016706","0.127974141137324"
"Sonstige Nichterwerbspersonen","2006","kein Migrationshintergrund","1522","0.0742967865771542","0.0705759065542078","0.0780176666001006"
"Sonstige Nichterwerbspersonen","2006","direkter Migrationshintergrund","340","0.147355383062338","0.133162464386424","0.161548301738253"
"Sonstige Nichterwerbspersonen","2006","indirekter Migrationshintergrund","131","0.147904213618196","0.124150094535764","0.171658332700628"
"Beamte","2006","kein Migrationshintergrund","908","0.0363792483024739","0.0337227796315788","0.0390357169733691"
"Beamte","2006","direkter Migrationshintergrund","","","",""
"Beamte","2006","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2007","kein Migrationshintergrund","2341","0.139323073811779","0.134256010021421","0.144390137602138"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2007","direkter Migrationshintergrund","541","0.26571715250895","0.247032993467109","0.284401311550792"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2007","indirekter Migrationshintergrund","163","0.207608748383167","0.180212903003794","0.23500459376254"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2007","kein Migrationshintergrund","4997","0.274884980118114","0.268352114516927","0.2814178457193"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2007","direkter Migrationshintergrund","403","0.16599229190177","0.150253874405137","0.181730709398404"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2007","indirekter Migrationshintergrund","220","0.253405033056561","0.224025682422441","0.282784383690681"
"Selbstständige/ManagerInnen","2007","kein Migrationshintergrund","1397","0.0657481457191461","0.0621215553267281","0.0693747361115641"
"Selbstständige/ManagerInnen","2007","direkter Migrationshintergrund","96","0.0352598879455325","0.0274583953485625","0.0430613805425025"
"Selbstständige/ManagerInnen","2007","indirekter Migrationshintergrund","43","0.0501471808103403","0.0354056201227303","0.0648887414979503"
"In Ausbildung","2007","kein Migrationshintergrund","1187","0.0581426406882126","0.0547183966216778","0.0615668847547474"
"In Ausbildung","2007","direkter Migrationshintergrund","98","0.0546824755966121","0.045065356214534","0.0642995949786902"
"In Ausbildung","2007","indirekter Migrationshintergrund","189","0.20912431667461","0.181654964073675","0.236593669275544"
"In Rente oder Pension","2007","kein Migrationshintergrund","4926","0.300243640754715","0.293536535778744","0.306950745730686"
"In Rente oder Pension","2007","direkter Migrationshintergrund","490","0.22901300160036","0.211238981562094","0.246787021638625"
"In Rente oder Pension","2007","indirekter Migrationshintergrund","","","",""
"Arbeitslose","2007","kein Migrationshintergrund","920","0.0554451052983923","0.0520964536167607","0.0587937569800238"
"Arbeitslose","2007","direkter Migrationshintergrund","188","0.102764419573789","0.0899202302235525","0.115608608924026"
"Arbeitslose","2007","indirekter Migrationshintergrund","58","0.0981219411390944","0.0780287450934157","0.118215137184773"
"Sonstige Nichterwerbspersonen","2007","kein Migrationshintergrund","1301","0.0664463667456887","0.0628019332954695","0.0700908001959079"
"Sonstige Nichterwerbspersonen","2007","direkter Migrationshintergrund","308","0.138763156557691","0.124140359444558","0.153385953670824"
"Sonstige Nichterwerbspersonen","2007","indirekter Migrationshintergrund","138","0.145459223894056","0.121645403507657","0.169273044280455"
"Beamte","2007","kein Migrationshintergrund","872","0.0397660468639525","0.036906682455661","0.042625411272244"
"Beamte","2007","direkter Migrationshintergrund","","","",""
"Beamte","2007","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2008","kein Migrationshintergrund","2168","0.142356097558483","0.137088558865039","0.147623636251927"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2008","direkter Migrationshintergrund","522","0.291763943121528","0.271414999849169","0.312112886393887"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2008","indirekter Migrationshintergrund","159","0.19793535921376","0.170730225653614","0.225140492773906"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2008","kein Migrationshintergrund","4878","0.283517229625388","0.276722709347058","0.290311749903718"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2008","direkter Migrationshintergrund","360","0.170557759056506","0.153720714947995","0.187394803165017"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2008","indirekter Migrationshintergrund","230","0.308946689290862","0.277397948203536","0.340495430378188"
"Selbstständige/ManagerInnen","2008","kein Migrationshintergrund","1295","0.0659524995285104","0.062210822425235","0.0696941766317858"
"Selbstständige/ManagerInnen","2008","direkter Migrationshintergrund","93","0.0376520220913012","0.0291308908157386","0.0461731533668637"
"Selbstständige/ManagerInnen","2008","indirekter Migrationshintergrund","31","0.0260624952383374","0.0151842705035028","0.036940719973172"
"In Ausbildung","2008","kein Migrationshintergrund","1137","0.0611595449316798","0.0575471583901595","0.0647719314732002"
"In Ausbildung","2008","direkter Migrationshintergrund","81","0.0512716889417999","0.0413987425982649","0.061144635285335"
"In Ausbildung","2008","indirekter Migrationshintergrund","193","0.196248639851072","0.169131200761635","0.223366078940508"
"In Rente oder Pension","2008","kein Migrationshintergrund","4756","0.300479235726015","0.293567713109801","0.307390758342229"
"In Rente oder Pension","2008","direkter Migrationshintergrund","452","0.223869724517019","0.20521013741763","0.242529311616409"
"In Rente oder Pension","2008","indirekter Migrationshintergrund","","","",""
"Arbeitslose","2008","kein Migrationshintergrund","766","0.0481896342666062","0.0449610046557605","0.0514182638774519"
"Arbeitslose","2008","direkter Migrationshintergrund","141","0.0852919928868957","0.0727884696372075","0.097795516136584"
"Arbeitslose","2008","indirekter Migrationshintergrund","58","0.0811309894145648","0.0624884670051453","0.0997735118239843"
"Sonstige Nichterwerbspersonen","2008","kein Migrationshintergrund","1111","0.0604785532466501","0.0568850317993127","0.0640720746939875"
"Sonstige Nichterwerbspersonen","2008","direkter Migrationshintergrund","249","0.130367746677846","0.115295085610016","0.145440407745676"
"Sonstige Nichterwerbspersonen","2008","indirekter Migrationshintergrund","128","0.163656629521328","0.138396033360463","0.188917225682193"
"Beamte","2008","kein Migrationshintergrund","792","0.0378672051166673","0.0349897051293193","0.0407447051040154"
"Beamte","2008","direkter Migrationshintergrund","","","",""
"Beamte","2008","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2009","kein Migrationshintergrund","2065","0.138649301058394","0.133276414632769","0.144022187484019"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2009","direkter Migrationshintergrund","440","0.283615860342784","0.261990758537318","0.305240962148251"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2009","indirekter Migrationshintergrund","141","0.195602332887195","0.167308158136584","0.223896507637806"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2009","kein Migrationshintergrund","4561","0.283505992604619","0.27649876513843","0.290513220070808"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2009","direkter Migrationshintergrund","303","0.172795585098646","0.154657448612273","0.190933721585018"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2009","indirekter Migrationshintergrund","216","0.328842469876724","0.295331978236751","0.362352961516696"
"Selbstständige/ManagerInnen","2009","kein Migrationshintergrund","1204","0.0671937022674078","0.0633012899971956","0.07108611453762"
"Selbstständige/ManagerInnen","2009","direkter Migrationshintergrund","105","0.0537891554237905","0.0429658168073536","0.0646124940402273"
"Selbstständige/ManagerInnen","2009","indirekter Migrationshintergrund","","","",""
"In Ausbildung","2009","kein Migrationshintergrund","1041","0.0628837008725045","0.0591095035239599","0.0666578982210491"
"In Ausbildung","2009","direkter Migrationshintergrund","65","0.0473264740267353","0.0371395270488541","0.0575134210046165"
"In Ausbildung","2009","indirekter Migrationshintergrund","181","0.236371404070285","0.206066481807778","0.266676326332791"
"In Rente oder Pension","2009","kein Migrationshintergrund","4532","0.297968517006048","0.290857654244093","0.305079379768002"
"In Rente oder Pension","2009","direkter Migrationshintergrund","404","0.221313950921948","0.201397795107917","0.241230106735978"
"In Rente oder Pension","2009","indirekter Migrationshintergrund","","","",""
"Arbeitslose","2009","kein Migrationshintergrund","713","0.0490849724091348","0.0457260192794725","0.0524439255387972"
"Arbeitslose","2009","direkter Migrationshintergrund","137","0.097070841501169","0.0828674794053915","0.111274203596947"
"Arbeitslose","2009","indirekter Migrationshintergrund","58","0.075588763339791","0.0567333592914123","0.0944441673881696"
"Sonstige Nichterwerbspersonen","2009","kein Migrationshintergrund","1041","0.0616248590099969","0.0578861210348228","0.0653635969851711"
"Sonstige Nichterwerbspersonen","2009","direkter Migrationshintergrund","200","0.11446002131638","0.0991860869436603","0.129733955689099"
"Sonstige Nichterwerbspersonen","2009","indirekter Migrationshintergrund","109","0.126569598420244","0.102852941649798","0.150286255190689"
"Beamte","2009","kein Migrationshintergrund","735","0.0390889547718952","0.0360757584101458","0.0421021511336446"
"Beamte","2009","direkter Migrationshintergrund","","","",""
"Beamte","2009","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2010","kein Migrationshintergrund","2772","0.136908193635237","0.132169545788387","0.141646841482088"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2010","direkter Migrationshintergrund","711","0.256498187088263","0.24062063844662","0.272375735729906"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2010","indirekter Migrationshintergrund","194","0.165153358050606","0.14432584977743","0.185980866323782"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2010","kein Migrationshintergrund","6129","0.29222504475655","0.285955766723335","0.298494322789765"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2010","direkter Migrationshintergrund","544","0.190003457113311","0.175740071611949","0.204266842614674"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2010","indirekter Migrationshintergrund","329","0.313374417243965","0.287355931399324","0.339392903088606"
"Selbstständige/ManagerInnen","2010","kein Migrationshintergrund","1561","0.0660124775024166","0.0625895730872253","0.069435381917608"
"Selbstständige/ManagerInnen","2010","direkter Migrationshintergrund","161","0.0483965122258962","0.0405939843143922","0.0561990401374002"
"Selbstständige/ManagerInnen","2010","indirekter Migrationshintergrund","53","0.0282482253783726","0.0189550632256585","0.0375413875310868"
"In Ausbildung","2010","kein Migrationshintergrund","1226","0.0661700951990836","0.0627433959712489","0.0695967944269182"
"In Ausbildung","2010","direkter Migrationshintergrund","124","0.0568600633001423","0.0484404523735583","0.0652796742267262"
"In Ausbildung","2010","indirekter Migrationshintergrund","224","0.235738569127471","0.21193036967536","0.259546768579583"
"In Rente oder Pension","2010","kein Migrationshintergrund","4340","0.296689367376629","0.290392336816088","0.30298639793717"
"In Rente oder Pension","2010","direkter Migrationshintergrund","398","0.207723784730692","0.192974134944632","0.222473434516752"
"In Rente oder Pension","2010","indirekter Migrationshintergrund","","","",""
"Arbeitslose","2010","kein Migrationshintergrund","1241","0.0479270975717591","0.0449824258543905","0.0508717692891277"
"Arbeitslose","2010","direkter Migrationshintergrund","350","0.10937809465899","0.0980302822131946","0.120725907104786"
"Arbeitslose","2010","indirekter Migrationshintergrund","118","0.095544073592951","0.0790553954635673","0.112032751722335"
"Sonstige Nichterwerbspersonen","2010","kein Migrationshintergrund","2044","0.0538742928616792","0.0507620288489322","0.0569865568744261"
"Sonstige Nichterwerbspersonen","2010","direkter Migrationshintergrund","593","0.12204875713768","0.110147244403247","0.133950269872113"
"Sonstige Nichterwerbspersonen","2010","indirekter Migrationshintergrund","268","0.127441449067188","0.108737087074513","0.146145811059863"
"Beamte","2010","kein Migrationshintergrund","902","0.0401934310966452","0.0374858553343636","0.0429010068589268"
"Beamte","2010","direkter Migrationshintergrund","","","",""
"Beamte","2010","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2011","kein Migrationshintergrund","3385","0.137464113742663","0.133127206417627","0.141801021067698"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2011","direkter Migrationshintergrund","839","0.265071943515801","0.249918539389554","0.280225347642047"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2011","indirekter Migrationshintergrund","254","0.185499542875342","0.165167471520482","0.205831614230202"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2011","kein Migrationshintergrund","7342","0.292444886627928","0.286715619918153","0.298174153337704"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2011","direkter Migrationshintergrund","677","0.200974915120045","0.187216860011417","0.214732970228673"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2011","indirekter Migrationshintergrund","405","0.326427105845618","0.301899794420381","0.350954417270856"
"Selbstständige/ManagerInnen","2011","kein Migrationshintergrund","1878","0.0677267365418649","0.0645619197341244","0.0708915533496053"
"Selbstständige/ManagerInnen","2011","direkter Migrationshintergrund","183","0.0493800857684981","0.0419415871836297","0.0568185843533665"
"Selbstständige/ManagerInnen","2011","indirekter Migrationshintergrund","67","0.0324121631151664","0.0231489054336808","0.0416754207966521"
"In Ausbildung","2011","kein Migrationshintergrund","1425","0.0601149231308416","0.0571211050140417","0.0631087412476415"
"In Ausbildung","2011","direkter Migrationshintergrund","141","0.0530125412713866","0.04532004425733","0.0607050382854432"
"In Ausbildung","2011","indirekter Migrationshintergrund","277","0.219697617288783","0.198040099635027","0.241355134942539"
"In Rente oder Pension","2011","kein Migrationshintergrund","5690","0.303782110929846","0.297989817241292","0.309574404618401"
"In Rente oder Pension","2011","direkter Migrationshintergrund","510","0.207033450417245","0.193122602437602","0.220944298396889"
"In Rente oder Pension","2011","indirekter Migrationshintergrund","","","",""
"Arbeitslose","2011","kein Migrationshintergrund","1328","0.0427665337022154","0.0402181908947267","0.0453148765097041"
"Arbeitslose","2011","direkter Migrationshintergrund","312","0.075036509033663","0.0659915934734855","0.0840814245938406"
"Arbeitslose","2011","indirekter Migrationshintergrund","95","0.0673672854170721","0.0542560268050799","0.0804785440290642"
"Sonstige Nichterwerbspersonen","2011","kein Migrationshintergrund","2054","0.0565913180191973","0.0536811254612744","0.0595015105771201"
"Sonstige Nichterwerbspersonen","2011","direkter Migrationshintergrund","572","0.138873030226192","0.127000358433552","0.150745702018833"
"Sonstige Nichterwerbspersonen","2011","indirekter Migrationshintergrund","259","0.135939528446085","0.118012451375954","0.153866605516215"
"Beamte","2011","kein Migrationshintergrund","1114","0.0391093773054436","0.0366677784357343","0.0415509761751528"
"Beamte","2011","direkter Migrationshintergrund","","","",""
"Beamte","2011","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2012","kein Migrationshintergrund","3236","0.130194342354139","0.12591724302618","0.134471441682098"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2012","direkter Migrationshintergrund","835","0.277040956427651","0.261189311557132","0.292892601298169"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2012","indirekter Migrationshintergrund","260","0.206246046600915","0.184797414465667","0.227694678736162"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2012","kein Migrationshintergrund","7389","0.300699420013255","0.294871140046712","0.306527699979797"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2012","direkter Migrationshintergrund","704","0.216611541345929","0.20202088331897","0.231202199372887"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2012","indirekter Migrationshintergrund","404","0.300146026654261","0.275850078659967","0.324441974648555"
"Selbstständige/ManagerInnen","2012","kein Migrationshintergrund","1772","0.0679515480178006","0.064752939509865","0.0711501565257362"
"Selbstständige/ManagerInnen","2012","direkter Migrationshintergrund","169","0.0554425345232055","0.0473370080590423","0.0635480609873688"
"Selbstständige/ManagerInnen","2012","indirekter Migrationshintergrund","67","0.0411139933725081","0.0305885074450661","0.0516394792999501"
"In Ausbildung","2012","kein Migrationshintergrund","1420","0.0579229652670005","0.0549539613692562","0.0608919691647447"
"In Ausbildung","2012","direkter Migrationshintergrund","129","0.0442471671564914","0.0369633165401684","0.0515310177728144"
"In Ausbildung","2012","indirekter Migrationshintergrund","259","0.202496643506544","0.181193729807272","0.223799557205817"
"In Rente oder Pension","2012","kein Migrationshintergrund","5727","0.301949568386866","0.296114408339266","0.307784728434465"
"In Rente oder Pension","2012","direkter Migrationshintergrund","488","0.21031025304702","0.195875679074722","0.224744827019317"
"In Rente oder Pension","2012","indirekter Migrationshintergrund","","","",""
"Arbeitslose","2012","kein Migrationshintergrund","1257","0.0449330245439195","0.0423000788207955","0.0475659702670435"
"Arbeitslose","2012","direkter Migrationshintergrund","268","0.0727836058851265","0.063582228723803","0.08198498304645"
"Arbeitslose","2012","indirekter Migrationshintergrund","95","0.0721764029335588","0.0584582968281777","0.0858945090389399"
"Sonstige Nichterwerbspersonen","2012","kein Migrationshintergrund","1889","0.0549968933125353","0.0520993638355843","0.0578944227894864"
"Sonstige Nichterwerbspersonen","2012","direkter Migrationshintergrund","447","0.11417540869659","0.102911071266879","0.1254397461263"
"Sonstige Nichterwerbspersonen","2012","indirekter Migrationshintergrund","233","0.136335122476481","0.118144802467847","0.154525442485115"
"Beamte","2012","kein Migrationshintergrund","1090","0.0413522381044849","0.0388216514864193","0.0438828247225506"
"Beamte","2012","direkter Migrationshintergrund","","","",""
"Beamte","2012","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2013","kein Migrationshintergrund","3283","0.133945408819599","0.129503547662326","0.138387269976872"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2013","direkter Migrationshintergrund","2079","0.301257961675978","0.290018335157578","0.312497588194378"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2013","indirekter Migrationshintergrund","414","0.186941099673617","0.170723558676673","0.20315864067056"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2013","kein Migrationshintergrund","6960","0.292701819557848","0.286767889669739","0.298635749445956"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2013","direkter Migrationshintergrund","1383","0.215434370481947","0.20536282049225","0.225505920471644"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2013","indirekter Migrationshintergrund","605","0.294650325793233","0.275686441289876","0.313614210296589"
"Selbstständige/ManagerInnen","2013","kein Migrationshintergrund","1661","0.0675148592084548","0.0642425896490595","0.0707871287678501"
"Selbstständige/ManagerInnen","2013","direkter Migrationshintergrund","342","0.056779670272622","0.0511103996713005","0.0624489408739435"
"Selbstständige/ManagerInnen","2013","indirekter Migrationshintergrund","129","0.0462273358818988","0.03749272681687","0.0549619449469277"
"In Ausbildung","2013","kein Migrationshintergrund","1442","0.0605603265568599","0.0574496347757172","0.0636710183380025"
"In Ausbildung","2013","direkter Migrationshintergrund","367","0.0446378014271483","0.0395788605723518","0.0496967422819448"
"In Ausbildung","2013","indirekter Migrationshintergrund","455","0.198442398782913","0.181852023643869","0.215032773921957"
"In Rente oder Pension","2013","kein Migrationshintergrund","5429","0.309703444691288","0.303673417088703","0.315733472293872"
"In Rente oder Pension","2013","direkter Migrationshintergrund","571","0.181831882835827","0.172382999841464","0.19128076583019"
"In Rente oder Pension","2013","indirekter Migrationshintergrund","","","",""
"Arbeitslose","2013","kein Migrationshintergrund","1134","0.042710498122407","0.0400734540052374","0.0453475422395765"
"Arbeitslose","2013","direkter Migrationshintergrund","746","0.0878525683395626","0.0809177685319198","0.0947873681472055"
"Arbeitslose","2013","indirekter Migrationshintergrund","186","0.0870543817919802","0.0753273156147411","0.0987814479692194"
"Sonstige Nichterwerbspersonen","2013","kein Migrationshintergrund","1647","0.0524486780469863","0.0495413296805319","0.0553560264134407"
"Sonstige Nichterwerbspersonen","2013","direkter Migrationshintergrund","883","0.107419695229097","0.0998340978976018","0.115005292560591"
"Sonstige Nichterwerbspersonen","2013","indirekter Migrationshintergrund","363","0.139794956004311","0.125369872128689","0.154220039879932"
"Beamte","2013","kein Migrationshintergrund","1030","0.0404149649965577","0.0378466915251381","0.0429832384679773"
"Beamte","2013","direkter Migrationshintergrund","30","0.00478604973781813","0.00309533239027132","0.00647676708536494"
"Beamte","2013","indirekter Migrationshintergrund","39","0.0247876690069381","0.0183201302491112","0.031255207764765"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2014","kein Migrationshintergrund","2841","0.131397846358977","0.126784468199169","0.136011224518785"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2014","direkter Migrationshintergrund","1621","0.29247927450059","0.280082920114604","0.304875628886576"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2014","indirekter Migrationshintergrund","386","0.196495600593315","0.178703759798107","0.214287441388523"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2014","kein Migrationshintergrund","6439","0.301530336673053","0.295263422294569","0.307797251051537"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2014","direkter Migrationshintergrund","1183","0.219644886000923","0.208362952377617","0.230926819624229"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2014","indirekter Migrationshintergrund","524","0.291120319077497","0.270779292747399","0.311461345407595"
"Selbstständige/ManagerInnen","2014","kein Migrationshintergrund","1497","0.0670298776136801","0.0636149416672992","0.0704448135600611"
"Selbstständige/ManagerInnen","2014","direkter Migrationshintergrund","262","0.056043726337338","0.0497759095640096","0.0623115431106664"
"Selbstständige/ManagerInnen","2014","indirekter Migrationshintergrund","91","0.0395681642061268","0.0308393236020813","0.0482970048101722"
"In Ausbildung","2014","kein Migrationshintergrund","1325","0.0575138330338948","0.0543344845762585","0.0606931814915311"
"In Ausbildung","2014","direkter Migrationshintergrund","300","0.0483588247009722","0.0425129253633669","0.0542047240385776"
"In Ausbildung","2014","indirekter Migrationshintergrund","379","0.215741872559311","0.197323677221496","0.234160067897125"
"In Rente oder Pension","2014","kein Migrationshintergrund","5187","0.306178351571537","0.299884367429901","0.312472335713173"
"In Rente oder Pension","2014","direkter Migrationshintergrund","531","0.176552045619586","0.1661616686038","0.186942422635372"
"In Rente oder Pension","2014","indirekter Migrationshintergrund","","","",""
"Arbeitslose","2014","kein Migrationshintergrund","941","0.0419819763541749","0.0392433501423022","0.0447206025660476"
"Arbeitslose","2014","direkter Migrationshintergrund","549","0.0876068028468262","0.0799024389626377","0.0953111667310148"
"Arbeitslose","2014","indirekter Migrationshintergrund","145","0.0873254067437575","0.0746844883484319","0.099966325139083"
"Sonstige Nichterwerbspersonen","2014","kein Migrationshintergrund","1413","0.0517438005776856","0.0487189321538506","0.0547686690015207"
"Sonstige Nichterwerbspersonen","2014","direkter Migrationshintergrund","697","0.111880100601883","0.103290181446579","0.120470019757187"
"Sonstige Nichterwerbspersonen","2014","indirekter Migrationshintergrund","330","0.129674980472952","0.114632509970353","0.144717450975552"
"Beamte","2014","kein Migrationshintergrund","957","0.0426239778169978","0.0398654158606053","0.0453825397733902"
"Beamte","2014","direkter Migrationshintergrund","30","0.0074343393918811","0.00509346739349731","0.0097752113902649"
"Beamte","2014","indirekter Migrationshintergrund","39","0.0244531315513469","0.0175373438917364","0.0313689192109575"
