"beruf","year","sex","n","percent","lower_confidence","upper_confidence"
"Selbstständige/ManagerInnen","2018","männlich","975","0.0780423125520614","0.0736070939097407","0.0824775311943821"
"Selbstständige/ManagerInnen","2018","weiblich","621","0.042624011623301","0.0394435313903015","0.0458044918563004"
"Sonstige Nichterwerbspersonen","2018","männlich","1008","0.0274365494001937","0.0247355891560874","0.0301375096443"
"Sonstige Nichterwerbspersonen","2018","weiblich","2221","0.0877920826359729","0.0833365577987364","0.0922476074732094"
"Angestellte, einfache Tätigkeiten","2019","männlich","2308","0.148537898440341","0.142736590044493","0.154339206836188"
"Angestellte, einfache Tätigkeiten","2019","weiblich","2538","0.172435994748159","0.166399349939616","0.178472639556702"
"Angestellte, qualifizierte Tätigkeiten","2019","männlich","3834","0.347968175639573","0.340198036172487","0.355738315106658"
"Angestellte, qualifizierte Tätigkeiten","2019","weiblich","4097","0.288547713255944","0.281307313059133","0.295788113452755"
"Arbeitslose","2019","männlich","1093","0.0466417342717308","0.043201879814407","0.0500815887290546"
"Arbeitslose","2019","weiblich","1180","0.0387649033283101","0.0356801884682649","0.0418496181883552"
"Beamte","2019","männlich","468","0.0396575032089605","0.0364740357704138","0.0428409706475071"
"Beamte","2019","weiblich","475","0.0322717484525921","0.0294477216057009","0.0350957752994833"
"In Ausbildung","2019","männlich","1003","0.0631572568508645","0.0591892754096128","0.0671252382921162"
"In Ausbildung","2019","weiblich","897","0.0509069666097134","0.047394405684357","0.0544195275350698"
"In Rente oder Pension","2019","männlich","2662","0.238568181434706","0.231615594549462","0.24552076831995"
"In Rente oder Pension","2019","weiblich","2843","0.285023072715801","0.277809226402852","0.29223691902875"
"Selbstständige/ManagerInnen","2019","männlich","2248","0.088579864094684","0.0839448456286416","0.0932148825607263"
"Selbstständige/ManagerInnen","2019","weiblich","1073","0.0450369207114776","0.0417228749698332","0.0483509664531219"
"Sonstige Nichterwerbspersonen","2019","männlich","820","0.0268893860591415","0.0242506484782259","0.0295281236400571"
"Sonstige Nichterwerbspersonen","2019","weiblich","1940","0.0870126801780029","0.0825086166316656","0.0915167437243402"
"Angestellte, einfache Tätigkeiten","2020","männlich","2795","0.148673023775539","0.142935337073115","0.154410710477964"
"Angestellte, einfache Tätigkeiten","2020","weiblich","2781","0.179936821039448","0.173786830958618","0.186086811120278"
"Angestellte, qualifizierte Tätigkeiten","2020","männlich","4178","0.352116725786751","0.344413648462776","0.359819803110726"
"Angestellte, qualifizierte Tätigkeiten","2020","weiblich","3940","0.274132502660883","0.266990834316394","0.281274171005371"
"Arbeitslose","2020","männlich","946","0.0463161766956353","0.0429266340306768","0.0497057193605938"
"Arbeitslose","2020","weiblich","1047","0.0386306633791199","0.0355453310250679","0.0417159957331719"
"Beamte","2020","männlich","460","0.0395232270956011","0.0363809666538099","0.0426654875373924"
"Beamte","2020","weiblich","489","0.0345024795829117","0.0315804038166917","0.0374245553491316"
"In Ausbildung","2020","männlich","1068","0.0620693579118225","0.0581780416015746","0.0659606742220704"
"In Ausbildung","2020","weiblich","978","0.052550334803076","0.0489779638098517","0.0561227057963003"
"In Rente oder Pension","2020","männlich","2485","0.233045377376189","0.22622705349792","0.239863701254459"
"In Rente oder Pension","2020","weiblich","2712","0.284485759596729","0.277262551211632","0.291708967981825"
"Selbstständige/ManagerInnen","2020","männlich","1682","0.0804147089087607","0.0760290353658864","0.0848003824516351"
"Selbstständige/ManagerInnen","2020","weiblich","855","0.0444033693419936","0.0411054805619496","0.0477012581220376"
"Sonstige Nichterwerbspersonen","2020","männlich","1155","0.037841402449701","0.0347640340490726","0.0409187708503294"
"Sonstige Nichterwerbspersonen","2020","weiblich","2185","0.0913580695958396","0.0867453125433544","0.0959708266483248"
