"beruf","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","Brandenburg","kein Migrationshintergrund","119","0.1199133798644","0.0990346945763391","0.140792065152461"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","Brandenburg","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","Brandenburg","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","Mecklenburg-Vorpommern","kein Migrationshintergrund","68","0.148287628569101","0.117322579656159","0.179252677482043"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","Sachsen","kein Migrationshintergrund","173","0.102783099292713","0.087809399388023","0.117756799197403"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","Sachsen","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","Sachsen","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","Sachsen-Anhalt","kein Migrationshintergrund","77","0.0835494968974041","0.0655014320646804","0.101597561730128"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","Thueringen","kein Migrationshintergrund","119","0.127868885641375","0.106452410991923","0.149285360290827"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","Thueringen","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","Thueringen","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Schleswig-Holstein","kein Migrationshintergrund","144","0.236870307648083","0.202736915593635","0.27100369970253"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Hamburg","kein Migrationshintergrund","97","0.320520946046996","0.264544063904849","0.376497828189143"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Hamburg","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Hamburg","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Niedersachsen","kein Migrationshintergrund","438","0.253107594534558","0.232109354235054","0.274105834834062"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Niedersachsen","direkter Migrationshintergrund","44","0.155178425435659","0.105854107694037","0.204502743177282"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Niedersachsen","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Bremen","kein Migrationshintergrund","40","0.221128959978986","0.153811572530176","0.288446347427796"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Bremen","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Bremen","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Nordrhein-Westfalen","kein Migrationshintergrund","1062","0.28080911956283","0.266393052768592","0.295225186357068"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Nordrhein-Westfalen","direkter Migrationshintergrund","130","0.176796711052584","0.148814010543341","0.204779411561827"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Nordrhein-Westfalen","indirekter Migrationshintergrund","56","0.236249004795186","0.180868774183713","0.291629235406659"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Hessen","kein Migrationshintergrund","368","0.283312602424932","0.257645900300071","0.308979304549793"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Hessen","direkter Migrationshintergrund","40","0.127788939124716","0.0864046486245526","0.169173229624879"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Hessen","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","246","0.260850962446996","0.231487062290864","0.290214862603129"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","31","0.134158614954237","0.0799766501138226","0.188340579794651"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Baden-Wuerttemberg","kein Migrationshintergrund","598","0.309415202686263","0.288668357062144","0.330162048310381"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Baden-Wuerttemberg","direkter Migrationshintergrund","100","0.146947390855145","0.11847501447693","0.175419767233359"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Baden-Wuerttemberg","indirekter Migrationshintergrund","47","0.245575437021492","0.184533011755425","0.30661786228756"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Bayern","kein Migrationshintergrund","779","0.275821964716867","0.258669308020221","0.292974621413513"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Bayern","direkter Migrationshintergrund","85","0.191675235502949","0.153052983950906","0.230297487054992"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Bayern","indirekter Migrationshintergrund","37","0.424009202717282","0.335588719976078","0.512429685458486"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Saarland","kein Migrationshintergrund","56","0.228179553396729","0.176262775282364","0.280096331511093"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Saarland","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Saarland","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Berlin","kein Migrationshintergrund","198","0.26911995931378","0.236792248861063","0.301447669766498"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Berlin","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Berlin","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Brandenburg","kein Migrationshintergrund","257","0.248005142838191","0.220249940649317","0.275760345027066"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Brandenburg","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Brandenburg","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Mecklenburg-Vorpommern","kein Migrationshintergrund","134","0.235235786230758","0.19827950128803","0.272192071173486"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Sachsen","kein Migrationshintergrund","501","0.283938500814683","0.261705051140422","0.306171950488944"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Sachsen","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Sachsen","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Sachsen-Anhalt","kein Migrationshintergrund","282","0.267741197365136","0.23886140163748","0.296620993092792"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Thueringen","kein Migrationshintergrund","255","0.235325125855117","0.208120220906628","0.262530030803605"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Thueringen","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Thueringen","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","2003","Schleswig-Holstein","kein Migrationshintergrund","57","0.0935142070394217","0.0701396031532223","0.116888810925621"
"Selbstständige/ManagerInnen","2003","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","2003","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","2003","Hamburg","kein Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","2003","Hamburg","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","2003","Hamburg","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","2003","Niedersachsen","kein Migrationshintergrund","132","0.0618644348919851","0.0502297502349229","0.0734991195490472"
"Selbstständige/ManagerInnen","2003","Niedersachsen","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","2003","Niedersachsen","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","2003","Bremen","kein Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","2003","Bremen","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","2003","Bremen","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","2003","Nordrhein-Westfalen","kein Migrationshintergrund","273","0.0545805158258428","0.047293492022669","0.0618675396290166"
"Selbstständige/ManagerInnen","2003","Nordrhein-Westfalen","direkter Migrationshintergrund","33","0.0333135203288041","0.0201506054916644","0.0464764351659437"
"Selbstständige/ManagerInnen","2003","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","2003","Hessen","kein Migrationshintergrund","132","0.0899734192529712","0.0736745907050805","0.106272247800862"
"Selbstständige/ManagerInnen","2003","Hessen","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","2003","Hessen","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","2003","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","57","0.0591960895869145","0.0434146151776188","0.0749775639962103"
"Selbstständige/ManagerInnen","2003","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","2003","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","2003","Baden-Wuerttemberg","kein Migrationshintergrund","181","0.0769267342992911","0.0649667811318279","0.0888866874667543"
"Selbstständige/ManagerInnen","2003","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","2003","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","2003","Bayern","kein Migrationshintergrund","223","0.0735738650080486","0.0635540089605464","0.0835937210555509"
"Selbstständige/ManagerInnen","2003","Bayern","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","2003","Bayern","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","2003","Saarland","kein Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","2003","Saarland","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","2003","Saarland","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","2003","Berlin","kein Migrationshintergrund","65","0.0747714100809336","0.0555992410225416","0.0939435791393256"
"Selbstständige/ManagerInnen","2003","Berlin","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","2003","Berlin","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","2003","Brandenburg","kein Migrationshintergrund","49","0.0468650696613782","0.0332816711239878","0.0604484681987687"
"Selbstständige/ManagerInnen","2003","Brandenburg","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","2003","Brandenburg","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","2003","Mecklenburg-Vorpommern","kein Migrationshintergrund","31","0.0451321038351541","0.0270442405012258","0.0632199671690823"
"Selbstständige/ManagerInnen","2003","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","2003","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","2003","Sachsen","kein Migrationshintergrund","99","0.0516914740595227","0.0407744609057326","0.0626084872133128"
"Selbstständige/ManagerInnen","2003","Sachsen","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","2003","Sachsen","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","2003","Sachsen-Anhalt","kein Migrationshintergrund","48","0.0413552638264351","0.0283685742473677","0.0543419534055025"
"Selbstständige/ManagerInnen","2003","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","2003","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","2003","Thueringen","kein Migrationshintergrund","64","0.0628066908170257","0.0472473140068813","0.0783660676271701"
"Selbstständige/ManagerInnen","2003","Thueringen","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","2003","Thueringen","indirekter Migrationshintergrund","","","",""
"In Ausbildung","2003","Schleswig-Holstein","kein Migrationshintergrund","47","0.0674950591038193","0.0473538043344638","0.0876363138731748"
"In Ausbildung","2003","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"In Ausbildung","2003","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"In Ausbildung","2003","Hamburg","kein Migrationshintergrund","","","",""
"In Ausbildung","2003","Hamburg","direkter Migrationshintergrund","","","",""
"In Ausbildung","2003","Hamburg","indirekter Migrationshintergrund","","","",""
"In Ausbildung","2003","Niedersachsen","kein Migrationshintergrund","120","0.0531650766170254","0.0423295094744173","0.0640006437596335"
"In Ausbildung","2003","Niedersachsen","direkter Migrationshintergrund","","","",""
"In Ausbildung","2003","Niedersachsen","indirekter Migrationshintergrund","","","",""
"In Ausbildung","2003","Bremen","kein Migrationshintergrund","","","",""
"In Ausbildung","2003","Bremen","direkter Migrationshintergrund","","","",""
"In Ausbildung","2003","Bremen","indirekter Migrationshintergrund","","","",""
"In Ausbildung","2003","Nordrhein-Westfalen","kein Migrationshintergrund","256","0.0530672012872263","0.0458761602405157","0.0602582423339369"
"In Ausbildung","2003","Nordrhein-Westfalen","direkter Migrationshintergrund","46","0.0700480244854432","0.0513271043026211","0.0887689446682653"
"In Ausbildung","2003","Nordrhein-Westfalen","indirekter Migrationshintergrund","62","0.259884696818677","0.202706044230486","0.317063349406867"
"In Ausbildung","2003","Hessen","kein Migrationshintergrund","89","0.0626877306457009","0.0488805290817379","0.0764949322096639"
"In Ausbildung","2003","Hessen","direkter Migrationshintergrund","","","",""
"In Ausbildung","2003","Hessen","indirekter Migrationshintergrund","","","",""
"In Ausbildung","2003","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","67","0.0681501773939624","0.051297924496197","0.0850024302917277"
"In Ausbildung","2003","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"In Ausbildung","2003","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"In Ausbildung","2003","Baden-Wuerttemberg","kein Migrationshintergrund","157","0.0563954280416511","0.0460418678806032","0.0667489882026989"
"In Ausbildung","2003","Baden-Wuerttemberg","direkter Migrationshintergrund","30","0.0771017051353144","0.0556499030400752","0.0985535072305536"
"In Ausbildung","2003","Baden-Wuerttemberg","indirekter Migrationshintergrund","49","0.255190216361985","0.19336208743655","0.31701834528742"
"In Ausbildung","2003","Bayern","kein Migrationshintergrund","179","0.0511906131169119","0.0427323936550639","0.05964883257876"
"In Ausbildung","2003","Bayern","direkter Migrationshintergrund","","","",""
"In Ausbildung","2003","Bayern","indirekter Migrationshintergrund","34","0.201576564353692","0.129798106154232","0.273355022553152"
"In Ausbildung","2003","Saarland","kein Migrationshintergrund","","","",""
"In Ausbildung","2003","Saarland","direkter Migrationshintergrund","","","",""
"In Ausbildung","2003","Saarland","indirekter Migrationshintergrund","","","",""
"In Ausbildung","2003","Berlin","kein Migrationshintergrund","66","0.0697243912471039","0.0511601533552682","0.0882886291389395"
"In Ausbildung","2003","Berlin","direkter Migrationshintergrund","","","",""
"In Ausbildung","2003","Berlin","indirekter Migrationshintergrund","","","",""
"In Ausbildung","2003","Brandenburg","kein Migrationshintergrund","86","0.0799509174327421","0.0625198557042585","0.0973819791612256"
"In Ausbildung","2003","Brandenburg","direkter Migrationshintergrund","","","",""
"In Ausbildung","2003","Brandenburg","indirekter Migrationshintergrund","","","",""
"In Ausbildung","2003","Mecklenburg-Vorpommern","kein Migrationshintergrund","51","0.0733485643994509","0.0506328268096038","0.0960643019892979"
"In Ausbildung","2003","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"In Ausbildung","2003","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"In Ausbildung","2003","Sachsen","kein Migrationshintergrund","137","0.0775024393294367","0.0643180552339956","0.0906868234248777"
"In Ausbildung","2003","Sachsen","direkter Migrationshintergrund","","","",""
"In Ausbildung","2003","Sachsen","indirekter Migrationshintergrund","","","",""
"In Ausbildung","2003","Sachsen-Anhalt","kein Migrationshintergrund","91","0.0781362890539016","0.0606312144417011","0.0956413636661022"
"In Ausbildung","2003","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"In Ausbildung","2003","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"In Ausbildung","2003","Thueringen","kein Migrationshintergrund","96","0.0826699866838829","0.0650091453727005","0.100330827995065"
"In Ausbildung","2003","Thueringen","direkter Migrationshintergrund","","","",""
"In Ausbildung","2003","Thueringen","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","2003","Schleswig-Holstein","kein Migrationshintergrund","154","0.285573601225684","0.249310684123329","0.321836518328039"
"In Rente oder Pension","2003","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","2003","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","2003","Hamburg","kein Migrationshintergrund","66","0.312781776458234","0.257170800735854","0.368392752180615"
"In Rente oder Pension","2003","Hamburg","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","2003","Hamburg","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","2003","Niedersachsen","kein Migrationshintergrund","423","0.322092702517415","0.299525543527114","0.344659861507717"
"In Rente oder Pension","2003","Niedersachsen","direkter Migrationshintergrund","32","0.191664962929613","0.138044570905901","0.245285354953325"
"In Rente oder Pension","2003","Niedersachsen","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","2003","Bremen","kein Migrationshintergrund","40","0.346917374962036","0.269708228083658","0.424126521840415"
"In Rente oder Pension","2003","Bremen","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","2003","Bremen","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","2003","Nordrhein-Westfalen","kein Migrationshintergrund","913","0.298893909715656","0.284209060252166","0.313578759179146"
"In Rente oder Pension","2003","Nordrhein-Westfalen","direkter Migrationshintergrund","127","0.172060725866989","0.144376071706754","0.199745380027225"
"In Rente oder Pension","2003","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","2003","Hessen","kein Migrationshintergrund","253","0.259347557807386","0.234383191250294","0.284311924364477"
"In Rente oder Pension","2003","Hessen","direkter Migrationshintergrund","44","0.222357081895085","0.17081123489961","0.27390292889056"
"In Rente oder Pension","2003","Hessen","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","2003","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","216","0.304235659131137","0.273468482104083","0.33500283615819"
"In Rente oder Pension","2003","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","2003","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","2003","Baden-Wuerttemberg","kein Migrationshintergrund","405","0.270259780237492","0.25032793090126","0.290191629573723"
"In Rente oder Pension","2003","Baden-Wuerttemberg","direkter Migrationshintergrund","131","0.226402818028557","0.192747536938296","0.260058099118817"
"In Rente oder Pension","2003","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","2003","Bayern","kein Migrationshintergrund","573","0.295082689021188","0.277578771766574","0.312586606275802"
"In Rente oder Pension","2003","Bayern","direkter Migrationshintergrund","91","0.24110771491114","0.199135946719353","0.283079483102926"
"In Rente oder Pension","2003","Bayern","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","2003","Saarland","kein Migrationshintergrund","78","0.321631546126965","0.26384544791272","0.37941764434121"
"In Rente oder Pension","2003","Saarland","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","2003","Saarland","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","2003","Berlin","kein Migrationshintergrund","169","0.27847522322833","0.245801558577588","0.311148887879072"
"In Rente oder Pension","2003","Berlin","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","2003","Berlin","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","2003","Brandenburg","kein Migrationshintergrund","270","0.336805049857969","0.306430033584326","0.367180066131612"
"In Rente oder Pension","2003","Brandenburg","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","2003","Brandenburg","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","2003","Mecklenburg-Vorpommern","kein Migrationshintergrund","116","0.284350682792134","0.245045474604193","0.323655890980076"
"In Rente oder Pension","2003","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","2003","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","2003","Sachsen","kein Migrationshintergrund","396","0.321825149307373","0.298789504284535","0.344860794330212"
"In Rente oder Pension","2003","Sachsen","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","2003","Sachsen","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","2003","Sachsen-Anhalt","kein Migrationshintergrund","247","0.353001696980437","0.321831167232637","0.384172226728238"
"In Rente oder Pension","2003","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","2003","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","2003","Thueringen","kein Migrationshintergrund","238","0.318333993656745","0.288459401833255","0.348208585480235"
"In Rente oder Pension","2003","Thueringen","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","2003","Thueringen","indirekter Migrationshintergrund","","","",""
"Arbeitslose","2003","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"Arbeitslose","2003","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"Arbeitslose","2003","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Arbeitslose","2003","Hamburg","kein Migrationshintergrund","","","",""
"Arbeitslose","2003","Hamburg","direkter Migrationshintergrund","","","",""
"Arbeitslose","2003","Hamburg","indirekter Migrationshintergrund","","","",""
"Arbeitslose","2003","Niedersachsen","kein Migrationshintergrund","62","0.0442178154274331","0.0342894124008968","0.0541462184539694"
"Arbeitslose","2003","Niedersachsen","direkter Migrationshintergrund","","","",""
"Arbeitslose","2003","Niedersachsen","indirekter Migrationshintergrund","","","",""
"Arbeitslose","2003","Bremen","kein Migrationshintergrund","","","",""
"Arbeitslose","2003","Bremen","direkter Migrationshintergrund","","","",""
"Arbeitslose","2003","Bremen","indirekter Migrationshintergrund","","","",""
"Arbeitslose","2003","Nordrhein-Westfalen","kein Migrationshintergrund","151","0.0500397253864415","0.0430456666201318","0.0570337841527513"
"Arbeitslose","2003","Nordrhein-Westfalen","direkter Migrationshintergrund","74","0.115923359411133","0.0924416655284688","0.139405053293797"
"Arbeitslose","2003","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"Arbeitslose","2003","Hessen","kein Migrationshintergrund","46","0.0495107206179077","0.0371542205769899","0.0618672206588255"
"Arbeitslose","2003","Hessen","direkter Migrationshintergrund","","","",""
"Arbeitslose","2003","Hessen","indirekter Migrationshintergrund","","","",""
"Arbeitslose","2003","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","34","0.0562802157265124","0.0408685026268131","0.0716919288262118"
"Arbeitslose","2003","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"Arbeitslose","2003","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"Arbeitslose","2003","Baden-Wuerttemberg","kein Migrationshintergrund","49","0.0299002408372664","0.0222562829435487","0.0375441987309841"
"Arbeitslose","2003","Baden-Wuerttemberg","direkter Migrationshintergrund","43","0.0699898001879496","0.0494726942357773","0.0905069061401219"
"Arbeitslose","2003","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"Arbeitslose","2003","Bayern","kein Migrationshintergrund","86","0.0322166109890238","0.0254398322556937","0.0389933897223539"
"Arbeitslose","2003","Bayern","direkter Migrationshintergrund","","","",""
"Arbeitslose","2003","Bayern","indirekter Migrationshintergrund","","","",""
"Arbeitslose","2003","Saarland","kein Migrationshintergrund","","","",""
"Arbeitslose","2003","Saarland","direkter Migrationshintergrund","","","",""
"Arbeitslose","2003","Saarland","indirekter Migrationshintergrund","","","",""
"Arbeitslose","2003","Berlin","kein Migrationshintergrund","66","0.115005799976489","0.0917511918062491","0.13826040814673"
"Arbeitslose","2003","Berlin","direkter Migrationshintergrund","","","",""
"Arbeitslose","2003","Berlin","indirekter Migrationshintergrund","","","",""
"Arbeitslose","2003","Brandenburg","kein Migrationshintergrund","93","0.105704067773641","0.0859437877531615","0.125464347794121"
"Arbeitslose","2003","Brandenburg","direkter Migrationshintergrund","","","",""
"Arbeitslose","2003","Brandenburg","indirekter Migrationshintergrund","","","",""
"Arbeitslose","2003","Mecklenburg-Vorpommern","kein Migrationshintergrund","73","0.151984352779463","0.120703815448949","0.183264890109976"
"Arbeitslose","2003","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Arbeitslose","2003","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Arbeitslose","2003","Sachsen","kein Migrationshintergrund","194","0.122161747017692","0.106014651441088","0.138308842594296"
"Arbeitslose","2003","Sachsen","direkter Migrationshintergrund","","","",""
"Arbeitslose","2003","Sachsen","indirekter Migrationshintergrund","","","",""
"Arbeitslose","2003","Sachsen-Anhalt","kein Migrationshintergrund","125","0.146099939194512","0.123062576716949","0.169137301672075"
"Arbeitslose","2003","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"Arbeitslose","2003","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Arbeitslose","2003","Thueringen","kein Migrationshintergrund","108","0.129563094351597","0.108026156394469","0.151100032308725"
"Arbeitslose","2003","Thueringen","direkter Migrationshintergrund","","","",""
"Arbeitslose","2003","Thueringen","indirekter Migrationshintergrund","","","",""
"Sonstige Nichterwerbspersonen","2003","Schleswig-Holstein","kein Migrationshintergrund","48","0.0661486226549162","0.0461948855561156","0.0861023597537168"
