"beruf","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"In Rente oder Pension","1997","66 und älter","Ost","431","0.988953874662906","0.979143223180777","0.998764526145035"
"Arbeitslose","1997","16-34 J.","West","226","0.0610158797841048","0.0530136892531385","0.0690180703150711"
"Arbeitslose","1997","16-34 J.","Ost","126","0.116031984158432","0.0975939970005083","0.134469971316356"
"Arbeitslose","1997","35-65 J.","West","365","0.0762850450382873","0.0686139411187228","0.0839561489578518"
"Arbeitslose","1997","35-65 J.","Ost","319","0.171124712397312","0.154745459415854","0.18750396537877"
"Arbeitslose","1997","66 und älter","West","","","",""
"Arbeitslose","1997","66 und älter","Ost","","","",""
"Sonstige Nichterwerbspersonen","1997","16-34 J.","West","488","0.125218995256271","0.114154207076969","0.136283783435574"
"Sonstige Nichterwerbspersonen","1997","16-34 J.","Ost","93","0.0899335257442867","0.0734631411321733","0.1064039103564"
"Sonstige Nichterwerbspersonen","1997","35-65 J.","West","668","0.134779644943565","0.12491129155794","0.144647998329189"
"Sonstige Nichterwerbspersonen","1997","35-65 J.","Ost","46","0.0216334997505853","0.0153063617386141","0.0279606377625565"
"Sonstige Nichterwerbspersonen","1997","66 und älter","West","33","0.0223814045658032","0.013817256289644","0.0309455528419623"
"Sonstige Nichterwerbspersonen","1997","66 und älter","Ost","","","",""
"Beamte","1997","16-34 J.","West","116","0.0436695556916598","0.036837495209585","0.0505016161737347"
"Beamte","1997","16-34 J.","Ost","35","0.0322046678416071","0.022040834231572","0.0423685014516423"
"Beamte","1997","35-65 J.","West","244","0.0618872874471366","0.0549242711819634","0.0688503037123098"
"Beamte","1997","35-65 J.","Ost","35","0.0138092637927771","0.00873399729538194","0.0188845302901723"
"Beamte","1997","66 und älter","West","","","",""
"Beamte","1997","66 und älter","Ost","","","",""
"Angestellte, einfache Tätigkeiten","1998","16-34 J.","West","659","0.163443500472676","0.151444304604238","0.175442696341114"
"Angestellte, einfache Tätigkeiten","1998","16-34 J.","Ost","166","0.144803275318075","0.124958927475313","0.164647623160838"
"Angestellte, einfache Tätigkeiten","1998","35-65 J.","West","1190","0.192466377497274","0.181885540055324","0.203047214939224"
"Angestellte, einfache Tätigkeiten","1998","35-65 J.","Ost","333","0.139247889192333","0.124714958489869","0.153780819894797"
"Angestellte, einfache Tätigkeiten","1998","66 und älter","West","","","",""
"Angestellte, einfache Tätigkeiten","1998","66 und älter","Ost","","","",""
"Angestellte, qualifizierte Tätigkeiten","1998","16-34 J.","West","1161","0.327569332436546","0.312339467563842","0.342799197309249"
"Angestellte, qualifizierte Tätigkeiten","1998","16-34 J.","Ost","357","0.311700358533148","0.285580426263558","0.337820290802738"
"Angestellte, qualifizierte Tätigkeiten","1998","35-65 J.","West","1576","0.313941943460232","0.301486264534045","0.326397622386418"
"Angestellte, qualifizierte Tätigkeiten","1998","35-65 J.","Ost","843","0.351010544460453","0.330975110845663","0.371045978075242"
"Angestellte, qualifizierte Tätigkeiten","1998","66 und älter","West","","","",""
"Angestellte, qualifizierte Tätigkeiten","1998","66 und älter","Ost","","","",""
"Selbstständige/ManagerInnen","1998","16-34 J.","West","134","0.0357437923653533","0.0297193450297743","0.0417682397009323"
"Selbstständige/ManagerInnen","1998","16-34 J.","Ost","39","0.0398196478741298","0.0287930956444817","0.0508462001037779"
"Selbstständige/ManagerInnen","1998","35-65 J.","West","465","0.0924022052246432","0.0846298939900388","0.100174516459248"
"Selbstständige/ManagerInnen","1998","35-65 J.","Ost","161","0.0721775332596919","0.0613144450959326","0.0830406214234511"
"Selbstständige/ManagerInnen","1998","66 und älter","West","","","",""
"Selbstständige/ManagerInnen","1998","66 und älter","Ost","","","",""
"In Ausbildung","1998","16-34 J.","West","845","0.253205111555549","0.23909411847523","0.267316104635868"
"In Ausbildung","1998","16-34 J.","Ost","367","0.260653968038732","0.235898527034884","0.285409409042579"
"In Ausbildung","1998","35-65 J.","West","33","0.00655240516241692","0.00438702002082255","0.00871779030401129"
"In Ausbildung","1998","35-65 J.","Ost","","","",""
"In Ausbildung","1998","66 und älter","West","","","",""
"In Ausbildung","1998","66 und älter","Ost","","","",""
"In Rente oder Pension","1998","16-34 J.","West","","","",""
"In Rente oder Pension","1998","16-34 J.","Ost","","","",""
"In Rente oder Pension","1998","35-65 J.","West","650","0.134244856758827","0.125095118571838","0.143394594945817"
"In Rente oder Pension","1998","35-65 J.","Ost","375","0.223915298946894","0.206416175729628","0.241414422164161"
"In Rente oder Pension","1998","66 und älter","West","1285","0.943740112738462","0.931582895311638","0.955897330165287"
"In Rente oder Pension","1998","66 und älter","Ost","470","0.991778208519287","0.983657539759095","0.999898877279479"
"Arbeitslose","1998","16-34 J.","West","208","0.0533959716722956","0.046100403880916","0.0606915394636753"
"Arbeitslose","1998","16-34 J.","Ost","150","0.129571935013932","0.110633829196884","0.14851004083098"
"Arbeitslose","1998","35-65 J.","West","357","0.0661475099689277","0.0594770130185673","0.072818006919288"
"Arbeitslose","1998","35-65 J.","Ost","368","0.173257390247597","0.157370061247946","0.189144719247248"
"Arbeitslose","1998","66 und älter","West","","","",""
"Arbeitslose","1998","66 und älter","Ost","","","",""
"Sonstige Nichterwerbspersonen","1998","16-34 J.","West","536","0.132564224242748","0.12156017542346","0.143568273062035"
"Sonstige Nichterwerbspersonen","1998","16-34 J.","Ost","90","0.0776371744492367","0.0625467873665114","0.092727561531962"
"Sonstige Nichterwerbspersonen","1998","35-65 J.","West","754","0.130852742043015","0.121801662215234","0.139903821870795"
"Sonstige Nichterwerbspersonen","1998","35-65 J.","Ost","44","0.0188489717736317","0.0131403455536761","0.0245575979935873"
"Sonstige Nichterwerbspersonen","1998","66 und älter","West","48","0.0262236248418237","0.0177925192908467","0.0346547303928008"
"Sonstige Nichterwerbspersonen","1998","66 und älter","Ost","","","",""
"Beamte","1998","16-34 J.","West","98","0.0322700689345148","0.0265355405125521","0.0380045973564775"
"Beamte","1998","16-34 J.","Ost","35","0.0314114261921351","0.0215752087159664","0.0412476436683038"
"Beamte","1998","35-65 J.","West","308","0.0633919598846645","0.0568522523046859","0.0699316674646432"
"Beamte","1998","35-65 J.","Ost","40","0.0154794839749387","0.0102973281364843","0.0206616398133932"
"Beamte","1998","66 und älter","West","","","",""
"Beamte","1998","66 und älter","Ost","","","",""
"Angestellte, einfache Tätigkeiten","1999","16-34 J.","West","680","0.180199339462853","0.167317859352099","0.193080819573608"
"Angestellte, einfache Tätigkeiten","1999","16-34 J.","Ost","174","0.156020287390351","0.135218656980084","0.176821917800618"
"Angestellte, einfache Tätigkeiten","1999","35-65 J.","West","1106","0.192800843469402","0.18203176427578","0.203569922663023"
"Angestellte, einfache Tätigkeiten","1999","35-65 J.","Ost","309","0.135875080580117","0.12130960622344","0.150440554936794"
"Angestellte, einfache Tätigkeiten","1999","66 und älter","West","","","",""
"Angestellte, einfache Tätigkeiten","1999","66 und älter","Ost","","","",""
"Angestellte, qualifizierte Tätigkeiten","1999","16-34 J.","West","1118","0.331399871568794","0.315623961070305","0.347175782067283"
"Angestellte, qualifizierte Tätigkeiten","1999","16-34 J.","Ost","353","0.313213141525386","0.286625989956349","0.339800293094423"
"Angestellte, qualifizierte Tätigkeiten","1999","35-65 J.","West","1626","0.327812774240306","0.31499856473328","0.340626983747333"
"Angestellte, qualifizierte Tätigkeiten","1999","35-65 J.","Ost","876","0.381790779044525","0.361139501770621","0.402442056318429"
"Angestellte, qualifizierte Tätigkeiten","1999","66 und älter","West","","","",""
"Angestellte, qualifizierte Tätigkeiten","1999","66 und älter","Ost","","","",""
"Selbstständige/ManagerInnen","1999","16-34 J.","West","134","0.0408607494077088","0.0342259311098874","0.0474955677055302"
"Selbstständige/ManagerInnen","1999","16-34 J.","Ost","35","0.0383314872634387","0.0273254401188612","0.0493375344080161"
"Selbstständige/ManagerInnen","1999","35-65 J.","West","476","0.0980454595926149","0.0899276319885569","0.106163287196673"
"Selbstständige/ManagerInnen","1999","35-65 J.","Ost","166","0.0738455918874929","0.0627290310806118","0.084962152694374"
"Selbstständige/ManagerInnen","1999","66 und älter","West","","","",""
"Selbstständige/ManagerInnen","1999","66 und älter","Ost","","","",""
"In Ausbildung","1999","16-34 J.","West","767","0.247230285058698","0.232771994706662","0.261688575410734"
"In Ausbildung","1999","16-34 J.","Ost","359","0.273039247010856","0.247499954829559","0.298578539192153"
"In Ausbildung","1999","35-65 J.","West","32","0.00744959019587496","0.00510224892770016","0.00979693146404975"
"In Ausbildung","1999","35-65 J.","Ost","","","",""
"In Ausbildung","1999","66 und älter","West","","","",""
"In Ausbildung","1999","66 und älter","Ost","","","",""
"In Rente oder Pension","1999","16-34 J.","West","","","",""
"In Rente oder Pension","1999","16-34 J.","Ost","","","",""
"In Rente oder Pension","1999","35-65 J.","West","635","0.134000269189819","0.124701071719819","0.143299466659819"
"In Rente oder Pension","1999","35-65 J.","Ost","370","0.215433089008741","0.197957265132002","0.23290891288548"
"In Rente oder Pension","1999","66 und älter","West","1235","0.948961601863229","0.937066776993564","0.960856426732895"
"In Rente oder Pension","1999","66 und älter","Ost","479","0.992153081870781","0.984292325908499","1.00001383783306"
"Arbeitslose","1999","16-34 J.","West","153","0.0470588817091486","0.0399616518244498","0.0541561115938473"
"Arbeitslose","1999","16-34 J.","Ost","127","0.11822201872519","0.0997135859496057","0.136730451500773"
"Arbeitslose","1999","35-65 J.","West","316","0.0585945772513386","0.0521832076067928","0.0650059468958844"
"Arbeitslose","1999","35-65 J.","Ost","290","0.141504102819767","0.126688473999671","0.156319731639864"
"Arbeitslose","1999","66 und älter","West","","","",""
"Arbeitslose","1999","66 und älter","Ost","","","",""
"Sonstige Nichterwerbspersonen","1999","16-34 J.","West","468","0.120248593551684","0.109347877534832","0.131149309568536"
"Sonstige Nichterwerbspersonen","1999","16-34 J.","Ost","86","0.0740043696909748","0.058998057194945","0.0890106821870047"
"Sonstige Nichterwerbspersonen","1999","35-65 J.","West","677","0.121886074404216","0.112955359339024","0.130816789469409"
"Sonstige Nichterwerbspersonen","1999","35-65 J.","Ost","47","0.0196309662494057","0.0137339531617451","0.0255279793370664"
"Sonstige Nichterwerbspersonen","1999","66 und älter","West","38","0.0200457597685591","0.012470467846181","0.0276210516909372"
"Sonstige Nichterwerbspersonen","1999","66 und älter","Ost","","","",""
"Beamte","1999","16-34 J.","West","95","0.0321898293137764","0.0262743564587128","0.03810530216884"
"Beamte","1999","16-34 J.","Ost","31","0.0247837578498688","0.0158717640246864","0.0336957516750512"
"Beamte","1999","35-65 J.","West","287","0.0594104116564283","0.0529573603128512","0.0658634630000055"
"Beamte","1999","35-65 J.","Ost","40","0.0190591479026964","0.0132469604603317","0.024871335345061"
"Beamte","1999","66 und älter","West","","","",""
"Beamte","1999","66 und älter","Ost","","","",""
"Angestellte, einfache Tätigkeiten","2000","16-34 J.","West","1029","0.190823782553666","0.180324626277335","0.201322938829998"
"Angestellte, einfache Tätigkeiten","2000","16-34 J.","Ost","242","0.157814820331358","0.140329743483766","0.175299897178949"
"Angestellte, einfache Tätigkeiten","2000","35-65 J.","West","2042","0.197522967999301","0.189764244868325","0.205281691130277"
"Angestellte, einfache Tätigkeiten","2000","35-65 J.","Ost","482","0.151763395931615","0.139512653631217","0.164014138232012"
"Angestellte, einfache Tätigkeiten","2000","66 und älter","West","","","",""
"Angestellte, einfache Tätigkeiten","2000","66 und älter","Ost","","","",""
"Angestellte, qualifizierte Tätigkeiten","2000","16-34 J.","West","1692","0.330552087103901","0.317983254482931","0.34312091972487"
"Angestellte, qualifizierte Tätigkeiten","2000","16-34 J.","Ost","481","0.294139392046325","0.272285644410543","0.315993139682107"
"Angestellte, qualifizierte Tätigkeiten","2000","35-65 J.","West","3276","0.338857722316773","0.329633679590872","0.348081765042674"
"Angestellte, qualifizierte Tätigkeiten","2000","35-65 J.","Ost","1287","0.371863022184881","0.355360928089125","0.388365116280638"
"Angestellte, qualifizierte Tätigkeiten","2000","66 und älter","West","","","",""
"Angestellte, qualifizierte Tätigkeiten","2000","66 und älter","Ost","","","",""
"Selbstständige/ManagerInnen","2000","16-34 J.","West","209","0.0441990313433025","0.038707332616533","0.0496907300700721"
"Selbstständige/ManagerInnen","2000","16-34 J.","Ost","60","0.0465146004960329","0.0364141318075952","0.0566150691844706"
"Selbstständige/ManagerInnen","2000","35-65 J.","West","957","0.0985185659971138","0.0927108872966662","0.104326244697561"
"Selbstständige/ManagerInnen","2000","35-65 J.","Ost","279","0.085019527692901","0.0754962677624371","0.0945427876233649"
"Selbstständige/ManagerInnen","2000","66 und älter","West","47","0.0187834765227779","0.0136806136023118","0.023886339443244"
"Selbstständige/ManagerInnen","2000","66 und älter","Ost","","","",""
"In Ausbildung","2000","16-34 J.","West","1302","0.237510473282719","0.226140094859326","0.248880851706113"
"In Ausbildung","2000","16-34 J.","Ost","532","0.285837800103667","0.264168338771255","0.307507261436079"
"In Ausbildung","2000","35-65 J.","West","54","0.0052351613616129","0.00382882114374334","0.00664150157948245"
"In Ausbildung","2000","35-65 J.","Ost","","","",""
"In Ausbildung","2000","66 und älter","West","","","",""
"In Ausbildung","2000","66 und älter","Ost","","","",""
"In Rente oder Pension","2000","16-34 J.","West","","","",""
"In Rente oder Pension","2000","16-34 J.","Ost","","","",""
"In Rente oder Pension","2000","35-65 J.","West","1253","0.128117902147071","0.121604634316218","0.134631169977925"
"In Rente oder Pension","2000","35-65 J.","Ost","602","0.204550124291134","0.190777184004695","0.218323064577573"
"In Rente oder Pension","2000","66 und älter","West","2532","0.934976886821234","0.925709062258337","0.944244711384131"
"In Rente oder Pension","2000","66 und älter","Ost","866","0.987182065855557","0.979732967915499","0.994631163795615"
"Arbeitslose","2000","16-34 J.","West","226","0.0396620904038516","0.0344475452603244","0.0448766355473787"
"Arbeitslose","2000","16-34 J.","Ost","182","0.121670144957359","0.105991421838975","0.137348868075744"
"Arbeitslose","2000","35-65 J.","West","514","0.0466420568588018","0.0425326230541449","0.0507514906634587"
"Arbeitslose","2000","35-65 J.","Ost","486","0.13957583779756","0.127743193698514","0.151408481896605"
"Arbeitslose","2000","66 und älter","West","","","",""
"Arbeitslose","2000","66 und älter","Ost","","","",""
"Sonstige Nichterwerbspersonen","2000","16-34 J.","West","765","0.126752688665243","0.117863465410632","0.135641911919855"
"Sonstige Nichterwerbspersonen","2000","16-34 J.","Ost","130","0.0718900870654171","0.0595014347174236","0.0842787394134107"
"Sonstige Nichterwerbspersonen","2000","35-65 J.","West","1436","0.131641025417592","0.125052163224526","0.138229887610657"
"Sonstige Nichterwerbspersonen","2000","35-65 J.","Ost","65","0.019761614026769","0.0150093841474901","0.0245138439060479"
"Sonstige Nichterwerbspersonen","2000","66 und älter","West","99","0.0311212983793193","0.0245943970765748","0.0376481996820637"
"Sonstige Nichterwerbspersonen","2000","66 und älter","Ost","","","",""
"Beamte","2000","16-34 J.","West","154","0.0300409937252812","0.0254800949642657","0.0346018924862968"
"Beamte","2000","16-34 J.","Ost","38","0.018922311680432","0.0123875665942695","0.0254570567665944"
"Beamte","2000","35-65 J.","West","583","0.0534645979017343","0.0490806364077562","0.0578485593957123"
"Beamte","2000","35-65 J.","Ost","68","0.018980274494368","0.0143210836919322","0.0236394652968037"
"Beamte","2000","66 und älter","West","","","",""
"Beamte","2000","66 und älter","Ost","","","",""
"Angestellte, einfache Tätigkeiten","2001","16-34 J.","West","842","0.180020282211186","0.16902572739864","0.191014837023731"
"Angestellte, einfache Tätigkeiten","2001","16-34 J.","Ost","213","0.150830518211072","0.132903737909051","0.168757298513094"
"Angestellte, einfache Tätigkeiten","2001","35-65 J.","West","1880","0.198213141472391","0.190066596284499","0.206359686660283"
"Angestellte, einfache Tätigkeiten","2001","35-65 J.","Ost","470","0.152343845288049","0.139611462280595","0.165076228295502"
"Angestellte, einfache Tätigkeiten","2001","66 und älter","West","","","",""
"Angestellte, einfache Tätigkeiten","2001","66 und älter","Ost","","","",""
"Angestellte, qualifizierte Tätigkeiten","2001","16-34 J.","West","1466","0.32939661434649","0.315947062577669","0.342846166115311"
"Angestellte, qualifizierte Tätigkeiten","2001","16-34 J.","Ost","420","0.275807104017735","0.253420390074419","0.298193817961052"
"Angestellte, qualifizierte Tätigkeiten","2001","35-65 J.","West","3094","0.341661451529059","0.331969741423946","0.351353161634172"
"Angestellte, qualifizierte Tätigkeiten","2001","35-65 J.","Ost","1217","0.385228239681072","0.367985614374629","0.402470864987516"
"Angestellte, qualifizierte Tätigkeiten","2001","66 und älter","West","","","",""
"Angestellte, qualifizierte Tätigkeiten","2001","66 und älter","Ost","","","",""
"Selbstständige/ManagerInnen","2001","16-34 J.","West","180","0.0410009626901105","0.0353265425651109","0.0466753828151101"
"Selbstständige/ManagerInnen","2001","16-34 J.","Ost","61","0.053017007070262","0.0417932259431437","0.0642407881973803"
"Selbstständige/ManagerInnen","2001","35-65 J.","West","853","0.0981684011667577","0.0920880821695126","0.104248720164003"
"Selbstständige/ManagerInnen","2001","35-65 J.","Ost","223","0.0715349840952812","0.0624037517743399","0.0806662164162224"
"Selbstständige/ManagerInnen","2001","66 und älter","West","42","0.0167211684308276","0.0117531339247087","0.0216892029369466"
"Selbstständige/ManagerInnen","2001","66 und älter","Ost","","","",""
"In Ausbildung","2001","16-34 J.","West","1210","0.249597253806883","0.237212639575979","0.261981868037787"
"In Ausbildung","2001","16-34 J.","Ost","511","0.306452060081339","0.283359078387224","0.329545041775454"
"In Ausbildung","2001","35-65 J.","West","58","0.006986700535689","0.00528457581748751","0.0086888252538905"
"In Ausbildung","2001","35-65 J.","Ost","","","",""
"In Ausbildung","2001","66 und älter","West","","","",""
"In Ausbildung","2001","66 und älter","Ost","","","",""
"In Rente oder Pension","2001","16-34 J.","West","","","",""
"In Rente oder Pension","2001","16-34 J.","Ost","","","",""
"In Rente oder Pension","2001","35-65 J.","West","1145","0.130085514263241","0.123211181800618","0.136959846725863"
"In Rente oder Pension","2001","35-65 J.","Ost","563","0.200889249181309","0.18669314387345","0.215085354489167"
"In Rente oder Pension","2001","66 und älter","West","2382","0.935429210674038","0.925907029079723","0.944951392268353"
"In Rente oder Pension","2001","66 und älter","Ost","826","0.983565517048112","0.974967701619584","0.992163332476639"
"Arbeitslose","2001","16-34 J.","West","235","0.0498266662329855","0.0436001129501534","0.0560532195158176"
"Arbeitslose","2001","16-34 J.","Ost","174","0.11968291784221","0.103423831227891","0.135942004456528"
"Arbeitslose","2001","35-65 J.","West","455","0.0522174221715891","0.0476713130474395","0.0567635312957388"
"Arbeitslose","2001","35-65 J.","Ost","446","0.147296715877754","0.134739803100565","0.159853628654944"
"Arbeitslose","2001","66 und älter","West","","","",""
"Arbeitslose","2001","66 und älter","Ost","","","",""
"Sonstige Nichterwerbspersonen","2001","16-34 J.","West","613","0.119572579274224","0.110287663824843","0.128857494723604"
"Sonstige Nichterwerbspersonen","2001","16-34 J.","Ost","107","0.0658090879794082","0.0533890978475572","0.0782290781112592"
"Sonstige Nichterwerbspersonen","2001","35-65 J.","West","1184","0.117515615699281","0.110934809726075","0.124096421672486"
"Sonstige Nichterwerbspersonen","2001","35-65 J.","Ost","52","0.0142670837339536","0.0100652911290972","0.01846887633881"
"Sonstige Nichterwerbspersonen","2001","66 und älter","West","86","0.0294288829590993","0.0228808098671124","0.0359769560510861"
"Sonstige Nichterwerbspersonen","2001","66 und älter","Ost","","","",""
"Beamte","2001","16-34 J.","West","140","0.0299152879578825","0.0250403757538889","0.0347902001618761"
"Beamte","2001","16-34 J.","Ost","41","0.0265562642056559","0.01850249067162","0.0346100377396918"
"Beamte","2001","35-65 J.","West","530","0.0551517531619923","0.0504868946749215","0.0598166116490631"
"Beamte","2001","35-65 J.","Ost","68","0.0216754304697709","0.016515869799076","0.0268349911404658"
"Beamte","2001","66 und älter","West","","","",""
"Beamte","2001","66 und älter","Ost","","","",""
"Angestellte, einfache Tätigkeiten","2002","16-34 J.","West","839","0.191539833204809","0.180203741082873","0.202875925326745"
"Angestellte, einfache Tätigkeiten","2002","16-34 J.","Ost","205","0.138432522778772","0.120885221187535","0.155979824370009"
"Angestellte, einfache Tätigkeiten","2002","35-65 J.","West","1885","0.210994507851312","0.203089138011249","0.218899877691376"
"Angestellte, einfache Tätigkeiten","2002","35-65 J.","Ost","421","0.149225250454192","0.136577950086177","0.161872550822207"
"Angestellte, einfache Tätigkeiten","2002","66 und älter","West","31","0.0124672843728244","0.00828352115384036","0.0166510475918084"
"Angestellte, einfache Tätigkeiten","2002","66 und älter","Ost","","","",""
"Angestellte, qualifizierte Tätigkeiten","2002","16-34 J.","West","1329","0.300510036107714","0.287302410949958","0.31371766126547"
"Angestellte, qualifizierte Tätigkeiten","2002","16-34 J.","Ost","408","0.275450344502747","0.25275157250617","0.298149116499324"
"Angestellte, qualifizierte Tätigkeiten","2002","35-65 J.","West","3419","0.333238683371519","0.324105766458525","0.342371600284514"
"Angestellte, qualifizierte Tätigkeiten","2002","35-65 J.","Ost","1211","0.364957595346347","0.347869567420436","0.382045623272257"
"Angestellte, qualifizierte Tätigkeiten","2002","66 und älter","West","","","",""
"Angestellte, qualifizierte Tätigkeiten","2002","66 und älter","Ost","","","",""
"Selbstständige/ManagerInnen","2002","16-34 J.","West","171","0.0377681779935274","0.0322764707759607","0.043259885211094"
"Selbstständige/ManagerInnen","2002","16-34 J.","Ost","52","0.0448601873790373","0.0343427328997718","0.0553776418583027"
"Selbstständige/ManagerInnen","2002","35-65 J.","West","1188","0.0942047863531389","0.0885450252623948","0.0998645474438831"
"Selbstständige/ManagerInnen","2002","35-65 J.","Ost","271","0.0770826469921747","0.0676152825672625","0.0865500114170869"
"Selbstständige/ManagerInnen","2002","66 und älter","West","59","0.0126903813698517","0.00846982758079166","0.0169109351589117"
"Selbstständige/ManagerInnen","2002","66 und älter","Ost","","","",""
"In Ausbildung","2002","16-34 J.","West","1357","0.268660983720482","0.255891710705025","0.281430256735939"
"In Ausbildung","2002","16-34 J.","Ost","526","0.324744331132841","0.300951203508054","0.348537458757628"
"In Ausbildung","2002","35-65 J.","West","59","0.0061494950153686","0.0046347941894325","0.0076641958413047"
"In Ausbildung","2002","35-65 J.","Ost","","","",""
"In Ausbildung","2002","66 und älter","West","","","",""
"In Ausbildung","2002","66 und älter","Ost","","","",""
"In Rente oder Pension","2002","16-34 J.","West","","","",""
"In Rente oder Pension","2002","16-34 J.","Ost","","","",""
"In Rente oder Pension","2002","35-65 J.","West","1171","0.130041451545077","0.123524615599949","0.136558287490205"
"In Rente oder Pension","2002","35-65 J.","Ost","525","0.193484924770319","0.179463272582101","0.207506576958537"
"In Rente oder Pension","2002","66 und älter","West","2497","0.938512528803631","0.929454811289628","0.947570246317635"
"In Rente oder Pension","2002","66 und älter","Ost","875","0.988825516333563","0.981911742429775","0.995739290237351"
"Arbeitslose","2002","16-34 J.","West","232","0.0624286830263691","0.0554592292259609","0.0693981368267774"
"Arbeitslose","2002","16-34 J.","Ost","158","0.115584913767106","0.0993397058865251","0.131830121647687"
"Arbeitslose","2002","35-65 J.","West","470","0.0564914987484572","0.0520183734736384","0.0609646240232761"
"Arbeitslose","2002","35-65 J.","Ost","447","0.170226031019419","0.156885833232157","0.18356622880668"
"Arbeitslose","2002","66 und älter","West","","","",""
"Arbeitslose","2002","66 und älter","Ost","","","",""
"Sonstige Nichterwerbspersonen","2002","16-34 J.","West","558","0.111306897734349","0.102246621380816","0.120367174087883"
"Sonstige Nichterwerbspersonen","2002","16-34 J.","Ost","100","0.0714147891835549","0.0583304562609453","0.0844991221061645"
"Sonstige Nichterwerbspersonen","2002","35-65 J.","West","1225","0.116490336692054","0.110274534201052","0.122706139183056"
"Sonstige Nichterwerbspersonen","2002","35-65 J.","Ost","67","0.0210675480003949","0.0159701007795293","0.0261649952212605"
"Sonstige Nichterwerbspersonen","2002","66 und älter","West","95","0.0297339597547193","0.0233295780401108","0.0361383414693278"
"Sonstige Nichterwerbspersonen","2002","66 und älter","Ost","","","",""
"Beamte","2002","16-34 J.","West","139","0.0271857060380911","0.0225009197866577","0.0318704922895245"
"Beamte","2002","16-34 J.","Ost","34","0.0256417870248997","0.0176105934296367","0.0336729806201627"
"Beamte","2002","35-65 J.","West","816","0.0523892404230722","0.0480722344806626","0.0567062463654818"
"Beamte","2002","35-65 J.","Ost","87","0.015802736375895","0.0113760719238053","0.0202294008279848"
"Beamte","2002","66 und älter","West","","","",""
"Beamte","2002","66 und älter","Ost","","","",""
"Angestellte, einfache Tätigkeiten","2003","16-34 J.","West","833","0.198635933217864","0.186806846585118","0.21046501985061"
"Angestellte, einfache Tätigkeiten","2003","16-34 J.","Ost","205","0.142996021684761","0.125008555484497","0.160983487885025"
"Angestellte, einfache Tätigkeiten","2003","35-65 J.","West","1705","0.198580535143177","0.190636306727293","0.206524763559062"
"Angestellte, einfache Tätigkeiten","2003","35-65 J.","Ost","412","0.147861740477027","0.135108675660319","0.160614805293735"
"Angestellte, einfache Tätigkeiten","2003","66 und älter","West","31","0.0122957571748041","0.00816942764216752","0.0164220867074407"
"Angestellte, einfache Tätigkeiten","2003","66 und älter","Ost","","","",""
"Angestellte, qualifizierte Tätigkeiten","2003","16-34 J.","West","1213","0.293856347248613","0.280350512227737","0.30736218226949"
"Angestellte, qualifizierte Tätigkeiten","2003","16-34 J.","Ost","377","0.268385196264983","0.245616554966669","0.291153837563298"
"Angestellte, qualifizierte Tätigkeiten","2003","35-65 J.","West","3354","0.344851779689584","0.33538636905044","0.354317190328728"
"Angestellte, qualifizierte Tätigkeiten","2003","35-65 J.","Ost","1159","0.356368412639234","0.339161620842778","0.373575204435691"
"Angestellte, qualifizierte Tätigkeiten","2003","66 und älter","West","","","",""
"Angestellte, qualifizierte Tätigkeiten","2003","66 und älter","Ost","","","",""
"Selbstständige/ManagerInnen","2003","16-34 J.","West","139","0.0305854072279735","0.0254801305593521","0.0356906838965948"
"Selbstständige/ManagerInnen","2003","16-34 J.","Ost","49","0.0363780884057139","0.0267577607284259","0.045998416083002"
"Selbstständige/ManagerInnen","2003","35-65 J.","West","1066","0.0915820746609062","0.0858382453220267","0.0973259039997858"
"Selbstständige/ManagerInnen","2003","35-65 J.","Ost","269","0.0810714512270205","0.07126512191902","0.090877780535021"
"Selbstständige/ManagerInnen","2003","66 und älter","West","67","0.0187827720071156","0.0136995949713219","0.0238659490429094"
"Selbstständige/ManagerInnen","2003","66 und älter","Ost","","","",""
"In Ausbildung","2003","16-34 J.","West","1304","0.266559466553552","0.253449943802904","0.279668989304199"
"In Ausbildung","2003","16-34 J.","Ost","502","0.311693728062599","0.287894027688974","0.335493428436224"
"In Ausbildung","2003","35-65 J.","West","65","0.00673456109236065","0.00510586238471261","0.00836325980000869"
"In Ausbildung","2003","35-65 J.","Ost","","","",""
"In Ausbildung","2003","66 und älter","West","","","",""
"In Ausbildung","2003","66 und älter","Ost","","","",""
"In Rente oder Pension","2003","16-34 J.","West","","","",""
"In Rente oder Pension","2003","16-34 J.","Ost","","","",""
"In Rente oder Pension","2003","35-65 J.","West","1118","0.129794506261736","0.123101942663884","0.136487069859588"
"In Rente oder Pension","2003","35-65 J.","Ost","513","0.192461540321032","0.178297563291477","0.206625517350588"
"In Rente oder Pension","2003","66 und älter","West","2530","0.933792811126254","0.924482790420718","0.94310283183179"
"In Rente oder Pension","2003","66 und älter","Ost","894","0.986092840420028","0.978480043033944","0.993705637806112"
"Arbeitslose","2003","16-34 J.","West","234","0.0685121680217703","0.0610222024588079","0.0760021335847326"
"Arbeitslose","2003","16-34 J.","Ost","179","0.131812615249419","0.114430532293327","0.149194698205511"
"Arbeitslose","2003","35-65 J.","West","523","0.0663283297879702","0.0613726862176058","0.0712839733583347"
"Arbeitslose","2003","35-65 J.","Ost","458","0.174323531151505","0.160692943222067","0.187954119080942"
