year,migback,pgisced97,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Direct migration background,Second Stage of Tertiary Education,No,0.06239,101,477,0.04066,0.08412
2017,Indirect migration background,Lower Secondary Level,Yes,0.15702,45,45,0.04952,0.26452
2017,Indirect migration background,Upper Secondary Level,Yes,0.29095,190,255,0.23509,0.34681
2017,Indirect migration background,Upper Secondary Level,No,0.08632,65,255,0.05178,0.12085
2017,Indirect migration background,Post-secondary Non-tertiary Level,Yes,0.28601,44,44,0.15094,0.42109
2017,Indirect migration background,Second Stage of Tertiary Education,Yes,0.42286,105,105,0.32791,0.51780
2018,No migration background,Lower Secondary Level,Yes,0.13657,264,364,0.10125,0.17190
2018,No migration background,Lower Secondary Level,No,0.04781,100,364,0.02586,0.06976
2018,No migration background,Upper Secondary Level,Yes,0.26633,2551,3576,0.25184,0.28082
2018,No migration background,Upper Secondary Level,No,0.09818,1025,3576,0.08843,0.10794
2018,No migration background,Post-secondary Non-tertiary Level,Yes,0.41710,596,785,0.38259,0.45162
2018,No migration background,Post-secondary Non-tertiary Level,No,0.11561,189,785,0.09323,0.13799
2018,No migration background,First Stage of Tertiary Education,Yes,0.34591,457,589,0.30747,0.38436
2018,No migration background,First Stage of Tertiary Education,No,0.11159,132,589,0.08614,0.13704
2018,No migration background,Second Stage of Tertiary Education,Yes,0.36140,1751,2291,0.34172,0.38108
2018,No migration background,Second Stage of Tertiary Education,No,0.10681,540,2291,0.09416,0.11946
2018,Direct migration background,Primary Level,Yes,0.07416,58,58,0.00614,0.14219
2018,Direct migration background,Lower Secondary Level,Yes,0.16482,154,229,0.11666,0.21299
2018,Direct migration background,Lower Secondary Level,No,0.05652,75,229,0.02655,0.08650
2018,Direct migration background,Upper Secondary Level,Yes,0.26904,432,610,0.23382,0.30427
2018,Direct migration background,Upper Secondary Level,No,0.10385,178,610,0.07962,0.12808
2018,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.25153,161,226,0.19484,0.30823
2018,Direct migration background,Post-secondary Non-tertiary Level,No,0.07339,65,226,0.03931,0.10746
2018,Direct migration background,First Stage of Tertiary Education,Yes,0.40854,33,33,0.23822,0.57886
2018,Direct migration background,Second Stage of Tertiary Education,Yes,0.32012,417,567,0.28169,0.35856
2018,Direct migration background,Second Stage of Tertiary Education,No,0.09030,150,567,0.06669,0.11392
2018,Indirect migration background,Lower Secondary Level,Yes,0.17770,39,39,0.05616,0.29924
2018,Indirect migration background,Upper Secondary Level,Yes,0.37992,219,284,0.32337,0.43647
2018,Indirect migration background,Upper Secondary Level,No,0.07631,65,284,0.04538,0.10725
2018,Indirect migration background,Post-secondary Non-tertiary Level,Yes,0.47238,50,50,0.33259,0.61216
2018,Indirect migration background,Second Stage of Tertiary Education,Yes,0.54499,112,112,0.45235,0.63763
2019,No migration background,Lower Secondary Level,Yes,0.13565,231,330,0.09865,0.17266
2019,No migration background,Lower Secondary Level,No,0.05828,99,330,0.03297,0.08360
2019,No migration background,Upper Secondary Level,Yes,0.25842,2343,3146,0.24312,0.27372
2019,No migration background,Upper Secondary Level,No,0.08577,803,3146,0.07599,0.09556
2019,No migration background,Post-secondary Non-tertiary Level,Yes,0.42404,589,752,0.38870,0.45939
2019,No migration background,Post-secondary Non-tertiary Level,No,0.12559,163,752,0.10189,0.14929
2019,No migration background,First Stage of Tertiary Education,Yes,0.33812,430,540,0.29819,0.37806
2019,No migration background,First Stage of Tertiary Education,No,0.08551,110,540,0.06190,0.10912
2019,No migration background,Second Stage of Tertiary Education,Yes,0.37059,1784,2256,0.35065,0.39052
2019,No migration background,Second Stage of Tertiary Education,No,0.08786,472,2256,0.07618,0.09954
2019,Direct migration background,Primary Level,Yes,0.12064,67,104,0.05774,0.18355
2019,Direct migration background,Primary Level,No,0.02725,37,104,-0.00419,0.05870
2019,Direct migration background,Lower Secondary Level,Yes,0.16731,130,178,0.11232,0.22229
2019,Direct migration background,Lower Secondary Level,No,0.04156,48,178,0.01216,0.07097
2019,Direct migration background,Upper Secondary Level,Yes,0.24525,359,507,0.20776,0.28274
2019,Direct migration background,Upper Secondary Level,No,0.10611,148,507,0.07928,0.13295
2019,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.27394,140,190,0.21036,0.33752
2019,Direct migration background,Post-secondary Non-tertiary Level,No,0.05862,50,190,0.02513,0.09211
2019,Direct migration background,First Stage of Tertiary Education,Yes,0.47413,33,33,0.30112,0.64714
2019,Direct migration background,Second Stage of Tertiary Education,Yes,0.30261,378,489,0.26185,0.34337
2019,Direct migration background,Second Stage of Tertiary Education,No,0.07857,111,489,0.05470,0.10244
2019,Indirect migration background,Lower Secondary Level,Yes,0.22975,45,45,0.10545,0.35405
2019,Indirect migration background,Upper Secondary Level,Yes,0.28315,164,236,0.22554,0.34075
2019,Indirect migration background,Upper Secondary Level,No,0.11453,72,236,0.07381,0.15524
2019,Indirect migration background,Post-secondary Non-tertiary Level,Yes,0.43690,47,47,0.29356,0.58024
2019,Indirect migration background,Second Stage of Tertiary Education,Yes,0.42371,111,111,0.33137,0.51606
2020,No migration background,Lower Secondary Level,Yes,0.13258,218,360,0.09750,0.16766
2020,No migration background,Lower Secondary Level,No,0.08860,142,360,0.05921,0.11800
2020,No migration background,Upper Secondary Level,Yes,0.23743,1979,3152,0.22257,0.25228
2020,No migration background,Upper Secondary Level,No,0.13630,1173,3152,0.12432,0.14828
2020,No migration background,Post-secondary Non-tertiary Level,Yes,0.40593,539,787,0.37160,0.44026
2020,No migration background,Post-secondary Non-tertiary Level,No,0.16941,248,787,0.14319,0.19564
2020,No migration background,First Stage of Tertiary Education,Yes,0.34106,387,565,0.30194,0.38019
2020,No migration background,First Stage of Tertiary Education,No,0.15073,178,565,0.12120,0.18025
2020,No migration background,Second Stage of Tertiary Education,Yes,0.34675,1621,2343,0.32748,0.36603
2020,No migration background,Second Stage of Tertiary Education,No,0.13965,722,2343,0.12561,0.15369
2020,Direct migration background,Primary Level,Yes,0.05477,65,121,0.01406,0.09547
2020,Direct migration background,Primary Level,No,0.06484,56,121,0.02078,0.10889
2020,Direct migration background,Lower Secondary Level,Yes,0.12323,155,263,0.08343,0.16303
2020,Direct migration background,Lower Secondary Level,No,0.10713,108,263,0.06968,0.14458
2020,Direct migration background,Upper Secondary Level,Yes,0.19983,415,713,0.17046,0.22920
2020,Direct migration background,Upper Secondary Level,No,0.15165,298,713,0.12530,0.17800
2020,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.15869,167,290,0.11656,0.20082
2020,Direct migration background,Post-secondary Non-tertiary Level,No,0.14452,123,290,0.10398,0.18506
2020,Direct migration background,Second Stage of Tertiary Education,Yes,0.28630,472,777,0.25449,0.31810
2020,Direct migration background,Second Stage of Tertiary Education,No,0.14742,305,777,0.12247,0.17236
2020,Indirect migration background,Lower Secondary Level,Yes,0.12867,31,31,0.00885,0.24849
2020,Indirect migration background,Upper Secondary Level,Yes,0.23876,150,262,0.18704,0.29048
2020,Indirect migration background,Upper Secondary Level,No,0.15698,112,262,0.11285,0.20112
2020,Indirect migration background,Post-secondary Non-tertiary Level,Yes,0.37261,52,52,0.23991,0.50531
2020,Indirect migration background,Second Stage of Tertiary Education,Yes,0.37149,101,159,0.29615,0.44684
2020,Indirect migration background,Second Stage of Tertiary Education,No,0.28408,58,159,0.21376,0.35440
2021,No migration background,Lower Secondary Level,Yes,0.14402,138,191,0.09410,0.19395
2021,No migration background,Lower Secondary Level,No,0.05384,53,191,0.02175,0.08593
2021,No migration background,Upper Secondary Level,Yes,0.25828,1460,2044,0.23930,0.27726
2021,No migration background,Upper Secondary Level,No,0.09635,584,2044,0.08356,0.10915
2021,No migration background,Post-secondary Non-tertiary Level,Yes,0.44353,443,572,0.40278,0.48428
2021,No migration background,Post-secondary Non-tertiary Level,No,0.12830,129,572,0.10087,0.15573
2021,No migration background,First Stage of Tertiary Education,Yes,0.31401,275,369,0.26659,0.36143
2021,No migration background,First Stage of Tertiary Education,No,0.11469,94,369,0.08213,0.14725
2021,No migration background,Second Stage of Tertiary Education,Yes,0.36919,1398,1860,0.34725,0.39112
2021,No migration background,Second Stage of Tertiary Education,No,0.11420,462,1860,0.09974,0.12865
2021,Direct migration background,Primary Level,Yes,0.14849,80,136,0.08851,0.20848
2021,Direct migration background,Primary Level,No,0.06679,56,136,0.02468,0.10891
2021,Direct migration background,Lower Secondary Level,Yes,0.13237,100,169,0.08112,0.18361
2021,Direct migration background,Lower Secondary Level,No,0.09343,69,169,0.04942,0.13744
2021,Direct migration background,Upper Secondary Level,Yes,0.22953,270,390,0.18774,0.27132
2021,Direct migration background,Upper Secondary Level,No,0.11233,120,390,0.08095,0.14371
2021,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.35309,141,181,0.28327,0.42291
2021,Direct migration background,Post-secondary Non-tertiary Level,No,0.06661,40,181,0.03018,0.10303
2021,Direct migration background,Second Stage of Tertiary Education,Yes,0.31467,382,526,0.27494,0.35439
2021,Direct migration background,Second Stage of Tertiary Education,No,0.11424,144,526,0.08703,0.14146
2021,Indirect migration background,Upper Secondary Level,Yes,0.24205,100,147,0.17257,0.31153
2021,Indirect migration background,Upper Secondary Level,No,0.08231,47,147,0.03773,0.12689
2021,Indirect migration background,Post-secondary Non-tertiary Level,Yes,0.47524,41,41,0.32048,0.63000
2021,Indirect migration background,Second Stage of Tertiary Education,Yes,0.40547,80,80,0.29720,0.51374
2022,No migration background,Lower Secondary Level,Yes,0.15802,190,276,0.11491,0.20113
2022,No migration background,Lower Secondary Level,No,0.06081,86,276,0.03256,0.08905
2022,No migration background,Upper Secondary Level,Yes,0.25468,1992,2825,0.23861,0.27075
2022,No migration background,Upper Secondary Level,No,0.10149,833,2825,0.09036,0.11263
2022,No migration background,Post-secondary Non-tertiary Level,Yes,0.47114,663,897,0.43845,0.50382
2022,No migration background,Post-secondary Non-tertiary Level,No,0.13315,234,897,0.11091,0.15540
2022,No migration background,First Stage of Tertiary Education,Yes,0.33193,431,574,0.29337,0.37048
2022,No migration background,First Stage of Tertiary Education,No,0.11524,143,574,0.08909,0.14138
2022,No migration background,Second Stage of Tertiary Education,Yes,0.37748,2171,2864,0.35973,0.39524
2022,No migration background,Second Stage of Tertiary Education,No,0.12562,693,2864,0.11348,0.13776
2022,Direct migration background,Primary Level,Yes,0.10792,67,128,0.05396,0.16189
2022,Direct migration background,Primary Level,No,0.09315,61,128,0.04260,0.14370
2022,Direct migration background,Lower Secondary Level,Yes,0.16676,122,179,0.11200,0.22152
2022,Direct migration background,Lower Secondary Level,No,0.07469,57,179,0.03607,0.11331
2022,Direct migration background,Upper Secondary Level,Yes,0.25925,423,622,0.22479,0.29372
2022,Direct migration background,Upper Secondary Level,No,0.14614,199,622,0.11836,0.17392
2022,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.37878,209,284,0.32226,0.43530
2022,Direct migration background,Post-secondary Non-tertiary Level,No,0.09678,75,284,0.06233,0.13123
2022,Direct migration background,First Stage of Tertiary Education,Yes,0.48714,34,34,0.31660,0.65768
2022,Direct migration background,Second Stage of Tertiary Education,Yes,0.31390,914,1335,0.28900,0.33881
2022,Direct migration background,Second Stage of Tertiary Education,No,0.15189,421,1335,0.13263,0.17115
2022,Indirect migration background,Lower Secondary Level,Yes,0.35332,31,31,0.18227,0.52437
2022,Indirect migration background,Upper Secondary Level,Yes,0.27369,162,253,0.21864,0.32874
2022,Indirect migration background,Upper Secondary Level,No,0.12876,91,253,0.08741,0.17012
2022,Indirect migration background,Post-secondary Non-tertiary Level,Yes,0.45460,66,66,0.33355,0.57565
2022,Indirect migration background,Second Stage of Tertiary Education,Yes,0.48815,189,245,0.42543,0.55087
2022,Indirect migration background,Second Stage of Tertiary Education,No,0.11440,56,245,0.07447,0.15434
