year,migback,quintil_oecd,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,Indirect migration background,3rd Quintile,Yes,0.22655,99,99,0.14367,0.30942
2018,Indirect migration background,4th Quintile,Yes,0.31288,90,90,0.21655,0.40921
2018,Indirect migration background,5th Quintile,Yes,0.41572,97,97,0.31713,0.51431
2019,No migration background,1st Quintile,Yes,0.12681,418,574,0.09956,0.15405
2019,No migration background,1st Quintile,No,0.03606,156,574,0.02079,0.05132
2019,No migration background,2nd Quintile,Yes,0.17471,818,1113,0.15239,0.19703
2019,No migration background,2nd Quintile,No,0.06589,295,1113,0.05131,0.08047
2019,No migration background,3rd Quintile,Yes,0.26864,1109,1431,0.24567,0.29162
2019,No migration background,3rd Quintile,No,0.08416,322,1431,0.06977,0.09855
2019,No migration background,4th Quintile,Yes,0.28691,1222,1617,0.26486,0.30896
2019,No migration background,4th Quintile,No,0.09258,395,1617,0.07845,0.10671
2019,No migration background,5th Quintile,Yes,0.35393,1482,1836,0.33205,0.37581
2019,No migration background,5th Quintile,No,0.07831,354,1836,0.06602,0.09060
2019,Direct migration background,1st Quintile,Yes,0.08622,279,429,0.05963,0.11282
2019,Direct migration background,1st Quintile,No,0.04580,150,429,0.02599,0.06560
2019,Direct migration background,2nd Quintile,Yes,0.24682,274,373,0.20301,0.29064
2019,Direct migration background,2nd Quintile,No,0.08564,99,373,0.05721,0.11408
2019,Direct migration background,3rd Quintile,Yes,0.30008,202,266,0.24490,0.35526
2019,Direct migration background,3rd Quintile,No,0.09110,64,266,0.05646,0.12575
2019,Direct migration background,4th Quintile,Yes,0.31593,149,191,0.24983,0.38204
2019,Direct migration background,4th Quintile,No,0.08599,42,191,0.04613,0.12586
2019,Direct migration background,5th Quintile,Yes,0.41922,184,219,0.35372,0.48473
2019,Direct migration background,5th Quintile,No,0.05572,35,219,0.02527,0.08617
2019,Indirect migration background,1st Quintile,Yes,0.06161,55,55,-0.00252,0.12575
2019,Indirect migration background,2nd Quintile,Yes,0.10472,73,104,0.04559,0.16386
2019,Indirect migration background,2nd Quintile,No,0.04970,31,104,0.00773,0.09167
2019,Indirect migration background,3rd Quintile,Yes,0.19397,85,85,0.10941,0.27853
2019,Indirect migration background,4th Quintile,Yes,0.28054,74,74,0.17748,0.38360
2019,Indirect migration background,5th Quintile,Yes,0.30330,85,85,0.20499,0.40160
2020,No migration background,1st Quintile,Yes,0.10065,365,596,0.07648,0.12483
2020,No migration background,1st Quintile,No,0.06347,231,596,0.04388,0.08306
2020,No migration background,2nd Quintile,Yes,0.16499,763,1232,0.14425,0.18572
2020,No migration background,2nd Quintile,No,0.11571,469,1232,0.09784,0.13358
2020,No migration background,3rd Quintile,Yes,0.24008,933,1480,0.21831,0.26185
2020,No migration background,3rd Quintile,No,0.12237,547,1480,0.10566,0.13907
2020,No migration background,4th Quintile,Yes,0.29700,1226,1844,0.27614,0.31787
2020,No migration background,4th Quintile,No,0.13560,618,1844,0.11996,0.15123
2020,No migration background,5th Quintile,Yes,0.31534,1526,2158,0.29573,0.33495
2020,No migration background,5th Quintile,No,0.12087,632,2158,0.10711,0.13463
2020,Direct migration background,1st Quintile,Yes,0.05766,206,394,0.03461,0.08070
2020,Direct migration background,1st Quintile,No,0.06576,188,394,0.04125,0.09026
2020,Direct migration background,2nd Quintile,Yes,0.19023,222,393,0.15138,0.22908
2020,Direct migration background,2nd Quintile,No,0.15740,171,393,0.12135,0.19345
2020,Direct migration background,3rd Quintile,Yes,0.23859,143,266,0.18727,0.28990
2020,Direct migration background,3rd Quintile,No,0.20674,123,266,0.15798,0.25550
2020,Direct migration background,4th Quintile,Yes,0.27967,171,249,0.22381,0.33554
2020,Direct migration background,4th Quintile,No,0.16273,78,249,0.11679,0.20867
2020,Direct migration background,5th Quintile,Yes,0.35311,156,229,0.29108,0.41515
2020,Direct migration background,5th Quintile,No,0.12389,73,229,0.08113,0.16666
2020,Indirect migration background,1st Quintile,Yes,0.04775,36,76,-0.00051,0.09600
2020,Indirect migration background,1st Quintile,No,0.02722,40,76,-0.00961,0.06404
2020,Indirect migration background,2nd Quintile,Yes,0.09486,73,131,0.04449,0.14524
2020,Indirect migration background,2nd Quintile,No,0.10051,58,131,0.04882,0.15220
2020,Indirect migration background,3rd Quintile,Yes,0.16174,80,130,0.09820,0.22528
2020,Indirect migration background,3rd Quintile,No,0.08654,50,130,0.03802,0.13505
2020,Indirect migration background,4th Quintile,Yes,0.24565,86,126,0.17018,0.32111
2020,Indirect migration background,4th Quintile,No,0.12699,40,126,0.06862,0.18536
2020,Indirect migration background,5th Quintile,Yes,0.21125,91,143,0.14411,0.27839
2020,Indirect migration background,5th Quintile,No,0.15026,52,143,0.09148,0.20903
2021,No migration background,1st Quintile,Yes,0.13614,334,463,0.10487,0.16741
2021,No migration background,1st Quintile,No,0.04988,129,463,0.03003,0.06974
2021,No migration background,2nd Quintile,Yes,0.19929,599,807,0.17171,0.22686
2021,No migration background,2nd Quintile,No,0.07551,208,807,0.05727,0.09375
2021,No migration background,3rd Quintile,Yes,0.25308,790,1094,0.22730,0.27885
2021,No migration background,3rd Quintile,No,0.09454,304,1094,0.07720,0.11189
2021,No migration background,4th Quintile,Yes,0.31321,897,1235,0.28733,0.33908
2021,No migration background,4th Quintile,No,0.10374,338,1235,0.08673,0.12076
2021,No migration background,5th Quintile,Yes,0.32961,1203,1603,0.30659,0.35263
2021,No migration background,5th Quintile,No,0.10543,400,1603,0.09039,0.12047
2021,Direct migration background,1st Quintile,Yes,0.11834,336,540,0.09107,0.14561
2021,Direct migration background,1st Quintile,No,0.07957,204,540,0.05672,0.10242
2021,Direct migration background,2nd Quintile,Yes,0.22274,219,319,0.17701,0.26847
2021,Direct migration background,2nd Quintile,No,0.12103,100,319,0.08518,0.15687
2021,Direct migration background,3rd Quintile,Yes,0.34728,170,230,0.28562,0.40895
2021,Direct migration background,3rd Quintile,No,0.09579,60,230,0.05767,0.13391
2021,Direct migration background,4th Quintile,Yes,0.33296,145,196,0.26681,0.39911
2021,Direct migration background,4th Quintile,No,0.09421,51,196,0.05321,0.13522
2021,Direct migration background,5th Quintile,Yes,0.35253,159,197,0.28564,0.41942
2021,Direct migration background,5th Quintile,No,0.09961,38,197,0.05768,0.14154
2021,Indirect migration background,1st Quintile,Yes,0.05773,41,41,-0.01455,0.13001
2021,Indirect migration background,2nd Quintile,Yes,0.14021,53,53,0.04584,0.23458
2021,Indirect migration background,3rd Quintile,Yes,0.14561,55,55,0.05153,0.23968
2021,Indirect migration background,4th Quintile,Yes,0.24823,54,54,0.13193,0.36454
2021,Indirect migration background,5th Quintile,Yes,0.24559,68,68,0.14252,0.34866
2022,No migration background,1st Quintile,Yes,0.12590,291,438,0.09479,0.15700
2022,No migration background,1st Quintile,No,0.04972,147,438,0.02934,0.07010
2022,No migration background,2nd Quintile,Yes,0.20725,611,839,0.17980,0.23469
2022,No migration background,2nd Quintile,No,0.07703,228,839,0.05897,0.09508
2022,No migration background,3rd Quintile,Yes,0.23737,804,1081,0.21199,0.26274
2022,No migration background,3rd Quintile,No,0.08480,277,1081,0.06818,0.10141
2022,No migration background,4th Quintile,Yes,0.31369,957,1301,0.28847,0.33891
2022,No migration background,4th Quintile,No,0.11131,344,1301,0.09421,0.12841
2022,No migration background,5th Quintile,Yes,0.30773,1134,1465,0.28409,0.33138
2022,No migration background,5th Quintile,No,0.09663,331,1465,0.08150,0.11177
2022,Direct migration background,1st Quintile,Yes,0.09264,284,451,0.06585,0.11943
2022,Direct migration background,1st Quintile,No,0.06710,167,451,0.04398,0.09021
2022,Direct migration background,2nd Quintile,Yes,0.22615,197,294,0.17824,0.27405
2022,Direct migration background,2nd Quintile,No,0.12907,97,294,0.09068,0.16746
2022,Direct migration background,3rd Quintile,Yes,0.34129,170,244,0.28168,0.40091
2022,Direct migration background,3rd Quintile,No,0.12971,74,244,0.08746,0.17195
2022,Direct migration background,4th Quintile,Yes,0.36903,167,217,0.30468,0.43338
2022,Direct migration background,4th Quintile,No,0.14809,50,217,0.10072,0.19546
2022,Direct migration background,5th Quintile,Yes,0.36553,134,184,0.29575,0.43530
2022,Direct migration background,5th Quintile,No,0.14837,50,184,0.09687,0.19988
2022,Indirect migration background,1st Quintile,Yes,0.06764,37,37,-0.01439,0.14968
2022,Indirect migration background,2nd Quintile,Yes,0.09781,48,48,0.01288,0.18274
2022,Indirect migration background,3rd Quintile,Yes,0.18240,43,43,0.06561,0.29919
2022,Indirect migration background,4th Quintile,Yes,0.24985,52,52,0.13103,0.36867
2022,Indirect migration background,5th Quintile,Yes,0.43689,72,72,0.32152,0.55227
