year,pgisced97,quintil_oecd,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Second Stage of Tertiary Education,3rd Quintile,No,0.09114,56,222,0.05319,0.12908
2003,Second Stage of Tertiary Education,4th Quintile,Yes,0.35809,343,455,0.31399,0.40219
2003,Second Stage of Tertiary Education,4th Quintile,No,0.11130,112,455,0.08237,0.14023
2003,Second Stage of Tertiary Education,5th Quintile,Yes,0.38077,953,1200,0.35328,0.40825
2003,Second Stage of Tertiary Education,5th Quintile,No,0.08493,247,1200,0.06915,0.10071
2004,Lower Secondary Level,1st Quintile,Yes,0.05617,52,52,-0.00702,0.11936
2004,Lower Secondary Level,2nd Quintile,Yes,0.07333,58,105,0.02323,0.12343
2004,Lower Secondary Level,2nd Quintile,No,0.06986,47,105,0.02086,0.11885
2004,Lower Secondary Level,3rd Quintile,Yes,0.09907,49,84,0.03480,0.16335
2004,Lower Secondary Level,3rd Quintile,No,0.05803,35,84,0.00773,0.10833
2004,Lower Secondary Level,4th Quintile,Yes,0.12954,56,56,0.04079,0.21829
2004,Lower Secondary Level,5th Quintile,Yes,0.18605,46,77,0.09856,0.27354
2004,Lower Secondary Level,5th Quintile,No,0.10452,31,77,0.03574,0.17330
2004,Upper Secondary Level,1st Quintile,Yes,0.11080,190,307,0.07563,0.14596
2004,Upper Secondary Level,1st Quintile,No,0.05370,117,307,0.02844,0.07895
2004,Upper Secondary Level,2nd Quintile,Yes,0.17345,403,615,0.14350,0.20340
2004,Upper Secondary Level,2nd Quintile,No,0.09841,212,615,0.07485,0.12198
2004,Upper Secondary Level,3rd Quintile,Yes,0.23931,557,822,0.21013,0.26850
2004,Upper Secondary Level,3rd Quintile,No,0.10890,265,822,0.08759,0.13021
2004,Upper Secondary Level,4th Quintile,Yes,0.25421,636,920,0.22605,0.28236
2004,Upper Secondary Level,4th Quintile,No,0.13006,284,920,0.10831,0.15181
2004,Upper Secondary Level,5th Quintile,Yes,0.26894,659,899,0.23993,0.29794
2004,Upper Secondary Level,5th Quintile,No,0.10658,240,899,0.08640,0.12677
2004,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.29002,43,43,0.15279,0.42726
2004,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.31851,62,62,0.20159,0.43543
2004,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.29806,82,134,0.22033,0.37580
2004,Post-secondary Non-tertiary Level,4th Quintile,No,0.19690,52,134,0.12932,0.26448
2004,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.34271,138,182,0.27356,0.41185
2004,Post-secondary Non-tertiary Level,5th Quintile,No,0.07682,44,182,0.03802,0.11561
2004,First Stage of Tertiary Education,2nd Quintile,Yes,0.27929,60,60,0.16481,0.39378
2004,First Stage of Tertiary Education,3rd Quintile,Yes,0.32310,118,153,0.24875,0.39745
2004,First Stage of Tertiary Education,3rd Quintile,No,0.09922,35,153,0.05169,0.14675
2004,First Stage of Tertiary Education,4th Quintile,Yes,0.38482,145,201,0.31739,0.45225
2004,First Stage of Tertiary Education,4th Quintile,No,0.12280,56,201,0.07732,0.16829
2004,First Stage of Tertiary Education,5th Quintile,Yes,0.42219,202,246,0.36034,0.48404
2004,First Stage of Tertiary Education,5th Quintile,No,0.06409,44,246,0.03342,0.09476
2004,Second Stage of Tertiary Education,2nd Quintile,Yes,0.23601,79,79,0.14177,0.33025
2004,Second Stage of Tertiary Education,3rd Quintile,Yes,0.24989,131,179,0.18629,0.31349
2004,Second Stage of Tertiary Education,3rd Quintile,No,0.09969,48,179,0.05568,0.14370
2004,Second Stage of Tertiary Education,4th Quintile,Yes,0.33516,307,434,0.29070,0.37962
2004,Second Stage of Tertiary Education,4th Quintile,No,0.12685,127,434,0.09550,0.15820
2004,Second Stage of Tertiary Education,5th Quintile,Yes,0.36846,965,1228,0.34147,0.39545
2004,Second Stage of Tertiary Education,5th Quintile,No,0.10641,263,1228,0.08916,0.12367
2005,Lower Secondary Level,1st Quintile,Yes,0.06555,44,75,0.00916,0.12194
2005,Lower Secondary Level,1st Quintile,No,0.04390,31,75,-0.00278,0.09058
2005,Lower Secondary Level,2nd Quintile,Yes,0.08467,62,99,0.02955,0.13979
2005,Lower Secondary Level,2nd Quintile,No,0.05626,37,99,0.01064,0.10188
2005,Lower Secondary Level,3rd Quintile,Yes,0.12857,56,56,0.04010,0.21703
2005,Lower Secondary Level,4th Quintile,Yes,0.15909,55,99,0.08667,0.23151
2005,Lower Secondary Level,4th Quintile,No,0.10052,44,99,0.04098,0.16005
2005,Lower Secondary Level,5th Quintile,Yes,0.16558,41,41,0.05038,0.28077
2005,Upper Secondary Level,1st Quintile,Yes,0.10133,170,271,0.06533,0.13732
2005,Upper Secondary Level,1st Quintile,No,0.05316,101,271,0.02640,0.07992
2005,Upper Secondary Level,2nd Quintile,Yes,0.17390,369,567,0.14268,0.20513
2005,Upper Secondary Level,2nd Quintile,No,0.09668,198,567,0.07233,0.12102
2005,Upper Secondary Level,3rd Quintile,Yes,0.24529,524,778,0.21503,0.27554
2005,Upper Secondary Level,3rd Quintile,No,0.11884,254,778,0.09608,0.14159
2005,Upper Secondary Level,4th Quintile,Yes,0.25738,616,892,0.22867,0.28608
2005,Upper Secondary Level,4th Quintile,No,0.12601,276,892,0.10421,0.14780
2005,Upper Secondary Level,5th Quintile,Yes,0.27738,580,780,0.24594,0.30882
2005,Upper Secondary Level,5th Quintile,No,0.09638,200,780,0.07565,0.11710
2005,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.22774,38,38,0.09261,0.36287
2005,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.30949,71,105,0.22064,0.39834
2005,Post-secondary Non-tertiary Level,3rd Quintile,No,0.18838,34,105,0.11323,0.26354
2005,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.36241,86,122,0.27676,0.44806
2005,Post-secondary Non-tertiary Level,4th Quintile,No,0.12777,36,122,0.06829,0.18726
2005,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.39035,140,178,0.31848,0.46222
2005,Post-secondary Non-tertiary Level,5th Quintile,No,0.08726,38,178,0.04568,0.12883
2005,First Stage of Tertiary Education,2nd Quintile,Yes,0.19099,44,44,0.07350,0.30848
2005,First Stage of Tertiary Education,3rd Quintile,Yes,0.28717,90,127,0.20817,0.36617
2005,First Stage of Tertiary Education,3rd Quintile,No,0.12760,37,127,0.06934,0.18586
2005,First Stage of Tertiary Education,4th Quintile,Yes,0.31622,126,176,0.24733,0.38512
2005,First Stage of Tertiary Education,4th Quintile,No,0.11875,50,176,0.07082,0.16668
2005,First Stage of Tertiary Education,5th Quintile,Yes,0.38589,188,236,0.32365,0.44814
2005,First Stage of Tertiary Education,5th Quintile,No,0.09831,48,236,0.06025,0.13638
2005,Second Stage of Tertiary Education,1st Quintile,Yes,0.15469,37,37,0.03656,0.27281
2005,Second Stage of Tertiary Education,2nd Quintile,Yes,0.21748,72,72,0.12152,0.31344
2005,Second Stage of Tertiary Education,3rd Quintile,Yes,0.28186,139,183,0.21650,0.34723
2005,Second Stage of Tertiary Education,3rd Quintile,No,0.07865,44,183,0.03954,0.11776
2005,Second Stage of Tertiary Education,4th Quintile,Yes,0.33418,282,378,0.28656,0.38180
2005,Second Stage of Tertiary Education,4th Quintile,No,0.09924,96,378,0.06906,0.12942
2005,Second Stage of Tertiary Education,5th Quintile,Yes,0.36713,868,1112,0.33879,0.39547
2005,Second Stage of Tertiary Education,5th Quintile,No,0.10262,244,1112,0.08478,0.12047
2006,Lower Secondary Level,1st Quintile,Yes,0.05560,43,74,0.00303,0.10816
2006,Lower Secondary Level,1st Quintile,No,0.04898,31,74,-0.00053,0.09848
2006,Lower Secondary Level,2nd Quintile,Yes,0.08355,45,45,0.00178,0.16531
2006,Lower Secondary Level,3rd Quintile,Yes,0.11659,55,86,0.04836,0.18482
2006,Lower Secondary Level,3rd Quintile,No,0.06220,31,86,0.01086,0.11355
2006,Lower Secondary Level,4th Quintile,Yes,0.17883,54,54,0.07566,0.28200
2006,Lower Secondary Level,5th Quintile,Yes,0.13876,31,31,0.01506,0.26247
2006,Upper Secondary Level,1st Quintile,Yes,0.11401,190,292,0.07749,0.15052
2006,Upper Secondary Level,1st Quintile,No,0.06401,102,292,0.03589,0.09214
2006,Upper Secondary Level,2nd Quintile,Yes,0.20901,397,577,0.17581,0.24222
2006,Upper Secondary Level,2nd Quintile,No,0.07954,180,577,0.05745,0.10164
2006,Upper Secondary Level,3rd Quintile,Yes,0.27464,542,763,0.24295,0.30634
2006,Upper Secondary Level,3rd Quintile,No,0.11905,221,763,0.09606,0.14205
2006,Upper Secondary Level,4th Quintile,Yes,0.26823,588,839,0.23824,0.29823
2006,Upper Secondary Level,4th Quintile,No,0.12434,251,839,0.10200,0.14668
2006,Upper Secondary Level,5th Quintile,Yes,0.30784,605,808,0.27599,0.33969
2006,Upper Secondary Level,5th Quintile,No,0.10779,203,808,0.08640,0.12919
2006,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.26342,53,53,0.14370,0.38315
2006,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.35677,66,66,0.24031,0.47323
2006,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.32773,85,126,0.24544,0.41001
2006,Post-secondary Non-tertiary Level,4th Quintile,No,0.17895,41,126,0.11175,0.24615
2006,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.40621,130,171,0.33238,0.48003
2006,Post-secondary Non-tertiary Level,5th Quintile,No,0.08581,41,171,0.04371,0.12791
2006,First Stage of Tertiary Education,2nd Quintile,Yes,0.22831,43,43,0.10136,0.35525
2006,First Stage of Tertiary Education,3rd Quintile,Yes,0.33427,101,101,0.24181,0.42673
2006,First Stage of Tertiary Education,4th Quintile,Yes,0.34073,140,184,0.27206,0.40940
2006,First Stage of Tertiary Education,4th Quintile,No,0.12811,44,184,0.07969,0.17653
2006,First Stage of Tertiary Education,5th Quintile,Yes,0.43143,178,223,0.36627,0.49658
2006,First Stage of Tertiary Education,5th Quintile,No,0.07890,45,223,0.04344,0.11436
2006,Second Stage of Tertiary Education,2nd Quintile,Yes,0.22668,73,73,0.12997,0.32339
2006,Second Stage of Tertiary Education,3rd Quintile,Yes,0.29516,153,197,0.23130,0.35901
2006,Second Stage of Tertiary Education,3rd Quintile,No,0.07474,44,197,0.03792,0.11156
2006,Second Stage of Tertiary Education,4th Quintile,Yes,0.38171,313,390,0.33343,0.42998
2006,Second Stage of Tertiary Education,4th Quintile,No,0.10700,77,390,0.07628,0.13772
2006,Second Stage of Tertiary Education,5th Quintile,Yes,0.40174,889,1088,0.37259,0.43088
2006,Second Stage of Tertiary Education,5th Quintile,No,0.08281,199,1088,0.06643,0.09919
2007,Lower Secondary Level,2nd Quintile,Yes,0.09333,56,88,0.03220,0.15446
2007,Lower Secondary Level,2nd Quintile,No,0.05662,32,88,0.00805,0.10518
2007,Lower Secondary Level,3rd Quintile,Yes,0.08490,42,42,-0.00042,0.17022
2007,Lower Secondary Level,4th Quintile,Yes,0.12626,40,72,0.04900,0.20352
2007,Lower Secondary Level,4th Quintile,No,0.07653,32,72,0.01470,0.13837
2007,Lower Secondary Level,5th Quintile,Yes,0.17748,32,32,0.04298,0.31198
2007,Upper Secondary Level,1st Quintile,Yes,0.11868,218,319,0.08313,0.15422
2007,Upper Secondary Level,1st Quintile,No,0.05158,101,319,0.02727,0.07589
2007,Upper Secondary Level,2nd Quintile,Yes,0.20548,421,602,0.17317,0.23778
2007,Upper Secondary Level,2nd Quintile,No,0.08452,181,602,0.06228,0.10676
2007,Upper Secondary Level,3rd Quintile,Yes,0.27895,586,808,0.24801,0.30990
2007,Upper Secondary Level,3rd Quintile,No,0.10531,222,808,0.08413,0.12649
2007,Upper Secondary Level,4th Quintile,Yes,0.30771,675,913,0.27776,0.33767
2007,Upper Secondary Level,4th Quintile,No,0.10315,238,913,0.08341,0.12289
2007,Upper Secondary Level,5th Quintile,Yes,0.29372,582,790,0.26194,0.32551
2007,Upper Secondary Level,5th Quintile,No,0.10470,208,790,0.08334,0.12607
2007,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.18839,37,37,0.06066,0.31613
2007,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.35710,67,67,0.24150,0.47270
2007,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.36881,73,73,0.25736,0.48025
2007,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.45612,116,148,0.37560,0.53664
2007,Post-secondary Non-tertiary Level,4th Quintile,No,0.11239,32,148,0.06133,0.16345
2007,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.32853,123,164,0.25643,0.40064
2007,Post-secondary Non-tertiary Level,5th Quintile,No,0.12181,41,164,0.07160,0.17202
2007,First Stage of Tertiary Education,2nd Quintile,Yes,0.26493,62,62,0.15418,0.37567
2007,First Stage of Tertiary Education,3rd Quintile,Yes,0.29130,94,94,0.19896,0.38365
2007,First Stage of Tertiary Education,4th Quintile,Yes,0.44005,147,198,0.37073,0.50937
2007,First Stage of Tertiary Education,4th Quintile,No,0.12168,51,198,0.07603,0.16733
2007,First Stage of Tertiary Education,5th Quintile,Yes,0.37287,166,213,0.30777,0.43796
2007,First Stage of Tertiary Education,5th Quintile,No,0.13841,47,213,0.09192,0.18490
2007,Second Stage of Tertiary Education,1st Quintile,Yes,0.14807,40,40,0.03660,0.25954
2007,Second Stage of Tertiary Education,2nd Quintile,Yes,0.23421,90,90,0.14622,0.32219
2007,Second Stage of Tertiary Education,3rd Quintile,Yes,0.27889,156,202,0.21689,0.34088
2007,Second Stage of Tertiary Education,3rd Quintile,No,0.08512,46,202,0.04654,0.12370
2007,Second Stage of Tertiary Education,4th Quintile,Yes,0.37001,345,445,0.32510,0.41492
2007,Second Stage of Tertiary Education,4th Quintile,No,0.11021,100,445,0.08108,0.13933
2007,Second Stage of Tertiary Education,5th Quintile,Yes,0.39459,882,1111,0.36583,0.42334
2007,Second Stage of Tertiary Education,5th Quintile,No,0.08574,229,1111,0.06927,0.10221
2008,Lower Secondary Level,1st Quintile,Yes,0.07400,46,46,-0.00249,0.15048
2008,Lower Secondary Level,2nd Quintile,Yes,0.07596,50,83,0.01861,0.13330
2008,Lower Secondary Level,2nd Quintile,No,0.05340,33,83,0.00474,0.10207
2008,Lower Secondary Level,3rd Quintile,Yes,0.15354,66,66,0.06590,0.24118
2008,Lower Secondary Level,4th Quintile,Yes,0.13130,37,37,0.02098,0.24162
2008,Upper Secondary Level,1st Quintile,Yes,0.11148,189,301,0.07587,0.14710
2008,Upper Secondary Level,1st Quintile,No,0.07237,112,301,0.04305,0.10169
2008,Upper Secondary Level,2nd Quintile,Yes,0.23059,422,626,0.19756,0.26361
2008,Upper Secondary Level,2nd Quintile,No,0.09879,204,626,0.07539,0.12218
2008,Upper Secondary Level,3rd Quintile,Yes,0.27488,555,806,0.24404,0.30573
2008,Upper Secondary Level,3rd Quintile,No,0.11613,251,806,0.09400,0.13826
2008,Upper Secondary Level,4th Quintile,Yes,0.29930,617,869,0.26883,0.32976
2008,Upper Secondary Level,4th Quintile,No,0.12009,252,869,0.09846,0.14171
2008,Upper Secondary Level,5th Quintile,Yes,0.32101,573,788,0.28839,0.35363
2008,Upper Secondary Level,5th Quintile,No,0.13015,215,788,0.10665,0.15366
2008,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.34356,53,53,0.21448,0.47264
2008,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.41421,83,83,0.30759,0.52083
2008,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.42102,105,147,0.34094,0.50111
2008,Post-secondary Non-tertiary Level,4th Quintile,No,0.14720,42,147,0.08973,0.20468
2008,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.36570,127,167,0.29243,0.43896
2008,Post-secondary Non-tertiary Level,5th Quintile,No,0.12793,40,167,0.07712,0.17874
2008,First Stage of Tertiary Education,2nd Quintile,Yes,0.18666,49,49,0.07643,0.29689
2008,First Stage of Tertiary Education,3rd Quintile,Yes,0.35386,111,111,0.26450,0.44321
2008,First Stage of Tertiary Education,4th Quintile,Yes,0.43653,134,172,0.36220,0.51087
2008,First Stage of Tertiary Education,4th Quintile,No,0.07770,38,172,0.03757,0.11782
2008,First Stage of Tertiary Education,5th Quintile,Yes,0.41323,161,196,0.34412,0.48235
2008,First Stage of Tertiary Education,5th Quintile,No,0.07166,35,196,0.03546,0.10786
2008,Second Stage of Tertiary Education,1st Quintile,Yes,0.12794,35,35,0.01566,0.24022
2008,Second Stage of Tertiary Education,2nd Quintile,Yes,0.24068,85,85,0.14926,0.33210
2008,Second Stage of Tertiary Education,3rd Quintile,Yes,0.29327,186,247,0.23638,0.35016
2008,Second Stage of Tertiary Education,3rd Quintile,No,0.10398,61,247,0.06583,0.14212
2008,Second Stage of Tertiary Education,4th Quintile,Yes,0.38248,299,378,0.33342,0.43153
2008,Second Stage of Tertiary Education,4th Quintile,No,0.09199,79,378,0.06282,0.12117
2008,Second Stage of Tertiary Education,5th Quintile,Yes,0.39229,847,1063,0.36293,0.42166
2008,Second Stage of Tertiary Education,5th Quintile,No,0.09657,216,1063,0.07880,0.11433
2009,Lower Secondary Level,2nd Quintile,Yes,0.07885,31,31,-0.01759,0.17529
2009,Lower Secondary Level,3rd Quintile,Yes,0.14600,42,77,0.06661,0.22538
2009,Lower Secondary Level,3rd Quintile,No,0.10105,35,77,0.03329,0.16881
2009,Lower Secondary Level,4th Quintile,Yes,0.14853,35,35,0.02899,0.26807
2009,Upper Secondary Level,1st Quintile,Yes,0.11771,175,282,0.08003,0.15539
2009,Upper Secondary Level,1st Quintile,No,0.06604,107,282,0.03700,0.09508
2009,Upper Secondary Level,2nd Quintile,Yes,0.17569,324,504,0.14243,0.20895
2009,Upper Secondary Level,2nd Quintile,No,0.09404,180,504,0.06853,0.11955
2009,Upper Secondary Level,3rd Quintile,Yes,0.25695,467,737,0.22538,0.28852
2009,Upper Secondary Level,3rd Quintile,No,0.13721,270,737,0.11236,0.16207
2009,Upper Secondary Level,4th Quintile,Yes,0.28577,527,770,0.25384,0.31770
2009,Upper Secondary Level,4th Quintile,No,0.12806,243,770,0.10445,0.15168
2009,Upper Secondary Level,5th Quintile,Yes,0.30126,491,664,0.26633,0.33618
2009,Upper Secondary Level,5th Quintile,No,0.11385,173,664,0.08967,0.13803
2009,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.20107,34,34,0.06432,0.33782
2009,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.43111,74,74,0.31751,0.54472
2009,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.47429,101,134,0.38942,0.55915
2009,Post-secondary Non-tertiary Level,4th Quintile,No,0.12683,33,134,0.07028,0.18339
2009,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.36329,120,158,0.28805,0.43852
2009,Post-secondary Non-tertiary Level,5th Quintile,No,0.13667,38,158,0.08294,0.19040
2009,First Stage of Tertiary Education,2nd Quintile,Yes,0.18312,39,39,0.06015,0.30610
2009,First Stage of Tertiary Education,3rd Quintile,Yes,0.34152,88,125,0.25805,0.42499
2009,First Stage of Tertiary Education,3rd Quintile,No,0.10221,37,125,0.04889,0.15553
2009,First Stage of Tertiary Education,4th Quintile,Yes,0.32595,111,152,0.25118,0.40071
2009,First Stage of Tertiary Education,4th Quintile,No,0.12245,41,152,0.07016,0.17473
2009,First Stage of Tertiary Education,5th Quintile,Yes,0.44831,144,179,0.37525,0.52137
2009,First Stage of Tertiary Education,5th Quintile,No,0.10165,35,179,0.05725,0.14604
2009,Second Stage of Tertiary Education,1st Quintile,Yes,0.17042,34,34,0.04213,0.29871
2009,Second Stage of Tertiary Education,2nd Quintile,Yes,0.25669,79,79,0.15975,0.35363
2009,Second Stage of Tertiary Education,3rd Quintile,Yes,0.29111,147,209,0.22937,0.35284
2009,Second Stage of Tertiary Education,3rd Quintile,No,0.11442,62,209,0.07116,0.15768
2009,Second Stage of Tertiary Education,4th Quintile,Yes,0.41648,318,388,0.36737,0.46560
2009,Second Stage of Tertiary Education,4th Quintile,No,0.08931,70,388,0.06090,0.11773
2009,Second Stage of Tertiary Education,5th Quintile,Yes,0.37215,755,961,0.34157,0.40273
2009,Second Stage of Tertiary Education,5th Quintile,No,0.10439,206,961,0.08505,0.12374
2010,Lower Secondary Level,1st Quintile,Yes,0.04548,31,31,-0.02908,0.12004
2010,Lower Secondary Level,2nd Quintile,Yes,0.06764,32,32,-0.02076,0.15604
2010,Lower Secondary Level,3rd Quintile,Yes,0.09437,34,34,-0.00537,0.19412
2010,Upper Secondary Level,1st Quintile,Yes,0.09152,136,248,0.05556,0.12748
2010,Upper Secondary Level,1st Quintile,No,0.07100,112,248,0.03897,0.10303
2010,Upper Secondary Level,2nd Quintile,Yes,0.14446,281,476,0.11284,0.17607
2010,Upper Secondary Level,2nd Quintile,No,0.12107,195,476,0.09174,0.15041
2010,Upper Secondary Level,3rd Quintile,Yes,0.25457,450,719,0.22271,0.28644
2010,Upper Secondary Level,3rd Quintile,No,0.14496,269,719,0.11921,0.17071
2010,Upper Secondary Level,4th Quintile,Yes,0.27038,467,703,0.23752,0.30323
2010,Upper Secondary Level,4th Quintile,No,0.13858,236,703,0.11302,0.16414
2010,Upper Secondary Level,5th Quintile,Yes,0.31886,420,587,0.28113,0.35660
2010,Upper Secondary Level,5th Quintile,No,0.11591,167,587,0.08999,0.14183
2010,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.29242,54,54,0.16996,0.41489
2010,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.46711,65,65,0.34487,0.58934
2010,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.40246,95,139,0.32064,0.48428
2010,Post-secondary Non-tertiary Level,4th Quintile,No,0.18857,44,139,0.12330,0.25383
2010,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.35449,106,140,0.27497,0.43401
2010,Post-secondary Non-tertiary Level,5th Quintile,No,0.15902,34,140,0.09823,0.21982
2010,First Stage of Tertiary Education,2nd Quintile,Yes,0.22715,46,46,0.10473,0.34957
2010,First Stage of Tertiary Education,3rd Quintile,Yes,0.28306,75,75,0.18042,0.38570
2010,First Stage of Tertiary Education,4th Quintile,Yes,0.33067,105,147,0.25436,0.40698
2010,First Stage of Tertiary Education,4th Quintile,No,0.14860,42,147,0.09090,0.20629
2010,First Stage of Tertiary Education,5th Quintile,Yes,0.45336,139,178,0.38002,0.52670
2010,First Stage of Tertiary Education,5th Quintile,No,0.15670,39,178,0.10314,0.21025
2010,Second Stage of Tertiary Education,1st Quintile,Yes,0.15698,33,33,0.03094,0.28303
2010,Second Stage of Tertiary Education,2nd Quintile,Yes,0.15518,54,91,0.08037,0.22998
2010,Second Stage of Tertiary Education,2nd Quintile,No,0.11121,37,91,0.04625,0.17616
2010,Second Stage of Tertiary Education,3rd Quintile,Yes,0.24818,148,206,0.18904,0.30731
2010,Second Stage of Tertiary Education,3rd Quintile,No,0.11808,58,206,0.07391,0.16226
2010,Second Stage of Tertiary Education,4th Quintile,Yes,0.37471,281,371,0.32539,0.42403
2010,Second Stage of Tertiary Education,4th Quintile,No,0.10057,90,371,0.06993,0.13122
2010,Second Stage of Tertiary Education,5th Quintile,Yes,0.39797,716,905,0.36606,0.42988
2010,Second Stage of Tertiary Education,5th Quintile,No,0.10551,189,905,0.08549,0.12554
2011,Lower Secondary Level,1st Quintile,Yes,0.05988,89,143,0.02086,0.09891
2011,Lower Secondary Level,1st Quintile,No,0.04549,54,143,0.01122,0.07976
2011,Lower Secondary Level,2nd Quintile,Yes,0.12102,76,111,0.06007,0.18197
2011,Lower Secondary Level,2nd Quintile,No,0.06122,35,111,0.01642,0.10602
2011,Lower Secondary Level,3rd Quintile,Yes,0.12527,59,59,0.04008,0.21046
2011,Lower Secondary Level,4th Quintile,Yes,0.17218,36,36,0.04710,0.29726
2011,Upper Secondary Level,1st Quintile,Yes,0.12501,399,580,0.09807,0.15195
2011,Upper Secondary Level,1st Quintile,No,0.05847,181,580,0.03936,0.07758
2011,Upper Secondary Level,2nd Quintile,Yes,0.19049,606,879,0.16451,0.21646
2011,Upper Secondary Level,2nd Quintile,No,0.09006,273,879,0.07113,0.10900
2011,Upper Secondary Level,3rd Quintile,Yes,0.29105,654,925,0.26176,0.32034
2011,Upper Secondary Level,3rd Quintile,No,0.11616,271,925,0.09550,0.13682
2011,Upper Secondary Level,4th Quintile,Yes,0.30548,587,814,0.27382,0.33714
2011,Upper Secondary Level,4th Quintile,No,0.11915,227,814,0.09688,0.14142
2011,Upper Secondary Level,5th Quintile,Yes,0.33497,458,592,0.29692,0.37302
2011,Upper Secondary Level,5th Quintile,No,0.10156,134,592,0.07720,0.12591
2011,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.12850,61,61,0.04383,0.21318
2011,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.38902,102,140,0.30797,0.47007
2011,Post-secondary Non-tertiary Level,2nd Quintile,No,0.16067,38,140,0.09962,0.22172
2011,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.41879,127,164,0.34305,0.49453
2011,Post-secondary Non-tertiary Level,3rd Quintile,No,0.13507,37,164,0.08260,0.18754
2011,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.46991,134,175,0.39575,0.54407
2011,Post-secondary Non-tertiary Level,4th Quintile,No,0.11583,41,175,0.06828,0.16338
2011,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.45854,129,129,0.37222,0.54486
2011,First Stage of Tertiary Education,1st Quintile,Yes,0.19170,43,43,0.07265,0.31076
2011,First Stage of Tertiary Education,2nd Quintile,Yes,0.23872,86,86,0.14809,0.32935
2011,First Stage of Tertiary Education,3rd Quintile,Yes,0.25618,101,134,0.18199,0.33036
2011,First Stage of Tertiary Education,3rd Quintile,No,0.13239,33,134,0.07479,0.18999
2011,First Stage of Tertiary Education,4th Quintile,Yes,0.39633,144,184,0.32546,0.46719
2011,First Stage of Tertiary Education,4th Quintile,No,0.08152,40,184,0.04187,0.12116
2011,First Stage of Tertiary Education,5th Quintile,Yes,0.41830,141,178,0.34563,0.49098
2011,First Stage of Tertiary Education,5th Quintile,No,0.08147,37,178,0.04117,0.12177
2011,Second Stage of Tertiary Education,1st Quintile,Yes,0.15567,63,63,0.06542,0.24591
2011,Second Stage of Tertiary Education,2nd Quintile,Yes,0.24002,132,171,0.17582,0.30422
2011,Second Stage of Tertiary Education,2nd Quintile,No,0.05432,39,171,0.02025,0.08839
2011,Second Stage of Tertiary Education,3rd Quintile,Yes,0.24997,224,290,0.20005,0.29990
2011,Second Stage of Tertiary Education,3rd Quintile,No,0.08354,66,290,0.05164,0.11545
2011,Second Stage of Tertiary Education,4th Quintile,Yes,0.42780,458,577,0.38740,0.46821
2011,Second Stage of Tertiary Education,4th Quintile,No,0.10452,119,577,0.07953,0.12950
2011,Second Stage of Tertiary Education,5th Quintile,Yes,0.41236,881,1089,0.38311,0.44161
2011,Second Stage of Tertiary Education,5th Quintile,No,0.09248,208,1089,0.07527,0.10970
2012,Lower Secondary Level,1st Quintile,Yes,0.08528,118,172,0.04342,0.12714
2012,Lower Secondary Level,1st Quintile,No,0.04677,54,172,0.01512,0.07842
2012,Lower Secondary Level,2nd Quintile,Yes,0.11094,90,141,0.05892,0.16297
2012,Lower Secondary Level,2nd Quintile,No,0.06167,51,141,0.02182,0.10151
2012,Lower Secondary Level,3rd Quintile,Yes,0.13999,75,115,0.07630,0.20369
2012,Lower Secondary Level,3rd Quintile,No,0.09888,40,115,0.04409,0.15368
2012,Lower Secondary Level,4th Quintile,Yes,0.18593,52,52,0.07916,0.29271
2012,Upper Secondary Level,1st Quintile,Yes,0.12081,486,746,0.09740,0.14421
