year,pgisced97,regtyp,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,First Stage of Tertiary Education,Rural regions,No,0.17374,62,272,0.12863,0.21886
2017,Second Stage of Tertiary Education,Urban regions,Yes,0.82408,1665,2051,0.80760,0.84057
2017,Second Stage of Tertiary Education,Urban regions,No,0.17592,386,2051,0.15943,0.19240
2017,Second Stage of Tertiary Education,Rural regions,Yes,0.78616,627,784,0.75744,0.81488
2017,Second Stage of Tertiary Education,Rural regions,No,0.21384,157,784,0.18512,0.24256
2018,No answer / don't know,Urban regions,Yes,0.77355,90,121,0.69866,0.84843
2018,No answer / don't know,Urban regions,No,0.22645,31,121,0.15157,0.30134
2018,No answer / don't know,Rural regions,Yes,0.56518,37,37,0.40324,0.72712
2018,Primary Level,Urban regions,Yes,0.57213,53,53,0.43765,0.70661
2018,Lower Secondary Level,Urban regions,Yes,0.75639,296,428,0.71567,0.79710
2018,Lower Secondary Level,Urban regions,No,0.24361,132,428,0.20290,0.28433
2018,Lower Secondary Level,Rural regions,Yes,0.69663,161,230,0.63708,0.75617
2018,Lower Secondary Level,Rural regions,No,0.30337,69,230,0.24383,0.36292
2018,Upper Secondary Level,Urban regions,Yes,0.75160,1899,2594,0.73497,0.76823
2018,Upper Secondary Level,Urban regions,No,0.24840,695,2594,0.23177,0.26503
2018,Upper Secondary Level,Rural regions,Yes,0.71042,1303,1876,0.68989,0.73095
2018,Upper Secondary Level,Rural regions,No,0.28958,573,1876,0.26905,0.31011
2018,Post-secondary Non-tertiary Level,Urban regions,Yes,0.79493,575,761,0.76623,0.82364
2018,Post-secondary Non-tertiary Level,Urban regions,No,0.20507,186,761,0.17636,0.23377
2018,Post-secondary Non-tertiary Level,Rural regions,Yes,0.75401,232,320,0.70675,0.80128
2018,Post-secondary Non-tertiary Level,Rural regions,No,0.24599,88,320,0.19872,0.29325
2018,First Stage of Tertiary Education,Urban regions,Yes,0.75526,309,390,0.71253,0.79798
2018,First Stage of Tertiary Education,Urban regions,No,0.24474,81,390,0.20202,0.28747
2018,First Stage of Tertiary Education,Rural regions,Yes,0.77254,205,270,0.72244,0.82263
2018,First Stage of Tertiary Education,Rural regions,No,0.22746,65,270,0.17737,0.27756
2018,Second Stage of Tertiary Education,Urban regions,Yes,0.78652,1666,2188,0.76934,0.80369
2018,Second Stage of Tertiary Education,Urban regions,No,0.21348,522,2188,0.19631,0.23066
2018,Second Stage of Tertiary Education,Rural regions,Yes,0.74186,614,807,0.71165,0.77207
2018,Second Stage of Tertiary Education,Rural regions,No,0.25814,193,807,0.22793,0.28835
2019,No answer / don't know,Urban regions,Yes,0.75824,60,60,0.64899,0.86749
2019,No answer / don't know,Rural regions,Yes,0.75307,33,33,0.60366,0.90248
2019,Primary Level,Urban regions,Yes,0.77205,57,91,0.68537,0.85872
2019,Primary Level,Urban regions,No,0.22795,34,91,0.14128,0.31463
2019,Primary Level,Rural regions,Yes,0.83972,31,31,0.70844,0.97100
2019,Lower Secondary Level,Urban regions,Yes,0.74169,243,347,0.69557,0.78781
2019,Lower Secondary Level,Urban regions,No,0.25831,104,347,0.21219,0.30443
2019,Lower Secondary Level,Rural regions,Yes,0.74015,155,213,0.68112,0.79919
2019,Lower Secondary Level,Rural regions,No,0.25985,58,213,0.20081,0.31888
2019,Upper Secondary Level,No answer / don't know,Yes,0.74181,57,57,0.62718,0.85643
2019,Upper Secondary Level,Urban regions,Yes,0.75578,1643,2220,0.73791,0.77366
2019,Upper Secondary Level,Urban regions,No,0.24422,577,2220,0.22634,0.26209
2019,Upper Secondary Level,Rural regions,Yes,0.72147,1166,1592,0.69944,0.74350
2019,Upper Secondary Level,Rural regions,No,0.27853,426,1592,0.25650,0.30056
2019,Post-secondary Non-tertiary Level,Urban regions,Yes,0.79589,523,670,0.76534,0.82643
2019,Post-secondary Non-tertiary Level,Urban regions,No,0.20411,147,670,0.17357,0.23466
2019,Post-secondary Non-tertiary Level,Rural regions,Yes,0.74511,224,298,0.69554,0.79467
2019,Post-secondary Non-tertiary Level,Rural regions,No,0.25489,74,298,0.20533,0.30446
2019,First Stage of Tertiary Education,Urban regions,Yes,0.79184,279,352,0.74936,0.83431
2019,First Stage of Tertiary Education,Urban regions,No,0.20816,73,352,0.16569,0.25064
2019,First Stage of Tertiary Education,Rural regions,Yes,0.80215,199,249,0.75257,0.85173
2019,First Stage of Tertiary Education,Rural regions,No,0.19785,50,249,0.14827,0.24743
2019,Second Stage of Tertiary Education,No answer / don't know,Yes,0.66064,57,57,0.53662,0.78465
2019,Second Stage of Tertiary Education,Urban regions,Yes,0.82153,1616,2041,0.80491,0.83814
2019,Second Stage of Tertiary Education,Urban regions,No,0.17847,425,2041,0.16186,0.19509
2019,Second Stage of Tertiary Education,Rural regions,Yes,0.76409,600,761,0.73390,0.79427
2019,Second Stage of Tertiary Education,Rural regions,No,0.23591,161,761,0.20573,0.26610
2020,No answer / don't know,Urban regions,Yes,0.79788,86,137,0.73039,0.86537
2020,No answer / don't know,Urban regions,No,0.20212,51,137,0.13463,0.26961
2020,Primary Level,Urban regions,Yes,0.49471,56,98,0.39521,0.59421
2020,Primary Level,Urban regions,No,0.50529,42,98,0.40579,0.60479
2020,Lower Secondary Level,Urban regions,Yes,0.57730,259,426,0.53033,0.62427
2020,Lower Secondary Level,Urban regions,No,0.42270,167,426,0.37573,0.46967
2020,Lower Secondary Level,Rural regions,Yes,0.59515,145,254,0.53467,0.65564
2020,Lower Secondary Level,Rural regions,No,0.40485,109,254,0.34436,0.46533
2020,Upper Secondary Level,Urban regions,Yes,0.61537,1496,2444,0.59608,0.63466
2020,Upper Secondary Level,Urban regions,No,0.38463,948,2444,0.36534,0.40392
2020,Upper Secondary Level,Rural regions,Yes,0.64512,1048,1683,0.62225,0.66799
2020,Upper Secondary Level,Rural regions,No,0.35488,635,1683,0.33201,0.37775
2020,Post-secondary Non-tertiary Level,Urban regions,Yes,0.68396,531,809,0.65190,0.71602
2020,Post-secondary Non-tertiary Level,Urban regions,No,0.31604,278,809,0.28398,0.34810
2020,Post-secondary Non-tertiary Level,Rural regions,Yes,0.68290,227,343,0.63358,0.73222
2020,Post-secondary Non-tertiary Level,Rural regions,No,0.31710,116,343,0.26778,0.36642
2020,First Stage of Tertiary Education,Urban regions,Yes,0.68836,258,374,0.64136,0.73537
2020,First Stage of Tertiary Education,Urban regions,No,0.31164,116,374,0.26463,0.35864
2020,First Stage of Tertiary Education,Rural regions,Yes,0.65496,169,255,0.59650,0.71342
2020,First Stage of Tertiary Education,Rural regions,No,0.34504,86,255,0.28658,0.40350
2020,Second Stage of Tertiary Education,Urban regions,Yes,0.69722,1640,2456,0.67904,0.71539
2020,Second Stage of Tertiary Education,Urban regions,No,0.30278,816,2456,0.28461,0.32096
2020,Second Stage of Tertiary Education,Rural regions,Yes,0.69824,554,823,0.66686,0.72962
2020,Second Stage of Tertiary Education,Rural regions,No,0.30176,269,823,0.27038,0.33314
2021,No answer / don't know,Urban regions,Yes,0.58625,135,195,0.51695,0.65556
2021,No answer / don't know,Urban regions,No,0.41375,60,195,0.34444,0.48305
2021,No answer / don't know,Rural regions,Yes,0.72292,48,48,0.59497,0.85087
2021,Primary Level,Urban regions,Yes,0.63603,61,115,0.54770,0.72435
2021,Primary Level,Urban regions,No,0.36397,54,115,0.27565,0.45230
2021,Lower Secondary Level,Urban regions,Yes,0.65956,155,244,0.59998,0.71914
2021,Lower Secondary Level,Urban regions,No,0.34044,89,244,0.28086,0.40002
2021,Lower Secondary Level,Rural regions,Yes,0.73662,107,147,0.66518,0.80807
2021,Lower Secondary Level,Rural regions,No,0.26338,40,147,0.19193,0.33482
2021,Upper Secondary Level,Urban regions,Yes,0.72971,1082,1533,0.70747,0.75195
2021,Upper Secondary Level,Urban regions,No,0.27029,451,1533,0.24805,0.29253
2021,Upper Secondary Level,Rural regions,Yes,0.71409,748,1048,0.68672,0.74146
2021,Upper Secondary Level,Rural regions,No,0.28591,300,1048,0.25854,0.31328
2021,Post-secondary Non-tertiary Level,Urban regions,Yes,0.78402,442,568,0.75015,0.81789
2021,Post-secondary Non-tertiary Level,Urban regions,No,0.21598,126,568,0.18211,0.24985
2021,Post-secondary Non-tertiary Level,Rural regions,Yes,0.81010,183,235,0.75985,0.86036
2021,Post-secondary Non-tertiary Level,Rural regions,No,0.18990,52,235,0.13964,0.24015
2021,First Stage of Tertiary Education,Urban regions,Yes,0.77324,183,246,0.72081,0.82568
2021,First Stage of Tertiary Education,Urban regions,No,0.22676,63,246,0.17432,0.27919
2021,First Stage of Tertiary Education,Rural regions,Yes,0.68010,127,171,0.60998,0.75022
2021,First Stage of Tertiary Education,Rural regions,No,0.31990,44,171,0.24978,0.39002
2021,Second Stage of Tertiary Education,Urban regions,Yes,0.76943,1386,1841,0.75018,0.78868
2021,Second Stage of Tertiary Education,Urban regions,No,0.23057,455,1841,0.21132,0.24982
2021,Second Stage of Tertiary Education,Rural regions,Yes,0.73108,474,648,0.69691,0.76524
2021,Second Stage of Tertiary Education,Rural regions,No,0.26892,174,648,0.23476,0.30309
2022,No answer / don't know,Urban regions,Yes,0.69349,745,1071,0.66587,0.72112
2022,No answer / don't know,Urban regions,No,0.30651,326,1071,0.27888,0.33413
2022,No answer / don't know,Rural regions,Yes,0.66549,318,459,0.62228,0.70870
2022,No answer / don't know,Rural regions,No,0.33451,141,459,0.29130,0.37772
2022,Primary Level,Urban regions,Yes,0.61466,61,116,0.52571,0.70361
2022,Primary Level,Urban regions,No,0.38534,55,116,0.29639,0.47429
2022,Lower Secondary Level,Urban regions,Yes,0.72286,213,314,0.67328,0.77245
2022,Lower Secondary Level,Urban regions,No,0.27714,101,314,0.22755,0.32672
2022,Lower Secondary Level,Rural regions,Yes,0.75993,130,179,0.69719,0.82268
2022,Lower Secondary Level,Rural regions,No,0.24007,49,179,0.17732,0.30281
2022,Upper Secondary Level,Urban regions,Yes,0.71199,1546,2184,0.69300,0.73099
2022,Upper Secondary Level,Urban regions,No,0.28801,638,2184,0.26901,0.30700
2022,Upper Secondary Level,Rural regions,Yes,0.68901,1031,1516,0.66570,0.71232
2022,Upper Secondary Level,Rural regions,No,0.31099,485,1516,0.28768,0.33430
2022,Post-secondary Non-tertiary Level,Urban regions,Yes,0.76872,660,895,0.74108,0.79636
2022,Post-secondary Non-tertiary Level,Urban regions,No,0.23128,235,895,0.20364,0.25892
2022,Post-secondary Non-tertiary Level,Rural regions,Yes,0.82889,278,369,0.79042,0.86737
2022,Post-secondary Non-tertiary Level,Rural regions,No,0.17111,91,369,0.13263,0.20958
2022,First Stage of Tertiary Education,Urban regions,Yes,0.75176,290,386,0.70861,0.79492
2022,First Stage of Tertiary Education,Urban regions,No,0.24824,96,386,0.20508,0.29139
2022,First Stage of Tertiary Education,Rural regions,Yes,0.76377,204,269,0.71292,0.81463
2022,First Stage of Tertiary Education,Rural regions,No,0.23623,65,269,0.18537,0.28708
2022,Second Stage of Tertiary Education,Urban regions,Yes,0.75141,2547,3459,0.73700,0.76582
2022,Second Stage of Tertiary Education,Urban regions,No,0.24859,912,3459,0.23418,0.26300
2022,Second Stage of Tertiary Education,Rural regions,Yes,0.71727,727,985,0.68913,0.74541
2022,Second Stage of Tertiary Education,Rural regions,No,0.28273,258,985,0.25459,0.31087
