,Unnamed: 0,year,age_gr,regtyp,plb0195_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
614,614,2011,46-65 y.,Rural regions,Paid,0.1106,179,10113,0.09345,0.12734
615,615,2011,46-65 y.,Rural regions,Not compensated,0.16578,291,10113,0.14606,0.18889
616,616,2012,17-29 y.,Urban regions,Comp. time,0.50653,378,10329,0.44956,0.5567
617,617,2012,17-29 y.,Urban regions,Some of both,0.2355,187,10329,0.19342,0.27419
618,618,2012,17-29 y.,Urban regions,Paid,0.12115,133,10329,0.10229,0.13927
619,619,2012,17-29 y.,Urban regions,Not compensated,0.13682,109,10329,0.11297,0.17024
620,620,2012,17-29 y.,Rural regions,Comp. time,0.59622,289,10329,0.52223,0.67138
621,621,2012,17-29 y.,Rural regions,Some of both,0.1873,106,10329,0.14645,0.227
622,622,2012,17-29 y.,Rural regions,Paid,0.11913,65,10329,0.09079,0.14697
623,623,2012,17-29 y.,Rural regions,Not compensated,0.09734,53,10329,0.07601,0.12448
624,624,2012,30-45 y.,Urban regions,Comp. time,0.49716,1526,10329,0.46962,0.53374
625,625,2012,30-45 y.,Urban regions,Some of both,0.19598,591,10329,0.17493,0.21432
626,626,2012,30-45 y.,Urban regions,Paid,0.10695,352,10329,0.0938,0.12203
627,627,2012,30-45 y.,Urban regions,Not compensated,0.19991,578,10329,0.17938,0.22547
628,628,2012,30-45 y.,Rural regions,Comp. time,0.49346,890,10329,0.44677,0.53749
629,629,2012,30-45 y.,Rural regions,Some of both,0.25744,372,10329,0.22184,0.29494
630,630,2012,30-45 y.,Rural regions,Paid,0.10866,225,10329,0.09495,0.12608
631,631,2012,30-45 y.,Rural regions,Not compensated,0.14044,212,10329,0.11642,0.16991
632,632,2012,46-65 y.,Urban regions,Comp. time,0.48717,1326,10329,0.45838,0.51188
633,633,2012,46-65 y.,Urban regions,Some of both,0.20045,503,10329,0.18337,0.21448
634,634,2012,46-65 y.,Urban regions,Paid,0.12618,269,10329,0.10971,0.14164
635,635,2012,46-65 y.,Urban regions,Not compensated,0.1862,578,10329,0.16887,0.20491
636,636,2012,46-65 y.,Rural regions,Comp. time,0.57654,880,10329,0.54322,0.61446
637,637,2012,46-65 y.,Rural regions,Some of both,0.19414,294,10329,0.16704,0.22355
638,638,2012,46-65 y.,Rural regions,Paid,0.09244,151,10329,0.07674,0.10844
639,639,2012,46-65 y.,Rural regions,Not compensated,0.13687,262,10329,0.11945,0.15466
640,640,2013,17-29 y.,Urban regions,Comp. time,0.53522,524,10996,0.48307,0.5941
641,641,2013,17-29 y.,Urban regions,Some of both,0.18903,209,10996,0.16061,0.22016
642,642,2013,17-29 y.,Urban regions,Paid,0.15565,165,10996,0.12611,0.18014
643,643,2013,17-29 y.,Urban regions,Not compensated,0.12011,145,10996,0.09881,0.14221
644,644,2013,17-29 y.,Rural regions,Comp. time,0.53629,271,10996,0.46952,0.63371
645,645,2013,17-29 y.,Rural regions,Some of both,0.24044,134,10996,0.18876,0.28775
646,646,2013,17-29 y.,Rural regions,Paid,0.11525,76,10996,0.08362,0.14258
647,647,2013,17-29 y.,Rural regions,Not compensated,0.10802,54,10996,0.08054,0.13079
648,648,2013,30-45 y.,Urban regions,Comp. time,0.4739,1628,10996,0.44283,0.51294
649,649,2013,30-45 y.,Urban regions,Some of both,0.21666,694,10996,0.19675,0.24351
650,650,2013,30-45 y.,Urban regions,Paid,0.10663,439,10996,0.09069,0.11965
651,651,2013,30-45 y.,Urban regions,Not compensated,0.20281,578,10996,0.17845,0.23354
652,652,2013,30-45 y.,Rural regions,Comp. time,0.51237,911,10996,0.46513,0.5578
653,653,2013,30-45 y.,Rural regions,Some of both,0.22543,346,10996,0.1927,0.25761
654,654,2013,30-45 y.,Rural regions,Paid,0.11456,239,10996,0.09917,0.1327
655,655,2013,30-45 y.,Rural regions,Not compensated,0.14764,228,10996,0.11978,0.17728
656,656,2013,46-65 y.,Urban regions,Comp. time,0.52152,1426,10996,0.4923,0.55329
657,657,2013,46-65 y.,Urban regions,Some of both,0.1815,498,10996,0.16582,0.20194
658,658,2013,46-65 y.,Urban regions,Paid,0.10814,311,10996,0.09538,0.12326
659,659,2013,46-65 y.,Urban regions,Not compensated,0.18884,556,10996,0.1712,0.20726
660,660,2013,46-65 y.,Rural regions,Comp. time,0.52556,826,10996,0.49201,0.56391
661,661,2013,46-65 y.,Rural regions,Some of both,0.23025,322,10996,0.20313,0.26355
662,662,2013,46-65 y.,Rural regions,Paid,0.10528,163,10996,0.08605,0.12439
663,663,2013,46-65 y.,Rural regions,Not compensated,0.13891,253,10996,0.1209,0.15906
664,664,2014,17-29 y.,Urban regions,Comp. time,0.50014,460,10011,0.44571,0.55117
665,665,2014,17-29 y.,Urban regions,Some of both,0.2322,205,10011,0.1915,0.2683
666,666,2014,17-29 y.,Urban regions,Paid,0.13597,139,10011,0.11521,0.15673
667,667,2014,17-29 y.,Urban regions,Not compensated,0.13169,140,10011,0.1084,0.15642
668,668,2014,17-29 y.,Rural regions,Comp. time,0.57407,264,10011,0.49849,0.64742
669,669,2014,17-29 y.,Rural regions,Some of both,0.21536,103,10011,0.17221,0.25313
670,670,2014,17-29 y.,Rural regions,Paid,0.12626,74,10011,0.09123,0.1731
671,671,2014,17-29 y.,Rural regions,Not compensated,0.08431,42,10011,0.06282,0.11204
672,672,2014,30-45 y.,Urban regions,Comp. time,0.48416,1333,10011,0.45261,0.52234
673,673,2014,30-45 y.,Urban regions,Some of both,0.2234,644,10011,0.20029,0.24567
674,674,2014,30-45 y.,Urban regions,Paid,0.10423,333,10011,0.08791,0.12094
675,675,2014,30-45 y.,Urban regions,Not compensated,0.18821,508,10011,0.16589,0.20858
676,676,2014,30-45 y.,Rural regions,Comp. time,0.52588,814,10011,0.47577,0.59108
677,677,2014,30-45 y.,Rural regions,Some of both,0.23032,355,10011,0.19715,0.26361
678,678,2014,30-45 y.,Rural regions,Paid,0.0982,190,10011,0.08187,0.11771
679,679,2014,30-45 y.,Rural regions,Not compensated,0.1456,186,10011,0.12006,0.17297
680,680,2014,46-65 y.,Urban regions,Comp. time,0.51108,1389,10011,0.47738,0.54522
681,681,2014,46-65 y.,Urban regions,Some of both,0.20203,522,10011,0.18512,0.22336
682,682,2014,46-65 y.,Urban regions,Paid,0.11741,303,10011,0.10308,0.13533
683,683,2014,46-65 y.,Urban regions,Not compensated,0.16948,485,10011,0.15285,0.1863
684,684,2014,46-65 y.,Rural regions,Comp. time,0.52271,813,10011,0.48693,0.56912
685,685,2014,46-65 y.,Rural regions,Some of both,0.22941,328,10011,0.20591,0.25869
686,686,2014,46-65 y.,Rural regions,Paid,0.09524,144,10011,0.07708,0.116
687,687,2014,46-65 y.,Rural regions,Not compensated,0.15264,237,10011,0.13108,0.17609
688,688,2018,17-29 y.,Urban regions,Comp. time,0.52071,483,9801,0.46999,0.57276
689,689,2018,17-29 y.,Urban regions,Some of both,0.24629,223,9801,0.21152,0.2857
690,690,2018,17-29 y.,Urban regions,Paid,0.11787,141,9801,0.10085,0.13552
691,691,2018,17-29 y.,Urban regions,Not compensated,0.11513,114,9801,0.08983,0.14603
692,692,2018,17-29 y.,Rural regions,Comp. time,0.61685,287,9801,0.52388,0.70144
693,693,2018,17-29 y.,Rural regions,Some of both,0.2388,142,9801,0.19995,0.29099
694,694,2018,17-29 y.,Rural regions,Paid,0.09342,61,9801,0.07182,0.11308
695,695,2018,17-29 y.,Rural regions,Not compensated,0.05092,35,9801,0.03321,0.07059
696,696,2018,30-45 y.,Urban regions,Comp. time,0.52107,1193,9801,0.48491,0.55927
697,697,2018,30-45 y.,Urban regions,Some of both,0.23436,526,9801,0.20628,0.25515
698,698,2018,30-45 y.,Urban regions,Paid,0.10974,294,9801,0.0946,0.12664
699,699,2018,30-45 y.,Urban regions,Not compensated,0.13483,340,9801,0.11824,0.15612
700,700,2018,30-45 y.,Rural regions,Comp. time,0.54836,694,9801,0.50471,0.60135
701,701,2018,30-45 y.,Rural regions,Some of both,0.23783,291,9801,0.20185,0.27747
702,702,2018,30-45 y.,Rural regions,Paid,0.10682,148,9801,0.0877,0.12869
703,703,2018,30-45 y.,Rural regions,Not compensated,0.10699,122,9801,0.08713,0.13261
704,704,2018,46-65 y.,Urban regions,Comp. time,0.53397,1642,9801,0.50018,0.56188
705,705,2018,46-65 y.,Urban regions,Some of both,0.19913,569,9801,0.18518,0.22051
706,706,2018,46-65 y.,Urban regions,Paid,0.11391,340,9801,0.10189,0.12617
707,707,2018,46-65 y.,Urban regions,Not compensated,0.15299,445,9801,0.13786,0.17163
708,708,2018,46-65 y.,Rural regions,Comp. time,0.54904,940,9801,0.50951,0.59002
709,709,2018,46-65 y.,Rural regions,Some of both,0.21627,372,9801,0.19368,0.24068
710,710,2018,46-65 y.,Rural regions,Paid,0.0925,186,9801,0.07748,0.10951
711,711,2018,46-65 y.,Rural regions,Not compensated,0.14219,213,9801,0.1208,0.16433
712,712,2020,17-29 y.,Urban regions,Comp. time,0.55599,579,9851,0.49125,0.61107
713,713,2020,17-29 y.,Urban regions,Some of both,0.24372,264,9851,0.20884,0.28789
714,714,2020,17-29 y.,Urban regions,Paid,0.11936,165,9851,0.088,0.15459
715,715,2020,17-29 y.,Urban regions,Not compensated,0.08093,124,9851,0.06411,0.1012
716,716,2020,17-29 y.,Rural regions,Comp. time,0.61737,264,9851,0.52087,0.71644
717,717,2020,17-29 y.,Rural regions,Some of both,0.21474,117,9851,0.17347,0.26167
718,718,2020,17-29 y.,Rural regions,Paid,0.09204,73,9851,0.06418,0.12064
719,719,2020,17-29 y.,Rural regions,Not compensated,0.07585,36,9851,0.05049,0.10253
720,720,2020,30-45 y.,Urban regions,Comp. time,0.55868,1219,9851,0.51442,0.59489
721,721,2020,30-45 y.,Urban regions,Some of both,0.24042,548,9851,0.21202,0.26869
722,722,2020,30-45 y.,Urban regions,Paid,0.0862,278,9851,0.06955,0.10446
723,723,2020,30-45 y.,Urban regions,Not compensated,0.1147,329,9851,0.09598,0.13445
724,724,2020,30-45 y.,Rural regions,Comp. time,0.56804,616,9851,0.50728,0.63642
725,725,2020,30-45 y.,Rural regions,Some of both,0.28738,320,9851,0.25156,0.33343
726,726,2020,30-45 y.,Rural regions,Paid,0.06841,125,9851,0.0559,0.08372
727,727,2020,30-45 y.,Rural regions,Not compensated,0.07617,111,9851,0.06049,0.09184
728,728,2020,46-65 y.,Urban regions,Comp. time,0.55517,1612,9851,0.5254,0.58977
729,729,2020,46-65 y.,Urban regions,Some of both,0.20699,614,9851,0.18679,0.22804
730,730,2020,46-65 y.,Urban regions,Paid,0.10193,274,9851,0.08947,0.11778
731,731,2020,46-65 y.,Urban regions,Not compensated,0.13592,497,9851,0.1198,0.15069
732,732,2020,46-65 y.,Rural regions,Comp. time,0.54183,967,9851,0.5075,0.5841
733,733,2020,46-65 y.,Rural regions,Some of both,0.21975,342,9851,0.19173,0.24516
734,734,2020,46-65 y.,Rural regions,Paid,0.11008,169,9851,0.09177,0.13308
735,735,2020,46-65 y.,Rural regions,Not compensated,0.12834,208,9851,0.10641,0.15162
