year,pgisced97,sex,plb0195_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2006,Upper Secondary Level,female,Comp. time,0.61494,1025,7244,0.61451,0.61537
2006,Upper Secondary Level,female,Some of both,0.16081,267,7244,0.16049,0.16114
2006,Upper Secondary Level,female,Paid,0.10611,167,7244,0.10584,0.10638
2006,Upper Secondary Level,female,Not compensated,0.11814,192,7244,0.11785,0.11842
2006,Post-secondary Non-tertiary Level,male,Comp. time,0.56651,117,7244,0.56537,0.56765
2006,Post-secondary Non-tertiary Level,male,Some of both,0.17797,48,7244,0.17709,0.17885
2006,Post-secondary Non-tertiary Level,male,Not compensated,0.25553,65,7244,0.25452,0.25653
2006,Post-secondary Non-tertiary Level,female,Comp. time,0.71923,199,7244,0.71831,0.72016
2006,Post-secondary Non-tertiary Level,female,Some of both,0.14809,48,7244,0.14735,0.14882
2006,Post-secondary Non-tertiary Level,female,Not compensated,0.13268,48,7244,0.13198,0.13338
2006,First Stage of Tertiary Education,male,Comp. time,0.46687,170,7244,0.46597,0.46778
2006,First Stage of Tertiary Education,male,Some of both,0.22487,90,7244,0.22411,0.22563
2006,First Stage of Tertiary Education,male,Not compensated,0.30826,100,7244,0.30742,0.30910
2006,First Stage of Tertiary Education,female,Comp. time,0.67339,204,7244,0.67234,0.67443
2006,First Stage of Tertiary Education,female,Some of both,0.17238,46,7244,0.17153,0.17322
2006,First Stage of Tertiary Education,female,Not compensated,0.15424,33,7244,0.15343,0.15504
2006,Second Stage of Tertiary Education,male,Comp. time,0.35571,394,7244,0.35516,0.35626
2006,Second Stage of Tertiary Education,male,Some of both,0.15178,162,7244,0.15137,0.15219
2006,Second Stage of Tertiary Education,male,Paid,0.04695,48,7244,0.04671,0.04720
2006,Second Stage of Tertiary Education,male,Not compensated,0.44556,529,7244,0.44499,0.44613
2006,Second Stage of Tertiary Education,female,Comp. time,0.45287,422,7244,0.45219,0.45355
2006,Second Stage of Tertiary Education,female,Some of both,0.15175,127,7244,0.15126,0.15224
2006,Second Stage of Tertiary Education,female,Paid,0.06043,48,7244,0.06010,0.06075
2006,Second Stage of Tertiary Education,female,Not compensated,0.33496,309,7244,0.33431,0.33560
2007,Lower Secondary Level,male,Comp. time,0.51596,78,6700,0.51471,0.51720
2007,Lower Secondary Level,male,Some of both,0.24196,44,6700,0.24089,0.24303
2007,Lower Secondary Level,male,Paid,0.24208,35,6700,0.24102,0.24315
2007,Lower Secondary Level,female,Comp. time,1.00000,74,6700,1.00000,1.00000
2007,Upper Secondary Level,male,Comp. time,0.45580,865,6700,0.45543,0.45618
2007,Upper Secondary Level,male,Some of both,0.26668,510,6700,0.26635,0.26701
2007,Upper Secondary Level,male,Paid,0.15106,285,6700,0.15079,0.15133
2007,Upper Secondary Level,male,Not compensated,0.12645,264,6700,0.12621,0.12670
2007,Upper Secondary Level,female,Comp. time,0.62421,959,6700,0.62378,0.62464
2007,Upper Secondary Level,female,Some of both,0.17814,245,6700,0.17779,0.17848
2007,Upper Secondary Level,female,Paid,0.09228,141,6700,0.09202,0.09254
2007,Upper Secondary Level,female,Not compensated,0.10538,164,6700,0.10510,0.10565
2007,Post-secondary Non-tertiary Level,male,Comp. time,0.49807,104,6700,0.49693,0.49920
2007,Post-secondary Non-tertiary Level,male,Some of both,0.26216,55,6700,0.26116,0.26316
2007,Post-secondary Non-tertiary Level,male,Not compensated,0.23977,63,6700,0.23880,0.24074
2007,Post-secondary Non-tertiary Level,female,Comp. time,0.66450,181,6700,0.66354,0.66546
2007,Post-secondary Non-tertiary Level,female,Some of both,0.21037,51,6700,0.20954,0.21120
2007,Post-secondary Non-tertiary Level,female,Not compensated,0.12513,48,6700,0.12446,0.12580
2007,First Stage of Tertiary Education,male,Comp. time,0.47098,175,6700,0.47008,0.47188
2007,First Stage of Tertiary Education,male,Some of both,0.25755,87,6700,0.25676,0.25834
2007,First Stage of Tertiary Education,male,Not compensated,0.27147,96,6700,0.27067,0.27227
2007,First Stage of Tertiary Education,female,Comp. time,0.62997,170,6700,0.62890,0.63104
2007,First Stage of Tertiary Education,female,Some of both,0.17407,45,6700,0.17323,0.17491
2007,First Stage of Tertiary Education,female,Not compensated,0.19595,33,6700,0.19507,0.19683
2007,Second Stage of Tertiary Education,male,Comp. time,0.34663,361,6700,0.34609,0.34717
2007,Second Stage of Tertiary Education,male,Some of both,0.17237,167,6700,0.17195,0.17280
2007,Second Stage of Tertiary Education,male,Paid,0.04484,36,6700,0.04461,0.04508
2007,Second Stage of Tertiary Education,male,Not compensated,0.43615,501,6700,0.43559,0.43671
2007,Second Stage of Tertiary Education,female,Comp. time,0.51623,436,6700,0.51556,0.51690
2007,Second Stage of Tertiary Education,female,Some of both,0.13791,124,6700,0.13744,0.13837
2007,Second Stage of Tertiary Education,female,Paid,0.04743,33,6700,0.04714,0.04772
2007,Second Stage of Tertiary Education,female,Not compensated,0.29843,270,6700,0.29782,0.29905
2008,Lower Secondary Level,male,Comp. time,0.51848,83,6567,0.51727,0.51970
2008,Lower Secondary Level,male,Some of both,0.27262,49,6567,0.27154,0.27371
2008,Lower Secondary Level,male,Paid,0.20890,31,6567,0.20791,0.20989
2008,Lower Secondary Level,female,Comp. time,1.00000,91,6567,1.00000,1.00000
2008,Upper Secondary Level,male,Comp. time,0.46157,842,6567,0.46121,0.46193
2008,Upper Secondary Level,male,Some of both,0.26922,486,6567,0.26890,0.26954
2008,Upper Secondary Level,male,Paid,0.15195,287,6567,0.15170,0.15221
2008,Upper Secondary Level,male,Not compensated,0.11725,259,6567,0.11702,0.11749
2008,Upper Secondary Level,female,Comp. time,0.57832,905,6567,0.57790,0.57874
2008,Upper Secondary Level,female,Some of both,0.20802,293,6567,0.20767,0.20836
2008,Upper Secondary Level,female,Paid,0.08497,134,6567,0.08473,0.08521
2008,Upper Secondary Level,female,Not compensated,0.12870,193,6567,0.12841,0.12898
2008,Post-secondary Non-tertiary Level,male,Comp. time,0.49608,99,6567,0.49497,0.49719
2008,Post-secondary Non-tertiary Level,male,Some of both,0.23379,50,6567,0.23285,0.23473
2008,Post-secondary Non-tertiary Level,male,Not compensated,0.27014,63,6567,0.26915,0.27112
2008,Post-secondary Non-tertiary Level,female,Comp. time,0.69956,182,6567,0.69866,0.70045
2008,Post-secondary Non-tertiary Level,female,Some of both,0.19992,58,6567,0.19914,0.20070
2008,Post-secondary Non-tertiary Level,female,Not compensated,0.10052,37,6567,0.09993,0.10111
2008,First Stage of Tertiary Education,male,Comp. time,0.45740,149,6567,0.45652,0.45827
2008,First Stage of Tertiary Education,male,Some of both,0.23008,83,6567,0.22934,0.23083
2008,First Stage of Tertiary Education,male,Paid,0.08550,33,6567,0.08500,0.08599
2008,First Stage of Tertiary Education,male,Not compensated,0.22702,82,6567,0.22629,0.22776
2008,First Stage of Tertiary Education,female,Comp. time,0.82312,172,6567,0.82220,0.82403
2008,First Stage of Tertiary Education,female,Some of both,0.17688,43,6567,0.17597,0.17780
2008,Second Stage of Tertiary Education,male,Comp. time,0.36505,349,6567,0.36451,0.36559
2008,Second Stage of Tertiary Education,male,Some of both,0.14969,143,6567,0.14929,0.15009
2008,Second Stage of Tertiary Education,male,Paid,0.07655,57,6567,0.07625,0.07684
2008,Second Stage of Tertiary Education,male,Not compensated,0.40871,457,6567,0.40816,0.40926
2008,Second Stage of Tertiary Education,female,Comp. time,0.47876,408,6567,0.47811,0.47941
2008,Second Stage of Tertiary Education,female,Some of both,0.13623,115,6567,0.13578,0.13667
2008,Second Stage of Tertiary Education,female,Paid,0.05126,42,6567,0.05097,0.05154
2008,Second Stage of Tertiary Education,female,Not compensated,0.33376,292,6567,0.33315,0.33438
2009,Lower Secondary Level,male,Comp. time,0.64116,56,5778,0.63967,0.64266
2009,Lower Secondary Level,male,Some of both,0.35884,35,5778,0.35734,0.36033
2009,Lower Secondary Level,female,Comp. time,1.00000,54,5778,1.00000,1.00000
2009,Upper Secondary Level,male,Comp. time,0.46736,755,5778,0.46699,0.46774
2009,Upper Secondary Level,male,Some of both,0.27699,419,5778,0.27666,0.27733
2009,Upper Secondary Level,male,Paid,0.14364,226,5778,0.14337,0.14390
2009,Upper Secondary Level,male,Not compensated,0.11200,214,5778,0.11177,0.11224
2009,Upper Secondary Level,female,Comp. time,0.57785,795,5778,0.57742,0.57828
2009,Upper Secondary Level,female,Some of both,0.19692,261,5778,0.19657,0.19726
2009,Upper Secondary Level,female,Paid,0.11032,143,5778,0.11005,0.11060
2009,Upper Secondary Level,female,Not compensated,0.11491,155,5778,0.11463,0.11519
2009,Post-secondary Non-tertiary Level,male,Comp. time,0.58918,95,5778,0.58807,0.59028
2009,Post-secondary Non-tertiary Level,male,Some of both,0.18980,33,5778,0.18892,0.19068
2009,Post-secondary Non-tertiary Level,male,Not compensated,0.22102,50,5778,0.22009,0.22195
2009,Post-secondary Non-tertiary Level,female,Comp. time,0.64125,163,5778,0.64033,0.64217
2009,Post-secondary Non-tertiary Level,female,Some of both,0.22531,62,5778,0.22451,0.22611
2009,Post-secondary Non-tertiary Level,female,Not compensated,0.13344,40,5778,0.13279,0.13410
2009,First Stage of Tertiary Education,male,Comp. time,0.50506,144,5778,0.50416,0.50595
2009,First Stage of Tertiary Education,male,Some of both,0.23125,76,5778,0.23049,0.23200
2009,First Stage of Tertiary Education,male,Not compensated,0.26370,76,5778,0.26291,0.26449
2009,First Stage of Tertiary Education,female,Comp. time,0.78428,157,5778,0.78331,0.78525
2009,First Stage of Tertiary Education,female,Some of both,0.21572,33,5778,0.21475,0.21669
2009,Second Stage of Tertiary Education,male,Comp. time,0.33917,331,5778,0.33866,0.33969
2009,Second Stage of Tertiary Education,male,Some of both,0.18011,136,5778,0.17969,0.18053
2009,Second Stage of Tertiary Education,male,Paid,0.08095,50,5778,0.08065,0.08125
2009,Second Stage of Tertiary Education,male,Not compensated,0.39977,425,5778,0.39924,0.40030
2009,Second Stage of Tertiary Education,female,Comp. time,0.50918,394,5778,0.50855,0.50981
2009,Second Stage of Tertiary Education,female,Some of both,0.16633,118,5778,0.16586,0.16680
2009,Second Stage of Tertiary Education,female,Paid,0.04411,38,5778,0.04385,0.04437
2009,Second Stage of Tertiary Education,female,Not compensated,0.28038,244,5778,0.27981,0.28094
2010,Lower Secondary Level,male,Comp. time,0.52347,98,8219,0.52224,0.52470
2010,Lower Secondary Level,male,Some of both,0.21936,50,8219,0.21834,0.22038
2010,Lower Secondary Level,male,Paid,0.25717,68,8219,0.25610,0.25825
2010,Lower Secondary Level,female,Comp. time,0.72868,117,8219,0.72736,0.73000
2010,Lower Secondary Level,female,Paid,0.27132,31,8219,0.27000,0.27264
2010,Upper Secondary Level,male,Comp. time,0.49261,1067,8219,0.49224,0.49299
2010,Upper Secondary Level,male,Some of both,0.24421,579,8219,0.24388,0.24453
2010,Upper Secondary Level,male,Paid,0.16107,379,8219,0.16079,0.16134
2010,Upper Secondary Level,male,Not compensated,0.10211,253,8219,0.10188,0.10234
2010,Upper Secondary Level,female,Comp. time,0.61301,1111,8219,0.61260,0.61342
2010,Upper Secondary Level,female,Some of both,0.15789,294,8219,0.15758,0.15819
2010,Upper Secondary Level,female,Paid,0.10831,207,8219,0.10805,0.10857
2010,Upper Secondary Level,female,Not compensated,0.12079,189,8219,0.12052,0.12107
2010,Post-secondary Non-tertiary Level,male,Comp. time,0.49363,154,8219,0.49261,0.49466
2010,Post-secondary Non-tertiary Level,male,Some of both,0.24010,55,8219,0.23922,0.24097
2010,Post-secondary Non-tertiary Level,male,Paid,0.07455,38,8219,0.07401,0.07509
2010,Post-secondary Non-tertiary Level,male,Not compensated,0.19172,66,8219,0.19091,0.19253
2010,Post-secondary Non-tertiary Level,female,Comp. time,0.72256,272,8219,0.72173,0.72338
2010,Post-secondary Non-tertiary Level,female,Some of both,0.13427,69,8219,0.13364,0.13490
2010,Post-secondary Non-tertiary Level,female,Paid,0.07135,44,8219,0.07087,0.07182
2010,Post-secondary Non-tertiary Level,female,Not compensated,0.07183,42,8219,0.07135,0.07230
2010,First Stage of Tertiary Education,male,Comp. time,0.50156,204,8219,0.50068,0.50245
2010,First Stage of Tertiary Education,male,Some of both,0.15354,85,8219,0.15290,0.15418
2010,First Stage of Tertiary Education,male,Paid,0.05903,33,8219,0.05861,0.05945
2010,First Stage of Tertiary Education,male,Not compensated,0.28587,108,8219,0.28506,0.28667
2010,First Stage of Tertiary Education,female,Comp. time,0.57649,180,8219,0.57544,0.57753
2010,First Stage of Tertiary Education,female,Some of both,0.19701,37,8219,0.19617,0.19785
2010,First Stage of Tertiary Education,female,Not compensated,0.22650,34,8219,0.22562,0.22739
2010,Second Stage of Tertiary Education,male,Comp. time,0.37476,455,8219,0.37423,0.37529
2010,Second Stage of Tertiary Education,male,Some of both,0.17134,211,8219,0.17093,0.17175
2010,Second Stage of Tertiary Education,male,Paid,0.03867,54,8219,0.03846,0.03889
2010,Second Stage of Tertiary Education,male,Not compensated,0.41522,566,8219,0.41468,0.41576
2010,Second Stage of Tertiary Education,female,Comp. time,0.54318,559,8219,0.54257,0.54379
2010,Second Stage of Tertiary Education,female,Some of both,0.13690,139,8219,0.13648,0.13732
2010,Second Stage of Tertiary Education,female,Paid,0.04533,64,8219,0.04507,0.04558
2010,Second Stage of Tertiary Education,female,Not compensated,0.27460,307,8219,0.27405,0.27514
2011,Lower Secondary Level,male,Comp. time,0.48522,117,9822,0.48403,0.48641
2011,Lower Secondary Level,male,Some of both,0.25440,72,9822,0.25336,0.25543
2011,Lower Secondary Level,male,Paid,0.26038,72,9822,0.25934,0.26143
2011,Lower Secondary Level,female,Comp. time,0.53726,141,9822,0.53599,0.53853
2011,Lower Secondary Level,female,Some of both,0.19207,43,9822,0.19107,0.19308
2011,Lower Secondary Level,female,Paid,0.27066,71,9822,0.26953,0.27179
2011,Upper Secondary Level,male,Comp. time,0.43812,1123,9822,0.43773,0.43850
2011,Upper Secondary Level,male,Some of both,0.27221,704,9822,0.27187,0.27256
2011,Upper Secondary Level,male,Paid,0.17426,437,9822,0.17397,0.17455
2011,Upper Secondary Level,male,Not compensated,0.11541,305,9822,0.11516,0.11566
2011,Upper Secondary Level,female,Comp. time,0.58378,1330,9822,0.58336,0.58420
2011,Upper Secondary Level,female,Some of both,0.16988,378,9822,0.16955,0.17020
2011,Upper Secondary Level,female,Paid,0.11029,298,9822,0.11002,0.11056
2011,Upper Secondary Level,female,Not compensated,0.13606,262,9822,0.13576,0.13635
2011,Post-secondary Non-tertiary Level,male,Comp. time,0.47555,164,9822,0.47454,0.47656
2011,Post-secondary Non-tertiary Level,male,Some of both,0.16358,58,9822,0.16284,0.16433
2011,Post-secondary Non-tertiary Level,male,Paid,0.14253,49,9822,0.14182,0.14324
2011,Post-secondary Non-tertiary Level,male,Not compensated,0.21834,80,9822,0.21751,0.21917
2011,Post-secondary Non-tertiary Level,female,Comp. time,0.66869,348,9822,0.66785,0.66954
2011,Post-secondary Non-tertiary Level,female,Some of both,0.17645,96,9822,0.17577,0.17714
2011,Post-secondary Non-tertiary Level,female,Paid,0.07228,49,9822,0.07182,0.07275
2011,Post-secondary Non-tertiary Level,female,Not compensated,0.08257,51,9822,0.08208,0.08306
2011,First Stage of Tertiary Education,male,Comp. time,0.44863,240,9822,0.44774,0.44953
2011,First Stage of Tertiary Education,male,Some of both,0.19055,111,9822,0.18984,0.19125
2011,First Stage of Tertiary Education,male,Paid,0.10844,51,9822,0.10788,0.10900
2011,First Stage of Tertiary Education,male,Not compensated,0.25238,122,9822,0.25160,0.25316
2011,First Stage of Tertiary Education,female,Comp. time,0.65229,195,9822,0.65115,0.65343
2011,First Stage of Tertiary Education,female,Some of both,0.11050,38,9822,0.10975,0.11125
2011,First Stage of Tertiary Education,female,Not compensated,0.23721,42,9822,0.23619,0.23823
2011,Second Stage of Tertiary Education,male,Comp. time,0.38735,555,9822,0.38683,0.38788
2011,Second Stage of Tertiary Education,male,Some of both,0.16196,219,9822,0.16156,0.16236
2011,Second Stage of Tertiary Education,male,Paid,0.05240,73,9822,0.05216,0.05264
2011,Second Stage of Tertiary Education,male,Not compensated,0.39828,646,9822,0.39775,0.39881
2011,Second Stage of Tertiary Education,female,Comp. time,0.54590,703,9822,0.54528,0.54651
2011,Second Stage of Tertiary Education,female,Some of both,0.15053,169,9822,0.15009,0.15098
2011,Second Stage of Tertiary Education,female,Paid,0.03518,56,9822,0.03495,0.03541
2011,Second Stage of Tertiary Education,female,Not compensated,0.26840,354,9822,0.26785,0.26895
2012,Lower Secondary Level,male,Comp. time,0.51636,140,10120,0.51520,0.51752
2012,Lower Secondary Level,male,Some of both,0.29772,71,10120,0.29665,0.29878
2012,Lower Secondary Level,male,Paid,0.18593,68,10120,0.18502,0.18683
2012,Lower Secondary Level,female,Comp. time,0.52138,150,10120,0.52018,0.52257
2012,Lower Secondary Level,female,Some of both,0.20947,44,10120,0.20850,0.21044
2012,Lower Secondary Level,female,Paid,0.26915,72,10120,0.26810,0.27021
2012,Upper Secondary Level,male,Comp. time,0.46872,1208,10120,0.46834,0.46910
2012,Upper Secondary Level,male,Some of both,0.28099,712,10120,0.28065,0.28133
2012,Upper Secondary Level,male,Paid,0.15266,405,10120,0.15239,0.15293
2012,Upper Secondary Level,male,Not compensated,0.09763,269,10120,0.09740,0.09785
2012,Upper Secondary Level,female,Comp. time,0.59677,1424,10120,0.59636,0.59719
2012,Upper Secondary Level,female,Some of both,0.18082,437,10120,0.18049,0.18115
2012,Upper Secondary Level,female,Paid,0.11808,303,10120,0.11781,0.11836
2012,Upper Secondary Level,female,Not compensated,0.10432,231,10120,0.10406,0.10458
2012,Post-secondary Non-tertiary Level,male,Comp. time,0.46310,158,10120,0.46209,0.46410
2012,Post-secondary Non-tertiary Level,male,Some of both,0.23692,84,10120,0.23606,0.23777
2012,Post-secondary Non-tertiary Level,male,Paid,0.12652,47,10120,0.12586,0.12719
2012,Post-secondary Non-tertiary Level,male,Not compensated,0.17346,73,10120,0.17270,0.17422
2012,Post-secondary Non-tertiary Level,female,Comp. time,0.64729,364,10120,0.64646,0.64813
2012,Post-secondary Non-tertiary Level,female,Some of both,0.17651,119,10120,0.17585,0.17718
2012,Post-secondary Non-tertiary Level,female,Paid,0.07765,50,10120,0.07719,0.07812
2012,Post-secondary Non-tertiary Level,female,Not compensated,0.09854,61,10120,0.09802,0.09906
2012,First Stage of Tertiary Education,male,Comp. time,0.45959,245,10120,0.45874,0.46043
2012,First Stage of Tertiary Education,male,Some of both,0.22360,113,10120,0.22289,0.22431
2012,First Stage of Tertiary Education,male,Paid,0.11235,58,10120,0.11182,0.11289
2012,First Stage of Tertiary Education,male,Not compensated,0.20446,110,10120,0.20377,0.20514
2012,First Stage of Tertiary Education,female,Comp. time,0.66934,207,10120,0.66825,0.67043
2012,First Stage of Tertiary Education,female,Some of both,0.16682,46,10120,0.16595,0.16768
2012,First Stage of Tertiary Education,female,Not compensated,0.16384,31,10120,0.16299,0.16470
2012,Second Stage of Tertiary Education,male,Comp. time,0.40777,585,10120,0.40725,0.40830
2012,Second Stage of Tertiary Education,male,Some of both,0.17334,222,10120,0.17293,0.17374
2012,Second Stage of Tertiary Education,male,Paid,0.04359,72,10120,0.04337,0.04381
2012,Second Stage of Tertiary Education,male,Not compensated,0.37530,597,10120,0.37478,0.37582
2012,Second Stage of Tertiary Education,female,Comp. time,0.56421,747,10120,0.56361,0.56480
2012,Second Stage of Tertiary Education,female,Some of both,0.12600,177,10120,0.12560,0.12640
2012,Second Stage of Tertiary Education,female,Paid,0.04418,65,10120,0.04393,0.04442
2012,Second Stage of Tertiary Education,female,Not compensated,0.26562,355,10120,0.26509,0.26615
2013,Lower Secondary Level,male,Comp. time,0.43764,207,10754,0.43657,0.43871
2013,Lower Secondary Level,male,Some of both,0.26229,121,10754,0.26135,0.26324
2013,Lower Secondary Level,male,Paid,0.19109,107,10754,0.19024,0.19194
2013,Lower Secondary Level,male,Not compensated,0.10898,42,10754,0.10831,0.10965
2013,Lower Secondary Level,female,Comp. time,0.59219,167,10754,0.59088,0.59350
2013,Lower Secondary Level,female,Some of both,0.20594,55,10754,0.20487,0.20702
2013,Lower Secondary Level,female,Paid,0.20187,87,10754,0.20080,0.20293
2013,Upper Secondary Level,male,Comp. time,0.47054,1203,10754,0.47015,0.47093
2013,Upper Secondary Level,male,Some of both,0.27655,726,10754,0.27620,0.27690
2013,Upper Secondary Level,male,Paid,0.15165,444,10754,0.15137,0.15193
2013,Upper Secondary Level,male,Not compensated,0.10126,267,10754,0.10103,0.10150
2013,Upper Secondary Level,female,Comp. time,0.58914,1449,10754,0.58872,0.58956
2013,Upper Secondary Level,female,Some of both,0.18854,455,10754,0.18821,0.18888
2013,Upper Secondary Level,female,Paid,0.12493,347,10754,0.12464,0.12521
2013,Upper Secondary Level,female,Not compensated,0.09739,216,10754,0.09714,0.09765
2013,Post-secondary Non-tertiary Level,male,Comp. time,0.47722,215,10754,0.47626,0.47817
2013,Post-secondary Non-tertiary Level,male,Some of both,0.21949,90,10754,0.21870,0.22028
2013,Post-secondary Non-tertiary Level,male,Paid,0.11926,67,10754,0.11864,0.11987
2013,Post-secondary Non-tertiary Level,male,Not compensated,0.18404,83,10754,0.18330,0.18478
2013,Post-secondary Non-tertiary Level,female,Comp. time,0.64169,403,10754,0.64083,0.64256
2013,Post-secondary Non-tertiary Level,female,Some of both,0.20285,127,10754,0.20212,0.20358
2013,Post-secondary Non-tertiary Level,female,Paid,0.08406,69,10754,0.08356,0.08457
2013,Post-secondary Non-tertiary Level,female,Not compensated,0.07139,60,10754,0.07093,0.07186
2013,First Stage of Tertiary Education,male,Comp. time,0.47368,223,10754,0.47278,0.47458
2013,First Stage of Tertiary Education,male,Some of both,0.22789,124,10754,0.22713,0.22865
2013,First Stage of Tertiary Education,male,Paid,0.10174,41,10754,0.10120,0.10229
2013,First Stage of Tertiary Education,male,Not compensated,0.19669,104,10754,0.19597,0.19741
2013,First Stage of Tertiary Education,female,Comp. time,0.70730,190,10754,0.70616,0.70844
2013,First Stage of Tertiary Education,female,Some of both,0.11920,33,10754,0.11839,0.12001
2013,First Stage of Tertiary Education,female,Not compensated,0.17349,34,10754,0.17255,0.17444
2013,Second Stage of Tertiary Education,male,Comp. time,0.39877,658,10754,0.39825,0.39930
2013,Second Stage of Tertiary Education,male,Some of both,0.16893,249,10754,0.16853,0.16934
2013,Second Stage of Tertiary Education,male,Paid,0.05305,76,10754,0.05281,0.05329
2013,Second Stage of Tertiary Education,male,Not compensated,0.37924,599,10754,0.37872,0.37976
2013,Second Stage of Tertiary Education,female,Comp. time,0.56374,792,10754,0.56313,0.56435
2013,Second Stage of Tertiary Education,female,Some of both,0.12437,176,10754,0.12397,0.12478
2013,Second Stage of Tertiary Education,female,Paid,0.04360,84,10754,0.04335,0.04385
2013,Second Stage of Tertiary Education,female,Not compensated,0.26829,364,10754,0.26774,0.26883
2014,Lower Secondary Level,male,Comp. time,0.41564,155,9795,0.41463,0.41666
2014,Lower Secondary Level,male,Some of both,0.31573,109,9795,0.31478,0.31669
2014,Lower Secondary Level,male,Paid,0.17514,86,9795,0.17436,0.17592
2014,Lower Secondary Level,male,Not compensated,0.09349,39,9795,0.09289,0.09409
2014,Lower Secondary Level,female,Comp. time,0.45601,147,9795,0.45484,0.45719
2014,Lower Secondary Level,female,Some of both,0.22757,52,9795,0.22658,0.22856
2014,Lower Secondary Level,female,Paid,0.19123,77,9795,0.19030,0.19216
2014,Lower Secondary Level,female,Not compensated,0.12518,35,9795,0.12440,0.12596
2014,Upper Secondary Level,male,Comp. time,0.46353,1053,9795,0.46314,0.46392
2014,Upper Secondary Level,male,Some of both,0.28374,685,9795,0.28338,0.28409
2014,Upper Secondary Level,male,Paid,0.16090,389,9795,0.16061,0.16119
2014,Upper Secondary Level,male,Not compensated,0.09183,221,9795,0.09160,0.09206
2014,Upper Secondary Level,female,Comp. time,0.58560,1305,9795,0.58518,0.58602
2014,Upper Secondary Level,female,Some of both,0.19415,460,9795,0.19381,0.19449
2014,Upper Secondary Level,female,Paid,0.10877,285,9795,0.10851,0.10904
2014,Upper Secondary Level,female,Not compensated,0.11148,198,9795,0.11121,0.11175
2014,Post-secondary Non-tertiary Level,male,Comp. time,0.42851,173,9795,0.42759,0.42942
2014,Post-secondary Non-tertiary Level,male,Some of both,0.30216,112,9795,0.30131,0.30302
2014,Post-secondary Non-tertiary Level,male,Paid,0.09121,46,9795,0.09068,0.09174
2014,Post-secondary Non-tertiary Level,male,Not compensated,0.17812,84,9795,0.17741,0.17883
2014,Post-secondary Non-tertiary Level,female,Comp. time,0.59825,379,9795,0.59742,0.59909
2014,Post-secondary Non-tertiary Level,female,Some of both,0.25715,133,9795,0.25641,0.25790
2014,Post-secondary Non-tertiary Level,female,Paid,0.07586,59,9795,0.07541,0.07631
2014,Post-secondary Non-tertiary Level,female,Not compensated,0.06873,51,9795,0.06830,0.06916
2014,First Stage of Tertiary Education,male,Comp. time,0.44996,202,9795,0.44908,0.45084
2014,First Stage of Tertiary Education,male,Some of both,0.21214,110,9795,0.21142,0.21286
2014,First Stage of Tertiary Education,male,Paid,0.12126,42,9795,0.12068,0.12184
2014,First Stage of Tertiary Education,male,Not compensated,0.21664,89,9795,0.21591,0.21737
2014,First Stage of Tertiary Education,female,Comp. time,0.75641,172,9795,0.75522,0.75760
2014,First Stage of Tertiary Education,female,Some of both,0.24359,45,9795,0.24240,0.24478
2014,Second Stage of Tertiary Education,male,Comp. time,0.44979,620,9795,0.44926,0.45032
2014,Second Stage of Tertiary Education,male,Some of both,0.15694,223,9795,0.15656,0.15733
2014,Second Stage of Tertiary Education,male,Paid,0.06794,80,9795,0.06768,0.06821
2014,Second Stage of Tertiary Education,male,Not compensated,0.32533,500,9795,0.32483,0.32582
2014,Second Stage of Tertiary Education,female,Comp. time,0.57817,781,9795,0.57761,0.57874
2014,Second Stage of Tertiary Education,female,Some of both,0.13772,198,9795,0.13732,0.13811
2014,Second Stage of Tertiary Education,female,Paid,0.04530,67,9795,0.04506,0.04553
2014,Second Stage of Tertiary Education,female,Not compensated,0.23881,333,9795,0.23833,0.23930
2018,Lower Secondary Level,male,Comp. time,0.37727,120,9574,0.37623,0.37832
2018,Lower Secondary Level,male,Some of both,0.40078,110,9574,0.39972,0.40184
2018,Lower Secondary Level,male,Paid,0.22195,68,9574,0.22105,0.22284
2018,Lower Secondary Level,female,Comp. time,0.56689,134,9574,0.56562,0.56816
2018,Lower Secondary Level,female,Some of both,0.24772,60,9574,0.24661,0.24882
2018,Lower Secondary Level,female,Paid,0.18540,65,9574,0.18440,0.18639
2018,Upper Secondary Level,male,Comp. time,0.47764,992,9574,0.47725,0.47802
2018,Upper Secondary Level,male,Some of both,0.27669,652,9574,0.27635,0.27704
2018,Upper Secondary Level,male,Paid,0.16176,376,9574,0.16148,0.16205
2018,Upper Secondary Level,male,Not compensated,0.08391,166,9574,0.08369,0.08412
2018,Upper Secondary Level,female,Comp. time,0.60005,1327,9574,0.59964,0.60046
2018,Upper Secondary Level,female,Some of both,0.21844,456,9574,0.21809,0.21879
2018,Upper Secondary Level,female,Paid,0.11609,288,9574,0.11582,0.11636
2018,Upper Secondary Level,female,Not compensated,0.06542,136,9574,0.06521,0.06563
2018,Post-secondary Non-tertiary Level,male,Comp. time,0.55145,219,9574,0.55055,0.55235
2018,Post-secondary Non-tertiary Level,male,Some of both,0.25858,103,9574,0.25779,0.25937
2018,Post-secondary Non-tertiary Level,male,Paid,0.10596,51,9574,0.10540,0.10652
2018,Post-secondary Non-tertiary Level,male,Not compensated,0.08401,46,9574,0.08351,0.08451
2018,Post-secondary Non-tertiary Level,female,Comp. time,0.63287,429,9574,0.63208,0.63365
2018,Post-secondary Non-tertiary Level,female,Some of both,0.20978,123,9574,0.20912,0.21045
