year,age_gr,sex,plb0195_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2020,46-65 y.,male,Not compensated,0.08951,454,2230,0.07765,0.10136
2020,46-65 y.,female,Comp. time,0.30691,1528,2452,0.28865,0.32517
2020,46-65 y.,female,Some of both,0.09470,461,2452,0.08310,0.10629
2020,46-65 y.,female,Paid,0.04092,212,2452,0.03307,0.04876
2020,46-65 y.,female,Not compensated,0.04458,251,2452,0.03641,0.05275
2022,17-29 y.,male,Comp. time,0.23652,610,1219,0.21265,0.26038
2022,17-29 y.,male,Some of both,0.11925,263,1219,0.10105,0.13745
2022,17-29 y.,male,Paid,0.06553,198,1219,0.05163,0.07943
2022,17-29 y.,male,Not compensated,0.03892,148,1219,0.02806,0.04978
2022,17-29 y.,female,Comp. time,0.26258,704,1235,0.23803,0.28713
2022,17-29 y.,female,Some of both,0.07039,220,1235,0.05611,0.08466
2022,17-29 y.,female,Paid,0.05131,166,1235,0.03900,0.06362
2022,17-29 y.,female,Not compensated,0.04287,145,1235,0.03156,0.05417
2022,30-45 y.,male,Comp. time,0.36019,1306,2552,0.34156,0.37882
2022,30-45 y.,male,Some of both,0.15789,567,2552,0.14374,0.17204
2022,30-45 y.,male,Paid,0.07085,267,2552,0.06089,0.08081
2022,30-45 y.,male,Not compensated,0.10038,412,2552,0.08872,0.11204
2022,30-45 y.,female,Comp. time,0.35720,1426,2410,0.33806,0.37633
2022,30-45 y.,female,Some of both,0.11357,452,2410,0.10090,0.12624
2022,30-45 y.,female,Paid,0.05170,223,2410,0.04286,0.06054
2022,30-45 y.,female,Not compensated,0.06721,309,2410,0.05721,0.07721
2022,46-65 y.,male,Comp. time,0.27025,1059,2129,0.25138,0.28911
2022,46-65 y.,male,Some of both,0.10622,414,2129,0.09313,0.11931
2022,46-65 y.,male,Paid,0.07374,230,2129,0.06264,0.08485
2022,46-65 y.,male,Not compensated,0.08860,426,2129,0.07653,0.10067
2022,46-65 y.,female,Comp. time,0.32408,1513,2414,0.30541,0.34276
2022,46-65 y.,female,Some of both,0.10095,436,2414,0.08893,0.11297
2022,46-65 y.,female,Paid,0.04873,198,2414,0.04014,0.05732
2022,46-65 y.,female,Not compensated,0.04906,267,2414,0.04044,0.05768
