"pglfs","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Hamburg","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Hamburg","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Hamburg","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Niedersachsen","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Niedersachsen","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Niedersachsen","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Bremen","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Bremen","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Bremen","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Nordrhein-Westfalen","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Hessen","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Hessen","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Hessen","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Baden-Wuerttemberg","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Bayern","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Bayern","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Bayern","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Saarland","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Saarland","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Saarland","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Berlin","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Berlin","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Berlin","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Brandenburg","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Brandenburg","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Brandenburg","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Sachsen","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Sachsen","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Sachsen","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Thueringen","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Thueringen","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Thueringen","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Hamburg","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Hamburg","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Hamburg","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Niedersachsen","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Niedersachsen","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Niedersachsen","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Bremen","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Bremen","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Bremen","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Nordrhein-Westfalen","kein Migrationshintergrund","53","0.0220871960039825","0.0157727913523441","0.0284016006556209"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Nordrhein-Westfalen","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Hessen","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Hessen","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Hessen","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Baden-Wuerttemberg","kein Migrationshintergrund","36","0.0334805470350272","0.0227471068348656","0.0442139872351888"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Bayern","kein Migrationshintergrund","41","0.0264318578792107","0.018157934082276","0.0347057816761453"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Bayern","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Bayern","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Saarland","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Saarland","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Saarland","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Berlin","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Berlin","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Berlin","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Brandenburg","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Brandenburg","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Brandenburg","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Sachsen","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Sachsen","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Sachsen","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Thueringen","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Thueringen","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Thueringen","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","1998","Schleswig-Holstein","kein Migrationshintergrund","184","0.532024437054858","0.477009334378268","0.587039539731449"
"Erwerbstätig","1998","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"Erwerbstätig","1998","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","1998","Hamburg","kein Migrationshintergrund","69","0.514642724304743","0.4266754897343","0.602609958875187"
"Erwerbstätig","1998","Hamburg","direkter Migrationshintergrund","","","",""
"Erwerbstätig","1998","Hamburg","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","1998","Niedersachsen","kein Migrationshintergrund","584","0.537315470069466","0.505937894392383","0.56869304574655"
"Erwerbstätig","1998","Niedersachsen","direkter Migrationshintergrund","104","0.537157963483637","0.465500896800853","0.60881503016642"
"Erwerbstätig","1998","Niedersachsen","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","1998","Bremen","kein Migrationshintergrund","42","0.424297300251376","0.316665687242929","0.531928913259822"
"Erwerbstätig","1998","Bremen","direkter Migrationshintergrund","","","",""
"Erwerbstätig","1998","Bremen","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","1998","Nordrhein-Westfalen","kein Migrationshintergrund","1211","0.547239664378742","0.525853395561327","0.568625933196157"
"Erwerbstätig","1998","Nordrhein-Westfalen","direkter Migrationshintergrund","318","0.527573467084348","0.487857754528384","0.567289179640312"
"Erwerbstätig","1998","Nordrhein-Westfalen","indirekter Migrationshintergrund","86","0.405570239956922","0.331761644279234","0.47937883563461"
"Erwerbstätig","1998","Hessen","kein Migrationshintergrund","364","0.535107985747743","0.495879725293831","0.574336246201655"
"Erwerbstätig","1998","Hessen","direkter Migrationshintergrund","148","0.473082441510342","0.413307323229518","0.532857559791167"
"Erwerbstätig","1998","Hessen","indirekter Migrationshintergrund","41","0.649844984544944","0.532977642881107","0.766712326208781"
"Erwerbstätig","1998","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","323","0.47212492768351","0.4327655796379","0.51148427572912"
"Erwerbstätig","1998","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","100","0.590200526862052","0.516488979152783","0.663912074571321"
"Erwerbstätig","1998","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","1998","Baden-Wuerttemberg","kein Migrationshintergrund","656","0.563612090035623","0.534020801682807","0.59320337838844"
"Erwerbstätig","1998","Baden-Wuerttemberg","direkter Migrationshintergrund","316","0.514549606187035","0.474492132787134","0.554607079586936"
"Erwerbstätig","1998","Baden-Wuerttemberg","indirekter Migrationshintergrund","97","0.537256243900703","0.458506572539395","0.616005915262012"
"Erwerbstätig","1998","Bayern","kein Migrationshintergrund","832","0.50769661726937","0.481910673027084","0.533482561511655"
"Erwerbstätig","1998","Bayern","direkter Migrationshintergrund","205","0.605504256110589","0.554447111813627","0.656561400407551"
"Erwerbstätig","1998","Bayern","indirekter Migrationshintergrund","57","0.640134140848564","0.537494702583857","0.742773579113271"
"Erwerbstätig","1998","Saarland","kein Migrationshintergrund","","","",""
"Erwerbstätig","1998","Saarland","direkter Migrationshintergrund","","","",""
"Erwerbstätig","1998","Saarland","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","1998","Berlin","kein Migrationshintergrund","269","0.532598478189807","0.486854386068584","0.578342570311029"
"Erwerbstätig","1998","Berlin","direkter Migrationshintergrund","30","0.477303143381104","0.347635160613743","0.606971126148466"
"Erwerbstätig","1998","Berlin","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","1998","Brandenburg","kein Migrationshintergrund","334","0.525935902376909","0.486081676562532","0.565790128191287"
"Erwerbstätig","1998","Brandenburg","direkter Migrationshintergrund","","","",""
"Erwerbstätig","1998","Brandenburg","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","1998","Mecklenburg-Vorpommern","kein Migrationshintergrund","225","0.507518007703501","0.458463090285512","0.55657292512149"
"Erwerbstätig","1998","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Erwerbstätig","1998","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","1998","Sachsen","kein Migrationshintergrund","670","0.515296730562935","0.48634916703211","0.544244294093761"
"Erwerbstätig","1998","Sachsen","direkter Migrationshintergrund","","","",""
"Erwerbstätig","1998","Sachsen","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","1998","Sachsen-Anhalt","kein Migrationshintergrund","362","0.452918323815666","0.414855462168144","0.490981185463188"
"Erwerbstätig","1998","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"Erwerbstätig","1998","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","1998","Thueringen","kein Migrationshintergrund","391","0.469358205297149","0.432571464014807","0.506144946579491"
"Erwerbstätig","1998","Thueringen","direkter Migrationshintergrund","","","",""
"Erwerbstätig","1998","Thueringen","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Hamburg","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Hamburg","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Hamburg","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Niedersachsen","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Niedersachsen","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Niedersachsen","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Bremen","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Bremen","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Bremen","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Nordrhein-Westfalen","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Hessen","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Hessen","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Hessen","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Baden-Wuerttemberg","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Bayern","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Bayern","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Bayern","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Saarland","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Saarland","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Saarland","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Berlin","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Berlin","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Berlin","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Brandenburg","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Brandenburg","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Brandenburg","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Sachsen","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Sachsen","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Sachsen","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Thueringen","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Thueringen","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Thueringen","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Hamburg","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Hamburg","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Hamburg","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Niedersachsen","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Niedersachsen","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Niedersachsen","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Bremen","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Bremen","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Bremen","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Nordrhein-Westfalen","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Hessen","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Hessen","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Hessen","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Baden-Wuerttemberg","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Bayern","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Bayern","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Bayern","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Saarland","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Saarland","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Saarland","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Berlin","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Berlin","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Berlin","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Brandenburg","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Brandenburg","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Brandenburg","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
