"pglfs","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2001","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2001","Westdeutschland, alte Bundeslaender","maennlich","98","0.0128201493383951","0.0103467674983771","0.0152935311784131"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2001","Westdeutschland, alte Bundeslaender","weiblich","167","0.0178477791546384","0.0150578291027317","0.0206377292065451"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2001","Ostdeutschland, neue Bundeslaender","maennlich","35","0.0160601392803464","0.0112604103337685","0.0208598682269243"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2001","Ostdeutschland, neue Bundeslaender","weiblich","58","0.0184306985284519","0.0134752125155302","0.0233861845413735"
"Erwerbstätig","2001","Westdeutschland, alte Bundeslaender","maennlich","5335","0.653080058350363","0.642614935562924","0.663545181137802"
"Erwerbstätig","2001","Westdeutschland, alte Bundeslaender","weiblich","4245","0.465432573254083","0.454921560379452","0.475943586128714"
"Erwerbstätig","2001","Ostdeutschland, neue Bundeslaender","maennlich","1564","0.562573900990784","0.543633031254026","0.581514770727542"
"Erwerbstätig","2001","Ostdeutschland, neue Bundeslaender","weiblich","1398","0.436516692287458","0.418244282401923","0.454789102172994"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2001","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2001","Westdeutschland, alte Bundeslaender","weiblich","52","0.00501472511121152","0.00352623200511908","0.00650321821730395"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2001","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2001","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2001","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2001","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2001","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2001","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2002","Westdeutschland, alte Bundeslaender","maennlich","642","0.0809293721990606","0.0751427550821206","0.0867159893160006"
"Nicht erwerbstätig (NE): keine weitere Angabe","2002","Westdeutschland, alte Bundeslaender","weiblich","1641","0.168312126046828","0.160652703088014","0.175971549005642"
"Nicht erwerbstätig (NE): keine weitere Angabe","2002","Ostdeutschland, neue Bundeslaender","maennlich","224","0.0890603050996426","0.0782054968577051","0.09991511334158"
"Nicht erwerbstätig (NE): keine weitere Angabe","2002","Ostdeutschland, neue Bundeslaender","weiblich","329","0.119141851926798","0.107170356991004","0.131113346862592"
"NE: 65 Jahre und älter","2002","Westdeutschland, alte Bundeslaender","maennlich","1108","0.15826029462459","0.150516173983896","0.166004415265283"
"NE: 65 Jahre und älter","2002","Westdeutschland, alte Bundeslaender","weiblich","1455","0.227812523217796","0.219226178134204","0.236398868301388"
"NE: 65 Jahre und älter","2002","Ostdeutschland, neue Bundeslaender","maennlich","365","0.174356127528405","0.159896728554227","0.188815526502583"
"NE: 65 Jahre und älter","2002","Ostdeutschland, neue Bundeslaender","weiblich","504","0.263147154785947","0.246874704751923","0.279419604819971"
"NE: derzeit in Ausbildung","2002","Westdeutschland, alte Bundeslaender","maennlich","317","0.0333573938179133","0.0295473827171214","0.0371674049187051"
"NE: derzeit in Ausbildung","2002","Westdeutschland, alte Bundeslaender","weiblich","329","0.0288408516600735","0.0254146934957404","0.0322670098244066"
"NE: derzeit in Ausbildung","2002","Ostdeutschland, neue Bundeslaender","maennlich","110","0.0323665918647142","0.0256222563744829","0.0391109273549455"
"NE: derzeit in Ausbildung","2002","Ostdeutschland, neue Bundeslaender","weiblich","127","0.0361533084365245","0.0292550219201649","0.043051594952884"
"NE: Mutterschutz/Elternzeit (seit 1991)","2002","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2002","Westdeutschland, alte Bundeslaender","weiblich","319","0.0312708594349526","0.0277077492280588","0.0348339696418463"
"NE: Mutterschutz/Elternzeit (seit 1991)","2002","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2002","Ostdeutschland, neue Bundeslaender","weiblich","70","0.0273241648231005","0.0212996686005241","0.0333486610456769"
"NE: im Militär-/Zivildienst","2002","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: im Militär-/Zivildienst","2002","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: im Militär-/Zivildienst","2002","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: im Militär-/Zivildienst","2002","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: arbeitslos registriert","2002","Westdeutschland, alte Bundeslaender","maennlich","314","0.0429190735924652","0.0386187937496143","0.047219353435316"
"NE: arbeitslos registriert","2002","Westdeutschland, alte Bundeslaender","weiblich","290","0.0358661319660162","0.0320592526860321","0.0396730112460004"
"NE: arbeitslos registriert","2002","Ostdeutschland, neue Bundeslaender","maennlich","263","0.111192155944966","0.0992116194146001","0.123172692475331"
"NE: arbeitslos registriert","2002","Ostdeutschland, neue Bundeslaender","weiblich","250","0.0860275112675617","0.075665394875195","0.0963896276599284"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2002","Westdeutschland, alte Bundeslaender","maennlich","146","0.0148262219337915","0.012261921602037","0.017390522265546"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2002","Westdeutschland, alte Bundeslaender","weiblich","157","0.0152815837705348","0.0127702850354377","0.0177928825056318"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2002","Ostdeutschland, neue Bundeslaender","maennlich","52","0.0232342738310558","0.0174931751649857","0.0289753724971259"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2002","Ostdeutschland, neue Bundeslaender","weiblich","55","0.020126268115493","0.0149367156183529","0.0253158206126331"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2002","Westdeutschland, alte Bundeslaender","maennlich","99","0.0114891658692426","0.00922800123275971","0.0137503305057254"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2002","Westdeutschland, alte Bundeslaender","weiblich","69","0.00688133854872957","0.00518896901567739","0.00857370808178176"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2002","Ostdeutschland, neue Bundeslaender","maennlich","32","0.0100649728661069","0.00626093437502715","0.0138690113571867"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2002","Ostdeutschland, neue Bundeslaender","weiblich","31","0.00947604497557025","0.00589582861256444","0.0130562613385761"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2002","Westdeutschland, alte Bundeslaender","maennlich","107","0.0125733265137619","0.0102091780687098","0.014937474958814"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2002","Westdeutschland, alte Bundeslaender","weiblich","147","0.0153479174195239","0.0128312588862337","0.0178645759528142"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2002","Ostdeutschland, neue Bundeslaender","maennlich","41","0.0172757640969158","0.0123101871202986","0.022241341073533"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2002","Ostdeutschland, neue Bundeslaender","weiblich","43","0.0154421299679538","0.0108855662194623","0.0199986937164452"
"Erwerbstätig","2002","Westdeutschland, alte Bundeslaender","maennlich","5720","0.635405160905995","0.625192760232136","0.645617561579855"
"Erwerbstätig","2002","Westdeutschland, alte Bundeslaender","weiblich","4675","0.462558313134703","0.452351102318232","0.472765523951175"
"Erwerbstätig","2002","Ostdeutschland, neue Bundeslaender","maennlich","1531","0.530706861256067","0.511687991409021","0.549725731103113"
"Erwerbstätig","2002","Ostdeutschland, neue Bundeslaender","weiblich","1387","0.417205209624768","0.398983214890085","0.435427204359452"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2002","Westdeutschland, alte Bundeslaender","maennlich","67","0.00931423241951428","0.00727607034782313","0.0113523944912054"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2002","Westdeutschland, alte Bundeslaender","weiblich","84","0.00782835480084183","0.00602414590163034","0.00963256370005332"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2002","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2002","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2002","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2002","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2002","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2002","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2003","Westdeutschland, alte Bundeslaender","maennlich","597","0.0748026012703745","0.0690862596796992","0.0805189428610499"
"Nicht erwerbstätig (NE): keine weitere Angabe","2003","Westdeutschland, alte Bundeslaender","weiblich","1539","0.162364077415002","0.154654576308801","0.170073578521203"
"Nicht erwerbstätig (NE): keine weitere Angabe","2003","Ostdeutschland, neue Bundeslaender","maennlich","216","0.0897879272784861","0.0787908819340941","0.100784972622878"
"Nicht erwerbstätig (NE): keine weitere Angabe","2003","Ostdeutschland, neue Bundeslaender","weiblich","320","0.122623438615942","0.110421801082838","0.134825076149046"
"NE: 65 Jahre und älter","2003","Westdeutschland, alte Bundeslaender","maennlich","1111","0.158916402128672","0.150972268058191","0.166860536199153"
"NE: 65 Jahre und älter","2003","Westdeutschland, alte Bundeslaender","weiblich","1446","0.226122210556812","0.217377177491041","0.234867243622584"
"NE: 65 Jahre und älter","2003","Ostdeutschland, neue Bundeslaender","maennlich","383","0.180616632532303","0.165818115747239","0.195415149317367"
"NE: 65 Jahre und älter","2003","Ostdeutschland, neue Bundeslaender","weiblich","500","0.259438110351182","0.243132542581814","0.275743678120551"
"NE: derzeit in Ausbildung","2003","Westdeutschland, alte Bundeslaender","maennlich","317","0.0354854305380006","0.0314654675308852","0.039505393545116"
"NE: derzeit in Ausbildung","2003","Westdeutschland, alte Bundeslaender","weiblich","324","0.0288622986490325","0.0253623673557331","0.0323622299423319"
"NE: derzeit in Ausbildung","2003","Ostdeutschland, neue Bundeslaender","maennlich","97","0.0315747418654323","0.0248480938137161","0.0383013899171485"
"NE: derzeit in Ausbildung","2003","Ostdeutschland, neue Bundeslaender","weiblich","138","0.0437053186220778","0.0361002808456805","0.0513103563984751"
"NE: Mutterschutz/Elternzeit (seit 1991)","2003","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2003","Westdeutschland, alte Bundeslaender","weiblich","256","0.0293257233406541","0.025798647643973","0.0328527990373352"
"NE: Mutterschutz/Elternzeit (seit 1991)","2003","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2003","Ostdeutschland, neue Bundeslaender","weiblich","81","0.0322714141968381","0.0256974982976406","0.0388453300960357"
"NE: im Militär-/Zivildienst","2003","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: im Militär-/Zivildienst","2003","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: im Militär-/Zivildienst","2003","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: im Militär-/Zivildienst","2003","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: arbeitslos registriert","2003","Westdeutschland, alte Bundeslaender","maennlich","365","0.0528452658332752","0.0479839243199988","0.0577066073465516"
"NE: arbeitslos registriert","2003","Westdeutschland, alte Bundeslaender","weiblich","311","0.0393407438315485","0.0352766884003546","0.0434047992627424"
"NE: arbeitslos registriert","2003","Ostdeutschland, neue Bundeslaender","maennlich","279","0.122398237729608","0.109790647855006","0.13500582760421"
"NE: arbeitslos registriert","2003","Ostdeutschland, neue Bundeslaender","weiblich","263","0.0918649795331421","0.081120421317402","0.102609537748882"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2003","Westdeutschland, alte Bundeslaender","maennlich","143","0.0169466691331598","0.0141420535951105","0.0197512846712092"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2003","Westdeutschland, alte Bundeslaender","weiblich","135","0.0150151762040358","0.0124728361509541","0.0175575162571174"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2003","Ostdeutschland, neue Bundeslaender","maennlich","49","0.0156647829949286","0.0108880666753106","0.0204414993145467"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2003","Ostdeutschland, neue Bundeslaender","weiblich","59","0.0149207083979662","0.0104107900790824","0.01943062671685"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2003","Westdeutschland, alte Bundeslaender","maennlich","76","0.010030861055554","0.00786553871588587","0.0121961833952221"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2003","Westdeutschland, alte Bundeslaender","weiblich","55","0.00583959543919489","0.00424675136244184","0.00743243951594794"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2003","Ostdeutschland, neue Bundeslaender","maennlich","33","0.0121917597757874","0.00797027460802686","0.0164132449435479"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2003","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2003","Westdeutschland, alte Bundeslaender","maennlich","111","0.0120652563073454","0.00969292671274751","0.0144375859019433"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2003","Westdeutschland, alte Bundeslaender","weiblich","158","0.017892264385283","0.0151210771311685","0.0206634516393974"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2003","Ostdeutschland, neue Bundeslaender","maennlich","40","0.0153489339608248","0.0106198607929784","0.0200780071286711"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2003","Ostdeutschland, neue Bundeslaender","weiblich","50","0.0165599935674436","0.011812740566179","0.0213072465687082"
"Erwerbstätig","2003","Westdeutschland, alte Bundeslaender","maennlich","5312","0.622659628005563","0.612127051761461","0.633192204249664"
"Erwerbstätig","2003","Westdeutschland, alte Bundeslaender","weiblich","4468","0.461134009441663","0.450713052112399","0.471554966770928"
"Erwerbstätig","2003","Ostdeutschland, neue Bundeslaender","maennlich","1465","0.518917537880666","0.499697480325414","0.538137595435919"
"Erwerbstätig","2003","Ostdeutschland, neue Bundeslaender","weiblich","1327","0.402076008375705","0.383836403334628","0.420315613416783"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2003","Westdeutschland, alte Bundeslaender","maennlich","81","0.0132991386617158","0.010810011225582","0.0157882660978495"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2003","Westdeutschland, alte Bundeslaender","weiblich","96","0.0140495673948056","0.0115891280092161","0.0165100067803951"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2003","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2003","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2003","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2003","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2003","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2003","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2004","Westdeutschland, alte Bundeslaender","maennlich","545","0.0710323548690172","0.0653742793103059","0.0766904304277285"
"Nicht erwerbstätig (NE): keine weitere Angabe","2004","Westdeutschland, alte Bundeslaender","weiblich","1439","0.156020939945709","0.148334183455288","0.163707696436129"
"Nicht erwerbstätig (NE): keine weitere Angabe","2004","Ostdeutschland, neue Bundeslaender","maennlich","187","0.0758387156624345","0.0654859199662468","0.0861915113586221"
"Nicht erwerbstätig (NE): keine weitere Angabe","2004","Ostdeutschland, neue Bundeslaender","weiblich","287","0.108533765434441","0.0968933073414262","0.120174223527455"
"NE: 65 Jahre und älter","2004","Westdeutschland, alte Bundeslaender","maennlich","1138","0.166235405804392","0.158035217399528","0.174435594209256"
"NE: 65 Jahre und älter","2004","Westdeutschland, alte Bundeslaender","weiblich","1475","0.234345466548254","0.225372613610088","0.243318319486421"
"NE: 65 Jahre und älter","2004","Ostdeutschland, neue Bundeslaender","maennlich","410","0.194286420177399","0.178814299704729","0.209758540650068"
"NE: 65 Jahre und älter","2004","Ostdeutschland, neue Bundeslaender","weiblich","520","0.266341515441098","0.24979899832531","0.282884032556886"
"NE: derzeit in Ausbildung","2004","Westdeutschland, alte Bundeslaender","maennlich","379","0.0428043070001985","0.0383458514074431","0.0472627625929539"
"NE: derzeit in Ausbildung","2004","Westdeutschland, alte Bundeslaender","weiblich","341","0.0301416561960349","0.0265198638079785","0.0337634485840913"
"NE: derzeit in Ausbildung","2004","Ostdeutschland, neue Bundeslaender","maennlich","105","0.0293900983791576","0.0227852758584064","0.0359949208999088"
"NE: derzeit in Ausbildung","2004","Ostdeutschland, neue Bundeslaender","weiblich","151","0.0439526434397622","0.0362813713000405","0.0516239155794839"
"NE: Mutterschutz/Elternzeit (seit 1991)","2004","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2004","Westdeutschland, alte Bundeslaender","weiblich","251","0.0271326879467706","0.0236910985242772","0.030574277369264"
"NE: Mutterschutz/Elternzeit (seit 1991)","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2004","Ostdeutschland, neue Bundeslaender","weiblich","82","0.0316396497519562","0.0250892241218963","0.0381900753820161"
"NE: im Militär-/Zivildienst","2004","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: im Militär-/Zivildienst","2004","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: im Militär-/Zivildienst","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: im Militär-/Zivildienst","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: arbeitslos registriert","2004","Westdeutschland, alte Bundeslaender","maennlich","399","0.0608426561458804","0.0555774715210057","0.066107840770755"
"NE: arbeitslos registriert","2004","Westdeutschland, alte Bundeslaender","weiblich","318","0.0417326975934977","0.0374965858626335","0.0459688093243618"
"NE: arbeitslos registriert","2004","Ostdeutschland, neue Bundeslaender","maennlich","262","0.125941327162266","0.112966765347615","0.138915888976918"
"NE: arbeitslos registriert","2004","Ostdeutschland, neue Bundeslaender","weiblich","252","0.0973750882627709","0.0862804594421739","0.108469717083368"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2004","Westdeutschland, alte Bundeslaender","maennlich","102","0.0135051618665451","0.0109627983494655","0.0160475253836247"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2004","Westdeutschland, alte Bundeslaender","weiblich","152","0.0172682641620459","0.0145087814669873","0.0200277468571046"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2004","Ostdeutschland, neue Bundeslaender","maennlich","48","0.0182270946838191","0.0129958802880985","0.0234583090795398"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2004","Ostdeutschland, neue Bundeslaender","weiblich","36","0.011101499784531","0.0071804543581298","0.0150225452109322"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2004","Westdeutschland, alte Bundeslaender","maennlich","61","0.00880946921923502","0.00675123977981452","0.0108676986586555"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2004","Westdeutschland, alte Bundeslaender","weiblich","50","0.00555195140318839","0.00397796955185739","0.00712593325451939"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2004","Westdeutschland, alte Bundeslaender","maennlich","84","0.0105745560649902","0.00832154693526825","0.0128275651947121"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2004","Westdeutschland, alte Bundeslaender","weiblich","117","0.0137921252120652","0.0113216205878432","0.0162626298362872"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2004","Ostdeutschland, neue Bundeslaender","maennlich","33","0.0114167773165556","0.00726229747051887","0.0155712571625923"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2004","Ostdeutschland, neue Bundeslaender","weiblich","40","0.0137659684785691","0.00940554605016349","0.0181263909069747"
"Erwerbstätig","2004","Westdeutschland, alte Bundeslaender","maennlich","5120","0.612436559762585","0.601705507806104","0.623167611719066"
"Erwerbstätig","2004","Westdeutschland, alte Bundeslaender","weiblich","4324","0.459550935287863","0.448994189723086","0.47010768085264"
"Erwerbstätig","2004","Ostdeutschland, neue Bundeslaender","maennlich","1416","0.517833217439961","0.498292888507391","0.537373546372531"
"Erwerbstätig","2004","Ostdeutschland, neue Bundeslaender","weiblich","1326","0.404234301312708","0.38586936121411","0.422599241411305"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2004","Westdeutschland, alte Bundeslaender","maennlich","79","0.0124622775386481","0.0100187575345709","0.0149057975427253"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2004","Westdeutschland, alte Bundeslaender","weiblich","93","0.0144499176765451","0.0119220293860342","0.0169778059670559"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2004","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2004","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2005","Westdeutschland, alte Bundeslaender","maennlich","465","0.0601225071373301","0.0547487259074075","0.0654962883672528"
"Nicht erwerbstätig (NE): keine weitere Angabe","2005","Westdeutschland, alte Bundeslaender","weiblich","1282","0.143530089509388","0.135956130629327","0.15110404838945"
"Nicht erwerbstätig (NE): keine weitere Angabe","2005","Ostdeutschland, neue Bundeslaender","maennlich","181","0.0672046077699859","0.0572517377359937","0.0771574778039781"
"Nicht erwerbstätig (NE): keine weitere Angabe","2005","Ostdeutschland, neue Bundeslaender","weiblich","266","0.104502159440451","0.0928174594726035","0.116186859408299"
"NE: 65 Jahre und älter","2005","Westdeutschland, alte Bundeslaender","maennlich","1183","0.16894509229811","0.160474506117477","0.177415678478743"
"NE: 65 Jahre und älter","2005","Westdeutschland, alte Bundeslaender","weiblich","1475","0.23073915910601","0.221638080286262","0.239840237925759"
"NE: 65 Jahre und älter","2005","Ostdeutschland, neue Bundeslaender","maennlich","415","0.194810560737177","0.17906671249506","0.210554408979295"
"NE: 65 Jahre und älter","2005","Ostdeutschland, neue Bundeslaender","weiblich","528","0.26666628522647","0.249775200397907","0.283557370055034"
"NE: derzeit in Ausbildung","2005","Westdeutschland, alte Bundeslaender","maennlich","339","0.0397171094964825","0.035302277021392","0.0441319419715729"
"NE: derzeit in Ausbildung","2005","Westdeutschland, alte Bundeslaender","weiblich","355","0.0352347453889058","0.0312519150556962","0.0392175757221153"
"NE: derzeit in Ausbildung","2005","Ostdeutschland, neue Bundeslaender","maennlich","108","0.0338819372569123","0.0266898519591665","0.0410740225546581"
"NE: derzeit in Ausbildung","2005","Ostdeutschland, neue Bundeslaender","weiblich","135","0.0473613159548137","0.0392479951515144","0.0554746367581131"
"NE: Mutterschutz/Elternzeit (seit 1991)","2005","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2005","Westdeutschland, alte Bundeslaender","weiblich","242","0.0266857885430728","0.02320432411094","0.0301672529752055"
"NE: Mutterschutz/Elternzeit (seit 1991)","2005","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2005","Ostdeutschland, neue Bundeslaender","weiblich","88","0.0373569881625648","0.0301136089885286","0.0446003673366009"
"NE: im Militär-/Zivildienst","2005","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: im Militär-/Zivildienst","2005","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: im Militär-/Zivildienst","2005","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: im Militär-/Zivildienst","2005","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: arbeitslos registriert","2005","Westdeutschland, alte Bundeslaender","maennlich","377","0.0620498081262221","0.0565961749163766","0.0675034413360677"
"NE: arbeitslos registriert","2005","Westdeutschland, alte Bundeslaender","weiblich","282","0.0402223856939562","0.0359780020588732","0.0444667693290393"
"NE: arbeitslos registriert","2005","Ostdeutschland, neue Bundeslaender","maennlich","252","0.124275211302558","0.11116131671665","0.137389105888466"
"NE: arbeitslos registriert","2005","Ostdeutschland, neue Bundeslaender","weiblich","234","0.0919178334449174","0.080882508534823","0.102953158355012"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2005","Westdeutschland, alte Bundeslaender","maennlich","134","0.0178382334810666","0.0148460153520036","0.0208304516101295"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2005","Westdeutschland, alte Bundeslaender","weiblich","129","0.0178357447876902","0.0149766200901393","0.0206948694852412"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2005","Ostdeutschland, neue Bundeslaender","maennlich","46","0.0262599591778527","0.0199033699244629","0.0326165484312424"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2005","Ostdeutschland, neue Bundeslaender","weiblich","47","0.0145280807247602","0.00995773650623272","0.0190984249432877"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2005","Westdeutschland, alte Bundeslaender","maennlich","69","0.00899178164265243","0.00685781650619272","0.0111257467791121"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2005","Westdeutschland, alte Bundeslaender","weiblich","66","0.0072366020486585","0.00540561347550266","0.00906759062181434"
