"pglfs","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"NE: Mutterschutz/Elternzeit (seit 1991)","2006","16-34 Jahre alt","Hauptschulabschluss","58","0.0585832958041504","0.0442691422413697","0.072897449366931"
"NE: Mutterschutz/Elternzeit (seit 1991)","2006","16-34 Jahre alt","Realschulabschluss","108","0.0706008787194886","0.0580494176993147","0.0831523397396626"
"NE: Mutterschutz/Elternzeit (seit 1991)","2006","16-34 Jahre alt","(Fach-)Abitur","51","0.0348393531590342","0.0244599269919372","0.0452187793261312"
"NE: Mutterschutz/Elternzeit (seit 1991)","2006","16-34 Jahre alt","AkademikerInnen","32","0.0592702389578106","0.0399530945821579","0.0785873833334632"
"NE: Mutterschutz/Elternzeit (seit 1991)","2006","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2006","35-65 Jahre alt","Hauptschulabschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2006","35-65 Jahre alt","Realschulabschluss","50","0.0130558120029259","0.00937929006392257","0.0167323339419292"
"NE: Mutterschutz/Elternzeit (seit 1991)","2006","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2006","35-65 Jahre alt","AkademikerInnen","42","0.018638960386458","0.0139603075218952","0.0233176132510208"
"NE: Mutterschutz/Elternzeit (seit 1991)","2006","66 und älter","(noch) kein Abschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2006","66 und älter","Hauptschulabschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2006","66 und älter","Realschulabschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2006","66 und älter","(Fach-)Abitur","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2006","66 und älter","AkademikerInnen","","","",""
"NE: im Militär-/Zivildienst","2006","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"NE: im Militär-/Zivildienst","2006","16-34 Jahre alt","Hauptschulabschluss","","","",""
"NE: im Militär-/Zivildienst","2006","16-34 Jahre alt","Realschulabschluss","","","",""
"NE: im Militär-/Zivildienst","2006","16-34 Jahre alt","(Fach-)Abitur","","","",""
"NE: im Militär-/Zivildienst","2006","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: im Militär-/Zivildienst","2006","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: im Militär-/Zivildienst","2006","35-65 Jahre alt","Hauptschulabschluss","","","",""
"NE: im Militär-/Zivildienst","2006","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: im Militär-/Zivildienst","2006","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: im Militär-/Zivildienst","2006","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: im Militär-/Zivildienst","2006","66 und älter","(noch) kein Abschluss","","","",""
"NE: im Militär-/Zivildienst","2006","66 und älter","Hauptschulabschluss","","","",""
"NE: im Militär-/Zivildienst","2006","66 und älter","Realschulabschluss","","","",""
"NE: im Militär-/Zivildienst","2006","66 und älter","(Fach-)Abitur","","","",""
"NE: im Militär-/Zivildienst","2006","66 und älter","AkademikerInnen","","","",""
"NE: arbeitslos registriert","2006","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"NE: arbeitslos registriert","2006","16-34 Jahre alt","Hauptschulabschluss","160","0.172095962132571","0.149088794207421","0.195103130057721"
"NE: arbeitslos registriert","2006","16-34 Jahre alt","Realschulabschluss","117","0.0647604129598146","0.0527016059381042","0.076819219981525"
"NE: arbeitslos registriert","2006","16-34 Jahre alt","(Fach-)Abitur","41","0.029121676630187","0.0196040406709717","0.0386393125894022"
"NE: arbeitslos registriert","2006","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: arbeitslos registriert","2006","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: arbeitslos registriert","2006","35-65 Jahre alt","Hauptschulabschluss","408","0.098174524396798","0.0892830549445138","0.107065993849082"
"NE: arbeitslos registriert","2006","35-65 Jahre alt","Realschulabschluss","278","0.0834788232769539","0.0745200544047589","0.092437592149149"
"NE: arbeitslos registriert","2006","35-65 Jahre alt","(Fach-)Abitur","44","0.0542253105440913","0.0407316640527515","0.067718957035431"
"NE: arbeitslos registriert","2006","35-65 Jahre alt","AkademikerInnen","101","0.0437094753732398","0.0366368883793111","0.0507820623671685"
"NE: arbeitslos registriert","2006","66 und älter","(noch) kein Abschluss","","","",""
"NE: arbeitslos registriert","2006","66 und älter","Hauptschulabschluss","","","",""
"NE: arbeitslos registriert","2006","66 und älter","Realschulabschluss","","","",""
"NE: arbeitslos registriert","2006","66 und älter","(Fach-)Abitur","","","",""
"NE: arbeitslos registriert","2006","66 und älter","AkademikerInnen","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2006","16-34 Jahre alt","(noch) kein Abschluss","46","0.0610646380036442","0.0429740242940655","0.079155251713223"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2006","16-34 Jahre alt","Hauptschulabschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2006","16-34 Jahre alt","Realschulabschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2006","16-34 Jahre alt","(Fach-)Abitur","64","0.0585525746930472","0.0452630473856122","0.0718421020004823"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2006","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2006","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2006","35-65 Jahre alt","Hauptschulabschluss","38","0.00818238172638957","0.00549042133490726","0.0108743421178719"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2006","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2006","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2006","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2006","66 und älter","(noch) kein Abschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2006","66 und älter","Hauptschulabschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2006","66 und älter","Realschulabschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2006","66 und älter","(Fach-)Abitur","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2006","66 und älter","AkademikerInnen","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2006","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2006","16-34 Jahre alt","Hauptschulabschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2006","16-34 Jahre alt","Realschulabschluss","44","0.0257230255180037","0.0179660871042842","0.0334799639317232"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2006","16-34 Jahre alt","(Fach-)Abitur","37","0.0287492459789104","0.0192908517125047","0.0382076402453161"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2006","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2006","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2006","35-65 Jahre alt","Hauptschulabschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2006","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2006","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2006","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2006","66 und älter","(noch) kein Abschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2006","66 und älter","Hauptschulabschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2006","66 und älter","Realschulabschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2006","66 und älter","(Fach-)Abitur","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2006","66 und älter","AkademikerInnen","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2006","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2006","16-34 Jahre alt","Hauptschulabschluss","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2006","16-34 Jahre alt","Realschulabschluss","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2006","16-34 Jahre alt","(Fach-)Abitur","32","0.0240182878357021","0.0153520548209505","0.0326845208504537"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2006","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2006","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2006","35-65 Jahre alt","Hauptschulabschluss","40","0.0123763570236965","0.00907262326172762","0.0156800907856653"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2006","35-65 Jahre alt","Realschulabschluss","32","0.00875240877916165","0.00573562773824962","0.0117691898200737"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2006","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2006","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2006","66 und älter","(noch) kein Abschluss","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2006","66 und älter","Hauptschulabschluss","35","0.0121474717987935","0.00812854483121635","0.0161663987663706"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2006","66 und älter","Realschulabschluss","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2006","66 und älter","(Fach-)Abitur","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2006","66 und älter","AkademikerInnen","","","",""
"Erwerbstätig","2006","16-34 Jahre alt","(noch) kein Abschluss","94","0.160233533689636","0.132519704986556","0.187947362392716"
"Erwerbstätig","2006","16-34 Jahre alt","Hauptschulabschluss","654","0.615540450819922","0.585889307298695","0.645191594341149"
"Erwerbstätig","2006","16-34 Jahre alt","Realschulabschluss","1132","0.728686482898982","0.706899646508654","0.75047331928931"
"Erwerbstätig","2006","16-34 Jahre alt","(Fach-)Abitur","657","0.591695999756931","0.563874557915836","0.619517441598025"
"Erwerbstätig","2006","16-34 Jahre alt","AkademikerInnen","465","0.80182327283978","0.769212747173781","0.83443379850578"
"Erwerbstätig","2006","35-65 Jahre alt","(noch) kein Abschluss","55","0.355237981804232","0.275677004188562","0.434798959419903"
"Erwerbstätig","2006","35-65 Jahre alt","Hauptschulabschluss","2581","0.612820220777693","0.598264431310218","0.627376010245168"
"Erwerbstätig","2006","35-65 Jahre alt","Realschulabschluss","2708","0.729100652160829","0.714706481610637","0.743494822711022"
"Erwerbstätig","2006","35-65 Jahre alt","(Fach-)Abitur","814","0.740764864076271","0.714653979795148","0.766875748357394"
"Erwerbstätig","2006","35-65 Jahre alt","AkademikerInnen","2656","0.811240100846169","0.797703016081639","0.824777185610699"
"Erwerbstätig","2006","66 und älter","(noch) kein Abschluss","","","",""
"Erwerbstätig","2006","66 und älter","Hauptschulabschluss","74","0.0263700016970716","0.0204914118710171","0.0322485915231261"
"Erwerbstätig","2006","66 und älter","Realschulabschluss","","","",""
"Erwerbstätig","2006","66 und älter","(Fach-)Abitur","","","",""
"Erwerbstätig","2006","66 und älter","AkademikerInnen","63","0.0660293491064489","0.0488852095695559","0.083173488643342"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2006","16-34 Jahre alt","(noch) kein Abschluss","36","0.0410086593484136","0.026026111010005","0.0559912076868221"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2006","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2006","16-34 Jahre alt","Realschulabschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2006","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2006","16-34 Jahre alt","AkademikerInnen","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2006","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2006","35-65 Jahre alt","Hauptschulabschluss","50","0.0129456873028114","0.00956779367278526","0.0163235809328375"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2006","35-65 Jahre alt","Realschulabschluss","43","0.0150527113851271","0.0111090212608133","0.018996401509441"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2006","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2006","35-65 Jahre alt","AkademikerInnen","51","0.017068152349993","0.0125874042063501","0.021548900493636"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2006","66 und älter","(noch) kein Abschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2006","66 und älter","Hauptschulabschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2006","66 und älter","Realschulabschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2006","66 und älter","(Fach-)Abitur","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2006","66 und älter","AkademikerInnen","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2006","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2006","16-34 Jahre alt","Hauptschulabschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2006","16-34 Jahre alt","Realschulabschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2006","16-34 Jahre alt","(Fach-)Abitur","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2006","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2006","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2006","35-65 Jahre alt","Hauptschulabschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2006","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2006","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2006","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2006","66 und älter","(noch) kein Abschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2006","66 und älter","Hauptschulabschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2006","66 und älter","Realschulabschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2006","66 und älter","(Fach-)Abitur","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2006","66 und älter","AkademikerInnen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2007","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2007","16-34 Jahre alt","Hauptschulabschluss","47","0.0437722711067651","0.0301697812839586","0.0573747609295715"
"Nicht erwerbstätig (NE): keine weitere Angabe","2007","16-34 Jahre alt","Realschulabschluss","48","0.0237154777340705","0.0158040440329369","0.0316269114352042"
"Nicht erwerbstätig (NE): keine weitere Angabe","2007","16-34 Jahre alt","(Fach-)Abitur","30","0.0298436080964193","0.0200135300031918","0.0396736861896467"
"Nicht erwerbstätig (NE): keine weitere Angabe","2007","16-34 Jahre alt","AkademikerInnen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2007","35-65 Jahre alt","(noch) kein Abschluss","40","0.35432669412127","0.266907354220228","0.441746034022312"
"Nicht erwerbstätig (NE): keine weitere Angabe","2007","35-65 Jahre alt","Hauptschulabschluss","899","0.221729238585134","0.208528304055872","0.234930173114395"
"Nicht erwerbstätig (NE): keine weitere Angabe","2007","35-65 Jahre alt","Realschulabschluss","448","0.127965477845552","0.116855608545079","0.139075347146025"
"Nicht erwerbstätig (NE): keine weitere Angabe","2007","35-65 Jahre alt","(Fach-)Abitur","140","0.127599679337163","0.107263445761787","0.14793591291254"
"Nicht erwerbstätig (NE): keine weitere Angabe","2007","35-65 Jahre alt","AkademikerInnen","269","0.0857671618023409","0.0757818494186657","0.0957524741860161"
"Nicht erwerbstätig (NE): keine weitere Angabe","2007","66 und älter","(noch) kein Abschluss","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2007","66 und älter","Hauptschulabschluss","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2007","66 und älter","Realschulabschluss","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2007","66 und älter","(Fach-)Abitur","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2007","66 und älter","AkademikerInnen","","","",""
"NE: 65 Jahre und älter","2007","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"NE: 65 Jahre und älter","2007","16-34 Jahre alt","Hauptschulabschluss","","","",""
"NE: 65 Jahre und älter","2007","16-34 Jahre alt","Realschulabschluss","","","",""
"NE: 65 Jahre und älter","2007","16-34 Jahre alt","(Fach-)Abitur","","","",""
"NE: 65 Jahre und älter","2007","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: 65 Jahre und älter","2007","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: 65 Jahre und älter","2007","35-65 Jahre alt","Hauptschulabschluss","34","0.010118817944798","0.006938399509738","0.013299236379858"
"NE: 65 Jahre und älter","2007","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: 65 Jahre und älter","2007","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: 65 Jahre und älter","2007","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: 65 Jahre und älter","2007","66 und älter","(noch) kein Abschluss","61","0.85132713724735","0.766139851605798","0.936514422888902"
"NE: 65 Jahre und älter","2007","66 und älter","Hauptschulabschluss","2581","0.92694273899593","0.917211303512669","0.93667417447919"
"NE: 65 Jahre und älter","2007","66 und älter","Realschulabschluss","515","0.934631710769963","0.914086315039251","0.955177106500674"
"NE: 65 Jahre und älter","2007","66 und älter","(Fach-)Abitur","182","0.915302176621314","0.876322482417488","0.954281870825139"
"NE: 65 Jahre und älter","2007","66 und älter","AkademikerInnen","703","0.874166017887142","0.851520596040192","0.896811439734093"
"NE: derzeit in Ausbildung","2007","16-34 Jahre alt","(noch) kein Abschluss","432","0.614308810652312","0.57728532682788","0.651332294476744"
"NE: derzeit in Ausbildung","2007","16-34 Jahre alt","Hauptschulabschluss","34","0.0421691171904221","0.0288068585044221","0.0555313758764221"
"NE: derzeit in Ausbildung","2007","16-34 Jahre alt","Realschulabschluss","88","0.055172541357556","0.0433015005024978","0.0670435822126142"
"NE: derzeit in Ausbildung","2007","16-34 Jahre alt","(Fach-)Abitur","260","0.193418626643831","0.170600306392424","0.216236946895238"
"NE: derzeit in Ausbildung","2007","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: derzeit in Ausbildung","2007","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: derzeit in Ausbildung","2007","35-65 Jahre alt","Hauptschulabschluss","","","",""
"NE: derzeit in Ausbildung","2007","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: derzeit in Ausbildung","2007","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: derzeit in Ausbildung","2007","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: derzeit in Ausbildung","2007","66 und älter","(noch) kein Abschluss","","","",""
"NE: derzeit in Ausbildung","2007","66 und älter","Hauptschulabschluss","","","",""
"NE: derzeit in Ausbildung","2007","66 und älter","Realschulabschluss","","","",""
"NE: derzeit in Ausbildung","2007","66 und älter","(Fach-)Abitur","","","",""
"NE: derzeit in Ausbildung","2007","66 und älter","AkademikerInnen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2007","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2007","16-34 Jahre alt","Hauptschulabschluss","40","0.047482717974087","0.0333429455351642","0.0616224904130098"
"NE: Mutterschutz/Elternzeit (seit 1991)","2007","16-34 Jahre alt","Realschulabschluss","101","0.0729989668968297","0.059473585573761","0.0865243482198984"
"NE: Mutterschutz/Elternzeit (seit 1991)","2007","16-34 Jahre alt","(Fach-)Abitur","48","0.0367546074794427","0.0258844760804","0.0476247388784854"
"NE: Mutterschutz/Elternzeit (seit 1991)","2007","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2007","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2007","35-65 Jahre alt","Hauptschulabschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2007","35-65 Jahre alt","Realschulabschluss","34","0.00852797050659516","0.00546982054748877","0.0115861204657015"
"NE: Mutterschutz/Elternzeit (seit 1991)","2007","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2007","35-65 Jahre alt","AkademikerInnen","32","0.0143888536107918","0.0101422802734991","0.0186354269480844"
"NE: Mutterschutz/Elternzeit (seit 1991)","2007","66 und älter","(noch) kein Abschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2007","66 und älter","Hauptschulabschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2007","66 und älter","Realschulabschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2007","66 und älter","(Fach-)Abitur","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2007","66 und älter","AkademikerInnen","","","",""
"NE: im Militär-/Zivildienst","2007","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"NE: im Militär-/Zivildienst","2007","16-34 Jahre alt","Hauptschulabschluss","","","",""
"NE: im Militär-/Zivildienst","2007","16-34 Jahre alt","Realschulabschluss","","","",""
"NE: im Militär-/Zivildienst","2007","16-34 Jahre alt","(Fach-)Abitur","","","",""
"NE: im Militär-/Zivildienst","2007","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: im Militär-/Zivildienst","2007","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: im Militär-/Zivildienst","2007","35-65 Jahre alt","Hauptschulabschluss","","","",""
"NE: im Militär-/Zivildienst","2007","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: im Militär-/Zivildienst","2007","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: im Militär-/Zivildienst","2007","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: im Militär-/Zivildienst","2007","66 und älter","(noch) kein Abschluss","","","",""
"NE: im Militär-/Zivildienst","2007","66 und älter","Hauptschulabschluss","","","",""
"NE: im Militär-/Zivildienst","2007","66 und älter","Realschulabschluss","","","",""
"NE: im Militär-/Zivildienst","2007","66 und älter","(Fach-)Abitur","","","",""
"NE: im Militär-/Zivildienst","2007","66 und älter","AkademikerInnen","","","",""
"NE: arbeitslos registriert","2007","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"NE: arbeitslos registriert","2007","16-34 Jahre alt","Hauptschulabschluss","98","0.124776746871516","0.102805006632548","0.146748487110484"
"NE: arbeitslos registriert","2007","16-34 Jahre alt","Realschulabschluss","82","0.0735775945672417","0.0600029530395707","0.0871522360949126"
"NE: arbeitslos registriert","2007","16-34 Jahre alt","(Fach-)Abitur","","","",""
"NE: arbeitslos registriert","2007","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: arbeitslos registriert","2007","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: arbeitslos registriert","2007","35-65 Jahre alt","Hauptschulabschluss","331","0.0860470222741411","0.0771353812131193","0.0949586633351628"
"NE: arbeitslos registriert","2007","35-65 Jahre alt","Realschulabschluss","241","0.0736226176807801","0.0649371082061478","0.0823081271554124"
"NE: arbeitslos registriert","2007","35-65 Jahre alt","(Fach-)Abitur","46","0.0544038674651012","0.040579172669893","0.0682285622603093"
"NE: arbeitslos registriert","2007","35-65 Jahre alt","AkademikerInnen","77","0.0349614001625929","0.0284114276208881","0.0415113727042977"
"NE: arbeitslos registriert","2007","66 und älter","(noch) kein Abschluss","","","",""
"NE: arbeitslos registriert","2007","66 und älter","Hauptschulabschluss","","","",""
"NE: arbeitslos registriert","2007","66 und älter","Realschulabschluss","","","",""
"NE: arbeitslos registriert","2007","66 und älter","(Fach-)Abitur","","","",""
"NE: arbeitslos registriert","2007","66 und älter","AkademikerInnen","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2007","16-34 Jahre alt","(noch) kein Abschluss","45","0.0620600027639052","0.0437090982803429","0.0804109072474675"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2007","16-34 Jahre alt","Hauptschulabschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2007","16-34 Jahre alt","Realschulabschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2007","16-34 Jahre alt","(Fach-)Abitur","60","0.0398742143657154","0.0285705158548824","0.0511779128765483"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2007","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2007","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2007","35-65 Jahre alt","Hauptschulabschluss","31","0.0124117706238237","0.00889347231188207","0.0159300689357653"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2007","35-65 Jahre alt","Realschulabschluss","33","0.0110756730848079","0.00759500754330486","0.014556338626311"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2007","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2007","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2007","66 und älter","(noch) kein Abschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2007","66 und älter","Hauptschulabschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2007","66 und älter","Realschulabschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2007","66 und älter","(Fach-)Abitur","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2007","66 und älter","AkademikerInnen","","","",""
