"pglfs","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"NE: im Militär-/Zivildienst","2003","16-34 Jahre alt","weiblich","","","",""
"NE: im Militär-/Zivildienst","2003","35-65 Jahre alt","maennlich","","","",""
"NE: im Militär-/Zivildienst","2003","35-65 Jahre alt","weiblich","","","",""
"NE: im Militär-/Zivildienst","2003","66 und älter","maennlich","","","",""
"NE: im Militär-/Zivildienst","2003","66 und älter","weiblich","","","",""
"NE: arbeitslos registriert","2003","16-34 Jahre alt","maennlich","196","0.0777790508265523","0.0678994030161858","0.0876586986369188"
"NE: arbeitslos registriert","2003","16-34 Jahre alt","weiblich","140","0.0495716932441776","0.0418860491636886","0.0572573373246665"
"NE: arbeitslos registriert","2003","35-65 Jahre alt","maennlich","446","0.0821043997133657","0.0752913732132844","0.088917426213447"
"NE: arbeitslos registriert","2003","35-65 Jahre alt","weiblich","425","0.07009560484776","0.0638746006460226","0.0763166090494973"
"NE: arbeitslos registriert","2003","66 und älter","maennlich","","","",""
"NE: arbeitslos registriert","2003","66 und älter","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2003","16-34 Jahre alt","maennlich","108","0.0314660874845817","0.0250263014080614","0.037905873561102"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2003","16-34 Jahre alt","weiblich","125","0.0304226643863239","0.0243414045327789","0.0365039242398688"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2003","35-65 Jahre alt","maennlich","51","0.00913940493248827","0.0067777009734428","0.0115011088915337"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2003","35-65 Jahre alt","weiblich","56","0.0119029346175085","0.00926038725803618","0.0145454819769808"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2003","66 und älter","maennlich","33","0.0188716307511074","0.0123493785738984","0.0253938829283163"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2003","66 und älter","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2003","16-34 Jahre alt","maennlich","86","0.0302428709037238","0.0239255105545198","0.0365602312529278"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2003","16-34 Jahre alt","weiblich","49","0.0147532879021567","0.0104843423427087","0.0190222334616047"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2003","35-65 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2003","35-65 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2003","66 und älter","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2003","66 und älter","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2003","16-34 Jahre alt","maennlich","67","0.017315366729718","0.0125034779416757","0.0221272555177602"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2003","16-34 Jahre alt","weiblich","93","0.0279159807187103","0.0220831139427513","0.0337488474946694"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2003","35-65 Jahre alt","maennlich","48","0.00701995500866416","0.00494791735229428","0.00909199266503405"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2003","35-65 Jahre alt","weiblich","100","0.0180230780377672","0.0147814657278324","0.021264690347702"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2003","66 und älter","maennlich","36","0.0234056875461304","0.016158862921688","0.0306525121705729"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2003","66 und älter","weiblich","","","",""
"Erwerbstätig","2003","16-34 Jahre alt","maennlich","1888","0.691437288637399","0.674398419342406","0.708476157932392"
"Erwerbstätig","2003","16-34 Jahre alt","weiblich","1747","0.584068118477913","0.566616063747811","0.601520173208014"
"Erwerbstätig","2003","35-65 Jahre alt","maennlich","4806","0.745906054698488","0.735101684819633","0.756710424577344"
"Erwerbstätig","2003","35-65 Jahre alt","weiblich","4013","0.594239052761353","0.582274081262681","0.606204024260026"
"Erwerbstätig","2003","66 und älter","maennlich","83","0.0433803933460802","0.0336159759407735","0.0531448107513869"
"Erwerbstätig","2003","66 und älter","weiblich","35","0.0194547303699081","0.0134494585245997","0.0254600022152165"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2003","16-34 Jahre alt","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2003","16-34 Jahre alt","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2003","35-65 Jahre alt","maennlich","54","0.0108048334690124","0.00823910761401893","0.0133705593240059"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2003","35-65 Jahre alt","weiblich","68","0.011995155509712","0.00934251480811094","0.014647796211313"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2003","66 und älter","maennlich","31","0.0256509230833886","0.018073199788658","0.0332286463781193"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2003","66 und älter","weiblich","30","0.0237324186864247","0.0171141914584103","0.0303506459144391"
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2003","16-34 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2003","16-34 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2003","35-65 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2003","35-65 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2003","66 und älter","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2003","66 und älter","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2004","16-34 Jahre alt","maennlich","31","0.0117760728232847","0.00771452688785872","0.0158376187587106"
"Nicht erwerbstätig (NE): keine weitere Angabe","2004","16-34 Jahre alt","weiblich","189","0.0639635786358061","0.0551142796544693","0.0728128776171429"
"Nicht erwerbstätig (NE): keine weitere Angabe","2004","35-65 Jahre alt","maennlich","701","0.12488739521643","0.116514759269642","0.133260031163218"
"Nicht erwerbstätig (NE): keine weitere Angabe","2004","35-65 Jahre alt","weiblich","1537","0.257546952858174","0.246732703005998","0.26836120271035"
"Nicht erwerbstätig (NE): keine weitere Angabe","2004","66 und älter","maennlich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2004","66 und älter","weiblich","","","",""
"NE: 65 Jahre und älter","2004","16-34 Jahre alt","maennlich","","","",""
"NE: 65 Jahre und älter","2004","16-34 Jahre alt","weiblich","","","",""
"NE: 65 Jahre und älter","2004","35-65 Jahre alt","maennlich","","","",""
"NE: 65 Jahre und älter","2004","35-65 Jahre alt","weiblich","","","",""
"NE: 65 Jahre und älter","2004","66 und älter","maennlich","1536","0.886160510824343","0.871198077684518","0.901122943964168"
"NE: 65 Jahre und älter","2004","66 und älter","weiblich","1981","0.940501250208978","0.930349882771806","0.95065261764615"
"NE: derzeit in Ausbildung","2004","16-34 Jahre alt","maennlich","464","0.150434600197454","0.136974889602436","0.163894310792471"
"NE: derzeit in Ausbildung","2004","16-34 Jahre alt","weiblich","463","0.129912507656058","0.117753361928339","0.142071653383777"
"NE: derzeit in Ausbildung","2004","35-65 Jahre alt","maennlich","","","",""
"NE: derzeit in Ausbildung","2004","35-65 Jahre alt","weiblich","","","",""
"NE: derzeit in Ausbildung","2004","66 und älter","maennlich","","","",""
"NE: derzeit in Ausbildung","2004","66 und älter","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2004","16-34 Jahre alt","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2004","16-34 Jahre alt","weiblich","230","0.0818586563195302","0.0719438737282454","0.0917734389108149"
"NE: Mutterschutz/Elternzeit (seit 1991)","2004","35-65 Jahre alt","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2004","35-65 Jahre alt","weiblich","103","0.017557311208749","0.0143093090408711","0.0208053133766269"
"NE: Mutterschutz/Elternzeit (seit 1991)","2004","66 und älter","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2004","66 und älter","weiblich","","","",""
"NE: im Militär-/Zivildienst","2004","16-34 Jahre alt","maennlich","","","",""
"NE: im Militär-/Zivildienst","2004","16-34 Jahre alt","weiblich","","","",""
"NE: im Militär-/Zivildienst","2004","35-65 Jahre alt","maennlich","","","",""
"NE: im Militär-/Zivildienst","2004","35-65 Jahre alt","weiblich","","","",""
"NE: im Militär-/Zivildienst","2004","66 und älter","maennlich","","","",""
"NE: im Militär-/Zivildienst","2004","66 und älter","weiblich","","","",""
"NE: arbeitslos registriert","2004","16-34 Jahre alt","maennlich","209","0.0935182327851262","0.0825561992112334","0.104480266359019"
"NE: arbeitslos registriert","2004","16-34 Jahre alt","weiblich","145","0.0529344732534953","0.0448368898483962","0.0610320566585945"
"NE: arbeitslos registriert","2004","35-65 Jahre alt","maennlich","452","0.0890494334575217","0.0818361346998726","0.0962627322151708"
"NE: arbeitslos registriert","2004","35-65 Jahre alt","weiblich","425","0.0772296942916573","0.0706277378058479","0.0838316507774668"
"NE: arbeitslos registriert","2004","66 und älter","maennlich","","","",""
"NE: arbeitslos registriert","2004","66 und älter","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2004","16-34 Jahre alt","maennlich","88","0.0290211295372032","0.0227010071101574","0.035341251964249"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2004","16-34 Jahre alt","weiblich","127","0.0353042236397468","0.0286299403076469","0.0419785069718468"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2004","35-65 Jahre alt","maennlich","39","0.00869539244733995","0.00634403263812987","0.01104675225655"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2004","35-65 Jahre alt","weiblich","50","0.0120850794461415","0.00938287489231396","0.014787283999969"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2004","66 und älter","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2004","66 und älter","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2004","16-34 Jahre alt","maennlich","69","0.0270633334328188","0.0209539641768024","0.0331727026888352"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2004","16-34 Jahre alt","weiblich","52","0.0165170571649254","0.0119076415391536","0.0211264727906972"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2004","35-65 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2004","35-65 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2004","66 und älter","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2004","66 und älter","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2004","16-34 Jahre alt","maennlich","49","0.0152124267125997","0.0106041985371813","0.0198206548880182"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2004","16-34 Jahre alt","weiblich","67","0.0210497016692185","0.015858123329023","0.026241280009414"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2004","35-65 Jahre alt","maennlich","38","0.00571495096194135","0.00380583353025079","0.0076240683936319"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2004","35-65 Jahre alt","weiblich","73","0.012270465319106","0.00954786914122439","0.0149930614969877"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2004","66 und älter","maennlich","30","0.0191726315627103","0.0127125692344257","0.0256326938909949"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2004","66 und älter","weiblich","","","",""
"Erwerbstätig","2004","16-34 Jahre alt","maennlich","1771","0.661650082225166","0.643836114192923","0.679464050257409"
"Erwerbstätig","2004","16-34 Jahre alt","weiblich","1645","0.587891586331254","0.570090337096755","0.605692835565752"
"Erwerbstätig","2004","35-65 Jahre alt","maennlich","4660","0.751797034871636","0.740856848475767","0.762737221267504"
"Erwerbstätig","2004","35-65 Jahre alt","weiblich","3965","0.600472732961443","0.588359681782649","0.612585784140236"
"Erwerbstätig","2004","66 und älter","maennlich","105","0.0547791965102432","0.0440597090208912","0.0654986839995952"
"Erwerbstätig","2004","66 und älter","weiblich","40","0.0177621663232768","0.0120939393254444","0.0234303933211092"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2004","16-34 Jahre alt","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2004","16-34 Jahre alt","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2004","35-65 Jahre alt","maennlich","55","0.0110960552780917","0.00844308554709226","0.0137490250090912"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2004","35-65 Jahre alt","weiblich","68","0.0131615798025089","0.0103431272393738","0.0159800323656441"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2004","66 und älter","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2004","66 und älter","weiblich","30","0.0205483055682049","0.0144603642500019","0.026636246886408"
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2004","16-34 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2004","16-34 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2004","35-65 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2004","35-65 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2004","66 und älter","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2004","66 und älter","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2005","16-34 Jahre alt","maennlich","38","0.0149601737194056","0.0102568143695346","0.0196635330692766"
"Nicht erwerbstätig (NE): keine weitere Angabe","2005","16-34 Jahre alt","weiblich","162","0.0620202873419321","0.0530641417562425","0.0709764329276217"
"Nicht erwerbstätig (NE): keine weitere Angabe","2005","35-65 Jahre alt","maennlich","608","0.105663733588219","0.097643140879042","0.113684326297396"
"Nicht erwerbstätig (NE): keine weitere Angabe","2005","35-65 Jahre alt","weiblich","1386","0.238016066963725","0.227245675926726","0.248786458000725"
"Nicht erwerbstätig (NE): keine weitere Angabe","2005","66 und älter","maennlich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2005","66 und älter","weiblich","","","",""
"NE: 65 Jahre und älter","2005","16-34 Jahre alt","maennlich","","","",""
"NE: 65 Jahre und älter","2005","16-34 Jahre alt","weiblich","","","",""
"NE: 65 Jahre und älter","2005","35-65 Jahre alt","maennlich","37","0.00616094435654516","0.00411932516797044","0.00820256354511988"
"NE: 65 Jahre und älter","2005","35-65 Jahre alt","weiblich","31","0.00594836539792705","0.00400363806454752","0.00789309273130657"
"NE: 65 Jahre und älter","2005","66 und älter","maennlich","1561","0.896909283694179","0.882646312351561","0.911172255036796"
"NE: 65 Jahre und älter","2005","66 und älter","weiblich","1972","0.945012914913484","0.935200008412192","0.954825821414776"
"NE: derzeit in Ausbildung","2005","16-34 Jahre alt","maennlich","437","0.142612642679724","0.129064476982023","0.156160808377425"
"NE: derzeit in Ausbildung","2005","16-34 Jahre alt","weiblich","465","0.143998869630147","0.130961972293525","0.157035766966769"
"NE: derzeit in Ausbildung","2005","35-65 Jahre alt","maennlich","","","",""
"NE: derzeit in Ausbildung","2005","35-65 Jahre alt","weiblich","","","",""
"NE: derzeit in Ausbildung","2005","66 und älter","maennlich","","","",""
"NE: derzeit in Ausbildung","2005","66 und älter","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2005","16-34 Jahre alt","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2005","16-34 Jahre alt","weiblich","221","0.0804078926276774","0.0703106104638323","0.0905051747915225"
"NE: Mutterschutz/Elternzeit (seit 1991)","2005","35-65 Jahre alt","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2005","35-65 Jahre alt","weiblich","109","0.0179754595164543","0.0146153255085589","0.0213355935243497"
"NE: Mutterschutz/Elternzeit (seit 1991)","2005","66 und älter","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2005","66 und älter","weiblich","","","",""
"NE: im Militär-/Zivildienst","2005","16-34 Jahre alt","maennlich","","","",""
"NE: im Militär-/Zivildienst","2005","16-34 Jahre alt","weiblich","","","",""
"NE: im Militär-/Zivildienst","2005","35-65 Jahre alt","maennlich","","","",""
"NE: im Militär-/Zivildienst","2005","35-65 Jahre alt","weiblich","","","",""
"NE: im Militär-/Zivildienst","2005","66 und älter","maennlich","","","",""
"NE: im Militär-/Zivildienst","2005","66 und älter","weiblich","","","",""
"NE: arbeitslos registriert","2005","16-34 Jahre alt","maennlich","207","0.0995578152868407","0.0879572662697207","0.111158364303961"
"NE: arbeitslos registriert","2005","16-34 Jahre alt","weiblich","153","0.064809539969557","0.0556678384285621","0.0739512415105519"
"NE: arbeitslos registriert","2005","35-65 Jahre alt","maennlich","422","0.0869086624080286","0.0795587576714453","0.0942585671446119"
"NE: arbeitslos registriert","2005","35-65 Jahre alt","weiblich","363","0.0666232501375835","0.0603166278093522","0.0729298724658148"
"NE: arbeitslos registriert","2005","66 und älter","maennlich","","","",""
"NE: arbeitslos registriert","2005","66 und älter","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2005","16-34 Jahre alt","maennlich","101","0.0368298608952857","0.0295325223950213","0.0441271993955501"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2005","16-34 Jahre alt","weiblich","105","0.0316049949847898","0.0251087608649477","0.0381012291046319"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2005","35-65 Jahre alt","maennlich","51","0.0113896707614664","0.00862106433353691","0.014158277189396"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2005","35-65 Jahre alt","weiblich","56","0.0146991095442155","0.0116555249443521","0.0177426941440789"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2005","66 und älter","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2005","66 und älter","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2005","16-34 Jahre alt","maennlich","64","0.0217276247056413","0.0160789187417668","0.0273763306695157"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2005","16-34 Jahre alt","weiblich","59","0.0184041868457538","0.013413248551306","0.0233951251402016"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2005","35-65 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2005","35-65 Jahre alt","weiblich","39","0.00657265309377976","0.00452906276866276","0.00861624341889675"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2005","66 und älter","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2005","66 und älter","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2005","16-34 Jahre alt","maennlich","53","0.0168942604427861","0.0119010179654954","0.0218875029200768"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2005","16-34 Jahre alt","weiblich","67","0.0217362494777917","0.0163215068267021","0.0271509921288813"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2005","35-65 Jahre alt","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2005","35-65 Jahre alt","weiblich","83","0.0168234702244191","0.0135708828616499","0.0200760575871884"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2005","66 und älter","maennlich","34","0.021606148479833","0.0147863505475387","0.0284259464121273"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2005","66 und älter","weiblich","","","",""
"Erwerbstätig","2005","16-34 Jahre alt","maennlich","1630","0.658208240658639","0.639831207476061","0.676585273841216"
"Erwerbstätig","2005","16-34 Jahre alt","weiblich","1528","0.570072670966586","0.551689510756942","0.58845583117623"
"Erwerbstätig","2005","35-65 Jahre alt","maennlich","4409","0.767346596880717","0.756322486415838","0.778370707345596"
"Erwerbstätig","2005","35-65 Jahre alt","weiblich","3828","0.614798079692208","0.602490691473581","0.627105467910835"
"Erwerbstätig","2005","66 und älter","maennlich","88","0.0458938628697882","0.036078607060459","0.0557091186791175"
"Erwerbstätig","2005","66 und älter","weiblich","42","0.022130349048854","0.0157977344803408","0.0284629636173672"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2005","16-34 Jahre alt","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2005","16-34 Jahre alt","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2005","35-65 Jahre alt","maennlich","59","0.0122985360369684","0.00942290856699149","0.0151741635069453"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2005","35-65 Jahre alt","weiblich","91","0.015112872421665","0.0120273964702434","0.0181983483730866"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2005","66 und älter","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2005","66 und älter","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2005","16-34 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2005","16-34 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2005","35-65 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2005","35-65 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2005","66 und älter","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2005","66 und älter","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2006","16-34 Jahre alt","maennlich","46","0.0191590904005071","0.013889848385816","0.0244283324151981"
"Nicht erwerbstätig (NE): keine weitere Angabe","2006","16-34 Jahre alt","weiblich","159","0.0628304365866731","0.0539200613638625","0.0717408118094837"
"Nicht erwerbstätig (NE): keine weitere Angabe","2006","35-65 Jahre alt","maennlich","655","0.109848587492849","0.10192374989815","0.117773425087547"
"Nicht erwerbstätig (NE): keine weitere Angabe","2006","35-65 Jahre alt","weiblich","1483","0.234095671275456","0.223768460896315","0.244422881654596"
"Nicht erwerbstätig (NE): keine weitere Angabe","2006","66 und älter","maennlich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2006","66 und älter","weiblich","","","",""
"NE: 65 Jahre und älter","2006","16-34 Jahre alt","maennlich","","","",""
"NE: 65 Jahre und älter","2006","16-34 Jahre alt","weiblich","","","",""
"NE: 65 Jahre und älter","2006","35-65 Jahre alt","maennlich","","","",""
"NE: 65 Jahre und älter","2006","35-65 Jahre alt","weiblich","34","0.005128831212691","0.00338665653611105","0.00687100588927095"
"NE: 65 Jahre und älter","2006","66 und älter","maennlich","1874","0.896987829062622","0.883971347053957","0.910004311071287"
"NE: 65 Jahre und älter","2006","66 und älter","weiblich","2292","0.953774330600642","0.945368541423395","0.962180119777889"
"NE: derzeit in Ausbildung","2006","16-34 Jahre alt","maennlich","442","0.141126978829471","0.127744673953865","0.154509283705078"
"NE: derzeit in Ausbildung","2006","16-34 Jahre alt","weiblich","470","0.132512200744419","0.120062426180137","0.144961975308701"
"NE: derzeit in Ausbildung","2006","35-65 Jahre alt","maennlich","","","",""
"NE: derzeit in Ausbildung","2006","35-65 Jahre alt","weiblich","","","",""
"NE: derzeit in Ausbildung","2006","66 und älter","maennlich","","","",""
"NE: derzeit in Ausbildung","2006","66 und älter","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2006","16-34 Jahre alt","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2006","16-34 Jahre alt","weiblich","257","0.0991204400578759","0.0881476557134235","0.110093224402328"
"NE: Mutterschutz/Elternzeit (seit 1991)","2006","35-65 Jahre alt","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2006","35-65 Jahre alt","weiblich","122","0.0206162534665719","0.017150637870577","0.0240818690625668"
"NE: Mutterschutz/Elternzeit (seit 1991)","2006","66 und älter","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2006","66 und älter","weiblich","","","",""
"NE: im Militär-/Zivildienst","2006","16-34 Jahre alt","maennlich","","","",""
"NE: im Militär-/Zivildienst","2006","16-34 Jahre alt","weiblich","","","",""
"NE: im Militär-/Zivildienst","2006","35-65 Jahre alt","maennlich","","","",""
"NE: im Militär-/Zivildienst","2006","35-65 Jahre alt","weiblich","","","",""
"NE: im Militär-/Zivildienst","2006","66 und älter","maennlich","","","",""
"NE: im Militär-/Zivildienst","2006","66 und älter","weiblich","","","",""
"NE: arbeitslos registriert","2006","16-34 Jahre alt","maennlich","204","0.0869718814048411","0.0761402736155638","0.0978034891941184"
"NE: arbeitslos registriert","2006","16-34 Jahre alt","weiblich","182","0.071153225826967","0.0617132430470392","0.0805932086068948"
"NE: arbeitslos registriert","2006","35-65 Jahre alt","maennlich","444","0.0843804757073788","0.0773361456402841","0.0914248057744736"
"NE: arbeitslos registriert","2006","35-65 Jahre alt","weiblich","412","0.0762799390532464","0.0698059132332919","0.0827539648732008"
"NE: arbeitslos registriert","2006","66 und älter","maennlich","","","",""
"NE: arbeitslos registriert","2006","66 und älter","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2006","16-34 Jahre alt","maennlich","77","0.0309037215743294","0.0242517517395759","0.037555691409083"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2006","16-34 Jahre alt","weiblich","93","0.0246773547809434","0.0189806288933901","0.0303740806684966"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2006","35-65 Jahre alt","maennlich","52","0.00753423074101515","0.00534274617474894","0.00972571530728135"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2006","35-65 Jahre alt","weiblich","50","0.0107517896073035","0.00823647631400738","0.0132671029005996"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2006","66 und älter","maennlich","31","0.0101139382722176","0.00582935259882788","0.0143985239456073"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2006","66 und älter","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2006","16-34 Jahre alt","maennlich","89","0.0292996199957322","0.0228172321630492","0.0357820078284153"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2006","16-34 Jahre alt","weiblich","54","0.0190972890102509","0.0140715411768805","0.0241230368436213"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2006","35-65 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2006","35-65 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2006","66 und älter","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2006","66 und älter","weiblich","","","",""
