"pld0043","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nie","2009","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2009","Realschule","kein Migrationshintergrund","","","",""
"Nie","2009","Realschule","direkter Migrationshintergrund","","","",""
"Nie","2009","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","2009","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2009","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","2009","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","2009","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","2009","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2009","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","2009","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","2009","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","2009","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2010","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Sehr oft","2010","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Sehr oft","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Sehr oft","2010","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2010","Hauptschule","kein Migrationshintergrund","","","",""
"Sehr oft","2010","Hauptschule","direkter Migrationshintergrund","","","",""
"Sehr oft","2010","Hauptschule","indirekter Migrationshintergrund","","","",""
"Sehr oft","2010","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2010","Realschule","kein Migrationshintergrund","","","",""
"Sehr oft","2010","Realschule","direkter Migrationshintergrund","","","",""
"Sehr oft","2010","Realschule","indirekter Migrationshintergrund","","","",""
"Sehr oft","2010","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2010","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Sehr oft","2010","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Sehr oft","2010","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Sehr oft","2010","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2010","AkademikerIn","kein Migrationshintergrund","","","",""
"Sehr oft","2010","AkademikerIn","direkter Migrationshintergrund","","","",""
"Sehr oft","2010","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Sehr oft","2010","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2010","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Oft","2010","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Oft","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Oft","2010","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2010","Hauptschule","kein Migrationshintergrund","","","",""
"Oft","2010","Hauptschule","direkter Migrationshintergrund","","","",""
"Oft","2010","Hauptschule","indirekter Migrationshintergrund","","","",""
"Oft","2010","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2010","Realschule","kein Migrationshintergrund","","","",""
"Oft","2010","Realschule","direkter Migrationshintergrund","","","",""
"Oft","2010","Realschule","indirekter Migrationshintergrund","","","",""
"Oft","2010","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2010","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Oft","2010","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Oft","2010","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Oft","2010","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2010","AkademikerIn","kein Migrationshintergrund","","","",""
"Oft","2010","AkademikerIn","direkter Migrationshintergrund","","","",""
"Oft","2010","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Oft","2010","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2010","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Manchmal","2010","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Manchmal","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Manchmal","2010","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2010","Hauptschule","kein Migrationshintergrund","","","",""
"Manchmal","2010","Hauptschule","direkter Migrationshintergrund","","","",""
"Manchmal","2010","Hauptschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2010","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2010","Realschule","kein Migrationshintergrund","","","",""
"Manchmal","2010","Realschule","direkter Migrationshintergrund","","","",""
"Manchmal","2010","Realschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2010","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2010","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Manchmal","2010","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Manchmal","2010","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Manchmal","2010","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2010","AkademikerIn","kein Migrationshintergrund","","","",""
"Manchmal","2010","AkademikerIn","direkter Migrationshintergrund","","","",""
"Manchmal","2010","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Manchmal","2010","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2010","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Selten","2010","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Selten","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Selten","2010","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2010","Hauptschule","kein Migrationshintergrund","","","",""
"Selten","2010","Hauptschule","direkter Migrationshintergrund","","","",""
"Selten","2010","Hauptschule","indirekter Migrationshintergrund","","","",""
"Selten","2010","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2010","Realschule","kein Migrationshintergrund","","","",""
"Selten","2010","Realschule","direkter Migrationshintergrund","","","",""
"Selten","2010","Realschule","indirekter Migrationshintergrund","","","",""
"Selten","2010","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2010","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Selten","2010","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Selten","2010","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Selten","2010","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2010","AkademikerIn","kein Migrationshintergrund","","","",""
"Selten","2010","AkademikerIn","direkter Migrationshintergrund","","","",""
"Selten","2010","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Selten","2010","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2010","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","2010","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","2010","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2010","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","2010","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","2010","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","2010","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2010","Realschule","kein Migrationshintergrund","","","",""
"Nie","2010","Realschule","direkter Migrationshintergrund","","","",""
"Nie","2010","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","2010","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2010","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","2010","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","2010","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","2010","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2010","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","2010","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","2010","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","2010","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2011","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Sehr oft","2011","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Sehr oft","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Sehr oft","2011","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2011","Hauptschule","kein Migrationshintergrund","","","",""
"Sehr oft","2011","Hauptschule","direkter Migrationshintergrund","","","",""
"Sehr oft","2011","Hauptschule","indirekter Migrationshintergrund","","","",""
"Sehr oft","2011","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2011","Realschule","kein Migrationshintergrund","","","",""
"Sehr oft","2011","Realschule","direkter Migrationshintergrund","","","",""
"Sehr oft","2011","Realschule","indirekter Migrationshintergrund","","","",""
"Sehr oft","2011","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2011","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Sehr oft","2011","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Sehr oft","2011","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Sehr oft","2011","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2011","AkademikerIn","kein Migrationshintergrund","","","",""
"Sehr oft","2011","AkademikerIn","direkter Migrationshintergrund","","","",""
"Sehr oft","2011","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Sehr oft","2011","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2011","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Oft","2011","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Oft","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Oft","2011","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2011","Hauptschule","kein Migrationshintergrund","","","",""
"Oft","2011","Hauptschule","direkter Migrationshintergrund","","","",""
"Oft","2011","Hauptschule","indirekter Migrationshintergrund","","","",""
"Oft","2011","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2011","Realschule","kein Migrationshintergrund","","","",""
"Oft","2011","Realschule","direkter Migrationshintergrund","","","",""
"Oft","2011","Realschule","indirekter Migrationshintergrund","","","",""
"Oft","2011","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2011","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Oft","2011","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Oft","2011","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Oft","2011","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2011","AkademikerIn","kein Migrationshintergrund","","","",""
"Oft","2011","AkademikerIn","direkter Migrationshintergrund","","","",""
"Oft","2011","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Oft","2011","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2011","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Manchmal","2011","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Manchmal","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Manchmal","2011","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2011","Hauptschule","kein Migrationshintergrund","","","",""
"Manchmal","2011","Hauptschule","direkter Migrationshintergrund","","","",""
"Manchmal","2011","Hauptschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2011","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2011","Realschule","kein Migrationshintergrund","","","",""
"Manchmal","2011","Realschule","direkter Migrationshintergrund","","","",""
"Manchmal","2011","Realschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2011","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2011","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Manchmal","2011","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Manchmal","2011","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Manchmal","2011","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2011","AkademikerIn","kein Migrationshintergrund","","","",""
"Manchmal","2011","AkademikerIn","direkter Migrationshintergrund","","","",""
"Manchmal","2011","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Manchmal","2011","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2011","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Selten","2011","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Selten","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Selten","2011","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2011","Hauptschule","kein Migrationshintergrund","","","",""
"Selten","2011","Hauptschule","direkter Migrationshintergrund","","","",""
"Selten","2011","Hauptschule","indirekter Migrationshintergrund","","","",""
"Selten","2011","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2011","Realschule","kein Migrationshintergrund","","","",""
"Selten","2011","Realschule","direkter Migrationshintergrund","","","",""
"Selten","2011","Realschule","indirekter Migrationshintergrund","","","",""
"Selten","2011","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2011","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Selten","2011","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Selten","2011","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Selten","2011","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2011","AkademikerIn","kein Migrationshintergrund","","","",""
"Selten","2011","AkademikerIn","direkter Migrationshintergrund","","","",""
"Selten","2011","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Selten","2011","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2011","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","2011","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","2011","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2011","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","2011","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","2011","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","2011","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2011","Realschule","kein Migrationshintergrund","","","",""
"Nie","2011","Realschule","direkter Migrationshintergrund","","","",""
"Nie","2011","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","2011","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2011","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","2011","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","2011","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","2011","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2011","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","2011","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","2011","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","2011","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2012","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Sehr oft","2012","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Sehr oft","2012","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Sehr oft","2012","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2012","Hauptschule","kein Migrationshintergrund","","","",""
"Sehr oft","2012","Hauptschule","direkter Migrationshintergrund","","","",""
"Sehr oft","2012","Hauptschule","indirekter Migrationshintergrund","","","",""
"Sehr oft","2012","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2012","Realschule","kein Migrationshintergrund","","","",""
"Sehr oft","2012","Realschule","direkter Migrationshintergrund","","","",""
"Sehr oft","2012","Realschule","indirekter Migrationshintergrund","","","",""
"Sehr oft","2012","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2012","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Sehr oft","2012","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Sehr oft","2012","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Sehr oft","2012","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2012","AkademikerIn","kein Migrationshintergrund","","","",""
"Sehr oft","2012","AkademikerIn","direkter Migrationshintergrund","","","",""
"Sehr oft","2012","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Sehr oft","2012","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2012","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Oft","2012","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Oft","2012","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Oft","2012","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2012","Hauptschule","kein Migrationshintergrund","","","",""
"Oft","2012","Hauptschule","direkter Migrationshintergrund","","","",""
"Oft","2012","Hauptschule","indirekter Migrationshintergrund","","","",""
"Oft","2012","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2012","Realschule","kein Migrationshintergrund","","","",""
"Oft","2012","Realschule","direkter Migrationshintergrund","","","",""
"Oft","2012","Realschule","indirekter Migrationshintergrund","","","",""
"Oft","2012","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2012","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Oft","2012","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Oft","2012","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Oft","2012","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2012","AkademikerIn","kein Migrationshintergrund","","","",""
"Oft","2012","AkademikerIn","direkter Migrationshintergrund","","","",""
"Oft","2012","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Oft","2012","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2012","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Manchmal","2012","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Manchmal","2012","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Manchmal","2012","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2012","Hauptschule","kein Migrationshintergrund","","","",""
"Manchmal","2012","Hauptschule","direkter Migrationshintergrund","","","",""
"Manchmal","2012","Hauptschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2012","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2012","Realschule","kein Migrationshintergrund","","","",""
"Manchmal","2012","Realschule","direkter Migrationshintergrund","","","",""
"Manchmal","2012","Realschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2012","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2012","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Manchmal","2012","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Manchmal","2012","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Manchmal","2012","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2012","AkademikerIn","kein Migrationshintergrund","","","",""
"Manchmal","2012","AkademikerIn","direkter Migrationshintergrund","","","",""
"Manchmal","2012","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Manchmal","2012","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2012","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Selten","2012","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Selten","2012","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Selten","2012","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2012","Hauptschule","kein Migrationshintergrund","","","",""
"Selten","2012","Hauptschule","direkter Migrationshintergrund","","","",""
"Selten","2012","Hauptschule","indirekter Migrationshintergrund","","","",""
"Selten","2012","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2012","Realschule","kein Migrationshintergrund","","","",""
"Selten","2012","Realschule","direkter Migrationshintergrund","","","",""
"Selten","2012","Realschule","indirekter Migrationshintergrund","","","",""
"Selten","2012","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2012","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Selten","2012","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Selten","2012","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Selten","2012","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2012","AkademikerIn","kein Migrationshintergrund","","","",""
"Selten","2012","AkademikerIn","direkter Migrationshintergrund","","","",""
"Selten","2012","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Selten","2012","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2012","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","2012","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","2012","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","2012","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2012","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","2012","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","2012","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","2012","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2012","Realschule","kein Migrationshintergrund","","","",""
"Nie","2012","Realschule","direkter Migrationshintergrund","","","",""
"Nie","2012","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","2012","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2012","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","2012","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","2012","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","2012","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2012","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","2012","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","2012","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","2012","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2013","(noch) kein Abschluss","kein Migrationshintergrund","29","","",""
"Sehr oft","2013","(noch) kein Abschluss","direkter Migrationshintergrund","4","0.00499057754296776","-0.0057291327320198","0.0157102878179553"
"Sehr oft","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","6","0.0367459541232668","0.00190305650175137","0.0715888517447822"
"Sehr oft","2013","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2013","Hauptschule","kein Migrationshintergrund","118","","",""
"Sehr oft","2013","Hauptschule","direkter Migrationshintergrund","28","","",""
"Sehr oft","2013","Hauptschule","indirekter Migrationshintergrund","10","","",""
"Sehr oft","2013","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2013","Realschule","kein Migrationshintergrund","144","","",""
"Sehr oft","2013","Realschule","direkter Migrationshintergrund","4","0.0255700765015011","0.00576418034922585","0.0453759726537763"
"Sehr oft","2013","Realschule","indirekter Migrationshintergrund","13","","",""
"Sehr oft","2013","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2013","(Fach-)Abitur","kein Migrationshintergrund","83","0.0312710148061328","0.0244755376728006","0.0380664919394649"
"Sehr oft","2013","(Fach-)Abitur","direkter Migrationshintergrund","20","","",""
"Sehr oft","2013","(Fach-)Abitur","indirekter Migrationshintergrund","6","0.0296469024604593","0.00540181657331265","0.053891988347606"
"Sehr oft","2013","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2013","AkademikerIn","kein Migrationshintergrund","160","","",""
"Sehr oft","2013","AkademikerIn","direkter Migrationshintergrund","21","","",""
"Sehr oft","2013","AkademikerIn","indirekter Migrationshintergrund","6","0.0230483829472054","0.00142523173349219","0.0446715341609186"
"Sehr oft","2013","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2013","(noch) kein Abschluss","kein Migrationshintergrund","140","","",""
"Oft","2013","(noch) kein Abschluss","direkter Migrationshintergrund","20","","",""
"Oft","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","25","","",""
"Oft","2013","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2013","Hauptschule","kein Migrationshintergrund","664","0.0964475748414004","0.0891753287000552","0.103719820982746"
"Oft","2013","Hauptschule","direkter Migrationshintergrund","139","","",""
"Oft","2013","Hauptschule","indirekter Migrationshintergrund","57","0.18421420929551","0.140200335847509","0.228228082743511"
"Oft","2013","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2013","Realschule","kein Migrationshintergrund","979","0.130557061683965","0.122454555311611","0.138659568056318"
"Oft","2013","Realschule","direkter Migrationshintergrund","35","0.0980078990262566","0.0607013493619452","0.135314448690568"
"Oft","2013","Realschule","indirekter Migrationshintergrund","55","0.193967983919254","0.14914986041395","0.238786107424558"
"Oft","2013","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2013","(Fach-)Abitur","kein Migrationshintergrund","493","0.210940735139957","0.195011942451577","0.226869527828338"
"Oft","2013","(Fach-)Abitur","direkter Migrationshintergrund","96","0.208059221939218","0.174104376588317","0.242014067290119"
"Oft","2013","(Fach-)Abitur","indirekter Migrationshintergrund","47","0.27936967700066","0.215231728360637","0.343507625640682"
"Oft","2013","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2013","AkademikerIn","kein Migrationshintergrund","977","0.189427039116789","0.178643147600735","0.200210930632843"
"Oft","2013","AkademikerIn","direkter Migrationshintergrund","107","","",""
"Oft","2013","AkademikerIn","indirekter Migrationshintergrund","43","0.302079756750762","0.235915119485937","0.368244394015586"
"Oft","2013","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2013","(noch) kein Abschluss","kein Migrationshintergrund","171","","",""
"Manchmal","2013","(noch) kein Abschluss","direkter Migrationshintergrund","32","0.169689812009263","0.112589022294278","0.226790601724247"
"Manchmal","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","49","0.474833322419013","0.382351100554279","0.567315544283747"
"Manchmal","2013","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2013","Hauptschule","kein Migrationshintergrund","1663","","",""
