"ple0097","year","age_gr","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Weder-noch","2012","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2012","30-45","kein Migrationshintergrund","","","",""
"Weder-noch","2012","30-45","direkter Migrationshintergrund","","","",""
"Weder-noch","2012","30-45","indirekter Migrationshintergrund","","","",""
"Weder-noch","2012","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2012","46-65","kein Migrationshintergrund","","","",""
"Weder-noch","2012","46-65","direkter Migrationshintergrund","","","",""
"Weder-noch","2012","46-65","indirekter Migrationshintergrund","","","",""
"Weder-noch","2012","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2012","66","kein Migrationshintergrund","","","",""
"Weder-noch","2012","66","direkter Migrationshintergrund","","","",""
"Weder-noch","2012","66","indirekter Migrationshintergrund","","","",""
"Weder-noch","2012","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2013","17-29","kein Migrationshintergrund","2654","0.906432180121426","0.895870981130661","0.91699337911219"
"Gesetzliche KV","2013","17-29","direkter Migrationshintergrund","1058","0.966270762683279","0.955498918846593","0.977042606519965"
"Gesetzliche KV","2013","17-29","indirekter Migrationshintergrund","979","0.963458409976343","0.951886698129566","0.97503012182312"
"Gesetzliche KV","2013","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2013","30-45","kein Migrationshintergrund","5606","0.849831672131436","0.841109473876669","0.858553870386203"
"Gesetzliche KV","2013","30-45","direkter Migrationshintergrund","2865","0.946089375653114","0.937969919292484","0.954208832013744"
"Gesetzliche KV","2013","30-45","indirekter Migrationshintergrund","844","0.899852700053716","0.880538379392531","0.9191670207149"
"Gesetzliche KV","2013","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2013","46-65","kein Migrationshintergrund","6735","0.845571326443628","0.837710116182413","0.853432536704843"
"Gesetzliche KV","2013","46-65","direkter Migrationshintergrund","1809","0.954400970664626","0.944955871262155","0.963846070067098"
"Gesetzliche KV","2013","46-65","indirekter Migrationshintergrund","162","0.928016504422935","0.89046678352372","0.96556622532215"
"Gesetzliche KV","2013","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2013","66","kein Migrationshintergrund","","","",""
"Gesetzliche KV","2013","66","direkter Migrationshintergrund","","","",""
"Gesetzliche KV","2013","66","indirekter Migrationshintergrund","","","",""
"Gesetzliche KV","2013","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2013","17-29","kein Migrationshintergrund","267","0.0935678198785742","0.0830066208878098","0.104129018869339"
"Private KV","2013","17-29","direkter Migrationshintergrund","21","","",""
"Private KV","2013","17-29","indirekter Migrationshintergrund","31","0.0365415900236571","0.0249698781768798","0.0481133018704344"
"Private KV","2013","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2013","30-45","kein Migrationshintergrund","838","0.150168327868564","0.141446129613797","0.158890526123331"
"Private KV","2013","30-45","direkter Migrationshintergrund","107","0.0539106243468863","0.045791167986256","0.0620300807075165"
"Private KV","2013","30-45","indirekter Migrationshintergrund","84","0.100147299946284","0.0808329792850996","0.119461620607469"
"Private KV","2013","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2013","46-65","kein Migrationshintergrund","1382","0.154428673556372","0.146567463295157","0.162289883817587"
"Private KV","2013","46-65","direkter Migrationshintergrund","65","0.0455990293353735","0.0361539299329017","0.0550441287378453"
"Private KV","2013","46-65","indirekter Migrationshintergrund","20","","",""
"Private KV","2013","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2013","66","kein Migrationshintergrund","","","",""
"Private KV","2013","66","direkter Migrationshintergrund","","","",""
"Private KV","2013","66","indirekter Migrationshintergrund","","","",""
"Private KV","2013","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2013","17-29","kein Migrationshintergrund","","","",""
"Weder-noch","2013","17-29","direkter Migrationshintergrund","","","",""
"Weder-noch","2013","17-29","indirekter Migrationshintergrund","","","",""
"Weder-noch","2013","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2013","30-45","kein Migrationshintergrund","","","",""
"Weder-noch","2013","30-45","direkter Migrationshintergrund","","","",""
"Weder-noch","2013","30-45","indirekter Migrationshintergrund","","","",""
"Weder-noch","2013","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2013","46-65","kein Migrationshintergrund","","","",""
"Weder-noch","2013","46-65","direkter Migrationshintergrund","","","",""
"Weder-noch","2013","46-65","indirekter Migrationshintergrund","","","",""
"Weder-noch","2013","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2013","66","kein Migrationshintergrund","","","",""
"Weder-noch","2013","66","direkter Migrationshintergrund","","","",""
"Weder-noch","2013","66","indirekter Migrationshintergrund","","","",""
"Weder-noch","2013","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2014","17-29","kein Migrationshintergrund","2423","0.914768297413384","0.90414913678234","0.925387458044429"
"Gesetzliche KV","2014","17-29","direkter Migrationshintergrund","764","0.969918059861151","0.957915365788091","0.981920753934212"
"Gesetzliche KV","2014","17-29","indirekter Migrationshintergrund","818","0.982821881494436","0.974019289596125","0.991624473392746"
"Gesetzliche KV","2014","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2014","30-45","kein Migrationshintergrund","4743","0.860813251107956","0.851597262424889","0.870029239791022"
"Gesetzliche KV","2014","30-45","direkter Migrationshintergrund","2242","0.943209568169795","0.933814095390711","0.952605040948878"
"Gesetzliche KV","2014","30-45","indirekter Migrationshintergrund","686","0.884553817296084","0.861714080759233","0.907393553832935"
"Gesetzliche KV","2014","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2014","46-65","kein Migrationshintergrund","6245","0.843067373144183","0.834857240353798","0.851277505934569"
"Gesetzliche KV","2014","46-65","direkter Migrationshintergrund","1508","0.957141465831609","0.947094073478958","0.96718885818426"
"Gesetzliche KV","2014","46-65","indirekter Migrationshintergrund","170","0.929089123534097","0.892687854699551","0.965490392368643"
"Gesetzliche KV","2014","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2014","66","kein Migrationshintergrund","","","",""
"Gesetzliche KV","2014","66","direkter Migrationshintergrund","","","",""
"Gesetzliche KV","2014","66","indirekter Migrationshintergrund","","","",""
"Gesetzliche KV","2014","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2014","17-29","kein Migrationshintergrund","233","0.0852317025866159","0.0746125419555714","0.0958508632176603"
"Private KV","2014","17-29","direkter Migrationshintergrund","14","","",""
"Private KV","2014","17-29","indirekter Migrationshintergrund","19","","",""
"Private KV","2014","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2014","30-45","kein Migrationshintergrund","676","0.139186748892044","0.129970760208978","0.148402737575111"
"Private KV","2014","30-45","direkter Migrationshintergrund","89","0.0567904318302052","0.0473949590511217","0.0661859046092887"
"Private KV","2014","30-45","indirekter Migrationshintergrund","66","0.115446182703916","0.0926064461670655","0.138285919240767"
"Private KV","2014","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2014","46-65","kein Migrationshintergrund","1295","0.156932626855816","0.148722494065431","0.165142759646202"
"Private KV","2014","46-65","direkter Migrationshintergrund","53","0.042858534168391","0.0328111418157397","0.0529059265210422"
"Private KV","2014","46-65","indirekter Migrationshintergrund","21","","",""
"Private KV","2014","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2014","66","kein Migrationshintergrund","","","",""
"Private KV","2014","66","direkter Migrationshintergrund","","","",""
"Private KV","2014","66","indirekter Migrationshintergrund","","","",""
"Private KV","2014","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2014","17-29","kein Migrationshintergrund","","","",""
"Weder-noch","2014","17-29","direkter Migrationshintergrund","","","",""
"Weder-noch","2014","17-29","indirekter Migrationshintergrund","","","",""
"Weder-noch","2014","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2014","30-45","kein Migrationshintergrund","","","",""
"Weder-noch","2014","30-45","direkter Migrationshintergrund","","","",""
"Weder-noch","2014","30-45","indirekter Migrationshintergrund","","","",""
"Weder-noch","2014","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2014","46-65","kein Migrationshintergrund","","","",""
"Weder-noch","2014","46-65","direkter Migrationshintergrund","","","",""
"Weder-noch","2014","46-65","indirekter Migrationshintergrund","","","",""
"Weder-noch","2014","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2014","66","kein Migrationshintergrund","","","",""
"Weder-noch","2014","66","direkter Migrationshintergrund","","","",""
"Weder-noch","2014","66","indirekter Migrationshintergrund","","","",""
"Weder-noch","2014","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2015","17-29","kein Migrationshintergrund","2339","0.902448563894887","0.890995156803878","0.913901970985896"
"Gesetzliche KV","2015","17-29","direkter Migrationshintergrund","1037","0.985351603045636","0.978115732726399","0.992587473364873"
"Gesetzliche KV","2015","17-29","indirekter Migrationshintergrund","774","0.964165921195978","0.951285587687262","0.977046254704694"
"Gesetzliche KV","2015","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2015","30-45","kein Migrationshintergrund","4224","0.861950598411355","0.852218356753709","0.871682840069001"
"Gesetzliche KV","2015","30-45","direkter Migrationshintergrund","2670","0.949085519748255","0.940888971878107","0.957282067618403"
"Gesetzliche KV","2015","30-45","indirekter Migrationshintergrund","627","0.896432017920637","0.873530457635667","0.919333578205606"
"Gesetzliche KV","2015","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2015","46-65","kein Migrationshintergrund","6073","0.842166543935754","0.833808250084063","0.850524837787444"
"Gesetzliche KV","2015","46-65","direkter Migrationshintergrund","1569","0.963268237347353","0.954105627982293","0.972430846712413"
"Gesetzliche KV","2015","46-65","indirekter Migrationshintergrund","167","0.929535453929733","0.893144821822294","0.965926086037172"
"Gesetzliche KV","2015","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2015","66","kein Migrationshintergrund","","","",""
"Gesetzliche KV","2015","66","direkter Migrationshintergrund","","","",""
"Gesetzliche KV","2015","66","indirekter Migrationshintergrund","","","",""
"Gesetzliche KV","2015","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2015","17-29","kein Migrationshintergrund","239","0.0975514361051132","0.086098029014104","0.109004843196123"
"Private KV","2015","17-29","direkter Migrationshintergrund","22","","",""
"Private KV","2015","17-29","indirekter Migrationshintergrund","26","","",""
"Private KV","2015","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2015","30-45","kein Migrationshintergrund","602","0.138049401588645","0.128317159930999","0.147781643246291"
"Private KV","2015","30-45","direkter Migrationshintergrund","93","0.0509144802517447","0.0427179323815969","0.0591110281218925"
"Private KV","2015","30-45","indirekter Migrationshintergrund","53","0.103567982079363","0.080666421794394","0.126469542364333"
"Private KV","2015","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2015","46-65","kein Migrationshintergrund","1236","0.157833456064246","0.149475162212556","0.166191749915937"
"Private KV","2015","46-65","direkter Migrationshintergrund","50","0.0367317626526471","0.0275691532875875","0.0458943720177068"
"Private KV","2015","46-65","indirekter Migrationshintergrund","23","","",""
"Private KV","2015","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2015","66","kein Migrationshintergrund","","","",""
"Private KV","2015","66","direkter Migrationshintergrund","","","",""
"Private KV","2015","66","indirekter Migrationshintergrund","","","",""
"Private KV","2015","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2015","17-29","kein Migrationshintergrund","","","",""
"Weder-noch","2015","17-29","direkter Migrationshintergrund","","","",""
"Weder-noch","2015","17-29","indirekter Migrationshintergrund","","","",""
"Weder-noch","2015","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2015","30-45","kein Migrationshintergrund","","","",""
"Weder-noch","2015","30-45","direkter Migrationshintergrund","","","",""
"Weder-noch","2015","30-45","indirekter Migrationshintergrund","","","",""
"Weder-noch","2015","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2015","46-65","kein Migrationshintergrund","","","",""
"Weder-noch","2015","46-65","direkter Migrationshintergrund","","","",""
"Weder-noch","2015","46-65","indirekter Migrationshintergrund","","","",""
"Weder-noch","2015","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2015","66","kein Migrationshintergrund","","","",""
"Weder-noch","2015","66","direkter Migrationshintergrund","","","",""
"Weder-noch","2015","66","indirekter Migrationshintergrund","","","",""
"Weder-noch","2015","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2016","17-29","kein Migrationshintergrund","2157","0.904159451830968","0.892297999202836","0.916020904459099"
"Gesetzliche KV","2016","17-29","direkter Migrationshintergrund","736","0.987099374577085","0.979012455204508","0.995186293949661"
"Gesetzliche KV","2016","17-29","indirekter Migrationshintergrund","706","0.950459325542713","0.934750495926005","0.96616815515942"
"Gesetzliche KV","2016","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2016","30-45","kein Migrationshintergrund","3757","0.876676202612132","0.866797717838016","0.886554687386248"
"Gesetzliche KV","2016","30-45","direkter Migrationshintergrund","2151","0.96117589267355","0.953134756463629","0.969217028883472"
"Gesetzliche KV","2016","30-45","indirekter Migrationshintergrund","566","0.881201553325591","0.855671688396254","0.906731418254928"
"Gesetzliche KV","2016","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2016","46-65","kein Migrationshintergrund","5741","0.844961534010147","0.836417742300023","0.85350532572027"
"Gesetzliche KV","2016","46-65","direkter Migrationshintergrund","1446","0.953426429792095","0.942758979359934","0.964093880224257"
"Gesetzliche KV","2016","46-65","indirekter Migrationshintergrund","186","0.9291184457103","0.894074206349098","0.964162685071503"
"Gesetzliche KV","2016","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2016","66","kein Migrationshintergrund","","","",""
"Gesetzliche KV","2016","66","direkter Migrationshintergrund","","","",""
"Gesetzliche KV","2016","66","indirekter Migrationshintergrund","","","",""
"Gesetzliche KV","2016","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2016","17-29","kein Migrationshintergrund","209","0.0958405481690324","0.0839790955409011","0.107702000797164"
"Private KV","2016","17-29","direkter Migrationshintergrund","12","","",""
"Private KV","2016","17-29","indirekter Migrationshintergrund","27","","",""
"Private KV","2016","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2016","30-45","kein Migrationshintergrund","499","0.123323797387868","0.113445312613752","0.133202282161984"
"Private KV","2016","30-45","direkter Migrationshintergrund","66","0.0388241073264496","0.0307829711165285","0.0468652435363708"
"Private KV","2016","30-45","indirekter Migrationshintergrund","51","0.118798446674409","0.0932685817450724","0.144328311603746"
"Private KV","2016","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2016","46-65","kein Migrationshintergrund","1153","0.155038465989853","0.14649467427973","0.163582257699977"
"Private KV","2016","46-65","direkter Migrationshintergrund","53","0.0465735702079045","0.0359061197757433","0.0572410206400656"
"Private KV","2016","46-65","indirekter Migrationshintergrund","20","","",""
"Private KV","2016","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2016","66","kein Migrationshintergrund","","","",""
"Private KV","2016","66","direkter Migrationshintergrund","","","",""
"Private KV","2016","66","indirekter Migrationshintergrund","","","",""
"Private KV","2016","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2016","17-29","kein Migrationshintergrund","","","",""
"Weder-noch","2016","17-29","direkter Migrationshintergrund","","","",""
"Weder-noch","2016","17-29","indirekter Migrationshintergrund","","","",""
"Weder-noch","2016","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2016","30-45","kein Migrationshintergrund","","","",""
"Weder-noch","2016","30-45","direkter Migrationshintergrund","","","",""
"Weder-noch","2016","30-45","indirekter Migrationshintergrund","","","",""
"Weder-noch","2016","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2016","46-65","kein Migrationshintergrund","","","",""
"Weder-noch","2016","46-65","direkter Migrationshintergrund","","","",""
"Weder-noch","2016","46-65","indirekter Migrationshintergrund","","","",""
"Weder-noch","2016","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2016","66","kein Migrationshintergrund","","","",""
"Weder-noch","2016","66","direkter Migrationshintergrund","","","",""
"Weder-noch","2016","66","indirekter Migrationshintergrund","","","",""
"Weder-noch","2016","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2017","17-29","kein Migrationshintergrund","2672","0.907225228786536","0.896731192275656","0.917719265297415"
"Gesetzliche KV","2017","17-29","direkter Migrationshintergrund","588","0.986261788019732","0.976940071534726","0.995583504504738"
"Gesetzliche KV","2017","17-29","indirekter Migrationshintergrund","770","0.952973131036562","0.938303592317867","0.967642669755258"
"Gesetzliche KV","2017","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2017","30-45","kein Migrationshintergrund","4050","0.88451063804118","0.875237101706462","0.893784174375897"
"Gesetzliche KV","2017","30-45","direkter Migrationshintergrund","1989","0.963551605140476","0.955429321938107","0.971673888342845"
"Gesetzliche KV","2017","30-45","indirekter Migrationshintergrund","575","0.870774399376077","0.844704062740231","0.896844736011924"
"Gesetzliche KV","2017","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2017","46-65","kein Migrationshintergrund","6828","0.844513587098766","0.836650270112092","0.852376904085439"
"Gesetzliche KV","2017","46-65","direkter Migrationshintergrund","1493","0.961272259491123","0.951657526704323","0.970886992277923"
"Gesetzliche KV","2017","46-65","indirekter Migrationshintergrund","221","0.924947073382857","0.892155329915247","0.957738816850466"
"Gesetzliche KV","2017","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2017","66","kein Migrationshintergrund","","","",""
"Gesetzliche KV","2017","66","direkter Migrationshintergrund","","","",""
"Gesetzliche KV","2017","66","indirekter Migrationshintergrund","","","",""
"Gesetzliche KV","2017","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2017","17-29","kein Migrationshintergrund","264","0.0927747712134645","0.0822807347025853","0.103268807724344"
"Private KV","2017","17-29","direkter Migrationshintergrund","11","","",""
"Private KV","2017","17-29","indirekter Migrationshintergrund","30","0.0470268689634378","0.0323573302447423","0.0616964076821332"
"Private KV","2017","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2017","30-45","kein Migrationshintergrund","513","0.11548936195882","0.106215825624103","0.124762898293538"
"Private KV","2017","30-45","direkter Migrationshintergrund","56","0.0364483948595236","0.0283261116571546","0.0445706780618926"
"Private KV","2017","30-45","indirekter Migrationshintergrund","61","0.129225600623923","0.103155263988076","0.155295937259769"
"Private KV","2017","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2017","46-65","kein Migrationshintergrund","1330","0.155486412901235","0.147623095914561","0.163349729887908"
"Private KV","2017","46-65","direkter Migrationshintergrund","54","0.038727740508877","0.0291130077220775","0.0483424732956765"
"Private KV","2017","46-65","indirekter Migrationshintergrund","27","","",""
"Private KV","2017","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2017","66","kein Migrationshintergrund","","","",""
"Private KV","2017","66","direkter Migrationshintergrund","","","",""
"Private KV","2017","66","indirekter Migrationshintergrund","","","",""
"Private KV","2017","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2017","17-29","kein Migrationshintergrund","","","",""
"Weder-noch","2017","17-29","direkter Migrationshintergrund","","","",""
"Weder-noch","2017","17-29","indirekter Migrationshintergrund","","","",""
"Weder-noch","2017","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2017","30-45","kein Migrationshintergrund","","","",""
"Weder-noch","2017","30-45","direkter Migrationshintergrund","","","",""
"Weder-noch","2017","30-45","indirekter Migrationshintergrund","","","",""
"Weder-noch","2017","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2017","46-65","kein Migrationshintergrund","","","",""
"Weder-noch","2017","46-65","direkter Migrationshintergrund","","","",""
"Weder-noch","2017","46-65","indirekter Migrationshintergrund","","","",""
"Weder-noch","2017","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2017","66","kein Migrationshintergrund","","","",""
"Weder-noch","2017","66","direkter Migrationshintergrund","","","",""
"Weder-noch","2017","66","indirekter Migrationshintergrund","","","",""
"Weder-noch","2017","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2018","17-29","kein Migrationshintergrund","2658","0.908718605904817","0.89824356741918","0.919193644390455"
"Gesetzliche KV","2018","17-29","direkter Migrationshintergrund","520","0.950077815724185","0.931640738513663","0.968514892934707"
"Gesetzliche KV","2018","17-29","indirekter Migrationshintergrund","793","0.971539107067127","0.960122851279689","0.982955362854566"
"Gesetzliche KV","2018","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2018","30-45","kein Migrationshintergrund","3784","0.887387291285152","0.877854140966744","0.896920441603559"
"Gesetzliche KV","2018","30-45","direkter Migrationshintergrund","1848","0.963363995840212","0.954914420861415","0.971813570819009"
"Gesetzliche KV","2018","30-45","indirekter Migrationshintergrund","556","0.891415359542048","0.866705874191764","0.916124844892332"
"Gesetzliche KV","2018","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2018","46-65","kein Migrationshintergrund","6602","0.849057225066354","0.841124250319691","0.856990199813016"
"Gesetzliche KV","2018","46-65","direkter Migrationshintergrund","1498","0.961269273991635","0.951635485194283","0.970903062788986"
"Gesetzliche KV","2018","46-65","indirekter Migrationshintergrund","237","0.927860314214521","0.896651695260928","0.959068933168113"
"Gesetzliche KV","2018","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2018","66","kein Migrationshintergrund","","","",""
"Gesetzliche KV","2018","66","direkter Migrationshintergrund","","","",""
"Gesetzliche KV","2018","66","indirekter Migrationshintergrund","","","",""
"Gesetzliche KV","2018","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2018","17-29","kein Migrationshintergrund","246","0.0912813940951827","0.0808063556095452","0.10175643258082"
"Private KV","2018","17-29","direkter Migrationshintergrund","16","","",""
"Private KV","2018","17-29","indirekter Migrationshintergrund","22","","",""
"Private KV","2018","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2018","30-45","kein Migrationshintergrund","440","0.112612708714848","0.103079558396441","0.122145859033256"
"Private KV","2018","30-45","direkter Migrationshintergrund","51","0.0366360041597877","0.0281864291809905","0.0450855791385849"
"Private KV","2018","30-45","indirekter Migrationshintergrund","53","0.108584640457952","0.0838751551076684","0.133294125808236"
"Private KV","2018","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2018","46-65","kein Migrationshintergrund","1221","0.150942774933647","0.143009800186984","0.158875749680309"
"Private KV","2018","46-65","direkter Migrationshintergrund","43","0.0387307260083653","0.0290969372110142","0.0483645148057165"
"Private KV","2018","46-65","indirekter Migrationshintergrund","27","","",""
"Private KV","2018","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2018","66","kein Migrationshintergrund","","","",""
"Private KV","2018","66","direkter Migrationshintergrund","","","",""
"Private KV","2018","66","indirekter Migrationshintergrund","","","",""
"Private KV","2018","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2018","17-29","kein Migrationshintergrund","","","",""
"Weder-noch","2018","17-29","direkter Migrationshintergrund","","","",""
"Weder-noch","2018","17-29","indirekter Migrationshintergrund","","","",""
"Weder-noch","2018","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2018","30-45","kein Migrationshintergrund","","","",""
"Weder-noch","2018","30-45","direkter Migrationshintergrund","","","",""
"Weder-noch","2018","30-45","indirekter Migrationshintergrund","","","",""
"Weder-noch","2018","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2018","46-65","kein Migrationshintergrund","","","",""
"Weder-noch","2018","46-65","direkter Migrationshintergrund","","","",""
"Weder-noch","2018","46-65","indirekter Migrationshintergrund","","","",""
"Weder-noch","2018","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2018","66","kein Migrationshintergrund","","","",""
"Weder-noch","2018","66","direkter Migrationshintergrund","","","",""
"Weder-noch","2018","66","indirekter Migrationshintergrund","","","",""
"Weder-noch","2018","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2019","17-29","kein Migrationshintergrund","2469","0.91299797170191","0.902406331139728","0.923589612264093"
"Gesetzliche KV","2019","17-29","direkter Migrationshintergrund","389","0.937497199479553","0.913892844543409","0.961101554415697"
"Gesetzliche KV","2019","17-29","indirekter Migrationshintergrund","694","0.960468414509678","0.94623544552498","0.974701383494376"
"Gesetzliche KV","2019","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2019","30-45","kein Migrationshintergrund","3602","0.888422076976053","0.878827979246055","0.898016174706051"
"Gesetzliche KV","2019","30-45","direkter Migrationshintergrund","1484","0.950240532217731","0.93941530848961","0.961065755945851"
"Gesetzliche KV","2019","30-45","indirekter Migrationshintergrund","526","0.900583195225258","0.876520366025464","0.924646024425052"
"Gesetzliche KV","2019","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2019","46-65","kein Migrationshintergrund","6724","0.846053580674667","0.838379531654179","0.853727629695155"
"Gesetzliche KV","2019","46-65","direkter Migrationshintergrund","1366","0.959718219715537","0.949636161958346","0.969800277472727"
"Gesetzliche KV","2019","46-65","indirekter Migrationshintergrund","333","0.898338994583098","0.870662398340728","0.926015590825467"
"Gesetzliche KV","2019","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2019","66","kein Migrationshintergrund","","","",""
"Gesetzliche KV","2019","66","direkter Migrationshintergrund","","","",""
"Gesetzliche KV","2019","66","indirekter Migrationshintergrund","","","",""
"Gesetzliche KV","2019","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2019","17-29","kein Migrationshintergrund","251","0.0870020282980898","0.0764103877359073","0.0975936688602723"
"Private KV","2019","17-29","direkter Migrationshintergrund","15","","",""
"Private KV","2019","17-29","indirekter Migrationshintergrund","26","","",""
"Private KV","2019","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2019","30-45","kein Migrationshintergrund","535","0.111577923023947","0.101983825293949","0.121172020753945"
"Private KV","2019","30-45","direkter Migrationshintergrund","66","0.0497594677822693","0.038934244054149","0.0605846915103897"
"Private KV","2019","30-45","indirekter Migrationshintergrund","68","0.0994168047747416","0.0753539755749477","0.123479633974536"
"Private KV","2019","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2019","46-65","kein Migrationshintergrund","1772","0.153946419325333","0.146272370304845","0.161620468345821"
"Private KV","2019","46-65","direkter Migrationshintergrund","95","0.0402817802844634","0.0301997225272728","0.0503638380416541"
"Private KV","2019","46-65","indirekter Migrationshintergrund","125","0.101661005416902","0.0739844091745328","0.129337601659272"
