year,migback,pgisced97,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,No migration background,First Stage of Tertiary Education,Not employed: no further information,0.03281,48,1357,0.02333,0.04229
2007,No migration background,Second Stage of Tertiary Education,Self-employed,0.11881,486,3931,0.10869,0.12893
2007,No migration background,Second Stage of Tertiary Education,Blue-collar worker,0.01885,56,3931,0.01460,0.02310
2007,No migration background,Second Stage of Tertiary Education,Civil servant,0.12628,565,3931,0.11589,0.13666
2007,No migration background,Second Stage of Tertiary Education,White-collar worker,0.42249,1640,3931,0.40705,0.43794
2007,No migration background,Second Stage of Tertiary Education,Not employed: Pensioner,0.24142,935,3931,0.22804,0.25480
2007,No migration background,Second Stage of Tertiary Education,Not employed: registered unemployed,0.02663,100,3931,0.02160,0.03166
2007,No migration background,Second Stage of Tertiary Education,Not employed: no further information,0.03698,149,3931,0.03108,0.04288
2007,Direct migration background,Primary Level,Not employed: Pensioner,0.38734,45,78,0.27853,0.49615
2007,Direct migration background,Primary Level,Not employed: no further information,0.26112,33,78,0.16300,0.35923
2007,Direct migration background,Lower Secondary Level,Blue-collar worker,0.27918,143,432,0.23683,0.32153
2007,Direct migration background,Lower Secondary Level,Not employed: Pensioner,0.32610,147,432,0.28184,0.37036
2007,Direct migration background,Lower Secondary Level,Not employed: registered unemployed,0.09835,52,432,0.07023,0.12646
2007,Direct migration background,Lower Secondary Level,Not employed: no further information,0.17216,90,432,0.13652,0.20781
2007,Direct migration background,Upper Secondary Level,Blue-collar worker,0.36184,286,764,0.32774,0.39594
2007,Direct migration background,Upper Secondary Level,White-collar worker,0.14340,110,764,0.11853,0.16826
2007,Direct migration background,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.03979,36,764,0.02592,0.05366
2007,Direct migration background,Upper Secondary Level,Not employed: Pensioner,0.19717,166,764,0.16894,0.22540
2007,Direct migration background,Upper Secondary Level,Not employed: registered unemployed,0.10972,74,764,0.08755,0.13190
2007,Direct migration background,Upper Secondary Level,Not employed: no further information,0.11061,92,764,0.08836,0.13287
2007,Direct migration background,Post-secondary Non-tertiary Level,Blue-collar worker,0.35105,71,124,0.26670,0.43540
2007,Direct migration background,Post-secondary Non-tertiary Level,White-collar worker,0.26062,53,124,0.18304,0.33820
2007,Direct migration background,First Stage of Tertiary Education,White-collar worker,0.32694,44,80,0.22350,0.43039
2007,Direct migration background,First Stage of Tertiary Education,Not employed: Pensioner,0.28786,36,80,0.18802,0.38770
2007,Direct migration background,Second Stage of Tertiary Education,Self-employed,0.08180,41,299,0.05068,0.11291
2007,Direct migration background,Second Stage of Tertiary Education,Blue-collar worker,0.14071,39,299,0.10123,0.18019
2007,Direct migration background,Second Stage of Tertiary Education,White-collar worker,0.32627,124,299,0.27304,0.37950
2007,Direct migration background,Second Stage of Tertiary Education,Not employed: Pensioner,0.18072,60,299,0.13703,0.22441
2007,Direct migration background,Second Stage of Tertiary Education,Not employed: no further information,0.11952,35,299,0.08269,0.15635
2007,Indirect migration background,Pre-primary Level,Apprentice/ Trainee/ Intern,0.46725,45,89,0.36301,0.57150
2007,Indirect migration background,Pre-primary Level,Not employed: no further information,0.40398,44,89,0.30146,0.50651
2007,Indirect migration background,Lower Secondary Level,Blue-collar worker,0.20259,35,85,0.11664,0.28855
2007,Indirect migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.29604,50,85,0.19842,0.39367
2007,Indirect migration background,Upper Secondary Level,Blue-collar worker,0.27263,86,281,0.22047,0.32479
2007,Indirect migration background,Upper Secondary Level,White-collar worker,0.30298,112,281,0.24916,0.35681
2007,Indirect migration background,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.12076,50,281,0.08259,0.15892
2007,Indirect migration background,Upper Secondary Level,Not employed: no further information,0.11607,33,281,0.07855,0.15358
2007,Indirect migration background,Second Stage of Tertiary Education,White-collar worker,0.70496,53,53,0.58101,0.82892
2008,No migration background,No answer / don't know,Apprentice/ Trainee/ Intern,0.55048,141,141,0.46807,0.63288
2008,No migration background,Pre-primary Level,Apprentice/ Trainee/ Intern,0.58343,263,410,0.53565,0.63121
2008,No migration background,Pre-primary Level,Not employed: no further information,0.36020,147,410,0.31368,0.40673
2008,No migration background,Lower Secondary Level,Blue-collar worker,0.15591,203,1437,0.13715,0.17467
2008,No migration background,Lower Secondary Level,White-collar worker,0.06679,99,1437,0.05387,0.07970
2008,No migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.14108,254,1437,0.12307,0.15908
2008,No migration background,Lower Secondary Level,Not employed: Pensioner,0.45988,664,1437,0.43410,0.48566
2008,No migration background,Lower Secondary Level,Not employed: registered unemployed,0.08215,98,1437,0.06795,0.09635
2008,No migration background,Lower Secondary Level,Not employed: no further information,0.07729,119,1437,0.06348,0.09110
2008,No migration background,Upper Secondary Level,Self-employed,0.04285,405,8659,0.03858,0.04711
2008,No migration background,Upper Secondary Level,Blue-collar worker,0.20923,1738,8659,0.20067,0.21780
2008,No migration background,Upper Secondary Level,Civil servant,0.02233,202,8659,0.01922,0.02544
2008,No migration background,Upper Secondary Level,White-collar worker,0.25758,2300,8659,0.24837,0.26680
2008,No migration background,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.03942,374,8659,0.03532,0.04351
2008,No migration background,Upper Secondary Level,Not employed: Pensioner,0.31676,2621,8659,0.30696,0.32656
2008,No migration background,Upper Secondary Level,Not employed: registered unemployed,0.05575,494,8659,0.05091,0.06058
2008,No migration background,Upper Secondary Level,Not employed: no further information,0.05306,525,8659,0.04833,0.05778
2008,No migration background,Post-secondary Non-tertiary Level,Self-employed,0.07170,72,827,0.05411,0.08930
2008,No migration background,Post-secondary Non-tertiary Level,Blue-collar worker,0.05743,64,827,0.04157,0.07330
2008,No migration background,Post-secondary Non-tertiary Level,White-collar worker,0.57826,480,827,0.54458,0.61194
2008,No migration background,Post-secondary Non-tertiary Level,Apprentice/ Trainee/ Intern,0.04926,42,827,0.03450,0.06402
2008,No migration background,Post-secondary Non-tertiary Level,Not employed: Pensioner,0.14159,103,827,0.11782,0.16537
2008,No migration background,Post-secondary Non-tertiary Level,Not employed: no further information,0.06646,66,827,0.04947,0.08345
2008,No migration background,First Stage of Tertiary Education,Self-employed,0.09324,141,1262,0.07720,0.10929
2008,No migration background,First Stage of Tertiary Education,Blue-collar worker,0.12567,136,1262,0.10737,0.14397
2008,No migration background,First Stage of Tertiary Education,Civil servant,0.04326,62,1262,0.03203,0.05449
2008,No migration background,First Stage of Tertiary Education,White-collar worker,0.36616,479,1262,0.33957,0.39275
2008,No migration background,First Stage of Tertiary Education,Not employed: Pensioner,0.29706,356,1262,0.27183,0.32228
2008,No migration background,First Stage of Tertiary Education,Not employed: registered unemployed,0.04263,45,1262,0.03148,0.05378
2008,No migration background,First Stage of Tertiary Education,Not employed: no further information,0.02885,43,1262,0.01961,0.03808
2008,No migration background,Second Stage of Tertiary Education,Self-employed,0.12266,448,3789,0.11221,0.13310
2008,No migration background,Second Stage of Tertiary Education,Blue-collar worker,0.01297,43,3789,0.00936,0.01657
2008,No migration background,Second Stage of Tertiary Education,Civil servant,0.11949,512,3789,0.10916,0.12982
2008,No migration background,Second Stage of Tertiary Education,White-collar worker,0.43544,1599,3789,0.41965,0.45123
2008,No migration background,Second Stage of Tertiary Education,Apprentice/ Trainee/ Intern,0.00994,38,3789,0.00678,0.01310
2008,No migration background,Second Stage of Tertiary Education,Not employed: Pensioner,0.24423,939,3789,0.23054,0.25791
2008,No migration background,Second Stage of Tertiary Education,Not employed: registered unemployed,0.02213,71,3789,0.01744,0.02681
2008,No migration background,Second Stage of Tertiary Education,Not employed: no further information,0.03316,139,3789,0.02746,0.03886
2008,Direct migration background,Primary Level,Not employed: Pensioner,0.37158,37,37,0.21373,0.52943
2008,Direct migration background,Lower Secondary Level,Blue-collar worker,0.29861,138,383,0.25271,0.34450
2008,Direct migration background,Lower Secondary Level,Not employed: Pensioner,0.33474,137,383,0.28742,0.38206
2008,Direct migration background,Lower Secondary Level,Not employed: registered unemployed,0.07243,35,383,0.04644,0.09843
2008,Direct migration background,Lower Secondary Level,Not employed: no further information,0.15834,73,383,0.12173,0.19495
2008,Direct migration background,Upper Secondary Level,Blue-collar worker,0.38459,257,660,0.34745,0.42174
2008,Direct migration background,Upper Secondary Level,White-collar worker,0.15865,112,660,0.13076,0.18655
2008,Direct migration background,Upper Secondary Level,Not employed: Pensioner,0.19511,156,660,0.16485,0.22536
2008,Direct migration background,Upper Secondary Level,Not employed: registered unemployed,0.08784,56,660,0.06623,0.10945
2008,Direct migration background,Upper Secondary Level,Not employed: no further information,0.10912,79,660,0.08531,0.13292
2008,Direct migration background,Post-secondary Non-tertiary Level,Blue-collar worker,0.36022,66,120,0.27397,0.44647
2008,Direct migration background,Post-secondary Non-tertiary Level,White-collar worker,0.27764,54,120,0.19718,0.35810
2008,Direct migration background,First Stage of Tertiary Education,White-collar worker,0.35893,37,37,0.20223,0.51563
2008,Direct migration background,Second Stage of Tertiary Education,Self-employed,0.09798,41,274,0.06271,0.13325
2008,Direct migration background,Second Stage of Tertiary Education,Blue-collar worker,0.15328,35,274,0.11054,0.19601
2008,Direct migration background,Second Stage of Tertiary Education,White-collar worker,0.29386,106,274,0.23982,0.34790
2008,Direct migration background,Second Stage of Tertiary Education,Not employed: Pensioner,0.17910,59,274,0.13362,0.22459
2008,Direct migration background,Second Stage of Tertiary Education,Not employed: no further information,0.13331,33,274,0.09299,0.17363
2008,Indirect migration background,No answer / don't know,Apprentice/ Trainee/ Intern,0.45633,33,33,0.28375,0.62891
2008,Indirect migration background,Pre-primary Level,Apprentice/ Trainee/ Intern,0.38457,49,92,0.28462,0.48453
2008,Indirect migration background,Pre-primary Level,Not employed: no further information,0.53750,43,92,0.43506,0.63995
2008,Indirect migration background,Lower Secondary Level,Blue-collar worker,0.20515,36,94,0.12308,0.28722
2008,Indirect migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.27689,58,94,0.18595,0.36784
2008,Indirect migration background,Upper Secondary Level,Blue-collar worker,0.33104,94,252,0.27282,0.38926
2008,Indirect migration background,Upper Secondary Level,White-collar worker,0.32328,115,252,0.26541,0.38114
2008,Indirect migration background,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.12950,43,252,0.08796,0.17103
2008,Indirect migration background,Second Stage of Tertiary Education,White-collar worker,0.72737,58,58,0.61176,0.84297
2009,No migration background,No answer / don't know,Apprentice/ Trainee/ Intern,0.61320,149,149,0.53474,0.69167
2009,No migration background,Pre-primary Level,Apprentice/ Trainee/ Intern,0.57622,225,374,0.52607,0.62637
2009,No migration background,Pre-primary Level,Not employed: no further information,0.35110,149,374,0.30266,0.39954
2009,No migration background,Lower Secondary Level,Blue-collar worker,0.16866,186,1281,0.14814,0.18917
2009,No migration background,Lower Secondary Level,White-collar worker,0.05235,82,1281,0.04015,0.06455
2009,No migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.13596,225,1281,0.11718,0.15474
2009,No migration background,Lower Secondary Level,Not employed: Pensioner,0.46388,596,1281,0.43656,0.49120
2009,No migration background,Lower Secondary Level,Not employed: registered unemployed,0.08363,94,1281,0.06846,0.09879
2009,No migration background,Lower Secondary Level,Not employed: no further information,0.07194,98,1281,0.05778,0.08609
2009,No migration background,Upper Secondary Level,Self-employed,0.04443,380,8143,0.03995,0.04890
2009,No migration background,Upper Secondary Level,Blue-collar worker,0.20693,1626,8143,0.19813,0.21573
2009,No migration background,Upper Secondary Level,Civil servant,0.02209,180,8143,0.01890,0.02528
2009,No migration background,Upper Secondary Level,White-collar worker,0.25621,2162,8143,0.24673,0.26569
2009,No migration background,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.04099,345,8143,0.03668,0.04529
2009,No migration background,Upper Secondary Level,Not employed: Pensioner,0.31817,2499,8143,0.30806,0.32829
2009,No migration background,Upper Secondary Level,Not employed: Military/Community Service,0.00323,33,8143,0.00199,0.00446
2009,No migration background,Upper Secondary Level,Not employed: registered unemployed,0.05508,444,8143,0.05012,0.06003
2009,No migration background,Upper Secondary Level,Not employed: no further information,0.05289,474,8143,0.04803,0.05775
2009,No migration background,Post-secondary Non-tertiary Level,Self-employed,0.06148,58,757,0.04436,0.07861
2009,No migration background,Post-secondary Non-tertiary Level,Blue-collar worker,0.05255,50,757,0.03664,0.06845
2009,No migration background,Post-secondary Non-tertiary Level,White-collar worker,0.57706,445,757,0.54184,0.61228
2009,No migration background,Post-secondary Non-tertiary Level,Apprentice/ Trainee/ Intern,0.04872,42,757,0.03337,0.06407
2009,No migration background,Post-secondary Non-tertiary Level,Not employed: Pensioner,0.13825,94,757,0.11365,0.16286
2009,No migration background,Post-secondary Non-tertiary Level,Not employed: no further information,0.07962,68,757,0.06032,0.09892
2009,No migration background,First Stage of Tertiary Education,Self-employed,0.09852,133,1201,0.08166,0.11538
2009,No migration background,First Stage of Tertiary Education,Blue-collar worker,0.12857,128,1201,0.10963,0.14751
2009,No migration background,First Stage of Tertiary Education,Civil servant,0.04162,55,1201,0.03032,0.05292
2009,No migration background,First Stage of Tertiary Education,White-collar worker,0.34807,459,1201,0.32112,0.37503
2009,No migration background,First Stage of Tertiary Education,Not employed: Pensioner,0.30782,350,1201,0.28170,0.33393
2009,No migration background,First Stage of Tertiary Education,Not employed: registered unemployed,0.04140,35,1201,0.03013,0.05268
2009,No migration background,First Stage of Tertiary Education,Not employed: no further information,0.03224,41,1201,0.02224,0.04223
2009,No migration background,Second Stage of Tertiary Education,Self-employed,0.12214,431,3649,0.11152,0.13277
2009,No migration background,Second Stage of Tertiary Education,Blue-collar worker,0.01414,45,3649,0.01031,0.01797
2009,No migration background,Second Stage of Tertiary Education,Civil servant,0.12192,485,3649,0.11130,0.13254
2009,No migration background,Second Stage of Tertiary Education,White-collar worker,0.43435,1522,3649,0.41826,0.45043
2009,No migration background,Second Stage of Tertiary Education,Apprentice/ Trainee/ Intern,0.01069,33,3649,0.00736,0.01403
2009,No migration background,Second Stage of Tertiary Education,Not employed: Pensioner,0.23843,925,3649,0.22460,0.25226
2009,No migration background,Second Stage of Tertiary Education,Not employed: registered unemployed,0.02130,76,3649,0.01662,0.02599
2009,No migration background,Second Stage of Tertiary Education,Not employed: no further information,0.03480,132,3649,0.02885,0.04075
2009,Direct migration background,Primary Level,Not employed: Pensioner,0.45839,39,39,0.29996,0.61681
2009,Direct migration background,Lower Secondary Level,Blue-collar worker,0.29171,114,303,0.24045,0.34298
2009,Direct migration background,Lower Secondary Level,Not employed: Pensioner,0.37236,129,303,0.31783,0.42688
2009,Direct migration background,Lower Secondary Level,Not employed: no further information,0.14399,60,303,0.10440,0.18359
2009,Direct migration background,Upper Secondary Level,Blue-collar worker,0.36813,209,559,0.32811,0.40815
2009,Direct migration background,Upper Secondary Level,White-collar worker,0.18395,107,559,0.15180,0.21609
2009,Direct migration background,Upper Secondary Level,Not employed: Pensioner,0.17368,125,559,0.14225,0.20511
2009,Direct migration background,Upper Secondary Level,Not employed: registered unemployed,0.12202,65,559,0.09486,0.14918
2009,Direct migration background,Upper Secondary Level,Not employed: no further information,0.07138,53,559,0.05002,0.09274
2009,Direct migration background,Post-secondary Non-tertiary Level,Blue-collar worker,0.37433,56,101,0.27947,0.46918
2009,Direct migration background,Post-secondary Non-tertiary Level,White-collar worker,0.24399,45,101,0.15981,0.32816
2009,Direct migration background,First Stage of Tertiary Education,White-collar worker,0.43456,33,33,0.26281,0.60631
2009,Direct migration background,Second Stage of Tertiary Education,Self-employed,0.13768,48,238,0.09381,0.18155
2009,Direct migration background,Second Stage of Tertiary Education,Blue-collar worker,0.16248,32,238,0.11551,0.20944
2009,Direct migration background,Second Stage of Tertiary Education,White-collar worker,0.33473,104,238,0.27465,0.39481
2009,Direct migration background,Second Stage of Tertiary Education,Not employed: Pensioner,0.16376,54,238,0.11664,0.21087
2009,Indirect migration background,No answer / don't know,Apprentice/ Trainee/ Intern,0.47858,31,31,0.29982,0.65734
2009,Indirect migration background,Pre-primary Level,Apprentice/ Trainee/ Intern,0.55849,44,79,0.44829,0.66870
2009,Indirect migration background,Pre-primary Level,Not employed: no further information,0.35933,35,79,0.25285,0.46581
2009,Indirect migration background,Lower Secondary Level,Blue-collar worker,0.19509,34,91,0.11322,0.27696
2009,Indirect migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.37949,57,91,0.27923,0.47975
2009,Indirect migration background,Upper Secondary Level,Blue-collar worker,0.30460,84,215,0.24294,0.36627
2009,Indirect migration background,Upper Secondary Level,White-collar worker,0.35185,92,215,0.28787,0.41584
2009,Indirect migration background,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.12796,39,215,0.08321,0.17272
2009,Indirect migration background,Second Stage of Tertiary Education,White-collar worker,0.85465,63,63,0.76692,0.94238
2010,No migration background,No answer / don't know,White-collar worker,0.18894,31,143,0.12455,0.25333
2010,No migration background,No answer / don't know,Apprentice/ Trainee/ Intern,0.47523,112,143,0.39310,0.55737
2010,No migration background,Pre-primary Level,Apprentice/ Trainee/ Intern,0.62531,275,497,0.58271,0.66791
2010,No migration background,Pre-primary Level,Not employed: no further information,0.32858,222,497,0.28724,0.36991
2010,No migration background,Primary Level,Blue-collar worker,0.28918,32,84,0.19164,0.38672
2010,No migration background,Primary Level,Not employed: registered unemployed,0.30204,52,84,0.20326,0.40082
2010,No migration background,Lower Secondary Level,Blue-collar worker,0.14589,231,1622,0.12870,0.16307
2010,No migration background,Lower Secondary Level,White-collar worker,0.07870,157,1622,0.06559,0.09181
2010,No migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.16823,285,1622,0.15002,0.18644
2010,No migration background,Lower Secondary Level,Not employed: Pensioner,0.44512,558,1622,0.42092,0.46931
2010,No migration background,Lower Secondary Level,Not employed: registered unemployed,0.08527,233,1622,0.07168,0.09887
2010,No migration background,Lower Secondary Level,Not employed: no further information,0.06009,158,1622,0.04852,0.07166
2010,No migration background,Upper Secondary Level,Self-employed,0.04214,493,10176,0.03824,0.04605
2010,No migration background,Upper Secondary Level,Blue-collar worker,0.20558,1999,10176,0.19772,0.21343
2010,No migration background,Upper Secondary Level,Civil servant,0.02249,213,10176,0.01961,0.02537
2010,No migration background,Upper Secondary Level,White-collar worker,0.26403,3004,10176,0.25547,0.27260
2010,No migration background,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.04487,395,10176,0.04085,0.04890
2010,No migration background,Upper Secondary Level,Not employed: Pensioner,0.31495,2362,10176,0.30593,0.32398
2010,No migration background,Upper Secondary Level,Not employed: Military/Community Service,0.00435,32,10176,0.00307,0.00563
2010,No migration background,Upper Secondary Level,Not employed: registered unemployed,0.05386,752,10176,0.04947,0.05825
2010,No migration background,Upper Secondary Level,Not employed: no further information,0.04772,926,10176,0.04358,0.05186
2010,No migration background,Post-secondary Non-tertiary Level,Self-employed,0.05956,91,1291,0.04665,0.07248
2010,No migration background,Post-secondary Non-tertiary Level,Blue-collar worker,0.04783,72,1291,0.03619,0.05948
2010,No migration background,Post-secondary Non-tertiary Level,White-collar worker,0.59585,728,1291,0.56907,0.62263
2010,No migration background,Post-secondary Non-tertiary Level,Apprentice/ Trainee/ Intern,0.05581,65,1291,0.04328,0.06833
2010,No migration background,Post-secondary Non-tertiary Level,Not employed: Pensioner,0.13916,96,1291,0.12027,0.15804
2010,No migration background,Post-secondary Non-tertiary Level,Not employed: registered unemployed,0.02577,48,1291,0.01713,0.03442
2010,No migration background,Post-secondary Non-tertiary Level,Not employed: no further information,0.06316,191,1291,0.04988,0.07643
2010,No migration background,First Stage of Tertiary Education,Self-employed,0.09219,170,1429,0.07719,0.10720
2010,No migration background,First Stage of Tertiary Education,Blue-collar worker,0.10001,142,1429,0.08445,0.11557
2010,No migration background,First Stage of Tertiary Education,Civil servant,0.04357,69,1429,0.03299,0.05416
2010,No migration background,First Stage of Tertiary Education,White-collar worker,0.38864,584,1429,0.36336,0.41392
2010,No migration background,First Stage of Tertiary Education,Not employed: Pensioner,0.30577,340,1429,0.28187,0.32967
2010,No migration background,First Stage of Tertiary Education,Not employed: registered unemployed,0.03922,41,1429,0.02915,0.04928
2010,No migration background,First Stage of Tertiary Education,Not employed: no further information,0.02619,83,1429,0.01791,0.03447
2010,No migration background,Second Stage of Tertiary Education,Self-employed,0.11790,549,4651,0.10863,0.12717
2010,No migration background,Second Stage of Tertiary Education,Blue-collar worker,0.01392,54,4651,0.01056,0.01729
2010,No migration background,Second Stage of Tertiary Education,Civil servant,0.12279,600,4651,0.11335,0.13222
2010,No migration background,Second Stage of Tertiary Education,White-collar worker,0.43506,2022,4651,0.42081,0.44931
2010,No migration background,Second Stage of Tertiary Education,Apprentice/ Trainee/ Intern,0.01329,59,4651,0.01000,0.01658
2010,No migration background,Second Stage of Tertiary Education,Not employed: Pensioner,0.24548,915,4651,0.23311,0.25785
2010,No migration background,Second Stage of Tertiary Education,Not employed: registered unemployed,0.02084,88,4651,0.01674,0.02495
2010,No migration background,Second Stage of Tertiary Education,Not employed: no further information,0.03071,364,4651,0.02575,0.03567
2010,Direct migration background,Primary Level,Blue-collar worker,0.13628,40,164,0.08361,0.18895
2010,Direct migration background,Primary Level,Not employed: Pensioner,0.42922,34,164,0.35323,0.50520
2010,Direct migration background,Primary Level,Not employed: registered unemployed,0.08109,34,164,0.03919,0.12300
2010,Direct migration background,Primary Level,Not employed: no further information,0.22158,56,164,0.15782,0.28534
2010,Direct migration background,Lower Secondary Level,Blue-collar worker,0.29385,202,598,0.25731,0.33039
2010,Direct migration background,Lower Secondary Level,White-collar worker,0.06524,38,598,0.04543,0.08505
2010,Direct migration background,Lower Secondary Level,Not employed: Pensioner,0.32900,126,598,0.29131,0.36669
2010,Direct migration background,Lower Secondary Level,Not employed: registered unemployed,0.11570,90,598,0.09004,0.14135
2010,Direct migration background,Lower Secondary Level,Not employed: no further information,0.14151,142,598,0.11355,0.16947
2010,Direct migration background,Upper Secondary Level,Self-employed,0.04183,41,1074,0.02985,0.05381
2010,Direct migration background,Upper Secondary Level,Blue-collar worker,0.32700,332,1074,0.29894,0.35507
2010,Direct migration background,Upper Secondary Level,White-collar worker,0.17230,197,1074,0.14971,0.19490
2010,Direct migration background,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.03883,41,1074,0.02727,0.05039
2010,Direct migration background,Upper Secondary Level,Not employed: Pensioner,0.18635,130,1074,0.16305,0.20965
2010,Direct migration background,Upper Secondary Level,Not employed: registered unemployed,0.12612,133,1074,0.10626,0.14599
2010,Direct migration background,Upper Secondary Level,Not employed: no further information,0.09903,200,1074,0.08116,0.11690
2010,Direct migration background,Post-secondary Non-tertiary Level,Blue-collar worker,0.30749,74,285,0.25382,0.36116
2010,Direct migration background,Post-secondary Non-tertiary Level,White-collar worker,0.27825,104,285,0.22613,0.33037
2010,Direct migration background,Post-secondary Non-tertiary Level,Not employed: registered unemployed,0.06945,33,285,0.03988,0.09902
2010,Direct migration background,Post-secondary Non-tertiary Level,Not employed: no further information,0.13079,74,285,0.09158,0.17001
2010,Direct migration background,First Stage of Tertiary Education,White-collar worker,0.45151,41,41,0.29729,0.60573
2010,Direct migration background,Second Stage of Tertiary Education,Self-employed,0.11107,66,524,0.08414,0.13800
2010,Direct migration background,Second Stage of Tertiary Education,Blue-collar worker,0.10875,44,524,0.08207,0.13543
2010,Direct migration background,Second Stage of Tertiary Education,White-collar worker,0.39178,204,524,0.34994,0.43362
2010,Direct migration background,Second Stage of Tertiary Education,Not employed: Pensioner,0.14382,54,524,0.11374,0.17389
2010,Direct migration background,Second Stage of Tertiary Education,Not employed: registered unemployed,0.08622,50,524,0.06216,0.11028
2010,Direct migration background,Second Stage of Tertiary Education,Not employed: no further information,0.11610,106,524,0.08865,0.14356
2010,Indirect migration background,No answer / don't know,Apprentice/ Trainee/ Intern,0.50406,35,35,0.33600,0.67212
2010,Indirect migration background,Pre-primary Level,Apprentice/ Trainee/ Intern,0.58921,68,131,0.50463,0.67378
2010,Indirect migration background,Pre-primary Level,Not employed: no further information,0.32936,63,131,0.24857,0.41015
2010,Indirect migration background,Lower Secondary Level,Blue-collar worker,0.09272,32,174,0.04950,0.13594
2010,Indirect migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.34778,57,174,0.27680,0.41875
2010,Indirect migration background,Lower Secondary Level,Not employed: registered unemployed,0.21222,41,174,0.15129,0.27315
2010,Indirect migration background,Lower Secondary Level,Not employed: no further information,0.14996,44,174,0.09676,0.20317
2010,Indirect migration background,Upper Secondary Level,Blue-collar worker,0.29808,102,424,0.25449,0.34167
2010,Indirect migration background,Upper Secondary Level,White-collar worker,0.31320,143,424,0.26900,0.35740
2010,Indirect migration background,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.16910,51,424,0.13338,0.20482
2010,Indirect migration background,Upper Secondary Level,Not employed: registered unemployed,0.07507,47,424,0.04996,0.10018
2010,Indirect migration background,Upper Secondary Level,Not employed: no further information,0.05961,81,424,0.03705,0.08218
2010,Indirect migration background,Post-secondary Non-tertiary Level,White-collar worker,0.78904,43,43,0.66565,0.91243
2010,Indirect migration background,Second Stage of Tertiary Education,White-collar worker,0.75328,91,91,0.66421,0.84234
2011,No migration background,No answer / don't know,Blue-collar worker,0.18000,55,312,0.13730,0.22270
2011,No migration background,No answer / don't know,White-collar worker,0.19184,78,312,0.14808,0.23561
2011,No migration background,No answer / don't know,Apprentice/ Trainee/ Intern,0.37024,141,312,0.31657,0.42391
2011,No migration background,No answer / don't know,Not employed: registered unemployed,0.09673,38,312,0.06388,0.12958
2011,No migration background,Pre-primary Level,Apprentice/ Trainee/ Intern,0.49504,317,635,0.45612,0.53396
2011,No migration background,Pre-primary Level,Not employed: no further information,0.43905,318,635,0.40042,0.47768
2011,No migration background,Primary Level,Blue-collar worker,0.24570,43,145,0.17538,0.31601
2011,No migration background,Primary Level,Not employed: Pensioner,0.31213,38,145,0.23645,0.38781
2011,No migration background,Primary Level,Not employed: registered unemployed,0.21236,64,145,0.14556,0.27916
2011,No migration background,Lower Secondary Level,Self-employed,0.01319,36,2136,0.00835,0.01803
2011,No migration background,Lower Secondary Level,Blue-collar worker,0.14648,297,2136,0.13148,0.16148
2011,No migration background,Lower Secondary Level,White-collar worker,0.08779,235,2136,0.07579,0.09979
2011,No migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.14279,329,2136,0.12795,0.15763
2011,No migration background,Lower Secondary Level,Not employed: Pensioner,0.46201,790,2136,0.44086,0.48316
2011,No migration background,Lower Secondary Level,Not employed: registered unemployed,0.08244,245,2136,0.07077,0.09410
2011,No migration background,Lower Secondary Level,Not employed: no further information,0.06158,204,2136,0.05139,0.07178
2011,No migration background,Upper Secondary Level,Self-employed,0.04507,590,12089,0.04138,0.04877
2011,No migration background,Upper Secondary Level,Blue-collar worker,0.19267,2269,12089,0.18564,0.19971
2011,No migration background,Upper Secondary Level,Civil servant,0.02123,260,12089,0.01866,0.02380
2011,No migration background,Upper Secondary Level,White-collar worker,0.27119,3687,12089,0.26326,0.27911
2011,No migration background,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.04343,465,12089,0.03980,0.04707
2011,No migration background,Upper Secondary Level,Not employed: Pensioner,0.32601,3137,12089,0.31765,0.33437
2011,No migration background,Upper Secondary Level,Not employed: registered unemployed,0.04666,780,12089,0.04290,0.05042
2011,No migration background,Upper Secondary Level,Not employed: no further information,0.05064,901,12089,0.04673,0.05455
2011,No migration background,Post-secondary Non-tertiary Level,Self-employed,0.05959,110,1528,0.04772,0.07147
2011,No migration background,Post-secondary Non-tertiary Level,Blue-collar worker,0.04768,86,1528,0.03699,0.05837
2011,No migration background,Post-secondary Non-tertiary Level,White-collar worker,0.60728,917,1528,0.58279,0.63178
