year,quintil_oecd,sampreg,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,4th Quintile,West,Not employed: Pensioner,0.25606,729,3309,0.24119,0.27093
2005,4th Quintile,West,Not employed: registered unemployed,0.02499,83,3309,0.01967,0.03030
2005,4th Quintile,West,Not employed: no further information,0.05704,239,3309,0.04914,0.06495
2005,4th Quintile,East,Self-employed,0.05221,49,935,0.03795,0.06648
2005,4th Quintile,East,Blue-collar worker,0.15478,170,935,0.13158,0.17797
2005,4th Quintile,East,White-collar worker,0.33733,346,935,0.30701,0.36765
2005,4th Quintile,East,Apprentice/ Trainee/ Intern,0.06751,80,935,0.05142,0.08360
2005,4th Quintile,East,Not employed: Pensioner,0.29870,247,935,0.26934,0.32805
2005,4th Quintile,East,Not employed: registered unemployed,0.04650,43,935,0.03299,0.06000
2005,5th Quintile,West,Self-employed,0.12266,632,5094,0.11365,0.13167
2005,5th Quintile,West,Blue-collar worker,0.06798,293,5094,0.06107,0.07489
2005,5th Quintile,West,Civil servant,0.08946,543,5094,0.08162,0.09730
2005,5th Quintile,West,White-collar worker,0.39204,1947,5094,0.37863,0.40545
2005,5th Quintile,West,Apprentice/ Trainee/ Intern,0.05202,342,5094,0.04592,0.05812
2005,5th Quintile,West,Not employed: Pensioner,0.20104,938,5094,0.19004,0.21205
2005,5th Quintile,West,Not employed: registered unemployed,0.01582,87,5094,0.01240,0.01925
2005,5th Quintile,West,Not employed: no further information,0.05674,312,5094,0.05039,0.06309
2005,5th Quintile,East,Self-employed,0.16897,113,697,0.14113,0.19681
2005,5th Quintile,East,Blue-collar worker,0.12227,57,697,0.09793,0.14661
2005,5th Quintile,East,Civil servant,0.06595,62,697,0.04751,0.08439
2005,5th Quintile,East,White-collar worker,0.42099,345,697,0.38431,0.45767
2005,5th Quintile,East,Apprentice/ Trainee/ Intern,0.03903,54,697,0.02464,0.05341
2005,5th Quintile,East,Not employed: Pensioner,0.13482,66,697,0.10945,0.16020
2006,1st Quintile,West,Self-employed,0.02313,57,2027,0.01659,0.02968
2006,1st Quintile,West,Blue-collar worker,0.15499,320,2027,0.13923,0.17075
2006,1st Quintile,West,White-collar worker,0.11201,228,2027,0.09828,0.12574
2006,1st Quintile,West,Apprentice/ Trainee/ Intern,0.11990,240,2027,0.10576,0.13405
2006,1st Quintile,West,Not employed: Pensioner,0.27650,527,2027,0.25703,0.29598
2006,1st Quintile,West,Not employed: registered unemployed,0.16786,339,2027,0.15159,0.18413
2006,1st Quintile,West,Not employed: no further information,0.14029,316,2027,0.12517,0.15541
2006,1st Quintile,East,Self-employed,0.04297,31,965,0.03017,0.05577
2006,1st Quintile,East,Blue-collar worker,0.12808,138,965,0.10699,0.14918
2006,1st Quintile,East,White-collar worker,0.11152,106,965,0.09165,0.13139
2006,1st Quintile,East,Apprentice/ Trainee/ Intern,0.09549,101,965,0.07694,0.11405
2006,1st Quintile,East,Not employed: Pensioner,0.23852,219,965,0.21162,0.26543
2006,1st Quintile,East,Not employed: registered unemployed,0.29574,300,965,0.26693,0.32455
2006,1st Quintile,East,Not employed: no further information,0.07923,70,965,0.06218,0.09628
2006,2nd Quintile,West,Self-employed,0.02245,53,2217,0.01628,0.02862
2006,2nd Quintile,West,Blue-collar worker,0.22017,486,2217,0.20292,0.23742
2006,2nd Quintile,West,White-collar worker,0.16798,399,2217,0.15242,0.18355
2006,2nd Quintile,West,Apprentice/ Trainee/ Intern,0.06974,160,2217,0.05913,0.08034
2006,2nd Quintile,West,Not employed: Pensioner,0.33450,686,2217,0.31486,0.35415
2006,2nd Quintile,West,Not employed: registered unemployed,0.06424,132,2217,0.05403,0.07445
2006,2nd Quintile,West,Not employed: no further information,0.11535,301,2217,0.10205,0.12865
2006,2nd Quintile,East,Self-employed,0.04226,44,1126,0.03050,0.05402
2006,2nd Quintile,East,Blue-collar worker,0.16154,199,1126,0.14003,0.18304
2006,2nd Quintile,East,White-collar worker,0.14551,186,1126,0.12491,0.16612
2006,2nd Quintile,East,Apprentice/ Trainee/ Intern,0.07678,88,1126,0.06122,0.09234
2006,2nd Quintile,East,Not employed: Pensioner,0.43743,455,1126,0.40844,0.46642
2006,2nd Quintile,East,Not employed: registered unemployed,0.07649,96,1126,0.06096,0.09202
2006,2nd Quintile,East,Not employed: no further information,0.04497,58,1126,0.03286,0.05708
2006,3rd Quintile,West,Self-employed,0.03134,97,2537,0.02455,0.03812
2006,3rd Quintile,West,Blue-collar worker,0.23307,560,2537,0.21661,0.24952
2006,3rd Quintile,West,Civil servant,0.02753,73,2537,0.02116,0.03390
2006,3rd Quintile,West,White-collar worker,0.25594,669,2537,0.23896,0.27293
2006,3rd Quintile,West,Apprentice/ Trainee/ Intern,0.04870,160,2537,0.04032,0.05708
2006,3rd Quintile,West,Not employed: Pensioner,0.27417,639,2537,0.25681,0.29153
2006,3rd Quintile,West,Not employed: registered unemployed,0.03733,84,2537,0.02995,0.04471
2006,3rd Quintile,West,Not employed: no further information,0.08962,255,2537,0.07850,0.10073
2006,3rd Quintile,East,Self-employed,0.05477,55,1075,0.04116,0.06837
2006,3rd Quintile,East,Blue-collar worker,0.20712,202,1075,0.18289,0.23136
2006,3rd Quintile,East,White-collar worker,0.20552,260,1075,0.18135,0.22969
2006,3rd Quintile,East,Apprentice/ Trainee/ Intern,0.05926,74,1075,0.04514,0.07338
2006,3rd Quintile,East,Not employed: Pensioner,0.36953,386,1075,0.34066,0.39840
2006,3rd Quintile,East,Not employed: registered unemployed,0.06159,57,1075,0.04721,0.07596
2006,3rd Quintile,East,Not employed: no further information,0.02832,41,1075,0.01840,0.03824
2006,4th Quintile,West,Self-employed,0.05000,171,3135,0.04237,0.05763
2006,4th Quintile,West,Blue-collar worker,0.16835,508,3135,0.15525,0.18145
2006,4th Quintile,West,Civil servant,0.04183,153,3135,0.03482,0.04884
2006,4th Quintile,West,White-collar worker,0.33327,1043,3135,0.31677,0.34977
2006,4th Quintile,West,Apprentice/ Trainee/ Intern,0.05409,203,3135,0.04617,0.06201
2006,4th Quintile,West,Not employed: Pensioner,0.24788,687,3135,0.23276,0.26300
2006,4th Quintile,West,Not employed: registered unemployed,0.02499,79,3135,0.01952,0.03045
2006,4th Quintile,West,Not employed: no further information,0.07646,291,3135,0.06716,0.08576
2006,4th Quintile,East,Self-employed,0.06826,53,860,0.05139,0.08512
2006,4th Quintile,East,Blue-collar worker,0.15770,147,860,0.13333,0.18208
2006,4th Quintile,East,Civil servant,0.04353,32,860,0.02988,0.05718
2006,4th Quintile,East,White-collar worker,0.31197,300,860,0.28098,0.34295
2006,4th Quintile,East,Apprentice/ Trainee/ Intern,0.06398,68,860,0.04761,0.08034
2006,4th Quintile,East,Not employed: Pensioner,0.28642,223,860,0.25618,0.31665
2006,4th Quintile,East,Not employed: registered unemployed,0.03528,37,860,0.02294,0.04761
2006,5th Quintile,West,Self-employed,0.12740,621,4831,0.11800,0.13681
2006,5th Quintile,West,Blue-collar worker,0.07003,287,4831,0.06283,0.07722
2006,5th Quintile,West,Civil servant,0.08234,481,4831,0.07459,0.09009
2006,5th Quintile,West,White-collar worker,0.39583,1818,4831,0.38204,0.40962
2006,5th Quintile,West,Apprentice/ Trainee/ Intern,0.04018,245,4831,0.03464,0.04572
2006,5th Quintile,West,Not employed: Pensioner,0.20805,964,4831,0.19660,0.21950
2006,5th Quintile,West,Not employed: registered unemployed,0.01599,81,4831,0.01245,0.01953
2006,5th Quintile,West,Not employed: no further information,0.05891,334,4831,0.05227,0.06555
2006,5th Quintile,East,Self-employed,0.18085,113,681,0.15192,0.20978
2006,5th Quintile,East,Blue-collar worker,0.09396,45,681,0.07203,0.11589
2006,5th Quintile,East,Civil servant,0.05189,59,681,0.03522,0.06856
2006,5th Quintile,East,White-collar worker,0.45629,338,681,0.41885,0.49373
2006,5th Quintile,East,Apprentice/ Trainee/ Intern,0.04428,48,681,0.02882,0.05974
2006,5th Quintile,East,Not employed: Pensioner,0.12259,78,681,0.09794,0.14724
2007,1st Quintile,West,Self-employed,0.02232,48,2227,0.01618,0.02845
2007,1st Quintile,West,Blue-collar worker,0.16891,372,2227,0.15334,0.18447
2007,1st Quintile,West,White-collar worker,0.11252,275,2227,0.09939,0.12565
2007,1st Quintile,West,Apprentice/ Trainee/ Intern,0.10066,228,2227,0.08816,0.11316
2007,1st Quintile,West,Not employed: Pensioner,0.30550,652,2227,0.28637,0.32464
2007,1st Quintile,West,Not employed: registered unemployed,0.16565,342,2227,0.15021,0.18110
2007,1st Quintile,West,Not employed: no further information,0.11941,310,2227,0.10594,0.13288
2007,1st Quintile,East,Self-employed,0.02314,31,1032,0.01396,0.03231
2007,1st Quintile,East,Blue-collar worker,0.15667,163,1032,0.13448,0.17885
2007,1st Quintile,East,White-collar worker,0.10394,119,1032,0.08531,0.12257
2007,1st Quintile,East,Apprentice/ Trainee/ Intern,0.11646,118,1032,0.09688,0.13605
2007,1st Quintile,East,Not employed: Pensioner,0.25562,256,1032,0.22899,0.28225
2007,1st Quintile,East,Not employed: registered unemployed,0.28864,283,1032,0.26098,0.31630
2007,1st Quintile,East,Not employed: no further information,0.05404,62,1032,0.04024,0.06784
2007,2nd Quintile,West,Self-employed,0.02176,59,2478,0.01601,0.02750
2007,2nd Quintile,West,Blue-collar worker,0.21861,567,2478,0.20233,0.23488
2007,2nd Quintile,West,Civil servant,0.01155,32,2478,0.00734,0.01575
2007,2nd Quintile,West,White-collar worker,0.17924,466,2478,0.16414,0.19435
2007,2nd Quintile,West,Apprentice/ Trainee/ Intern,0.06862,177,2478,0.05867,0.07858
2007,2nd Quintile,West,Not employed: Pensioner,0.32679,741,2478,0.30832,0.34527
2007,2nd Quintile,West,Not employed: registered unemployed,0.04855,111,2478,0.04009,0.05701
2007,2nd Quintile,West,Not employed: no further information,0.12331,325,2478,0.11037,0.13626
2007,2nd Quintile,East,Self-employed,0.04148,33,1092,0.02965,0.05331
2007,2nd Quintile,East,Blue-collar worker,0.17610,204,1092,0.15349,0.19870
2007,2nd Quintile,East,White-collar worker,0.16246,190,1092,0.14057,0.18435
2007,2nd Quintile,East,Apprentice/ Trainee/ Intern,0.07690,89,1092,0.06109,0.09272
2007,2nd Quintile,East,Not employed: Pensioner,0.40861,425,1092,0.37944,0.43778
2007,2nd Quintile,East,Not employed: registered unemployed,0.08250,106,1092,0.06618,0.09883
2007,2nd Quintile,East,Not employed: no further information,0.03565,45,1092,0.02465,0.04665
2007,3rd Quintile,West,Self-employed,0.03470,102,2744,0.02785,0.04155
2007,3rd Quintile,West,Blue-collar worker,0.22578,567,2744,0.21013,0.24142
2007,3rd Quintile,West,Civil servant,0.02057,67,2744,0.01526,0.02588
2007,3rd Quintile,West,White-collar worker,0.26795,765,2744,0.25138,0.28453
2007,3rd Quintile,West,Apprentice/ Trainee/ Intern,0.05648,179,2744,0.04784,0.06512
2007,3rd Quintile,West,Not employed: Pensioner,0.27972,725,2744,0.26292,0.29651
2007,3rd Quintile,West,Not employed: registered unemployed,0.03195,72,2744,0.02537,0.03853
2007,3rd Quintile,West,Not employed: no further information,0.08048,267,2744,0.07030,0.09066
2007,3rd Quintile,East,Self-employed,0.04452,48,1129,0.03249,0.05656
2007,3rd Quintile,East,Blue-collar worker,0.18887,196,1129,0.16603,0.21171
2007,3rd Quintile,East,White-collar worker,0.22812,281,1129,0.20363,0.25261
2007,3rd Quintile,East,Apprentice/ Trainee/ Intern,0.05903,86,1129,0.04527,0.07278
2007,3rd Quintile,East,Not employed: Pensioner,0.39922,461,1129,0.37064,0.42780
2007,3rd Quintile,East,Not employed: registered unemployed,0.04012,57,1129,0.02867,0.05157
2007,4th Quintile,West,Self-employed,0.05083,183,3340,0.04338,0.05828
2007,4th Quintile,West,Blue-collar worker,0.18469,537,3340,0.17152,0.19785
2007,4th Quintile,West,Civil servant,0.05274,197,3340,0.04516,0.06032
2007,4th Quintile,West,White-collar worker,0.33162,1107,3340,0.31565,0.34759
2007,4th Quintile,West,Apprentice/ Trainee/ Intern,0.04316,197,3340,0.03626,0.05005
2007,4th Quintile,West,Not employed: Pensioner,0.24929,775,3340,0.23461,0.26396
2007,4th Quintile,West,Not employed: registered unemployed,0.02320,80,3340,0.01809,0.02830
2007,4th Quintile,West,Not employed: no further information,0.06196,264,3340,0.05378,0.07014
2007,4th Quintile,East,Self-employed,0.06528,71,1001,0.04997,0.08059
2007,4th Quintile,East,Blue-collar worker,0.17195,177,1001,0.14856,0.19534
2007,4th Quintile,East,Civil servant,0.03522,33,1001,0.02379,0.04664
2007,4th Quintile,East,White-collar worker,0.32498,351,1001,0.29595,0.35401
2007,4th Quintile,East,Apprentice/ Trainee/ Intern,0.07129,83,1001,0.05534,0.08723
2007,4th Quintile,East,Not employed: Pensioner,0.27602,255,1001,0.24831,0.30373
2007,4th Quintile,East,Not employed: no further information,0.02730,31,1001,0.01720,0.03740
2007,5th Quintile,West,Self-employed,0.12653,644,4887,0.11721,0.13585
2007,5th Quintile,West,Blue-collar worker,0.06505,269,4887,0.05813,0.07196
2007,5th Quintile,West,Civil servant,0.08845,484,4887,0.08049,0.09642
2007,5th Quintile,West,White-collar worker,0.39687,1846,4887,0.38316,0.41059
2007,5th Quintile,West,Apprentice/ Trainee/ Intern,0.04386,254,4887,0.03812,0.04960
2007,5th Quintile,West,Not employed: Pensioner,0.20543,1010,4887,0.19410,0.21676
2007,5th Quintile,West,Not employed: registered unemployed,0.01357,66,4887,0.01032,0.01681
2007,5th Quintile,West,Not employed: no further information,0.05712,314,4887,0.05061,0.06362
2007,5th Quintile,East,Self-employed,0.15613,98,698,0.12918,0.18308
2007,5th Quintile,East,Blue-collar worker,0.09627,53,698,0.07437,0.11817
2007,5th Quintile,East,Civil servant,0.06418,64,698,0.04599,0.08238
2007,5th Quintile,East,White-collar worker,0.46313,355,698,0.42611,0.50015
2007,5th Quintile,East,Apprentice/ Trainee/ Intern,0.03937,44,698,0.02494,0.05381
2007,5th Quintile,East,Not employed: Pensioner,0.12869,84,698,0.10383,0.15355
2008,1st Quintile,West,Self-employed,0.02002,35,2068,0.01398,0.02606
2008,1st Quintile,West,Blue-collar worker,0.16964,357,2068,0.15346,0.18582
2008,1st Quintile,West,White-collar worker,0.13475,282,2068,0.12003,0.14947
2008,1st Quintile,West,Apprentice/ Trainee/ Intern,0.09767,225,2068,0.08487,0.11047
2008,1st Quintile,West,Not employed: Pensioner,0.29742,605,2068,0.27772,0.31713
2008,1st Quintile,West,Not employed: registered unemployed,0.14987,286,2068,0.13448,0.16526
2008,1st Quintile,West,Not employed: no further information,0.12378,278,2068,0.10958,0.13798
2008,1st Quintile,East,Blue-collar worker,0.13739,141,922,0.11516,0.15963
2008,1st Quintile,East,White-collar worker,0.10648,104,922,0.08656,0.12640
2008,1st Quintile,East,Apprentice/ Trainee/ Intern,0.12117,111,922,0.10009,0.14224
2008,1st Quintile,East,Not employed: Pensioner,0.26487,248,922,0.23637,0.29337
2008,1st Quintile,East,Not employed: registered unemployed,0.28597,262,922,0.25679,0.31516
2008,1st Quintile,East,Not employed: no further information,0.04664,56,922,0.03302,0.06026
2008,2nd Quintile,West,Self-employed,0.02563,68,2318,0.01919,0.03206
2008,2nd Quintile,West,Blue-collar worker,0.23130,514,2318,0.21413,0.24847
2008,2nd Quintile,West,Civil servant,0.01002,33,2318,0.00596,0.01407
2008,2nd Quintile,West,White-collar worker,0.19140,468,2318,0.17538,0.20741
2008,2nd Quintile,West,Apprentice/ Trainee/ Intern,0.06815,164,2318,0.05789,0.07841
2008,2nd Quintile,West,Not employed: Pensioner,0.33355,728,2318,0.31435,0.35275
2008,2nd Quintile,West,Not employed: registered unemployed,0.03411,79,2318,0.02672,0.04150
2008,2nd Quintile,West,Not employed: no further information,0.10480,264,2318,0.09233,0.11727
2008,2nd Quintile,East,Blue-collar worker,0.23384,218,1063,0.20838,0.25930
2008,2nd Quintile,East,White-collar worker,0.15169,183,1063,0.13011,0.17326
2008,2nd Quintile,East,Apprentice/ Trainee/ Intern,0.06295,76,1063,0.04834,0.07755
2008,2nd Quintile,East,Not employed: Pensioner,0.43080,470,1063,0.40101,0.46058
2008,2nd Quintile,East,Not employed: registered unemployed,0.07369,82,1063,0.05798,0.08941
2008,2nd Quintile,East,Not employed: no further information,0.02328,34,1063,0.01421,0.03235
2008,3rd Quintile,West,Self-employed,0.03083,94,2642,0.02423,0.03742
2008,3rd Quintile,West,Blue-collar worker,0.22221,545,2642,0.20635,0.23806
2008,3rd Quintile,West,Civil servant,0.02614,77,2642,0.02005,0.03222
2008,3rd Quintile,West,White-collar worker,0.26474,727,2642,0.24791,0.28157
2008,3rd Quintile,West,Apprentice/ Trainee/ Intern,0.06835,202,2642,0.05873,0.07798
2008,3rd Quintile,West,Not employed: Pensioner,0.28297,712,2642,0.26580,0.30015
2008,3rd Quintile,West,Not employed: registered unemployed,0.02693,59,2642,0.02075,0.03310
2008,3rd Quintile,West,Not employed: no further information,0.07727,226,2642,0.06709,0.08745
2008,3rd Quintile,East,Self-employed,0.05823,66,1163,0.04477,0.07170
2008,3rd Quintile,East,Blue-collar worker,0.20553,226,1163,0.18230,0.22877
2008,3rd Quintile,East,White-collar worker,0.25410,312,1163,0.22907,0.27913
2008,3rd Quintile,East,Apprentice/ Trainee/ Intern,0.06840,97,1163,0.05389,0.08292
2008,3rd Quintile,East,Not employed: Pensioner,0.33060,409,1163,0.30355,0.35765
2008,3rd Quintile,East,Not employed: registered unemployed,0.03723,53,1163,0.02634,0.04811
2008,4th Quintile,West,Self-employed,0.04792,173,3093,0.04039,0.05545
2008,4th Quintile,West,Blue-collar worker,0.18892,510,3093,0.17512,0.20271
2008,4th Quintile,West,Civil servant,0.04521,163,3093,0.03789,0.05253
2008,4th Quintile,West,White-collar worker,0.33874,1062,3093,0.32206,0.35542
2008,4th Quintile,West,Apprentice/ Trainee/ Intern,0.05793,190,3093,0.04970,0.06616
2008,4th Quintile,West,Not employed: Pensioner,0.23935,703,3093,0.22431,0.25439
2008,4th Quintile,West,Not employed: registered unemployed,0.01543,56,3093,0.01108,0.01977
2008,4th Quintile,West,Not employed: no further information,0.06154,236,3093,0.05307,0.07001
2008,4th Quintile,East,Self-employed,0.08033,62,742,0.06076,0.09990
2008,4th Quintile,East,Blue-collar worker,0.15806,136,742,0.13179,0.18432
2008,4th Quintile,East,White-collar worker,0.36164,288,742,0.32704,0.39623
2008,4th Quintile,East,Apprentice/ Trainee/ Intern,0.04275,49,742,0.02818,0.05732
2008,4th Quintile,East,Not employed: Pensioner,0.27379,207,742,0.24169,0.30590
2008,5th Quintile,West,Self-employed,0.12150,566,4575,0.11203,0.13097
2008,5th Quintile,West,Blue-collar worker,0.06349,245,4575,0.05643,0.07056
2008,5th Quintile,West,Civil servant,0.08261,424,4575,0.07464,0.09059
2008,5th Quintile,West,White-collar worker,0.42184,1777,4575,0.40752,0.43615
2008,5th Quintile,West,Apprentice/ Trainee/ Intern,0.03938,229,4575,0.03374,0.04501
2008,5th Quintile,West,Not employed: Pensioner,0.20516,1002,4575,0.19345,0.21686
2008,5th Quintile,West,Not employed: registered unemployed,0.01085,46,4575,0.00785,0.01385
2008,5th Quintile,West,Not employed: no further information,0.05449,286,4575,0.04791,0.06107
2008,5th Quintile,East,Self-employed,0.15699,89,695,0.12992,0.18405
2008,5th Quintile,East,Blue-collar worker,0.09422,58,695,0.07248,0.11595
2008,5th Quintile,East,Civil servant,0.05611,56,695,0.03899,0.07323
2008,5th Quintile,East,White-collar worker,0.45582,356,695,0.41876,0.49287
2008,5th Quintile,East,Apprentice/ Trainee/ Intern,0.07330,52,695,0.05391,0.09269
2008,5th Quintile,East,Not employed: Pensioner,0.11959,84,695,0.09545,0.14373
2009,1st Quintile,West,Self-employed,0.02071,42,1955,0.01440,0.02702
2009,1st Quintile,West,Blue-collar worker,0.16296,318,1955,0.14659,0.17934
2009,1st Quintile,West,White-collar worker,0.11956,250,1955,0.10518,0.13395
2009,1st Quintile,West,Apprentice/ Trainee/ Intern,0.11847,234,1955,0.10414,0.13280
2009,1st Quintile,West,Not employed: Pensioner,0.31732,611,1955,0.29668,0.33795
2009,1st Quintile,West,Not employed: registered unemployed,0.13415,252,1955,0.11904,0.14926
2009,1st Quintile,West,Not employed: no further information,0.11791,248,1955,0.10361,0.13220
2009,1st Quintile,East,Blue-collar worker,0.14292,146,899,0.12003,0.16581
2009,1st Quintile,East,White-collar worker,0.12923,122,899,0.10729,0.15117
2009,1st Quintile,East,Apprentice/ Trainee/ Intern,0.08565,93,899,0.06735,0.10395
2009,1st Quintile,East,Not employed: Pensioner,0.27841,269,899,0.24910,0.30773
2009,1st Quintile,East,Not employed: registered unemployed,0.26306,232,899,0.23426,0.29186
2009,1st Quintile,East,Not employed: no further information,0.03364,37,899,0.02185,0.04543
2009,2nd Quintile,West,Self-employed,0.02633,64,2099,0.01948,0.03319
2009,2nd Quintile,West,Blue-collar worker,0.21704,434,2099,0.19940,0.23468
2009,2nd Quintile,West,White-collar worker,0.18502,421,2099,0.16840,0.20163
2009,2nd Quintile,West,Apprentice/ Trainee/ Intern,0.06992,144,2099,0.05901,0.08084
2009,2nd Quintile,West,Not employed: Pensioner,0.33652,693,2099,0.31630,0.35674
2009,2nd Quintile,West,Not employed: registered unemployed,0.04583,90,2099,0.03688,0.05478
2009,2nd Quintile,West,Not employed: no further information,0.10009,253,2099,0.08725,0.11294
2009,2nd Quintile,East,Self-employed,0.03632,37,1072,0.02512,0.04753
2009,2nd Quintile,East,Blue-collar worker,0.16061,175,1072,0.13862,0.18260
2009,2nd Quintile,East,White-collar worker,0.15674,170,1072,0.13496,0.17851
2009,2nd Quintile,East,Apprentice/ Trainee/ Intern,0.06033,69,1072,0.04607,0.07459
2009,2nd Quintile,East,Not employed: Pensioner,0.44889,497,1072,0.41910,0.47868
2009,2nd Quintile,East,Not employed: registered unemployed,0.09887,83,1072,0.08099,0.11675
2009,2nd Quintile,East,Not employed: no further information,0.03252,41,1072,0.02189,0.04314
2009,3rd Quintile,West,Self-employed,0.03632,96,2360,0.02877,0.04387
2009,3rd Quintile,West,Blue-collar worker,0.23710,513,2360,0.21994,0.25426
2009,3rd Quintile,West,Civil servant,0.02275,65,2360,0.01673,0.02877
2009,3rd Quintile,West,White-collar worker,0.26891,666,2360,0.25102,0.28680
2009,3rd Quintile,West,Apprentice/ Trainee/ Intern,0.06399,167,2360,0.05411,0.07386
2009,3rd Quintile,West,Not employed: Pensioner,0.26675,604,2360,0.24890,0.28459
2009,3rd Quintile,West,Not employed: registered unemployed,0.02600,58,2360,0.01958,0.03243
2009,3rd Quintile,West,Not employed: no further information,0.07486,191,2360,0.06424,0.08548
2009,3rd Quintile,East,Self-employed,0.04883,45,1032,0.03567,0.06198
2009,3rd Quintile,East,Blue-collar worker,0.21901,204,1032,0.19376,0.24425
2009,3rd Quintile,East,White-collar worker,0.25120,279,1032,0.22472,0.27767
2009,3rd Quintile,East,Apprentice/ Trainee/ Intern,0.07689,76,1032,0.06063,0.09315
2009,3rd Quintile,East,Not employed: Pensioner,0.32990,376,1032,0.30120,0.35860
2009,3rd Quintile,East,Not employed: registered unemployed,0.04208,52,1032,0.02982,0.05433
2009,4th Quintile,West,Self-employed,0.04942,163,2991,0.04165,0.05719
2009,4th Quintile,West,Blue-collar worker,0.17383,461,2991,0.16025,0.18742
2009,4th Quintile,West,Civil servant,0.05099,176,2991,0.04310,0.05887
2009,4th Quintile,West,White-collar worker,0.35390,1049,2991,0.33676,0.37104
2009,4th Quintile,West,Apprentice/ Trainee/ Intern,0.05656,191,2991,0.04828,0.06485
2009,4th Quintile,West,Not employed: Pensioner,0.23890,695,2991,0.22361,0.25418
2009,4th Quintile,West,Not employed: registered unemployed,0.02406,58,2991,0.01857,0.02955
2009,4th Quintile,West,Not employed: no further information,0.05051,198,2991,0.04266,0.05836
2009,4th Quintile,East,Self-employed,0.08799,67,738,0.06753,0.10844
2009,4th Quintile,East,Blue-collar worker,0.19559,150,738,0.16695,0.22423
2009,4th Quintile,East,White-collar worker,0.32932,290,738,0.29539,0.36325
2009,4th Quintile,East,Apprentice/ Trainee/ Intern,0.06538,52,738,0.04753,0.08322
2009,4th Quintile,East,Not employed: Pensioner,0.23990,179,738,0.20907,0.27073
2009,5th Quintile,West,Self-employed,0.11870,512,4156,0.10886,0.12853
2009,5th Quintile,West,Blue-collar worker,0.06075,217,4156,0.05349,0.06802
2009,5th Quintile,West,Civil servant,0.08232,375,4156,0.07396,0.09068
2009,5th Quintile,West,White-collar worker,0.43681,1643,4156,0.42173,0.45189
2009,5th Quintile,West,Apprentice/ Trainee/ Intern,0.04512,212,4156,0.03881,0.05143
2009,5th Quintile,West,Not employed: Pensioner,0.19320,906,4156,0.18119,0.20520
2009,5th Quintile,West,Not employed: registered unemployed,0.01194,47,4156,0.00863,0.01524
2009,5th Quintile,West,Not employed: no further information,0.04899,244,4156,0.04243,0.05555
2009,5th Quintile,East,Self-employed,0.16959,86,636,0.14040,0.19878
2009,5th Quintile,East,Blue-collar worker,0.10496,59,636,0.08112,0.12880
2009,5th Quintile,East,Civil servant,0.07222,60,636,0.05209,0.09236
2009,5th Quintile,East,White-collar worker,0.49114,335,636,0.45225,0.53002
2009,5th Quintile,East,Apprentice/ Trainee/ Intern,0.03257,32,636,0.01877,0.04638
2009,5th Quintile,East,Not employed: Pensioner,0.07485,64,636,0.05438,0.09532
2010,1st Quintile,West,Self-employed,0.02266,43,1781,0.01574,0.02957
2010,1st Quintile,West,Blue-collar worker,0.14625,278,1781,0.12984,0.16267
2010,1st Quintile,West,White-collar worker,0.10733,238,1781,0.09295,0.12171
2010,1st Quintile,West,Apprentice/ Trainee/ Intern,0.11087,193,1781,0.09628,0.12545
2010,1st Quintile,West,Not employed: Pensioner,0.38757,570,1781,0.36494,0.41021
2010,1st Quintile,West,Not employed: registered unemployed,0.13802,250,1781,0.12199,0.15404
2010,1st Quintile,West,Not employed: no further information,0.08319,209,1781,0.07036,0.09601
2010,1st Quintile,East,Self-employed,0.05107,31,809,0.03589,0.06625
2010,1st Quintile,East,Blue-collar worker,0.16440,138,809,0.13884,0.18995
2010,1st Quintile,East,White-collar worker,0.08611,91,809,0.06676,0.10545
2010,1st Quintile,East,Apprentice/ Trainee/ Intern,0.13079,86,809,0.10754,0.15404
2010,1st Quintile,East,Not employed: Pensioner,0.28854,234,809,0.25730,0.31978
2010,1st Quintile,East,Not employed: registered unemployed,0.23588,186,809,0.20660,0.26515
2010,1st Quintile,East,Not employed: no further information,0.02512,43,809,0.01433,0.03591
2010,2nd Quintile,West,Self-employed,0.01446,41,1928,0.00913,0.01979
2010,2nd Quintile,West,Blue-collar worker,0.20238,409,1928,0.18444,0.22032
2010,2nd Quintile,West,White-collar worker,0.18457,396,1928,0.16724,0.20189
2010,2nd Quintile,West,Apprentice/ Trainee/ Intern,0.08372,156,1928,0.07136,0.09609
2010,2nd Quintile,West,Not employed: Pensioner,0.38052,638,1928,0.35885,0.40220
2010,2nd Quintile,West,Not employed: registered unemployed,0.04591,77,1928,0.03657,0.05526
2010,2nd Quintile,West,Not employed: no further information,0.07365,211,1928,0.06199,0.08531
2010,2nd Quintile,East,Self-employed,0.03118,38,1044,0.02063,0.04173
2010,2nd Quintile,East,Blue-collar worker,0.19851,189,1044,0.17431,0.22272
2010,2nd Quintile,East,White-collar worker,0.15898,197,1044,0.13678,0.18117
2010,2nd Quintile,East,Apprentice/ Trainee/ Intern,0.05228,57,1044,0.03878,0.06579
2010,2nd Quintile,East,Not employed: Pensioner,0.49125,501,1044,0.46091,0.52159
2010,2nd Quintile,East,Not employed: registered unemployed,0.05168,62,1044,0.03825,0.06512
2010,3rd Quintile,West,Self-employed,0.03838,99,2328,0.03058,0.04619
