year,migback,sex,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,No migration background,female,Not employed: Pensioner,0.28045,2413,9699,0.27151,0.28939
2003,No migration background,female,Not employed: registered unemployed,0.04898,566,9699,0.04468,0.05327
2003,No migration background,female,Not employed: no further information,0.10420,1228,9699,0.09811,0.11028
2003,Direct migration background,male,Self-employed,0.04131,66,1219,0.03013,0.05248
2003,Direct migration background,male,Blue-collar worker,0.36198,505,1219,0.33499,0.38897
2003,Direct migration background,male,White-collar worker,0.10850,150,1219,0.09103,0.12597
2003,Direct migration background,male,Apprentice/ Trainee/ Intern,0.07754,81,1219,0.06252,0.09256
2003,Direct migration background,male,Not employed: Pensioner,0.20860,277,1219,0.18578,0.23142
2003,Direct migration background,male,Not employed: registered unemployed,0.12038,140,1219,0.10211,0.13866
2003,Direct migration background,female,Self-employed,0.02198,31,1344,0.01414,0.02982
2003,Direct migration background,female,Blue-collar worker,0.20117,290,1344,0.17973,0.22262
2003,Direct migration background,female,White-collar worker,0.17932,267,1344,0.15880,0.19984
2003,Direct migration background,female,Apprentice/ Trainee/ Intern,0.05528,72,1344,0.04306,0.06751
2003,Direct migration background,female,Not employed: Pensioner,0.19374,253,1344,0.17260,0.21488
2003,Direct migration background,female,Not employed: registered unemployed,0.05714,81,1344,0.04473,0.06956
2003,Direct migration background,female,Not employed: no further information,0.23213,350,1344,0.20955,0.25471
2003,Indirect migration background,male,Blue-collar worker,0.09494,89,316,0.06257,0.12731
2003,Indirect migration background,male,White-collar worker,0.08716,93,316,0.05601,0.11832
2003,Indirect migration background,male,Apprentice/ Trainee/ Intern,0.11490,101,316,0.07969,0.15012
2003,Indirect migration background,male,Not employed: registered unemployed,0.04162,33,316,0.01957,0.06368
2003,Indirect migration background,female,Blue-collar worker,0.04845,48,364,0.02636,0.07054
2003,Indirect migration background,female,White-collar worker,0.13110,126,364,0.09638,0.16582
2003,Indirect migration background,female,Apprentice/ Trainee/ Intern,0.10373,115,364,0.07236,0.13509
2003,Indirect migration background,female,Not employed: no further information,0.07563,75,364,0.04843,0.10284
2004,No migration background,male,Self-employed,0.07008,818,8775,0.06474,0.07542
2004,No migration background,male,Blue-collar worker,0.17304,1654,8775,0.16513,0.18096
2004,No migration background,male,Civil servant,0.04177,549,8775,0.03758,0.04595
2004,No migration background,male,White-collar worker,0.19875,2243,8775,0.19040,0.20710
2004,No migration background,male,Apprentice/ Trainee/ Intern,0.05982,756,8775,0.05486,0.06479
2004,No migration background,male,Not employed: Pensioner,0.22718,2081,8775,0.21841,0.23595
2004,No migration background,male,Not employed: Military/Community Service,0.00410,51,8775,0.00276,0.00544
2004,No migration background,male,Not employed: registered unemployed,0.05946,543,8775,0.05452,0.06441
2004,No migration background,male,Not employed: no further information,0.00924,80,8775,0.00724,0.01124
2004,No migration background,female,Self-employed,0.02774,398,9479,0.02444,0.03105
2004,No migration background,female,Blue-collar worker,0.07283,748,9479,0.06760,0.07806
2004,No migration background,female,Civil servant,0.01922,373,9479,0.01646,0.02199
2004,No migration background,female,White-collar worker,0.25181,3104,9479,0.24307,0.26055
2004,No migration background,female,Apprentice/ Trainee/ Intern,0.05548,785,9479,0.05087,0.06008
2004,No migration background,female,Not employed: Pensioner,0.28530,2400,9479,0.27621,0.29439
2004,No migration background,female,Not employed: registered unemployed,0.04920,543,9479,0.04485,0.05356
2004,No migration background,female,Not employed: no further information,0.09715,1128,9479,0.09119,0.10311
2004,Direct migration background,male,Self-employed,0.05294,74,1178,0.04015,0.06573
2004,Direct migration background,male,Blue-collar worker,0.34785,467,1178,0.32064,0.37506
2004,Direct migration background,male,White-collar worker,0.11901,157,1178,0.10051,0.13751
2004,Direct migration background,male,Apprentice/ Trainee/ Intern,0.07654,74,1178,0.06135,0.09173
2004,Direct migration background,male,Not employed: Pensioner,0.20979,262,1178,0.18653,0.23305
2004,Direct migration background,male,Not employed: registered unemployed,0.12453,144,1178,0.10567,0.14340
2004,Direct migration background,female,Self-employed,0.03115,39,1310,0.02174,0.04056
2004,Direct migration background,female,Blue-collar worker,0.19758,264,1310,0.17601,0.21916
2004,Direct migration background,female,White-collar worker,0.17198,251,1310,0.15154,0.19243
2004,Direct migration background,female,Apprentice/ Trainee/ Intern,0.05679,73,1310,0.04426,0.06933
2004,Direct migration background,female,Not employed: Pensioner,0.19712,250,1310,0.17556,0.21867
2004,Direct migration background,female,Not employed: registered unemployed,0.07491,94,1310,0.06065,0.08917
2004,Direct migration background,female,Not employed: no further information,0.21825,339,1310,0.19587,0.24062
2004,Indirect migration background,male,Blue-collar worker,0.08505,87,335,0.05513,0.11497
2004,Indirect migration background,male,White-collar worker,0.09315,84,335,0.06198,0.12432
2004,Indirect migration background,male,Apprentice/ Trainee/ Intern,0.14983,126,335,0.11155,0.18810
2004,Indirect migration background,male,Not employed: registered unemployed,0.05483,38,335,0.03042,0.07925
2004,Indirect migration background,female,Blue-collar worker,0.03255,38,360,0.01419,0.05090
2004,Indirect migration background,female,White-collar worker,0.13672,126,360,0.10118,0.17226
2004,Indirect migration background,female,Apprentice/ Trainee/ Intern,0.13947,127,360,0.10364,0.17531
2004,Indirect migration background,female,Not employed: no further information,0.06059,69,360,0.03591,0.08526
2005,No migration background,male,Self-employed,0.06620,746,8378,0.06087,0.07152
2005,No migration background,male,Blue-collar worker,0.17743,1582,8378,0.16925,0.18561
2005,No migration background,male,Civil servant,0.04345,523,8378,0.03909,0.04782
2005,No migration background,male,White-collar worker,0.20315,2115,8378,0.19454,0.21177
2005,No migration background,male,Apprentice/ Trainee/ Intern,0.06458,714,8378,0.05932,0.06985
2005,No migration background,male,Not employed: Pensioner,0.22097,2060,8378,0.21208,0.22985
2005,No migration background,male,Not employed: Military/Community Service,0.00298,34,8378,0.00181,0.00415
2005,No migration background,male,Not employed: registered unemployed,0.06053,530,8378,0.05543,0.06564
2005,No migration background,male,Not employed: no further information,0.00718,74,8378,0.00537,0.00899
2005,No migration background,female,Self-employed,0.03090,417,9103,0.02734,0.03445
2005,No migration background,female,Blue-collar worker,0.07330,706,9103,0.06794,0.07865
2005,No migration background,female,Civil servant,0.02156,363,9103,0.01857,0.02454
2005,No migration background,female,White-collar worker,0.25402,2942,9103,0.24508,0.26297
2005,No migration background,female,Apprentice/ Trainee/ Intern,0.05932,744,9103,0.05446,0.06417
2005,No migration background,female,Not employed: Pensioner,0.27834,2386,9103,0.26913,0.28755
2005,No migration background,female,Not employed: registered unemployed,0.04899,502,9103,0.04456,0.05342
2005,No migration background,female,Not employed: no further information,0.09525,1043,9103,0.08922,0.10128
2005,Direct migration background,male,Self-employed,0.05585,69,1071,0.04209,0.06961
2005,Direct migration background,male,Blue-collar worker,0.34416,419,1071,0.31569,0.37262
2005,Direct migration background,male,White-collar worker,0.10355,130,1071,0.08529,0.12180
2005,Direct migration background,male,Apprentice/ Trainee/ Intern,0.06554,60,1071,0.05071,0.08037
2005,Direct migration background,male,Not employed: Pensioner,0.21939,256,1071,0.19460,0.24419
2005,Direct migration background,male,Not employed: registered unemployed,0.13616,137,1071,0.11561,0.15671
2005,Direct migration background,female,Blue-collar worker,0.22396,266,1213,0.20049,0.24743
2005,Direct migration background,female,White-collar worker,0.18284,242,1213,0.16108,0.20460
2005,Direct migration background,female,Apprentice/ Trainee/ Intern,0.05318,70,1213,0.04054,0.06581
2005,Direct migration background,female,Not employed: Pensioner,0.19363,243,1213,0.17139,0.21588
2005,Direct migration background,female,Not employed: registered unemployed,0.07027,85,1213,0.05588,0.08466
2005,Direct migration background,female,Not employed: no further information,0.21834,307,1213,0.19508,0.24160
2005,Indirect migration background,male,Blue-collar worker,0.11663,95,350,0.08296,0.15031
2005,Indirect migration background,male,White-collar worker,0.10066,92,350,0.06910,0.13223
2005,Indirect migration background,male,Apprentice/ Trainee/ Intern,0.14236,125,350,0.10570,0.17902
2005,Indirect migration background,male,Not employed: registered unemployed,0.04595,38,350,0.02399,0.06792
2005,Indirect migration background,female,Blue-collar worker,0.04594,48,394,0.02524,0.06664
2005,Indirect migration background,female,White-collar worker,0.13309,117,394,0.09951,0.16668
2005,Indirect migration background,female,Apprentice/ Trainee/ Intern,0.14023,122,394,0.10590,0.17456
2005,Indirect migration background,female,Not employed: registered unemployed,0.04256,36,394,0.02261,0.06252
2005,Indirect migration background,female,Not employed: no further information,0.07463,71,394,0.04865,0.10061
2006,No migration background,male,Self-employed,0.07061,833,9099,0.06534,0.07587
2006,No migration background,male,Blue-collar worker,0.17382,1664,9099,0.16604,0.18161
2006,No migration background,male,Civil servant,0.04270,537,9099,0.03854,0.04685
2006,No migration background,male,White-collar worker,0.20366,2237,9099,0.19538,0.21193
2006,No migration background,male,Apprentice/ Trainee/ Intern,0.05169,598,9099,0.04714,0.05624
2006,No migration background,male,Not employed: Pensioner,0.22466,2412,9099,0.21609,0.23324
2006,No migration background,male,Not employed: Military/Community Service,0.00475,53,9099,0.00334,0.00616
2006,No migration background,male,Not employed: registered unemployed,0.05779,552,9099,0.05300,0.06259
2006,No migration background,male,Not employed: no further information,0.01865,213,9099,0.01587,0.02143
2006,No migration background,female,Self-employed,0.03454,475,9889,0.03094,0.03814
2006,No migration background,female,Blue-collar worker,0.06632,719,9889,0.06142,0.07123
2006,No migration background,female,Civil servant,0.02150,370,9889,0.01864,0.02435
2006,No migration background,female,White-collar worker,0.25659,3187,9889,0.24798,0.26520
2006,No migration background,female,Apprentice/ Trainee/ Intern,0.04971,640,9889,0.04543,0.05399
2006,No migration background,female,Not employed: Pensioner,0.28326,2702,9889,0.27438,0.29214
2006,No migration background,female,Not employed: registered unemployed,0.05130,559,9889,0.04695,0.05565
2006,No migration background,female,Not employed: no further information,0.10028,1237,9889,0.09436,0.10620
2006,Direct migration background,male,Self-employed,0.05439,73,1087,0.04090,0.06787
2006,Direct migration background,male,Blue-collar worker,0.34601,411,1087,0.31772,0.37430
2006,Direct migration background,male,White-collar worker,0.12079,141,1087,0.10141,0.14017
2006,Direct migration background,male,Apprentice/ Trainee/ Intern,0.05956,52,1087,0.04549,0.07364
2006,Direct migration background,male,Not employed: Pensioner,0.21063,253,1087,0.18638,0.23488
2006,Direct migration background,male,Not employed: registered unemployed,0.11721,123,1087,0.09808,0.13635
2006,Direct migration background,male,Not employed: no further information,0.04096,34,1087,0.02917,0.05274
2006,Direct migration background,female,Self-employed,0.02509,40,1268,0.01648,0.03370
2006,Direct migration background,female,Blue-collar worker,0.19596,261,1268,0.17410,0.21781
2006,Direct migration background,female,White-collar worker,0.17937,253,1268,0.15824,0.20049
2006,Direct migration background,female,Apprentice/ Trainee/ Intern,0.04213,56,1268,0.03107,0.05319
2006,Direct migration background,female,Not employed: Pensioner,0.19354,252,1268,0.17179,0.21530
2006,Direct migration background,female,Not employed: registered unemployed,0.09687,109,1268,0.08058,0.11316
2006,Direct migration background,female,Not employed: no further information,0.22420,297,1268,0.20123,0.24716
2006,Indirect migration background,male,Blue-collar worker,0.10328,85,357,0.07167,0.13489
2006,Indirect migration background,male,White-collar worker,0.10523,86,357,0.07336,0.13711
2006,Indirect migration background,male,Apprentice/ Trainee/ Intern,0.11750,101,357,0.08405,0.15095
2006,Indirect migration background,male,Not employed: registered unemployed,0.06755,54,357,0.04148,0.09362
2006,Indirect migration background,male,Not employed: no further information,0.04270,31,357,0.02170,0.06370
2006,Indirect migration background,female,Blue-collar worker,0.03738,43,414,0.01908,0.05567
2006,Indirect migration background,female,White-collar worker,0.15229,131,414,0.11764,0.18695
2006,Indirect migration background,female,Apprentice/ Trainee/ Intern,0.11601,109,414,0.08513,0.14690
2006,Indirect migration background,female,Not employed: registered unemployed,0.03434,34,414,0.01678,0.05190
2006,Indirect migration background,female,Not employed: no further information,0.09711,97,414,0.06855,0.12567
2007,No migration background,male,Self-employed,0.06814,761,8559,0.06280,0.07348
2007,No migration background,male,Blue-collar worker,0.18547,1649,8559,0.17723,0.19370
2007,No migration background,male,Civil servant,0.04370,503,8559,0.03937,0.04803
2007,No migration background,male,White-collar worker,0.20716,2123,8559,0.19858,0.21575
2007,No migration background,male,Apprentice/ Trainee/ Intern,0.05235,575,8559,0.04763,0.05707
2007,No migration background,male,Not employed: Pensioner,0.22597,2284,8559,0.21711,0.23483
2007,No migration background,male,Not employed: Military/Community Service,0.00390,44,8559,0.00258,0.00522
2007,No migration background,male,Not employed: registered unemployed,0.04622,417,8559,0.04177,0.05066
2007,No migration background,male,Not employed: no further information,0.01896,203,8559,0.01607,0.02185
2007,No migration background,female,Self-employed,0.03371,433,9289,0.03004,0.03738
2007,No migration background,female,Blue-collar worker,0.07198,719,9289,0.06672,0.07724
2007,No migration background,female,Civil servant,0.02569,367,9289,0.02247,0.02891
2007,No migration background,female,White-collar worker,0.26139,3034,9289,0.25245,0.27033
2007,No migration background,female,Apprentice/ Trainee/ Intern,0.04863,600,9289,0.04426,0.05301
2007,No migration background,female,Not employed: Pensioner,0.28622,2594,9289,0.27703,0.29541
2007,No migration background,female,Not employed: registered unemployed,0.04975,503,9289,0.04533,0.05418
2007,No migration background,female,Not employed: no further information,0.08986,1039,9289,0.08404,0.09567
2007,Direct migration background,male,Self-employed,0.05196,59,967,0.03796,0.06595
2007,Direct migration background,male,Blue-collar worker,0.34627,359,967,0.31627,0.37628
2007,Direct migration background,male,White-collar worker,0.12488,132,967,0.10404,0.14573
2007,Direct migration background,male,Apprentice/ Trainee/ Intern,0.04367,36,967,0.03078,0.05656
2007,Direct migration background,male,Not employed: Pensioner,0.23919,248,967,0.21229,0.26609
2007,Direct migration background,male,Not employed: registered unemployed,0.11102,99,967,0.09121,0.13083
2007,Direct migration background,male,Not employed: no further information,0.04319,34,967,0.03037,0.05600
2007,Direct migration background,female,Blue-collar worker,0.19636,228,1111,0.17299,0.21973
2007,Direct migration background,female,White-collar worker,0.19084,230,1111,0.16772,0.21395
2007,Direct migration background,female,Apprentice/ Trainee/ Intern,0.05481,60,1111,0.04142,0.06820
2007,Direct migration background,female,Not employed: Pensioner,0.21075,237,1111,0.18676,0.23474
2007,Direct migration background,female,Not employed: registered unemployed,0.08921,89,1111,0.07244,0.10598
2007,Direct migration background,female,Not employed: no further information,0.21155,267,1111,0.18753,0.23558
2007,Indirect migration background,male,Blue-collar worker,0.14132,104,355,0.10504,0.17761
2007,Indirect migration background,male,White-collar worker,0.10222,85,355,0.07066,0.13378
2007,Indirect migration background,male,Apprentice/ Trainee/ Intern,0.10748,96,355,0.07522,0.13975
2007,Indirect migration background,male,Not employed: registered unemployed,0.05536,32,355,0.03154,0.07919
2007,Indirect migration background,male,Not employed: no further information,0.04260,38,355,0.02156,0.06364
2007,Indirect migration background,female,Blue-collar worker,0.05333,46,377,0.03062,0.07604
2007,Indirect migration background,female,White-collar worker,0.17920,151,377,0.14044,0.21797
2007,Indirect migration background,female,Apprentice/ Trainee/ Intern,0.09695,91,377,0.06704,0.12686
2007,Indirect migration background,female,Not employed: no further information,0.09527,89,377,0.06559,0.12495
2008,No migration background,male,Self-employed,0.06714,690,8023,0.06166,0.07261
2008,No migration background,male,Blue-collar worker,0.18203,1544,8023,0.17359,0.19047
2008,No migration background,male,Civil servant,0.04325,450,8023,0.03880,0.04770
2008,No migration background,male,White-collar worker,0.21953,2048,8023,0.21047,0.22859
2008,No migration background,male,Apprentice/ Trainee/ Intern,0.05392,542,8023,0.04897,0.05886
2008,No migration background,male,Not employed: Pensioner,0.22626,2221,8023,0.21710,0.23541
2008,No migration background,male,Not employed: registered unemployed,0.04373,361,8023,0.03925,0.04820
2008,No migration background,male,Not employed: no further information,0.01669,167,8023,0.01388,0.01949
2008,No migration background,female,Self-employed,0.03372,405,8754,0.02994,0.03750
2008,No migration background,female,Blue-collar worker,0.07567,701,8754,0.07013,0.08121
2008,No migration background,female,Civil servant,0.02339,338,8754,0.02023,0.02656
2008,No migration background,female,White-collar worker,0.27335,2938,8754,0.26401,0.28268
2008,No migration background,female,Apprentice/ Trainee/ Intern,0.05217,580,8754,0.04752,0.05683
2008,No migration background,female,Not employed: Pensioner,0.28417,2485,8754,0.27472,0.29362
2008,No migration background,female,Not employed: registered unemployed,0.04158,405,8754,0.03739,0.04576
2008,No migration background,female,Not employed: no further information,0.08343,902,8754,0.07764,0.08923
2008,Direct migration background,male,Self-employed,0.04100,47,840,0.02758,0.05442
2008,Direct migration background,male,Blue-collar worker,0.36484,334,840,0.33226,0.39741
2008,Direct migration background,male,White-collar worker,0.12968,121,840,0.10695,0.15241
2008,Direct migration background,male,Apprentice/ Trainee/ Intern,0.04840,35,840,0.03388,0.06292
2008,Direct migration background,male,Not employed: Pensioner,0.23941,229,840,0.21054,0.26829
2008,Direct migration background,male,Not employed: registered unemployed,0.08730,74,840,0.06820,0.10641
2008,Direct migration background,female,Self-employed,0.03028,39,1018,0.01974,0.04081
2008,Direct migration background,female,Blue-collar worker,0.22364,216,1018,0.19803,0.24925
2008,Direct migration background,female,White-collar worker,0.19602,215,1018,0.17162,0.22042
2008,Direct migration background,female,Apprentice/ Trainee/ Intern,0.05164,46,1018,0.03804,0.06524
2008,Direct migration background,female,Not employed: Pensioner,0.20911,218,1018,0.18411,0.23410
2008,Direct migration background,female,Not employed: registered unemployed,0.07208,67,1018,0.05619,0.08798
2008,Direct migration background,female,Not employed: no further information,0.19202,217,1018,0.16781,0.21623
2008,Indirect migration background,male,Blue-collar worker,0.16487,105,332,0.12490,0.20485
2008,Indirect migration background,male,White-collar worker,0.12004,95,332,0.08503,0.15505
2008,Indirect migration background,male,Apprentice/ Trainee/ Intern,0.11560,98,332,0.08115,0.15005
2008,Indirect migration background,male,Not employed: no further information,0.04493,34,332,0.02261,0.06724
2008,Indirect migration background,female,Blue-collar worker,0.07183,50,374,0.04563,0.09804
2008,Indirect migration background,female,White-collar worker,0.19543,142,374,0.15519,0.23567
2008,Indirect migration background,female,Apprentice/ Trainee/ Intern,0.09131,94,374,0.06208,0.12054
2008,Indirect migration background,female,Not employed: no further information,0.12418,88,374,0.09071,0.15765
2009,No migration background,male,Self-employed,0.06961,647,7591,0.06388,0.07533
2009,No migration background,male,Blue-collar worker,0.17848,1437,7591,0.16987,0.18710
2009,No migration background,male,Civil servant,0.04135,414,7591,0.03687,0.04583
2009,No migration background,male,White-collar worker,0.21650,1894,7591,0.20723,0.22576
2009,No migration background,male,Apprentice/ Trainee/ Intern,0.05850,532,7591,0.05322,0.06378
2009,No migration background,male,Not employed: Pensioner,0.22297,2104,7591,0.21360,0.23233
2009,No migration background,male,Not employed: Military/Community Service,0.00499,44,7591,0.00341,0.00658
2009,No migration background,male,Not employed: registered unemployed,0.04432,347,7591,0.03969,0.04895
2009,No migration background,male,Not employed: no further information,0.01998,172,7591,0.01683,0.02313
2009,No migration background,female,Self-employed,0.03364,378,8201,0.02974,0.03754
2009,No migration background,female,Blue-collar worker,0.07594,650,8201,0.07021,0.08167
2009,No migration background,female,Civil servant,0.02706,318,8201,0.02355,0.03057
2009,No migration background,female,White-collar worker,0.27476,2808,8201,0.26510,0.28442
2009,No migration background,female,Apprentice/ Trainee/ Intern,0.04866,496,8201,0.04400,0.05331
2009,No migration background,female,Not employed: Pensioner,0.28430,2377,8201,0.27454,0.29407
2009,No migration background,female,Not employed: registered unemployed,0.04092,363,8201,0.03663,0.04521
2009,No migration background,female,Not employed: no further information,0.07939,811,8201,0.07353,0.08524
2009,Direct migration background,male,Self-employed,0.04608,47,720,0.03076,0.06141
2009,Direct migration background,male,Blue-collar worker,0.33367,262,720,0.29921,0.36814
2009,Direct migration background,male,White-collar worker,0.13707,109,720,0.11193,0.16221
2009,Direct migration background,male,Not employed: Pensioner,0.23565,192,720,0.20463,0.26667
2009,Direct migration background,male,Not employed: registered unemployed,0.11365,78,720,0.09045,0.13684
2009,Direct migration background,male,Not employed: no further information,0.04886,32,720,0.03310,0.06462
2009,Direct migration background,female,Self-employed,0.04719,46,891,0.03326,0.06112
2009,Direct migration background,female,Blue-collar worker,0.22600,187,891,0.19852,0.25348
2009,Direct migration background,female,White-collar worker,0.20709,194,891,0.18047,0.23371
2009,Direct migration background,female,Apprentice/ Trainee/ Intern,0.04520,35,891,0.03155,0.05885
2009,Direct migration background,female,Not employed: Pensioner,0.21026,209,891,0.18349,0.23704
2009,Direct migration background,female,Not employed: registered unemployed,0.07318,59,891,0.05607,0.09029
2009,Direct migration background,female,Not employed: no further information,0.15662,161,891,0.13274,0.18050
2009,Indirect migration background,male,Blue-collar worker,0.15208,92,279,0.10987,0.19429
2009,Indirect migration background,male,White-collar worker,0.15815,87,279,0.11526,0.20104
2009,Indirect migration background,male,Apprentice/ Trainee/ Intern,0.14951,100,279,0.10759,0.19143
2009,Indirect migration background,female,Blue-collar worker,0.06924,50,365,0.04316,0.09532
2009,Indirect migration background,female,White-collar worker,0.22071,133,365,0.17810,0.26331
2009,Indirect migration background,female,Apprentice/ Trainee/ Intern,0.11038,79,365,0.07819,0.14258
2009,Indirect migration background,female,Not employed: registered unemployed,0.05430,31,365,0.03102,0.07758
2009,Indirect migration background,female,Not employed: no further information,0.09675,72,365,0.06638,0.12712
2010,No migration background,male,Self-employed,0.06598,832,9204,0.06091,0.07106
2010,No migration background,male,Blue-collar worker,0.17144,1766,9204,0.16374,0.17914
2010,No migration background,male,Civil servant,0.04393,517,9204,0.03975,0.04812
2010,No migration background,male,White-collar worker,0.23040,2714,9204,0.22179,0.23900
2010,No migration background,male,Apprentice/ Trainee/ Intern,0.06034,588,9204,0.05548,0.06521
2010,No migration background,male,Not employed: Pensioner,0.22465,2021,9204,0.21612,0.23317
2010,No migration background,male,Not employed: Military/Community Service,0.00471,39,9204,0.00331,0.00611
2010,No migration background,male,Not employed: registered unemployed,0.04620,471,9204,0.04192,0.05049
2010,No migration background,male,Not employed: no further information,0.01821,256,9204,0.01547,0.02094
2010,No migration background,female,Self-employed,0.03413,499,10884,0.03072,0.03754
2010,No migration background,female,Blue-collar worker,0.07392,792,10884,0.06900,0.07883
2010,No migration background,female,Civil servant,0.02609,379,10884,0.02309,0.02908
2010,No migration background,female,White-collar worker,0.28868,3828,10884,0.28017,0.29720
2010,No migration background,female,Apprentice/ Trainee/ Intern,0.05391,621,10884,0.04967,0.05816
2010,No migration background,female,Not employed: Pensioner,0.28392,2270,10884,0.27545,0.29239
2010,No migration background,female,Not employed: registered unemployed,0.03832,765,10884,0.03471,0.04192
2010,No migration background,female,Not employed: no further information,0.07033,1730,10884,0.06553,0.07513
2010,Direct migration background,male,Self-employed,0.04899,85,1303,0.03727,0.06071
2010,Direct migration background,male,Blue-collar worker,0.31742,494,1303,0.29214,0.34271
2010,Direct migration background,male,White-collar worker,0.16204,274,1303,0.14202,0.18206
2010,Direct migration background,male,Apprentice/ Trainee/ Intern,0.04920,47,1303,0.03745,0.06094
2010,Direct migration background,male,Not employed: Pensioner,0.22726,198,1303,0.20450,0.25002
2010,Direct migration background,male,Not employed: registered unemployed,0.11147,156,1303,0.09438,0.12857
2010,Direct migration background,male,Not employed: no further information,0.03999,49,1303,0.02935,0.05063
2010,Direct migration background,female,Self-employed,0.03995,64,1648,0.03050,0.04941
2010,Direct migration background,female,Blue-collar worker,0.17200,219,1648,0.15378,0.19023
2010,Direct migration background,female,White-collar worker,0.22344,327,1648,0.20332,0.24356
2010,Direct migration background,female,Apprentice/ Trainee/ Intern,0.05207,77,1648,0.04134,0.06280
2010,Direct migration background,female,Not employed: Pensioner,0.19863,200,1648,0.17936,0.21790
2010,Direct migration background,female,Not employed: registered unemployed,0.09280,202,1648,0.07879,0.10682
2010,Direct migration background,female,Not employed: no further information,0.18264,559,1648,0.16398,0.20130
2010,Indirect migration background,male,Blue-collar worker,0.11718,125,481,0.08841,0.14595
2010,Indirect migration background,male,White-collar worker,0.12449,153,481,0.09496,0.15403
2010,Indirect migration background,male,Apprentice/ Trainee/ Intern,0.11395,110,481,0.08552,0.14237
2010,Indirect migration background,male,Not employed: registered unemployed,0.05457,49,481,0.03425,0.07489
2010,Indirect migration background,male,Not employed: no further information,0.02635,44,481,0.01202,0.04068
2010,Indirect migration background,female,Blue-collar worker,0.03714,41,604,0.02205,0.05224
2010,Indirect migration background,female,White-collar worker,0.19640,187,604,0.16469,0.22811
2010,Indirect migration background,female,Apprentice/ Trainee/ Intern,0.11934,111,604,0.09347,0.14522
2010,Indirect migration background,female,Not employed: registered unemployed,0.03469,63,604,0.02008,0.04930
2010,Indirect migration background,female,Not employed: no further information,0.08567,202,604,0.06333,0.10800
2011,No migration background,male,Self-employed,0.06564,936,10962,0.06100,0.07028
2011,No migration background,male,Blue-collar worker,0.16646,2001,10962,0.15948,0.17343
2011,No migration background,male,Civil servant,0.04276,611,10962,0.03897,0.04654
2011,No migration background,male,White-collar worker,0.23586,3222,10962,0.22791,0.24381
2011,No migration background,male,Apprentice/ Trainee/ Intern,0.05226,685,10962,0.04810,0.05643
2011,No migration background,male,Not employed: Pensioner,0.22999,2674,10962,0.22212,0.23787
2011,No migration background,male,Not employed: registered unemployed,0.04129,512,10962,0.03757,0.04502
2011,No migration background,male,Not employed: no further information,0.02030,321,10962,0.01766,0.02294
2011,No migration background,female,Self-employed,0.03651,629,13078,0.03330,0.03973
2011,No migration background,female,Blue-collar worker,0.06866,983,13078,0.06432,0.07299
2011,No migration background,female,Civil servant,0.02483,496,13078,0.02216,0.02750
2011,No migration background,female,White-collar worker,0.28999,4800,13078,0.28221,0.29776
2011,No migration background,female,Apprentice/ Trainee/ Intern,0.04932,720,13078,0.04561,0.05303
2011,No migration background,female,Not employed: Pensioner,0.28843,2966,13078,0.28066,0.29619
2011,No migration background,female,Not employed: registered unemployed,0.03347,812,13078,0.03039,0.03655
2011,No migration background,female,Not employed: no further information,0.07280,1672,13078,0.06835,0.07726
2011,Direct migration background,male,Self-employed,0.05330,94,1452,0.04174,0.06486
2011,Direct migration background,male,Blue-collar worker,0.31496,523,1452,0.29106,0.33886
2011,Direct migration background,male,White-collar worker,0.18950,326,1452,0.16934,0.20967
2011,Direct migration background,male,Apprentice/ Trainee/ Intern,0.04169,61,1452,0.03140,0.05197
2011,Direct migration background,male,Not employed: Pensioner,0.22449,258,1452,0.20302,0.24596
2011,Direct migration background,male,Not employed: registered unemployed,0.07563,134,1452,0.06203,0.08924
2011,Direct migration background,male,Not employed: no further information,0.04674,56,1452,0.03588,0.05760
2011,Direct migration background,female,Self-employed,0.03670,73,1870,0.02818,0.04523
2011,Direct migration background,female,Blue-collar worker,0.16533,269,1870,0.14849,0.18217
2011,Direct migration background,female,White-collar worker,0.24445,478,1870,0.22496,0.26393
2011,Direct migration background,female,Apprentice/ Trainee/ Intern,0.05653,84,1870,0.04606,0.06700
2011,Direct migration background,female,Not employed: Pensioner,0.19160,258,1870,0.17376,0.20944
2011,Direct migration background,female,Not employed: registered unemployed,0.06786,186,1870,0.05646,0.07927
2011,Direct migration background,female,Not employed: no further information,0.20115,522,1870,0.18298,0.21932
2011,Indirect migration background,male,Self-employed,0.01560,31,590,0.00559,0.02561
2011,Indirect migration background,male,Blue-collar worker,0.12378,143,590,0.09718,0.15038
2011,Indirect migration background,male,White-collar worker,0.13492,180,590,0.10733,0.16252
2011,Indirect migration background,male,Apprentice/ Trainee/ Intern,0.11437,131,590,0.08867,0.14007
2011,Indirect migration background,male,Not employed: registered unemployed,0.02979,39,590,0.01606,0.04352
2011,Indirect migration background,male,Not employed: no further information,0.03774,66,590,0.02235,0.05313
2011,Indirect migration background,female,Blue-collar worker,0.04338,58,671,0.02795,0.05880
2011,Indirect migration background,female,White-collar worker,0.19147,247,671,0.16167,0.22126
2011,Indirect migration background,female,Apprentice/ Trainee/ Intern,0.10005,142,671,0.07733,0.12277
2011,Indirect migration background,female,Not employed: registered unemployed,0.03096,51,671,0.01784,0.04407
