year,pgisced97,quintil_oecd,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Lower Secondary Level,4th Quintile,Not employed: Pensioner,0.41019,136,272,0.35163,0.46876
2007,Lower Secondary Level,5th Quintile,Blue-collar worker,0.17701,31,124,0.10956,0.24447
2007,Lower Secondary Level,5th Quintile,Apprentice/ Trainee/ Intern,0.15171,37,124,0.08831,0.21511
2007,Lower Secondary Level,5th Quintile,Not employed: Pensioner,0.28728,56,124,0.20731,0.36725
2007,Upper Secondary Level,1st Quintile,Self-employed,0.02327,45,1745,0.01620,0.03035
2007,Upper Secondary Level,1st Quintile,Blue-collar worker,0.19483,341,1745,0.17624,0.21342
2007,Upper Secondary Level,1st Quintile,White-collar worker,0.11613,223,1745,0.10110,0.13117
2007,Upper Secondary Level,1st Quintile,Apprentice/ Trainee/ Intern,0.07756,131,1745,0.06501,0.09012
2007,Upper Secondary Level,1st Quintile,Not employed: Pensioner,0.30134,502,1745,0.27981,0.32288
2007,Upper Secondary Level,1st Quintile,Not employed: registered unemployed,0.20465,359,1745,0.18571,0.22358
2007,Upper Secondary Level,1st Quintile,Not employed: no further information,0.07527,144,1745,0.06289,0.08765
2007,Upper Secondary Level,2nd Quintile,Blue-collar worker,0.24169,528,1974,0.22280,0.26058
2007,Upper Secondary Level,2nd Quintile,White-collar worker,0.19239,378,1974,0.17499,0.20978
2007,Upper Secondary Level,2nd Quintile,Apprentice/ Trainee/ Intern,0.03715,78,1974,0.02881,0.04550
2007,Upper Secondary Level,2nd Quintile,Not employed: Pensioner,0.36671,706,1974,0.34545,0.38798
2007,Upper Secondary Level,2nd Quintile,Not employed: registered unemployed,0.05879,130,1974,0.04841,0.06917
2007,Upper Secondary Level,2nd Quintile,Not employed: no further information,0.07296,154,1974,0.06149,0.08444
2007,Upper Secondary Level,3rd Quintile,Self-employed,0.03016,71,2186,0.02299,0.03734
2007,Upper Secondary Level,3rd Quintile,Blue-collar worker,0.27890,555,2186,0.26010,0.29770
2007,Upper Secondary Level,3rd Quintile,Civil servant,0.01660,39,2186,0.01124,0.02196
2007,Upper Secondary Level,3rd Quintile,White-collar worker,0.24688,555,2186,0.22880,0.26496
2007,Upper Secondary Level,3rd Quintile,Apprentice/ Trainee/ Intern,0.02843,71,2186,0.02146,0.03540
2007,Upper Secondary Level,3rd Quintile,Not employed: Pensioner,0.31163,691,2186,0.29221,0.33105
2007,Upper Secondary Level,3rd Quintile,Not employed: registered unemployed,0.03203,79,2186,0.02465,0.03941
2007,Upper Secondary Level,3rd Quintile,Not employed: no further information,0.05138,125,2186,0.04212,0.06063
2007,Upper Secondary Level,4th Quintile,Self-employed,0.04240,104,2226,0.03403,0.05078
2007,Upper Secondary Level,4th Quintile,Blue-collar worker,0.25067,533,2226,0.23266,0.26868
2007,Upper Secondary Level,4th Quintile,Civil servant,0.03406,86,2226,0.02652,0.04159
2007,Upper Secondary Level,4th Quintile,White-collar worker,0.29750,673,2226,0.27850,0.31649
2007,Upper Secondary Level,4th Quintile,Apprentice/ Trainee/ Intern,0.02795,93,2226,0.02110,0.03480
2007,Upper Secondary Level,4th Quintile,Not employed: Pensioner,0.26825,553,2226,0.24984,0.28666
2007,Upper Secondary Level,4th Quintile,Not employed: registered unemployed,0.02390,57,2226,0.01755,0.03024
2007,Upper Secondary Level,4th Quintile,Not employed: no further information,0.04788,127,2226,0.03901,0.05676
2007,Upper Secondary Level,5th Quintile,Self-employed,0.11526,233,2085,0.10154,0.12897
2007,Upper Secondary Level,5th Quintile,Blue-collar worker,0.13022,238,2085,0.11577,0.14467
2007,Upper Secondary Level,5th Quintile,Civil servant,0.04895,86,2085,0.03969,0.05822
2007,Upper Secondary Level,5th Quintile,White-collar worker,0.35641,777,2085,0.33585,0.37697
2007,Upper Secondary Level,5th Quintile,Apprentice/ Trainee/ Intern,0.04292,111,2085,0.03421,0.05162
2007,Upper Secondary Level,5th Quintile,Not employed: Pensioner,0.21564,446,2085,0.19798,0.23330
2007,Upper Secondary Level,5th Quintile,Not employed: registered unemployed,0.01796,45,2085,0.01226,0.02366
2007,Upper Secondary Level,5th Quintile,Not employed: no further information,0.06366,149,2085,0.05317,0.07414
2007,Post-secondary Non-tertiary Level,1st Quintile,Blue-collar worker,0.19757,32,82,0.11086,0.28428
2007,Post-secondary Non-tertiary Level,1st Quintile,White-collar worker,0.30535,50,82,0.20505,0.40564
2007,Post-secondary Non-tertiary Level,2nd Quintile,Blue-collar worker,0.23354,44,105,0.15222,0.31485
2007,Post-secondary Non-tertiary Level,2nd Quintile,White-collar worker,0.32654,61,105,0.23641,0.41667
2007,Post-secondary Non-tertiary Level,3rd Quintile,Blue-collar worker,0.14004,31,141,0.08256,0.19753
2007,Post-secondary Non-tertiary Level,3rd Quintile,White-collar worker,0.53038,110,141,0.44770,0.61305
2007,Post-secondary Non-tertiary Level,4th Quintile,White-collar worker,0.59523,164,164,0.51987,0.67058
2007,Post-secondary Non-tertiary Level,5th Quintile,Self-employed,0.12606,44,282,0.08725,0.16487
2007,Post-secondary Non-tertiary Level,5th Quintile,White-collar worker,0.53642,184,282,0.47811,0.59473
2007,Post-secondary Non-tertiary Level,5th Quintile,Not employed: Pensioner,0.20564,54,282,0.15839,0.25290
2007,First Stage of Tertiary Education,1st Quintile,Not employed: Pensioner,0.46015,52,52,0.32336,0.59694
2007,First Stage of Tertiary Education,2nd Quintile,Blue-collar worker,0.19142,41,194,0.13591,0.24692
2007,First Stage of Tertiary Education,2nd Quintile,White-collar worker,0.22291,66,194,0.16419,0.28163
2007,First Stage of Tertiary Education,2nd Quintile,Not employed: Pensioner,0.36474,87,194,0.29683,0.43265
2007,First Stage of Tertiary Education,3rd Quintile,Blue-collar worker,0.14269,49,266,0.10058,0.18480
2007,First Stage of Tertiary Education,3rd Quintile,White-collar worker,0.31820,116,266,0.26212,0.37428
2007,First Stage of Tertiary Education,3rd Quintile,Not employed: Pensioner,0.34788,101,266,0.29053,0.40523
2007,First Stage of Tertiary Education,4th Quintile,Self-employed,0.07174,40,345,0.04447,0.09901
2007,First Stage of Tertiary Education,4th Quintile,Blue-collar worker,0.17503,52,345,0.13488,0.21519
2007,First Stage of Tertiary Education,4th Quintile,White-collar worker,0.40662,162,345,0.35471,0.45853
2007,First Stage of Tertiary Education,4th Quintile,Not employed: Pensioner,0.23587,91,345,0.19100,0.28073
2007,First Stage of Tertiary Education,5th Quintile,Self-employed,0.16107,78,398,0.12491,0.19722
2007,First Stage of Tertiary Education,5th Quintile,Civil servant,0.06648,32,398,0.04197,0.09098
2007,First Stage of Tertiary Education,5th Quintile,White-collar worker,0.49812,212,398,0.44893,0.54730
2007,First Stage of Tertiary Education,5th Quintile,Not employed: Pensioner,0.16039,76,398,0.12430,0.19649
2007,Second Stage of Tertiary Education,1st Quintile,White-collar worker,0.29320,70,151,0.22035,0.36605
2007,Second Stage of Tertiary Education,1st Quintile,Not employed: Pensioner,0.17771,36,151,0.11654,0.23889
2007,Second Stage of Tertiary Education,1st Quintile,Not employed: registered unemployed,0.23825,45,151,0.17007,0.30642
2007,Second Stage of Tertiary Education,2nd Quintile,White-collar worker,0.28067,114,205,0.21901,0.34234
2007,Second Stage of Tertiary Education,2nd Quintile,Not employed: Pensioner,0.28062,91,205,0.21896,0.34228
2007,Second Stage of Tertiary Education,3rd Quintile,Self-employed,0.08809,43,482,0.06276,0.11342
2007,Second Stage of Tertiary Education,3rd Quintile,Civil servant,0.04058,31,482,0.02295,0.05821
2007,Second Stage of Tertiary Education,3rd Quintile,White-collar worker,0.40021,224,482,0.35642,0.44399
2007,Second Stage of Tertiary Education,3rd Quintile,Not employed: Pensioner,0.33233,184,482,0.29023,0.37442
2007,Second Stage of Tertiary Education,4th Quintile,Self-employed,0.08290,78,881,0.06468,0.10112
2007,Second Stage of Tertiary Education,4th Quintile,Civil servant,0.12821,113,881,0.10612,0.15030
2007,Second Stage of Tertiary Education,4th Quintile,White-collar worker,0.44731,422,881,0.41445,0.48016
2007,Second Stage of Tertiary Education,4th Quintile,Not employed: Pensioner,0.24660,227,881,0.21812,0.27508
2007,Second Stage of Tertiary Education,4th Quintile,Not employed: no further information,0.04294,41,881,0.02954,0.05633
2007,Second Stage of Tertiary Education,5th Quintile,Self-employed,0.14566,371,2319,0.13130,0.16003
2007,Second Stage of Tertiary Education,5th Quintile,Civil servant,0.15395,424,2319,0.13926,0.16865
2007,Second Stage of Tertiary Education,5th Quintile,White-collar worker,0.45515,987,2319,0.43487,0.47542
2007,Second Stage of Tertiary Education,5th Quintile,Not employed: Pensioner,0.18760,457,2319,0.17171,0.20349
2007,Second Stage of Tertiary Education,5th Quintile,Not employed: no further information,0.03596,80,2319,0.02838,0.04354
2008,Pre-primary Level,1st Quintile,Apprentice/ Trainee/ Intern,0.47739,54,99,0.37850,0.57628
2008,Pre-primary Level,1st Quintile,Not employed: no further information,0.45563,45,99,0.35703,0.55424
2008,Pre-primary Level,2nd Quintile,Apprentice/ Trainee/ Intern,0.53810,53,91,0.43510,0.64110
2008,Pre-primary Level,2nd Quintile,Not employed: no further information,0.38034,38,91,0.28004,0.48064
2008,Pre-primary Level,3rd Quintile,Apprentice/ Trainee/ Intern,0.59697,71,105,0.50270,0.69124
2008,Pre-primary Level,3rd Quintile,Not employed: no further information,0.27765,34,105,0.19158,0.36373
2008,Pre-primary Level,4th Quintile,Apprentice/ Trainee/ Intern,0.48577,63,104,0.38924,0.58229
2008,Pre-primary Level,4th Quintile,Not employed: no further information,0.48909,41,104,0.39255,0.58563
2008,Pre-primary Level,5th Quintile,Apprentice/ Trainee/ Intern,0.62838,81,117,0.54044,0.71632
2008,Pre-primary Level,5th Quintile,Not employed: no further information,0.34820,36,117,0.26150,0.43490
2008,Lower Secondary Level,1st Quintile,Blue-collar worker,0.14249,101,623,0.11502,0.16996
2008,Lower Secondary Level,1st Quintile,Apprentice/ Trainee/ Intern,0.11170,75,623,0.08694,0.13645
2008,Lower Secondary Level,1st Quintile,Not employed: Pensioner,0.37849,242,623,0.34037,0.41660
2008,Lower Secondary Level,1st Quintile,Not employed: registered unemployed,0.18479,110,623,0.15429,0.21529
2008,Lower Secondary Level,1st Quintile,Not employed: no further information,0.13903,95,623,0.11184,0.16622
2008,Lower Secondary Level,2nd Quintile,Blue-collar worker,0.19532,100,481,0.15986,0.23079
2008,Lower Secondary Level,2nd Quintile,Apprentice/ Trainee/ Intern,0.11497,79,481,0.08643,0.14350
2008,Lower Secondary Level,2nd Quintile,Not employed: Pensioner,0.47162,246,481,0.42697,0.51628
2008,Lower Secondary Level,2nd Quintile,Not employed: no further information,0.10126,56,481,0.07427,0.12825
2008,Lower Secondary Level,3rd Quintile,Blue-collar worker,0.24049,92,418,0.19947,0.28151
2008,Lower Secondary Level,3rd Quintile,White-collar worker,0.09657,35,418,0.06822,0.12492
2008,Lower Secondary Level,3rd Quintile,Apprentice/ Trainee/ Intern,0.16957,92,418,0.13355,0.20559
2008,Lower Secondary Level,3rd Quintile,Not employed: Pensioner,0.36563,164,418,0.31940,0.41185
2008,Lower Secondary Level,3rd Quintile,Not employed: no further information,0.08024,35,418,0.05417,0.10632
2008,Lower Secondary Level,4th Quintile,Blue-collar worker,0.25137,56,213,0.19298,0.30977
2008,Lower Secondary Level,4th Quintile,Apprentice/ Trainee/ Intern,0.15772,53,213,0.10865,0.20678
2008,Lower Secondary Level,4th Quintile,Not employed: Pensioner,0.38717,104,213,0.32160,0.45274
2008,Lower Secondary Level,5th Quintile,Not employed: Pensioner,0.29417,49,49,0.16526,0.42308
2008,Upper Secondary Level,1st Quintile,Blue-collar worker,0.18544,302,1566,0.16618,0.20469
2008,Upper Secondary Level,1st Quintile,White-collar worker,0.14905,234,1566,0.13140,0.16669
2008,Upper Secondary Level,1st Quintile,Apprentice/ Trainee/ Intern,0.07094,119,1566,0.05822,0.08366
2008,Upper Secondary Level,1st Quintile,Not employed: Pensioner,0.31125,484,1566,0.28831,0.33419
2008,Upper Secondary Level,1st Quintile,Not employed: registered unemployed,0.18381,309,1566,0.16462,0.20300
2008,Upper Secondary Level,1st Quintile,Not employed: no further information,0.06507,118,1566,0.05285,0.07729
2008,Upper Secondary Level,2nd Quintile,Self-employed,0.01678,39,1955,0.01109,0.02248
2008,Upper Secondary Level,2nd Quintile,Blue-collar worker,0.28532,526,1955,0.26529,0.30534
2008,Upper Secondary Level,2nd Quintile,White-collar worker,0.18195,374,1955,0.16484,0.19905
2008,Upper Secondary Level,2nd Quintile,Apprentice/ Trainee/ Intern,0.03406,59,1955,0.02602,0.04210
2008,Upper Secondary Level,2nd Quintile,Not employed: Pensioner,0.35517,706,1955,0.33395,0.37639
2008,Upper Secondary Level,2nd Quintile,Not employed: registered unemployed,0.04803,107,1955,0.03855,0.05752
2008,Upper Secondary Level,2nd Quintile,Not employed: no further information,0.06826,144,1955,0.05708,0.07944
2008,Upper Secondary Level,3rd Quintile,Self-employed,0.03238,78,2111,0.02483,0.03994
2008,Upper Secondary Level,3rd Quintile,Blue-collar worker,0.26942,548,2111,0.25048,0.28835
2008,Upper Secondary Level,3rd Quintile,Civil servant,0.01764,40,2111,0.01202,0.02326
2008,Upper Secondary Level,3rd Quintile,White-collar worker,0.24622,529,2111,0.22784,0.26460
2008,Upper Secondary Level,3rd Quintile,Apprentice/ Trainee/ Intern,0.03302,81,2111,0.02540,0.04065
2008,Upper Secondary Level,3rd Quintile,Not employed: Pensioner,0.30995,653,2111,0.29022,0.32968
2008,Upper Secondary Level,3rd Quintile,Not employed: registered unemployed,0.03002,70,2111,0.02274,0.03730
2008,Upper Secondary Level,3rd Quintile,Not employed: no further information,0.05588,112,2111,0.04608,0.06568
2008,Upper Secondary Level,4th Quintile,Self-employed,0.03977,101,2069,0.03135,0.04819
2008,Upper Secondary Level,4th Quintile,Blue-collar worker,0.25251,495,2069,0.23378,0.27123
2008,Upper Secondary Level,4th Quintile,Civil servant,0.03101,63,2069,0.02353,0.03848
2008,Upper Secondary Level,4th Quintile,White-collar worker,0.29843,645,2069,0.27871,0.31815
2008,Upper Secondary Level,4th Quintile,Apprentice/ Trainee/ Intern,0.04018,77,2069,0.03171,0.04864
2008,Upper Secondary Level,4th Quintile,Not employed: Pensioner,0.26290,522,2069,0.24393,0.28187
2008,Upper Secondary Level,4th Quintile,Not employed: registered unemployed,0.02083,49,2069,0.01467,0.02699
2008,Upper Secondary Level,4th Quintile,Not employed: no further information,0.04527,117,2069,0.03631,0.05423
2008,Upper Secondary Level,5th Quintile,Self-employed,0.10264,193,1930,0.08909,0.11618
2008,Upper Secondary Level,5th Quintile,Blue-collar worker,0.12533,218,1930,0.11055,0.14010
2008,Upper Secondary Level,5th Quintile,Civil servant,0.04603,77,1930,0.03668,0.05538
2008,Upper Secondary Level,5th Quintile,White-collar worker,0.40047,745,1930,0.37861,0.42234
2008,Upper Secondary Level,5th Quintile,Apprentice/ Trainee/ Intern,0.03655,106,1930,0.02817,0.04492
2008,Upper Secondary Level,5th Quintile,Not employed: Pensioner,0.20564,420,1930,0.18761,0.22368
2008,Upper Secondary Level,5th Quintile,Not employed: registered unemployed,0.01756,32,1930,0.01170,0.02342
2008,Upper Secondary Level,5th Quintile,Not employed: no further information,0.06414,139,1930,0.05321,0.07508
2008,Post-secondary Non-tertiary Level,1st Quintile,White-collar worker,0.33996,43,43,0.19670,0.48322
2008,Post-secondary Non-tertiary Level,2nd Quintile,White-collar worker,0.39812,67,67,0.28002,0.51622
2008,Post-secondary Non-tertiary Level,3rd Quintile,Blue-collar worker,0.17524,33,137,0.11134,0.23913
2008,Post-secondary Non-tertiary Level,3rd Quintile,White-collar worker,0.55943,104,137,0.47599,0.64287
2008,Post-secondary Non-tertiary Level,4th Quintile,White-collar worker,0.63301,153,153,0.55639,0.70964
2008,Post-secondary Non-tertiary Level,5th Quintile,Self-employed,0.11020,44,279,0.07339,0.14700
2008,Post-secondary Non-tertiary Level,5th Quintile,White-collar worker,0.56891,189,279,0.51070,0.62713
2008,Post-secondary Non-tertiary Level,5th Quintile,Not employed: Pensioner,0.17538,46,279,0.13068,0.22009
2008,First Stage of Tertiary Education,1st Quintile,Not employed: Pensioner,0.37438,44,44,0.22972,0.51903
2008,First Stage of Tertiary Education,2nd Quintile,Blue-collar worker,0.15439,35,176,0.10086,0.20793
2008,First Stage of Tertiary Education,2nd Quintile,White-collar worker,0.23097,52,176,0.16853,0.29342
2008,First Stage of Tertiary Education,2nd Quintile,Not employed: Pensioner,0.44991,89,176,0.37620,0.52362
2008,First Stage of Tertiary Education,3rd Quintile,Blue-collar worker,0.17648,54,262,0.13023,0.22273
2008,First Stage of Tertiary Education,3rd Quintile,White-collar worker,0.34115,113,262,0.28363,0.39867
2008,First Stage of Tertiary Education,3rd Quintile,Not employed: Pensioner,0.29441,95,262,0.23911,0.34970
2008,First Stage of Tertiary Education,4th Quintile,Self-employed,0.08224,33,300,0.05110,0.11338
2008,First Stage of Tertiary Education,4th Quintile,Blue-collar worker,0.13349,39,300,0.09494,0.17204
2008,First Stage of Tertiary Education,4th Quintile,White-collar worker,0.45305,150,300,0.39662,0.50947
2008,First Stage of Tertiary Education,4th Quintile,Not employed: Pensioner,0.21931,78,300,0.17241,0.26621
2008,First Stage of Tertiary Education,5th Quintile,Self-employed,0.15718,72,351,0.11905,0.19531
2008,First Stage of Tertiary Education,5th Quintile,White-collar worker,0.48767,198,351,0.43530,0.54004
2008,First Stage of Tertiary Education,5th Quintile,Not employed: Pensioner,0.20020,81,351,0.15828,0.24212
2008,Second Stage of Tertiary Education,1st Quintile,White-collar worker,0.24405,58,136,0.17159,0.31650
2008,Second Stage of Tertiary Education,1st Quintile,Not employed: Pensioner,0.16178,35,136,0.09966,0.22391
2008,Second Stage of Tertiary Education,1st Quintile,Not employed: registered unemployed,0.28279,43,136,0.20682,0.35876
2008,Second Stage of Tertiary Education,2nd Quintile,White-collar worker,0.34851,122,241,0.28823,0.40880
2008,Second Stage of Tertiary Education,2nd Quintile,Not employed: Pensioner,0.34579,119,241,0.28561,0.40596
2008,Second Stage of Tertiary Education,3rd Quintile,Self-employed,0.08521,44,520,0.06119,0.10923
2008,Second Stage of Tertiary Education,3rd Quintile,Civil servant,0.05653,39,520,0.03666,0.07640
2008,Second Stage of Tertiary Education,3rd Quintile,White-collar worker,0.39551,252,520,0.35345,0.43758
2008,Second Stage of Tertiary Education,3rd Quintile,Not employed: Pensioner,0.30652,185,520,0.26685,0.34618
2008,Second Stage of Tertiary Education,4th Quintile,Self-employed,0.10405,76,751,0.08220,0.12590
2008,Second Stage of Tertiary Education,4th Quintile,Civil servant,0.11311,101,751,0.09044,0.13578
2008,Second Stage of Tertiary Education,4th Quintile,White-collar worker,0.46928,361,751,0.43356,0.50500
2008,Second Stage of Tertiary Education,4th Quintile,Not employed: Pensioner,0.22583,173,751,0.19590,0.25575
2008,Second Stage of Tertiary Education,4th Quintile,Not employed: no further information,0.05429,40,751,0.03807,0.07051
2008,Second Stage of Tertiary Education,5th Quintile,Self-employed,0.15262,333,2237,0.13771,0.16752
2008,Second Stage of Tertiary Education,5th Quintile,Civil servant,0.14926,374,2237,0.13449,0.16403
2008,Second Stage of Tertiary Education,5th Quintile,White-collar worker,0.46500,970,2237,0.44432,0.48567
2008,Second Stage of Tertiary Education,5th Quintile,Not employed: Pensioner,0.19394,487,2237,0.17755,0.21033
2008,Second Stage of Tertiary Education,5th Quintile,Not employed: no further information,0.02766,73,2237,0.02087,0.03446
2009,Pre-primary Level,1st Quintile,Apprentice/ Trainee/ Intern,0.55962,53,89,0.45590,0.66335
2009,Pre-primary Level,1st Quintile,Not employed: no further information,0.34811,36,89,0.24858,0.44764
2009,Pre-primary Level,2nd Quintile,Apprentice/ Trainee/ Intern,0.52424,40,89,0.41989,0.62858
2009,Pre-primary Level,2nd Quintile,Not employed: no further information,0.43384,49,89,0.33029,0.53739
2009,Pre-primary Level,3rd Quintile,Apprentice/ Trainee/ Intern,0.48334,49,85,0.37647,0.59021
2009,Pre-primary Level,3rd Quintile,Not employed: no further information,0.43524,36,85,0.32921,0.54126
2009,Pre-primary Level,4th Quintile,Apprentice/ Trainee/ Intern,0.64675,69,103,0.55398,0.73951
2009,Pre-primary Level,4th Quintile,Not employed: no further information,0.26512,34,103,0.17946,0.35078
2009,Pre-primary Level,5th Quintile,Apprentice/ Trainee/ Intern,0.62690,69,106,0.53439,0.71940
2009,Pre-primary Level,5th Quintile,Not employed: no further information,0.32909,37,106,0.23921,0.41897
2009,Lower Secondary Level,1st Quintile,Blue-collar worker,0.13556,84,569,0.10741,0.16371
2009,Lower Secondary Level,1st Quintile,Apprentice/ Trainee/ Intern,0.10291,70,569,0.07792,0.12790
2009,Lower Secondary Level,1st Quintile,Not employed: Pensioner,0.41353,248,569,0.37303,0.45403
2009,Lower Secondary Level,1st Quintile,Not employed: registered unemployed,0.17329,97,569,0.14216,0.20442
2009,Lower Secondary Level,1st Quintile,Not employed: no further information,0.11314,70,569,0.08709,0.13919
2009,Lower Secondary Level,2nd Quintile,Blue-collar worker,0.20610,92,415,0.16713,0.24506
2009,Lower Secondary Level,2nd Quintile,Apprentice/ Trainee/ Intern,0.12224,63,415,0.09069,0.15379
2009,Lower Secondary Level,2nd Quintile,Not employed: Pensioner,0.45126,207,415,0.40333,0.49920
2009,Lower Secondary Level,2nd Quintile,Not employed: no further information,0.08726,53,415,0.06007,0.11444
2009,Lower Secondary Level,3rd Quintile,Blue-collar worker,0.29664,89,303,0.24513,0.34816
2009,Lower Secondary Level,3rd Quintile,Apprentice/ Trainee/ Intern,0.19760,81,303,0.15269,0.24251
2009,Lower Secondary Level,3rd Quintile,Not employed: Pensioner,0.34193,133,303,0.28843,0.39543
2009,Lower Secondary Level,4th Quintile,Blue-collar worker,0.20123,48,196,0.14496,0.25750
2009,Lower Secondary Level,4th Quintile,Apprentice/ Trainee/ Intern,0.12912,49,196,0.08206,0.17619
2009,Lower Secondary Level,4th Quintile,Not employed: Pensioner,0.42644,99,196,0.35703,0.49586
2009,Lower Secondary Level,5th Quintile,Not employed: Pensioner,0.29567,38,38,0.14863,0.44271
2009,Upper Secondary Level,1st Quintile,Self-employed,0.02981,36,1549,0.02133,0.03828
2009,Upper Secondary Level,1st Quintile,Blue-collar worker,0.19134,298,1549,0.17174,0.21094
2009,Upper Secondary Level,1st Quintile,White-collar worker,0.13695,217,1549,0.11983,0.15408
2009,Upper Secondary Level,1st Quintile,Apprentice/ Trainee/ Intern,0.08340,125,1549,0.06963,0.09718
2009,Upper Secondary Level,1st Quintile,Not employed: Pensioner,0.31505,488,1549,0.29191,0.33819
2009,Upper Secondary Level,1st Quintile,Not employed: registered unemployed,0.16516,269,1549,0.14666,0.18366
2009,Upper Secondary Level,1st Quintile,Not employed: no further information,0.06586,116,1549,0.05350,0.07821
2009,Upper Secondary Level,2nd Quintile,Self-employed,0.01919,46,1849,0.01293,0.02544
2009,Upper Secondary Level,2nd Quintile,Blue-collar worker,0.22835,415,1849,0.20921,0.24749
2009,Upper Secondary Level,2nd Quintile,White-collar worker,0.18419,344,1849,0.16652,0.20186
2009,Upper Secondary Level,2nd Quintile,Apprentice/ Trainee/ Intern,0.02397,56,1849,0.01699,0.03094
2009,Upper Secondary Level,2nd Quintile,Not employed: Pensioner,0.38639,744,1849,0.36419,0.40859
2009,Upper Secondary Level,2nd Quintile,Not employed: registered unemployed,0.05884,113,1849,0.04811,0.06957
2009,Upper Secondary Level,2nd Quintile,Not employed: no further information,0.07478,131,1849,0.06279,0.08678
2009,Upper Secondary Level,3rd Quintile,Self-employed,0.02660,54,1889,0.01934,0.03385
2009,Upper Secondary Level,3rd Quintile,Blue-collar worker,0.29489,529,1889,0.27432,0.31546
2009,Upper Secondary Level,3rd Quintile,Civil servant,0.01560,36,1889,0.01001,0.02119
2009,Upper Secondary Level,3rd Quintile,White-collar worker,0.25382,500,1889,0.23419,0.27345
2009,Upper Secondary Level,3rd Quintile,Apprentice/ Trainee/ Intern,0.02793,67,1889,0.02050,0.03537
2009,Upper Secondary Level,3rd Quintile,Not employed: Pensioner,0.29109,548,1889,0.27060,0.31158
2009,Upper Secondary Level,3rd Quintile,Not employed: registered unemployed,0.03832,69,1889,0.02966,0.04698
2009,Upper Secondary Level,3rd Quintile,Not employed: no further information,0.04393,86,1889,0.03469,0.05318
2009,Upper Secondary Level,4th Quintile,Self-employed,0.04336,94,1973,0.03437,0.05235
2009,Upper Secondary Level,4th Quintile,Blue-collar worker,0.25348,471,1973,0.23428,0.27268
2009,Upper Secondary Level,4th Quintile,Civil servant,0.03325,65,1973,0.02534,0.04116
2009,Upper Secondary Level,4th Quintile,White-collar worker,0.31167,627,1973,0.29123,0.33212
2009,Upper Secondary Level,4th Quintile,Apprentice/ Trainee/ Intern,0.04459,73,1973,0.03548,0.05370
2009,Upper Secondary Level,4th Quintile,Not employed: Pensioner,0.24596,489,1973,0.22695,0.26496
2009,Upper Secondary Level,4th Quintile,Not employed: registered unemployed,0.02574,48,1973,0.01875,0.03273
2009,Upper Secondary Level,4th Quintile,Not employed: no further information,0.03711,106,1973,0.02877,0.04545
2009,Upper Secondary Level,5th Quintile,Self-employed,0.10758,183,1718,0.09292,0.12223
2009,Upper Secondary Level,5th Quintile,Blue-collar worker,0.12367,206,1718,0.10810,0.13924
2009,Upper Secondary Level,5th Quintile,Civil servant,0.04355,65,1718,0.03390,0.05321
2009,Upper Secondary Level,5th Quintile,White-collar worker,0.40943,673,1718,0.38617,0.43269
2009,Upper Secondary Level,5th Quintile,Apprentice/ Trainee/ Intern,0.04494,85,1718,0.03514,0.05474
2009,Upper Secondary Level,5th Quintile,Not employed: Pensioner,0.19378,364,1718,0.17509,0.21248
2009,Upper Secondary Level,5th Quintile,Not employed: registered unemployed,0.01749,32,1718,0.01129,0.02369
2009,Upper Secondary Level,5th Quintile,Not employed: no further information,0.05138,110,1718,0.04094,0.06182
2009,Post-secondary Non-tertiary Level,1st Quintile,White-collar worker,0.29902,36,36,0.14734,0.45070
2009,Post-secondary Non-tertiary Level,2nd Quintile,White-collar worker,0.40998,60,60,0.28448,0.53548
2009,Post-secondary Non-tertiary Level,3rd Quintile,White-collar worker,0.53031,95,95,0.42941,0.63120
2009,Post-secondary Non-tertiary Level,4th Quintile,White-collar worker,0.61380,138,138,0.53227,0.69533
2009,Post-secondary Non-tertiary Level,5th Quintile,Self-employed,0.08142,34,255,0.04779,0.11505
2009,Post-secondary Non-tertiary Level,5th Quintile,White-collar worker,0.61052,183,255,0.55055,0.67049
2009,Post-secondary Non-tertiary Level,5th Quintile,Not employed: Pensioner,0.13115,38,255,0.08963,0.17266
2009,First Stage of Tertiary Education,1st Quintile,Not employed: Pensioner,0.42803,49,49,0.28805,0.56800
2009,First Stage of Tertiary Education,2nd Quintile,Blue-collar worker,0.19195,38,171,0.13275,0.25115
2009,First Stage of Tertiary Education,2nd Quintile,White-collar worker,0.19292,43,171,0.13361,0.25224
2009,First Stage of Tertiary Education,2nd Quintile,Not employed: Pensioner,0.38606,90,171,0.31288,0.45925
2009,First Stage of Tertiary Education,3rd Quintile,Blue-collar worker,0.12127,35,238,0.07971,0.16284
2009,First Stage of Tertiary Education,3rd Quintile,White-collar worker,0.35396,111,238,0.29308,0.41484
2009,First Stage of Tertiary Education,3rd Quintile,Not employed: Pensioner,0.34162,92,238,0.28124,0.40200
2009,First Stage of Tertiary Education,4th Quintile,Self-employed,0.07830,33,300,0.04785,0.10875
2009,First Stage of Tertiary Education,4th Quintile,Blue-collar worker,0.16097,41,300,0.11932,0.20263
2009,First Stage of Tertiary Education,4th Quintile,White-collar worker,0.39013,146,300,0.33485,0.44542
2009,First Stage of Tertiary Education,4th Quintile,Not employed: Pensioner,0.25757,80,300,0.20801,0.30714
