year,migback,regtyp,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,No migration background,Rural regions,Apprentice/ Trainee/ Intern,0.05791,591,6650,0.05229,0.06352
2004,No migration background,Rural regions,Not employed: Pensioner,0.25625,1657,6650,0.24575,0.26674
2004,No migration background,Rural regions,Not employed: registered unemployed,0.07225,529,6650,0.06602,0.07847
2004,No migration background,Rural regions,Not employed: no further information,0.05223,384,6650,0.04688,0.05758
2004,Direct migration background,Urban regions,Self-employed,0.04263,98,2072,0.03393,0.05133
2004,Direct migration background,Urban regions,Blue-collar worker,0.27745,620,2072,0.25817,0.29673
2004,Direct migration background,Urban regions,White-collar worker,0.15131,343,2072,0.13588,0.16674
2004,Direct migration background,Urban regions,Apprentice/ Trainee/ Intern,0.06518,124,2072,0.05455,0.07582
2004,Direct migration background,Urban regions,Not employed: Pensioner,0.18878,388,2072,0.17192,0.20563
2004,Direct migration background,Urban regions,Not employed: registered unemployed,0.09547,189,2072,0.08282,0.10813
2004,Direct migration background,Urban regions,Not employed: no further information,0.12877,310,2072,0.11434,0.14319
2004,Direct migration background,Rural regions,Blue-collar worker,0.23663,111,397,0.19477,0.27849
2004,Direct migration background,Rural regions,White-collar worker,0.12368,65,397,0.09126,0.15611
2004,Direct migration background,Rural regions,Not employed: Pensioner,0.27001,124,397,0.22629,0.31374
2004,Direct migration background,Rural regions,Not employed: registered unemployed,0.11464,49,397,0.08327,0.14602
2004,Direct migration background,Rural regions,Not employed: no further information,0.08803,48,397,0.06012,0.11594
2004,Indirect migration background,Urban regions,Blue-collar worker,0.06304,110,625,0.04397,0.08211
2004,Indirect migration background,Urban regions,White-collar worker,0.12199,184,625,0.09631,0.14767
2004,Indirect migration background,Urban regions,Apprentice/ Trainee/ Intern,0.14405,211,625,0.11650,0.17160
2004,Indirect migration background,Urban regions,Not employed: registered unemployed,0.03498,54,625,0.02056,0.04940
2004,Indirect migration background,Urban regions,Not employed: no further information,0.03248,66,625,0.01857,0.04639
2004,Indirect migration background,Rural regions,Apprentice/ Trainee/ Intern,0.14787,42,42,0.03921,0.25652
2005,No migration background,Urban regions,Self-employed,0.04809,761,11066,0.04411,0.05208
2005,No migration background,Urban regions,Blue-collar worker,0.11222,1228,11066,0.10634,0.11810
2005,No migration background,Urban regions,Civil servant,0.03515,643,11066,0.03172,0.03859
2005,No migration background,Urban regions,White-collar worker,0.24876,3437,11066,0.24071,0.25682
2005,No migration background,Urban regions,Apprentice/ Trainee/ Intern,0.06156,914,11066,0.05709,0.06604
2005,No migration background,Urban regions,Not employed: Pensioner,0.25292,2814,11066,0.24482,0.26102
2005,No migration background,Urban regions,Not employed: registered unemployed,0.04555,512,11066,0.04166,0.04943
2005,No migration background,Urban regions,Not employed: no further information,0.05135,757,11066,0.04724,0.05547
2005,No migration background,Rural regions,Self-employed,0.04843,402,6381,0.04316,0.05369
2005,No migration background,Rural regions,Blue-collar worker,0.14719,1060,6381,0.13849,0.15588
2005,No migration background,Rural regions,Civil servant,0.02693,243,6381,0.02295,0.03090
2005,No migration background,Rural regions,White-collar worker,0.19212,1620,6381,0.18245,0.20178
2005,No migration background,Rural regions,Apprentice/ Trainee/ Intern,0.06253,544,6381,0.05659,0.06847
2005,No migration background,Rural regions,Not employed: Pensioner,0.24510,1632,6381,0.23454,0.25565
2005,No migration background,Rural regions,Not employed: registered unemployed,0.07174,520,6381,0.06541,0.07807
2005,No migration background,Rural regions,Not employed: no further information,0.05338,360,6381,0.04786,0.05890
2005,Direct migration background,Urban regions,Self-employed,0.03482,84,1940,0.02666,0.04298
2005,Direct migration background,Urban regions,Blue-collar worker,0.29469,586,1940,0.27439,0.31498
2005,Direct migration background,Urban regions,White-collar worker,0.14662,314,1940,0.13088,0.16237
2005,Direct migration background,Urban regions,Apprentice/ Trainee/ Intern,0.05735,107,1940,0.04700,0.06770
2005,Direct migration background,Urban regions,Not employed: Pensioner,0.18998,374,1940,0.17252,0.20744
2005,Direct migration background,Urban regions,Not employed: registered unemployed,0.10175,184,1940,0.08829,0.11521
2005,Direct migration background,Urban regions,Not employed: no further information,0.13269,291,1940,0.11759,0.14779
2005,Direct migration background,Rural regions,Blue-collar worker,0.21883,99,362,0.17618,0.26148
2005,Direct migration background,Rural regions,White-collar worker,0.13688,58,362,0.10142,0.17234
2005,Direct migration background,Rural regions,Not employed: Pensioner,0.28144,125,362,0.23505,0.32783
2005,Direct migration background,Rural regions,Not employed: registered unemployed,0.10190,38,362,0.07069,0.13311
2005,Direct migration background,Rural regions,Not employed: no further information,0.09816,42,362,0.06747,0.12886
2005,Indirect migration background,Urban regions,Self-employed,0.01986,32,686,0.00941,0.03031
2005,Indirect migration background,Urban regions,Blue-collar worker,0.08583,125,686,0.06486,0.10681
2005,Indirect migration background,Urban regions,White-collar worker,0.12295,188,686,0.09836,0.14755
2005,Indirect migration background,Urban regions,Apprentice/ Trainee/ Intern,0.13778,205,686,0.11196,0.16359
2005,Indirect migration background,Urban regions,Not employed: registered unemployed,0.04395,63,686,0.02860,0.05930
2005,Indirect migration background,Urban regions,Not employed: no further information,0.04375,73,686,0.02844,0.05907
2005,Indirect migration background,Rural regions,Apprentice/ Trainee/ Intern,0.16038,42,42,0.04806,0.27271
2006,No migration background,Urban regions,Self-employed,0.05231,850,11969,0.04832,0.05629
2006,No migration background,Urban regions,Blue-collar worker,0.10781,1276,11969,0.10226,0.11337
2006,No migration background,Urban regions,Civil servant,0.03384,648,11969,0.03060,0.03708
2006,No migration background,Urban regions,White-collar worker,0.24821,3652,11969,0.24047,0.25595
2006,No migration background,Urban regions,Apprentice/ Trainee/ Intern,0.05081,759,11969,0.04688,0.05475
2006,No migration background,Urban regions,Not employed: Pensioner,0.25621,3214,11969,0.24839,0.26403
2006,No migration background,Urban regions,Not employed: Military/Community Service,0.00258,35,11969,0.00167,0.00349
2006,No migration background,Urban regions,Not employed: registered unemployed,0.04650,564,11969,0.04273,0.05028
2006,No migration background,Urban regions,Not employed: no further information,0.05905,971,11969,0.05482,0.06327
2006,No migration background,Rural regions,Self-employed,0.05225,458,7001,0.04704,0.05747
2006,No migration background,Rural regions,Blue-collar worker,0.14024,1107,7001,0.13210,0.14837
2006,No migration background,Rural regions,Civil servant,0.02841,259,7001,0.02452,0.03230
2006,No migration background,Rural regions,White-collar worker,0.19798,1772,7001,0.18864,0.20731
2006,No migration background,Rural regions,Apprentice/ Trainee/ Intern,0.05045,479,7001,0.04532,0.05558
2006,No migration background,Rural regions,Not employed: Pensioner,0.25114,1900,7001,0.24098,0.26130
2006,No migration background,Rural regions,Not employed: registered unemployed,0.06923,547,7001,0.06328,0.07517
2006,No migration background,Rural regions,Not employed: no further information,0.06208,479,7001,0.05643,0.06774
2006,Direct migration background,Urban regions,Self-employed,0.03869,96,1930,0.03009,0.04730
2006,Direct migration background,Urban regions,Blue-collar worker,0.27393,563,1930,0.25402,0.29383
2006,Direct migration background,Urban regions,White-collar worker,0.15608,335,1930,0.13988,0.17227
2006,Direct migration background,Urban regions,Apprentice/ Trainee/ Intern,0.05052,87,1930,0.04075,0.06030
2006,Direct migration background,Urban regions,Not employed: Pensioner,0.18981,384,1930,0.17231,0.20731
2006,Direct migration background,Urban regions,Not employed: registered unemployed,0.10600,189,1930,0.09226,0.11973
2006,Direct migration background,Urban regions,Not employed: no further information,0.14089,276,1930,0.12536,0.15642
2006,Direct migration background,Rural regions,Blue-collar worker,0.23408,109,387,0.19184,0.27632
2006,Direct migration background,Rural regions,White-collar worker,0.13166,59,387,0.09793,0.16539
2006,Direct migration background,Rural regions,Not employed: Pensioner,0.25577,121,387,0.21225,0.29930
2006,Direct migration background,Rural regions,Not employed: registered unemployed,0.10868,43,387,0.07763,0.13973
2006,Direct migration background,Rural regions,Not employed: no further information,0.12296,55,387,0.09020,0.15573
2006,Indirect migration background,Urban regions,Self-employed,0.02433,37,688,0.01281,0.03586
2006,Indirect migration background,Urban regions,Blue-collar worker,0.07371,109,688,0.05417,0.09325
2006,Indirect migration background,Urban regions,White-collar worker,0.12698,188,688,0.10209,0.15188
2006,Indirect migration background,Urban regions,Apprentice/ Trainee/ Intern,0.12295,177,688,0.09839,0.14751
2006,Indirect migration background,Urban regions,Not employed: registered unemployed,0.05314,72,688,0.03636,0.06991
2006,Indirect migration background,Urban regions,Not employed: no further information,0.07009,105,688,0.05100,0.08918
2006,Indirect migration background,Rural regions,Apprentice/ Trainee/ Intern,0.08843,33,33,-0.00994,0.18680
2007,No migration background,Urban regions,Self-employed,0.04966,784,11208,0.04564,0.05368
2007,No migration background,Urban regions,Blue-collar worker,0.11334,1269,11208,0.10747,0.11921
2007,No migration background,Urban regions,Civil servant,0.03737,620,11208,0.03385,0.04088
2007,No migration background,Urban regions,White-collar worker,0.25257,3468,11208,0.24452,0.26061
2007,No migration background,Urban regions,Apprentice/ Trainee/ Intern,0.04803,697,11208,0.04407,0.05199
2007,No migration background,Urban regions,Not employed: Pensioner,0.25827,3079,11208,0.25016,0.26637
2007,No migration background,Urban regions,Not employed: registered unemployed,0.04082,465,11208,0.03715,0.04448
2007,No migration background,Urban regions,Not employed: no further information,0.05630,826,11208,0.05203,0.06057
2007,No migration background,Rural regions,Self-employed,0.05256,410,6596,0.04718,0.05795
2007,No migration background,Rural regions,Blue-collar worker,0.15507,1099,6596,0.14633,0.16381
2007,No migration background,Rural regions,Civil servant,0.02931,250,6596,0.02524,0.03339
2007,No migration background,Rural regions,White-collar worker,0.20121,1689,6596,0.19153,0.21089
2007,No migration background,Rural regions,Apprentice/ Trainee/ Intern,0.05501,478,6596,0.04951,0.06052
2007,No migration background,Rural regions,Not employed: Pensioner,0.25332,1799,6596,0.24283,0.26382
2007,No migration background,Rural regions,Not employed: registered unemployed,0.06148,455,6596,0.05568,0.06727
2007,No migration background,Rural regions,Not employed: no further information,0.05238,416,6596,0.04700,0.05776
2007,Direct migration background,Urban regions,Self-employed,0.03270,73,1712,0.02428,0.04113
2007,Direct migration background,Urban regions,Blue-collar worker,0.26664,478,1712,0.24568,0.28759
2007,Direct migration background,Urban regions,White-collar worker,0.16548,301,1712,0.14787,0.18309
2007,Direct migration background,Urban regions,Apprentice/ Trainee/ Intern,0.04559,79,1712,0.03571,0.05547
2007,Direct migration background,Urban regions,Not employed: Pensioner,0.21844,376,1712,0.19886,0.23801
2007,Direct migration background,Urban regions,Not employed: registered unemployed,0.09980,151,1712,0.08560,0.11401
2007,Direct migration background,Urban regions,Not employed: no further information,0.13826,254,1712,0.12190,0.15461
2007,Direct migration background,Rural regions,Blue-collar worker,0.26867,109,363,0.22301,0.31433
2007,Direct migration background,Rural regions,White-collar worker,0.13662,61,363,0.10124,0.17200
2007,Direct migration background,Rural regions,Not employed: Pensioner,0.24723,109,363,0.20279,0.29167
2007,Direct migration background,Rural regions,Not employed: registered unemployed,0.09824,37,363,0.06758,0.12891
2007,Direct migration background,Rural regions,Not employed: no further information,0.10765,47,363,0.07572,0.13958
2007,Indirect migration background,Urban regions,Self-employed,0.02488,34,678,0.01315,0.03661
2007,Indirect migration background,Urban regions,Blue-collar worker,0.10201,127,678,0.07921,0.12481
2007,Indirect migration background,Urban regions,White-collar worker,0.14618,208,678,0.11957,0.17279
2007,Indirect migration background,Urban regions,Apprentice/ Trainee/ Intern,0.10378,153,678,0.08080,0.12675
2007,Indirect migration background,Urban regions,Not employed: registered unemployed,0.04786,49,678,0.03178,0.06394
2007,Indirect migration background,Urban regions,Not employed: no further information,0.06742,107,678,0.04853,0.08630
2007,Indirect migration background,Rural regions,Apprentice/ Trainee/ Intern,0.09516,34,34,-0.00496,0.19527
2008,No migration background,Urban regions,Self-employed,0.04954,704,10573,0.04540,0.05367
2008,No migration background,Urban regions,Blue-collar worker,0.10890,1174,10573,0.10296,0.11484
2008,No migration background,Urban regions,Civil servant,0.03689,565,10573,0.03329,0.04048
2008,No migration background,Urban regions,White-collar worker,0.26722,3375,10573,0.25878,0.27565
2008,No migration background,Urban regions,Apprentice/ Trainee/ Intern,0.05226,692,10573,0.04802,0.05650
2008,No migration background,Urban regions,Not employed: Pensioner,0.25762,2979,10573,0.24928,0.26595
2008,No migration background,Urban regions,Not employed: registered unemployed,0.03654,368,10573,0.03297,0.04012
2008,No migration background,Urban regions,Not employed: no further information,0.05110,716,10573,0.04690,0.05529
2008,No migration background,Rural regions,Self-employed,0.05123,391,6204,0.04574,0.05671
2008,No migration background,Rural regions,Blue-collar worker,0.16360,1071,6204,0.15439,0.17280
2008,No migration background,Rural regions,Civil servant,0.02609,223,6204,0.02212,0.03005
2008,No migration background,Rural regions,White-collar worker,0.20875,1611,6204,0.19864,0.21886
2008,No migration background,Rural regions,Apprentice/ Trainee/ Intern,0.05447,430,6204,0.04882,0.06012
2008,No migration background,Rural regions,Not employed: Pensioner,0.25222,1727,6204,0.24141,0.26303
2008,No migration background,Rural regions,Not employed: registered unemployed,0.05410,398,6204,0.04847,0.05973
2008,No migration background,Rural regions,Not employed: no further information,0.04987,353,6204,0.04445,0.05529
2008,Direct migration background,Urban regions,Self-employed,0.03936,77,1543,0.02966,0.04907
2008,Direct migration background,Urban regions,Blue-collar worker,0.29646,457,1543,0.27366,0.31925
2008,Direct migration background,Urban regions,White-collar worker,0.16765,277,1543,0.14901,0.18630
2008,Direct migration background,Urban regions,Apprentice/ Trainee/ Intern,0.04543,66,1543,0.03504,0.05583
2008,Direct migration background,Urban regions,Not employed: Pensioner,0.21907,347,1543,0.19843,0.23972
2008,Direct migration background,Urban regions,Not employed: registered unemployed,0.07322,107,1543,0.06022,0.08622
2008,Direct migration background,Urban regions,Not employed: no further information,0.12823,212,1543,0.11154,0.14492
2008,Direct migration background,Rural regions,Blue-collar worker,0.26952,93,320,0.22083,0.31821
2008,Direct migration background,Rural regions,White-collar worker,0.15002,59,320,0.11083,0.18920
2008,Direct migration background,Rural regions,Not employed: Pensioner,0.24264,100,320,0.19560,0.28968
2008,Direct migration background,Rural regions,Not employed: registered unemployed,0.10510,34,320,0.07144,0.13875
2008,Direct migration background,Rural regions,Not employed: no further information,0.10200,34,320,0.06879,0.13521
2008,Indirect migration background,Urban regions,Blue-collar worker,0.12340,135,645,0.09800,0.14880
2008,Indirect migration background,Urban regions,White-collar worker,0.15356,207,645,0.12572,0.18141
2008,Indirect migration background,Urban regions,Apprentice/ Trainee/ Intern,0.10530,155,645,0.08160,0.12901
2008,Indirect migration background,Urban regions,Not employed: registered unemployed,0.04484,49,645,0.02886,0.06083
2008,Indirect migration background,Urban regions,Not employed: no further information,0.07430,99,645,0.05405,0.09456
2008,Indirect migration background,Rural regions,Apprentice/ Trainee/ Intern,0.09609,37,37,-0.00019,0.19236
2009,No migration background,Urban regions,Self-employed,0.05044,664,9885,0.04612,0.05475
2009,No migration background,Urban regions,Blue-collar worker,0.10901,1093,9885,0.10286,0.11515
2009,No migration background,Urban regions,Civil servant,0.03750,514,9885,0.03376,0.04125
2009,No migration background,Urban regions,White-collar worker,0.26161,3110,9885,0.25295,0.27028
2009,No migration background,Urban regions,Apprentice/ Trainee/ Intern,0.05473,651,9885,0.05025,0.05922
2009,No migration background,Urban regions,Not employed: Pensioner,0.25687,2808,9885,0.24825,0.26548
2009,No migration background,Urban regions,Not employed: Military/Community Service,0.00301,33,9885,0.00193,0.00409
2009,No migration background,Urban regions,Not employed: registered unemployed,0.03581,345,9885,0.03215,0.03947
2009,No migration background,Urban regions,Not employed: no further information,0.05288,667,9885,0.04847,0.05729
2009,No migration background,Rural regions,Self-employed,0.05308,361,5896,0.04735,0.05880
2009,No migration background,Rural regions,Blue-collar worker,0.15893,994,5896,0.14960,0.16827
2009,No migration background,Rural regions,Civil servant,0.02777,218,5896,0.02357,0.03196
2009,No migration background,Rural regions,White-collar worker,0.21711,1592,5896,0.20658,0.22763
2009,No migration background,Rural regions,Apprentice/ Trainee/ Intern,0.05122,377,5896,0.04559,0.05684
2009,No migration background,Rural regions,Not employed: Pensioner,0.24890,1673,5896,0.23786,0.25994
2009,No migration background,Rural regions,Not employed: registered unemployed,0.05522,365,5896,0.04939,0.06105
2009,No migration background,Rural regions,Not employed: no further information,0.04498,316,5896,0.03969,0.05027
2009,Direct migration background,Urban regions,Self-employed,0.05147,81,1326,0.03958,0.06337
2009,Direct migration background,Urban regions,Blue-collar worker,0.27881,369,1326,0.25467,0.30296
2009,Direct migration background,Urban regions,White-collar worker,0.17665,248,1326,0.15612,0.19719
2009,Direct migration background,Urban regions,Apprentice/ Trainee/ Intern,0.04438,53,1326,0.03329,0.05547
2009,Direct migration background,Urban regions,Not employed: Pensioner,0.22101,315,1326,0.19867,0.24335
2009,Direct migration background,Urban regions,Not employed: registered unemployed,0.08717,104,1326,0.07198,0.10235
2009,Direct migration background,Urban regions,Not employed: no further information,0.10673,156,1326,0.09011,0.12336
2009,Direct migration background,Rural regions,Blue-collar worker,0.26860,80,291,0.21759,0.31961
2009,Direct migration background,Rural regions,White-collar worker,0.16397,55,291,0.12135,0.20658
2009,Direct migration background,Rural regions,Not employed: Pensioner,0.22705,86,291,0.17883,0.27527
2009,Direct migration background,Rural regions,Not employed: registered unemployed,0.11234,33,291,0.07600,0.14869
2009,Direct migration background,Rural regions,Not employed: no further information,0.10224,37,291,0.06737,0.13711
2009,Indirect migration background,Urban regions,Blue-collar worker,0.11514,121,578,0.08910,0.14119
2009,Indirect migration background,Urban regions,White-collar worker,0.18683,186,578,0.15502,0.21863
2009,Indirect migration background,Urban regions,Apprentice/ Trainee/ Intern,0.12532,142,578,0.09831,0.15234
2009,Indirect migration background,Urban regions,Not employed: registered unemployed,0.05070,49,578,0.03280,0.06860
2009,Indirect migration background,Urban regions,Not employed: no further information,0.05997,80,578,0.04059,0.07934
2009,Indirect migration background,Rural regions,White-collar worker,0.19901,34,71,0.10548,0.29254
2009,Indirect migration background,Rural regions,Apprentice/ Trainee/ Intern,0.15144,37,71,0.06746,0.23542
2010,No migration background,Urban regions,Self-employed,0.05053,861,12505,0.04669,0.05437
2010,No migration background,Urban regions,Blue-collar worker,0.10027,1266,12505,0.09501,0.10554
2010,No migration background,Urban regions,Civil servant,0.03821,623,12505,0.03485,0.04157
2010,No migration background,Urban regions,White-collar worker,0.27785,4330,12505,0.27000,0.28571
2010,No migration background,Urban regions,Apprentice/ Trainee/ Intern,0.06044,780,12505,0.05627,0.06462
2010,No migration background,Urban regions,Not employed: Pensioner,0.25354,2687,12505,0.24592,0.26117
2010,No migration background,Urban regions,Not employed: registered unemployed,0.04182,687,12505,0.03831,0.04533
2010,No migration background,Urban regions,Not employed: no further information,0.04380,1271,12505,0.04021,0.04738
2010,No migration background,Rural regions,Self-employed,0.04846,470,7544,0.04361,0.05330
2010,No migration background,Rural regions,Blue-collar worker,0.16325,1292,7544,0.15491,0.17159
2010,No migration background,Rural regions,Civil servant,0.02853,273,7544,0.02478,0.03229
2010,No migration background,Rural regions,White-collar worker,0.22592,2212,7544,0.21648,0.23536
2010,No migration background,Rural regions,Apprentice/ Trainee/ Intern,0.05067,429,7544,0.04572,0.05562
2010,No migration background,Rural regions,Not employed: Pensioner,0.25698,1604,7544,0.24712,0.26684
2010,No migration background,Rural regions,Not employed: registered unemployed,0.04292,549,7544,0.03835,0.04750
2010,No migration background,Rural regions,Not employed: no further information,0.04630,715,7544,0.04156,0.05104
2010,Direct migration background,Urban regions,Self-employed,0.05093,136,2325,0.04199,0.05987
2010,Direct migration background,Urban regions,Blue-collar worker,0.22578,544,2325,0.20878,0.24278
2010,Direct migration background,Urban regions,White-collar worker,0.20300,493,2325,0.18664,0.21935
2010,Direct migration background,Urban regions,Apprentice/ Trainee/ Intern,0.05030,97,2325,0.04141,0.05919
2010,Direct migration background,Urban regions,Not employed: Pensioner,0.21304,311,2325,0.19639,0.22968
2010,Direct migration background,Urban regions,Not employed: registered unemployed,0.09668,267,2325,0.08467,0.10870
2010,Direct migration background,Urban regions,Not employed: no further information,0.12257,477,2325,0.10923,0.13590
2010,Direct migration background,Rural regions,Blue-collar worker,0.28901,169,586,0.25227,0.32574
2010,Direct migration background,Rural regions,White-collar worker,0.16569,108,586,0.13556,0.19582
2010,Direct migration background,Rural regions,Not employed: Pensioner,0.20757,87,586,0.17470,0.24043
2010,Direct migration background,Rural regions,Not employed: registered unemployed,0.11900,91,586,0.09276,0.14524
2010,Direct migration background,Rural regions,Not employed: no further information,0.09489,131,586,0.07114,0.11864
2010,Indirect migration background,Urban regions,Self-employed,0.01277,33,927,0.00554,0.02000
2010,Indirect migration background,Urban regions,Blue-collar worker,0.07969,133,927,0.06225,0.09713
2010,Indirect migration background,Urban regions,White-collar worker,0.17053,287,927,0.14631,0.19476
2010,Indirect migration background,Urban regions,Apprentice/ Trainee/ Intern,0.10899,177,927,0.08892,0.12906
2010,Indirect migration background,Urban regions,Not employed: registered unemployed,0.04701,90,927,0.03338,0.06064
2010,Indirect migration background,Urban regions,Not employed: no further information,0.05755,207,927,0.04255,0.07255
2010,Indirect migration background,Rural regions,Blue-collar worker,0.07717,33,169,0.03681,0.11752
2010,Indirect migration background,Rural regions,White-collar worker,0.10426,53,169,0.05805,0.15047
2010,Indirect migration background,Rural regions,Apprentice/ Trainee/ Intern,0.15068,44,169,0.09659,0.20478
2010,Indirect migration background,Rural regions,Not employed: no further information,0.04047,39,169,0.01067,0.07026
2011,No migration background,Urban regions,Self-employed,0.05142,1003,14800,0.04786,0.05498
2011,No migration background,Urban regions,Blue-collar worker,0.09780,1481,14800,0.09302,0.10259
2011,No migration background,Urban regions,Civil servant,0.03638,751,14800,0.03336,0.03939
2011,No migration background,Urban regions,White-collar worker,0.27945,5218,14800,0.27222,0.28668
2011,No migration background,Urban regions,Apprentice/ Trainee/ Intern,0.05223,891,14800,0.04864,0.05581
2011,No migration background,Urban regions,Not employed: Pensioner,0.26249,3506,14800,0.25540,0.26958
2011,No migration background,Urban regions,Not employed: registered unemployed,0.03411,696,14800,0.03119,0.03703
2011,No migration background,Urban regions,Not employed: no further information,0.04755,1254,14800,0.04412,0.05098
2011,No migration background,Rural regions,Self-employed,0.04962,562,9240,0.04519,0.05404
2011,No migration background,Rural regions,Blue-collar worker,0.15155,1503,9240,0.14424,0.15886
2011,No migration background,Rural regions,Civil servant,0.02847,356,9240,0.02508,0.03186
2011,No migration background,Rural regions,White-collar worker,0.23366,2804,9240,0.22503,0.24229
2011,No migration background,Rural regions,Apprentice/ Trainee/ Intern,0.04803,514,9240,0.04367,0.05239
2011,No migration background,Rural regions,Not employed: Pensioner,0.25473,2134,9240,0.24585,0.26362
2011,No migration background,Rural regions,Not employed: registered unemployed,0.04324,628,9240,0.03909,0.04739
2011,No migration background,Rural regions,Not employed: no further information,0.04618,739,9240,0.04190,0.05046
2011,Direct migration background,Urban regions,Self-employed,0.04796,141,2526,0.03962,0.05629
2011,Direct migration background,Urban regions,Blue-collar worker,0.21776,567,2526,0.20166,0.23386
2011,Direct migration background,Urban regions,White-collar worker,0.23212,642,2526,0.21566,0.24859
2011,Direct migration background,Urban regions,Apprentice/ Trainee/ Intern,0.04781,107,2526,0.03949,0.05614
2011,Direct migration background,Urban regions,Not employed: Pensioner,0.20653,382,2526,0.19074,0.22232
2011,Direct migration background,Urban regions,Not employed: registered unemployed,0.06846,235,2526,0.05861,0.07831
2011,Direct migration background,Urban regions,Not employed: no further information,0.13622,452,2526,0.12284,0.14960
2011,Direct migration background,Rural regions,Blue-collar worker,0.28950,225,770,0.25744,0.32156
2011,Direct migration background,Rural regions,White-collar worker,0.17551,162,770,0.14863,0.20240
2011,Direct migration background,Rural regions,Apprentice/ Trainee/ Intern,0.05607,38,770,0.03981,0.07233
2011,Direct migration background,Rural regions,Not employed: Pensioner,0.20743,134,770,0.17877,0.23609
2011,Direct migration background,Rural regions,Not employed: registered unemployed,0.08147,85,770,0.06213,0.10080
2011,Direct migration background,Rural regions,Not employed: no further information,0.10949,126,770,0.08742,0.13156
2011,Indirect migration background,Urban regions,Self-employed,0.01237,41,1035,0.00563,0.01910
2011,Indirect migration background,Urban regions,Blue-collar worker,0.08555,162,1035,0.06850,0.10260
2011,Indirect migration background,Urban regions,White-collar worker,0.17002,353,1035,0.14713,0.19292
2011,Indirect migration background,Urban regions,Apprentice/ Trainee/ Intern,0.10234,218,1035,0.08386,0.12081
2011,Indirect migration background,Urban regions,Not employed: registered unemployed,0.03297,70,1035,0.02208,0.04385
2011,Indirect migration background,Urban regions,Not employed: no further information,0.06118,191,1035,0.04658,0.07579
2011,Indirect migration background,Rural regions,Blue-collar worker,0.08628,39,216,0.04875,0.12381
2011,Indirect migration background,Rural regions,White-collar worker,0.12754,74,216,0.08295,0.17213
2011,Indirect migration background,Rural regions,Apprentice/ Trainee/ Intern,0.12915,55,216,0.08432,0.17398
2011,Indirect migration background,Rural regions,Not employed: no further information,0.04269,48,216,0.01567,0.06972
2012,No migration background,Urban regions,Self-employed,0.05309,966,14421,0.04943,0.05675
2012,No migration background,Urban regions,Blue-collar worker,0.09226,1384,14421,0.08754,0.09699
2012,No migration background,Urban regions,Civil servant,0.03902,731,14421,0.03586,0.04218
2012,No migration background,Urban regions,White-collar worker,0.28742,5175,14421,0.28003,0.29480
2012,No migration background,Urban regions,Apprentice/ Trainee/ Intern,0.05269,882,14421,0.04904,0.05634
2012,No migration background,Urban regions,Not employed: Pensioner,0.25995,3452,14421,0.25279,0.26711
2012,No migration background,Urban regions,Not employed: Military/Community Service,0.00197,31,14421,0.00125,0.00269
2012,No migration background,Urban regions,Not employed: registered unemployed,0.03399,654,14421,0.03103,0.03695
2012,No migration background,Urban regions,Not employed: no further information,0.04619,1146,14421,0.04276,0.04961
2012,No migration background,Rural regions,Self-employed,0.04906,529,9160,0.04463,0.05348
2012,No migration background,Rural regions,Blue-collar worker,0.14630,1437,9160,0.13906,0.15353
2012,No migration background,Rural regions,Civil servant,0.02910,352,9160,0.02566,0.03254
2012,No migration background,Rural regions,White-collar worker,0.23777,2850,9160,0.22905,0.24648
2012,No migration background,Rural regions,Apprentice/ Trainee/ Intern,0.04408,520,9160,0.03988,0.04829
2012,No migration background,Rural regions,Not employed: Pensioner,0.26053,2218,9160,0.25154,0.26951
2012,No migration background,Rural regions,Not employed: registered unemployed,0.04827,591,9160,0.04388,0.05266
2012,No migration background,Rural regions,Not employed: no further information,0.04549,663,9160,0.04123,0.04976
2012,Direct migration background,Urban regions,Self-employed,0.05493,132,2367,0.04575,0.06412
2012,Direct migration background,Urban regions,Blue-collar worker,0.23013,557,2367,0.21316,0.24709
2012,Direct migration background,Urban regions,White-collar worker,0.25666,679,2367,0.23906,0.27426
2012,Direct migration background,Urban regions,Apprentice/ Trainee/ Intern,0.03704,92,2367,0.02943,0.04465
2012,Direct migration background,Urban regions,Not employed: Pensioner,0.20693,358,2367,0.19060,0.22325
2012,Direct migration background,Urban regions,Not employed: registered unemployed,0.06587,199,2367,0.05588,0.07587
2012,Direct migration background,Urban regions,Not employed: no further information,0.10949,350,2367,0.09690,0.12207
2012,Direct migration background,Rural regions,Self-employed,0.03413,33,808,0.02160,0.04666
2012,Direct migration background,Rural regions,Blue-collar worker,0.26175,208,808,0.23142,0.29208
2012,Direct migration background,Rural regions,White-collar worker,0.20524,190,808,0.17738,0.23311
2012,Direct migration background,Rural regions,Apprentice/ Trainee/ Intern,0.06033,44,808,0.04390,0.07676
2012,Direct migration background,Rural regions,Not employed: Pensioner,0.21509,146,808,0.18675,0.24344
2012,Direct migration background,Rural regions,Not employed: registered unemployed,0.08142,80,808,0.06255,0.10029
2012,Direct migration background,Rural regions,Not employed: no further information,0.09295,107,808,0.07292,0.11299
2012,Indirect migration background,Urban regions,Self-employed,0.02231,49,1001,0.01316,0.03147
2012,Indirect migration background,Urban regions,Blue-collar worker,0.08035,151,1001,0.06351,0.09720
