year,bula_h,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,Baden-Wuerttemberg,Not employed: Pensioner,0.19923,521,2514,0.18362,0.21485
2005,Baden-Wuerttemberg,Not employed: registered unemployed,0.03878,100,2514,0.03123,0.04632
2005,Baden-Wuerttemberg,Not employed: no further information,0.06898,255,2514,0.05907,0.07889
2005,Bavaria,Self-employed,0.04551,194,2891,0.03791,0.05310
2005,Bavaria,Blue-collar worker,0.14205,438,2891,0.12933,0.15478
2005,Bavaria,Civil servant,0.03092,143,2891,0.02461,0.03723
2005,Bavaria,White-collar worker,0.23463,891,2891,0.21918,0.25008
2005,Bavaria,Apprentice/ Trainee/ Intern,0.05504,238,2891,0.04673,0.06336
2005,Bavaria,Not employed: Pensioner,0.22306,632,2891,0.20788,0.23823
2005,Bavaria,Not employed: registered unemployed,0.04325,113,2891,0.03583,0.05066
2005,Bavaria,Not employed: no further information,0.06495,242,2891,0.05597,0.07394
2005,Berlin,Self-employed,0.06368,61,750,0.04619,0.08117
2005,Berlin,Blue-collar worker,0.10145,68,750,0.07983,0.12308
2005,Berlin,Civil servant,0.03103,40,750,0.01861,0.04345
2005,Berlin,White-collar worker,0.21334,217,750,0.18400,0.24268
2005,Berlin,Apprentice/ Trainee/ Intern,0.09692,96,750,0.07573,0.11811
2005,Berlin,Not employed: Pensioner,0.19368,163,750,0.16538,0.22198
2005,Berlin,Not employed: registered unemployed,0.09401,71,750,0.07311,0.11491
2005,Berlin,Not employed: no further information,0.04342,34,750,0.02882,0.05801
2005,Brandenburg,Self-employed,0.04402,49,828,0.03004,0.05800
2005,Brandenburg,Blue-collar worker,0.14531,133,828,0.12129,0.16933
2005,Brandenburg,White-collar worker,0.17795,210,828,0.15188,0.20402
2005,Brandenburg,Apprentice/ Trainee/ Intern,0.06994,84,828,0.05256,0.08733
2005,Brandenburg,Not employed: Pensioner,0.27240,254,828,0.24205,0.30274
2005,Brandenburg,Not employed: registered unemployed,0.10959,98,828,0.08830,0.13088
2005,Mecklenburg-Western Pomerania,Blue-collar worker,0.16104,76,442,0.12673,0.19534
2005,Mecklenburg-Western Pomerania,White-collar worker,0.17908,121,442,0.14329,0.21486
2005,Mecklenburg-Western Pomerania,Apprentice/ Trainee/ Intern,0.07258,46,442,0.04836,0.09679
2005,Mecklenburg-Western Pomerania,Not employed: Pensioner,0.27397,135,442,0.23234,0.31559
2005,Mecklenburg-Western Pomerania,Not employed: registered unemployed,0.11546,64,442,0.08563,0.14528
2005,Saxony,Self-employed,0.04984,99,1490,0.03878,0.06089
2005,Saxony,Blue-collar worker,0.13369,230,1490,0.11640,0.15097
2005,Saxony,White-collar worker,0.18060,397,1490,0.16106,0.20014
2005,Saxony,Apprentice/ Trainee/ Intern,0.08317,149,1490,0.06915,0.09720
2005,Saxony,Not employed: Pensioner,0.26826,401,1490,0.24576,0.29077
2005,Saxony,Not employed: registered unemployed,0.11049,165,1490,0.09457,0.12641
2005,Saxony,Not employed: no further information,0.02952,49,1490,0.02092,0.03812
2005,Saxony-Anhalt,Self-employed,0.02840,35,854,0.01726,0.03955
2005,Saxony-Anhalt,Blue-collar worker,0.13025,144,854,0.10766,0.15283
2005,Saxony-Anhalt,White-collar worker,0.18479,225,854,0.15874,0.21084
2005,Saxony-Anhalt,Apprentice/ Trainee/ Intern,0.08350,89,854,0.06494,0.10207
2005,Saxony-Anhalt,Not employed: Pensioner,0.33095,266,854,0.29937,0.36253
2005,Saxony-Anhalt,Not employed: registered unemployed,0.10281,95,854,0.08243,0.12319
2005,Thuringa,Self-employed,0.04669,54,841,0.03242,0.06095
2005,Thuringa,Blue-collar worker,0.12569,147,841,0.10327,0.14811
2005,Thuringa,White-collar worker,0.15331,192,841,0.12895,0.17768
2005,Thuringa,Apprentice/ Trainee/ Intern,0.08128,79,841,0.06280,0.09976
2005,Thuringa,Not employed: Pensioner,0.27427,248,841,0.24410,0.30444
2005,Thuringa,Not employed: registered unemployed,0.14996,121,841,0.12582,0.17411
2006,Schleswig-Holstein,Self-employed,0.05271,47,676,0.03586,0.06957
2006,Schleswig-Holstein,Blue-collar worker,0.12196,91,676,0.09727,0.14664
2006,Schleswig-Holstein,Civil servant,0.03495,34,676,0.02109,0.04880
2006,Schleswig-Holstein,White-collar worker,0.20355,178,676,0.17317,0.23393
2006,Schleswig-Holstein,Apprentice/ Trainee/ Intern,0.04420,41,676,0.02870,0.05971
2006,Schleswig-Holstein,Not employed: Pensioner,0.24246,185,676,0.21013,0.27479
2006,Schleswig-Holstein,Not employed: registered unemployed,0.05001,35,676,0.03357,0.06645
2006,Schleswig-Holstein,Not employed: no further information,0.08234,65,676,0.06160,0.10307
2006,Hamburg,White-collar worker,0.26467,94,178,0.19968,0.32966
2006,Hamburg,Not employed: Pensioner,0.29459,84,178,0.22743,0.36175
2006,Lower Saxony,Self-employed,0.04321,131,1972,0.03423,0.05219
2006,Lower Saxony,Blue-collar worker,0.12867,282,1972,0.11389,0.14345
2006,Lower Saxony,Civil servant,0.03644,106,1972,0.02817,0.04471
2006,Lower Saxony,White-collar worker,0.19859,515,1972,0.18098,0.21621
2006,Lower Saxony,Apprentice/ Trainee/ Intern,0.04261,115,1972,0.03369,0.05152
2006,Lower Saxony,Not employed: Pensioner,0.24499,519,1972,0.22600,0.26397
2006,Lower Saxony,Not employed: registered unemployed,0.05187,112,1972,0.04208,0.06166
2006,Lower Saxony,Not employed: no further information,0.07504,192,1972,0.06341,0.08667
2006,Bremen,White-collar worker,0.14039,32,74,0.06070,0.22008
2006,Bremen,Not employed: Pensioner,0.33011,42,74,0.22224,0.43799
2006,North Rhine-Westphalia,Self-employed,0.04350,298,4589,0.03759,0.04940
2006,North Rhine-Westphalia,Blue-collar worker,0.13066,623,4589,0.12091,0.14042
2006,North Rhine-Westphalia,Civil servant,0.02967,226,4589,0.02476,0.03458
2006,North Rhine-Westphalia,White-collar worker,0.21482,1238,4589,0.20294,0.22671
2006,North Rhine-Westphalia,Apprentice/ Trainee/ Intern,0.05439,291,4589,0.04783,0.06095
2006,North Rhine-Westphalia,Not employed: Pensioner,0.22269,1140,4589,0.21065,0.23473
2006,North Rhine-Westphalia,Not employed: registered unemployed,0.05622,262,4589,0.04955,0.06288
2006,North Rhine-Westphalia,Not employed: no further information,0.08425,511,4589,0.07621,0.09228
2006,Hesse,Self-employed,0.05204,103,1495,0.04078,0.06331
2006,Hesse,Blue-collar worker,0.12105,185,1495,0.10451,0.13759
2006,Hesse,Civil servant,0.02977,80,1495,0.02115,0.03839
2006,Hesse,White-collar worker,0.25228,485,1495,0.23025,0.27430
2006,Hesse,Apprentice/ Trainee/ Intern,0.05256,99,1495,0.04125,0.06388
2006,Hesse,Not employed: Pensioner,0.19579,345,1495,0.17567,0.21591
2006,Hesse,Not employed: registered unemployed,0.03602,55,1495,0.02657,0.04546
2006,Hesse,Not employed: no further information,0.07838,143,1495,0.06475,0.09200
2006,"Rhineland-Palatinate, Saarland",Self-employed,0.04253,76,1303,0.03157,0.05349
2006,"Rhineland-Palatinate, Saarland",Blue-collar worker,0.15519,220,1303,0.13552,0.17486
2006,"Rhineland-Palatinate, Saarland",Civil servant,0.02822,70,1303,0.01923,0.03722
2006,"Rhineland-Palatinate, Saarland",White-collar worker,0.19889,334,1303,0.17720,0.22057
2006,"Rhineland-Palatinate, Saarland",Apprentice/ Trainee/ Intern,0.05340,70,1303,0.04119,0.06562
2006,"Rhineland-Palatinate, Saarland",Not employed: Pensioner,0.20691,331,1303,0.18491,0.22891
2006,"Rhineland-Palatinate, Saarland",Not employed: registered unemployed,0.05710,71,1303,0.04450,0.06971
2006,"Rhineland-Palatinate, Saarland",Not employed: no further information,0.07664,131,1303,0.06219,0.09109
2006,Baden-Wuerttemberg,Self-employed,0.04451,180,2739,0.03679,0.05224
2006,Baden-Wuerttemberg,Blue-collar worker,0.15064,453,2739,0.13724,0.16404
2006,Baden-Wuerttemberg,Civil servant,0.02441,111,2739,0.01863,0.03019
2006,Baden-Wuerttemberg,White-collar worker,0.21947,750,2739,0.20397,0.23497
2006,Baden-Wuerttemberg,Apprentice/ Trainee/ Intern,0.06838,239,2739,0.05893,0.07783
2006,Baden-Wuerttemberg,Not employed: Pensioner,0.20556,618,2739,0.19043,0.22070
2006,Baden-Wuerttemberg,Not employed: registered unemployed,0.03695,108,2739,0.02989,0.04402
2006,Baden-Wuerttemberg,Not employed: no further information,0.07552,280,2739,0.06562,0.08542
2006,Bavaria,Self-employed,0.04803,214,3161,0.04057,0.05548
2006,Bavaria,Blue-collar worker,0.13920,476,3161,0.12713,0.15127
2006,Bavaria,Civil servant,0.02948,141,3161,0.02359,0.03538
2006,Bavaria,White-collar worker,0.23427,946,3161,0.21951,0.24904
2006,Bavaria,Apprentice/ Trainee/ Intern,0.04509,209,3161,0.03785,0.05232
2006,Bavaria,Not employed: Pensioner,0.21703,737,3161,0.20266,0.23140
2006,Bavaria,Not employed: registered unemployed,0.04607,132,3161,0.03876,0.05338
2006,Bavaria,Not employed: no further information,0.07269,306,3161,0.06364,0.08174
2006,Berlin,Self-employed,0.08575,77,785,0.06615,0.10535
2006,Berlin,Blue-collar worker,0.10443,71,785,0.08302,0.12584
2006,Berlin,Civil servant,0.03282,40,785,0.02035,0.04529
2006,Berlin,White-collar worker,0.23100,231,785,0.20150,0.26050
2006,Berlin,Apprentice/ Trainee/ Intern,0.06386,66,785,0.04675,0.08098
2006,Berlin,Not employed: Pensioner,0.20341,180,785,0.17524,0.23159
2006,Berlin,Not employed: registered unemployed,0.09501,80,785,0.07449,0.11554
2006,Berlin,Not employed: no further information,0.04710,40,785,0.03227,0.06194
2006,Brandenburg,Self-employed,0.06181,62,917,0.04621,0.07740
2006,Brandenburg,Blue-collar worker,0.13014,132,917,0.10835,0.15193
2006,Brandenburg,White-collar worker,0.18737,235,917,0.16210,0.21264
2006,Brandenburg,Apprentice/ Trainee/ Intern,0.04779,59,917,0.03397,0.06160
2006,Brandenburg,Not employed: Pensioner,0.28024,293,917,0.25115,0.30932
2006,Brandenburg,Not employed: registered unemployed,0.10911,100,917,0.08892,0.12930
2006,Brandenburg,Not employed: no further information,0.03320,36,917,0.02160,0.04480
2006,Mecklenburg-Western Pomerania,Blue-collar worker,0.13043,71,487,0.10049,0.16037
2006,Mecklenburg-Western Pomerania,White-collar worker,0.18732,142,487,0.15264,0.22201
2006,Mecklenburg-Western Pomerania,Apprentice/ Trainee/ Intern,0.05609,39,487,0.03563,0.07655
2006,Mecklenburg-Western Pomerania,Not employed: Pensioner,0.27840,157,487,0.23855,0.31825
2006,Mecklenburg-Western Pomerania,Not employed: registered unemployed,0.13862,78,487,0.10790,0.16934
2006,Saxony,Self-employed,0.05969,109,1572,0.04798,0.07141
2006,Saxony,Blue-collar worker,0.13450,249,1572,0.11763,0.15137
2006,Saxony,White-collar worker,0.18206,399,1572,0.16298,0.20115
2006,Saxony,Apprentice/ Trainee/ Intern,0.07912,143,1572,0.06577,0.09247
2006,Saxony,Not employed: Pensioner,0.28188,458,1572,0.25963,0.30413
2006,Saxony,Not employed: registered unemployed,0.09454,155,1572,0.08007,0.10900
2006,Saxony,Not employed: no further information,0.03711,59,1572,0.02777,0.04646
2006,Saxony-Anhalt,Self-employed,0.03517,38,899,0.02312,0.04722
2006,Saxony-Anhalt,Blue-collar worker,0.11144,132,899,0.09086,0.13202
2006,Saxony-Anhalt,White-collar worker,0.19516,243,899,0.16924,0.22108
2006,Saxony-Anhalt,Apprentice/ Trainee/ Intern,0.05951,71,899,0.04404,0.07498
2006,Saxony-Anhalt,Not employed: Pensioner,0.30342,267,899,0.27335,0.33349
2006,Saxony-Anhalt,Not employed: registered unemployed,0.11691,113,899,0.09590,0.13793
2006,Saxony-Anhalt,Not employed: no further information,0.03255,35,899,0.02094,0.04415
2006,Thuringa,Self-employed,0.04920,61,947,0.03542,0.06298
2006,Thuringa,Blue-collar worker,0.14629,162,947,0.12377,0.16881
2006,Thuringa,White-collar worker,0.17642,213,947,0.15213,0.20071
2006,Thuringa,Apprentice/ Trainee/ Intern,0.06144,75,947,0.04613,0.07674
2006,Thuringa,Not employed: Pensioner,0.28153,284,947,0.25287,0.31019
2006,Thuringa,Not employed: registered unemployed,0.11000,105,947,0.09006,0.12994
2006,Thuringa,Not employed: no further information,0.03995,47,947,0.02747,0.05242
2007,Schleswig-Holstein,Self-employed,0.05013,36,595,0.03258,0.06768
2007,Schleswig-Holstein,Blue-collar worker,0.11843,79,595,0.09244,0.14441
2007,Schleswig-Holstein,White-collar worker,0.20911,165,595,0.17641,0.24181
2007,Schleswig-Holstein,Apprentice/ Trainee/ Intern,0.04350,40,595,0.02710,0.05990
2007,Schleswig-Holstein,Not employed: Pensioner,0.25696,179,595,0.22182,0.29210
2007,Schleswig-Holstein,Not employed: registered unemployed,0.06956,40,595,0.04910,0.09002
2007,Schleswig-Holstein,Not employed: no further information,0.07292,56,595,0.05201,0.09383
2007,Hamburg,White-collar worker,0.29062,101,180,0.22410,0.35713
2007,Hamburg,Not employed: Pensioner,0.28137,79,180,0.21550,0.34725
2007,Lower Saxony,Self-employed,0.04103,112,1849,0.03199,0.05008
2007,Lower Saxony,Blue-collar worker,0.13752,274,1849,0.12181,0.15322
2007,Lower Saxony,Civil servant,0.04129,103,1849,0.03222,0.05037
2007,Lower Saxony,White-collar worker,0.20969,500,1849,0.19113,0.22825
2007,Lower Saxony,Apprentice/ Trainee/ Intern,0.05342,121,1849,0.04317,0.06367
2007,Lower Saxony,Not employed: Pensioner,0.25274,499,1849,0.23292,0.27255
2007,Lower Saxony,Not employed: registered unemployed,0.04170,85,1849,0.03258,0.05081
2007,Lower Saxony,Not employed: no further information,0.06099,155,1849,0.05007,0.07190
2007,Bremen,White-collar worker,0.15779,37,79,0.07689,0.23869
2007,Bremen,Not employed: Pensioner,0.31600,42,79,0.21283,0.41918
2007,North Rhine-Westphalia,Self-employed,0.03981,261,4258,0.03394,0.04569
2007,North Rhine-Westphalia,Blue-collar worker,0.14207,617,4258,0.13159,0.15256
2007,North Rhine-Westphalia,Civil servant,0.03152,213,4258,0.02627,0.03677
2007,North Rhine-Westphalia,White-collar worker,0.22048,1189,4258,0.20803,0.23293
2007,North Rhine-Westphalia,Apprentice/ Trainee/ Intern,0.04396,247,4258,0.03780,0.05011
2007,North Rhine-Westphalia,Not employed: Pensioner,0.22810,1084,4258,0.21549,0.24070
2007,North Rhine-Westphalia,Not employed: registered unemployed,0.04875,214,4258,0.04228,0.05522
2007,North Rhine-Westphalia,Not employed: no further information,0.07933,433,4258,0.07121,0.08745
2007,Hesse,Self-employed,0.05866,112,1406,0.04637,0.07095
2007,Hesse,Blue-collar worker,0.09987,149,1406,0.08419,0.11554
2007,Hesse,Civil servant,0.02879,74,1406,0.02005,0.03754
2007,Hesse,White-collar worker,0.26054,460,1406,0.23759,0.28349
2007,Hesse,Apprentice/ Trainee/ Intern,0.05693,92,1406,0.04481,0.06904
2007,Hesse,Not employed: Pensioner,0.19817,331,1406,0.17732,0.21901
2007,Hesse,Not employed: registered unemployed,0.04332,59,1406,0.03268,0.05397
2007,Hesse,Not employed: no further information,0.07626,129,1406,0.06239,0.09014
2007,"Rhineland-Palatinate, Saarland",Self-employed,0.04608,75,1181,0.03412,0.05804
2007,"Rhineland-Palatinate, Saarland",Blue-collar worker,0.16461,210,1181,0.14345,0.18577
2007,"Rhineland-Palatinate, Saarland",Civil servant,0.03384,68,1181,0.02353,0.04416
2007,"Rhineland-Palatinate, Saarland",White-collar worker,0.19620,294,1181,0.17354,0.21886
2007,"Rhineland-Palatinate, Saarland",Apprentice/ Trainee/ Intern,0.05293,68,1181,0.04016,0.06571
2007,"Rhineland-Palatinate, Saarland",Not employed: Pensioner,0.20441,298,1181,0.18140,0.22742
2007,"Rhineland-Palatinate, Saarland",Not employed: registered unemployed,0.04910,55,1181,0.03677,0.06143
2007,"Rhineland-Palatinate, Saarland",Not employed: no further information,0.07166,113,1181,0.05694,0.08637
2007,Baden-Wuerttemberg,Self-employed,0.04106,155,2520,0.03331,0.04881
2007,Baden-Wuerttemberg,Blue-collar worker,0.15417,424,2520,0.14007,0.16827
2007,Baden-Wuerttemberg,Civil servant,0.02633,105,2520,0.02008,0.03258
2007,Baden-Wuerttemberg,White-collar worker,0.22202,704,2520,0.20579,0.23825
2007,Baden-Wuerttemberg,Apprentice/ Trainee/ Intern,0.06121,210,2520,0.05185,0.07057
2007,Baden-Wuerttemberg,Not employed: Pensioner,0.21569,587,2520,0.19962,0.23175
2007,Baden-Wuerttemberg,Not employed: registered unemployed,0.03206,77,2520,0.02518,0.03894
2007,Baden-Wuerttemberg,Not employed: no further information,0.07280,258,2520,0.06265,0.08295
2007,Bavaria,Self-employed,0.05156,206,2994,0.04363,0.05948
2007,Bavaria,Blue-collar worker,0.15363,479,2994,0.14071,0.16655
2007,Bavaria,Civil servant,0.03131,141,2994,0.02507,0.03755
2007,Bavaria,White-collar worker,0.22915,881,2994,0.21409,0.24421
2007,Bavaria,Apprentice/ Trainee/ Intern,0.04597,195,2994,0.03847,0.05347
2007,Bavaria,Not employed: Pensioner,0.21972,721,2994,0.20488,0.23455
2007,Bavaria,Not employed: registered unemployed,0.03511,88,2994,0.02851,0.04170
2007,Bavaria,Not employed: no further information,0.07176,283,2994,0.06252,0.08101
2007,Berlin,Self-employed,0.07515,75,758,0.05637,0.09393
2007,Berlin,Blue-collar worker,0.10820,74,758,0.08607,0.13033
2007,Berlin,Civil servant,0.03548,37,758,0.02231,0.04866
2007,Berlin,White-collar worker,0.24974,239,758,0.21891,0.28058
2007,Berlin,Apprentice/ Trainee/ Intern,0.06386,57,758,0.04645,0.08128
2007,Berlin,Not employed: Pensioner,0.20867,177,758,0.17972,0.23762
2007,Berlin,Not employed: registered unemployed,0.08557,67,758,0.06564,0.10550
2007,Berlin,Not employed: no further information,0.04035,32,758,0.02633,0.05437
2007,Brandenburg,Self-employed,0.05168,46,843,0.03673,0.06663
2007,Brandenburg,Blue-collar worker,0.12895,126,843,0.10631,0.15159
2007,Brandenburg,White-collar worker,0.16981,208,843,0.14445,0.19517
2007,Brandenburg,Apprentice/ Trainee/ Intern,0.06522,63,843,0.04854,0.08190
2007,Brandenburg,Not employed: Pensioner,0.28983,274,843,0.25919,0.32048
2007,Brandenburg,Not employed: registered unemployed,0.11283,90,843,0.09146,0.13420
2007,Brandenburg,Not employed: no further information,0.03063,36,843,0.01899,0.04227
2007,Mecklenburg-Western Pomerania,Blue-collar worker,0.15833,80,449,0.12453,0.19214
2007,Mecklenburg-Western Pomerania,White-collar worker,0.18716,128,449,0.15104,0.22328
2007,Mecklenburg-Western Pomerania,Apprentice/ Trainee/ Intern,0.06358,37,449,0.04099,0.08618
2007,Mecklenburg-Western Pomerania,Not employed: Pensioner,0.28005,146,449,0.23847,0.32163
2007,Mecklenburg-Western Pomerania,Not employed: registered unemployed,0.11131,58,449,0.08219,0.14044
2007,Saxony,Self-employed,0.04746,95,1506,0.03671,0.05820
2007,Saxony,Blue-collar worker,0.15481,250,1506,0.13653,0.17308
2007,Saxony,White-collar worker,0.20661,414,1506,0.18616,0.22707
2007,Saxony,Apprentice/ Trainee/ Intern,0.08058,133,1506,0.06683,0.09433
2007,Saxony,Not employed: Pensioner,0.27052,429,1506,0.24807,0.29296
2007,Saxony,Not employed: registered unemployed,0.09078,134,1506,0.07626,0.10529
2007,Saxony,Not employed: no further information,0.02431,51,1506,0.01653,0.03209
2007,Saxony-Anhalt,Self-employed,0.04580,39,865,0.03186,0.05974
2007,Saxony-Anhalt,Blue-collar worker,0.13558,141,865,0.11276,0.15841
2007,Saxony-Anhalt,White-collar worker,0.19028,230,865,0.16411,0.21646
2007,Saxony-Anhalt,Apprentice/ Trainee/ Intern,0.06403,74,865,0.04771,0.08035
2007,Saxony-Anhalt,Not employed: Pensioner,0.30280,255,865,0.27216,0.33344
2007,Saxony-Anhalt,Not employed: registered unemployed,0.08582,87,865,0.06714,0.10450
2007,Saxony-Anhalt,Not employed: no further information,0.03887,39,865,0.02598,0.05175
2007,Thuringa,Self-employed,0.04644,50,906,0.03273,0.06015
2007,Thuringa,Blue-collar worker,0.16658,162,906,0.14230,0.19085
2007,Thuringa,White-collar worker,0.18824,205,906,0.16278,0.21371
2007,Thuringa,Apprentice/ Trainee/ Intern,0.06186,85,906,0.04617,0.07756
2007,Thuringa,Not employed: Pensioner,0.28179,283,906,0.25248,0.31110
2007,Thuringa,Not employed: registered unemployed,0.09897,90,906,0.07951,0.11843
2007,Thuringa,Not employed: no further information,0.02720,31,906,0.01660,0.03779
2008,Schleswig-Holstein,Self-employed,0.05117,32,512,0.03206,0.07027
2008,Schleswig-Holstein,Blue-collar worker,0.11587,67,512,0.08812,0.14363
2008,Schleswig-Holstein,White-collar worker,0.23907,158,512,0.20209,0.27605
2008,Schleswig-Holstein,Apprentice/ Trainee/ Intern,0.05058,38,512,0.03158,0.06958
2008,Schleswig-Holstein,Not employed: Pensioner,0.24903,168,512,0.21153,0.28652
2008,Schleswig-Holstein,Not employed: no further information,0.07206,49,512,0.04964,0.09448
2008,Hamburg,White-collar worker,0.31024,99,174,0.24130,0.37917
2008,Hamburg,Not employed: Pensioner,0.27353,75,174,0.20710,0.33995
2008,Lower Saxony,Self-employed,0.04454,113,1763,0.03491,0.05417
2008,Lower Saxony,Blue-collar worker,0.13530,250,1763,0.11933,0.15127
2008,Lower Saxony,Civil servant,0.04133,96,1763,0.03204,0.05063
2008,Lower Saxony,White-collar worker,0.22016,491,1763,0.20081,0.23951
2008,Lower Saxony,Apprentice/ Trainee/ Intern,0.05830,115,1763,0.04736,0.06924
2008,Lower Saxony,Not employed: Pensioner,0.24970,485,1763,0.22949,0.26991
2008,Lower Saxony,Not employed: registered unemployed,0.03546,66,1763,0.02683,0.04410
2008,Lower Saxony,Not employed: no further information,0.06199,147,1763,0.05073,0.07325
2008,Bremen,White-collar worker,0.14176,33,75,0.06229,0.22123
2008,Bremen,Not employed: Pensioner,0.33927,42,75,0.23139,0.44714
2008,North Rhine-Westphalia,Self-employed,0.04311,252,3965,0.03679,0.04943
2008,North Rhine-Westphalia,Blue-collar worker,0.14152,570,3965,0.13067,0.15237
2008,North Rhine-Westphalia,Civil servant,0.03157,198,3965,0.02612,0.03701
2008,North Rhine-Westphalia,White-collar worker,0.22838,1133,3965,0.21531,0.24145
2008,North Rhine-Westphalia,Apprentice/ Trainee/ Intern,0.05511,257,3965,0.04801,0.06221
2008,North Rhine-Westphalia,Not employed: Pensioner,0.22231,1011,3965,0.20936,0.23525
2008,North Rhine-Westphalia,Not employed: registered unemployed,0.04466,174,3965,0.03823,0.05109
2008,North Rhine-Westphalia,Not employed: no further information,0.07406,370,3965,0.06591,0.08221
2008,Hesse,Self-employed,0.05596,104,1330,0.04360,0.06831
2008,Hesse,Blue-collar worker,0.10600,149,1330,0.08945,0.12255
2008,Hesse,Civil servant,0.02693,62,1330,0.01823,0.03563
2008,Hesse,White-collar worker,0.27124,452,1330,0.24734,0.29514
2008,Hesse,Apprentice/ Trainee/ Intern,0.05899,82,1330,0.04633,0.07166
2008,Hesse,Not employed: Pensioner,0.20360,323,1330,0.18195,0.22525
2008,Hesse,Not employed: registered unemployed,0.03135,41,1330,0.02198,0.04072
2008,Hesse,Not employed: no further information,0.07011,117,1330,0.05638,0.08383
2008,"Rhineland-Palatinate, Saarland",Self-employed,0.03297,52,1111,0.02246,0.04347
2008,"Rhineland-Palatinate, Saarland",Blue-collar worker,0.16250,194,1111,0.14080,0.18420
2008,"Rhineland-Palatinate, Saarland",Civil servant,0.03172,60,1111,0.02141,0.04203
2008,"Rhineland-Palatinate, Saarland",White-collar worker,0.21127,285,1111,0.18726,0.23529
2008,"Rhineland-Palatinate, Saarland",Apprentice/ Trainee/ Intern,0.04140,60,1111,0.02968,0.05311
2008,"Rhineland-Palatinate, Saarland",Not employed: Pensioner,0.22314,295,1111,0.19864,0.24763
2008,"Rhineland-Palatinate, Saarland",Not employed: registered unemployed,0.04394,47,1111,0.03188,0.05600
2008,"Rhineland-Palatinate, Saarland",Not employed: no further information,0.08550,118,1111,0.06905,0.10195
2008,Baden-Wuerttemberg,Self-employed,0.03807,143,2383,0.03039,0.04576
2008,Baden-Wuerttemberg,Blue-collar worker,0.16702,409,2383,0.15204,0.18200
2008,Baden-Wuerttemberg,Civil servant,0.02309,87,2383,0.01705,0.02912
2008,Baden-Wuerttemberg,White-collar worker,0.23703,706,2383,0.21996,0.25411
2008,Baden-Wuerttemberg,Apprentice/ Trainee/ Intern,0.06443,209,2383,0.05457,0.07429
2008,Baden-Wuerttemberg,Not employed: Pensioner,0.22218,583,2383,0.20549,0.23888
2008,Baden-Wuerttemberg,Not employed: registered unemployed,0.02314,57,2383,0.01710,0.02918
2008,Baden-Wuerttemberg,Not employed: no further information,0.05651,189,2383,0.04724,0.06578
2008,Bavaria,Self-employed,0.04579,174,2784,0.03803,0.05356
2008,Bavaria,Blue-collar worker,0.16401,467,2784,0.15026,0.17777
2008,Bavaria,Civil servant,0.02902,129,2784,0.02279,0.03526
2008,Bavaria,White-collar worker,0.23914,824,2784,0.22329,0.25499
2008,Bavaria,Apprentice/ Trainee/ Intern,0.04791,193,2784,0.03998,0.05585
2008,Bavaria,Not employed: Pensioner,0.21636,684,2784,0.20106,0.23166
2008,Bavaria,Not employed: registered unemployed,0.02687,68,2784,0.02086,0.03288
2008,Bavaria,Not employed: no further information,0.07088,245,2784,0.06134,0.08041
2008,Berlin,Self-employed,0.06885,61,697,0.05004,0.08766
2008,Berlin,Blue-collar worker,0.09875,64,697,0.07658,0.12091
2008,Berlin,Civil servant,0.03810,34,697,0.02387,0.05232
2008,Berlin,White-collar worker,0.27257,241,697,0.23948,0.30565
2008,Berlin,Apprentice/ Trainee/ Intern,0.06099,60,697,0.04321,0.07877
2008,Berlin,Not employed: Pensioner,0.20239,174,697,0.17254,0.23224
2008,Berlin,Not employed: registered unemployed,0.09592,63,697,0.07404,0.11780
2008,Brandenburg,Self-employed,0.04907,48,773,0.03383,0.06430
2008,Brandenburg,Blue-collar worker,0.13293,110,773,0.10898,0.15687
2008,Brandenburg,White-collar worker,0.17965,193,773,0.15257,0.20673
2008,Brandenburg,Apprentice/ Trainee/ Intern,0.06080,61,773,0.04394,0.07766
2008,Brandenburg,Not employed: Pensioner,0.27795,271,773,0.24635,0.30955
2008,Brandenburg,Not employed: registered unemployed,0.11176,90,773,0.08954,0.13399
2008,Mecklenburg-Western Pomerania,Blue-collar worker,0.17447,79,425,0.13835,0.21059
2008,Mecklenburg-Western Pomerania,White-collar worker,0.17901,115,425,0.14252,0.21551
2008,Mecklenburg-Western Pomerania,Apprentice/ Trainee/ Intern,0.05779,36,425,0.03558,0.08001
2008,Mecklenburg-Western Pomerania,Not employed: Pensioner,0.27786,144,425,0.23523,0.32050
2008,Mecklenburg-Western Pomerania,Not employed: registered unemployed,0.11073,51,425,0.08086,0.14060
2008,Saxony,Self-employed,0.06133,92,1423,0.04886,0.07380
2008,Saxony,Blue-collar worker,0.15839,247,1423,0.13941,0.17737
2008,Saxony,White-collar worker,0.22628,413,1423,0.20453,0.24803
2008,Saxony,Apprentice/ Trainee/ Intern,0.06622,116,1423,0.05329,0.07914
2008,Saxony,Not employed: Pensioner,0.26193,413,1423,0.23908,0.28479
2008,Saxony,Not employed: registered unemployed,0.06893,97,1423,0.05576,0.08210
2008,Saxony,Not employed: no further information,0.02468,45,1423,0.01661,0.03274
2008,Saxony-Anhalt,Self-employed,0.04249,38,779,0.02831,0.05666
2008,Saxony-Anhalt,Blue-collar worker,0.15012,148,779,0.12502,0.17522
2008,Saxony-Anhalt,White-collar worker,0.19801,217,779,0.17001,0.22601
