,Unnamed: 0,year,hhtyp,sampreg,hgreval,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
657,657,2011,Single parent,West,Inexpensive,0.24747,325,8127,0.22132,0.27936
658,658,2011,Single parent,West,Reasonable,0.4376,557,8127,0.39831,0.49051
659,659,2011,Single parent,West,Slightly Expensive,0.20699,260,8127,0.18205,0.23479
660,660,2011,Single parent,West,Too Expensive,0.03493,52,8127,0.02848,0.04082
661,661,2011,Single parent,East,Inexpensive,0.22745,92,8127,0.18591,0.27395
662,662,2011,Single parent,East,Reasonable,0.47624,173,8127,0.4003,0.54693
663,663,2011,Single parent,East,Slightly Expensive,0.29631,111,8127,0.26555,0.33262
664,664,2011,Couple with children,West,Very Inexpensive,0.09117,179,8127,0.07135,0.11151
665,665,2011,Couple with children,West,Inexpensive,0.24607,517,8127,0.22332,0.27112
666,666,2011,Couple with children,West,Reasonable,0.45636,878,8127,0.41539,0.49421
667,667,2011,Couple with children,West,Slightly Expensive,0.17926,348,8127,0.15757,0.20549
668,668,2011,Couple with children,West,Too Expensive,0.02715,62,8127,0.01875,0.0386
669,669,2011,Couple with children,East,Very Inexpensive,0.10754,50,8127,0.07766,0.15048
670,670,2011,Couple with children,East,Inexpensive,0.20887,132,8127,0.16978,0.26268
671,671,2011,Couple with children,East,Reasonable,0.45798,233,8127,0.38161,0.53998
672,672,2011,Couple with children,East,Slightly Expensive,0.22561,115,8127,0.1756,0.2858
673,673,2012,Single-person household,West,Very Inexpensive,0.08684,146,7984,0.0792,0.09518
674,674,2012,Single-person household,West,Inexpensive,0.25109,455,7984,0.23771,0.2663
675,675,2012,Single-person household,West,Reasonable,0.4769,826,7984,0.45797,0.49436
676,676,2012,Single-person household,West,Slightly Expensive,0.16243,250,7984,0.14801,0.17649
677,677,2012,Single-person household,West,Too Expensive,0.02274,31,7984,0.01818,0.02661
678,678,2012,Single-person household,East,Very Inexpensive,0.06539,43,7984,0.05046,0.08173
679,679,2012,Single-person household,East,Inexpensive,0.27749,189,7984,0.24767,0.30815
680,680,2012,Single-person household,East,Reasonable,0.46038,308,7984,0.42664,0.49406
681,681,2012,Single-person household,East,Slightly Expensive,0.19674,130,7984,0.17231,0.22962
682,682,2012,Couple without children,West,Very Inexpensive,0.06394,83,7984,0.05133,0.07997
683,683,2012,Couple without children,West,Inexpensive,0.25953,337,7984,0.23565,0.28552
684,684,2012,Couple without children,West,Reasonable,0.51542,591,7984,0.47455,0.56364
685,685,2012,Couple without children,West,Slightly Expensive,0.16111,171,7984,0.14088,0.18082
686,686,2012,Couple without children,East,Very Inexpensive,0.09481,36,7984,0.07553,0.11456
687,687,2012,Couple without children,East,Inexpensive,0.25092,134,7984,0.22536,0.27763
688,688,2012,Couple without children,East,Reasonable,0.47426,261,7984,0.42727,0.53171
689,689,2012,Couple without children,East,Slightly Expensive,0.18001,97,7984,0.15301,0.21168
690,690,2012,Single parent,West,Very Inexpensive,0.08625,113,7984,0.07034,0.10879
691,691,2012,Single parent,West,Inexpensive,0.27512,335,7984,0.24321,0.31144
692,692,2012,Single parent,West,Reasonable,0.4178,506,7984,0.37593,0.46457
693,693,2012,Single parent,West,Slightly Expensive,0.18075,211,7984,0.15162,0.21461
694,694,2012,Single parent,West,Too Expensive,0.04008,56,7984,0.03142,0.04814
695,695,2012,Single parent,East,Inexpensive,0.29335,106,7984,0.22959,0.40777
696,696,2012,Single parent,East,Reasonable,0.38754,172,7984,0.3428,0.44158
697,697,2012,Single parent,East,Slightly Expensive,0.31911,99,7984,0.26904,0.37085
698,698,2012,Couple with children,West,Very Inexpensive,0.06383,145,7984,0.05219,0.07738
699,699,2012,Couple with children,West,Inexpensive,0.23269,466,7984,0.20928,0.26016
700,700,2012,Couple with children,West,Reasonable,0.48584,838,7984,0.4447,0.53277
701,701,2012,Couple with children,West,Slightly Expensive,0.18363,294,7984,0.15657,0.21048
702,702,2012,Couple with children,West,Too Expensive,0.03402,64,7984,0.0259,0.04212
703,703,2012,Couple with children,East,Very Inexpensive,0.08093,36,7984,0.05334,0.11232
704,704,2012,Couple with children,East,Inexpensive,0.27223,139,7984,0.21234,0.33598
705,705,2012,Couple with children,East,Reasonable,0.39087,211,7984,0.33578,0.4451
706,706,2012,Couple with children,East,Slightly Expensive,0.25597,105,7984,0.19853,0.33452
707,707,2013,Single-person household,West,Very Inexpensive,0.07983,161,9442,0.07152,0.09023
708,708,2013,Single-person household,West,Inexpensive,0.27328,536,9442,0.2571,0.29064
709,709,2013,Single-person household,West,Reasonable,0.47071,887,9442,0.44857,0.4898
710,710,2013,Single-person household,West,Slightly Expensive,0.1544,290,9442,0.14088,0.17032
711,711,2013,Single-person household,West,Too Expensive,0.02178,49,9442,0.01598,0.02848
712,712,2013,Single-person household,East,Very Inexpensive,0.08135,45,9442,0.05929,0.10288
713,713,2013,Single-person household,East,Inexpensive,0.26143,162,9442,0.23444,0.29113
714,714,2013,Single-person household,East,Reasonable,0.50117,339,9442,0.45955,0.5396
715,715,2013,Single-person household,East,Slightly Expensive,0.15604,102,9442,0.13449,0.17862
716,716,2013,Couple without children,West,Very Inexpensive,0.07098,108,9442,0.0589,0.08622
717,717,2013,Couple without children,West,Inexpensive,0.29615,404,9442,0.26823,0.32026
718,718,2013,Couple without children,West,Reasonable,0.46396,673,9442,0.43226,0.49864
719,719,2013,Couple without children,West,Slightly Expensive,0.16891,226,9442,0.14651,0.18887
720,720,2013,Couple without children,East,Very Inexpensive,0.04358,33,9442,0.03556,0.0558
721,721,2013,Couple without children,East,Inexpensive,0.30133,138,9442,0.26415,0.34371
722,722,2013,Couple without children,East,Reasonable,0.4924,276,9442,0.44837,0.54817
723,723,2013,Couple without children,East,Slightly Expensive,0.16269,90,9442,0.1395,0.19107
724,724,2013,Single parent,West,Very Inexpensive,0.09446,105,9442,0.07151,0.11965
725,725,2013,Single parent,West,Inexpensive,0.23543,329,9442,0.21088,0.26714
726,726,2013,Single parent,West,Reasonable,0.43841,576,9442,0.39692,0.47981
727,727,2013,Single parent,West,Slightly Expensive,0.18654,244,9442,0.15902,0.22605
728,728,2013,Single parent,West,Too Expensive,0.04515,59,9442,0.03584,0.05479
729,729,2013,Single parent,East,Inexpensive,0.21321,81,9442,0.14882,0.30448
730,730,2013,Single parent,East,Reasonable,0.52486,178,9442,0.46908,0.61068
731,731,2013,Single parent,East,Slightly Expensive,0.26193,100,9442,0.22353,0.30973
732,732,2013,Couple with children,West,Very Inexpensive,0.07694,183,9442,0.06434,0.09485
733,733,2013,Couple with children,West,Inexpensive,0.23205,621,9442,0.2093,0.25537
734,734,2013,Couple with children,West,Reasonable,0.47345,1149,9442,0.43906,0.50333
735,735,2013,Couple with children,West,Slightly Expensive,0.18125,467,9442,0.15946,0.20318
736,736,2013,Couple with children,West,Too Expensive,0.0363,110,9442,0.02927,0.04343
737,737,2013,Couple with children,East,Very Inexpensive,0.09794,46,9442,0.06478,0.13762
738,738,2013,Couple with children,East,Inexpensive,0.27929,139,9442,0.21727,0.3482
739,739,2013,Couple with children,East,Reasonable,0.45874,255,9442,0.38149,0.5603
740,740,2013,Couple with children,East,Slightly Expensive,0.16403,90,9442,0.12496,0.21034
741,741,2013,Other Combinations,West,Inexpensive,0.2445,52,9442,0.17382,0.32412
742,742,2013,Other Combinations,West,Reasonable,0.54175,91,9442,0.45875,0.65012
743,743,2013,Other Combinations,West,Slightly Expensive,0.21375,48,9442,0.17178,0.26242
744,744,2014,Single-person household,West,Very Inexpensive,0.09289,180,8299,0.08412,0.10312
745,745,2014,Single-person household,West,Inexpensive,0.27797,506,8299,0.26009,0.2955
746,746,2014,Single-person household,West,Reasonable,0.46559,809,8299,0.44383,0.48745
747,747,2014,Single-person household,West,Slightly Expensive,0.14233,239,8299,0.12981,0.15616
748,748,2014,Single-person household,West,Too Expensive,0.02122,32,8299,0.01541,0.02615
749,749,2014,Single-person household,East,Very Inexpensive,0.07243,57,8299,0.06035,0.08924
750,750,2014,Single-person household,East,Inexpensive,0.2927,177,8299,0.26176,0.32265
751,751,2014,Single-person household,East,Reasonable,0.44126,302,8299,0.40804,0.47643
752,752,2014,Single-person household,East,Slightly Expensive,0.1936,122,8299,0.16655,0.21879
753,753,2014,Couple without children,West,Very Inexpensive,0.07343,110,8299,0.06165,0.08594
754,754,2014,Couple without children,West,Inexpensive,0.29879,405,8299,0.269,0.32677
755,755,2014,Couple without children,West,Reasonable,0.46162,596,8299,0.42188,0.49357
756,756,2014,Couple without children,West,Slightly Expensive,0.16616,206,8299,0.14388,0.19262
757,757,2014,Couple without children,East,Very Inexpensive,0.10154,60,8299,0.08168,0.1271
758,758,2014,Couple without children,East,Inexpensive,0.30717,156,8299,0.26606,0.35039
759,759,2014,Couple without children,East,Reasonable,0.39806,242,8299,0.35296,0.43293
760,760,2014,Couple without children,East,Slightly Expensive,0.19323,91,8299,0.16677,0.23173
761,761,2014,Single parent,West,Very Inexpensive,0.07924,89,8299,0.06225,0.09418
762,762,2014,Single parent,West,Inexpensive,0.24228,256,8299,0.20652,0.28546
763,763,2014,Single parent,West,Reasonable,0.40987,414,8299,0.35733,0.44974
764,764,2014,Single parent,West,Slightly Expensive,0.2276,230,8299,0.19013,0.2701
765,765,2014,Single parent,West,Too Expensive,0.04101,43,8299,0.03284,0.05074
766,766,2014,Single parent,East,Inexpensive,0.25903,73,8299,0.21696,0.3147
767,767,2014,Single parent,East,Reasonable,0.48266,131,8299,0.4117,0.58254
768,768,2014,Single parent,East,Slightly Expensive,0.25831,83,8299,0.21057,0.3118
769,769,2014,Couple with children,West,Very Inexpensive,0.08436,158,8299,0.06817,0.10439
770,770,2014,Couple with children,West,Inexpensive,0.2378,502,8299,0.2119,0.26733
771,771,2014,Couple with children,West,Reasonable,0.45472,959,8299,0.4237,0.49272
772,772,2014,Couple with children,West,Slightly Expensive,0.19473,390,8299,0.16921,0.22668
773,773,2014,Couple with children,West,Too Expensive,0.02839,75,8299,0.0214,0.03521
774,774,2014,Couple with children,East,Very Inexpensive,0.15222,54,8299,0.10329,0.22724
775,775,2014,Couple with children,East,Inexpensive,0.29911,129,8299,0.23806,0.39382
776,776,2014,Couple with children,East,Reasonable,0.38808,204,8299,0.32252,0.45768
777,777,2014,Couple with children,East,Slightly Expensive,0.1606,82,8299,0.12017,0.20868
778,778,2014,Other Combinations,West,Inexpensive,0.26084,33,8299,0.17194,0.3455
779,779,2014,Other Combinations,West,Reasonable,0.56327,71,8299,0.45339,0.67544
780,780,2014,Other Combinations,West,Slightly Expensive,0.17589,33,8299,0.13446,0.21681
