,Unnamed: 0,year,quintil_oecd_hh,regtyp,hgreval,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
580,580,2005,2nd Quintile,Urban regions,Too Expensive,0.03147,31,5191,0.02481,0.03782
581,581,2005,2nd Quintile,Rural regions,Very Inexpensive,0.10709,32,5191,0.08205,0.12939
582,582,2005,2nd Quintile,Rural regions,Inexpensive,0.27373,94,5191,0.2321,0.30906
583,583,2005,2nd Quintile,Rural regions,Reasonable,0.46261,166,5191,0.41842,0.51113
584,584,2005,2nd Quintile,Rural regions,Slightly Expensive,0.15657,61,5191,0.12927,0.18199
585,585,2005,3rd Quintile,Urban regions,Very Inexpensive,0.05891,42,5191,0.04783,0.07102
586,586,2005,3rd Quintile,Urban regions,Inexpensive,0.2638,182,5191,0.23524,0.28739
587,587,2005,3rd Quintile,Urban regions,Reasonable,0.50427,368,5191,0.46692,0.53898
588,588,2005,3rd Quintile,Urban regions,Slightly Expensive,0.17302,127,5191,0.15327,0.19675
589,589,2005,3rd Quintile,Rural regions,Inexpensive,0.22224,57,5191,0.1808,0.25329
590,590,2005,3rd Quintile,Rural regions,Reasonable,0.54915,122,5191,0.48782,0.61128
591,591,2005,3rd Quintile,Rural regions,Slightly Expensive,0.2286,51,5191,0.1898,0.27095
592,592,2005,4th Quintile,Urban regions,Very Inexpensive,0.05699,40,5191,0.04394,0.07134
593,593,2005,4th Quintile,Urban regions,Inexpensive,0.22938,146,5191,0.20522,0.25727
594,594,2005,4th Quintile,Urban regions,Reasonable,0.53265,333,5191,0.48967,0.57589
595,595,2005,4th Quintile,Urban regions,Slightly Expensive,0.18097,104,5191,0.15984,0.20406
596,596,2005,4th Quintile,Rural regions,Inexpensive,0.28316,40,5191,0.22,0.34894
597,597,2005,4th Quintile,Rural regions,Reasonable,0.4765,92,5191,0.4051,0.55776
598,598,2005,4th Quintile,Rural regions,Slightly Expensive,0.24034,41,5191,0.18555,0.3099
599,599,2005,5th Quintile,Urban regions,Very Inexpensive,0.0725,51,5191,0.05824,0.08648
600,600,2005,5th Quintile,Urban regions,Inexpensive,0.24211,158,5191,0.2103,0.27597
601,601,2005,5th Quintile,Urban regions,Reasonable,0.52241,339,5191,0.47167,0.57678
602,602,2005,5th Quintile,Urban regions,Slightly Expensive,0.16298,111,5191,0.1385,0.18987
603,603,2005,5th Quintile,Rural regions,Reasonable,1.0,55,5191,0.78242,1.28291
604,604,2006,1st Quintile,Urban regions,Very Inexpensive,0.0392,48,5602,0.03117,0.04817
605,605,2006,1st Quintile,Urban regions,Inexpensive,0.23121,258,5602,0.21125,0.24788
606,606,2006,1st Quintile,Urban regions,Reasonable,0.46497,518,5602,0.43621,0.49304
607,607,2006,1st Quintile,Urban regions,Slightly Expensive,0.21317,242,5602,0.19566,0.22957
608,608,2006,1st Quintile,Urban regions,Too Expensive,0.05145,49,5602,0.04316,0.06069
609,609,2006,1st Quintile,Rural regions,Very Inexpensive,0.06351,31,5602,0.05011,0.07674
610,610,2006,1st Quintile,Rural regions,Inexpensive,0.22874,122,5602,0.20445,0.26016
611,611,2006,1st Quintile,Rural regions,Reasonable,0.4914,244,5602,0.45004,0.53234
612,612,2006,1st Quintile,Rural regions,Slightly Expensive,0.21636,123,5602,0.19188,0.24274
613,613,2006,2nd Quintile,Urban regions,Very Inexpensive,0.07654,67,5602,0.06215,0.08928
614,614,2006,2nd Quintile,Urban regions,Inexpensive,0.26737,230,5602,0.24472,0.28596
615,615,2006,2nd Quintile,Urban regions,Reasonable,0.44659,392,5602,0.42241,0.47689
616,616,2006,2nd Quintile,Urban regions,Slightly Expensive,0.2095,175,5602,0.18742,0.22839
617,617,2006,2nd Quintile,Rural regions,Inexpensive,0.27203,125,5602,0.24256,0.29698
618,618,2006,2nd Quintile,Rural regions,Reasonable,0.55386,219,5602,0.50341,0.60196
619,619,2006,2nd Quintile,Rural regions,Slightly Expensive,0.17411,73,5602,0.14354,0.20016
620,620,2006,3rd Quintile,Urban regions,Very Inexpensive,0.05687,48,5602,0.0468,0.06735
621,621,2006,3rd Quintile,Urban regions,Inexpensive,0.25327,198,5602,0.22977,0.27777
622,622,2006,3rd Quintile,Urban regions,Reasonable,0.50056,390,5602,0.46745,0.53652
623,623,2006,3rd Quintile,Urban regions,Slightly Expensive,0.1893,140,5602,0.16522,0.21399
624,624,2006,3rd Quintile,Rural regions,Inexpensive,0.285,73,5602,0.23079,0.33354
625,625,2006,3rd Quintile,Rural regions,Reasonable,0.53386,142,5602,0.47329,0.59513
626,626,2006,3rd Quintile,Rural regions,Slightly Expensive,0.18114,49,5602,0.14872,0.22664
627,627,2006,4th Quintile,Urban regions,Very Inexpensive,0.06671,40,5602,0.05251,0.08121
628,628,2006,4th Quintile,Urban regions,Inexpensive,0.23294,161,5602,0.21156,0.25324
629,629,2006,4th Quintile,Urban regions,Reasonable,0.47719,349,5602,0.44016,0.51788
630,630,2006,4th Quintile,Urban regions,Slightly Expensive,0.22316,148,5602,0.20105,0.24536
631,631,2006,4th Quintile,Rural regions,Inexpensive,0.36759,60,5602,0.30702,0.42444
632,632,2006,4th Quintile,Rural regions,Reasonable,0.41284,72,5602,0.34881,0.48909
633,633,2006,4th Quintile,Rural regions,Slightly Expensive,0.21957,36,5602,0.16445,0.27986
634,634,2006,5th Quintile,Urban regions,Very Inexpensive,0.06029,46,5602,0.04367,0.0768
635,635,2006,5th Quintile,Urban regions,Inexpensive,0.23875,161,5602,0.21327,0.27232
636,636,2006,5th Quintile,Urban regions,Reasonable,0.5355,354,5602,0.49372,0.5767
637,637,2006,5th Quintile,Urban regions,Slightly Expensive,0.16546,113,5602,0.14427,0.18891
638,638,2006,5th Quintile,Rural regions,Inexpensive,0.41192,34,5602,0.31928,0.49888
639,639,2006,5th Quintile,Rural regions,Reasonable,0.58808,72,5602,0.45046,0.71773
640,640,2007,1st Quintile,Urban regions,Very Inexpensive,0.05781,62,5185,0.04774,0.06814
641,641,2007,1st Quintile,Urban regions,Inexpensive,0.20032,219,5185,0.18076,0.22345
642,642,2007,1st Quintile,Urban regions,Reasonable,0.48547,493,5185,0.45764,0.5105
643,643,2007,1st Quintile,Urban regions,Slightly Expensive,0.19556,199,5185,0.17289,0.21471
644,644,2007,1st Quintile,Urban regions,Too Expensive,0.06084,49,5185,0.05136,0.07111
645,645,2007,1st Quintile,Rural regions,Very Inexpensive,0.05519,32,5185,0.04478,0.06883
646,646,2007,1st Quintile,Rural regions,Inexpensive,0.25495,129,5185,0.22795,0.27708
647,647,2007,1st Quintile,Rural regions,Reasonable,0.46833,238,5185,0.42877,0.51177
648,648,2007,1st Quintile,Rural regions,Slightly Expensive,0.22153,109,5185,0.19333,0.25425
649,649,2007,2nd Quintile,Urban regions,Very Inexpensive,0.05721,46,5185,0.04707,0.06769
650,650,2007,2nd Quintile,Urban regions,Inexpensive,0.25143,221,5185,0.23264,0.27251
651,651,2007,2nd Quintile,Urban regions,Reasonable,0.45758,425,5185,0.42132,0.48706
652,652,2007,2nd Quintile,Urban regions,Slightly Expensive,0.1909,174,5185,0.17014,0.20879
653,653,2007,2nd Quintile,Urban regions,Too Expensive,0.04287,36,5185,0.03459,0.05265
654,654,2007,2nd Quintile,Rural regions,Very Inexpensive,0.075,33,5185,0.05855,0.09543
655,655,2007,2nd Quintile,Rural regions,Inexpensive,0.26739,102,5185,0.2338,0.3084
656,656,2007,2nd Quintile,Rural regions,Reasonable,0.49208,183,5185,0.43624,0.55141
657,657,2007,2nd Quintile,Rural regions,Slightly Expensive,0.16552,70,5185,0.13573,0.19441
658,658,2007,3rd Quintile,Urban regions,Very Inexpensive,0.08603,52,5185,0.07033,0.10046
659,659,2007,3rd Quintile,Urban regions,Inexpensive,0.23542,179,5185,0.21026,0.26026
660,660,2007,3rd Quintile,Urban regions,Reasonable,0.49362,335,5185,0.45611,0.5274
661,661,2007,3rd Quintile,Urban regions,Slightly Expensive,0.18494,130,5185,0.16486,0.21045
662,662,2007,3rd Quintile,Rural regions,Inexpensive,0.23239,64,5185,0.18824,0.27579
663,663,2007,3rd Quintile,Rural regions,Reasonable,0.5636,129,5185,0.50063,0.63843
664,664,2007,3rd Quintile,Rural regions,Slightly Expensive,0.204,50,5185,0.1641,0.24922
665,665,2007,4th Quintile,Urban regions,Very Inexpensive,0.07316,46,5185,0.05918,0.09197
666,666,2007,4th Quintile,Urban regions,Inexpensive,0.22157,141,5185,0.19255,0.25168
667,667,2007,4th Quintile,Urban regions,Reasonable,0.51266,322,5185,0.47377,0.55092
668,668,2007,4th Quintile,Urban regions,Slightly Expensive,0.19261,121,5185,0.16774,0.21877
669,669,2007,4th Quintile,Rural regions,Inexpensive,0.38821,52,5185,0.31182,0.46135
670,670,2007,4th Quintile,Rural regions,Reasonable,0.61179,85,5185,0.50907,0.68931
671,671,2007,5th Quintile,Urban regions,Very Inexpensive,0.05886,38,5185,0.04418,0.07438
672,672,2007,5th Quintile,Urban regions,Inexpensive,0.26351,148,5185,0.22942,0.29882
673,673,2007,5th Quintile,Urban regions,Reasonable,0.50664,306,5185,0.46275,0.54652
674,674,2007,5th Quintile,Urban regions,Slightly Expensive,0.17098,111,5185,0.14506,0.1988
675,675,2007,5th Quintile,Rural regions,Reasonable,1.0,56,5185,0.76061,1.32541
676,676,2008,1st Quintile,Urban regions,Very Inexpensive,0.0662,61,4808,0.05374,0.07818
677,677,2008,1st Quintile,Urban regions,Inexpensive,0.21669,218,4808,0.19849,0.2398
678,678,2008,1st Quintile,Urban regions,Reasonable,0.46089,450,4808,0.42844,0.48769
679,679,2008,1st Quintile,Urban regions,Slightly Expensive,0.21622,202,4808,0.19744,0.23305
680,680,2008,1st Quintile,Urban regions,Too Expensive,0.04,31,4808,0.03138,0.04769
681,681,2008,1st Quintile,Rural regions,Very Inexpensive,0.0795,32,4808,0.06294,0.09382
682,682,2008,1st Quintile,Rural regions,Inexpensive,0.26434,127,4808,0.23067,0.29703
683,683,2008,1st Quintile,Rural regions,Reasonable,0.46697,236,4808,0.42133,0.50178
684,684,2008,1st Quintile,Rural regions,Slightly Expensive,0.18919,86,4808,0.15646,0.21754
685,685,2008,2nd Quintile,Urban regions,Very Inexpensive,0.06795,47,4808,0.05356,0.08133
686,686,2008,2nd Quintile,Urban regions,Inexpensive,0.24773,205,4808,0.22307,0.26984
687,687,2008,2nd Quintile,Urban regions,Reasonable,0.48691,379,4808,0.45146,0.52607
688,688,2008,2nd Quintile,Urban regions,Slightly Expensive,0.1974,151,4808,0.17622,0.22316
689,689,2008,2nd Quintile,Rural regions,Inexpensive,0.30556,99,4808,0.2677,0.34265
690,690,2008,2nd Quintile,Rural regions,Reasonable,0.47622,154,4808,0.41396,0.53402
691,691,2008,2nd Quintile,Rural regions,Slightly Expensive,0.21821,62,4808,0.18175,0.25607
692,692,2008,3rd Quintile,Urban regions,Very Inexpensive,0.08437,55,4808,0.06984,0.10064
693,693,2008,3rd Quintile,Urban regions,Inexpensive,0.23779,173,4808,0.21294,0.26198
694,694,2008,3rd Quintile,Urban regions,Reasonable,0.4756,331,4808,0.43889,0.51143
695,695,2008,3rd Quintile,Urban regions,Slightly Expensive,0.20224,144,4808,0.18088,0.22651
696,696,2008,3rd Quintile,Rural regions,Inexpensive,0.26942,66,4808,0.22221,0.32524
697,697,2008,3rd Quintile,Rural regions,Reasonable,0.49853,118,4808,0.4367,0.57055
698,698,2008,3rd Quintile,Rural regions,Slightly Expensive,0.23206,47,4808,0.18499,0.28652
699,699,2008,4th Quintile,Urban regions,Very Inexpensive,0.06229,34,4808,0.04618,0.07881
700,700,2008,4th Quintile,Urban regions,Inexpensive,0.2543,147,4808,0.22688,0.28577
701,701,2008,4th Quintile,Urban regions,Reasonable,0.50504,299,4808,0.45965,0.54459
702,702,2008,4th Quintile,Urban regions,Slightly Expensive,0.17838,94,4808,0.15571,0.20221
703,703,2008,4th Quintile,Rural regions,Inexpensive,0.32342,46,4808,0.25837,0.38545
704,704,2008,4th Quintile,Rural regions,Reasonable,0.46605,74,4808,0.38723,0.56486
705,705,2008,4th Quintile,Rural regions,Slightly Expensive,0.21054,36,4808,0.16477,0.28645
706,706,2008,5th Quintile,Urban regions,Very Inexpensive,0.06668,42,4808,0.0459,0.08607
707,707,2008,5th Quintile,Urban regions,Inexpensive,0.28567,137,4808,0.25067,0.32149
708,708,2008,5th Quintile,Urban regions,Reasonable,0.50005,285,4808,0.45442,0.55171
709,709,2008,5th Quintile,Urban regions,Slightly Expensive,0.14759,95,4808,0.1199,0.1748
710,710,2008,5th Quintile,Rural regions,Reasonable,1.0,45,4808,0.75711,1.29724
711,711,2009,1st Quintile,Urban regions,Very Inexpensive,0.05995,57,4534,0.04728,0.07412
712,712,2009,1st Quintile,Urban regions,Inexpensive,0.23935,234,4534,0.21559,0.26668
713,713,2009,1st Quintile,Urban regions,Reasonable,0.4464,425,4534,0.41358,0.47629
714,714,2009,1st Quintile,Urban regions,Slightly Expensive,0.2094,193,4534,0.18756,0.23136
715,715,2009,1st Quintile,Urban regions,Too Expensive,0.04491,34,4534,0.03652,0.05847
716,716,2009,1st Quintile,Rural regions,Very Inexpensive,0.065,33,4534,0.04989,0.08378
717,717,2009,1st Quintile,Rural regions,Inexpensive,0.24661,117,4534,0.213,0.27718
718,718,2009,1st Quintile,Rural regions,Reasonable,0.4984,217,4534,0.4433,0.54456
719,719,2009,1st Quintile,Rural regions,Slightly Expensive,0.18999,94,4534,0.1655,0.22975
720,720,2009,2nd Quintile,Urban regions,Very Inexpensive,0.07791,56,4534,0.0623,0.09619
721,721,2009,2nd Quintile,Urban regions,Inexpensive,0.23839,189,4534,0.2115,0.26554
722,722,2009,2nd Quintile,Urban regions,Reasonable,0.48694,354,4534,0.44988,0.52902
723,723,2009,2nd Quintile,Urban regions,Slightly Expensive,0.19676,144,4534,0.17335,0.22514
724,724,2009,2nd Quintile,Rural regions,Inexpensive,0.29788,96,4534,0.26315,0.33602
725,725,2009,2nd Quintile,Rural regions,Reasonable,0.49374,159,4534,0.43453,0.55646
726,726,2009,2nd Quintile,Rural regions,Slightly Expensive,0.20839,60,4534,0.17033,0.24607
727,727,2009,3rd Quintile,Urban regions,Very Inexpensive,0.06005,35,4534,0.04907,0.07235
728,728,2009,3rd Quintile,Urban regions,Inexpensive,0.27158,164,4534,0.24216,0.30226
729,729,2009,3rd Quintile,Urban regions,Reasonable,0.50016,312,4534,0.44899,0.54584
730,730,2009,3rd Quintile,Urban regions,Slightly Expensive,0.16821,112,4534,0.13998,0.19923
731,731,2009,3rd Quintile,Rural regions,Inexpensive,0.18489,56,4534,0.15265,0.22553
732,732,2009,3rd Quintile,Rural regions,Reasonable,0.5759,112,4534,0.47898,0.67552
733,733,2009,3rd Quintile,Rural regions,Slightly Expensive,0.23921,43,4534,0.18286,0.30154
734,734,2009,4th Quintile,Urban regions,Very Inexpensive,0.07045,40,4534,0.05283,0.08645
735,735,2009,4th Quintile,Urban regions,Inexpensive,0.22113,116,4534,0.18726,0.25538
736,736,2009,4th Quintile,Urban regions,Reasonable,0.52292,278,4534,0.47031,0.57272
737,737,2009,4th Quintile,Urban regions,Slightly Expensive,0.1855,85,4534,0.15622,0.21348
738,738,2009,4th Quintile,Rural regions,Inexpensive,0.28976,44,4534,0.22275,0.3524
739,739,2009,4th Quintile,Rural regions,Reasonable,0.52861,92,4534,0.44633,0.63784
740,740,2009,4th Quintile,Rural regions,Slightly Expensive,0.18164,31,4534,0.13006,0.25131
741,741,2009,5th Quintile,Urban regions,Very Inexpensive,0.0749,38,4534,0.05541,0.10026
742,742,2009,5th Quintile,Urban regions,Inexpensive,0.25896,125,4534,0.21399,0.29522
743,743,2009,5th Quintile,Urban regions,Reasonable,0.47538,247,4534,0.42086,0.53401
744,744,2009,5th Quintile,Urban regions,Slightly Expensive,0.19076,101,4534,0.162,0.23421
745,745,2009,5th Quintile,Rural regions,Reasonable,1.0,41,4534,0.69004,1.38355
746,746,2010,1st Quintile,Urban regions,Very Inexpensive,0.07187,112,6861,0.05747,0.08802
747,747,2010,1st Quintile,Urban regions,Inexpensive,0.20856,414,6861,0.18643,0.23524
748,748,2010,1st Quintile,Urban regions,Reasonable,0.46329,749,6861,0.42405,0.50786
749,749,2010,1st Quintile,Urban regions,Slightly Expensive,0.22596,387,6861,0.19686,0.25929
750,750,2010,1st Quintile,Urban regions,Too Expensive,0.03032,71,6861,0.02055,0.04252
751,751,2010,1st Quintile,Rural regions,Very Inexpensive,0.0756,64,6861,0.04889,0.10433
752,752,2010,1st Quintile,Rural regions,Inexpensive,0.24852,220,6861,0.20321,0.28869
753,753,2010,1st Quintile,Rural regions,Reasonable,0.43314,376,6861,0.38438,0.48797
754,754,2010,1st Quintile,Rural regions,Slightly Expensive,0.21092,180,6861,0.16531,0.24957
755,755,2010,1st Quintile,Rural regions,Too Expensive,0.03181,48,6861,0.02143,0.04165
756,756,2010,2nd Quintile,Urban regions,Very Inexpensive,0.06319,89,6861,0.04687,0.07664
757,757,2010,2nd Quintile,Urban regions,Inexpensive,0.2443,310,6861,0.21663,0.2788
758,758,2010,2nd Quintile,Urban regions,Reasonable,0.47859,520,6861,0.43373,0.52266
759,759,2010,2nd Quintile,Urban regions,Slightly Expensive,0.19249,212,6861,0.16559,0.22075
760,760,2010,2nd Quintile,Urban regions,Too Expensive,0.02143,33,6861,0.01271,0.03202
761,761,2010,2nd Quintile,Rural regions,Very Inexpensive,0.09544,47,6861,0.06253,0.12672
762,762,2010,2nd Quintile,Rural regions,Inexpensive,0.24323,147,6861,0.20447,0.28125
763,763,2010,2nd Quintile,Rural regions,Reasonable,0.47586,239,6861,0.40228,0.55304
764,764,2010,2nd Quintile,Rural regions,Slightly Expensive,0.18547,78,6861,0.13048,0.23863
765,765,2010,3rd Quintile,Urban regions,Very Inexpensive,0.08581,77,6861,0.06574,0.11274
766,766,2010,3rd Quintile,Urban regions,Inexpensive,0.22659,205,6861,0.19492,0.26547
767,767,2010,3rd Quintile,Urban regions,Reasonable,0.50259,372,6861,0.452,0.54889
768,768,2010,3rd Quintile,Urban regions,Slightly Expensive,0.185,147,6861,0.15506,0.21702
769,769,2010,3rd Quintile,Rural regions,Inexpensive,0.30811,87,6861,0.22645,0.3882
770,770,2010,3rd Quintile,Rural regions,Reasonable,0.48459,154,6861,0.3965,0.57963
771,771,2010,3rd Quintile,Rural regions,Slightly Expensive,0.20731,43,6861,0.14486,0.27512
772,772,2010,4th Quintile,Urban regions,Very Inexpensive,0.07913,59,6861,0.05731,0.10734
773,773,2010,4th Quintile,Urban regions,Inexpensive,0.26822,158,6861,0.2294,0.31228
774,774,2010,4th Quintile,Urban regions,Reasonable,0.44465,322,6861,0.39334,0.49479
775,775,2010,4th Quintile,Urban regions,Slightly Expensive,0.208,128,6861,0.17063,0.24778
776,776,2010,4th Quintile,Rural regions,Inexpensive,0.29519,47,6861,0.2194,0.36167
777,777,2010,4th Quintile,Rural regions,Reasonable,0.51274,82,6861,0.39478,0.62458
778,778,2010,4th Quintile,Rural regions,Slightly Expensive,0.19207,35,6861,0.12715,0.28021
779,779,2010,5th Quintile,Urban regions,Very Inexpensive,0.08072,47,6861,0.05316,0.10469
780,780,2010,5th Quintile,Urban regions,Inexpensive,0.22508,148,6861,0.18451,0.26929
781,781,2010,5th Quintile,Urban regions,Reasonable,0.5058,300,6861,0.44341,0.55403
782,782,2010,5th Quintile,Urban regions,Slightly Expensive,0.1884,108,6861,0.15109,0.23135
783,783,2010,5th Quintile,Rural regions,Reasonable,1.0,46,6861,0.68259,1.42202
784,784,2011,1st Quintile,Urban regions,Very Inexpensive,0.06064,126,8242,0.05007,0.07251
785,785,2011,1st Quintile,Urban regions,Inexpensive,0.24895,481,8242,0.22544,0.27552
786,786,2011,1st Quintile,Urban regions,Reasonable,0.45968,829,8242,0.427,0.49701
787,787,2011,1st Quintile,Urban regions,Slightly Expensive,0.19535,417,8242,0.17619,0.21755
788,788,2011,1st Quintile,Urban regions,Too Expensive,0.03537,91,8242,0.02762,0.04486
789,789,2011,1st Quintile,Rural regions,Very Inexpensive,0.07536,76,8242,0.05574,0.09978
790,790,2011,1st Quintile,Rural regions,Inexpensive,0.28839,280,8242,0.25093,0.33725
791,791,2011,1st Quintile,Rural regions,Reasonable,0.40088,459,8242,0.35993,0.43663
792,792,2011,1st Quintile,Rural regions,Slightly Expensive,0.1982,219,8242,0.16763,0.23526
793,793,2011,1st Quintile,Rural regions,Too Expensive,0.03717,50,8242,0.0256,0.05098
794,794,2011,2nd Quintile,Urban regions,Very Inexpensive,0.07148,108,8242,0.05507,0.08872
795,795,2011,2nd Quintile,Urban regions,Inexpensive,0.24834,360,8242,0.2222,0.27539
796,796,2011,2nd Quintile,Urban regions,Reasonable,0.47819,614,8242,0.44193,0.52119
797,797,2011,2nd Quintile,Urban regions,Slightly Expensive,0.17754,237,8242,0.15443,0.20352
798,798,2011,2nd Quintile,Urban regions,Too Expensive,0.02445,42,8242,0.01571,0.03456
799,799,2011,2nd Quintile,Rural regions,Very Inexpensive,0.07299,50,8242,0.04809,0.09931
800,800,2011,2nd Quintile,Rural regions,Inexpensive,0.24552,161,8242,0.20011,0.29965
801,801,2011,2nd Quintile,Rural regions,Reasonable,0.5155,296,8242,0.46277,0.58266
802,802,2011,2nd Quintile,Rural regions,Slightly Expensive,0.166,113,8242,0.13558,0.19942
803,803,2011,3rd Quintile,Urban regions,Very Inexpensive,0.08309,94,8242,0.06737,0.09906
804,804,2011,3rd Quintile,Urban regions,Inexpensive,0.21583,242,8242,0.18754,0.24394
805,805,2011,3rd Quintile,Urban regions,Reasonable,0.51559,477,8242,0.46541,0.56149
806,806,2011,3rd Quintile,Urban regions,Slightly Expensive,0.18549,181,8242,0.15921,0.2149
807,807,2011,3rd Quintile,Rural regions,Very Inexpensive,0.10372,48,8242,0.07249,0.14004
808,808,2011,3rd Quintile,Rural regions,Inexpensive,0.25067,90,8242,0.18719,0.31371
809,809,2011,3rd Quintile,Rural regions,Reasonable,0.44337,203,8242,0.37977,0.52361
810,810,2011,3rd Quintile,Rural regions,Slightly Expensive,0.20223,65,8242,0.14959,0.26308
811,811,2011,4th Quintile,Urban regions,Very Inexpensive,0.08692,72,8242,0.06519,0.10822
812,812,2011,4th Quintile,Urban regions,Inexpensive,0.23238,187,8242,0.20418,0.26736
813,813,2011,4th Quintile,Urban regions,Reasonable,0.51174,422,8242,0.47056,0.56968
814,814,2011,4th Quintile,Urban regions,Slightly Expensive,0.16895,126,8242,0.13716,0.19905
815,815,2011,4th Quintile,Rural regions,Very Inexpensive,0.13847,33,8242,0.08873,0.1844
816,816,2011,4th Quintile,Rural regions,Inexpensive,0.25973,69,8242,0.19254,0.32118
817,817,2011,4th Quintile,Rural regions,Reasonable,0.42026,106,8242,0.35123,0.50877
818,818,2011,4th Quintile,Rural regions,Slightly Expensive,0.18154,40,8242,0.12569,0.24518
819,819,2011,5th Quintile,Urban regions,Very Inexpensive,0.08058,58,8242,0.05386,0.10459
820,820,2011,5th Quintile,Urban regions,Inexpensive,0.24372,166,8242,0.20399,0.2852
821,821,2011,5th Quintile,Urban regions,Reasonable,0.50638,351,8242,0.45997,0.56386
822,822,2011,5th Quintile,Urban regions,Slightly Expensive,0.16932,113,8242,0.14163,0.20261
823,823,2011,5th Quintile,Rural regions,Inexpensive,0.47677,35,8242,0.34969,0.62846
824,824,2011,5th Quintile,Rural regions,Reasonable,0.52323,55,8242,0.38964,0.66207
825,825,2012,1st Quintile,Urban regions,Very Inexpensive,0.05745,123,8065,0.04826,0.06659
826,826,2012,1st Quintile,Urban regions,Inexpensive,0.23463,456,8065,0.20997,0.26001
827,827,2012,1st Quintile,Urban regions,Reasonable,0.47916,821,8065,0.44561,0.51608
828,828,2012,1st Quintile,Urban regions,Slightly Expensive,0.18568,369,8065,0.16462,0.20473
829,829,2012,1st Quintile,Urban regions,Too Expensive,0.04307,100,8065,0.03326,0.05311
830,830,2012,1st Quintile,Rural regions,Very Inexpensive,0.06677,68,8065,0.04713,0.08989
831,831,2012,1st Quintile,Rural regions,Inexpensive,0.26771,303,8065,0.23664,0.30436
832,832,2012,1st Quintile,Rural regions,Reasonable,0.45859,504,8065,0.41252,0.50716
833,833,2012,1st Quintile,Rural regions,Slightly Expensive,0.17271,199,8065,0.14665,0.20158
834,834,2012,1st Quintile,Rural regions,Too Expensive,0.03421,49,8065,0.02456,0.04526
835,835,2012,2nd Quintile,Urban regions,Very Inexpensive,0.06175,96,8065,0.04734,0.07572
836,836,2012,2nd Quintile,Urban regions,Inexpensive,0.25543,368,8065,0.22989,0.28327
837,837,2012,2nd Quintile,Urban regions,Reasonable,0.47063,595,8065,0.42967,0.50881
838,838,2012,2nd Quintile,Urban regions,Slightly Expensive,0.18409,218,8065,0.16124,0.21261
839,839,2012,2nd Quintile,Urban regions,Too Expensive,0.02809,41,8065,0.01968,0.03766
840,840,2012,2nd Quintile,Rural regions,Very Inexpensive,0.07418,47,8065,0.05011,0.10338
841,841,2012,2nd Quintile,Rural regions,Inexpensive,0.26617,172,8065,0.22946,0.31032
842,842,2012,2nd Quintile,Rural regions,Reasonable,0.48202,289,8065,0.43115,0.54747
843,843,2012,2nd Quintile,Rural regions,Slightly Expensive,0.17763,100,8065,0.13507,0.2222
844,844,2012,3rd Quintile,Urban regions,Very Inexpensive,0.08485,95,8065,0.07048,0.1015
845,845,2012,3rd Quintile,Urban regions,Inexpensive,0.27119,306,8065,0.2421,0.29987
846,846,2012,3rd Quintile,Urban regions,Reasonable,0.45911,454,8065,0.42447,0.50436
847,847,2012,3rd Quintile,Urban regions,Slightly Expensive,0.18485,168,8065,0.15766,0.21639
848,848,2012,3rd Quintile,Rural regions,Very Inexpensive,0.10492,38,8065,0.07273,0.14096
849,849,2012,3rd Quintile,Rural regions,Inexpensive,0.27887,111,8065,0.22869,0.34503
850,850,2012,3rd Quintile,Rural regions,Reasonable,0.41749,187,8065,0.35864,0.48419
851,851,2012,3rd Quintile,Rural regions,Slightly Expensive,0.19872,60,8065,0.15145,0.24688
852,852,2012,4th Quintile,Urban regions,Very Inexpensive,0.09974,74,8065,0.07879,0.12128
853,853,2012,4th Quintile,Urban regions,Inexpensive,0.23842,201,8065,0.20876,0.26686
854,854,2012,4th Quintile,Urban regions,Reasonable,0.50411,371,8065,0.45968,0.56198
855,855,2012,4th Quintile,Urban regions,Slightly Expensive,0.15774,113,8065,0.13472,0.18188
856,856,2012,4th Quintile,Rural regions,Inexpensive,0.29825,66,8065,0.23127,0.39124
857,857,2012,4th Quintile,Rural regions,Reasonable,0.55487,122,8065,0.47994,0.644
858,858,2012,4th Quintile,Rural regions,Slightly Expensive,0.14688,33,8065,0.08642,0.21008
859,859,2012,5th Quintile,Urban regions,Very Inexpensive,0.08904,49,8065,0.06822,0.11547
860,860,2012,5th Quintile,Urban regions,Inexpensive,0.24891,171,8065,0.21256,0.28499
861,861,2012,5th Quintile,Urban regions,Reasonable,0.50688,339,8065,0.45931,0.56293
862,862,2012,5th Quintile,Urban regions,Slightly Expensive,0.15517,90,8065,0.12721,0.18468
863,863,2012,5th Quintile,Rural regions,Inexpensive,0.44869,34,8065,0.33457,0.6043
864,864,2012,5th Quintile,Rural regions,Reasonable,0.55131,65,8065,0.40415,0.71103
865,865,2013,1st Quintile,Urban regions,Very Inexpensive,0.05947,150,9534,0.04949,0.07121
866,866,2013,1st Quintile,Urban regions,Inexpensive,0.23459,528,9534,0.21726,0.25546
867,867,2013,1st Quintile,Urban regions,Reasonable,0.47967,1104,9534,0.44475,0.51229
868,868,2013,1st Quintile,Urban regions,Slightly Expensive,0.18681,503,9534,0.16726,0.20715
869,869,2013,1st Quintile,Urban regions,Too Expensive,0.03946,124,9534,0.03115,0.04797
