year,hhtyp,regtyp,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,Couple with children,Rural regions,Reasonable,0.44150,321,684,0.40426,0.47874
2010,Couple with children,Rural regions,Slightly Expensive,0.15647,116,684,0.12923,0.18372
2011,Single-person household,Urban regions,Very Inexpensive,0.07324,114,1608,0.06050,0.08597
2011,Single-person household,Urban regions,Inexpensive,0.23336,401,1608,0.21268,0.25404
2011,Single-person household,Urban regions,Reasonable,0.48657,762,1608,0.46213,0.51100
2011,Single-person household,Urban regions,Slightly Expensive,0.18511,291,1608,0.16612,0.20410
2011,Single-person household,Urban regions,Too Expensive,0.02173,40,1608,0.01460,0.02886
2011,Single-person household,Rural regions,Very Inexpensive,0.07204,49,620,0.05167,0.09241
2011,Single-person household,Rural regions,Inexpensive,0.30166,174,620,0.26550,0.33782
2011,Single-person household,Rural regions,Reasonable,0.41242,293,620,0.37364,0.45120
2011,Single-person household,Rural regions,Slightly Expensive,0.17365,104,620,0.14381,0.20350
2011,Couple without children,Urban regions,Very Inexpensive,0.06842,98,1198,0.05411,0.08272
2011,Couple without children,Urban regions,Inexpensive,0.24070,286,1198,0.21648,0.26492
2011,Couple without children,Urban regions,Reasonable,0.51086,611,1198,0.48254,0.53917
2011,Couple without children,Urban regions,Slightly Expensive,0.16154,203,1198,0.14069,0.18239
2011,Couple without children,Rural regions,Very Inexpensive,0.09424,36,503,0.06868,0.11979
2011,Couple without children,Rural regions,Inexpensive,0.24372,125,503,0.20617,0.28128
2011,Couple without children,Rural regions,Reasonable,0.46801,257,503,0.42436,0.51166
2011,Couple without children,Rural regions,Slightly Expensive,0.17388,85,503,0.14073,0.20704
2011,Single parent,Urban regions,Very Inexpensive,0.06487,92,1168,0.05074,0.07900
2011,Single parent,Urban regions,Inexpensive,0.24490,285,1168,0.22023,0.26958
2011,Single parent,Urban regions,Reasonable,0.44218,485,1168,0.41368,0.47067
2011,Single parent,Urban regions,Slightly Expensive,0.20970,256,1168,0.18634,0.23305
2011,Single parent,Urban regions,Too Expensive,0.03835,50,1168,0.02733,0.04937
2011,Single parent,Rural regions,Very Inexpensive,0.07852,49,541,0.05583,0.10121
2011,Single parent,Rural regions,Inexpensive,0.22225,132,541,0.18719,0.25732
2011,Single parent,Rural regions,Reasonable,0.41412,245,541,0.37257,0.45566
2011,Single parent,Rural regions,Slightly Expensive,0.24473,115,541,0.20846,0.28099
2011,Couple with children,Urban regions,Very Inexpensive,0.08853,155,1789,0.07536,0.10170
2011,Couple with children,Urban regions,Inexpensive,0.23903,454,1789,0.21926,0.25880
2011,Couple with children,Urban regions,Reasonable,0.46278,803,1789,0.43966,0.48589
2011,Couple with children,Urban regions,Slightly Expensive,0.18201,318,1789,0.16413,0.19990
2011,Couple with children,Urban regions,Too Expensive,0.02765,59,1789,0.02005,0.03525
2011,Couple with children,Rural regions,Very Inexpensive,0.10555,74,722,0.08312,0.12798
2011,Couple with children,Rural regions,Inexpensive,0.23720,195,722,0.20615,0.26825
2011,Couple with children,Rural regions,Reasonable,0.42962,308,722,0.39348,0.46575
2011,Couple with children,Rural regions,Slightly Expensive,0.19225,145,722,0.16349,0.22101
2012,Single-person household,Urban regions,Very Inexpensive,0.07696,128,1685,0.06423,0.08969
2012,Single-person household,Urban regions,Inexpensive,0.25592,461,1685,0.23508,0.27676
2012,Single-person household,Urban regions,Reasonable,0.46896,776,1685,0.44513,0.49280
2012,Single-person household,Urban regions,Slightly Expensive,0.17175,280,1685,0.15373,0.18976
2012,Single-person household,Urban regions,Too Expensive,0.02641,40,1685,0.01875,0.03407
2012,Single-person household,Rural regions,Very Inexpensive,0.09337,61,702,0.07183,0.11491
2012,Single-person household,Rural regions,Inexpensive,0.25242,183,702,0.22026,0.28457
2012,Single-person household,Rural regions,Reasonable,0.46990,358,702,0.43295,0.50685
2012,Single-person household,Rural regions,Slightly Expensive,0.16122,100,702,0.13399,0.18844
2012,Couple without children,Urban regions,Very Inexpensive,0.06912,91,1178,0.05463,0.08361
2012,Couple without children,Urban regions,Inexpensive,0.24258,314,1178,0.21810,0.26707
2012,Couple without children,Urban regions,Reasonable,0.51081,591,1178,0.48225,0.53937
2012,Couple without children,Urban regions,Slightly Expensive,0.16441,182,1178,0.14323,0.18559
2012,Couple without children,Rural regions,Inexpensive,0.28438,157,504,0.24496,0.32381
2012,Couple without children,Rural regions,Reasonable,0.47031,261,504,0.42669,0.51393
2012,Couple without children,Rural regions,Slightly Expensive,0.16104,86,504,0.12891,0.19316
2012,Single parent,Urban regions,Very Inexpensive,0.07524,83,1095,0.05961,0.09087
2012,Single parent,Urban regions,Inexpensive,0.24522,290,1095,0.21972,0.27071
2012,Single parent,Urban regions,Reasonable,0.42537,454,1095,0.39608,0.45467
2012,Single parent,Urban regions,Slightly Expensive,0.20984,215,1095,0.18571,0.23397
2012,Single parent,Urban regions,Too Expensive,0.04434,53,1095,0.03214,0.05653
2012,Single parent,Rural regions,Very Inexpensive,0.06908,45,515,0.04715,0.09100
2012,Single parent,Rural regions,Inexpensive,0.34432,151,515,0.30324,0.38540
2012,Single parent,Rural regions,Reasonable,0.35315,224,515,0.31183,0.39447
2012,Single parent,Rural regions,Slightly Expensive,0.19284,95,515,0.15873,0.22695
2012,Couple with children,Urban regions,Very Inexpensive,0.06686,131,1630,0.05473,0.07899
2012,Couple with children,Urban regions,Inexpensive,0.22993,423,1630,0.20950,0.25037
2012,Couple with children,Urban regions,Reasonable,0.47989,740,1630,0.45563,0.50415
2012,Couple with children,Urban regions,Slightly Expensive,0.18952,274,1630,0.17049,0.20856
2012,Couple with children,Urban regions,Too Expensive,0.03379,62,1630,0.02502,0.04257
2012,Couple with children,Rural regions,Very Inexpensive,0.06351,50,666,0.04497,0.08205
2012,Couple with children,Rural regions,Inexpensive,0.25501,182,666,0.22188,0.28813
2012,Couple with children,Rural regions,Reasonable,0.42911,309,666,0.39149,0.46673
2012,Couple with children,Rural regions,Slightly Expensive,0.19912,125,666,0.16877,0.22948
2013,Single-person household,Urban regions,Very Inexpensive,0.07600,147,1851,0.06393,0.08808
2013,Single-person household,Urban regions,Inexpensive,0.25512,485,1851,0.23525,0.27498
2013,Single-person household,Urban regions,Reasonable,0.48141,870,1851,0.45864,0.50418
2013,Single-person household,Urban regions,Slightly Expensive,0.16175,296,1851,0.14497,0.17853
2013,Single-person household,Urban regions,Too Expensive,0.02571,53,1851,0.01850,0.03292
2013,Single-person household,Rural regions,Very Inexpensive,0.08981,59,724,0.06897,0.11065
2013,Single-person household,Rural regions,Inexpensive,0.30633,213,724,0.27272,0.33993
2013,Single-person household,Rural regions,Reasonable,0.44767,356,724,0.41143,0.48392
2013,Single-person household,Rural regions,Slightly Expensive,0.13255,96,724,0.10783,0.15726
2013,Couple without children,Urban regions,Very Inexpensive,0.06658,103,1365,0.05335,0.07981
2013,Couple without children,Urban regions,Inexpensive,0.30290,390,1365,0.27851,0.32729
2013,Couple without children,Urban regions,Reasonable,0.43740,637,1365,0.41107,0.46372
2013,Couple without children,Urban regions,Slightly Expensive,0.18152,235,1365,0.16106,0.20197
2013,Couple without children,Rural regions,Very Inexpensive,0.05714,38,583,0.03828,0.07600
2013,Couple without children,Rural regions,Inexpensive,0.27332,152,583,0.23711,0.30952
2013,Couple without children,Rural regions,Reasonable,0.53306,312,583,0.49253,0.57359
2013,Couple without children,Rural regions,Slightly Expensive,0.12197,81,583,0.09538,0.14856
2013,Single parent,Urban regions,Very Inexpensive,0.09784,87,1179,0.08088,0.11481
2013,Single parent,Urban regions,Inexpensive,0.21992,279,1179,0.19627,0.24357
2013,Single parent,Urban regions,Reasonable,0.42756,519,1179,0.39931,0.45581
2013,Single parent,Urban regions,Slightly Expensive,0.20164,236,1179,0.17873,0.22456
2013,Single parent,Urban regions,Too Expensive,0.05304,58,1179,0.04024,0.06583
2013,Single parent,Rural regions,Very Inexpensive,0.06284,39,513,0.04182,0.08386
2013,Single parent,Rural regions,Inexpensive,0.24182,131,513,0.20473,0.27891
2013,Single parent,Rural regions,Reasonable,0.49485,235,513,0.45155,0.53816
2013,Single parent,Rural regions,Slightly Expensive,0.18410,108,513,0.15052,0.21767
2013,Couple with children,Urban regions,Very Inexpensive,0.07893,166,2253,0.06779,0.09006
2013,Couple with children,Urban regions,Inexpensive,0.22741,549,2253,0.21010,0.24472
2013,Couple with children,Urban regions,Reasonable,0.48396,1026,2253,0.46332,0.50460
2013,Couple with children,Urban regions,Slightly Expensive,0.17145,411,2253,0.15588,0.18701
2013,Couple with children,Urban regions,Too Expensive,0.03825,101,2253,0.03033,0.04618
2013,Couple with children,Rural regions,Very Inexpensive,0.08371,63,798,0.06448,0.10293
2013,Couple with children,Rural regions,Inexpensive,0.27218,211,798,0.24128,0.30308
2013,Couple with children,Rural regions,Reasonable,0.42996,378,798,0.39559,0.46433
2013,Couple with children,Rural regions,Slightly Expensive,0.19123,146,798,0.16392,0.21853
2013,Other Combinations,Urban regions,Inexpensive,0.22255,43,163,0.15850,0.28661
2013,Other Combinations,Urban regions,Reasonable,0.46065,78,163,0.38389,0.53741
2013,Other Combinations,Urban regions,Slightly Expensive,0.18053,42,163,0.12130,0.23976
2014,Single-person household,Urban regions,Very Inexpensive,0.08429,160,1706,0.07111,0.09748
2014,Single-person household,Urban regions,Inexpensive,0.27527,475,1706,0.25407,0.29647
2014,Single-person household,Urban regions,Reasonable,0.46216,776,1706,0.43850,0.48583
2014,Single-person household,Urban regions,Slightly Expensive,0.15619,259,1706,0.13896,0.17343
2014,Single-person household,Urban regions,Too Expensive,0.02208,36,1706,0.01511,0.02906
2014,Single-person household,Rural regions,Very Inexpensive,0.09658,77,722,0.07501,0.11814
2014,Single-person household,Rural regions,Inexpensive,0.29249,208,722,0.25928,0.32569
2014,Single-person household,Rural regions,Reasonable,0.44266,335,722,0.40640,0.47891
2014,Single-person household,Rural regions,Slightly Expensive,0.14621,102,722,0.12042,0.17200
2014,Couple without children,Urban regions,Very Inexpensive,0.07406,116,1269,0.05965,0.08847
2014,Couple without children,Urban regions,Inexpensive,0.28171,367,1269,0.25695,0.30647
2014,Couple without children,Urban regions,Reasonable,0.44312,565,1269,0.41578,0.47046
2014,Couple without children,Urban regions,Slightly Expensive,0.18892,221,1269,0.16737,0.21047
2014,Couple without children,Rural regions,Very Inexpensive,0.08825,54,597,0.06548,0.11103
2014,Couple without children,Rural regions,Inexpensive,0.33218,194,597,0.29436,0.36999
2014,Couple without children,Rural regions,Reasonable,0.43273,273,597,0.39295,0.47251
2014,Couple without children,Rural regions,Slightly Expensive,0.12298,76,597,0.09662,0.14935
2014,Single parent,Urban regions,Very Inexpensive,0.06436,70,925,0.04854,0.08019
2014,Single parent,Urban regions,Inexpensive,0.25174,226,925,0.22376,0.27973
2014,Single parent,Urban regions,Reasonable,0.40070,369,925,0.36910,0.43230
2014,Single parent,Urban regions,Slightly Expensive,0.23788,216,925,0.21042,0.26533
2014,Single parent,Urban regions,Too Expensive,0.04532,44,925,0.03190,0.05873
2014,Single parent,Rural regions,Very Inexpensive,0.13705,40,416,0.10396,0.17014
2014,Single parent,Rural regions,Inexpensive,0.20269,103,416,0.16401,0.24136
2014,Single parent,Rural regions,Reasonable,0.42429,176,416,0.37673,0.47184
2014,Single parent,Rural regions,Slightly Expensive,0.19485,97,416,0.15674,0.23296
2014,Couple with children,Urban regions,Very Inexpensive,0.09012,145,1865,0.07712,0.10312
2014,Couple with children,Urban regions,Inexpensive,0.23890,442,1865,0.21955,0.25826
2014,Couple with children,Urban regions,Reasonable,0.45448,853,1865,0.43188,0.47709
2014,Couple with children,Urban regions,Slightly Expensive,0.18699,356,1865,0.16929,0.20469
2014,Couple with children,Urban regions,Too Expensive,0.02950,69,1865,0.02181,0.03718
2014,Couple with children,Rural regions,Very Inexpensive,0.11049,67,682,0.08694,0.13404
2014,Couple with children,Rural regions,Inexpensive,0.26478,189,682,0.23164,0.29792
2014,Couple with children,Rural regions,Reasonable,0.40516,310,682,0.36828,0.44203
2014,Couple with children,Rural regions,Slightly Expensive,0.18798,116,682,0.15864,0.21732
2014,Other Combinations,Urban regions,Reasonable,0.52238,64,64,0.39903,0.64572
