"ple0008","year","age_gr","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Schlecht","2009","17-29","weiblich","10","","",""
"Schlecht","2009","30-45","männlich","24","","",""
"Schlecht","2009","30-45","weiblich","34","0.0148257135970579","0.0100547734713061","0.0195966537228098"
"Schlecht","2009","46-65","männlich","124","0.0443852147315247","0.0370241274054669","0.0517463020575824"
"Schlecht","2009","46-65","weiblich","131","0.0523073917949512","0.0447144672608493","0.059900316329053"
"Schlecht","2009","66","männlich","","","",""
"Schlecht","2009","66","weiblich","","","",""
"Sehr gut","2010","17-29","männlich","441","0.24605978451327","0.225615370190048","0.266504198836493"
"Sehr gut","2010","17-29","weiblich","478","0.218183590163999","0.200968188797785","0.235398991530214"
"Sehr gut","2010","30-45","männlich","601","0.136723149321495","0.125990260751801","0.147456037891189"
"Sehr gut","2010","30-45","weiblich","781","0.119651533520099","0.110770247655309","0.128532819384889"
"Sehr gut","2010","46-65","männlich","185","0.0384086341491992","0.031893031704954","0.0449242365934445"
"Sehr gut","2010","46-65","weiblich","219","0.0547681347815761","0.0473367511320475","0.0621995184311047"
"Sehr gut","2010","66","männlich","","","",""
"Sehr gut","2010","66","weiblich","","","",""
"Gut","2010","17-29","männlich","855","0.512112052725243","0.488385838753683","0.535838266696804"
"Gut","2010","17-29","weiblich","1077","0.504355727203608","0.483515269910881","0.525196184496336"
"Gut","2010","30-45","männlich","1958","0.472050822426752","0.45645490294741","0.487646741906094"
"Gut","2010","30-45","weiblich","2430","0.459961810752695","0.446323438749787","0.473600182755604"
"Gut","2010","46-65","männlich","1286","0.366240136519775","0.349906224853187","0.382574048186364"
"Gut","2010","46-65","weiblich","1323","0.339164063491338","0.323701258768341","0.354626868214335"
"Gut","2010","66","männlich","","","",""
"Gut","2010","66","weiblich","","","",""
"Zufriedenstellend","2010","17-29","männlich","323","0.197643555759195","0.178741418992882","0.216545692525508"
"Zufriedenstellend","2010","17-29","weiblich","458","0.202761763557728","0.186003044922602","0.219520482192854"
"Zufriedenstellend","2010","30-45","männlich","1009","0.284620650131309","0.270523804333015","0.298717495929603"
"Zufriedenstellend","2010","30-45","weiblich","1321","0.294846437291597","0.282368890622046","0.307323983961149"
"Zufriedenstellend","2010","46-65","männlich","1210","0.372473230155971","0.356082113941778","0.388864346370165"
"Zufriedenstellend","2010","46-65","weiblich","1318","0.37009013261932","0.354320212657971","0.385860052580669"
"Zufriedenstellend","2010","66","männlich","","","",""
"Zufriedenstellend","2010","66","weiblich","","","",""
"Weniger gut","2010","17-29","männlich","70","0.038076827204933","0.0289926317594598","0.0471610226504062"
"Weniger gut","2010","17-29","weiblich","175","0.0671938593481314","0.0567583365573241","0.0776293821389387"
"Weniger gut","2010","30-45","männlich","311","0.0919668847921593","0.082938976731193","0.100994792853126"
"Weniger gut","2010","30-45","weiblich","501","0.102804885301719","0.0944941445500471","0.11111562605339"
"Weniger gut","2010","46-65","männlich","518","0.170414802175275","0.157667184702139","0.183162419648412"
"Weniger gut","2010","46-65","weiblich","581","0.179205056660792","0.166678578185467","0.191731535136117"
"Weniger gut","2010","66","männlich","","","",""
"Weniger gut","2010","66","weiblich","","","",""
"Schlecht","2010","17-29","männlich","16","","",""
"Schlecht","2010","17-29","weiblich","23","","",""
"Schlecht","2010","30-45","männlich","57","0.0146384933282847","0.0108864613434564","0.018390525313113"
"Schlecht","2010","30-45","weiblich","97","0.0227353331338897","0.0186564039247559","0.0268142623430235"
"Schlecht","2010","46-65","männlich","143","0.0524631969997787","0.0449040935671244","0.060022300432433"
"Schlecht","2010","46-65","weiblich","160","0.0567726124469734","0.0492144856905573","0.0643307392033895"
"Schlecht","2010","66","männlich","","","",""
"Schlecht","2010","66","weiblich","","","",""
"Sehr gut","2011","17-29","männlich","549","0.298620740934303","0.277900264287069","0.319341217581538"
"Sehr gut","2011","17-29","weiblich","466","0.203346260079987","0.1868866141866","0.219805905973374"
"Sehr gut","2011","30-45","männlich","575","0.143060320614867","0.132425566478459","0.153695074751276"
"Sehr gut","2011","30-45","weiblich","779","0.130191933155085","0.121500761948218","0.138883104361951"
"Sehr gut","2011","46-65","männlich","265","0.050096276498272","0.0435987709126029","0.0565937820839412"
"Sehr gut","2011","46-65","weiblich","305","0.054804879729019","0.0483581216960536","0.0612516377619844"
"Sehr gut","2011","66","männlich","","","",""
"Sehr gut","2011","66","weiblich","","","",""
"Gut","2011","17-29","männlich","905","0.466691018832306","0.444103555107403","0.48927848255721"
"Gut","2011","17-29","weiblich","1135","0.50868235128456","0.488238057607911","0.529126644961208"
"Gut","2011","30-45","männlich","2104","0.484082592094751","0.468903613298987","0.499261570890515"
"Gut","2011","30-45","weiblich","2755","0.482135530818523","0.469230258351447","0.495040803285599"
"Gut","2011","46-65","männlich","1625","0.360746286487781","0.346442806679909","0.375049766295652"
"Gut","2011","46-65","weiblich","1753","0.338802543074339","0.325396212064112","0.352208874084566"
"Gut","2011","66","männlich","","","",""
"Gut","2011","66","weiblich","","","",""
"Zufriedenstellend","2011","17-29","männlich","328","0.190289215996501","0.172517255147173","0.208061176845828"
"Zufriedenstellend","2011","17-29","weiblich","490","0.208664303474123","0.192046559950144","0.225282046998103"
"Zufriedenstellend","2011","30-45","männlich","1058","0.271427829015409","0.257920912783336","0.284934745247483"
"Zufriedenstellend","2011","30-45","weiblich","1498","0.263027473158658","0.251656418232224","0.274398528085093"
"Zufriedenstellend","2011","46-65","männlich","1626","0.384207809804102","0.369719946974894","0.39869567263331"
"Zufriedenstellend","2011","46-65","weiblich","1694","0.36532645463433","0.351687321161549","0.378965588107111"
"Zufriedenstellend","2011","66","männlich","","","",""
"Zufriedenstellend","2011","66","weiblich","","","",""
"Weniger gut","2011","17-29","männlich","77","0.0380786385487121","0.0294135343692136","0.0467437427282105"
"Weniger gut","2011","17-29","weiblich","183","0.0721670497708058","0.0615849472442683","0.0827491522973433"
"Weniger gut","2011","30-45","männlich","352","0.0810691027428246","0.0727789632001335","0.0893592422855158"
"Weniger gut","2011","30-45","weiblich","606","0.102677117791551","0.0948376648460941","0.110516570737008"
"Weniger gut","2011","46-65","männlich","628","0.159404535371314","0.148501485440303","0.170307585302324"
"Weniger gut","2011","46-65","weiblich","818","0.193243703413041","0.182059762139299","0.204427644686783"
"Weniger gut","2011","66","männlich","","","",""
"Weniger gut","2011","66","weiblich","","","",""
"Schlecht","2011","17-29","männlich","15","","",""
"Schlecht","2011","17-29","weiblich","23","","",""
"Schlecht","2011","30-45","männlich","75","0.0203601555321483","0.0160705584958889","0.0246497525684076"
"Schlecht","2011","30-45","weiblich","121","0.0219679450761831","0.0181822484041457","0.0257536417482205"
"Schlecht","2011","46-65","männlich","186","0.0455450918385319","0.039334933953014","0.0517552497240499"
"Schlecht","2011","46-65","weiblich","218","0.0478224191492707","0.0417781225584314","0.05386671574011"
"Schlecht","2011","66","männlich","","","",""
"Schlecht","2011","66","weiblich","","","",""
"Sehr gut","2012","17-29","männlich","524","0.29460516855572","0.273854621837502","0.315355715273939"
"Sehr gut","2012","17-29","weiblich","442","0.202798750035603","0.185691034366311","0.219906465704894"
"Sehr gut","2012","30-45","männlich","496","0.131031479439216","0.120278724092279","0.141784234786153"
"Sehr gut","2012","30-45","weiblich","641","0.128270896310611","0.119255591130682","0.13728620149054"
"Sehr gut","2012","46-65","männlich","255","0.0461550172550408","0.0399383475596507","0.0523716869504309"
"Sehr gut","2012","46-65","weiblich","307","0.0592401120425982","0.0526907102013013","0.0657895138838951"
"Sehr gut","2012","66","männlich","","","",""
"Sehr gut","2012","66","weiblich","","","",""
"Gut","2012","17-29","männlich","904","0.466951204581104","0.444241449039853","0.489660960122355"
"Gut","2012","17-29","weiblich","1015","0.488536056072024","0.467267832163466","0.509804279980582"
"Gut","2012","30-45","männlich","1929","0.500077486169982","0.484144399465101","0.516010572874864"
"Gut","2012","30-45","weiblich","2609","0.483443806596897","0.469971021509801","0.496916591683992"
"Gut","2012","46-65","männlich","1718","0.368861547978695","0.354565913121967","0.383157182835423"
"Gut","2012","46-65","weiblich","1906","0.354838860348729","0.341564793691939","0.368112927005519"
"Gut","2012","66","männlich","","","",""
"Gut","2012","66","weiblich","","","",""
"Zufriedenstellend","2012","17-29","männlich","309","0.178634839616436","0.161198936503131","0.19607074272974"
"Zufriedenstellend","2012","17-29","weiblich","470","0.219141939487912","0.201541472109954","0.236742406865871"
"Zufriedenstellend","2012","30-45","männlich","989","0.272952149693295","0.258756519496612","0.287147779889979"
"Zufriedenstellend","2012","30-45","weiblich","1409","0.27404788052188","0.262022666688665","0.286073094355094"
"Zufriedenstellend","2012","46-65","männlich","1609","0.393909313867622","0.379432387539836","0.408386240195408"
"Zufriedenstellend","2012","46-65","weiblich","1804","0.373688927895757","0.360267322507251","0.387110533284264"
"Zufriedenstellend","2012","66","männlich","","","",""
"Zufriedenstellend","2012","66","weiblich","","","",""
"Weniger gut","2012","17-29","männlich","98","0.0511191436977152","0.0410939942919017","0.0611442931035287"
"Weniger gut","2012","17-29","weiblich","168","0.0785392927331117","0.0670931988258009","0.0899853866404225"
"Weniger gut","2012","30-45","männlich","298","0.0771789906161226","0.0686746978195653","0.0856832834126799"
"Weniger gut","2012","30-45","weiblich","516","0.0942736952553941","0.0863956340428507","0.102151756467937"
"Weniger gut","2012","46-65","männlich","618","0.151369102526079","0.140750008353578","0.16198819669858"
"Weniger gut","2012","46-65","weiblich","766","0.164691338895067","0.154401390932893","0.174981286857242"
"Weniger gut","2012","66","männlich","","","",""
"Weniger gut","2012","66","weiblich","","","",""
"Schlecht","2012","17-29","männlich","19","","",""
"Schlecht","2012","17-29","weiblich","27","","",""
"Schlecht","2012","30-45","männlich","71","0.0187598940813839","0.0144364210260132","0.0230833671367547"
"Schlecht","2012","30-45","weiblich","110","0.0199637213152188","0.016192626769387","0.0237348158610505"
"Schlecht","2012","46-65","männlich","176","0.039705018372563","0.0339196040731958","0.0454904326719302"
"Schlecht","2012","46-65","weiblich","208","0.0475407608178485","0.0416372471996424","0.0534442744360546"
"Schlecht","2012","66","männlich","","","",""
"Schlecht","2012","66","weiblich","","","",""
"Sehr gut","2013","17-29","männlich","765","0.297076633981811","0.278600870364696","0.315552397598926"
"Sehr gut","2013","17-29","weiblich","644","0.226835037234681","0.21095611524212","0.242713959227243"
"Sehr gut","2013","30-45","männlich","677","0.153577409847644","0.142882835165814","0.164271984529474"
"Sehr gut","2013","30-45","weiblich","832","0.131949177984827","0.123378590336121","0.140519765633533"
"Sehr gut","2013","46-65","männlich","337","0.0601479863376005","0.0534225181561218","0.0668734545190792"
"Sehr gut","2013","46-65","weiblich","321","0.0515241004331605","0.045617535888899","0.057430664977422"
"Sehr gut","2013","66","männlich","","","",""
"Sehr gut","2013","66","weiblich","","","",""
"Gut","2013","17-29","männlich","1104","0.492402531795551","0.472189380711871","0.512615682879231"
"Gut","2013","17-29","weiblich","1231","0.460956429779828","0.442055997475733","0.479856862083923"
"Gut","2013","30-45","männlich","2116","0.483510136007727","0.46868700598012","0.498333266035334"
"Gut","2013","30-45","weiblich","2826","0.472615440776956","0.459972376724627","0.485258504829284"
"Gut","2013","46-65","männlich","1766","0.34880161255149","0.335320425384689","0.362282799718291"
"Gut","2013","46-65","weiblich","1938","0.327926209506308","0.315382871104539","0.340469547908078"
"Gut","2013","66","männlich","","","",""
"Gut","2013","66","weiblich","","","",""
"Zufriedenstellend","2013","17-29","männlich","365","0.164525698347828","0.149535838257913","0.179515558437744"
"Zufriedenstellend","2013","17-29","weiblich","563","0.22731773959413","0.211426894308421","0.243208584879838"
"Zufriedenstellend","2013","30-45","männlich","1106","0.249735140552531","0.236895485490422","0.26257479561464"
"Zufriedenstellend","2013","30-45","weiblich","1554","0.271874424094226","0.260607068516358","0.283141779672094"
"Zufriedenstellend","2013","46-65","männlich","1750","0.37864180504555","0.364921380991972","0.392362229099128"
"Zufriedenstellend","2013","46-65","weiblich","1918","0.386295498101798","0.37328613387269","0.399304862330907"
"Zufriedenstellend","2013","66","männlich","","","",""
"Zufriedenstellend","2013","66","weiblich","","","",""
"Weniger gut","2013","17-29","männlich","92","0.0355407131263767","0.0280552413297316","0.0430261849230218"
"Weniger gut","2013","17-29","weiblich","205","0.0757633283355005","0.0657298622984543","0.0857967943725467"
"Weniger gut","2013","30-45","männlich","370","0.0889791301880615","0.0805338421508162","0.0974244182253068"
"Weniger gut","2013","30-45","weiblich","663","0.101601310406214","0.0939502982960013","0.109252322516426"
"Weniger gut","2013","46-65","männlich","729","0.162778460708398","0.152336046806629","0.173220874610168"
"Weniger gut","2013","46-65","weiblich","952","0.186120047747214","0.175721005367718","0.19651909012671"
"Weniger gut","2013","66","männlich","","","",""
"Weniger gut","2013","66","weiblich","","","",""
"Schlecht","2013","17-29","männlich","24","","",""
"Schlecht","2013","17-29","weiblich","29","","",""
"Schlecht","2013","30-45","männlich","97","0.0241981834040367","0.0196401403983176","0.0287562264097559"
"Schlecht","2013","30-45","weiblich","115","0.021959646737778","0.018248349473865","0.025670944001691"
"Schlecht","2013","46-65","männlich","219","0.049630135356961","0.0434868414082124","0.0557734293057095"
"Schlecht","2013","46-65","weiblich","252","0.0481341442115192","0.0424149993544255","0.0538532890686129"
"Schlecht","2013","66","männlich","","","",""
"Schlecht","2013","66","weiblich","","","",""
"Sehr gut","2014","17-29","männlich","597","0.297380788955399","0.277583779998099","0.317177797912699"
"Sehr gut","2014","17-29","weiblich","429","0.205783893305856","0.189038471979643","0.222529314632068"
"Sehr gut","2014","30-45","männlich","471","0.141190255215137","0.129813772504062","0.152566737926213"
"Sehr gut","2014","30-45","weiblich","592","0.126267996445161","0.116984025912138","0.135551966978185"
"Sehr gut","2014","46-65","männlich","264","0.0542555643066786","0.0475271470111416","0.0609839816022157"
"Sehr gut","2014","46-65","weiblich","263","0.0524566674652507","0.0462458984182777","0.0586674365122238"
"Sehr gut","2014","66","männlich","","","",""
"Sehr gut","2014","66","weiblich","","","",""
"Gut","2014","17-29","männlich","977","0.464951971747945","0.443350489838529","0.48655345365736"
"Gut","2014","17-29","weiblich","1111","0.491870123304922","0.471162339046892","0.512577907562952"
"Gut","2014","30-45","männlich","1833","0.505779193503952","0.489444982554403","0.522113404453502"
"Gut","2014","30-45","weiblich","2290","0.453831785222628","0.439915970026523","0.467747600418734"
"Gut","2014","46-65","männlich","1672","0.364191187712817","0.349897908858803","0.378484466566831"
"Gut","2014","46-65","weiblich","1765","0.339523707970795","0.326331752984962","0.352715662956627"
"Gut","2014","66","männlich","","","",""
"Gut","2014","66","weiblich","","","",""
"Zufriedenstellend","2014","17-29","männlich","356","0.173904525757887","0.157489042273341","0.190320009242434"
"Zufriedenstellend","2014","17-29","weiblich","499","0.213399302825341","0.196428800176888","0.230369805473793"
"Zufriedenstellend","2014","30-45","männlich","933","0.260424032241586","0.246086015194078","0.274762049289095"
"Zufriedenstellend","2014","30-45","weiblich","1363","0.279413247395663","0.266871310245","0.291955184546326"
"Zufriedenstellend","2014","46-65","männlich","1596","0.369309512401664","0.354974196555645","0.383644828247684"
"Zufriedenstellend","2014","46-65","weiblich","1809","0.37148472377901","0.358023830219429","0.384945617338592"
"Zufriedenstellend","2014","66","männlich","","","",""
"Zufriedenstellend","2014","66","weiblich","","","",""
"Weniger gut","2014","17-29","männlich","97","0.0538805224856616","0.0441020277622214","0.0636590172091019"
"Weniger gut","2014","17-29","weiblich","179","0.0824720084846966","0.0710778044757875","0.0938662124936056"
"Weniger gut","2014","30-45","männlich","290","0.0708522685649885","0.0624697131483481","0.0792348239816289"
"Weniger gut","2014","30-45","weiblich","572","0.118243525324482","0.109218238759728","0.127268811889236"
"Weniger gut","2014","46-65","männlich","652","0.171765689854289","0.160562319408958","0.182969060299621"
"Weniger gut","2014","46-65","weiblich","894","0.191412283032897","0.180452701722608","0.202371864343186"
"Weniger gut","2014","66","männlich","","","",""
"Weniger gut","2014","66","weiblich","","","",""
"Schlecht","2014","17-29","männlich","21","","",""
"Schlecht","2014","17-29","weiblich","21","","",""
"Schlecht","2014","30-45","männlich","72","0.0217542504743354","0.0169882595085218","0.0265202414401491"
"Schlecht","2014","30-45","weiblich","100","0.0222434456120655","0.0181213848812306","0.0263655063429004"
"Schlecht","2014","46-65","männlich","170","0.0404780457245508","0.0346242022591721","0.0463318891899294"
"Schlecht","2014","46-65","weiblich","219","0.0451226177520479","0.0393401071422645","0.0509051283618312"
"Schlecht","2014","66","männlich","","","",""
"Schlecht","2014","66","weiblich","","","",""
"Sehr gut","2015","17-29","männlich","608","0.282018782490535","0.262818729751084","0.301218835229986"
"Sehr gut","2015","17-29","weiblich","541","0.217995373535942","0.201298510593879","0.234692236478005"
"Sehr gut","2015","30-45","männlich","551","0.144032048235255","0.132419456492893","0.155644639977618"
"Sehr gut","2015","30-45","weiblich","612","0.132398060897227","0.122773890938621","0.142022230855834"
"Sehr gut","2015","46-65","männlich","265","0.0560120237880169","0.0491263376396941","0.0628977099363398"
"Sehr gut","2015","46-65","weiblich","297","0.0607670447786834","0.05404073127222","0.0674933582851469"
"Sehr gut","2015","66","männlich","","","",""
"Sehr gut","2015","66","weiblich","","","",""
"Gut","2015","17-29","männlich","1022","0.471425003886259","0.450125647630773","0.492724360141744"
"Gut","2015","17-29","weiblich","1091","0.497194084103291","0.476974614997426","0.517413553209156"
"Gut","2015","30-45","männlich","1776","0.502725748500506","0.486189599066089","0.519261897934922"
"Gut","2015","30-45","weiblich","2230","0.45763742070501","0.443490307201347","0.471784534208673"
"Gut","2015","46-65","männlich","1644","0.348242164549578","0.333976002028813","0.362508327070343"
"Gut","2015","46-65","weiblich","1749","0.339094354259778","0.325765697118543","0.352423011401014"
"Gut","2015","66","männlich","","","",""
"Gut","2015","66","weiblich","","","",""
"Zufriedenstellend","2015","17-29","männlich","356","0.181008973788613","0.164580527657342","0.197437419919885"
"Zufriedenstellend","2015","17-29","weiblich","506","0.19652319639869","0.180453777806734","0.212592614990646"
"Zufriedenstellend","2015","30-45","männlich","860","0.255313416092691","0.240892447847296","0.269734384338085"
"Zufriedenstellend","2015","30-45","weiblich","1286","0.274025183387723","0.261359803197743","0.286690563577703"
"Zufriedenstellend","2015","46-65","männlich","1566","0.386902694638595","0.372318282085058","0.401487107192132"
"Zufriedenstellend","2015","46-65","weiblich","1756","0.374969717011553","0.361339429604282","0.388600004418824"
"Zufriedenstellend","2015","66","männlich","","","",""
"Zufriedenstellend","2015","66","weiblich","","","",""
"Weniger gut","2015","17-29","männlich","113","0.0614822294020676","0.0512327238027944","0.0717317350013407"
"Weniger gut","2015","17-29","weiblich","186","0.0762879596788055","0.0655529390127439","0.0870229803448671"
"Weniger gut","2015","30-45","männlich","264","0.0726858217490403","0.0640994608278138","0.0812721826702668"
"Weniger gut","2015","30-45","weiblich","538","0.111669072390524","0.102725396341283","0.120612748439765"
"Weniger gut","2015","46-65","männlich","637","0.160557898564827","0.149564434247078","0.171551362882577"
"Weniger gut","2015","46-65","weiblich","846","0.183292505405167","0.172399141539826","0.194185869270509"
"Weniger gut","2015","66","männlich","","","",""
"Weniger gut","2015","66","weiblich","","","",""
"Schlecht","2015","17-29","männlich","11","","",""
"Schlecht","2015","17-29","weiblich","25","","",""
"Schlecht","2015","30-45","männlich","61","0.0252429654225083","0.0200550938954329","0.0304308369495836"
"Schlecht","2015","30-45","weiblich","98","0.0242702626195158","0.0199004358274585","0.0286400894115731"
"Schlecht","2015","46-65","männlich","172","0.0482852184589834","0.0418659746995511","0.0547044622184157"
"Schlecht","2015","46-65","weiblich","198","0.0418763785448178","0.0362367341801925","0.0475160229094431"
"Schlecht","2015","66","männlich","","","",""
"Schlecht","2015","66","weiblich","","","",""
"Sehr gut","2016","17-29","männlich","849","0.268985159846913","0.251317962309302","0.286652357384524"
"Sehr gut","2016","17-29","weiblich","640","0.229919919852583","0.213224035712281","0.246615803992886"
"Sehr gut","2016","30-45","männlich","801","0.137094659768135","0.126252669488644","0.147936650047625"
"Sehr gut","2016","30-45","weiblich","694","0.116461802976544","0.107339474512726","0.125584131440362"
"Sehr gut","2016","46-65","männlich","267","0.043437132124668","0.0373102603103809","0.0495640039389551"
"Sehr gut","2016","46-65","weiblich","285","0.0534683608582814","0.0470875274521069","0.0598491942644559"
"Sehr gut","2016","66","männlich","","","",""
"Sehr gut","2016","66","weiblich","","","",""
"Gut","2016","17-29","männlich","1061","0.514526891480279","0.494614334290272","0.534439448670286"
"Gut","2016","17-29","weiblich","1098","0.471838874536627","0.452031210841901","0.491646538231352"
"Gut","2016","30-45","männlich","1767","0.484952904425485","0.469198919710854","0.500706889140117"
"Gut","2016","30-45","weiblich","2161","0.490494429737965","0.476277926304982","0.504710933170948"
"Gut","2016","46-65","männlich","1647","0.36852916183987","0.354029294046587","0.383029029633152"
"Gut","2016","46-65","weiblich","1676","0.332226639920428","0.318867048545977","0.34558623129488"
"Gut","2016","66","männlich","","","",""
"Gut","2016","66","weiblich","","","",""
"Zufriedenstellend","2016","17-29","männlich","367","0.163087580514277","0.148368155032011","0.177807005996544"
"Zufriedenstellend","2016","17-29","weiblich","454","0.196427403351081","0.18066339070204","0.212191416000122"
"Zufriedenstellend","2016","30-45","männlich","896","0.262093479381803","0.248230839279981","0.275956119483625"
"Zufriedenstellend","2016","30-45","weiblich","1184","0.249215514026751","0.236914342670499","0.261516685383004"
"Zufriedenstellend","2016","46-65","männlich","1527","0.378213899797308","0.363637820893704","0.392789978700912"
"Zufriedenstellend","2016","46-65","weiblich","1753","0.387997043537169","0.374175632862952","0.401818454211385"
"Zufriedenstellend","2016","66","männlich","","","",""
"Zufriedenstellend","2016","66","weiblich","","","",""
"Weniger gut","2016","17-29","männlich","120","0.0460999555415606","0.0377450393885719","0.0544548716945493"
"Weniger gut","2016","17-29","weiblich","210","0.0856977477137143","0.0745911056321746","0.0968043897952539"
"Weniger gut","2016","30-45","männlich","324","0.099357250834201","0.0899276517616837","0.108786849906718"
"Weniger gut","2016","30-45","weiblich","582","0.119640342485472","0.110411012449742","0.128869672521202"
"Weniger gut","2016","46-65","männlich","642","0.1679001193596","0.156665336179615","0.179134902539586"
"Weniger gut","2016","46-65","weiblich","838","0.182853833264343","0.171889977550992","0.193817688977694"
"Weniger gut","2016","66","männlich","","","",""
"Weniger gut","2016","66","weiblich","","","",""
"Schlecht","2016","17-29","männlich","23","","",""
"Schlecht","2016","17-29","weiblich","38","0.0161160545459945","0.0111196858444304","0.0211124232475587"
"Schlecht","2016","30-45","männlich","78","0.016501705590376","0.0124859396773348","0.0205174715034173"
"Schlecht","2016","30-45","weiblich","129","0.0241879107732679","0.0198188955066947","0.0285569260398411"
"Schlecht","2016","46-65","männlich","169","0.0419196868785538","0.0358960132069072","0.0479433605502004"
"Schlecht","2016","46-65","weiblich","223","0.0434541224197792","0.037671433939598","0.0492368108999604"
"Schlecht","2016","66","männlich","","","",""
"Schlecht","2016","66","weiblich","","","",""
"Sehr gut","2017","17-29","männlich","1073","0.266239778783337","0.250317112633358","0.282162444933316"
"Sehr gut","2017","17-29","weiblich","778","0.22608922427237","0.210729364701499","0.241449083843242"
"Sehr gut","2017","30-45","männlich","851","0.14900979342976","0.138095158272952","0.159924428586568"
"Sehr gut","2017","30-45","weiblich","730","0.123289240948782","0.11420993035489","0.132368551542675"
"Sehr gut","2017","46-65","männlich","365","0.0552366932138754","0.0489066280032368","0.0615667584245141"
"Sehr gut","2017","46-65","weiblich","369","0.0573846636888785","0.0512757547874014","0.0634935725903557"
"Sehr gut","2017","66","männlich","","","",""
"Sehr gut","2017","66","weiblich","","","",""
"Gut","2017","17-29","männlich","1269","0.480013899761421","0.462015868180636","0.498011931342207"
"Gut","2017","17-29","weiblich","1271","0.461345406799081","0.443040389202847","0.479650424395315"
"Gut","2017","30-45","männlich","1891","0.504844016827414","0.48951941645137","0.520168617203458"
"Gut","2017","30-45","weiblich","2291","0.469315852486658","0.455533835370893","0.483097869602424"
"Gut","2017","46-65","männlich","1923","0.356767281080051","0.343493048811073","0.370041513349028"
"Gut","2017","46-65","weiblich","1986","0.33743124946306","0.325011678245032","0.349850820681089"
"Gut","2017","66","männlich","","","",""
"Gut","2017","66","weiblich","","","",""
"Zufriedenstellend","2017","17-29","männlich","425","0.174568510823897","0.160893562137204","0.18824345951059"
"Zufriedenstellend","2017","17-29","weiblich","546","0.215255869727346","0.200163987556068","0.230347751898624"
"Zufriedenstellend","2017","30-45","männlich","981","0.251841570882548","0.23853702571641","0.265146116048686"
"Zufriedenstellend","2017","30-45","weiblich","1332","0.271602423932896","0.259319177010155","0.283885670855636"
"Zufriedenstellend","2017","46-65","männlich","1747","0.37116226425385","0.357775240162845","0.384549288344856"
"Zufriedenstellend","2017","46-65","weiblich","2010","0.387351208823055","0.374555724589979","0.400146693056131"
"Zufriedenstellend","2017","66","männlich","","","",""
"Zufriedenstellend","2017","66","weiblich","","","",""
"Weniger gut","2017","17-29","männlich","169","0.0725765892416453","0.0632302930506891","0.0819228854326015"
"Weniger gut","2017","17-29","weiblich","232","0.0910130336830316","0.0804513662131419","0.101574701152921"
"Weniger gut","2017","30-45","männlich","308","0.0776778433519995","0.0694737718601251","0.0858819148438738"
"Weniger gut","2017","30-45","weiblich","568","0.113945409879437","0.105170538225754","0.12272028153312"
"Weniger gut","2017","46-65","männlich","762","0.169859505933698","0.15945423081872","0.180264781048677"
"Weniger gut","2017","46-65","weiblich","959","0.17542447890158","0.165434632881116","0.185414324922045"
"Weniger gut","2017","66","männlich","","","",""
"Weniger gut","2017","66","weiblich","","","",""
"Schlecht","2017","17-29","männlich","24","","",""
"Schlecht","2017","17-29","weiblich","22","","",""
"Schlecht","2017","30-45","männlich","58","0.0166267755082779","0.0127075275407363","0.0205460234758195"
"Schlecht","2017","30-45","weiblich","116","0.0218470727522265","0.0178100413972358","0.0258841041072172"
"Schlecht","2017","46-65","männlich","206","0.0469742555185253","0.0411113201214708","0.0528371909155797"
"Schlecht","2017","46-65","weiblich","244","0.0424083991234261","0.0371152444960795","0.0477015537507727"
"Schlecht","2017","66","männlich","","","",""
"Schlecht","2017","66","weiblich","","","",""
"Sehr gut","2018","17-29","männlich","1070","0.292848265107386","0.275956332516243","0.309740197698529"
"Sehr gut","2018","17-29","weiblich","754","0.226747805880919","0.210953580315771","0.242542031446068"
"Sehr gut","2018","30-45","männlich","857","0.168616594807558","0.156679174698575","0.180554014916541"
"Sehr gut","2018","30-45","weiblich","729","0.131858575177884","0.122141302241734","0.141575848114035"
"Sehr gut","2018","46-65","männlich","363","0.0560023743511633","0.0495281182985939","0.0624766304037326"
"Sehr gut","2018","46-65","weiblich","369","0.0528187616061637","0.0468574695367724","0.0587800536755551"
"Sehr gut","2018","66","männlich","","","",""
"Sehr gut","2018","66","weiblich","","","",""
"Gut","2018","17-29","männlich","1129","0.467850996018461","0.449329668468341","0.486372323568582"
"Gut","2018","17-29","weiblich","1170","0.467106496030069","0.448287589918298","0.485925402141839"
"Gut","2018","30-45","männlich","1702","0.472031740971158","0.456115183067641","0.487948298874675"
"Gut","2018","30-45","weiblich","2076","0.461889007764835","0.447570435447283","0.476207580082387"
"Gut","2018","46-65","männlich","1914","0.369837424175696","0.356243872828615","0.383430975522777"
"Gut","2018","46-65","weiblich","1930","0.359024452250267","0.3462391059772","0.371809798523333"
"Gut","2018","66","männlich","","","",""
"Gut","2018","66","weiblich","","","",""
"Zufriedenstellend","2018","17-29","männlich","433","0.172265786626195","0.158249057669306","0.186282515583083"
"Zufriedenstellend","2018","17-29","weiblich","531","0.189679052552957","0.174891223287498","0.204466881818416"
"Zufriedenstellend","2018","30-45","männlich","877","0.261727470142113","0.247712484624728","0.275742455659498"
"Zufriedenstellend","2018","30-45","weiblich","1244","0.274353511639436","0.261538683603143","0.28716833967573"
