"ple0008","year","bula_h","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Zufriedenstellend","2007","Niedersachsen","indirekter Migrationshintergrund","15","","",""
"Zufriedenstellend","2007","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2007","Bremen","kein Migrationshintergrund","47","0.373713610042465","0.291182617207211","0.456244602877718"
"Zufriedenstellend","2007","Bremen","direkter Migrationshintergrund","2","","",""
"Zufriedenstellend","2007","Bremen","indirekter Migrationshintergrund","","","",""
"Zufriedenstellend","2007","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2007","Nordrhein-Westfalen","kein Migrationshintergrund","1169","0.356007327849213","0.339934047419175","0.372080608279252"
"Zufriedenstellend","2007","Nordrhein-Westfalen","direkter Migrationshintergrund","188","0.317864582530819","0.279604286359289","0.356124878702348"
"Zufriedenstellend","2007","Nordrhein-Westfalen","indirekter Migrationshintergrund","58","0.278601234215436","0.219089985962829","0.338112482468044"
"Zufriedenstellend","2007","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2007","Hessen","kein Migrationshintergrund","396","0.378162753304826","0.349750165602426","0.406575341007226"
"Zufriedenstellend","2007","Hessen","direkter Migrationshintergrund","71","0.346374344083249","0.279419095068636","0.413329593097863"
"Zufriedenstellend","2007","Hessen","indirekter Migrationshintergrund","26","","",""
"Zufriedenstellend","2007","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2007","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","316","0.328024395566922","0.298524430877158","0.357524360256687"
"Zufriedenstellend","2007","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","55","0.405687298338534","0.327369074665144","0.484005522011924"
"Zufriedenstellend","2007","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","13","","",""
"Zufriedenstellend","2007","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2007","Baden-Württemberg","kein Migrationshintergrund","597","0.360257282687862","0.338213660216018","0.382300905159706"
"Zufriedenstellend","2007","Baden-Württemberg","direkter Migrationshintergrund","136","0.335278320115695","0.292553098180112","0.378003542051279"
"Zufriedenstellend","2007","Baden-Württemberg","indirekter Migrationshintergrund","25","","",""
"Zufriedenstellend","2007","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2007","Bayern","kein Migrationshintergrund","746","0.316318375645943","0.298092835439367","0.334543915852519"
"Zufriedenstellend","2007","Bayern","direkter Migrationshintergrund","110","0.340014167433568","0.288981307509886","0.391047027357251"
"Zufriedenstellend","2007","Bayern","indirekter Migrationshintergrund","31","0.243150677136741","0.165749147687984","0.320552206585497"
"Zufriedenstellend","2007","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2007","Saarland","kein Migrationshintergrund","","","",""
"Zufriedenstellend","2007","Saarland","direkter Migrationshintergrund","","","",""
"Zufriedenstellend","2007","Saarland","indirekter Migrationshintergrund","","","",""
"Zufriedenstellend","2007","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2007","Berlin","kein Migrationshintergrund","207","0.307728131196754","0.2726481614581","0.342808100935408"
"Zufriedenstellend","2007","Berlin","direkter Migrationshintergrund","22","","",""
"Zufriedenstellend","2007","Berlin","indirekter Migrationshintergrund","3","","",""
"Zufriedenstellend","2007","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2007","Brandenburg","kein Migrationshintergrund","309","0.351765146279324","0.319376153291685","0.384154139266963"
"Zufriedenstellend","2007","Brandenburg","direkter Migrationshintergrund","5","","",""
"Zufriedenstellend","2007","Brandenburg","indirekter Migrationshintergrund","5","","",""
"Zufriedenstellend","2007","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2007","Mecklenburg-Vorpommern","kein Migrationshintergrund","169","0.342302259080208","0.300629574643803","0.383974943516613"
"Zufriedenstellend","2007","Mecklenburg-Vorpommern","direkter Migrationshintergrund","3","","",""
"Zufriedenstellend","2007","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Zufriedenstellend","2007","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2007","Sachsen","kein Migrationshintergrund","503","0.321358587881354","0.297510044872743","0.345207130889965"
"Zufriedenstellend","2007","Sachsen","direkter Migrationshintergrund","13","","",""
"Zufriedenstellend","2007","Sachsen","indirekter Migrationshintergrund","4","","",""
"Zufriedenstellend","2007","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2007","Sachsen-Anhalt","kein Migrationshintergrund","292","0.332064447600491","0.300253946116528","0.363874949084454"
"Zufriedenstellend","2007","Sachsen-Anhalt","direkter Migrationshintergrund","10","","",""
"Zufriedenstellend","2007","Sachsen-Anhalt","indirekter Migrationshintergrund","4","","",""
"Zufriedenstellend","2007","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2007","Thüringen","kein Migrationshintergrund","331","0.373599784854432","0.341746040672293","0.405453529036571"
"Zufriedenstellend","2007","Thüringen","direkter Migrationshintergrund","6","","",""
"Zufriedenstellend","2007","Thüringen","indirekter Migrationshintergrund","2","","",""
"Zufriedenstellend","2007","Thüringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2007","Schleswig-Holstein","kein Migrationshintergrund","66","0.130716268631147","0.102646501759669","0.158786035502626"
"Weniger gut","2007","Schleswig-Holstein","direkter Migrationshintergrund","7","","",""
"Weniger gut","2007","Schleswig-Holstein","indirekter Migrationshintergrund","2","","",""
"Weniger gut","2007","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2007","Hamburg","kein Migrationshintergrund","30","0.125860023715066","0.0853863493120175","0.166333698118114"
"Weniger gut","2007","Hamburg","direkter Migrationshintergrund","8","","",""
"Weniger gut","2007","Hamburg","indirekter Migrationshintergrund","2","","",""
"Weniger gut","2007","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2007","Niedersachsen","kein Migrationshintergrund","221","0.156414964529804","0.138571460506107","0.174258468553502"
"Weniger gut","2007","Niedersachsen","direkter Migrationshintergrund","15","","",""
"Weniger gut","2007","Niedersachsen","indirekter Migrationshintergrund","1","","",""
"Weniger gut","2007","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2007","Bremen","kein Migrationshintergrund","14","","",""
"Weniger gut","2007","Bremen","direkter Migrationshintergrund","2","","",""
"Weniger gut","2007","Bremen","indirekter Migrationshintergrund","1","","",""
"Weniger gut","2007","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2007","Nordrhein-Westfalen","kein Migrationshintergrund","522","0.160725934086236","0.148396888133303","0.173054980039168"
"Weniger gut","2007","Nordrhein-Westfalen","direkter Migrationshintergrund","92","0.171149761072007","0.140202790644202","0.202096731499811"
"Weniger gut","2007","Nordrhein-Westfalen","indirekter Migrationshintergrund","16","","",""
"Weniger gut","2007","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2007","Hessen","kein Migrationshintergrund","153","0.135332046831755","0.115289262443892","0.155374831219619"
"Weniger gut","2007","Hessen","direkter Migrationshintergrund","39","0.229648863465372","0.170462216088591","0.288835510842153"
"Weniger gut","2007","Hessen","indirekter Migrationshintergrund","3","","",""
"Weniger gut","2007","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2007","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","127","0.138918809154146","0.117187081779556","0.160650536528736"
"Weniger gut","2007","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","19","","",""
"Weniger gut","2007","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","4","","",""
"Weniger gut","2007","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2007","Baden-Württemberg","kein Migrationshintergrund","244","0.137797896313121","0.12197085494444","0.153624937681803"
"Weniger gut","2007","Baden-Württemberg","direkter Migrationshintergrund","73","0.158839127710042","0.125758027283383","0.191920228136701"
"Weniger gut","2007","Baden-Württemberg","indirekter Migrationshintergrund","11","","",""
"Weniger gut","2007","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2007","Bayern","kein Migrationshintergrund","358","0.162401935405914","0.147947382001118","0.176856488810709"
"Weniger gut","2007","Bayern","direkter Migrationshintergrund","46","0.178319507833312","0.137082702677701","0.219556312988922"
"Weniger gut","2007","Bayern","indirekter Migrationshintergrund","12","","",""
"Weniger gut","2007","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2007","Saarland","kein Migrationshintergrund","","","",""
"Weniger gut","2007","Saarland","direkter Migrationshintergrund","","","",""
"Weniger gut","2007","Saarland","indirekter Migrationshintergrund","","","",""
"Weniger gut","2007","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2007","Berlin","kein Migrationshintergrund","101","0.159627772134807","0.131790457355197","0.187465086914416"
"Weniger gut","2007","Berlin","direkter Migrationshintergrund","11","","",""
"Weniger gut","2007","Berlin","indirekter Migrationshintergrund","3","","",""
"Weniger gut","2007","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2007","Brandenburg","kein Migrationshintergrund","131","0.165893504856407","0.140662746970886","0.191124262741928"
"Weniger gut","2007","Brandenburg","direkter Migrationshintergrund","3","","",""
"Weniger gut","2007","Brandenburg","indirekter Migrationshintergrund","","","",""
"Weniger gut","2007","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2007","Mecklenburg-Vorpommern","kein Migrationshintergrund","72","0.168602956867825","0.135720046336553","0.201485867399098"
"Weniger gut","2007","Mecklenburg-Vorpommern","direkter Migrationshintergrund","2","","",""
"Weniger gut","2007","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Weniger gut","2007","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2007","Sachsen","kein Migrationshintergrund","189","0.150508223165974","0.132247985678407","0.168768460653541"
"Weniger gut","2007","Sachsen","direkter Migrationshintergrund","8","","",""
"Weniger gut","2007","Sachsen","indirekter Migrationshintergrund","","","",""
"Weniger gut","2007","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2007","Sachsen-Anhalt","kein Migrationshintergrund","109","0.150957337491557","0.126775799713845","0.17513887526927"
"Weniger gut","2007","Sachsen-Anhalt","direkter Migrationshintergrund","4","","",""
"Weniger gut","2007","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Weniger gut","2007","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2007","Thüringen","kein Migrationshintergrund","113","0.131518106857024","0.109264296198706","0.153771917515341"
"Weniger gut","2007","Thüringen","direkter Migrationshintergrund","5","","",""
"Weniger gut","2007","Thüringen","indirekter Migrationshintergrund","","","",""
"Weniger gut","2007","Thüringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2007","Schleswig-Holstein","kein Migrationshintergrund","22","","",""
"Schlecht","2007","Schleswig-Holstein","direkter Migrationshintergrund","2","","",""
"Schlecht","2007","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Schlecht","2007","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2007","Hamburg","kein Migrationshintergrund","5","","",""
"Schlecht","2007","Hamburg","direkter Migrationshintergrund","1","","",""
"Schlecht","2007","Hamburg","indirekter Migrationshintergrund","","","",""
"Schlecht","2007","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2007","Niedersachsen","kein Migrationshintergrund","55","0.036198365220468","0.027023179425136","0.0453735510157999"
"Schlecht","2007","Niedersachsen","direkter Migrationshintergrund","7","","",""
"Schlecht","2007","Niedersachsen","indirekter Migrationshintergrund","1","","",""
"Schlecht","2007","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2007","Bremen","kein Migrationshintergrund","5","","",""
"Schlecht","2007","Bremen","direkter Migrationshintergrund","","","",""
"Schlecht","2007","Bremen","indirekter Migrationshintergrund","","","",""
"Schlecht","2007","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2007","Nordrhein-Westfalen","kein Migrationshintergrund","138","0.0485715718208466","0.0413552859182037","0.0557878577234895"
"Schlecht","2007","Nordrhein-Westfalen","direkter Migrationshintergrund","30","0.0604511170366071","0.0408692628084578","0.0800329712647564"
"Schlecht","2007","Nordrhein-Westfalen","indirekter Migrationshintergrund","6","","",""
"Schlecht","2007","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2007","Hessen","kein Migrationshintergrund","27","","",""
"Schlecht","2007","Hessen","direkter Migrationshintergrund","13","","",""
"Schlecht","2007","Hessen","indirekter Migrationshintergrund","","","",""
"Schlecht","2007","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2007","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","50","0.0548880119114637","0.0405769435217275","0.0691990803012"
"Schlecht","2007","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","5","","",""
"Schlecht","2007","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"Schlecht","2007","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2007","Baden-Württemberg","kein Migrationshintergrund","56","0.0298873877015153","0.022068788356789","0.0377059870462416"
"Schlecht","2007","Baden-Württemberg","direkter Migrationshintergrund","26","","",""
"Schlecht","2007","Baden-Württemberg","indirekter Migrationshintergrund","1","","",""
"Schlecht","2007","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2007","Bayern","kein Migrationshintergrund","89","0.0429140077632844","0.0349713424469002","0.0508566730796685"
"Schlecht","2007","Bayern","direkter Migrationshintergrund","17","","",""
"Schlecht","2007","Bayern","indirekter Migrationshintergrund","4","","",""
"Schlecht","2007","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2007","Saarland","kein Migrationshintergrund","","","",""
"Schlecht","2007","Saarland","direkter Migrationshintergrund","","","",""
"Schlecht","2007","Saarland","indirekter Migrationshintergrund","","","",""
"Schlecht","2007","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2007","Berlin","kein Migrationshintergrund","33","0.0621050756457375","0.0437617570693605","0.0804483942221144"
"Schlecht","2007","Berlin","direkter Migrationshintergrund","3","","",""
"Schlecht","2007","Berlin","indirekter Migrationshintergrund","1","","",""
"Schlecht","2007","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2007","Brandenburg","kein Migrationshintergrund","35","0.0468321969636519","0.0325016818644933","0.0611627120628105"
"Schlecht","2007","Brandenburg","direkter Migrationshintergrund","1","","",""
"Schlecht","2007","Brandenburg","indirekter Migrationshintergrund","","","",""
"Schlecht","2007","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2007","Mecklenburg-Vorpommern","kein Migrationshintergrund","10","","",""
"Schlecht","2007","Mecklenburg-Vorpommern","direkter Migrationshintergrund","1","","",""
"Schlecht","2007","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Schlecht","2007","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2007","Sachsen","kein Migrationshintergrund","60","0.0508672690000962","0.0396463247779974","0.0620882132221949"
"Schlecht","2007","Sachsen","direkter Migrationshintergrund","1","","",""
"Schlecht","2007","Sachsen","indirekter Migrationshintergrund","1","","",""
"Schlecht","2007","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2007","Sachsen-Anhalt","kein Migrationshintergrund","41","0.0554054269316291","0.0399532055641769","0.0708576482990812"
"Schlecht","2007","Sachsen-Anhalt","direkter Migrationshintergrund","2","","",""
"Schlecht","2007","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Schlecht","2007","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2007","Thüringen","kein Migrationshintergrund","27","","",""
"Schlecht","2007","Thüringen","direkter Migrationshintergrund","1","","",""
"Schlecht","2007","Thüringen","indirekter Migrationshintergrund","","","",""
"Schlecht","2007","Thüringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2008","Schleswig-Holstein","kein Migrationshintergrund","30","0.0782880404217617","0.0546952808299934","0.10188080001353"
"Sehr gut","2008","Schleswig-Holstein","direkter Migrationshintergrund","3","","",""
"Sehr gut","2008","Schleswig-Holstein","indirekter Migrationshintergrund","4","","",""
"Sehr gut","2008","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2008","Hamburg","kein Migrationshintergrund","22","","",""
"Sehr gut","2008","Hamburg","direkter Migrationshintergrund","3","","",""
"Sehr gut","2008","Hamburg","indirekter Migrationshintergrund","2","","",""
"Sehr gut","2008","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2008","Niedersachsen","kein Migrationshintergrund","118","0.0669620655176867","0.0544781218027546","0.0794460092326187"
"Sehr gut","2008","Niedersachsen","direkter Migrationshintergrund","12","","",""
"Sehr gut","2008","Niedersachsen","indirekter Migrationshintergrund","7","","",""
"Sehr gut","2008","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2008","Bremen","kein Migrationshintergrund","19","","",""
"Sehr gut","2008","Bremen","direkter Migrationshintergrund","","","",""
"Sehr gut","2008","Bremen","indirekter Migrationshintergrund","1","","",""
"Sehr gut","2008","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2008","Nordrhein-Westfalen","kein Migrationshintergrund","237","0.0689544868308002","0.0601687259122795","0.077740247749321"
"Sehr gut","2008","Nordrhein-Westfalen","direkter Migrationshintergrund","34","0.0701215565043254","0.0480032447871007","0.09223986822155"
"Sehr gut","2008","Nordrhein-Westfalen","indirekter Migrationshintergrund","36","0.164134384244027","0.114623933931895","0.213644834556158"
"Sehr gut","2008","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2008","Hessen","kein Migrationshintergrund","96","0.0875474794719341","0.0705328647449848","0.104562094198883"
"Sehr gut","2008","Hessen","direkter Migrationshintergrund","13","","",""
"Sehr gut","2008","Hessen","indirekter Migrationshintergrund","12","","",""
"Sehr gut","2008","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2008","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","67","0.0806384206302193","0.0628892502828722","0.0983875909775663"
"Sehr gut","2008","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","13","","",""
"Sehr gut","2008","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","9","","",""
"Sehr gut","2008","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2008","Baden-Württemberg","kein Migrationshintergrund","192","0.111917051715778","0.0971251071194129","0.126708996312143"
"Sehr gut","2008","Baden-Württemberg","direkter Migrationshintergrund","43","0.105910247055064","0.0769925960665233","0.134827898043604"
"Sehr gut","2008","Baden-Württemberg","indirekter Migrationshintergrund","54","0.234230162224101","0.17201322507293","0.296447099375271"
"Sehr gut","2008","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2008","Bayern","kein Migrationshintergrund","226","0.0848018019894246","0.0734876120480272","0.096115991930822"
"Sehr gut","2008","Bayern","direkter Migrationshintergrund","28","","",""
"Sehr gut","2008","Bayern","indirekter Migrationshintergrund","24","","",""
"Sehr gut","2008","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2008","Saarland","kein Migrationshintergrund","","","",""
"Sehr gut","2008","Saarland","direkter Migrationshintergrund","","","",""
"Sehr gut","2008","Saarland","indirekter Migrationshintergrund","","","",""
"Sehr gut","2008","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2008","Berlin","kein Migrationshintergrund","48","0.0618993111508358","0.0433313770497021","0.0804672452519694"
"Sehr gut","2008","Berlin","direkter Migrationshintergrund","8","","",""
"Sehr gut","2008","Berlin","indirekter Migrationshintergrund","4","","",""
"Sehr gut","2008","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2008","Brandenburg","kein Migrationshintergrund","51","0.0679396015345287","0.0504801671161804","0.0853990359528769"
"Sehr gut","2008","Brandenburg","direkter Migrationshintergrund","1","","",""
"Sehr gut","2008","Brandenburg","indirekter Migrationshintergrund","4","","",""
"Sehr gut","2008","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2008","Mecklenburg-Vorpommern","kein Migrationshintergrund","29","","",""
"Sehr gut","2008","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Sehr gut","2008","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Sehr gut","2008","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2008","Sachsen","kein Migrationshintergrund","104","0.0875945038594365","0.0727805288158683","0.102408478903005"
"Sehr gut","2008","Sachsen","direkter Migrationshintergrund","","","",""
"Sehr gut","2008","Sachsen","indirekter Migrationshintergrund","1","","",""
"Sehr gut","2008","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2008","Sachsen-Anhalt","kein Migrationshintergrund","65","0.0856639486996799","0.0661850919377514","0.105142805461608"
"Sehr gut","2008","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"Sehr gut","2008","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Sehr gut","2008","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2008","Thüringen","kein Migrationshintergrund","71","0.0919681291514377","0.0725295969705231","0.111406661332352"
"Sehr gut","2008","Thüringen","direkter Migrationshintergrund","","","",""
"Sehr gut","2008","Thüringen","indirekter Migrationshintergrund","1","","",""
"Sehr gut","2008","Thüringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2008","Schleswig-Holstein","kein Migrationshintergrund","212","0.395467983227578","0.352524354692719","0.438411611762437"
"Gut","2008","Schleswig-Holstein","direkter Migrationshintergrund","17","","",""
"Gut","2008","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Gut","2008","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2008","Hamburg","kein Migrationshintergrund","124","0.43656936941204","0.375090631387088","0.498048107436993"
"Gut","2008","Hamburg","direkter Migrationshintergrund","8","","",""
"Gut","2008","Hamburg","indirekter Migrationshintergrund","4","","",""
"Gut","2008","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2008","Niedersachsen","kein Migrationshintergrund","607","0.387735148480197","0.36340050539843","0.412069791561964"
"Gut","2008","Niedersachsen","direkter Migrationshintergrund","65","0.442633385393943","0.362880295829378","0.522386474958509"
"Gut","2008","Niedersachsen","indirekter Migrationshintergrund","29","","",""
"Gut","2008","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2008","Bremen","kein Migrationshintergrund","53","0.302112972821321","0.221937769791319","0.382288175851324"
"Gut","2008","Bremen","direkter Migrationshintergrund","4","","",""
"Gut","2008","Bremen","indirekter Migrationshintergrund","","","",""
"Gut","2008","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2008","Nordrhein-Westfalen","kein Migrationshintergrund","1267","0.378905746931558","0.362084545505096","0.39572694835802"
"Gut","2008","Nordrhein-Westfalen","direkter Migrationshintergrund","195","0.35795756435253","0.316432458373718","0.399482670331342"
"Gut","2008","Nordrhein-Westfalen","indirekter Migrationshintergrund","108","0.425799311020379","0.35970513497389","0.491893487066868"
"Gut","2008","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2008","Hessen","kein Migrationshintergrund","398","0.354468533202483","0.325671833932859","0.383265232472107"
"Gut","2008","Hessen","direkter Migrationshintergrund","63","0.321812730461752","0.253941015376285","0.389684445547219"
"Gut","2008","Hessen","indirekter Migrationshintergrund","35","0.479928560382643","0.36118407910246","0.598673041662826"
"Gut","2008","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2008","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","387","0.392680315803771","0.360846249217489","0.424514382390052"
"Gut","2008","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","50","0.325693472713666","0.248065671967284","0.403321273460047"
"Gut","2008","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","24","","",""
"Gut","2008","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2008","Baden-Württemberg","kein Migrationshintergrund","697","0.368964484201888","0.346324842014037","0.391604126389739"
"Gut","2008","Baden-Württemberg","direkter Migrationshintergrund","167","0.362717393022851","0.317536617000976","0.407898169044727"
"Gut","2008","Baden-Württemberg","indirekter Migrationshintergrund","83","0.523510174730699","0.450138662712111","0.596881686749287"
"Gut","2008","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2008","Bayern","kein Migrationshintergrund","945","0.398182022466197","0.37830109003616","0.418062954896234"
"Gut","2008","Bayern","direkter Migrationshintergrund","105","0.333503236599311","0.279147145411691","0.38785932778693"
"Gut","2008","Bayern","indirekter Migrationshintergrund","58","0.436940190177056","0.351346549900646","0.522533830453467"
"Gut","2008","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2008","Saarland","kein Migrationshintergrund","","","",""
"Gut","2008","Saarland","direkter Migrationshintergrund","","","",""
"Gut","2008","Saarland","indirekter Migrationshintergrund","","","",""
"Gut","2008","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2008","Berlin","kein Migrationshintergrund","237","0.367253927621968","0.330109480004338","0.404398375239597"
"Gut","2008","Berlin","direkter Migrationshintergrund","9","","",""
"Gut","2008","Berlin","indirekter Migrationshintergrund","11","","",""
"Gut","2008","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2008","Brandenburg","kein Migrationshintergrund","315","0.403706916489013","0.369665342982115","0.437748489995912"
"Gut","2008","Brandenburg","direkter Migrationshintergrund","4","","",""
"Gut","2008","Brandenburg","indirekter Migrationshintergrund","3","","",""
"Gut","2008","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2008","Mecklenburg-Vorpommern","kein Migrationshintergrund","198","0.366031571274044","0.323115644195989","0.408947498352099"
"Gut","2008","Mecklenburg-Vorpommern","direkter Migrationshintergrund","1","","",""
"Gut","2008","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","1","","",""
"Gut","2008","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2008","Sachsen","kein Migrationshintergrund","573","0.393405884862037","0.36780772445441","0.419004045269665"
"Gut","2008","Sachsen","direkter Migrationshintergrund","5","","",""
"Gut","2008","Sachsen","indirekter Migrationshintergrund","4","","",""
"Gut","2008","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
