year,bula_h,sex,m11126,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2008,North Rhine-Westphalia,female,Very good,0.07706,179,18818,0.07687,0.07725
2008,North Rhine-Westphalia,female,Good,0.34455,795,18818,0.34421,0.34489
2008,North Rhine-Westphalia,female,Satisfactory,0.34654,664,18818,0.34620,0.34687
2008,North Rhine-Westphalia,female,Poor,0.18502,376,18818,0.18475,0.18530
2008,North Rhine-Westphalia,female,Bad,0.04683,74,18818,0.04668,0.04698
2008,Hesse,male,Very good,0.11394,61,18818,0.11355,0.11433
2008,Hesse,male,Good,0.39749,258,18818,0.39689,0.39808
2008,Hesse,male,Satisfactory,0.34742,209,18818,0.34684,0.34800
2008,Hesse,male,Poor,0.14115,88,18818,0.14073,0.14158
2008,Hesse,female,Very good,0.09977,71,18818,0.09939,0.10015
2008,Hesse,female,Good,0.35121,246,18818,0.35061,0.35182
2008,Hesse,female,Satisfactory,0.37917,234,18818,0.37856,0.37979
2008,Hesse,female,Poor,0.16984,107,18818,0.16936,0.17031
2008,"Rhineland-Palatinate, Saarland",male,Very good,0.10885,50,18818,0.10839,0.10932
2008,"Rhineland-Palatinate, Saarland",male,Good,0.41883,213,18818,0.41809,0.41957
2008,"Rhineland-Palatinate, Saarland",male,Satisfactory,0.34510,160,18818,0.34439,0.34581
2008,"Rhineland-Palatinate, Saarland",male,Poor,0.12722,59,18818,0.12672,0.12772
2008,"Rhineland-Palatinate, Saarland",female,Very good,0.10210,47,18818,0.10169,0.10250
2008,"Rhineland-Palatinate, Saarland",female,Good,0.39651,257,18818,0.39586,0.39717
2008,"Rhineland-Palatinate, Saarland",female,Satisfactory,0.33367,184,18818,0.33304,0.33431
2008,"Rhineland-Palatinate, Saarland",female,Poor,0.16771,96,18818,0.16721,0.16822
2008,Baden-Wuerttemberg,male,Very good,0.13542,162,18818,0.13510,0.13574
2008,Baden-Wuerttemberg,male,Good,0.40148,481,18818,0.40102,0.40194
2008,Baden-Wuerttemberg,male,Satisfactory,0.31635,331,18818,0.31591,0.31679
2008,Baden-Wuerttemberg,male,Poor,0.11387,132,18818,0.11357,0.11417
2008,Baden-Wuerttemberg,male,Bad,0.03288,41,18818,0.03271,0.03305
2008,Baden-Wuerttemberg,female,Very good,0.10954,137,18818,0.10925,0.10983
2008,Baden-Wuerttemberg,female,Good,0.36390,485,18818,0.36346,0.36434
2008,Baden-Wuerttemberg,female,Satisfactory,0.34078,394,18818,0.34034,0.34121
2008,Baden-Wuerttemberg,female,Poor,0.14023,171,18818,0.13991,0.14055
2008,Baden-Wuerttemberg,female,Bad,0.04555,55,18818,0.04535,0.04574
2008,Bavaria,male,Very good,0.11362,149,18818,0.11334,0.11390
2008,Bavaria,male,Good,0.40065,553,18818,0.40022,0.40108
2008,Bavaria,male,Satisfactory,0.30937,403,18818,0.30897,0.30978
2008,Bavaria,male,Poor,0.13447,169,18818,0.13417,0.13477
2008,Bavaria,male,Bad,0.04189,52,18818,0.04171,0.04206
2008,Bavaria,female,Very good,0.09339,148,18818,0.09315,0.09363
2008,Bavaria,female,Good,0.38545,577,18818,0.38505,0.38586
2008,Bavaria,female,Satisfactory,0.32478,474,18818,0.32439,0.32517
2008,Bavaria,female,Poor,0.15344,205,18818,0.15314,0.15374
2008,Bavaria,female,Bad,0.04293,61,18818,0.04276,0.04310
2008,Berlin,male,Very good,0.09041,34,18818,0.08992,0.09091
2008,Berlin,male,Good,0.39775,113,18818,0.39691,0.39860
2008,Berlin,male,Satisfactory,0.34959,123,18818,0.34877,0.35041
2008,Berlin,male,Poor,0.16224,48,18818,0.16161,0.16288
2008,Berlin,female,Good,0.40014,149,18818,0.39934,0.40095
2008,Berlin,female,Satisfactory,0.37494,131,18818,0.37414,0.37573
2008,Berlin,female,Poor,0.22492,72,18818,0.22423,0.22560
2008,Brandenburg,male,Good,0.50363,174,18818,0.50261,0.50464
2008,Brandenburg,male,Satisfactory,0.33943,133,18818,0.33847,0.34039
2008,Brandenburg,male,Poor,0.15694,50,18818,0.15621,0.15768
2008,Brandenburg,female,Very good,0.07513,33,18818,0.07463,0.07564
2008,Brandenburg,female,Good,0.37761,152,18818,0.37668,0.37853
2008,Brandenburg,female,Satisfactory,0.39797,167,18818,0.39704,0.39891
2008,Brandenburg,female,Poor,0.14929,58,18818,0.14861,0.14997
2008,Mecklenburg-Western Pomerania,male,Good,0.48247,98,18818,0.48118,0.48376
2008,Mecklenburg-Western Pomerania,male,Satisfactory,0.51753,92,18818,0.51624,0.51882
2008,Mecklenburg-Western Pomerania,female,Good,0.37831,102,18818,0.37717,0.37945
2008,Mecklenburg-Western Pomerania,female,Satisfactory,0.41988,94,18818,0.41872,0.42104
2008,Mecklenburg-Western Pomerania,female,Poor,0.20181,41,18818,0.20087,0.20275
2008,Saxony,male,Very good,0.11121,56,18818,0.11076,0.11166
2008,Saxony,male,Good,0.41236,288,18818,0.41166,0.41307
2008,Saxony,male,Satisfactory,0.33499,247,18818,0.33431,0.33566
2008,Saxony,male,Poor,0.14144,92,18818,0.14094,0.14194
2008,Saxony,female,Very good,0.06876,54,18818,0.06839,0.06913
2008,Saxony,female,Good,0.40733,302,18818,0.40661,0.40804
2008,Saxony,female,Satisfactory,0.32491,243,18818,0.32422,0.32559
2008,Saxony,female,Poor,0.19901,118,18818,0.19843,0.19960
2008,Saxony-Anhalt,male,Very good,0.11966,39,18818,0.11901,0.12031
2008,Saxony-Anhalt,male,Good,0.39403,157,18818,0.39305,0.39501
2008,Saxony-Anhalt,male,Satisfactory,0.32278,130,18818,0.32185,0.32372
2008,Saxony-Anhalt,male,Poor,0.16353,48,18818,0.16279,0.16427
2008,Saxony-Anhalt,female,Good,0.38344,159,18818,0.38246,0.38442
2008,Saxony-Anhalt,female,Satisfactory,0.44253,154,18818,0.44153,0.44353
2008,Saxony-Anhalt,female,Poor,0.17403,64,18818,0.17326,0.17479
2008,Thuringa,male,Very good,0.09876,41,18818,0.09816,0.09937
2008,Thuringa,male,Good,0.39056,157,18818,0.38957,0.39154
2008,Thuringa,male,Satisfactory,0.33478,138,18818,0.33383,0.33574
2008,Thuringa,male,Poor,0.17590,68,18818,0.17513,0.17667
2008,Thuringa,female,Very good,0.09357,33,18818,0.09297,0.09417
2008,Thuringa,female,Good,0.40585,177,18818,0.40484,0.40686
2008,Thuringa,female,Satisfactory,0.34244,153,18818,0.34146,0.34342
2008,Thuringa,female,Poor,0.15813,71,18818,0.15738,0.15888
2009,Schleswig-Holstein,male,Good,0.51016,108,17514,0.50913,0.51119
2009,Schleswig-Holstein,male,Satisfactory,0.48984,90,17514,0.48881,0.49087
2009,Schleswig-Holstein,female,Good,0.45997,116,17514,0.45903,0.46092
2009,Schleswig-Holstein,female,Satisfactory,0.37786,82,17514,0.37694,0.37879
2009,Schleswig-Holstein,female,Poor,0.16216,41,17514,0.16146,0.16286
2009,Hamburg,male,Good,0.61751,67,17514,0.61617,0.61885
2009,Hamburg,male,Satisfactory,0.38249,36,17514,0.38115,0.38383
2009,Hamburg,female,Good,0.49356,65,17514,0.49222,0.49490
2009,Hamburg,female,Satisfactory,0.50644,48,17514,0.50510,0.50778
2009,Lower Saxony,male,Very good,0.07195,67,17514,0.07166,0.07223
2009,Lower Saxony,male,Good,0.36005,283,17514,0.35952,0.36058
2009,Lower Saxony,male,Satisfactory,0.39479,326,17514,0.39425,0.39532
2009,Lower Saxony,male,Poor,0.13129,87,17514,0.13091,0.13166
2009,Lower Saxony,male,Bad,0.04193,31,17514,0.04171,0.04215
2009,Lower Saxony,female,Very good,0.06296,61,17514,0.06270,0.06322
2009,Lower Saxony,female,Good,0.31457,294,17514,0.31407,0.31507
2009,Lower Saxony,female,Satisfactory,0.43482,345,17514,0.43428,0.43535
2009,Lower Saxony,female,Poor,0.13942,119,17514,0.13905,0.13980
2009,Lower Saxony,female,Bad,0.04823,33,17514,0.04800,0.04847
2009,North Rhine-Westphalia,male,Very good,0.08198,141,17514,0.08179,0.08218
2009,North Rhine-Westphalia,male,Good,0.41234,728,17514,0.41199,0.41270
2009,North Rhine-Westphalia,male,Satisfactory,0.33598,605,17514,0.33564,0.33632
2009,North Rhine-Westphalia,male,Poor,0.13551,231,17514,0.13527,0.13576
2009,North Rhine-Westphalia,male,Bad,0.03418,60,17514,0.03405,0.03431
2009,North Rhine-Westphalia,female,Very good,0.07529,159,17514,0.07510,0.07548
2009,North Rhine-Westphalia,female,Good,0.34114,722,17514,0.34081,0.34148
2009,North Rhine-Westphalia,female,Satisfactory,0.37090,653,17514,0.37056,0.37124
2009,North Rhine-Westphalia,female,Poor,0.16812,309,17514,0.16785,0.16838
2009,North Rhine-Westphalia,female,Bad,0.04455,75,17514,0.04440,0.04470
2009,Hesse,male,Very good,0.10538,55,17514,0.10501,0.10576
2009,Hesse,male,Good,0.41419,242,17514,0.41360,0.41479
2009,Hesse,male,Satisfactory,0.36268,197,17514,0.36209,0.36326
2009,Hesse,male,Poor,0.11775,79,17514,0.11736,0.11814
2009,Hesse,female,Very good,0.09155,58,17514,0.09120,0.09191
2009,Hesse,female,Good,0.30962,226,17514,0.30905,0.31019
2009,Hesse,female,Satisfactory,0.37400,222,17514,0.37340,0.37459
2009,Hesse,female,Poor,0.15544,96,17514,0.15499,0.15588
2009,Hesse,female,Bad,0.06940,37,17514,0.06908,0.06971
2009,"Rhineland-Palatinate, Saarland",male,Very good,0.12415,51,17514,0.12366,0.12464
2009,"Rhineland-Palatinate, Saarland",male,Good,0.40094,202,17514,0.40021,0.40166
2009,"Rhineland-Palatinate, Saarland",male,Satisfactory,0.32794,144,17514,0.32724,0.32863
2009,"Rhineland-Palatinate, Saarland",male,Poor,0.14698,66,17514,0.14645,0.14750
2009,"Rhineland-Palatinate, Saarland",female,Very good,0.11036,60,17514,0.10995,0.11078
2009,"Rhineland-Palatinate, Saarland",female,Good,0.38054,213,17514,0.37989,0.38119
2009,"Rhineland-Palatinate, Saarland",female,Satisfactory,0.37043,192,17514,0.36979,0.37107
2009,"Rhineland-Palatinate, Saarland",female,Poor,0.13866,80,17514,0.13821,0.13912
2009,Baden-Wuerttemberg,male,Very good,0.11447,114,17514,0.11417,0.11478
2009,Baden-Wuerttemberg,male,Good,0.43872,442,17514,0.43825,0.43920
2009,Baden-Wuerttemberg,male,Satisfactory,0.31344,325,17514,0.31300,0.31388
2009,Baden-Wuerttemberg,male,Poor,0.13336,112,17514,0.13304,0.13369
2009,Baden-Wuerttemberg,female,Very good,0.10043,107,17514,0.10015,0.10071
2009,Baden-Wuerttemberg,female,Good,0.35983,447,17514,0.35938,0.36027
2009,Baden-Wuerttemberg,female,Satisfactory,0.33802,349,17514,0.33758,0.33845
2009,Baden-Wuerttemberg,female,Poor,0.16388,172,17514,0.16354,0.16422
2009,Baden-Wuerttemberg,female,Bad,0.03784,33,17514,0.03767,0.03802
2009,Bavaria,male,Very good,0.10553,145,17514,0.10526,0.10580
2009,Bavaria,male,Good,0.38593,510,17514,0.38550,0.38636
2009,Bavaria,male,Satisfactory,0.33607,398,17514,0.33565,0.33648
2009,Bavaria,male,Poor,0.12686,158,17514,0.12656,0.12715
2009,Bavaria,male,Bad,0.04561,49,17514,0.04543,0.04580
2009,Bavaria,female,Very good,0.10836,146,17514,0.10810,0.10862
2009,Bavaria,female,Good,0.34999,514,17514,0.34959,0.35039
2009,Bavaria,female,Satisfactory,0.33674,465,17514,0.33635,0.33713
2009,Bavaria,female,Poor,0.15826,200,17514,0.15796,0.15857
2009,Bavaria,female,Bad,0.04664,61,17514,0.04647,0.04682
2009,Berlin,male,Good,0.42692,122,17514,0.42604,0.42779
2009,Berlin,male,Satisfactory,0.42936,121,17514,0.42848,0.43023
2009,Berlin,male,Poor,0.14373,45,17514,0.14311,0.14435
2009,Berlin,female,Very good,0.06824,33,17514,0.06783,0.06865
2009,Berlin,female,Good,0.32714,125,17514,0.32637,0.32791
2009,Berlin,female,Satisfactory,0.39863,126,17514,0.39782,0.39943
2009,Berlin,female,Poor,0.20599,59,17514,0.20533,0.20666
2009,Brandenburg,male,Good,0.45458,152,17514,0.45355,0.45562
2009,Brandenburg,male,Satisfactory,0.39626,143,17514,0.39525,0.39728
2009,Brandenburg,male,Poor,0.14916,46,17514,0.14841,0.14990
2009,Brandenburg,female,Good,0.37286,144,17514,0.37188,0.37384
2009,Brandenburg,female,Satisfactory,0.43554,148,17514,0.43454,0.43654
2009,Brandenburg,female,Poor,0.19160,79,17514,0.19081,0.19240
2009,Mecklenburg-Western Pomerania,male,Good,0.41631,90,17514,0.41510,0.41751
2009,Mecklenburg-Western Pomerania,male,Satisfactory,0.41829,81,17514,0.41709,0.41949
2009,Mecklenburg-Western Pomerania,male,Poor,0.16540,32,17514,0.16449,0.16631
2009,Mecklenburg-Western Pomerania,female,Good,0.42507,99,17514,0.42394,0.42620
2009,Mecklenburg-Western Pomerania,female,Satisfactory,0.39952,93,17514,0.39840,0.40064
2009,Mecklenburg-Western Pomerania,female,Poor,0.17541,38,17514,0.17454,0.17628
2009,Saxony,male,Very good,0.09809,53,17514,0.09767,0.09851
2009,Saxony,male,Good,0.41526,273,17514,0.41457,0.41595
2009,Saxony,male,Satisfactory,0.32670,227,17514,0.32604,0.32736
2009,Saxony,male,Poor,0.15995,97,17514,0.15943,0.16046
2009,Saxony,female,Very good,0.04868,43,17514,0.04837,0.04900
2009,Saxony,female,Good,0.39530,284,17514,0.39459,0.39601
2009,Saxony,female,Satisfactory,0.34898,231,17514,0.34828,0.34967
2009,Saxony,female,Poor,0.20704,113,17514,0.20645,0.20763
2009,Saxony-Anhalt,male,Good,0.41505,144,17514,0.41401,0.41609
2009,Saxony-Anhalt,male,Satisfactory,0.42827,128,17514,0.42723,0.42932
2009,Saxony-Anhalt,male,Poor,0.15668,51,17514,0.15591,0.15745
2009,Saxony-Anhalt,female,Good,0.41858,160,17514,0.41761,0.41956
2009,Saxony-Anhalt,female,Satisfactory,0.39705,155,17514,0.39608,0.39801
2009,Saxony-Anhalt,female,Poor,0.18437,63,17514,0.18360,0.18514
2009,Thuringa,male,Good,0.39125,144,17514,0.39019,0.39231
2009,Thuringa,male,Satisfactory,0.44698,154,17514,0.44590,0.44806
2009,Thuringa,male,Poor,0.16177,51,17514,0.16097,0.16257
2009,Thuringa,female,Very good,0.08093,31,17514,0.08037,0.08148
2009,Thuringa,female,Good,0.42781,178,17514,0.42681,0.42881
2009,Thuringa,female,Satisfactory,0.30534,145,17514,0.30441,0.30628
2009,Thuringa,female,Poor,0.18592,64,17514,0.18513,0.18671
2010,Schleswig-Holstein,male,Very good,0.05363,40,23642,0.05318,0.05409
2010,Schleswig-Holstein,male,Good,0.43799,141,23642,0.43700,0.43899
2010,Schleswig-Holstein,male,Satisfactory,0.50838,121,23642,0.50737,0.50938
2010,Schleswig-Holstein,female,Very good,0.12247,48,23642,0.12184,0.12310
2010,Schleswig-Holstein,female,Good,0.33830,155,23642,0.33739,0.33921
2010,Schleswig-Holstein,female,Satisfactory,0.37101,118,23642,0.37008,0.37194
2010,Schleswig-Holstein,female,Poor,0.16822,62,23642,0.16750,0.16894
2010,Hamburg,male,Very good,0.22118,33,23642,0.22018,0.22219
2010,Hamburg,male,Good,0.43310,73,23642,0.43190,0.43430
2010,Hamburg,male,Satisfactory,0.34572,50,23642,0.34456,0.34687
2010,Hamburg,female,Good,0.55481,101,23642,0.55351,0.55611
2010,Hamburg,female,Satisfactory,0.44519,57,23642,0.44389,0.44649
2010,Lower Saxony,male,Very good,0.10451,107,23642,0.10417,0.10486
2010,Lower Saxony,male,Good,0.40628,420,23642,0.40572,0.40683
2010,Lower Saxony,male,Satisfactory,0.33832,332,23642,0.33778,0.33885
2010,Lower Saxony,male,Poor,0.15089,121,23642,0.15049,0.15130
2010,Lower Saxony,female,Very good,0.10140,143,23642,0.10108,0.10172
2010,Lower Saxony,female,Good,0.32549,457,23642,0.32499,0.32599
2010,Lower Saxony,female,Satisfactory,0.36062,406,23642,0.36011,0.36113
2010,Lower Saxony,female,Poor,0.16017,172,23642,0.15978,0.16056
2010,Lower Saxony,female,Bad,0.05232,39,23642,0.05208,0.05256
2010,Bremen,male,Good,1.00000,31,23642,1.00000,1.00000
2010,Bremen,female,Good,1.00000,39,23642,1.00000,1.00000
2010,North Rhine-Westphalia,male,Very good,0.09333,282,23642,0.09312,0.09354
2010,North Rhine-Westphalia,male,Good,0.39265,964,23642,0.39230,0.39301
2010,North Rhine-Westphalia,male,Satisfactory,0.32602,706,23642,0.32569,0.32636
2010,North Rhine-Westphalia,male,Poor,0.14856,286,23642,0.14831,0.14882
2010,North Rhine-Westphalia,male,Bad,0.03943,77,23642,0.03929,0.03957
2010,North Rhine-Westphalia,female,Very good,0.08997,354,23642,0.08977,0.09017
2010,North Rhine-Westphalia,female,Good,0.33626,1065,23642,0.33593,0.33660
2010,North Rhine-Westphalia,female,Satisfactory,0.35006,840,23642,0.34972,0.35040
2010,North Rhine-Westphalia,female,Poor,0.16579,378,23642,0.16552,0.16605
2010,North Rhine-Westphalia,female,Bad,0.05792,112,23642,0.05776,0.05809
2010,Hesse,male,Very good,0.12961,103,23642,0.12921,0.13002
2010,Hesse,male,Good,0.38426,321,23642,0.38366,0.38485
2010,Hesse,male,Satisfactory,0.35275,247,23642,0.35217,0.35333
2010,Hesse,male,Poor,0.13338,98,23642,0.13296,0.13379
2010,Hesse,female,Very good,0.08883,117,23642,0.08848,0.08919
2010,Hesse,female,Good,0.35260,349,23642,0.35200,0.35319
2010,Hesse,female,Satisfactory,0.32243,285,23642,0.32184,0.32301
2010,Hesse,female,Poor,0.16082,121,23642,0.16036,0.16128
2010,Hesse,female,Bad,0.07532,36,23642,0.07499,0.07565
2010,"Rhineland-Palatinate, Saarland",male,Very good,0.09451,68,23642,0.09407,0.09495
2010,"Rhineland-Palatinate, Saarland",male,Good,0.41817,260,23642,0.41743,0.41892
2010,"Rhineland-Palatinate, Saarland",male,Satisfactory,0.39082,190,23642,0.39008,0.39155
2010,"Rhineland-Palatinate, Saarland",male,Poor,0.09650,65,23642,0.09605,0.09694
2010,"Rhineland-Palatinate, Saarland",female,Very good,0.12813,96,23642,0.12768,0.12858
2010,"Rhineland-Palatinate, Saarland",female,Good,0.39309,312,23642,0.39243,0.39374
2010,"Rhineland-Palatinate, Saarland",female,Satisfactory,0.35870,231,23642,0.35805,0.35934
2010,"Rhineland-Palatinate, Saarland",female,Poor,0.12009,86,23642,0.11965,0.12052
2010,Baden-Wuerttemberg,male,Very good,0.12689,202,23642,0.12656,0.12721
2010,Baden-Wuerttemberg,male,Good,0.42551,575,23642,0.42503,0.42598
2010,Baden-Wuerttemberg,male,Satisfactory,0.31552,394,23642,0.31507,0.31597
2010,Baden-Wuerttemberg,male,Poor,0.13209,153,23642,0.13176,0.13242
2010,Baden-Wuerttemberg,female,Very good,0.09982,225,23642,0.09954,0.10009
2010,Baden-Wuerttemberg,female,Good,0.35348,648,23642,0.35305,0.35392
2010,Baden-Wuerttemberg,female,Satisfactory,0.33629,464,23642,0.33586,0.33672
2010,Baden-Wuerttemberg,female,Poor,0.17919,218,23642,0.17884,0.17954
2010,Baden-Wuerttemberg,female,Bad,0.03123,35,23642,0.03107,0.03138
2010,Bavaria,male,Very good,0.10638,226,23642,0.10611,0.10665
2010,Bavaria,male,Good,0.40697,701,23642,0.40654,0.40741
2010,Bavaria,male,Satisfactory,0.31615,478,23642,0.31574,0.31656
2010,Bavaria,male,Poor,0.12505,183,23642,0.12475,0.12534
2010,Bavaria,male,Bad,0.04545,57,23642,0.04526,0.04563
2010,Bavaria,female,Very good,0.11233,280,23642,0.11207,0.11259
2010,Bavaria,female,Good,0.36538,819,23642,0.36498,0.36579
2010,Bavaria,female,Satisfactory,0.32511,583,23642,0.32472,0.32550
2010,Bavaria,female,Poor,0.15887,258,23642,0.15856,0.15917
2010,Bavaria,female,Bad,0.03831,56,23642,0.03815,0.03847
2010,Berlin,male,Very good,0.09760,47,23642,0.09709,0.09812
2010,Berlin,male,Good,0.36067,149,23642,0.35984,0.36150
2010,Berlin,male,Satisfactory,0.32706,128,23642,0.32625,0.32787
2010,Berlin,male,Poor,0.21466,60,23642,0.21395,0.21537
2010,Berlin,female,Very good,0.10020,66,23642,0.09971,0.10069
2010,Berlin,female,Good,0.31856,202,23642,0.31780,0.31932
2010,Berlin,female,Satisfactory,0.38848,149,23642,0.38768,0.38927
2010,Berlin,female,Poor,0.19277,84,23642,0.19212,0.19341
2010,Brandenburg,male,Very good,0.07743,43,23642,0.07690,0.07796
2010,Brandenburg,male,Good,0.38829,174,23642,0.38733,0.38925
2010,Brandenburg,male,Satisfactory,0.35686,150,23642,0.35591,0.35780
2010,Brandenburg,male,Poor,0.17742,61,23642,0.17667,0.17818
2010,Brandenburg,female,Very good,0.08591,49,23642,0.08536,0.08647
2010,Brandenburg,female,Good,0.38173,211,23642,0.38077,0.38269
2010,Brandenburg,female,Satisfactory,0.37182,162,23642,0.37086,0.37277
2010,Brandenburg,female,Poor,0.16053,78,23642,0.15981,0.16126
2010,Mecklenburg-Western Pomerania,male,Good,0.42389,110,23642,0.42264,0.42513
2010,Mecklenburg-Western Pomerania,male,Satisfactory,0.36579,86,23642,0.36458,0.36700
2010,Mecklenburg-Western Pomerania,male,Poor,0.21032,35,23642,0.20930,0.21135
2010,Mecklenburg-Western Pomerania,female,Good,0.39524,145,23642,0.39410,0.39638
2010,Mecklenburg-Western Pomerania,female,Satisfactory,0.40405,108,23642,0.40290,0.40520
2010,Mecklenburg-Western Pomerania,female,Poor,0.20071,47,23642,0.19977,0.20164
2010,Saxony,male,Very good,0.09709,90,23642,0.09668,0.09749
2010,Saxony,male,Good,0.44941,366,23642,0.44873,0.45009
2010,Saxony,male,Satisfactory,0.30045,229,23642,0.29983,0.30108
2010,Saxony,male,Poor,0.15305,103,23642,0.15256,0.15354
2010,Saxony,female,Very good,0.06394,85,23642,0.06358,0.06430
2010,Saxony,female,Good,0.38312,366,23642,0.38241,0.38383
2010,Saxony,female,Satisfactory,0.34187,279,23642,0.34118,0.34256
2010,Saxony,female,Poor,0.21107,120,23642,0.21047,0.21166
2010,Saxony-Anhalt,male,Very good,0.11834,35,23642,0.11770,0.11898
2010,Saxony-Anhalt,male,Good,0.35647,166,23642,0.35551,0.35742
2010,Saxony-Anhalt,male,Satisfactory,0.39350,130,23642,0.39253,0.39447
2010,Saxony-Anhalt,male,Poor,0.13169,53,23642,0.13102,0.13237
2010,Saxony-Anhalt,female,Very good,0.06203,47,23642,0.06154,0.06252
2010,Saxony-Anhalt,female,Good,0.40114,212,23642,0.40015,0.40213
2010,Saxony-Anhalt,female,Satisfactory,0.36288,162,23642,0.36191,0.36385
2010,Saxony-Anhalt,female,Poor,0.17395,68,23642,0.17319,0.17472
2010,Thuringa,male,Very good,0.08534,46,23642,0.08475,0.08593
2010,Thuringa,male,Good,0.39513,182,23642,0.39410,0.39616
2010,Thuringa,male,Satisfactory,0.37322,144,23642,0.37220,0.37424
2010,Thuringa,male,Poor,0.14631,51,23642,0.14556,0.14705
2010,Thuringa,female,Very good,0.08593,43,23642,0.08535,0.08650
2010,Thuringa,female,Good,0.40175,214,23642,0.40074,0.40276
2010,Thuringa,female,Satisfactory,0.36517,171,23642,0.36418,0.36616
2010,Thuringa,female,Poor,0.14716,66,23642,0.14643,0.14789
2011,Schleswig-Holstein,male,Very good,0.12211,67,28413,0.12151,0.12272
2011,Schleswig-Holstein,male,Good,0.38833,184,28413,0.38743,0.38923
2011,Schleswig-Holstein,male,Satisfactory,0.38308,150,28413,0.38218,0.38398
2011,Schleswig-Holstein,male,Poor,0.10647,46,28413,0.10590,0.10704
2011,Schleswig-Holstein,female,Very good,0.07903,64,28413,0.07855,0.07952
2011,Schleswig-Holstein,female,Good,0.44898,237,28413,0.44809,0.44987
2011,Schleswig-Holstein,female,Satisfactory,0.30704,160,28413,0.30622,0.30787
2011,Schleswig-Holstein,female,Poor,0.16494,76,28413,0.16428,0.16561
2011,Hamburg,male,Very good,0.14927,33,28413,0.14836,0.15017
2011,Hamburg,male,Good,0.55075,96,28413,0.54949,0.55201
2011,Hamburg,male,Satisfactory,0.29998,55,28413,0.29883,0.30114
2011,Hamburg,female,Very good,0.08462,31,28413,0.08396,0.08528
2011,Hamburg,female,Good,0.38539,96,28413,0.38425,0.38654
2011,Hamburg,female,Satisfactory,0.35772,72,28413,0.35659,0.35885
2011,Hamburg,female,Poor,0.17226,31,28413,0.17137,0.17316
2011,Lower Saxony,male,Very good,0.10351,126,28413,0.10317,0.10385
2011,Lower Saxony,male,Good,0.39714,504,28413,0.39660,0.39769
2011,Lower Saxony,male,Satisfactory,0.32042,393,28413,0.31990,0.32094
2011,Lower Saxony,male,Poor,0.13276,147,28413,0.13238,0.13313
2011,Lower Saxony,male,Bad,0.04617,40,28413,0.04594,0.04640
2011,Lower Saxony,female,Very good,0.07252,142,28413,0.07225,0.07280
2011,Lower Saxony,female,Good,0.37784,596,28413,0.37733,0.37835
2011,Lower Saxony,female,Satisfactory,0.34398,472,28413,0.34347,0.34448
2011,Lower Saxony,female,Poor,0.16009,210,28413,0.15970,0.16048
2011,Lower Saxony,female,Bad,0.04557,55,28413,0.04535,0.04579
2011,Bremen,male,Good,1.00000,35,28413,1.00000,1.00000
2011,Bremen,female,Good,0.39471,42,28413,0.39263,0.39678
2011,Bremen,female,Satisfactory,0.60529,37,28413,0.60322,0.60737
2011,North Rhine-Westphalia,male,Very good,0.09458,308,28413,0.09437,0.09480
2011,North Rhine-Westphalia,male,Good,0.39612,1099,28413,0.39577,0.39647
2011,North Rhine-Westphalia,male,Satisfactory,0.33476,810,28413,0.33442,0.33510
2011,North Rhine-Westphalia,male,Poor,0.13763,347,28413,0.13738,0.13788
2011,North Rhine-Westphalia,male,Bad,0.03690,95,28413,0.03677,0.03704
2011,North Rhine-Westphalia,female,Very good,0.09985,364,28413,0.09963,0.10006
2011,North Rhine-Westphalia,female,Good,0.36566,1242,28413,0.36532,0.36600
2011,North Rhine-Westphalia,female,Satisfactory,0.30482,977,28413,0.30450,0.30515
2011,North Rhine-Westphalia,female,Poor,0.18198,474,28413,0.18171,0.18226
2011,North Rhine-Westphalia,female,Bad,0.04769,117,28413,0.04754,0.04784
2011,Hesse,male,Very good,0.15631,123,28413,0.15585,0.15677
2011,Hesse,male,Good,0.37616,366,28413,0.37555,0.37678
2011,Hesse,male,Satisfactory,0.32082,272,28413,0.32023,0.32142
2011,Hesse,male,Poor,0.14670,126,28413,0.14625,0.14715
2011,Hesse,female,Very good,0.10788,121,28413,0.10749,0.10827
2011,Hesse,female,Good,0.38142,470,28413,0.38081,0.38203
2011,Hesse,female,Satisfactory,0.28924,312,28413,0.28867,0.28981
2011,Hesse,female,Poor,0.17531,153,28413,0.17483,0.17579
2011,Hesse,female,Bad,0.04615,38,28413,0.04589,0.04642
2011,"Rhineland-Palatinate, Saarland",male,Very good,0.09536,65,28413,0.09492,0.09579
2011,"Rhineland-Palatinate, Saarland",male,Good,0.43626,324,28413,0.43552,0.43700
2011,"Rhineland-Palatinate, Saarland",male,Satisfactory,0.35054,230,28413,0.34983,0.35125
2011,"Rhineland-Palatinate, Saarland",male,Poor,0.11785,84,28413,0.11737,0.11833
2011,"Rhineland-Palatinate, Saarland",female,Very good,0.07487,87,28413,0.07452,0.07522
2011,"Rhineland-Palatinate, Saarland",female,Good,0.42073,379,28413,0.42007,0.42140
2011,"Rhineland-Palatinate, Saarland",female,Satisfactory,0.30302,273,28413,0.30241,0.30364
2011,"Rhineland-Palatinate, Saarland",female,Poor,0.14702,127,28413,0.14654,0.14749
2011,"Rhineland-Palatinate, Saarland",female,Bad,0.05436,35,28413,0.05406,0.05466
