year,migback,sex,m11126,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2021,Indirect migration background,male,Satisfactory,0.10158,111,461,0.07397,0.12918
2021,Indirect migration background,male,Poor,0.05569,38,461,0.03473,0.07664
2021,Indirect migration background,female,Very good,0.10294,120,499,0.07625,0.12963
2021,Indirect migration background,female,Good,0.22764,201,499,0.19081,0.26447
2021,Indirect migration background,female,Satisfactory,0.11381,124,499,0.08592,0.14171
2021,Indirect migration background,female,Poor,0.04312,54,499,0.02528,0.06096
2022,No migration background,male,Very good,0.09869,1185,8867,0.09248,0.10489
2022,No migration background,male,Good,0.32260,3612,8867,0.31287,0.33233
2022,No migration background,male,Satisfactory,0.27495,2716,8867,0.26565,0.28424
2022,No migration background,male,Poor,0.11660,1078,8867,0.10992,0.12328
2022,No migration background,male,Bad,0.03359,276,8867,0.02984,0.03734
2022,No migration background,female,Very good,0.07907,1048,9602,0.07367,0.08446
2022,No migration background,female,Good,0.30425,3649,9602,0.29505,0.31345
2022,No migration background,female,Satisfactory,0.28393,3096,9602,0.27491,0.29295
2022,No migration background,female,Poor,0.14899,1452,9602,0.14186,0.15611
2022,No migration background,female,Bad,0.04204,357,9602,0.03802,0.04605
2022,Direct migration background,male,Very good,0.15845,1080,4182,0.14738,0.16952
2022,Direct migration background,male,Good,0.39445,1819,4182,0.37964,0.40926
2022,Direct migration background,male,Satisfactory,0.23683,833,4182,0.22395,0.24972
2022,Direct migration background,male,Poor,0.11019,357,4182,0.10070,0.11968
2022,Direct migration background,male,Bad,0.03487,93,4182,0.02931,0.04043
2022,Direct migration background,female,Very good,0.10580,730,4031,0.09630,0.11530
2022,Direct migration background,female,Good,0.32372,1664,4031,0.30927,0.33817
2022,Direct migration background,female,Satisfactory,0.27621,1018,4031,0.26240,0.29001
2022,Direct migration background,female,Poor,0.16656,482,4031,0.15506,0.17807
2022,Direct migration background,female,Bad,0.05503,137,4031,0.04799,0.06207
2022,Indirect migration background,male,Very good,0.08527,121,676,0.06420,0.10634
2022,Indirect migration background,male,Good,0.23083,300,676,0.19904,0.26262
2022,Indirect migration background,male,Satisfactory,0.14985,181,676,0.12293,0.17678
2022,Indirect migration background,male,Poor,0.05379,74,676,0.03677,0.07081
2022,Indirect migration background,female,Very good,0.08022,114,779,0.06114,0.09931
2022,Indirect migration background,female,Good,0.20864,313,779,0.18009,0.23719
2022,Indirect migration background,female,Satisfactory,0.17722,235,779,0.15039,0.20406
2022,Indirect migration background,female,Poor,0.08206,117,779,0.06278,0.10135
