,Unnamed: 0,year,pgisced97,m11126,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
649,649,2014,Primary Level,Satisfactory,0.24471,147,26977,0.20589,0.28778
650,650,2014,Primary Level,Poor,0.26213,111,26977,0.21229,0.32541
651,651,2014,Primary Level,Bad,0.10948,46,26977,0.07915,0.14445
652,652,2014,Lower Secondary Level,Very good,0.11101,404,26977,0.09459,0.1243
653,653,2014,Lower Secondary Level,Good,0.28107,1090,26977,0.26362,0.3002
654,654,2014,Lower Secondary Level,Satisfactory,0.34097,992,26977,0.31812,0.36207
655,655,2014,Lower Secondary Level,Poor,0.20511,574,26977,0.19001,0.21962
656,656,2014,Lower Secondary Level,Bad,0.06184,168,26977,0.05356,0.07252
657,657,2014,Upper Secondary Level,Very good,0.07773,1019,26977,0.07171,0.08351
658,658,2014,Upper Secondary Level,Good,0.35493,4760,26977,0.34337,0.36621
659,659,2014,Upper Secondary Level,Satisfactory,0.35299,4332,26977,0.34357,0.36555
660,660,2014,Upper Secondary Level,Poor,0.17026,1927,26977,0.16383,0.17815
661,661,2014,Upper Secondary Level,Bad,0.04408,496,26977,0.04108,0.04769
662,662,2014,Post-secondary Non-tertiary Level,Very good,0.126,234,26977,0.10847,0.14932
663,663,2014,Post-secondary Non-tertiary Level,Good,0.43378,919,26977,0.40501,0.47289
664,664,2014,Post-secondary Non-tertiary Level,Satisfactory,0.30861,615,26977,0.27877,0.33939
665,665,2014,Post-secondary Non-tertiary Level,Poor,0.10677,230,26977,0.09311,0.12247
666,666,2014,Post-secondary Non-tertiary Level,Bad,0.02485,48,26977,0.01677,0.0335
667,667,2014,First Stage of Tertiary Education,Very good,0.05614,101,26977,0.04658,0.06713
668,668,2014,First Stage of Tertiary Education,Good,0.40182,654,26977,0.36182,0.43868
669,669,2014,First Stage of Tertiary Education,Satisfactory,0.36593,585,26977,0.33214,0.39827
670,670,2014,First Stage of Tertiary Education,Poor,0.14823,214,26977,0.12539,0.16851
671,671,2014,First Stage of Tertiary Education,Bad,0.02787,41,26977,0.01995,0.03748
672,672,2014,Second Stage of Tertiary Education,Very good,0.1294,771,26977,0.11764,0.14176
673,673,2014,Second Stage of Tertiary Education,Good,0.43511,2891,26977,0.41507,0.45302
674,674,2014,Second Stage of Tertiary Education,Satisfactory,0.29175,1748,26977,0.27695,0.30849
675,675,2014,Second Stage of Tertiary Education,Poor,0.11862,683,26977,0.11088,0.12771
676,676,2014,Second Stage of Tertiary Education,Bad,0.02511,128,26977,0.02066,0.0289
677,677,2015,Pre-primary Level,Very good,0.43241,288,26626,0.35893,0.50423
678,678,2015,Pre-primary Level,Good,0.46346,358,26626,0.39928,0.54178
679,679,2015,Pre-primary Level,Satisfactory,0.10413,96,26626,0.07943,0.12918
680,680,2015,Primary Level,Very good,0.09111,69,26626,0.05918,0.12254
681,681,2015,Primary Level,Good,0.25872,169,26626,0.2096,0.31145
682,682,2015,Primary Level,Satisfactory,0.28306,132,26626,0.2281,0.35324
683,683,2015,Primary Level,Poor,0.2472,125,26626,0.20678,0.29965
684,684,2015,Primary Level,Bad,0.11992,37,26626,0.07487,0.17504
685,685,2015,Lower Secondary Level,Very good,0.09496,394,26626,0.08193,0.10708
686,686,2015,Lower Secondary Level,Good,0.32865,1107,26626,0.30653,0.35819
687,687,2015,Lower Secondary Level,Satisfactory,0.3231,934,26626,0.29818,0.3409
688,688,2015,Lower Secondary Level,Poor,0.19033,515,26626,0.1767,0.20692
689,689,2015,Lower Secondary Level,Bad,0.06295,146,26626,0.05337,0.0726
690,690,2015,Upper Secondary Level,Very good,0.07816,1081,26626,0.07174,0.08333
691,691,2015,Upper Secondary Level,Good,0.3531,4575,26626,0.34236,0.36379
692,692,2015,Upper Secondary Level,Satisfactory,0.35154,4171,26626,0.33994,0.36322
693,693,2015,Upper Secondary Level,Poor,0.17207,1876,26626,0.16539,0.18029
694,694,2015,Upper Secondary Level,Bad,0.04513,459,26626,0.04108,0.04952
695,695,2015,Post-secondary Non-tertiary Level,Very good,0.12897,269,26626,0.1085,0.15652
696,696,2015,Post-secondary Non-tertiary Level,Good,0.4222,976,26626,0.3908,0.46099
697,697,2015,Post-secondary Non-tertiary Level,Satisfactory,0.31791,635,26626,0.28044,0.35384
698,698,2015,Post-secondary Non-tertiary Level,Poor,0.10772,232,26626,0.09229,0.12843
699,699,2015,Post-secondary Non-tertiary Level,Bad,0.0232,43,26626,0.01576,0.0325
700,700,2015,First Stage of Tertiary Education,Very good,0.05371,85,26626,0.0417,0.06674
701,701,2015,First Stage of Tertiary Education,Good,0.37424,608,26626,0.33397,0.41453
702,702,2015,First Stage of Tertiary Education,Satisfactory,0.38111,569,26626,0.34767,0.41205
703,703,2015,First Stage of Tertiary Education,Poor,0.13878,210,26626,0.11887,0.15888
704,704,2015,First Stage of Tertiary Education,Bad,0.05216,56,26626,0.04036,0.06657
705,705,2015,Second Stage of Tertiary Education,Very good,0.13754,901,26626,0.12398,0.15146
706,706,2015,Second Stage of Tertiary Education,Good,0.43634,2935,26626,0.41657,0.46153
707,707,2015,Second Stage of Tertiary Education,Satisfactory,0.29034,1788,26626,0.27603,0.30668
708,708,2015,Second Stage of Tertiary Education,Poor,0.11176,664,26626,0.10168,0.12146
709,709,2015,Second Stage of Tertiary Education,Bad,0.02402,123,26626,0.01994,0.02949
710,710,2016,Pre-primary Level,Very good,0.39964,272,26937,0.3398,0.47131
711,711,2016,Pre-primary Level,Good,0.48946,341,26937,0.42629,0.57776
712,712,2016,Pre-primary Level,Satisfactory,0.1109,88,26937,0.07594,0.14639
713,713,2016,Primary Level,Very good,0.1011,399,26937,0.06828,0.13699
714,714,2016,Primary Level,Good,0.27922,449,26937,0.20787,0.35046
715,715,2016,Primary Level,Satisfactory,0.30537,294,26937,0.23468,0.36495
716,716,2016,Primary Level,Poor,0.25223,220,26937,0.18791,0.32311
717,717,2016,Primary Level,Bad,0.06207,78,26937,0.0319,0.10077
718,718,2016,Lower Secondary Level,Very good,0.09612,574,26937,0.08081,0.10893
719,719,2016,Lower Secondary Level,Good,0.32299,1125,26937,0.29944,0.35228
720,720,2016,Lower Secondary Level,Satisfactory,0.31992,897,26937,0.29542,0.34637
721,721,2016,Lower Secondary Level,Poor,0.19571,506,26937,0.17344,0.21683
722,722,2016,Lower Secondary Level,Bad,0.06527,179,26937,0.05542,0.07499
723,723,2016,Upper Secondary Level,Very good,0.07395,1122,26937,0.06783,0.08065
724,724,2016,Upper Secondary Level,Good,0.35561,4302,26937,0.34401,0.36817
725,725,2016,Upper Secondary Level,Satisfactory,0.35542,3904,26937,0.34499,0.36957
726,726,2016,Upper Secondary Level,Poor,0.17026,1756,26937,0.16295,0.17956
727,727,2016,Upper Secondary Level,Bad,0.04475,448,26937,0.04002,0.04908
728,728,2016,Post-secondary Non-tertiary Level,Very good,0.12164,280,26937,0.10369,0.14248
729,729,2016,Post-secondary Non-tertiary Level,Good,0.43911,900,26937,0.40482,0.47743
730,730,2016,Post-secondary Non-tertiary Level,Satisfactory,0.29115,611,26937,0.26064,0.31749
731,731,2016,Post-secondary Non-tertiary Level,Poor,0.11414,244,26937,0.09382,0.13594
732,732,2016,Post-secondary Non-tertiary Level,Bad,0.03396,58,26937,0.02544,0.04319
733,733,2016,First Stage of Tertiary Education,Very good,0.05104,81,26937,0.04034,0.06445
734,734,2016,First Stage of Tertiary Education,Good,0.42105,569,26937,0.38544,0.4596
735,735,2016,First Stage of Tertiary Education,Satisfactory,0.34592,498,26937,0.31171,0.37751
736,736,2016,First Stage of Tertiary Education,Poor,0.14938,215,26937,0.12786,0.17135
737,737,2016,First Stage of Tertiary Education,Bad,0.03261,43,26937,0.02474,0.04315
738,738,2016,Second Stage of Tertiary Education,Very good,0.11935,956,26937,0.1077,0.13342
739,739,2016,Second Stage of Tertiary Education,Good,0.43919,2878,26937,0.41783,0.46323
740,740,2016,Second Stage of Tertiary Education,Satisfactory,0.29684,1793,26937,0.28061,0.31139
741,741,2016,Second Stage of Tertiary Education,Poor,0.12008,718,26937,0.10948,0.12959
742,742,2016,Second Stage of Tertiary Education,Bad,0.02453,139,26937,0.01998,0.02954
743,743,2017,Pre-primary Level,Very good,0.38603,318,30249,0.33803,0.43724
744,744,2017,Pre-primary Level,Good,0.42598,354,30249,0.36855,0.49905
745,745,2017,Pre-primary Level,Satisfactory,0.15769,103,30249,0.11629,0.20445
746,746,2017,Pre-primary Level,Poor,0.0303,34,30249,0.02086,0.04229
747,747,2017,Primary Level,Very good,0.1317,570,30249,0.09565,0.17146
748,748,2017,Primary Level,Good,0.2709,613,30249,0.22026,0.32979
749,749,2017,Primary Level,Satisfactory,0.30814,398,30249,0.24376,0.3743
750,750,2017,Primary Level,Poor,0.22669,257,30249,0.18172,0.29093
751,751,2017,Primary Level,Bad,0.06257,87,30249,0.03692,0.09457
752,752,2017,Lower Secondary Level,Very good,0.0928,648,30249,0.08012,0.10746
753,753,2017,Lower Secondary Level,Good,0.31632,1293,30249,0.28974,0.34128
754,754,2017,Lower Secondary Level,Satisfactory,0.34303,1034,30249,0.31656,0.36833
755,755,2017,Lower Secondary Level,Poor,0.19594,561,30249,0.17835,0.21261
756,756,2017,Lower Secondary Level,Bad,0.05191,152,30249,0.04323,0.06473
757,757,2017,Upper Secondary Level,Very good,0.07239,1281,30249,0.06735,0.07777
758,758,2017,Upper Secondary Level,Good,0.35147,4724,30249,0.33981,0.36129
759,759,2017,Upper Secondary Level,Satisfactory,0.36035,4357,30249,0.34895,0.37205
760,760,2017,Upper Secondary Level,Poor,0.17217,1901,30249,0.16555,0.17977
761,761,2017,Upper Secondary Level,Bad,0.04362,470,30249,0.03935,0.04768
762,762,2017,Post-secondary Non-tertiary Level,Very good,0.11978,306,30249,0.10537,0.13574
763,763,2017,Post-secondary Non-tertiary Level,Good,0.43935,1011,30249,0.40908,0.47499
764,764,2017,Post-secondary Non-tertiary Level,Satisfactory,0.30111,682,30249,0.27586,0.32751
765,765,2017,Post-secondary Non-tertiary Level,Poor,0.11653,259,30249,0.09999,0.13596
766,766,2017,Post-secondary Non-tertiary Level,Bad,0.02324,55,30249,0.01566,0.03184
767,767,2017,First Stage of Tertiary Education,Very good,0.07235,112,30249,0.05882,0.08806
768,768,2017,First Stage of Tertiary Education,Good,0.38292,606,30249,0.35175,0.41605
769,769,2017,First Stage of Tertiary Education,Satisfactory,0.36429,565,30249,0.33666,0.39599
770,770,2017,First Stage of Tertiary Education,Poor,0.14787,202,30249,0.12715,0.1668
771,771,2017,First Stage of Tertiary Education,Bad,0.03257,50,30249,0.02377,0.04386
772,772,2017,Second Stage of Tertiary Education,Very good,0.1383,1140,30249,0.12861,0.1524
773,773,2017,Second Stage of Tertiary Education,Good,0.43908,3283,30249,0.4182,0.45611
774,774,2017,Second Stage of Tertiary Education,Satisfactory,0.29201,1958,30249,0.27582,0.30623
775,775,2017,Second Stage of Tertiary Education,Poor,0.10757,735,30249,0.09866,0.11776
776,776,2017,Second Stage of Tertiary Education,Bad,0.02304,130,30249,0.01942,0.02736
777,777,2018,Pre-primary Level,Very good,0.42639,298,28839,0.37356,0.48031
778,778,2018,Pre-primary Level,Good,0.43905,277,28839,0.37878,0.52174
779,779,2018,Pre-primary Level,Satisfactory,0.13456,92,28839,0.10882,0.17976
780,780,2018,Primary Level,Very good,0.12869,592,28839,0.09654,0.16249
781,781,2018,Primary Level,Good,0.28914,550,28839,0.24447,0.34735
782,782,2018,Primary Level,Satisfactory,0.28136,403,28839,0.2246,0.33964
783,783,2018,Primary Level,Poor,0.21801,208,28839,0.16451,0.27407
784,784,2018,Primary Level,Bad,0.0828,79,28839,0.05343,0.11972
785,785,2018,Lower Secondary Level,Very good,0.10721,672,28839,0.09202,0.12125
786,786,2018,Lower Secondary Level,Good,0.30305,1185,28839,0.27722,0.32851
787,787,2018,Lower Secondary Level,Satisfactory,0.34173,1022,28839,0.31981,0.3705
788,788,2018,Lower Secondary Level,Poor,0.19283,525,28839,0.17236,0.20802
789,789,2018,Lower Secondary Level,Bad,0.05518,161,28839,0.04618,0.06451
790,790,2018,Upper Secondary Level,Very good,0.08016,1278,28839,0.07534,0.08472
791,791,2018,Upper Secondary Level,Good,0.35343,4459,28839,0.34072,0.36553
792,792,2018,Upper Secondary Level,Satisfactory,0.36577,4127,28839,0.35444,0.37762
793,793,2018,Upper Secondary Level,Poor,0.15829,1802,28839,0.15102,0.1657
794,794,2018,Upper Secondary Level,Bad,0.04235,470,28839,0.03851,0.04638
795,795,2018,Post-secondary Non-tertiary Level,Very good,0.11266,295,28839,0.09479,0.12926
796,796,2018,Post-secondary Non-tertiary Level,Good,0.41904,962,28839,0.3871,0.44715
797,797,2018,Post-secondary Non-tertiary Level,Satisfactory,0.31463,643,28839,0.28611,0.35084
798,798,2018,Post-secondary Non-tertiary Level,Poor,0.12823,268,28839,0.10837,0.14731
799,799,2018,Post-secondary Non-tertiary Level,Bad,0.02543,46,28839,0.01814,0.03437
800,800,2018,First Stage of Tertiary Education,Very good,0.06429,84,28839,0.04772,0.08328
801,801,2018,First Stage of Tertiary Education,Good,0.39544,584,28839,0.36325,0.43135
802,802,2018,First Stage of Tertiary Education,Satisfactory,0.35437,550,28839,0.32154,0.38798
803,803,2018,First Stage of Tertiary Education,Poor,0.14764,190,28839,0.1263,0.16744
804,804,2018,First Stage of Tertiary Education,Bad,0.03826,46,28839,0.0283,0.05068
805,805,2018,Second Stage of Tertiary Education,Very good,0.13813,1100,28839,0.12618,0.1498
806,806,2018,Second Stage of Tertiary Education,Good,0.44269,3152,28839,0.42311,0.45996
807,807,2018,Second Stage of Tertiary Education,Satisfactory,0.29205,1892,28839,0.27701,0.30635
808,808,2018,Second Stage of Tertiary Education,Poor,0.10827,703,28839,0.10068,0.11581
809,809,2018,Second Stage of Tertiary Education,Bad,0.01886,124,28839,0.01491,0.0237
810,810,2019,Pre-primary Level,Very good,0.38458,231,28694,0.32989,0.4489
811,811,2019,Pre-primary Level,Good,0.49541,268,28694,0.42349,0.58427
812,812,2019,Pre-primary Level,Satisfactory,0.12001,81,28694,0.09376,0.15038
813,813,2019,Primary Level,Very good,0.16444,504,28694,0.12093,0.21726
814,814,2019,Primary Level,Good,0.22903,549,28694,0.18063,0.27853
815,815,2019,Primary Level,Satisfactory,0.27432,359,28694,0.21802,0.33309
816,816,2019,Primary Level,Poor,0.2586,226,28694,0.19074,0.3249
817,817,2019,Primary Level,Bad,0.07361,83,28694,0.04663,0.10698
818,818,2019,Lower Secondary Level,Very good,0.08927,555,28694,0.07384,0.10553
819,819,2019,Lower Secondary Level,Good,0.34619,1160,28694,0.31781,0.37511
820,820,2019,Lower Secondary Level,Satisfactory,0.31925,857,28694,0.2958,0.34563
821,821,2019,Lower Secondary Level,Poor,0.19057,497,28694,0.17346,0.20816
822,822,2019,Lower Secondary Level,Bad,0.05472,140,28694,0.04431,0.06559
823,823,2019,Upper Secondary Level,Very good,0.07195,1181,28694,0.06558,0.07691
824,824,2019,Upper Secondary Level,Good,0.359,4361,28694,0.34519,0.37531
825,825,2019,Upper Secondary Level,Satisfactory,0.36682,4011,28694,0.35304,0.37964
826,826,2019,Upper Secondary Level,Poor,0.16115,1692,28694,0.15334,0.17065
827,827,2019,Upper Secondary Level,Bad,0.04108,431,28694,0.0373,0.04519
828,828,2019,Post-secondary Non-tertiary Level,Very good,0.12775,286,28694,0.10723,0.15176
829,829,2019,Post-secondary Non-tertiary Level,Good,0.40898,1009,28694,0.37726,0.4402
830,830,2019,Post-secondary Non-tertiary Level,Satisfactory,0.27991,636,28694,0.25085,0.31337
831,831,2019,Post-secondary Non-tertiary Level,Poor,0.15821,279,28694,0.13391,0.18397
832,832,2019,Post-secondary Non-tertiary Level,Bad,0.02516,50,28694,0.0178,0.03253
833,833,2019,First Stage of Tertiary Education,Very good,0.06858,142,28694,0.05365,0.08518
834,834,2019,First Stage of Tertiary Education,Good,0.41353,705,28694,0.37346,0.45313
835,835,2019,First Stage of Tertiary Education,Satisfactory,0.36013,579,28694,0.32064,0.39288
836,836,2019,First Stage of Tertiary Education,Poor,0.12359,199,28694,0.10128,0.14556
837,837,2019,First Stage of Tertiary Education,Bad,0.03417,41,28694,0.02445,0.04653
838,838,2019,Second Stage of Tertiary Education,Very good,0.14631,1284,28694,0.13537,0.16041
839,839,2019,Second Stage of Tertiary Education,Good,0.46086,3520,28694,0.43557,0.48111
840,840,2019,Second Stage of Tertiary Education,Satisfactory,0.27166,1965,28694,0.25556,0.28581
841,841,2019,Second Stage of Tertiary Education,Poor,0.10376,695,28694,0.09305,0.11568
842,842,2019,Second Stage of Tertiary Education,Bad,0.01741,118,28694,0.01418,0.02088
843,843,2020,Pre-primary Level,Very good,0.36487,275,28783,0.29775,0.42317
844,844,2020,Pre-primary Level,Good,0.50015,332,28783,0.42627,0.56356
845,845,2020,Pre-primary Level,Satisfactory,0.13498,80,28783,0.09953,0.18794
846,846,2020,Primary Level,Very good,0.1501,607,28783,0.11253,0.20855
847,847,2020,Primary Level,Good,0.30849,662,28783,0.24514,0.37532
848,848,2020,Primary Level,Satisfactory,0.24506,309,28783,0.19205,0.32079
849,849,2020,Primary Level,Poor,0.22231,188,28783,0.17534,0.28749
850,850,2020,Primary Level,Bad,0.07404,64,28783,0.04447,0.11324
851,851,2020,Lower Secondary Level,Very good,0.10232,663,28783,0.08569,0.11919
852,852,2020,Lower Secondary Level,Good,0.31592,1198,28783,0.28669,0.34353
853,853,2020,Lower Secondary Level,Satisfactory,0.33274,864,28783,0.30214,0.36514
854,854,2020,Lower Secondary Level,Poor,0.19951,475,28783,0.17861,0.21925
855,855,2020,Lower Secondary Level,Bad,0.04951,120,28783,0.0396,0.06127
856,856,2020,Upper Secondary Level,Very good,0.08136,1388,28783,0.07396,0.08878
857,857,2020,Upper Secondary Level,Good,0.35781,4326,28783,0.34153,0.37074
858,858,2020,Upper Secondary Level,Satisfactory,0.35625,3666,28783,0.34482,0.36911
859,859,2020,Upper Secondary Level,Poor,0.15925,1575,28783,0.15062,0.16869
860,860,2020,Upper Secondary Level,Bad,0.04532,406,28783,0.04108,0.051
861,861,2020,Post-secondary Non-tertiary Level,Very good,0.12686,352,28783,0.10502,0.14648
862,862,2020,Post-secondary Non-tertiary Level,Good,0.43077,1079,28783,0.40013,0.46467
863,863,2020,Post-secondary Non-tertiary Level,Satisfactory,0.30061,642,28783,0.26908,0.33591
864,864,2020,Post-secondary Non-tertiary Level,Poor,0.12245,239,28783,0.10443,0.14412
865,865,2020,Post-secondary Non-tertiary Level,Bad,0.01931,50,28783,0.01368,0.02569
866,866,2020,First Stage of Tertiary Education,Very good,0.09501,132,28783,0.0778,0.11642
867,867,2020,First Stage of Tertiary Education,Good,0.36961,602,28783,0.32743,0.41133
868,868,2020,First Stage of Tertiary Education,Satisfactory,0.37348,526,28783,0.32981,0.41605
869,869,2020,First Stage of Tertiary Education,Poor,0.13098,171,28783,0.10547,0.15354
870,870,2020,First Stage of Tertiary Education,Bad,0.03092,36,28783,0.01921,0.04191
871,871,2020,Second Stage of Tertiary Education,Very good,0.14698,1430,28783,0.13628,0.16243
872,872,2020,Second Stage of Tertiary Education,Good,0.4518,3631,28783,0.43516,0.47554
873,873,2020,Second Stage of Tertiary Education,Satisfactory,0.28147,1875,28783,0.26603,0.2981
874,874,2020,Second Stage of Tertiary Education,Poor,0.10318,700,28783,0.09518,0.11369
875,875,2020,Second Stage of Tertiary Education,Bad,0.01657,120,28783,0.01316,0.02032
876,876,2021,Pre-primary Level,Very good,0.30792,159,19069,0.22923,0.39825
877,877,2021,Pre-primary Level,Good,0.45936,179,19069,0.36537,0.55511
878,878,2021,Pre-primary Level,Satisfactory,0.23272,79,19069,0.14736,0.31629
879,879,2021,Primary Level,Very good,0.16902,279,19069,0.11548,0.2471
880,880,2021,Primary Level,Good,0.27362,337,19069,0.21986,0.3495
881,881,2021,Primary Level,Satisfactory,0.1718,205,19069,0.12715,0.23889
882,882,2021,Primary Level,Poor,0.22345,156,19069,0.14983,0.31605
883,883,2021,Primary Level,Bad,0.16212,74,19069,0.07232,0.28899
884,884,2021,Lower Secondary Level,Very good,0.11065,359,19069,0.09052,0.13185
885,885,2021,Lower Secondary Level,Good,0.28364,624,19069,0.24832,0.3194
886,886,2021,Lower Secondary Level,Satisfactory,0.30302,502,19069,0.26896,0.34024
887,887,2021,Lower Secondary Level,Poor,0.22508,303,19069,0.19198,0.26077
888,888,2021,Lower Secondary Level,Bad,0.07762,103,19069,0.05723,0.09864
889,889,2021,Upper Secondary Level,Very good,0.10239,917,19069,0.09221,0.11425
890,890,2021,Upper Secondary Level,Good,0.34591,2748,19069,0.32819,0.36255
891,891,2021,Upper Secondary Level,Satisfactory,0.33996,2313,19069,0.32286,0.35747
892,892,2021,Upper Secondary Level,Poor,0.16569,1115,19069,0.15656,0.17722
893,893,2021,Upper Secondary Level,Bad,0.04605,310,19069,0.04041,0.05161
894,894,2021,Post-secondary Non-tertiary Level,Very good,0.12766,223,19069,0.10839,0.15267
895,895,2021,Post-secondary Non-tertiary Level,Good,0.40773,699,19069,0.36069,0.45692
896,896,2021,Post-secondary Non-tertiary Level,Satisfactory,0.30718,459,19069,0.2689,0.34263
897,897,2021,Post-secondary Non-tertiary Level,Poor,0.12675,181,19069,0.10362,0.153
898,898,2021,Post-secondary Non-tertiary Level,Bad,0.03067,38,19069,0.01686,0.04763
899,899,2021,First Stage of Tertiary Education,Very good,0.0931,97,19069,0.07119,0.11976
900,900,2021,First Stage of Tertiary Education,Good,0.4124,397,19069,0.36052,0.47593
901,901,2021,First Stage of Tertiary Education,Satisfactory,0.31749,334,19069,0.27658,0.37036
902,902,2021,First Stage of Tertiary Education,Poor,0.13833,144,19069,0.11281,0.1645
903,903,2021,First Stage of Tertiary Education,Bad,0.03868,31,19069,0.02419,0.05309
904,904,2021,Second Stage of Tertiary Education,Very good,0.15679,988,19069,0.14352,0.17411
905,905,2021,Second Stage of Tertiary Education,Good,0.43221,2611,19069,0.40624,0.46088
906,906,2021,Second Stage of Tertiary Education,Satisfactory,0.29512,1459,19069,0.27524,0.31474
907,907,2021,Second Stage of Tertiary Education,Poor,0.10176,545,19069,0.08927,0.11347
908,908,2021,Second Stage of Tertiary Education,Bad,0.01412,101,19069,0.01146,0.01712
