"m11126","year","bildungsniveau","migback","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Weniger gut","2005","Hauptschule","direkter Migrationshintergrund","223","0.198125940705146","0.175450983062438","0.220800898347855"
"Weniger gut","2005","Hauptschule","indirekter Migrationshintergrund","16","","",""
"Weniger gut","2005","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2005","Realschule","kein Migrationshintergrund","571","0.128243493334807","0.118943984700051","0.137543001969564"
"Weniger gut","2005","Realschule","direkter Migrationshintergrund","28","","",""
"Weniger gut","2005","Realschule","indirekter Migrationshintergrund","11","","",""
"Weniger gut","2005","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2005","(Fach-)Abitur","kein Migrationshintergrund","151","0.104171408400638","0.0899800222479094","0.118362794553367"
"Weniger gut","2005","(Fach-)Abitur","direkter Migrationshintergrund","51","0.144483543547886","0.108708142383011","0.180258944712761"
"Weniger gut","2005","(Fach-)Abitur","indirekter Migrationshintergrund","7","","",""
"Weniger gut","2005","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2005","AkademikerIn","kein Migrationshintergrund","407","0.121898266216205","0.111424099516842","0.132372432915569"
"Weniger gut","2005","AkademikerIn","direkter Migrationshintergrund","36","0.140510621322429","0.103352539518052","0.177668703126807"
"Weniger gut","2005","AkademikerIn","indirekter Migrationshintergrund","2","","",""
"Weniger gut","2005","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2005","(noch) kein Abschluss","kein Migrationshintergrund","9","","",""
"Schlecht","2005","(noch) kein Abschluss","direkter Migrationshintergrund","24","","",""
"Schlecht","2005","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Schlecht","2005","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2005","Hauptschule","kein Migrationshintergrund","403","0.0724996924343612","0.0659928140192663","0.0790065708494561"
"Schlecht","2005","Hauptschule","direkter Migrationshintergrund","69","0.0629819321747241","0.0491620384262453","0.0768018259232029"
"Schlecht","2005","Hauptschule","indirekter Migrationshintergrund","2","","",""
"Schlecht","2005","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2005","Realschule","kein Migrationshintergrund","114","0.0253668804954109","0.020993685448865","0.0297400755419567"
"Schlecht","2005","Realschule","direkter Migrationshintergrund","4","","",""
"Schlecht","2005","Realschule","indirekter Migrationshintergrund","3","","",""
"Schlecht","2005","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2005","(Fach-)Abitur","kein Migrationshintergrund","33","0.0250639616570541","0.0178020491730635","0.0323258741410446"
"Schlecht","2005","(Fach-)Abitur","direkter Migrationshintergrund","16","","",""
"Schlecht","2005","(Fach-)Abitur","indirekter Migrationshintergrund","3","","",""
"Schlecht","2005","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2005","AkademikerIn","kein Migrationshintergrund","78","0.0260592245070982","0.0209589292532276","0.0311595197609688"
"Schlecht","2005","AkademikerIn","direkter Migrationshintergrund","15","","",""
"Schlecht","2005","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Schlecht","2005","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2006","(noch) kein Abschluss","kein Migrationshintergrund","186","0.27104719123213","0.235686079710191","0.306408302754068"
"Sehr gut","2006","(noch) kein Abschluss","direkter Migrationshintergrund","23","","",""
"Sehr gut","2006","(noch) kein Abschluss","indirekter Migrationshintergrund","37","0.354746841462274","0.258538965494938","0.450954717429609"
"Sehr gut","2006","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2006","Hauptschule","kein Migrationshintergrund","309","0.0527564093621581","0.0473988324888606","0.0581139862354555"
"Sehr gut","2006","Hauptschule","direkter Migrationshintergrund","75","0.0728956141582798","0.0580186573405443","0.0877725709760153"
"Sehr gut","2006","Hauptschule","indirekter Migrationshintergrund","38","0.152117450726437","0.108547686969002","0.195687214483873"
"Sehr gut","2006","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2006","Realschule","kein Migrationshintergrund","490","0.0964308280300644","0.08853219606474","0.104329459995389"
"Sehr gut","2006","Realschule","direkter Migrationshintergrund","25","","",""
"Sehr gut","2006","Realschule","indirekter Migrationshintergrund","28","","",""
"Sehr gut","2006","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2006","(Fach-)Abitur","kein Migrationshintergrund","243","0.124771235101382","0.109923961035925","0.13961850916684"
"Sehr gut","2006","(Fach-)Abitur","direkter Migrationshintergrund","54","0.152681450432099","0.117433441415201","0.187929459448997"
"Sehr gut","2006","(Fach-)Abitur","indirekter Migrationshintergrund","31","0.174089526588532","0.113609436939423","0.234569616237641"
"Sehr gut","2006","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2006","AkademikerIn","kein Migrationshintergrund","422","0.104374095190698","0.0950516976330602","0.113696492748336"
"Sehr gut","2006","AkademikerIn","direkter Migrationshintergrund","44","0.105017747339863","0.0736093259356523","0.136426168744075"
"Sehr gut","2006","AkademikerIn","indirekter Migrationshintergrund","10","","",""
"Sehr gut","2006","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2006","(noch) kein Abschluss","kein Migrationshintergrund","276","0.418943472565396","0.379693383034012","0.458193562096781"
"Gut","2006","(noch) kein Abschluss","direkter Migrationshintergrund","52","0.244242385014233","0.182990568775834","0.305494201252632"
"Gut","2006","(noch) kein Abschluss","indirekter Migrationshintergrund","45","0.399399511845357","0.300911608143187","0.497887415547527"
"Gut","2006","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2006","Hauptschule","kein Migrationshintergrund","2008","0.292653760712512","0.281749580061203","0.303557941363822"
"Gut","2006","Hauptschule","direkter Migrationshintergrund","406","0.336604586273249","0.309562180081631","0.363646992464867"
"Gut","2006","Hauptschule","indirekter Migrationshintergrund","129","0.469008959088515","0.408466228643909","0.529551689533121"
"Gut","2006","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2006","Realschule","kein Migrationshintergrund","2414","0.420090862120891","0.406883538445108","0.433298185796674"
"Gut","2006","Realschule","direkter Migrationshintergrund","84","0.469311978700398","0.399973866262219","0.538650091138577"
"Gut","2006","Realschule","indirekter Migrationshintergrund","112","0.539112243072632","0.470710024108023","0.60751446203724"
"Gut","2006","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2006","(Fach-)Abitur","kein Migrationshintergrund","942","0.472021825840415","0.449592422436228","0.494451229244602"
"Gut","2006","(Fach-)Abitur","direkter Migrationshintergrund","150","0.349516015391979","0.302788795813935","0.396243234970023"
"Gut","2006","(Fach-)Abitur","indirekter Migrationshintergrund","81","0.553418233781075","0.474124869818307","0.632711597743843"
"Gut","2006","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2006","AkademikerIn","kein Migrationshintergrund","1876","0.430795395901876","0.415696761706067","0.445894030097685"
"Gut","2006","AkademikerIn","direkter Migrationshintergrund","152","0.410247878344432","0.359855428044298","0.460640328644566"
"Gut","2006","AkademikerIn","indirekter Migrationshintergrund","38","0.554907320396289","0.443175532643229","0.666639108149349"
"Gut","2006","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2006","(noch) kein Abschluss","kein Migrationshintergrund","104","0.196438788420333","0.164832256019554","0.228045320821113"
"Zufriedenstellend","2006","(noch) kein Abschluss","direkter Migrationshintergrund","55","0.327567369746072","0.260657236377785","0.394477503114359"
"Zufriedenstellend","2006","(noch) kein Abschluss","indirekter Migrationshintergrund","8","","",""
"Zufriedenstellend","2006","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2006","Hauptschule","kein Migrationshintergrund","2645","0.390089656142777","0.378399638261292","0.401779674024261"
"Zufriedenstellend","2006","Hauptschule","direkter Migrationshintergrund","399","0.333894547561375","0.306906265349676","0.360882829773074"
"Zufriedenstellend","2006","Hauptschule","indirekter Migrationshintergrund","69","0.29224310822582","0.237068147844366","0.347418068607275"
"Zufriedenstellend","2006","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2006","Realschule","kein Migrationshintergrund","1743","0.336532124066013","0.323888067179029","0.349176180952997"
"Zufriedenstellend","2006","Realschule","direkter Migrationshintergrund","65","0.310072650693931","0.24581054319278","0.374334758195082"
"Zufriedenstellend","2006","Realschule","indirekter Migrationshintergrund","44","0.235085335617334","0.176894811300112","0.293275859934556"
"Zufriedenstellend","2006","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2006","(Fach-)Abitur","kein Migrationshintergrund","512","0.279812344897303","0.259643316903701","0.299981372890905"
"Zufriedenstellend","2006","(Fach-)Abitur","direkter Migrationshintergrund","128","0.293000259947814","0.248397500796138","0.337603019099491"
"Zufriedenstellend","2006","(Fach-)Abitur","indirekter Migrationshintergrund","27","","",""
"Zufriedenstellend","2006","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2006","AkademikerIn","kein Migrationshintergrund","1286","0.314520092601058","0.300362497202735","0.328677687999382"
"Zufriedenstellend","2006","AkademikerIn","direkter Migrationshintergrund","118","0.325112451240604","0.277123632754226","0.373101269726982"
"Zufriedenstellend","2006","AkademikerIn","indirekter Migrationshintergrund","21","","",""
"Zufriedenstellend","2006","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2006","(noch) kein Abschluss","kein Migrationshintergrund","31","0.0865301004875706","0.0641642987850178","0.108895902190123"
"Weniger gut","2006","(noch) kein Abschluss","direkter Migrationshintergrund","44","0.263668413135837","0.200850579190043","0.326486247081631"
"Weniger gut","2006","(noch) kein Abschluss","indirekter Migrationshintergrund","4","","",""
"Weniger gut","2006","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2006","Hauptschule","kein Migrationshintergrund","1259","0.186100046072523","0.176772686675926","0.195427405469121"
"Weniger gut","2006","Hauptschule","direkter Migrationshintergrund","212","0.187195966928194","0.164873599427567","0.209518334428822"
"Weniger gut","2006","Hauptschule","indirekter Migrationshintergrund","21","","",""
"Weniger gut","2006","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2006","Realschule","kein Migrationshintergrund","589","0.118644733117395","0.109991807671503","0.127297658563286"
"Weniger gut","2006","Realschule","direkter Migrationshintergrund","21","","",""
"Weniger gut","2006","Realschule","indirekter Migrationshintergrund","19","","",""
"Weniger gut","2006","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2006","(Fach-)Abitur","kein Migrationshintergrund","164","0.094159935855941","0.0810383134420844","0.107281558269798"
"Weniger gut","2006","(Fach-)Abitur","direkter Migrationshintergrund","51","0.158718818044135","0.122908935791708","0.194528700296563"
"Weniger gut","2006","(Fach-)Abitur","indirekter Migrationshintergrund","8","","",""
"Weniger gut","2006","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2006","AkademikerIn","kein Migrationshintergrund","446","0.119265883973718","0.109383801819915","0.12914796612752"
"Weniger gut","2006","AkademikerIn","direkter Migrationshintergrund","42","0.122561697962312","0.0889652605466479","0.156158135377975"
"Weniger gut","2006","AkademikerIn","indirekter Migrationshintergrund","6","","",""
"Weniger gut","2006","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2006","(noch) kein Abschluss","kein Migrationshintergrund","10","","",""
"Schlecht","2006","(noch) kein Abschluss","direkter Migrationshintergrund","15","","",""
"Schlecht","2006","(noch) kein Abschluss","indirekter Migrationshintergrund","1","","",""
"Schlecht","2006","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2006","Hauptschule","kein Migrationshintergrund","467","0.0784001277100294","0.0719579967854458","0.0848422586346129"
"Schlecht","2006","Hauptschule","direkter Migrationshintergrund","81","0.0694092850789018","0.0548651724837479","0.0839533976740557"
"Schlecht","2006","Hauptschule","indirekter Migrationshintergrund","4","","",""
"Schlecht","2006","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2006","Realschule","kein Migrationshintergrund","129","0.0283014526656367","0.0238640037295326","0.0327389016017407"
"Schlecht","2006","Realschule","direkter Migrationshintergrund","4","","",""
"Schlecht","2006","Realschule","indirekter Migrationshintergrund","1","","",""
"Schlecht","2006","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2006","(Fach-)Abitur","kein Migrationshintergrund","42","0.0292346583049588","0.0216657221951509","0.0368035944147668"
"Schlecht","2006","(Fach-)Abitur","direkter Migrationshintergrund","17","","",""
"Schlecht","2006","(Fach-)Abitur","indirekter Migrationshintergrund","4","","",""
"Schlecht","2006","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2006","AkademikerIn","kein Migrationshintergrund","102","0.03104453233265","0.025756277141621","0.036332787523679"
"Schlecht","2006","AkademikerIn","direkter Migrationshintergrund","10","","",""
"Schlecht","2006","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Schlecht","2006","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2007","(noch) kein Abschluss","kein Migrationshintergrund","187","0.302829662155469","0.265499897212862","0.340159427098076"
"Sehr gut","2007","(noch) kein Abschluss","direkter Migrationshintergrund","14","","",""
"Sehr gut","2007","(noch) kein Abschluss","indirekter Migrationshintergrund","36","0.320463252989406","0.229454535138316","0.411471970840496"
"Sehr gut","2007","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2007","Hauptschule","kein Migrationshintergrund","250","0.0418098628496765","0.0367746368848387","0.0468450888145143"
"Sehr gut","2007","Hauptschule","direkter Migrationshintergrund","50","0.0579773161937547","0.0436843422027413","0.072270290184768"
"Sehr gut","2007","Hauptschule","indirekter Migrationshintergrund","37","0.152016172550634","0.107058509247377","0.196973835853891"
"Sehr gut","2007","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2007","Realschule","kein Migrationshintergrund","428","0.0832373165500857","0.0756154390073432","0.0908591940928281"
"Sehr gut","2007","Realschule","direkter Migrationshintergrund","21","","",""
"Sehr gut","2007","Realschule","indirekter Migrationshintergrund","30","0.145438868925199","0.0959573984637918","0.194920339386607"
"Sehr gut","2007","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2007","(Fach-)Abitur","kein Migrationshintergrund","244","0.133799289807788","0.118277804453653","0.149320775161923"
"Sehr gut","2007","(Fach-)Abitur","direkter Migrationshintergrund","44","0.132727016399308","0.0982496411294318","0.167204391669185"
"Sehr gut","2007","(Fach-)Abitur","indirekter Migrationshintergrund","25","","",""
"Sehr gut","2007","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2007","AkademikerIn","kein Migrationshintergrund","365","0.0949098328712501","0.0857743546577738","0.104045311084726"
"Sehr gut","2007","AkademikerIn","direkter Migrationshintergrund","30","0.0539281002832708","0.0300588651753541","0.0777973353911874"
"Sehr gut","2007","AkademikerIn","indirekter Migrationshintergrund","15","","",""
"Sehr gut","2007","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2007","(noch) kein Abschluss","kein Migrationshintergrund","257","0.416544546121026","0.376492825613708","0.456596266628344"
"Gut","2007","(noch) kein Abschluss","direkter Migrationshintergrund","41","0.24164848053109","0.174686917917763","0.308610043144417"
"Gut","2007","(noch) kein Abschluss","indirekter Migrationshintergrund","48","0.431443974170324","0.334853067791749","0.528034880548898"
"Gut","2007","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2007","Hauptschule","kein Migrationshintergrund","1814","0.281587872041953","0.270273054735161","0.292902689348744"
"Gut","2007","Hauptschule","direkter Migrationshintergrund","358","0.308569184786143","0.280319506178511","0.336818863393775"
"Gut","2007","Hauptschule","indirekter Migrationshintergrund","111","0.449356002993738","0.387069237729102","0.511642768258375"
"Gut","2007","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2007","Realschule","kein Migrationshintergrund","2243","0.432143005307322","0.418474919339741","0.445811091274903"
"Gut","2007","Realschule","direkter Migrationshintergrund","83","0.466627924313668","0.393543963642617","0.539711884984719"
"Gut","2007","Realschule","indirekter Migrationshintergrund","93","0.472480398672688","0.402408806744572","0.542551990600805"
"Gut","2007","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2007","(Fach-)Abitur","kein Migrationshintergrund","906","0.46579025939214","0.443047235373524","0.488533283410756"
"Gut","2007","(Fach-)Abitur","direkter Migrationshintergrund","158","0.391909476854444","0.342301259479726","0.441517694229162"
"Gut","2007","(Fach-)Abitur","indirekter Migrationshintergrund","76","0.548282981494883","0.464642938730062","0.631923024259705"
"Gut","2007","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2007","AkademikerIn","kein Migrationshintergrund","1815","0.454487807490457","0.438967757783029","0.470007857197885"
"Gut","2007","AkademikerIn","direkter Migrationshintergrund","159","0.446420973885757","0.393888121952577","0.498953825818937"
"Gut","2007","AkademikerIn","indirekter Migrationshintergrund","43","0.458550398435983","0.352622297845278","0.564478499026688"
"Gut","2007","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2007","(noch) kein Abschluss","kein Migrationshintergrund","98","0.197212971102531","0.164886781933091","0.229539160271971"
"Zufriedenstellend","2007","(noch) kein Abschluss","direkter Migrationshintergrund","50","0.302803650122003","0.230932206179757","0.374675094064249"
"Zufriedenstellend","2007","(noch) kein Abschluss","indirekter Migrationshintergrund","15","","",""
"Zufriedenstellend","2007","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2007","Hauptschule","kein Migrationshintergrund","2418","0.404784223834809","0.392436049531436","0.417132398138183"
"Zufriedenstellend","2007","Hauptschule","direkter Migrationshintergrund","371","0.378326591781448","0.348666161381933","0.407987022180962"
"Zufriedenstellend","2007","Hauptschule","indirekter Migrationshintergrund","71","0.294743618545736","0.237653523424913","0.35183371366656"
"Zufriedenstellend","2007","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2007","Realschule","kein Migrationshintergrund","1634","0.329116220417736","0.316151213367331","0.342081227468141"
"Zufriedenstellend","2007","Realschule","direkter Migrationshintergrund","58","0.331492839176208","0.262530547821346","0.400455130531071"
"Zufriedenstellend","2007","Realschule","indirekter Migrationshintergrund","52","0.269278859165765","0.207019054923557","0.331538663407974"
"Zufriedenstellend","2007","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2007","(Fach-)Abitur","kein Migrationshintergrund","505","0.286475377322767","0.265862185729123","0.30708856891641"
"Zufriedenstellend","2007","(Fach-)Abitur","direkter Migrationshintergrund","105","0.274829538600415","0.229463759032684","0.320195318168146"
"Zufriedenstellend","2007","(Fach-)Abitur","indirekter Migrationshintergrund","26","","",""
"Zufriedenstellend","2007","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2007","AkademikerIn","kein Migrationshintergrund","1251","0.304741030171225","0.290393784843597","0.319088275498852"
"Zufriedenstellend","2007","AkademikerIn","direkter Migrationshintergrund","105","0.317856981301831","0.268650482308259","0.367063480295403"
"Zufriedenstellend","2007","AkademikerIn","indirekter Migrationshintergrund","19","","",""
"Zufriedenstellend","2007","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2007","(noch) kein Abschluss","kein Migrationshintergrund","33","0.0712603931591786","0.0503598443921172","0.09216094192624"
"Weniger gut","2007","(noch) kein Abschluss","direkter Migrationshintergrund","35","0.229954191350994","0.164131261335574","0.295777121366414"
"Weniger gut","2007","(noch) kein Abschluss","indirekter Migrationshintergrund","2","","",""
"Weniger gut","2007","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2007","Hauptschule","kein Migrationshintergrund","1205","0.204890761385912","0.19473696772998","0.215044555041844"
"Weniger gut","2007","Hauptschule","direkter Migrationshintergrund","189","0.191688551480373","0.167614436967033","0.215762665993713"
"Weniger gut","2007","Hauptschule","indirekter Migrationshintergrund","17","","",""
"Weniger gut","2007","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2007","Realschule","kein Migrationshintergrund","598","0.126981167946253","0.11779454413364","0.136167791758867"
"Weniger gut","2007","Realschule","direkter Migrationshintergrund","13","","",""
"Weniger gut","2007","Realschule","indirekter Migrationshintergrund","19","","",""
"Weniger gut","2007","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2007","(Fach-)Abitur","kein Migrationshintergrund","165","0.097755793439636","0.0842154272051576","0.111296159674114"
"Weniger gut","2007","(Fach-)Abitur","direkter Migrationshintergrund","48","0.154576887753059","0.117841387460145","0.191312388045974"
"Weniger gut","2007","(Fach-)Abitur","indirekter Migrationshintergrund","7","","",""
"Weniger gut","2007","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2007","AkademikerIn","kein Migrationshintergrund","434","0.114706579010758","0.104773873929123","0.124639284092392"
"Weniger gut","2007","AkademikerIn","direkter Migrationshintergrund","40","0.148322374613399","0.110763737591284","0.185881011635514"
"Weniger gut","2007","AkademikerIn","indirekter Migrationshintergrund","7","","",""
"Weniger gut","2007","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2007","(noch) kein Abschluss","kein Migrationshintergrund","7","","",""
"Schlecht","2007","(noch) kein Abschluss","direkter Migrationshintergrund","17","","",""
"Schlecht","2007","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Schlecht","2007","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2007","Hauptschule","kein Migrationshintergrund","383","0.0669272798876494","0.0606407196856095","0.0732138400896893"
"Schlecht","2007","Hauptschule","direkter Migrationshintergrund","59","0.0634383557582815","0.0485307804421372","0.0783459310744258"
"Schlecht","2007","Hauptschule","indirekter Migrationshintergrund","9","","",""
"Schlecht","2007","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2007","Realschule","kein Migrationshintergrund","143","0.0285222897786025","0.0239294311035869","0.0331151484536182"
"Schlecht","2007","Realschule","direkter Migrationshintergrund","4","","",""
"Schlecht","2007","Realschule","indirekter Migrationshintergrund","1","","",""
"Schlecht","2007","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2007","(Fach-)Abitur","kein Migrationshintergrund","28","","",""
"Schlecht","2007","(Fach-)Abitur","direkter Migrationshintergrund","17","","",""
"Schlecht","2007","(Fach-)Abitur","indirekter Migrationshintergrund","2","","",""
"Schlecht","2007","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2007","AkademikerIn","kein Migrationshintergrund","89","0.0311547504563106","0.0257394930611598","0.0365700078514615"
"Schlecht","2007","AkademikerIn","direkter Migrationshintergrund","10","","",""
"Schlecht","2007","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Schlecht","2007","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2008","(noch) kein Abschluss","kein Migrationshintergrund","143","0.247772476421242","0.210522639055061","0.285022313787422"
"Sehr gut","2008","(noch) kein Abschluss","direkter Migrationshintergrund","13","","",""
"Sehr gut","2008","(noch) kein Abschluss","indirekter Migrationshintergrund","40","0.378557732812457","0.285340141568507","0.471775324056408"
"Sehr gut","2008","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2008","Hauptschule","kein Migrationshintergrund","233","0.0447108692579345","0.0393334066380258","0.0500883318778432"
"Sehr gut","2008","Hauptschule","direkter Migrationshintergrund","57","0.0791658384897037","0.0616715145808219","0.0966601623985854"
"Sehr gut","2008","Hauptschule","indirekter Migrationshintergrund","41","0.196731386375247","0.146227262947009","0.247235509803484"
"Sehr gut","2008","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2008","Realschule","kein Migrationshintergrund","399","0.0858575854929032","0.0779139138547731","0.0938012571310333"
"Sehr gut","2008","Realschule","direkter Migrationshintergrund","16","","",""
"Sehr gut","2008","Realschule","indirekter Migrationshintergrund","37","0.149762719653951","0.0992885239218526","0.200236915386049"
"Sehr gut","2008","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2008","(Fach-)Abitur","kein Migrationshintergrund","221","0.123533392547995","0.10791923888371","0.13914754621228"
"Sehr gut","2008","(Fach-)Abitur","direkter Migrationshintergrund","38","0.120793043290853","0.0861532611502668","0.15543282543144"
"Sehr gut","2008","(Fach-)Abitur","indirekter Migrationshintergrund","25","","",""
"Sehr gut","2008","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2008","AkademikerIn","kein Migrationshintergrund","369","0.100545039219591","0.0909734519960072","0.110116626443174"
"Sehr gut","2008","AkademikerIn","direkter Migrationshintergrund","31","0.0977676639463292","0.0648648731983701","0.130670454694288"
"Sehr gut","2008","AkademikerIn","indirekter Migrationshintergrund","16","","",""
"Sehr gut","2008","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2008","(noch) kein Abschluss","kein Migrationshintergrund","239","0.460721002872655","0.417713027446684","0.503728978298625"
"Gut","2008","(noch) kein Abschluss","direkter Migrationshintergrund","25","","",""
"Gut","2008","(noch) kein Abschluss","indirekter Migrationshintergrund","48","0.451911241377595","0.356261579078824","0.547560903676365"
"Gut","2008","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2008","Hauptschule","kein Migrationshintergrund","1676","0.284510122549327","0.272770502708093","0.296249742390562"
"Gut","2008","Hauptschule","direkter Migrationshintergrund","312","0.307476617442324","0.277577331803931","0.337375903080717"
"Gut","2008","Hauptschule","indirekter Migrationshintergrund","112","0.411962806089983","0.349432433769971","0.474493178409995"
"Gut","2008","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2008","Realschule","kein Migrationshintergrund","2094","0.430256397790328","0.416217648597107","0.444295146983549"
"Gut","2008","Realschule","direkter Migrationshintergrund","77","0.472573123419921","0.396396493307048","0.548749753532794"
"Gut","2008","Realschule","indirekter Migrationshintergrund","92","0.47123438299111","0.400627414463865","0.541841351518354"
"Gut","2008","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2008","(Fach-)Abitur","kein Migrationshintergrund","830","0.479864243204935","0.456157268965317","0.503571217444553"
"Gut","2008","(Fach-)Abitur","direkter Migrationshintergrund","144","0.412682193752298","0.360351910952833","0.465012476551764"
"Gut","2008","(Fach-)Abitur","indirekter Migrationshintergrund","66","0.530369456506005","0.44322691168897","0.61751200132304"
"Gut","2008","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2008","AkademikerIn","kein Migrationshintergrund","1733","0.441938503181326","0.426131997320201","0.457745009042451"
"Gut","2008","AkademikerIn","direkter Migrationshintergrund","118","0.370160500527671","0.316668861434493","0.423652139620849"
"Gut","2008","AkademikerIn","indirekter Migrationshintergrund","45","0.523104339601576","0.416923910802991","0.629284768400161"
