year,quintil_oecd,regtyp,m11126,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2007,1st Quintile,Urban regions,Bad,0.06380,120,20771,0.06364,0.06397
2007,1st Quintile,Rural regions,Very good,0.10343,108,20771,0.10315,0.10371
2007,1st Quintile,Rural regions,Good,0.32026,424,20771,0.31984,0.32068
2007,1st Quintile,Rural regions,Satisfactory,0.32611,391,20771,0.32568,0.32653
2007,1st Quintile,Rural regions,Poor,0.18966,212,20771,0.18931,0.19002
2007,1st Quintile,Rural regions,Bad,0.06054,73,20771,0.06032,0.06076
2007,2nd Quintile,Urban regions,Very good,0.07704,170,20771,0.07686,0.07722
2007,2nd Quintile,Urban regions,Good,0.33982,782,20771,0.33951,0.34014
2007,2nd Quintile,Urban regions,Satisfactory,0.36108,757,20771,0.36076,0.36140
2007,2nd Quintile,Urban regions,Poor,0.17001,369,20771,0.16976,0.17026
2007,2nd Quintile,Urban regions,Bad,0.05205,112,20771,0.05190,0.05220
2007,2nd Quintile,Rural regions,Very good,0.08396,121,20771,0.08370,0.08421
2007,2nd Quintile,Rural regions,Good,0.34149,510,20771,0.34105,0.34193
2007,2nd Quintile,Rural regions,Satisfactory,0.37320,530,20771,0.37276,0.37365
2007,2nd Quintile,Rural regions,Poor,0.16478,216,20771,0.16444,0.16512
2007,2nd Quintile,Rural regions,Bad,0.03657,59,20771,0.03640,0.03674
2007,3rd Quintile,Urban regions,Very good,0.07619,186,20771,0.07602,0.07637
2007,3rd Quintile,Urban regions,Good,0.39303,946,20771,0.39271,0.39335
2007,3rd Quintile,Urban regions,Satisfactory,0.36249,833,20771,0.36217,0.36281
2007,3rd Quintile,Urban regions,Poor,0.11877,290,20771,0.11856,0.11898
2007,3rd Quintile,Urban regions,Bad,0.04951,91,20771,0.04937,0.04966
2007,3rd Quintile,Rural regions,Very good,0.07472,120,20771,0.07448,0.07496
2007,3rd Quintile,Rural regions,Good,0.39852,593,20771,0.39808,0.39896
2007,3rd Quintile,Rural regions,Satisfactory,0.35290,568,20771,0.35247,0.35333
2007,3rd Quintile,Rural regions,Poor,0.13648,212,20771,0.13617,0.13679
2007,3rd Quintile,Rural regions,Bad,0.03737,57,20771,0.03720,0.03754
2007,4th Quintile,Urban regions,Very good,0.09119,265,20771,0.09100,0.09137
2007,4th Quintile,Urban regions,Good,0.40159,1225,20771,0.40128,0.40190
2007,4th Quintile,Urban regions,Satisfactory,0.33599,913,20771,0.33569,0.33629
2007,4th Quintile,Urban regions,Poor,0.13135,359,20771,0.13114,0.13157
2007,4th Quintile,Urban regions,Bad,0.03988,106,20771,0.03976,0.04001
2007,4th Quintile,Rural regions,Very good,0.08048,127,20771,0.08023,0.08073
2007,4th Quintile,Rural regions,Good,0.40730,627,20771,0.40685,0.40776
2007,4th Quintile,Rural regions,Satisfactory,0.32449,505,20771,0.32405,0.32492
2007,4th Quintile,Rural regions,Poor,0.14981,201,20771,0.14948,0.15014
2007,4th Quintile,Rural regions,Bad,0.03792,48,20771,0.03775,0.03810
2007,5th Quintile,Urban regions,Very good,0.09450,416,20771,0.09432,0.09467
2007,5th Quintile,Urban regions,Good,0.45651,1975,20771,0.45621,0.45681
2007,5th Quintile,Urban regions,Satisfactory,0.29751,1221,20771,0.29724,0.29778
2007,5th Quintile,Urban regions,Poor,0.12645,471,20771,0.12625,0.12665
2007,5th Quintile,Urban regions,Bad,0.02503,89,20771,0.02494,0.02513
2007,5th Quintile,Rural regions,Very good,0.08384,144,20771,0.08356,0.08412
2007,5th Quintile,Rural regions,Good,0.43514,660,20771,0.43464,0.43564
2007,5th Quintile,Rural regions,Satisfactory,0.36137,492,20771,0.36088,0.36185
2007,5th Quintile,Rural regions,Poor,0.11965,152,20771,0.11932,0.11998
2008,1st Quintile,Urban regions,Very good,0.10425,198,19510,0.10405,0.10445
2008,1st Quintile,Urban regions,Good,0.31192,640,19510,0.31161,0.31223
2008,1st Quintile,Urban regions,Satisfactory,0.31427,592,19510,0.31396,0.31458
2008,1st Quintile,Urban regions,Poor,0.19883,376,19510,0.19856,0.19909
2008,1st Quintile,Urban regions,Bad,0.07074,127,19510,0.07057,0.07091
2008,1st Quintile,Rural regions,Very good,0.10199,112,19510,0.10171,0.10227
2008,1st Quintile,Rural regions,Good,0.30744,388,19510,0.30701,0.30787
2008,1st Quintile,Rural regions,Satisfactory,0.33403,366,19510,0.33359,0.33446
2008,1st Quintile,Rural regions,Poor,0.19450,201,19510,0.19414,0.19487
2008,1st Quintile,Rural regions,Bad,0.06204,80,19510,0.06181,0.06226
2008,2nd Quintile,Urban regions,Very good,0.08170,151,19510,0.08151,0.08188
2008,2nd Quintile,Urban regions,Good,0.32784,724,19510,0.32752,0.32815
2008,2nd Quintile,Urban regions,Satisfactory,0.34738,675,19510,0.34706,0.34770
2008,2nd Quintile,Urban regions,Poor,0.19053,359,19510,0.19027,0.19080
2008,2nd Quintile,Urban regions,Bad,0.05256,102,19510,0.05241,0.05271
2008,2nd Quintile,Rural regions,Very good,0.07332,82,19510,0.07309,0.07355
2008,2nd Quintile,Rural regions,Good,0.35652,515,19510,0.35610,0.35695
2008,2nd Quintile,Rural regions,Satisfactory,0.36913,514,19510,0.36870,0.36956
2008,2nd Quintile,Rural regions,Poor,0.15076,215,19510,0.15044,0.15108
2008,2nd Quintile,Rural regions,Bad,0.05027,61,19510,0.05007,0.05046
2008,3rd Quintile,Urban regions,Very good,0.08080,194,19510,0.08062,0.08098
2008,3rd Quintile,Urban regions,Good,0.38529,905,19510,0.38497,0.38561
2008,3rd Quintile,Urban regions,Satisfactory,0.35166,790,19510,0.35134,0.35197
2008,3rd Quintile,Urban regions,Poor,0.14353,337,19510,0.14330,0.14376
2008,3rd Quintile,Urban regions,Bad,0.03872,84,19510,0.03859,0.03885
2008,3rd Quintile,Rural regions,Very good,0.07629,109,19510,0.07605,0.07653
2008,3rd Quintile,Rural regions,Good,0.41400,607,19510,0.41356,0.41444
2008,3rd Quintile,Rural regions,Satisfactory,0.34077,528,19510,0.34035,0.34120
2008,3rd Quintile,Rural regions,Poor,0.13790,212,19510,0.13759,0.13821
2008,3rd Quintile,Rural regions,Bad,0.03103,49,19510,0.03088,0.03119
2008,4th Quintile,Urban regions,Very good,0.09138,261,19510,0.09120,0.09156
2008,4th Quintile,Urban regions,Good,0.41091,1106,19510,0.41060,0.41122
2008,4th Quintile,Urban regions,Satisfactory,0.32909,836,19510,0.32880,0.32939
2008,4th Quintile,Urban regions,Poor,0.13795,356,19510,0.13773,0.13817
2008,4th Quintile,Urban regions,Bad,0.03066,81,19510,0.03056,0.03077
2008,4th Quintile,Rural regions,Very good,0.10374,123,19510,0.10345,0.10403
2008,4th Quintile,Rural regions,Good,0.40477,548,19510,0.40431,0.40524
2008,4th Quintile,Rural regions,Satisfactory,0.32782,456,19510,0.32738,0.32827
2008,4th Quintile,Rural regions,Poor,0.13229,162,19510,0.13197,0.13261
2008,4th Quintile,Rural regions,Bad,0.03137,45,19510,0.03121,0.03154
2008,5th Quintile,Urban regions,Very good,0.11100,436,19510,0.11081,0.11119
2008,5th Quintile,Urban regions,Good,0.45843,1808,19510,0.45813,0.45873
2008,5th Quintile,Urban regions,Satisfactory,0.30858,1193,19510,0.30830,0.30885
2008,5th Quintile,Urban regions,Poor,0.10011,415,19510,0.09993,0.10029
2008,5th Quintile,Urban regions,Bad,0.02188,69,19510,0.02180,0.02197
2008,5th Quintile,Rural regions,Very good,0.08567,129,19510,0.08539,0.08596
2008,5th Quintile,Rural regions,Good,0.44016,594,19510,0.43965,0.44066
2008,5th Quintile,Rural regions,Satisfactory,0.36829,455,19510,0.36779,0.36878
2008,5th Quintile,Rural regions,Poor,0.10589,144,19510,0.10557,0.10620
2009,1st Quintile,Urban regions,Very good,0.09500,155,18182,0.09480,0.09519
2009,1st Quintile,Urban regions,Good,0.31820,641,18182,0.31789,0.31850
2009,1st Quintile,Urban regions,Satisfactory,0.32407,578,18182,0.32377,0.32438
2009,1st Quintile,Urban regions,Poor,0.18369,335,18182,0.18343,0.18394
2009,1st Quintile,Urban regions,Bad,0.07905,134,18182,0.07887,0.07923
2009,1st Quintile,Rural regions,Very good,0.08346,75,18182,0.08321,0.08372
2009,1st Quintile,Rural regions,Good,0.31252,349,18182,0.31209,0.31295
2009,1st Quintile,Rural regions,Satisfactory,0.35556,397,18182,0.35512,0.35601
2009,1st Quintile,Rural regions,Poor,0.17835,186,18182,0.17799,0.17870
2009,1st Quintile,Rural regions,Bad,0.07011,68,18182,0.06987,0.07035
2009,2nd Quintile,Urban regions,Very good,0.07886,138,18182,0.07869,0.07904
2009,2nd Quintile,Urban regions,Good,0.30372,644,18182,0.30341,0.30402
2009,2nd Quintile,Urban regions,Satisfactory,0.38272,695,18182,0.38240,0.38304
2009,2nd Quintile,Urban regions,Poor,0.18329,323,18182,0.18303,0.18354
2009,2nd Quintile,Urban regions,Bad,0.05141,101,18182,0.05126,0.05156
2009,2nd Quintile,Rural regions,Very good,0.06756,81,18182,0.06733,0.06779
2009,2nd Quintile,Rural regions,Good,0.32695,468,18182,0.32652,0.32738
2009,2nd Quintile,Rural regions,Satisfactory,0.39553,506,18182,0.39508,0.39598
2009,2nd Quintile,Rural regions,Poor,0.15959,208,18182,0.15926,0.15993
2009,2nd Quintile,Rural regions,Bad,0.05037,59,18182,0.05017,0.05058
2009,3rd Quintile,Urban regions,Very good,0.07988,162,18182,0.07970,0.08006
2009,3rd Quintile,Urban regions,Good,0.38558,823,18182,0.38526,0.38591
2009,3rd Quintile,Urban regions,Satisfactory,0.36712,720,18182,0.36680,0.36744
2009,3rd Quintile,Urban regions,Poor,0.13531,280,18182,0.13508,0.13553
2009,3rd Quintile,Urban regions,Bad,0.03211,64,18182,0.03199,0.03223
2009,3rd Quintile,Rural regions,Very good,0.06702,88,18182,0.06680,0.06724
2009,3rd Quintile,Rural regions,Good,0.38361,540,18182,0.38319,0.38403
2009,3rd Quintile,Rural regions,Satisfactory,0.35964,517,18182,0.35923,0.36006
2009,3rd Quintile,Rural regions,Poor,0.15798,231,18182,0.15767,0.15830
2009,3rd Quintile,Rural regions,Bad,0.03174,46,18182,0.03159,0.03190
2009,4th Quintile,Urban regions,Very good,0.09020,230,18182,0.09002,0.09039
2009,4th Quintile,Urban regions,Good,0.39306,1009,18182,0.39275,0.39337
2009,4th Quintile,Urban regions,Satisfactory,0.34826,836,18182,0.34795,0.34856
2009,4th Quintile,Urban regions,Poor,0.13621,329,18182,0.13599,0.13643
2009,4th Quintile,Urban regions,Bad,0.03226,77,18182,0.03215,0.03238
2009,4th Quintile,Rural regions,Very good,0.06881,96,18182,0.06857,0.06904
2009,4th Quintile,Rural regions,Good,0.40765,535,18182,0.40719,0.40810
2009,4th Quintile,Rural regions,Satisfactory,0.36600,472,18182,0.36555,0.36644
2009,4th Quintile,Rural regions,Poor,0.12361,142,18182,0.12330,0.12391
2009,4th Quintile,Rural regions,Bad,0.03394,40,18182,0.03377,0.03411
2009,5th Quintile,Urban regions,Very good,0.10736,396,18182,0.10718,0.10755
2009,5th Quintile,Urban regions,Good,0.44767,1594,18182,0.44737,0.44796
2009,5th Quintile,Urban regions,Satisfactory,0.31295,1090,18182,0.31267,0.31322
2009,5th Quintile,Urban regions,Poor,0.11263,389,18182,0.11244,0.11282
2009,5th Quintile,Urban regions,Bad,0.01939,77,18182,0.01931,0.01947
2009,5th Quintile,Rural regions,Very good,0.10237,137,18182,0.10206,0.10268
2009,5th Quintile,Rural regions,Good,0.44152,542,18182,0.44101,0.44203
2009,5th Quintile,Rural regions,Satisfactory,0.36480,450,18182,0.36431,0.36530
2009,5th Quintile,Rural regions,Poor,0.09131,129,18182,0.09101,0.09160
2010,1st Quintile,Urban regions,Very good,0.09697,165,16780,0.09675,0.09718
2010,1st Quintile,Urban regions,Good,0.27117,562,16780,0.27085,0.27149
2010,1st Quintile,Urban regions,Satisfactory,0.30990,532,16780,0.30956,0.31023
2010,1st Quintile,Urban regions,Poor,0.23047,354,16780,0.23016,0.23077
2010,1st Quintile,Urban regions,Bad,0.09150,124,16780,0.09129,0.09171
2010,1st Quintile,Rural regions,Very good,0.07837,64,16780,0.07810,0.07864
2010,1st Quintile,Rural regions,Good,0.29700,302,16780,0.29654,0.29746
2010,1st Quintile,Rural regions,Satisfactory,0.34969,348,16780,0.34921,0.35017
2010,1st Quintile,Rural regions,Poor,0.19438,173,16780,0.19398,0.19478
2010,1st Quintile,Rural regions,Bad,0.08056,68,16780,0.08029,0.08084
2010,2nd Quintile,Urban regions,Very good,0.07199,130,16780,0.07181,0.07218
2010,2nd Quintile,Urban regions,Good,0.30268,620,16780,0.30235,0.30300
2010,2nd Quintile,Urban regions,Satisfactory,0.36359,628,16780,0.36325,0.36393
2010,2nd Quintile,Urban regions,Poor,0.18982,320,16780,0.18955,0.19010
2010,2nd Quintile,Urban regions,Bad,0.07192,97,16780,0.07173,0.07210
2010,2nd Quintile,Rural regions,Very good,0.05682,72,16780,0.05660,0.05704
2010,2nd Quintile,Rural regions,Good,0.31740,444,16780,0.31695,0.31785
2010,2nd Quintile,Rural regions,Satisfactory,0.37800,454,16780,0.37753,0.37847
2010,2nd Quintile,Rural regions,Poor,0.20508,220,16780,0.20469,0.20547
2010,2nd Quintile,Rural regions,Bad,0.04271,50,16780,0.04251,0.04290
2010,3rd Quintile,Urban regions,Very good,0.08983,167,16780,0.08963,0.09003
2010,3rd Quintile,Urban regions,Good,0.36224,729,16780,0.36190,0.36257
2010,3rd Quintile,Urban regions,Satisfactory,0.35266,636,16780,0.35232,0.35299
2010,3rd Quintile,Urban regions,Poor,0.15932,294,16780,0.15906,0.15958
2010,3rd Quintile,Urban regions,Bad,0.03596,70,16780,0.03583,0.03609
2010,3rd Quintile,Rural regions,Very good,0.06272,79,16780,0.06250,0.06294
2010,3rd Quintile,Rural regions,Good,0.37985,516,16780,0.37941,0.38029
2010,3rd Quintile,Rural regions,Satisfactory,0.35943,485,16780,0.35900,0.35987
2010,3rd Quintile,Rural regions,Poor,0.15999,188,16780,0.15966,0.16033
2010,3rd Quintile,Rural regions,Bad,0.03801,49,16780,0.03783,0.03818
2010,4th Quintile,Urban regions,Very good,0.08781,195,16780,0.08762,0.08799
2010,4th Quintile,Urban regions,Good,0.42179,937,16780,0.42146,0.42212
2010,4th Quintile,Urban regions,Satisfactory,0.33763,752,16780,0.33732,0.33794
2010,4th Quintile,Urban regions,Poor,0.12302,273,16780,0.12280,0.12324
2010,4th Quintile,Urban regions,Bad,0.02975,73,16780,0.02964,0.02987
2010,4th Quintile,Rural regions,Very good,0.07783,96,16780,0.07757,0.07809
2010,4th Quintile,Rural regions,Good,0.39049,505,16780,0.39002,0.39095
2010,4th Quintile,Rural regions,Satisfactory,0.37692,451,16780,0.37646,0.37739
2010,4th Quintile,Rural regions,Poor,0.11624,133,16780,0.11594,0.11655
2010,4th Quintile,Rural regions,Bad,0.03852,36,16780,0.03833,0.03870
2010,5th Quintile,Urban regions,Very good,0.11003,352,16780,0.10984,0.11022
2010,5th Quintile,Urban regions,Good,0.42362,1475,16780,0.42332,0.42391
2010,5th Quintile,Urban regions,Satisfactory,0.32763,1061,16780,0.32735,0.32792
2010,5th Quintile,Urban regions,Poor,0.11546,390,16780,0.11527,0.11565
2010,5th Quintile,Urban regions,Bad,0.02326,62,16780,0.02316,0.02335
2010,5th Quintile,Rural regions,Very good,0.09474,111,16780,0.09441,0.09507
2010,5th Quintile,Rural regions,Good,0.43987,480,16780,0.43931,0.44043
2010,5th Quintile,Rural regions,Satisfactory,0.37695,354,16780,0.37641,0.37750
2010,5th Quintile,Rural regions,Poor,0.08843,104,16780,0.08811,0.08875
2011,1st Quintile,Urban regions,Very good,0.08553,297,22244,0.08531,0.08575
2011,1st Quintile,Urban regions,Good,0.29554,1028,22244,0.29518,0.29589
2011,1st Quintile,Urban regions,Satisfactory,0.32899,848,22244,0.32863,0.32935
2011,1st Quintile,Urban regions,Poor,0.22065,501,22244,0.22033,0.22097
2011,1st Quintile,Urban regions,Bad,0.06930,159,22244,0.06910,0.06949
2011,1st Quintile,Rural regions,Very good,0.05927,171,22244,0.05903,0.05952
2011,1st Quintile,Rural regions,Good,0.28791,645,22244,0.28744,0.28838
2011,1st Quintile,Rural regions,Satisfactory,0.37715,594,22244,0.37665,0.37766
2011,1st Quintile,Rural regions,Poor,0.20859,317,22244,0.20817,0.20902
2011,1st Quintile,Rural regions,Bad,0.06707,79,22244,0.06681,0.06733
2011,2nd Quintile,Urban regions,Very good,0.08271,258,22244,0.08250,0.08292
2011,2nd Quintile,Urban regions,Good,0.35973,1047,22244,0.35936,0.36009
2011,2nd Quintile,Urban regions,Satisfactory,0.31688,821,22244,0.31652,0.31723
2011,2nd Quintile,Urban regions,Poor,0.18649,399,22244,0.18619,0.18679
2011,2nd Quintile,Urban regions,Bad,0.05419,119,22244,0.05402,0.05437
2011,2nd Quintile,Rural regions,Very good,0.07140,171,22244,0.07114,0.07167
2011,2nd Quintile,Rural regions,Good,0.34190,746,22244,0.34141,0.34239
2011,2nd Quintile,Rural regions,Satisfactory,0.37331,639,22244,0.37281,0.37381
2011,2nd Quintile,Rural regions,Poor,0.16390,258,22244,0.16352,0.16428
2011,2nd Quintile,Rural regions,Bad,0.04948,69,22244,0.04926,0.04971
2011,3rd Quintile,Urban regions,Very good,0.08928,258,22244,0.08906,0.08950
2011,3rd Quintile,Urban regions,Good,0.35906,987,22244,0.35870,0.35943
2011,3rd Quintile,Urban regions,Satisfactory,0.34893,835,22244,0.34856,0.34930
2011,3rd Quintile,Urban regions,Poor,0.15946,348,22244,0.15918,0.15974
2011,3rd Quintile,Urban regions,Bad,0.04326,76,22244,0.04311,0.04342
2011,3rd Quintile,Rural regions,Very good,0.05858,139,22244,0.05835,0.05882
2011,3rd Quintile,Rural regions,Good,0.36065,695,22244,0.36017,0.36113
2011,3rd Quintile,Rural regions,Satisfactory,0.39012,563,22244,0.38963,0.39061
2011,3rd Quintile,Rural regions,Poor,0.15341,212,22244,0.15305,0.15377
2011,3rd Quintile,Rural regions,Bad,0.03724,56,22244,0.03705,0.03743
2011,4th Quintile,Urban regions,Very good,0.10062,323,22244,0.10040,0.10083
2011,4th Quintile,Urban regions,Good,0.41795,1209,22244,0.41759,0.41831
2011,4th Quintile,Urban regions,Satisfactory,0.31972,837,22244,0.31938,0.32006
2011,4th Quintile,Urban regions,Poor,0.13272,309,22244,0.13248,0.13297
2011,4th Quintile,Urban regions,Bad,0.02899,63,22244,0.02887,0.02912
2011,4th Quintile,Rural regions,Very good,0.08994,127,22244,0.08963,0.09025
2011,4th Quintile,Rural regions,Good,0.36773,576,22244,0.36720,0.36825
2011,4th Quintile,Rural regions,Satisfactory,0.37911,447,22244,0.37858,0.37964
2011,4th Quintile,Rural regions,Poor,0.12621,145,22244,0.12585,0.12657
2011,4th Quintile,Rural regions,Bad,0.03701,45,22244,0.03680,0.03722
2011,5th Quintile,Urban regions,Very good,0.09902,408,22244,0.09882,0.09923
2011,5th Quintile,Urban regions,Good,0.44188,1626,22244,0.44154,0.44221
2011,5th Quintile,Urban regions,Satisfactory,0.30695,1071,22244,0.30664,0.30727
2011,5th Quintile,Urban regions,Poor,0.12538,417,22244,0.12516,0.12561
2011,5th Quintile,Urban regions,Bad,0.02677,79,22244,0.02666,0.02688
2011,5th Quintile,Rural regions,Very good,0.07197,116,22244,0.07166,0.07228
2011,5th Quintile,Rural regions,Good,0.42968,560,22244,0.42908,0.43028
2011,5th Quintile,Rural regions,Satisfactory,0.34995,389,22244,0.34938,0.35053
2011,5th Quintile,Rural regions,Poor,0.11945,129,22244,0.11906,0.11985
2011,5th Quintile,Rural regions,Bad,0.02894,33,22244,0.02874,0.02915
2012,1st Quintile,Urban regions,Very good,0.10695,420,25636,0.10673,0.10717
2012,1st Quintile,Urban regions,Good,0.29227,1175,25636,0.29195,0.29259
2012,1st Quintile,Urban regions,Satisfactory,0.31860,1022,25636,0.31827,0.31893
2012,1st Quintile,Urban regions,Poor,0.20448,581,25636,0.20420,0.20477
2012,1st Quintile,Urban regions,Bad,0.07770,217,25636,0.07751,0.07789
2012,1st Quintile,Rural regions,Very good,0.10196,224,25636,0.10167,0.10226
2012,1st Quintile,Rural regions,Good,0.28030,763,25636,0.27986,0.28074
2012,1st Quintile,Rural regions,Satisfactory,0.34080,685,25636,0.34033,0.34126
2012,1st Quintile,Rural regions,Poor,0.21377,350,25636,0.21336,0.21417
2012,1st Quintile,Rural regions,Bad,0.06317,112,25636,0.06293,0.06341
2012,2nd Quintile,Urban regions,Very good,0.08689,316,25636,0.08669,0.08709
2012,2nd Quintile,Urban regions,Good,0.34025,1162,25636,0.33992,0.34058
2012,2nd Quintile,Urban regions,Satisfactory,0.35382,975,25636,0.35348,0.35415
2012,2nd Quintile,Urban regions,Poor,0.17150,408,25636,0.17124,0.17177
2012,2nd Quintile,Urban regions,Bad,0.04754,124,25636,0.04739,0.04769
2012,2nd Quintile,Rural regions,Very good,0.05593,178,25636,0.05571,0.05615
2012,2nd Quintile,Rural regions,Good,0.37060,823,25636,0.37014,0.37106
2012,2nd Quintile,Rural regions,Satisfactory,0.35049,700,25636,0.35003,0.35094
2012,2nd Quintile,Rural regions,Poor,0.17007,286,25636,0.16971,0.17043
2012,2nd Quintile,Rural regions,Bad,0.05291,77,25636,0.05270,0.05313
2012,3rd Quintile,Urban regions,Very good,0.08682,300,25636,0.08662,0.08702
2012,3rd Quintile,Urban regions,Good,0.38397,1240,25636,0.38363,0.38431
2012,3rd Quintile,Urban regions,Satisfactory,0.35462,932,25636,0.35428,0.35495
2012,3rd Quintile,Urban regions,Poor,0.14159,405,25636,0.14134,0.14183
2012,3rd Quintile,Urban regions,Bad,0.03301,84,25636,0.03288,0.03313
2012,3rd Quintile,Rural regions,Very good,0.08506,168,25636,0.08480,0.08532
2012,3rd Quintile,Rural regions,Good,0.38928,845,25636,0.38883,0.38974
2012,3rd Quintile,Rural regions,Satisfactory,0.35185,652,25636,0.35140,0.35229
2012,3rd Quintile,Rural regions,Poor,0.13636,236,25636,0.13605,0.13668
2012,3rd Quintile,Rural regions,Bad,0.03744,64,25636,0.03727,0.03762
2012,4th Quintile,Urban regions,Very good,0.09595,332,25636,0.09575,0.09616
2012,4th Quintile,Urban regions,Good,0.44150,1432,25636,0.44116,0.44184
2012,4th Quintile,Urban regions,Satisfactory,0.33569,964,25636,0.33536,0.33601
2012,4th Quintile,Urban regions,Poor,0.10326,295,25636,0.10305,0.10347
2012,4th Quintile,Urban regions,Bad,0.02360,64,25636,0.02349,0.02370
2012,4th Quintile,Rural regions,Very good,0.09458,180,25636,0.09430,0.09486
2012,4th Quintile,Rural regions,Good,0.39333,758,25636,0.39286,0.39380
2012,4th Quintile,Rural regions,Satisfactory,0.36653,586,25636,0.36607,0.36699
2012,4th Quintile,Rural regions,Poor,0.11936,193,25636,0.11904,0.11967
2012,4th Quintile,Rural regions,Bad,0.02621,42,25636,0.02605,0.02636
2012,5th Quintile,Urban regions,Very good,0.11231,436,25636,0.11211,0.11251
2012,5th Quintile,Urban regions,Good,0.45071,1843,25636,0.45039,0.45102
2012,5th Quintile,Urban regions,Satisfactory,0.31513,1174,25636,0.31484,0.31542
2012,5th Quintile,Urban regions,Poor,0.10473,400,25636,0.10454,0.10492
2012,5th Quintile,Urban regions,Bad,0.01712,55,25636,0.01704,0.01720
2012,5th Quintile,Rural regions,Very good,0.10603,139,25636,0.10568,0.10638
2012,5th Quintile,Rural regions,Good,0.43980,636,25636,0.43924,0.44036
2012,5th Quintile,Rural regions,Satisfactory,0.36563,447,25636,0.36509,0.36618
2012,5th Quintile,Rural regions,Poor,0.08853,136,25636,0.08821,0.08885
2013,1st Quintile,Urban regions,Very good,0.08546,330,26184,0.08524,0.08567
2013,1st Quintile,Urban regions,Good,0.28793,1093,26184,0.28758,0.28827
2013,1st Quintile,Urban regions,Satisfactory,0.32574,980,26184,0.32538,0.32609
2013,1st Quintile,Urban regions,Poor,0.21693,616,26184,0.21662,0.21724
2013,1st Quintile,Urban regions,Bad,0.08395,210,26184,0.08374,0.08416
2013,1st Quintile,Rural regions,Very good,0.08553,187,26184,0.08527,0.08580
2013,1st Quintile,Rural regions,Good,0.28558,738,26184,0.28515,0.28601
2013,1st Quintile,Rural regions,Satisfactory,0.35206,735,26184,0.35161,0.35251
2013,1st Quintile,Rural regions,Poor,0.17900,354,26184,0.17864,0.17936
2013,1st Quintile,Rural regions,Bad,0.09783,128,26184,0.09755,0.09811
2013,2nd Quintile,Urban regions,Very good,0.08319,302,26184,0.08299,0.08340
2013,2nd Quintile,Urban regions,Good,0.35250,1214,26184,0.35216,0.35285
2013,2nd Quintile,Urban regions,Satisfactory,0.32880,993,26184,0.32846,0.32914
2013,2nd Quintile,Urban regions,Poor,0.17968,451,26184,0.17940,0.17996
2013,2nd Quintile,Urban regions,Bad,0.05582,128,26184,0.05566,0.05599
2013,2nd Quintile,Rural regions,Very good,0.07753,221,26184,0.07728,0.07777
2013,2nd Quintile,Rural regions,Good,0.34201,843,26184,0.34158,0.34245
2013,2nd Quintile,Rural regions,Satisfactory,0.36470,778,26184,0.36426,0.36514
2013,2nd Quintile,Rural regions,Poor,0.17697,337,26184,0.17662,0.17732
2013,2nd Quintile,Rural regions,Bad,0.03879,75,26184,0.03861,0.03897
2013,3rd Quintile,Urban regions,Very good,0.08348,325,26184,0.08329,0.08368
2013,3rd Quintile,Urban regions,Good,0.34508,1166,26184,0.34475,0.34542
2013,3rd Quintile,Urban regions,Satisfactory,0.37001,996,26184,0.36967,0.37035
2013,3rd Quintile,Urban regions,Poor,0.15489,425,26184,0.15464,0.15515
2013,3rd Quintile,Urban regions,Bad,0.04653,102,26184,0.04638,0.04668
2013,3rd Quintile,Rural regions,Very good,0.08288,197,26184,0.08263,0.08313
2013,3rd Quintile,Rural regions,Good,0.39166,813,26184,0.39122,0.39211
2013,3rd Quintile,Rural regions,Satisfactory,0.34229,649,26184,0.34185,0.34272
2013,3rd Quintile,Rural regions,Poor,0.14873,272,26184,0.14840,0.14905
2013,3rd Quintile,Rural regions,Bad,0.03444,71,26184,0.03428,0.03461
2013,4th Quintile,Urban regions,Very good,0.10061,334,26184,0.10041,0.10082
2013,4th Quintile,Urban regions,Good,0.39096,1342,26184,0.39063,0.39128
2013,4th Quintile,Urban regions,Satisfactory,0.33821,1018,26184,0.33790,0.33853
2013,4th Quintile,Urban regions,Poor,0.13768,380,26184,0.13745,0.13791
2013,4th Quintile,Urban regions,Bad,0.03253,84,26184,0.03242,0.03265
2013,4th Quintile,Rural regions,Very good,0.09647,184,26184,0.09620,0.09674
2013,4th Quintile,Rural regions,Good,0.39532,778,26184,0.39487,0.39576
2013,4th Quintile,Rural regions,Satisfactory,0.35839,577,26184,0.35795,0.35882
2013,4th Quintile,Rural regions,Poor,0.12416,219,26184,0.12386,0.12446
2013,4th Quintile,Rural regions,Bad,0.02567,38,26184,0.02552,0.02581
2013,5th Quintile,Urban regions,Very good,0.11476,495,26184,0.11457,0.11495
2013,5th Quintile,Urban regions,Good,0.44018,1862,26184,0.43988,0.44048
2013,5th Quintile,Urban regions,Satisfactory,0.31041,1246,26184,0.31013,0.31069
2013,5th Quintile,Urban regions,Poor,0.11482,442,26184,0.11463,0.11501
2013,5th Quintile,Urban regions,Bad,0.01982,73,26184,0.01974,0.01991
2013,5th Quintile,Rural regions,Very good,0.09967,162,26184,0.09933,0.10000
2013,5th Quintile,Rural regions,Good,0.43627,625,26184,0.43572,0.43682
2013,5th Quintile,Rural regions,Satisfactory,0.35478,448,26184,0.35425,0.35531
2013,5th Quintile,Rural regions,Poor,0.10928,148,26184,0.10894,0.10963
2014,1st Quintile,Urban regions,Very good,0.11637,485,27596,0.11615,0.11658
