,Unnamed: 0,year,age_gr,quintil_oecd,m11126,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1194,1194,2008,30-45 y.,1st Quintile,Very good,0.10019,63,19338,0.08223,0.11935
1195,1195,2008,30-45 y.,1st Quintile,Good,0.39366,302,19338,0.36226,0.42743
1196,1196,2008,30-45 y.,1st Quintile,Satisfactory,0.34667,238,19338,0.31673,0.38244
1197,1197,2008,30-45 y.,1st Quintile,Poor,0.15949,99,19338,0.13965,0.1826
1198,1198,2008,30-45 y.,2nd Quintile,Very good,0.07807,64,19338,0.06277,0.09715
1199,1199,2008,30-45 y.,2nd Quintile,Good,0.50301,471,19338,0.4627,0.54299
1200,1200,2008,30-45 y.,2nd Quintile,Satisfactory,0.29903,266,19338,0.27003,0.32632
1201,1201,2008,30-45 y.,2nd Quintile,Poor,0.11989,95,19338,0.10245,0.14206
1202,1202,2008,30-45 y.,3rd Quintile,Very good,0.09863,98,19338,0.08025,0.11699
1203,1203,2008,30-45 y.,3rd Quintile,Good,0.54355,587,19338,0.50173,0.58637
1204,1204,2008,30-45 y.,3rd Quintile,Satisfactory,0.2785,305,19338,0.25241,0.3081
1205,1205,2008,30-45 y.,3rd Quintile,Poor,0.07933,84,19338,0.06517,0.09246
1206,1206,2008,30-45 y.,4th Quintile,Very good,0.12515,142,19338,0.10861,0.14412
1207,1207,2008,30-45 y.,4th Quintile,Good,0.4927,573,19338,0.46372,0.53372
1208,1208,2008,30-45 y.,4th Quintile,Satisfactory,0.29955,322,19338,0.27618,0.33076
1209,1209,2008,30-45 y.,4th Quintile,Poor,0.0826,87,19338,0.06968,0.09793
1210,1210,2008,30-45 y.,5th Quintile,Very good,0.12598,171,19338,0.11057,0.14283
1211,1211,2008,30-45 y.,5th Quintile,Good,0.54326,700,19338,0.50283,0.58564
1212,1212,2008,30-45 y.,5th Quintile,Satisfactory,0.25732,327,19338,0.23275,0.28087
1213,1213,2008,30-45 y.,5th Quintile,Poor,0.07344,95,19338,0.05977,0.09068
1214,1214,2008,46-65 y.,1st Quintile,Good,0.24671,212,19338,0.22302,0.27832
1215,1215,2008,46-65 y.,1st Quintile,Satisfactory,0.36098,276,19338,0.32843,0.40315
1216,1216,2008,46-65 y.,1st Quintile,Poor,0.27037,200,19338,0.24302,0.29913
1217,1217,2008,46-65 y.,1st Quintile,Bad,0.12194,90,19338,0.10611,0.14008
1218,1218,2008,46-65 y.,2nd Quintile,Good,0.2965,264,19338,0.27153,0.32361
1219,1219,2008,46-65 y.,2nd Quintile,Satisfactory,0.43605,335,19338,0.39314,0.47509
1220,1220,2008,46-65 y.,2nd Quintile,Poor,0.19832,158,19338,0.17405,0.22689
1221,1221,2008,46-65 y.,2nd Quintile,Bad,0.06912,47,19338,0.05387,0.08769
1222,1222,2008,46-65 y.,3rd Quintile,Very good,0.03377,40,19338,0.02572,0.04537
1223,1223,2008,46-65 y.,3rd Quintile,Good,0.314,372,19338,0.27871,0.34052
1224,1224,2008,46-65 y.,3rd Quintile,Satisfactory,0.41588,450,19338,0.38775,0.4444
1225,1225,2008,46-65 y.,3rd Quintile,Poor,0.19178,198,19338,0.17251,0.21293
1226,1226,2008,46-65 y.,3rd Quintile,Bad,0.04456,46,19338,0.03341,0.05631
1227,1227,2008,46-65 y.,4th Quintile,Very good,0.03772,63,19338,0.02993,0.0455
1228,1228,2008,46-65 y.,4th Quintile,Good,0.36934,561,19338,0.3435,0.39732
1229,1229,2008,46-65 y.,4th Quintile,Satisfactory,0.39848,582,19338,0.36999,0.43444
1230,1230,2008,46-65 y.,4th Quintile,Poor,0.1654,227,19338,0.1476,0.18362
1231,1231,2008,46-65 y.,4th Quintile,Bad,0.02907,48,19338,0.02202,0.03648
1232,1232,2008,46-65 y.,5th Quintile,Very good,0.07225,188,19338,0.06186,0.08118
1233,1233,2008,46-65 y.,5th Quintile,Good,0.43066,1093,19338,0.4,0.45817
1234,1234,2008,46-65 y.,5th Quintile,Satisfactory,0.35765,850,19338,0.33585,0.38193
1235,1235,2008,46-65 y.,5th Quintile,Poor,0.12056,294,19338,0.10711,0.13675
1236,1236,2008,46-65 y.,5th Quintile,Bad,0.01888,44,19338,0.01381,0.02387
1237,1237,2008,66 and older,1st Quintile,Good,0.13923,110,19338,0.12461,0.15485
1238,1238,2008,66 and older,1st Quintile,Satisfactory,0.43329,291,19338,0.40378,0.4615
1239,1239,2008,66 and older,1st Quintile,Poor,0.3117,210,19338,0.2858,0.33536
1240,1240,2008,66 and older,1st Quintile,Bad,0.11579,87,19338,0.10169,0.13155
1241,1241,2008,66 and older,2nd Quintile,Good,0.16304,182,19338,0.1487,0.17587
1242,1242,2008,66 and older,2nd Quintile,Satisfactory,0.45735,465,19338,0.42532,0.48322
1243,1243,2008,66 and older,2nd Quintile,Poor,0.28177,284,19338,0.25844,0.30525
1244,1244,2008,66 and older,2nd Quintile,Bad,0.09784,95,19338,0.08565,0.11242
1245,1245,2008,66 and older,3rd Quintile,Good,0.21002,193,19338,0.19194,0.22961
1246,1246,2008,66 and older,3rd Quintile,Satisfactory,0.48326,439,19338,0.45737,0.51315
1247,1247,2008,66 and older,3rd Quintile,Poor,0.22545,223,19338,0.20566,0.24466
1248,1248,2008,66 and older,3rd Quintile,Bad,0.08127,68,19338,0.07052,0.09131
1249,1249,2008,66 and older,4th Quintile,Good,0.23937,171,19338,0.2165,0.26483
1250,1250,2008,66 and older,4th Quintile,Satisfactory,0.41803,294,19338,0.38707,0.45279
1251,1251,2008,66 and older,4th Quintile,Poor,0.25051,171,19338,0.22406,0.27926
1252,1252,2008,66 and older,4th Quintile,Bad,0.09209,63,19338,0.07822,0.10638
1253,1253,2008,66 and older,5th Quintile,Very good,0.05278,40,19338,0.04002,0.07045
1254,1254,2008,66 and older,5th Quintile,Good,0.28631,290,19338,0.25497,0.32267
1255,1255,2008,66 and older,5th Quintile,Satisfactory,0.4549,381,19338,0.41884,0.49004
1256,1256,2008,66 and older,5th Quintile,Poor,0.14602,148,19338,0.12885,0.17009
1257,1257,2008,66 and older,5th Quintile,Bad,0.05999,43,19338,0.04688,0.07924
1258,1258,2009,17-29 y.,1st Quintile,Very good,0.23222,158,17935,0.20166,0.26525
1259,1259,2009,17-29 y.,1st Quintile,Good,0.53818,415,17935,0.49873,0.59027
1260,1260,2009,17-29 y.,1st Quintile,Satisfactory,0.17097,134,17935,0.14413,0.20297
1261,1261,2009,17-29 y.,1st Quintile,Poor,0.05863,44,17935,0.04492,0.07313
1262,1262,2009,17-29 y.,2nd Quintile,Very good,0.22064,121,17935,0.19087,0.261
1263,1263,2009,17-29 y.,2nd Quintile,Good,0.47713,291,17935,0.41503,0.53596
1264,1264,2009,17-29 y.,2nd Quintile,Satisfactory,0.22604,105,17935,0.18947,0.26068
1265,1265,2009,17-29 y.,2nd Quintile,Poor,0.07619,35,17935,0.05144,0.10408
1266,1266,2009,17-29 y.,3rd Quintile,Very good,0.21666,134,17935,0.17749,0.24606
1267,1267,2009,17-29 y.,3rd Quintile,Good,0.58814,318,17935,0.53082,0.64849
1268,1268,2009,17-29 y.,3rd Quintile,Satisfactory,0.1952,114,17935,0.16717,0.23445
1269,1269,2009,17-29 y.,4th Quintile,Very good,0.23055,152,17935,0.19283,0.27003
1270,1270,2009,17-29 y.,4th Quintile,Good,0.54928,330,17935,0.48656,0.61341
1271,1271,2009,17-29 y.,4th Quintile,Satisfactory,0.22017,113,17935,0.17368,0.27079
1272,1272,2009,17-29 y.,5th Quintile,Very good,0.25451,160,17935,0.21205,0.30191
1273,1273,2009,17-29 y.,5th Quintile,Good,0.58424,276,17935,0.49627,0.67902
1274,1274,2009,17-29 y.,5th Quintile,Satisfactory,0.16125,86,17935,0.12108,0.19911
1275,1275,2009,30-45 y.,1st Quintile,Very good,0.09984,50,17935,0.07993,0.12172
1276,1276,2009,30-45 y.,1st Quintile,Good,0.41572,298,17935,0.37647,0.46069
1277,1277,2009,30-45 y.,1st Quintile,Satisfactory,0.34245,200,17935,0.30609,0.38266
1278,1278,2009,30-45 y.,1st Quintile,Poor,0.14199,87,17935,0.12092,0.16273
1279,1279,2009,30-45 y.,2nd Quintile,Very good,0.0934,59,17935,0.07502,0.11748
1280,1280,2009,30-45 y.,2nd Quintile,Good,0.43815,417,17935,0.40097,0.47917
1281,1281,2009,30-45 y.,2nd Quintile,Satisfactory,0.3617,275,17935,0.31424,0.40437
1282,1282,2009,30-45 y.,2nd Quintile,Poor,0.10675,71,17935,0.0812,0.13254
1283,1283,2009,30-45 y.,3rd Quintile,Very good,0.07503,71,17935,0.05684,0.09432
1284,1284,2009,30-45 y.,3rd Quintile,Good,0.50391,496,17935,0.45393,0.54831
1285,1285,2009,30-45 y.,3rd Quintile,Satisfactory,0.3508,318,17935,0.31785,0.38803
1286,1286,2009,30-45 y.,3rd Quintile,Poor,0.07026,81,17935,0.05399,0.09008
1287,1287,2009,30-45 y.,4th Quintile,Very good,0.10565,102,17935,0.08651,0.127
1288,1288,2009,30-45 y.,4th Quintile,Good,0.50244,548,17935,0.45915,0.54536
1289,1289,2009,30-45 y.,4th Quintile,Satisfactory,0.30859,310,17935,0.27332,0.34375
1290,1290,2009,30-45 y.,4th Quintile,Poor,0.08331,74,17935,0.06768,0.1016
1291,1291,2009,30-45 y.,5th Quintile,Very good,0.13853,162,17935,0.11659,0.1649
1292,1292,2009,30-45 y.,5th Quintile,Good,0.54729,636,17935,0.50687,0.5932
1293,1293,2009,30-45 y.,5th Quintile,Satisfactory,0.24393,286,17935,0.21789,0.27111
1294,1294,2009,30-45 y.,5th Quintile,Poor,0.07025,68,17935,0.05301,0.08662
1295,1295,2009,46-65 y.,1st Quintile,Good,0.22087,178,17935,0.19531,0.2486
1296,1296,2009,46-65 y.,1st Quintile,Satisfactory,0.4128,317,17935,0.38015,0.44329
1297,1297,2009,46-65 y.,1st Quintile,Poor,0.24193,187,17935,0.21386,0.26663
1298,1298,2009,46-65 y.,1st Quintile,Bad,0.12441,87,17935,0.10405,0.14393
1299,1299,2009,46-65 y.,2nd Quintile,Good,0.26057,234,17935,0.23244,0.292
1300,1300,2009,46-65 y.,2nd Quintile,Satisfactory,0.44442,330,17935,0.40327,0.48853
1301,1301,2009,46-65 y.,2nd Quintile,Poor,0.2325,153,17935,0.19535,0.26949
1302,1302,2009,46-65 y.,2nd Quintile,Bad,0.06251,39,17935,0.0451,0.08107
1303,1303,2009,46-65 y.,3rd Quintile,Good,0.34502,372,17935,0.31879,0.38362
1304,1304,2009,46-65 y.,3rd Quintile,Satisfactory,0.42273,421,17935,0.38763,0.45442
1305,1305,2009,46-65 y.,3rd Quintile,Poor,0.19367,190,17935,0.1708,0.21588
1306,1306,2009,46-65 y.,3rd Quintile,Bad,0.03858,37,17935,0.02674,0.05105
1307,1307,2009,46-65 y.,4th Quintile,Very good,0.04329,61,17935,0.03248,0.05363
1308,1308,2009,46-65 y.,4th Quintile,Good,0.33807,505,17935,0.31182,0.36641
1309,1309,2009,46-65 y.,4th Quintile,Satisfactory,0.42991,597,17935,0.39853,0.46526
1310,1310,2009,46-65 y.,4th Quintile,Poor,0.15732,202,17935,0.13487,0.17662
1311,1311,2009,46-65 y.,4th Quintile,Bad,0.0314,40,17935,0.02259,0.04051
1312,1312,2009,46-65 y.,5th Quintile,Very good,0.07132,166,17935,0.05929,0.08261
1313,1313,2009,46-65 y.,5th Quintile,Good,0.40521,964,17935,0.37585,0.43588
1314,1314,2009,46-65 y.,5th Quintile,Satisfactory,0.37839,811,17935,0.34989,0.40823
1315,1315,2009,46-65 y.,5th Quintile,Poor,0.12367,293,17935,0.11054,0.14165
1316,1316,2009,46-65 y.,5th Quintile,Bad,0.02141,52,17935,0.01571,0.02745
1317,1317,2009,66 and older,1st Quintile,Good,0.12685,99,17935,0.11231,0.14537
1318,1318,2009,66 and older,1st Quintile,Satisfactory,0.44921,324,17935,0.41735,0.48013
1319,1319,2009,66 and older,1st Quintile,Poor,0.29925,203,17935,0.27308,0.3274
1320,1320,2009,66 and older,1st Quintile,Bad,0.12469,87,17935,0.10822,0.13884
1321,1321,2009,66 and older,2nd Quintile,Good,0.17453,170,17935,0.15709,0.19521
1322,1322,2009,66 and older,2nd Quintile,Satisfactory,0.47899,491,17935,0.45252,0.50533
1323,1323,2009,66 and older,2nd Quintile,Poor,0.25308,272,17935,0.23447,0.27479
1324,1324,2009,66 and older,2nd Quintile,Bad,0.0934,102,17935,0.08186,0.10477
1325,1325,2009,66 and older,3rd Quintile,Good,0.19423,177,17935,0.17426,0.2143
1326,1326,2009,66 and older,3rd Quintile,Satisfactory,0.47796,384,17935,0.44616,0.51264
1327,1327,2009,66 and older,3rd Quintile,Poor,0.24863,213,17935,0.22693,0.27345
1328,1328,2009,66 and older,3rd Quintile,Bad,0.07918,64,17935,0.0675,0.0892
1329,1329,2009,66 and older,4th Quintile,Good,0.24057,161,17935,0.21082,0.27136
1330,1330,2009,66 and older,4th Quintile,Satisfactory,0.41207,288,17935,0.37408,0.45056
1331,1331,2009,66 and older,4th Quintile,Poor,0.24706,167,17935,0.21695,0.27652
1332,1332,2009,66 and older,4th Quintile,Bad,0.1003,65,17935,0.08113,0.12121
1333,1333,2009,66 and older,5th Quintile,Very good,0.04593,45,17935,0.03189,0.06073
1334,1334,2009,66 and older,5th Quintile,Good,0.29109,260,17935,0.25818,0.33134
1335,1335,2009,66 and older,5th Quintile,Satisfactory,0.43562,357,17935,0.39379,0.47877
1336,1336,2009,66 and older,5th Quintile,Poor,0.17464,134,17935,0.14876,0.2031
1337,1337,2009,66 and older,5th Quintile,Bad,0.05273,41,17935,0.04316,0.06335
1338,1338,2010,17-29 y.,1st Quintile,Very good,0.27629,149,16540,0.22179,0.33135
1339,1339,2010,17-29 y.,1st Quintile,Good,0.48648,323,16540,0.42488,0.54131
1340,1340,2010,17-29 y.,1st Quintile,Satisfactory,0.1932,133,16540,0.1525,0.23318
1341,1341,2010,17-29 y.,1st Quintile,Poor,0.04402,41,16540,0.03349,0.05571
1342,1342,2010,17-29 y.,2nd Quintile,Very good,0.23265,108,16540,0.1797,0.28199
1343,1343,2010,17-29 y.,2nd Quintile,Good,0.50222,268,16540,0.43991,0.57524
1344,1344,2010,17-29 y.,2nd Quintile,Satisfactory,0.20204,89,16540,0.16318,0.2495
1345,1345,2010,17-29 y.,2nd Quintile,Poor,0.06308,35,16540,0.04421,0.09368
1346,1346,2010,17-29 y.,3rd Quintile,Very good,0.2362,126,16540,0.19169,0.28472
1347,1347,2010,17-29 y.,3rd Quintile,Good,0.54908,280,16540,0.48224,0.62573
1348,1348,2010,17-29 y.,3rd Quintile,Satisfactory,0.21472,107,16540,0.17221,0.26137
1349,1349,2010,17-29 y.,4th Quintile,Very good,0.21739,116,16540,0.17238,0.26503
1350,1350,2010,17-29 y.,4th Quintile,Good,0.54236,258,16540,0.4662,0.62489
1351,1351,2010,17-29 y.,4th Quintile,Satisfactory,0.24025,122,16540,0.19469,0.2959
1352,1352,2010,17-29 y.,5th Quintile,Very good,0.2565,125,16540,0.19803,0.31719
1353,1353,2010,17-29 y.,5th Quintile,Good,0.57089,256,16540,0.49978,0.64318
1354,1354,2010,17-29 y.,5th Quintile,Satisfactory,0.17262,74,16540,0.13723,0.21975
1355,1355,2010,30-45 y.,1st Quintile,Very good,0.10778,50,16540,0.07122,0.15529
1356,1356,2010,30-45 y.,1st Quintile,Good,0.37866,259,16540,0.30252,0.46418
1357,1357,2010,30-45 y.,1st Quintile,Satisfactory,0.35509,192,16540,0.27395,0.41885
1358,1358,2010,30-45 y.,1st Quintile,Poor,0.15847,76,16540,0.11493,0.1954
1359,1359,2010,30-45 y.,2nd Quintile,Very good,0.08628,64,16540,0.05882,0.11579
1360,1360,2010,30-45 y.,2nd Quintile,Good,0.43901,350,16540,0.38385,0.511
1361,1361,2010,30-45 y.,2nd Quintile,Satisfactory,0.33582,231,16540,0.28101,0.39057
1362,1362,2010,30-45 y.,2nd Quintile,Poor,0.1389,78,16540,0.10466,0.18332
1363,1363,2010,30-45 y.,3rd Quintile,Very good,0.10186,71,16540,0.07401,0.13063
1364,1364,2010,30-45 y.,3rd Quintile,Good,0.46385,448,16540,0.41176,0.50927
1365,1365,2010,30-45 y.,3rd Quintile,Satisfactory,0.3242,254,16540,0.27276,0.37145
1366,1366,2010,30-45 y.,3rd Quintile,Poor,0.11009,87,16540,0.08499,0.14087
1367,1367,2010,30-45 y.,4th Quintile,Very good,0.10097,93,16540,0.07224,0.12792
1368,1368,2010,30-45 y.,4th Quintile,Good,0.54655,508,16540,0.49632,0.61324
1369,1369,2010,30-45 y.,4th Quintile,Satisfactory,0.28122,254,16540,0.23768,0.32312
1370,1370,2010,30-45 y.,4th Quintile,Poor,0.07126,67,16540,0.05027,0.09243
1371,1371,2010,30-45 y.,5th Quintile,Very good,0.15268,141,16540,0.12654,0.18706
1372,1372,2010,30-45 y.,5th Quintile,Good,0.46882,506,16540,0.42304,0.51628
1373,1373,2010,30-45 y.,5th Quintile,Satisfactory,0.30603,250,16540,0.25902,0.34643
1374,1374,2010,30-45 y.,5th Quintile,Poor,0.07247,70,16540,0.05777,0.08916
1375,1375,2010,46-65 y.,1st Quintile,Good,0.23557,181,16540,0.20533,0.26944
1376,1376,2010,46-65 y.,1st Quintile,Satisfactory,0.34256,251,16540,0.31313,0.37954
1377,1377,2010,46-65 y.,1st Quintile,Poor,0.29264,201,16540,0.25918,0.32432
1378,1378,2010,46-65 y.,1st Quintile,Bad,0.12923,75,16540,0.10155,0.15313
1379,1379,2010,46-65 y.,2nd Quintile,Good,0.31672,282,16540,0.27987,0.354
1380,1380,2010,46-65 y.,2nd Quintile,Satisfactory,0.40764,326,16540,0.36811,0.44468
1381,1381,2010,46-65 y.,2nd Quintile,Poor,0.20152,161,16540,0.17544,0.23113
1382,1382,2010,46-65 y.,2nd Quintile,Bad,0.07412,40,16540,0.05834,0.08901
1383,1383,2010,46-65 y.,3rd Quintile,Good,0.37788,352,16540,0.33359,0.42502
1384,1384,2010,46-65 y.,3rd Quintile,Satisfactory,0.37166,372,16540,0.33264,0.40963
1385,1385,2010,46-65 y.,3rd Quintile,Poor,0.20546,172,16540,0.17858,0.24031
1386,1386,2010,46-65 y.,3rd Quintile,Bad,0.04501,47,16540,0.03414,0.05829
1387,1387,2010,46-65 y.,4th Quintile,Very good,0.05689,66,16540,0.04488,0.07054
1388,1388,2010,46-65 y.,4th Quintile,Good,0.3705,498,16540,0.34198,0.40909
1389,1389,2010,46-65 y.,4th Quintile,Satisfactory,0.40157,527,16540,0.36947,0.43033
1390,1390,2010,46-65 y.,4th Quintile,Poor,0.13096,170,16540,0.11213,0.15032
1391,1391,2010,46-65 y.,4th Quintile,Bad,0.04008,49,16540,0.02878,0.05006
1392,1392,2010,46-65 y.,5th Quintile,Very good,0.07131,164,16540,0.06023,0.08329
1393,1393,2010,46-65 y.,5th Quintile,Good,0.4154,928,16540,0.38581,0.44348
1394,1394,2010,46-65 y.,5th Quintile,Satisfactory,0.36565,764,16540,0.33674,0.39368
1395,1395,2010,46-65 y.,5th Quintile,Poor,0.12491,271,16540,0.1109,0.14161
1396,1396,2010,46-65 y.,5th Quintile,Bad,0.02272,40,16540,0.01701,0.02931
1397,1397,2010,66 and older,1st Quintile,Good,0.14968,101,16540,0.13175,0.1676
1398,1398,2010,66 and older,1st Quintile,Satisfactory,0.41062,304,16540,0.38067,0.44215
1399,1399,2010,66 and older,1st Quintile,Poor,0.31513,209,16540,0.28688,0.346
1400,1400,2010,66 and older,1st Quintile,Bad,0.12456,90,16540,0.10927,0.13874
1401,1401,2010,66 and older,2nd Quintile,Good,0.15558,164,16540,0.14302,0.17514
1402,1402,2010,66 and older,2nd Quintile,Satisfactory,0.45222,436,16540,0.42707,0.48244
1403,1403,2010,66 and older,2nd Quintile,Poor,0.29268,266,16540,0.26869,0.31159
1404,1404,2010,66 and older,2nd Quintile,Bad,0.09953,91,16540,0.08609,0.11192
1405,1405,2010,66 and older,3rd Quintile,Good,0.19453,165,16540,0.16922,0.21815
1406,1406,2010,66 and older,3rd Quintile,Satisfactory,0.4896,388,16540,0.45699,0.52279
1407,1407,2010,66 and older,3rd Quintile,Poor,0.24234,197,16540,0.21662,0.26441
1408,1408,2010,66 and older,3rd Quintile,Bad,0.07353,60,16540,0.06323,0.08534
1409,1409,2010,66 and older,4th Quintile,Good,0.26412,178,16540,0.23188,0.30406
1410,1410,2010,66 and older,4th Quintile,Satisfactory,0.44694,300,16540,0.4062,0.4858
1411,1411,2010,66 and older,4th Quintile,Poor,0.22188,146,16540,0.18715,0.25977
1412,1412,2010,66 and older,4th Quintile,Bad,0.06705,49,16540,0.05202,0.08074
1413,1413,2010,66 and older,5th Quintile,Very good,0.03416,33,16540,0.02455,0.04623
1414,1414,2010,66 and older,5th Quintile,Good,0.30275,265,16540,0.26836,0.34229
1415,1415,2010,66 and older,5th Quintile,Satisfactory,0.42163,327,16540,0.37595,0.46346
1416,1416,2010,66 and older,5th Quintile,Poor,0.17004,134,16540,0.14487,0.19609
1417,1417,2010,66 and older,5th Quintile,Bad,0.07143,41,16540,0.05223,0.08817
1418,1418,2011,17-29 y.,1st Quintile,Very good,0.19348,244,22065,0.15716,0.23231
1419,1419,2011,17-29 y.,1st Quintile,Good,0.48421,558,22065,0.42161,0.53909
1420,1420,2011,17-29 y.,1st Quintile,Satisfactory,0.23488,262,22065,0.19685,0.27649
1421,1421,2011,17-29 y.,1st Quintile,Poor,0.08743,114,22065,0.07401,0.10698
1422,1422,2011,17-29 y.,2nd Quintile,Very good,0.21559,184,22065,0.17657,0.25867
1423,1423,2011,17-29 y.,2nd Quintile,Good,0.53667,437,22065,0.46671,0.60087
1424,1424,2011,17-29 y.,2nd Quintile,Satisfactory,0.18531,151,22065,0.14666,0.22516
1425,1425,2011,17-29 y.,2nd Quintile,Poor,0.06243,54,22065,0.04086,0.08545
1426,1426,2011,17-29 y.,3rd Quintile,Very good,0.21954,154,22065,0.17428,0.26152
1427,1427,2011,17-29 y.,3rd Quintile,Good,0.50664,345,22065,0.45168,0.56995
1428,1428,2011,17-29 y.,3rd Quintile,Satisfactory,0.27382,149,22065,0.2232,0.32895
1429,1429,2011,17-29 y.,4th Quintile,Very good,0.29945,159,22065,0.2451,0.37359
1430,1430,2011,17-29 y.,4th Quintile,Good,0.49947,288,22065,0.43135,0.56775
1431,1431,2011,17-29 y.,4th Quintile,Satisfactory,0.20107,99,22065,0.16429,0.24836
1432,1432,2011,17-29 y.,5th Quintile,Very good,0.28913,136,22065,0.22853,0.34713
1433,1433,2011,17-29 y.,5th Quintile,Good,0.55829,239,22065,0.47695,0.64392
1434,1434,2011,17-29 y.,5th Quintile,Satisfactory,0.15258,68,22065,0.11258,0.2101
1435,1435,2011,30-45 y.,1st Quintile,Very good,0.09885,166,22065,0.07284,0.12357
1436,1436,2011,30-45 y.,1st Quintile,Good,0.38996,720,22065,0.34534,0.44477
1437,1437,2011,30-45 y.,1st Quintile,Satisfactory,0.33792,490,22065,0.2979,0.37845
1438,1438,2011,30-45 y.,1st Quintile,Poor,0.12957,236,22065,0.10877,0.15246
1439,1439,2011,30-45 y.,1st Quintile,Bad,0.0437,59,22065,0.03399,0.05764
1440,1440,2011,30-45 y.,2nd Quintile,Very good,0.1064,199,22065,0.08709,0.13083
1441,1441,2011,30-45 y.,2nd Quintile,Good,0.48309,849,22065,0.42762,0.53136
1442,1442,2011,30-45 y.,2nd Quintile,Satisfactory,0.2927,497,22065,0.24922,0.33834
1443,1443,2011,30-45 y.,2nd Quintile,Poor,0.07921,163,22065,0.06362,0.09852
1444,1444,2011,30-45 y.,2nd Quintile,Bad,0.0386,39,22065,0.02405,0.05788
1445,1445,2011,30-45 y.,3rd Quintile,Very good,0.12315,183,22065,0.09334,0.15293
1446,1446,2011,30-45 y.,3rd Quintile,Good,0.50107,785,22065,0.45174,0.56025
1447,1447,2011,30-45 y.,3rd Quintile,Satisfactory,0.28479,401,22065,0.24767,0.33039
1448,1448,2011,30-45 y.,3rd Quintile,Poor,0.091,131,22065,0.06953,0.11715
1449,1449,2011,30-45 y.,4th Quintile,Very good,0.11983,204,22065,0.09885,0.14639
1450,1450,2011,30-45 y.,4th Quintile,Good,0.49036,758,22065,0.44877,0.54229
1451,1451,2011,30-45 y.,4th Quintile,Satisfactory,0.29711,375,22065,0.25741,0.33882
1452,1452,2011,30-45 y.,4th Quintile,Poor,0.0927,114,22065,0.07274,0.11273
1453,1453,2011,30-45 y.,5th Quintile,Very good,0.12861,222,22065,0.10147,0.15279
1454,1454,2011,30-45 y.,5th Quintile,Good,0.52873,752,22065,0.47513,0.58929
1455,1455,2011,30-45 y.,5th Quintile,Satisfactory,0.2578,332,22065,0.22082,0.29809
1456,1456,2011,30-45 y.,5th Quintile,Poor,0.08487,101,22065,0.0647,0.10764
1457,1457,2011,46-65 y.,1st Quintile,Very good,0.02727,48,22065,0.01907,0.04116
1458,1458,2011,46-65 y.,1st Quintile,Good,0.22154,292,22065,0.18877,0.25559
1459,1459,2011,46-65 y.,1st Quintile,Satisfactory,0.38025,396,22065,0.33693,0.41688
1460,1460,2011,46-65 y.,1st Quintile,Poor,0.27951,261,22065,0.24859,0.32195
1461,1461,2011,46-65 y.,1st Quintile,Bad,0.09143,92,22065,0.07332,0.11199
1462,1462,2011,46-65 y.,2nd Quintile,Very good,0.04631,38,22065,0.03208,0.06309
1463,1463,2011,46-65 y.,2nd Quintile,Good,0.32383,340,22065,0.282,0.36491
1464,1464,2011,46-65 y.,2nd Quintile,Satisfactory,0.3599,381,22065,0.323,0.39764
1465,1465,2011,46-65 y.,2nd Quintile,Poor,0.22166,190,22065,0.19204,0.25554
1466,1466,2011,46-65 y.,2nd Quintile,Bad,0.04829,57,22065,0.0369,0.06236
1467,1467,2011,46-65 y.,3rd Quintile,Very good,0.02375,44,22065,0.01505,0.03361
1468,1468,2011,46-65 y.,3rd Quintile,Good,0.30802,400,22065,0.28142,0.34081
1469,1469,2011,46-65 y.,3rd Quintile,Satisfactory,0.43488,493,22065,0.39035,0.47747
1470,1470,2011,46-65 y.,3rd Quintile,Poor,0.18961,207,22065,0.16628,0.21795
1471,1471,2011,46-65 y.,3rd Quintile,Bad,0.04374,54,22065,0.03398,0.05682
1472,1472,2011,46-65 y.,4th Quintile,Very good,0.04501,71,22065,0.03405,0.05971
1473,1473,2011,46-65 y.,4th Quintile,Good,0.37457,566,22065,0.33742,0.4114
1474,1474,2011,46-65 y.,4th Quintile,Satisfactory,0.37848,547,22065,0.34344,0.40783
1475,1475,2011,46-65 y.,4th Quintile,Poor,0.16656,210,22065,0.14541,0.18967
1476,1476,2011,46-65 y.,4th Quintile,Bad,0.03538,43,22065,0.02743,0.04406
1477,1477,2011,46-65 y.,5th Quintile,Very good,0.04426,134,22065,0.0372,0.05312
1478,1478,2011,46-65 y.,5th Quintile,Good,0.40829,925,22065,0.37525,0.44571
1479,1479,2011,46-65 y.,5th Quintile,Satisfactory,0.37854,773,22065,0.34906,0.41131
1480,1480,2011,46-65 y.,5th Quintile,Poor,0.13878,277,22065,0.12161,0.15494
1481,1481,2011,46-65 y.,5th Quintile,Bad,0.03013,52,22065,0.02235,0.04052
1482,1482,2011,66 and older,1st Quintile,Good,0.14992,103,22065,0.13055,0.17106
1483,1483,2011,66 and older,1st Quintile,Satisfactory,0.41605,294,22065,0.37685,0.45395
1484,1484,2011,66 and older,1st Quintile,Poor,0.32187,207,22065,0.28879,0.35696
1485,1485,2011,66 and older,1st Quintile,Bad,0.11216,72,22065,0.09496,0.12816
1486,1486,2011,66 and older,2nd Quintile,Good,0.18778,167,22065,0.16687,0.21353
1487,1487,2011,66 and older,2nd Quintile,Satisfactory,0.43728,431,22065,0.40801,0.46843
