year,pgisced97,sampreg,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
2017,higher education,Ostdeutschland,7.719491863555763,7.613036759097361,7.825946968014164,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,251.0
2018,-5,Westdeutschland,,,,,,,,,,,,
2018,-5,Ostdeutschland,,,,,,,,,,,,
2018,-1,Westdeutschland,7.297402428044662,7.024649778350513,7.570155077738811,6.0,8.0,9.0,1.5,10.0,8.0,8.0,10.0,65.0
2018,-1,Ostdeutschland,,,,,,,,,,,,
2018,in school,Westdeutschland,,,,,,,,,,,,
2018,in school,Ostdeutschland,,,,,,,,,,,,
2018,inadequately,Westdeutschland,6.891754710366878,6.636741485492671,7.146767935241085,5.0,8.0,9.0,0.0,10.0,8.0,7.0,10.0,119.0
2018,inadequately,Ostdeutschland,,,,,,,,,,,,
2018,general elemantary,Westdeutschland,6.852129022698138,6.714147861409275,6.990110183987001,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,386.0
2018,general elemantary,Ostdeutschland,6.749383429245337,6.506941393176881,6.991825465313793,5.0,7.0,9.0,0.0,10.0,7.0,6.0,8.0,80.0
2018,middle vocational,Westdeutschland,6.905878752512489,6.839307226366883,6.972450278658095,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,1229.0
2018,middle vocational,Ostdeutschland,7.079537549605066,6.9743907580757565,7.184684341134375,6.0,8.0,8.0,3.0,10.0,8.0,8.0,9.0,402.0
2018,vocational + Abi,Westdeutschland,7.338960824907083,7.2393938836370815,7.438527766177085,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,379.0
2018,vocational + Abi,Ostdeutschland,7.405583619646749,7.214172101074568,7.59699513821893,6.0,8.0,9.0,1.5,10.0,8.0,7.0,9.0,89.0
2018,higher vocational,Westdeutschland,6.899871102595544,6.702831385781698,7.0969108194093895,5.515127295815409,8.0,9.0,0.2878182395385229,10.0,8.0,8.0,9.0,149.0
2018,higher vocational,Ostdeutschland,7.396027105023272,7.1871810459249845,7.6048731641215594,7.0,8.0,8.0,5.5,9.5,8.0,8.0,8.0,62.0
2018,higher education,Westdeutschland,7.350403110923488,7.283038640738193,7.417767581108784,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,985.0
2018,higher education,Ostdeutschland,7.495682488132378,7.36081072998624,7.630554246278515,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,228.0
2019,-5,-2,,,,,,,,,,,,
2019,-5,Westdeutschland,,,,,,,,,,,,
2019,-5,Ostdeutschland,,,,,,,,,,,,
2019,-1,Westdeutschland,7.903260952842421,7.657332780608463,8.14918912507638,7.155349510990306,8.0,10.0,2.888373777475766,10.0,8.0,7.0,9.0,57.0
2019,-1,Ostdeutschland,,,,,,,,,,,,
2019,in school,Westdeutschland,,,,,,,,,,,,
2019,in school,Ostdeutschland,,,,,,,,,,,,
2019,inadequately,-2,,,,,,,,,,,,
2019,inadequately,Westdeutschland,7.24908947304898,6.976722775149418,7.521456170948542,7.0,8.0,9.0,4.0,10.0,8.0,7.0,9.0,100.0
2019,inadequately,Ostdeutschland,,,,,,,,,,,,
2019,general elemantary,-2,,,,,,,,,,,,
2019,general elemantary,Westdeutschland,6.235068278221695,6.060447944564363,6.409688611879027,5.0,7.0,9.0,0.0,10.0,7.0,6.0,8.0,293.0
2019,general elemantary,Ostdeutschland,7.957827334290903,7.701679852699005,8.213974815882802,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0,63.0
2019,middle vocational,-2,,,,,,,,,,,,
2019,middle vocational,Westdeutschland,7.2156660165669475,7.151229634775481,7.280102398358414,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1103.0
2019,middle vocational,Ostdeutschland,7.291595179654131,7.182937102336945,7.400253256971316,6.0,7.0,9.0,1.5,10.0,7.0,6.0,7.0,376.0
2019,vocational + Abi,-2,,,,,,,,,,,,
2019,vocational + Abi,Westdeutschland,7.427756509436949,7.329440722827423,7.526072296046475,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,379.0
2019,vocational + Abi,Ostdeutschland,7.674161892948003,7.485898205267011,7.8624255806289955,7.0,8.0,9.0,4.0,10.0,8.0,7.0,9.0,87.0
2019,higher vocational,-2,,,,,,,,,,,,
2019,higher vocational,Westdeutschland,7.77393634405893,7.62034420198161,7.927528486136249,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0,177.0
2019,higher vocational,Ostdeutschland,7.806439763973138,7.600004685096817,8.01287484284946,7.0,8.0,9.0,4.0,10.0,8.0,7.0,9.0,61.0
2019,higher education,-2,,,,,,,,,,,,
2019,higher education,Westdeutschland,7.311344773948488,7.241296142294631,7.381393405602344,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1030.0
2019,higher education,Ostdeutschland,7.900494046464922,7.788619601844391,8.012368491085454,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,262.0
2020,-5,Westdeutschland,,,,,,,,,,,,
2020,-5,Ostdeutschland,,,,,,,,,,,,
2020,-1,Westdeutschland,6.708268796155345,6.498254521074713,6.918283071235976,6.0,8.0,8.0,3.0,10.0,8.0,8.0,10.0,154.0
2020,-1,Ostdeutschland,,,,,,,,,,,,
2020,in school,Westdeutschland,,,,,,,,,,,,
2020,in school,Ostdeutschland,,,,,,,,,,,,
2020,inadequately,Westdeutschland,6.164076809620515,5.963983142624542,6.364170476616488,5.0,6.0,8.0,0.5,10.0,6.0,4.0,7.0,169.0
2020,inadequately,Ostdeutschland,,,,,,,,,,,,
2020,general elemantary,Westdeutschland,6.59820826313998,6.4691488760963916,6.727267650183568,5.0,7.0,8.0,0.5,10.0,7.0,6.0,8.0,396.0
2020,general elemantary,Ostdeutschland,7.2915641309297055,7.078752761309392,7.504375500550019,6.776531737123877,8.0,8.0,4.941329342809692,9.835202394314184,8.0,8.0,9.0,74.0
2020,middle vocational,Westdeutschland,6.7033228850254325,6.631358436959662,6.775287333091203,5.0,7.0,8.0,0.5,10.0,7.0,6.0,7.0,1213.0
2020,middle vocational,Ostdeutschland,6.950553142473518,6.833342850976019,7.067763433971017,5.0,8.0,8.743801741979999,0.0,10.0,8.0,8.0,9.0,348.0
2020,vocational + Abi,Westdeutschland,7.015673578808763,6.9069393846265275,7.124407772990999,6.0,8.0,8.0,3.0,10.0,8.0,8.0,9.0,381.0
2020,vocational + Abi,Ostdeutschland,7.494753800661378,7.310028536945846,7.679479064376911,6.724522942840789,8.0,9.0,3.311307357101972,10.0,8.0,8.0,9.0,87.0
2020,higher vocational,Westdeutschland,7.249426945517586,7.038492118617743,7.4603617724174285,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,137.0
2020,higher vocational,Ostdeutschland,7.773277723348727,7.5628717935801095,7.983683653117344,7.0,8.0,9.0,4.0,10.0,8.0,7.0,9.0,55.0
2020,higher education,Westdeutschland,7.12534763111823,7.057120368416248,7.193574893820212,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,1100.0
2020,higher education,Ostdeutschland,7.669466487020313,7.531894815423151,7.807038158617475,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,259.0
2021,-5,Westdeutschland,,,,,,,,,,,,
2021,-5,Ostdeutschland,,,,,,,,,,,,
2021,-1,Westdeutschland,6.864357754350117,6.652048756217922,7.0766667524823115,6.0,7.0,9.0,1.5,10.0,7.0,5.0,8.0,144.0
2021,-1,Ostdeutschland,,,,,,,,,,,,
2021,in school,Westdeutschland,,,,,,,,,,,,
2021,in school,Ostdeutschland,,,,,,,,,,,,
2021,inadequately,Westdeutschland,6.14545017101878,5.650004664448306,6.640895677589254,4.732028420664075,6.982471437453849,10.0,0.0,10.0,7.0,4.0,9.0,46.0
2021,inadequately,Ostdeutschland,,,,,,,,,,,,
2021,general elemantary,Westdeutschland,7.342952719313604,7.159970918792238,7.525934519834969,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,163.0
2021,general elemantary,Ostdeutschland,6.193803111998242,5.7011372782637055,6.686468945732778,4.02195718577971,6.308955303726026,8.0,0.0,10.0,7.0,6.0,10.0,33.0
2021,middle vocational,Westdeutschland,6.9040333710402955,6.8088851555761645,6.9991815865044265,5.0,7.0,9.0,0.0,10.0,7.0,6.0,7.0,594.0
2021,middle vocational,Ostdeutschland,7.0419440462103555,6.908623964679313,7.175264127741398,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0,243.0
2021,vocational + Abi,Westdeutschland,7.336015284237609,7.1977387378155155,7.474291830659703,6.103788461063981,8.0,9.0,1.7594711526599536,10.0,8.0,8.0,9.0,217.0
2021,vocational + Abi,Ostdeutschland,7.7206214325026306,7.5410964075178715,7.90014645748739,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,61.0
2021,higher vocational,Westdeutschland,7.783263182001248,7.532071081941709,8.034455282060787,7.0,8.522791290120935,10.0,2.5,10.0,9.0,9.0,10.0,94.0
2021,higher vocational,Ostdeutschland,7.648357486570302,7.252273521499163,8.044441451641442,7.0,8.0,10.0,2.5,10.0,8.0,6.0,9.0,33.0
2021,higher education,Westdeutschland,7.302464658366018,7.233123442509391,7.3718058742226455,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,705.0
2021,higher education,Ostdeutschland,7.2837072112621986,7.10476356172181,7.462650860802587,6.10059368295463,8.0,9.0,1.7514842073865742,10.0,8.0,7.974999999999994,8.0,189.0
